Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2019-2020,Brett Connolly,FLA,F,101.0,276.0,149.0,,213.0,263.0,215.0,56.0,81.0,276.0,360.0,247.0,,202.0,Bottom 6,69,1000.1,19,5,33,1992-05-02,CAN,CAN,75,198,2010,1,6,6,,
2019-2020,Brett Howden,NYR,F,382.0,434.0,269.0,113.0,380.0,441.0,430.0,371.0,321.0,292.0,350.0,211.0,132.0,318.0,Bottom 6,70,919.98333333333,9,6,27,1998-03-29,CAN,CAN,74,203,2016,1,27,27,,
2019-2020,Brett Ritchie,BOS,F,375.0,177.0,281.0,,370.0,42.0,164.0,373.0,228.0,386.0,426.0,8.0,,401.0,Bottom 6,27,280.9,2,3,32,1993-07-01,CAN,CAN,76,215,2011,2,14,44,,
2019-2020,Brian Boyle,FLA,F,267.0,125.0,243.0,185.0,401.0,299.0,182.0,143.0,372.0,346.0,371.0,74.0,52.0,218.0,Bottom 6,39,482.63333333333,6,4,40,1984-12-18,USA,USA,78,245,2003,1,26,26,,
2019-2020,Brock Boeser,VAN,F,98.0,282.0,66.0,,235.0,236.0,35.0,67.0,1.0,110.0,211.0,409.0,,48.0,First Line,57,1058.6,16,14,28,1997-02-25,USA,USA,73,208,2015,1,23,23,,
2019-2020,Brock McGinn,CAR,F,268.0,186.0,,58.0,181.0,161.0,232.0,342.0,113.0,345.0,49.0,133.0,,303.0,Bottom 6,68,897.73333333333,7,7,31,1994-02-02,CAN,CAN,72,187,2012,2,17,47,,
2019-2020,Brock Nelson,NYI,F,176.0,335.0,135.0,172.0,333.0,354.0,155.0,68.0,292.0,200.0,245.0,324.0,69.0,90.0,First Line,68,1282.4666666667,26,15,33,1991-10-15,USA,USA,76,210,2010,1,30,30,,
2019-2020,Bryan Rust,PIT,F,59.0,248.0,237.0,5.0,74.0,228.0,147.0,52.0,37.0,120.0,138.0,172.0,,66.0,First Line,55,1087.0833333333,27,15,33,1992-05-11,USA,USA,71,192,2010,3,20,80,,
2019-2020,Cal Clutterbuck,NYI,F,425.0,72.0,272.0,90.0,397.0,119.0,400.0,389.0,402.0,356.0,192.0,18.0,,327.0,Bottom 6,37,496.71666666667,3,3,37,1987-11-18,CAN,CAN,72,212,2006,3,9,72,,
2019-2020,Calle Jarnkrok,NSH,F,242.0,155.0,219.0,85.0,219.0,123.0,233.0,208.0,136.0,236.0,98.0,357.0,180.0,198.0,Second Line,64,1019.85,15,12,33,1991-09-25,SWE,SWE,72,192,2010,2,21,51,,
2019-2020,Cam Atkinson,CBJ,F,48.0,227.0,100.0,3.0,236.0,210.0,11.0,50.0,19.0,194.0,165.0,411.0,,43.0,Second Line,44,785.18333333333,12,8,36,1989-06-05,USA,USA,68,176,2008,6,6,157,,
2019-2020,Carl Hagelin,WSH,F,192.0,147.0,,34.0,166.0,54.0,180.0,365.0,137.0,157.0,309.0,263.0,,236.0,Bottom 6,58,830.51666666667,8,12,36,1988-08-23,SWE,SWE,72,183,2007,6,17,168,,
2019-2020,Carl Soderberg,ARI,F,213.0,245.0,145.0,24.0,293.0,324.0,176.0,136.0,370.0,224.0,210.0,215.0,97.0,140.0,Second Line,70,1112.75,17,9,39,1985-10-12,SWE,SWE,75,210,2004,2,19,49,,
2019-2020,Carter Rowney,ANA,F,369.0,337.0,,43.0,300.0,370.0,432.0,356.0,391.0,251.0,199.0,32.0,179.0,379.0,Bottom 6,71,910.18333333333,8,10,36,1989-05-10,CAN,CAN,74,208,-,-,-,-,,
2019-2020,Carter Verhaeghe,TBL,F,168.0,205.0,,,95.0,189.0,261.0,102.0,330.0,424.0,277.0,268.0,,398.0,Bottom 6,52,486.78333333333,9,2,29,1995-08-14,CAN,CAN,74,180,2013,3,21,82,,
2019-2020,Casey Cizikas,NYI,F,309.0,21.0,,75.0,385.0,47.0,321.0,132.0,411.0,377.0,290.0,60.0,40.0,223.0,Bottom 6,48,686.1,10,3,34,1991-02-27,CAN,CAN,71,190,2009,4,1,92,,
2019-2020,Casey Mittelstadt,BUF,F,368.0,391.0,187.0,,366.0,351.0,337.0,286.0,24.0,325.0,88.0,394.0,138.0,340.0,Bottom 6,31,395.56666666667,4,4,26,1998-11-22,USA,USA,73,195,2017,1,8,8,,
2019-2020,Cedric Paquette,TBL,F,356.0,33.0,,121.0,399.0,112.0,328.0,282.0,355.0,398.0,334.0,12.0,56.0,320.0,Bottom 6,61,796.26666666667,7,6,31,1993-08-13,CAN,CAN,72,205,2012,4,10,101,,
2019-2020,Chandler Stephenson,"VGK, WSH",F,336.0,134.0,,22.0,119.0,176.0,436.0,325.0,234.0,308.0,160.0,283.0,192.0,367.0,Bottom 6,65,931.11666666667,11,9,31,1994-04-22,CAN,CAN,72,209,2012,3,16,77,,
2019-2020,Charlie Coyle,BOS,F,181.0,31.0,173.0,2.0,207.0,25.0,209.0,250.0,160.0,131.0,45.0,225.0,93.0,162.0,Second Line,70,1175.2333333333,16,17,33,1992-03-02,USA,USA,75,223,2010,1,28,28,,
2019-2020,Chris Kreider,NYR,F,72.0,388.0,72.0,,154.0,383.0,76.0,36.0,280.0,149.0,379.0,104.0,,79.0,Second Line,63,1086.7333333333,24,14,34,1991-04-30,USA,USA,75,230,2009,1,19,19,,
2019-2020,Chris Tierney,OTT,F,305.0,395.0,158.0,83.0,174.0,402.0,399.0,344.0,331.0,93.0,124.0,384.0,55.0,192.0,Second Line,71,1220.4833333333,11,16,31,1994-07-01,CAN,CAN,73,191,2012,2,25,55,,
2019-2020,Chris Wagner,BOS,F,378.0,171.0,,59.0,408.0,136.0,268.0,349.0,424.0,423.0,302.0,16.0,175.0,358.0,Bottom 6,67,833.58333333333,6,3,34,1991-05-27,USA,USA,72,192,2010,5,2,122,,
2019-2020,Christian Dvorak,ARI,F,222.0,299.0,184.0,182.0,218.0,334.0,247.0,202.0,260.0,144.0,343.0,281.0,124.0,175.0,Second Line,70,1168.7333333333,18,15,29,1996-02-02,USA,USA,73,193,2014,2,28,58,,
2019-2020,Christian Fischer,ARI,F,291.0,229.0,261.0,,348.0,218.0,152.0,265.0,369.0,394.0,106.0,52.0,,324.0,Bottom 6,56,617.16666666667,6,3,28,1997-04-15,USA,USA,74,212,2015,2,2,32,,
2019-2020,Christoffer Ehn,DET,F,440.0,353.0,,150.0,432.0,364.0,431.0,429.0,359.0,429.0,71.0,142.0,193.0,431.0,Bottom 6,54,562.15,2,2,29,1996-04-05,SWE,SWE,75,195,2014,4,16,106,,
2019-2020,Claude Giroux,PHI,F,80.0,278.0,30.0,8.0,37.0,166.0,93.0,129.0,265.0,32.0,144.0,391.0,5.0,42.0,First Line,69,1309.95,21,18,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22,,
2019-2020,Clayton Keller,ARI,F,126.0,357.0,107.0,,251.0,305.0,65.0,198.0,4.0,60.0,38.0,424.0,,114.0,Second Line,70,1140.6666666667,17,19,26,1998-07-29,USA,USA,70,178,2016,1,7,7,,
2019-2020,Cody Eakin,"VGK, WPG",F,234.0,275.0,271.0,60.0,186.0,266.0,357.0,249.0,118.0,259.0,76.0,210.0,74.0,266.0,Bottom 6,49,714.25,5,6,34,1991-05-24,CAN,CAN,72,196,2009,3,24,85,,
2019-2020,Cody Glass,VGK,F,392.0,178.0,203.0,,345.0,96.0,361.0,348.0,221.0,314.0,365.0,395.0,156.0,363.0,Bottom 6,39,521.05,5,5,26,1999-04-01,CAN,CAN,75,206,2017,1,6,6,,
2019-2020,Colin Blackwell,NSH,F,147.0,9.0,,,144.0,67.0,324.0,335.0,383.0,68.0,92.0,82.0,,296.0,Bottom 6,27,295.76666666667,3,5,32,1993-03-28,USA,USA,69,190,2011,7,13,193,,
2019-2020,Colin White,OTT,F,306.0,322.0,226.0,,134.0,328.0,338.0,341.0,182.0,255.0,233.0,313.0,171.0,229.0,Second Line,61,958.11666666667,7,6,28,1997-01-30,USA,USA,73,194,2015,1,21,21,,
2019-2020,Colton Sceviour,FLA,F,214.0,113.0,,50.0,271.0,274.0,113.0,380.0,415.0,246.0,120.0,132.0,,235.0,Bottom 6,69,912.46666666667,6,7,36,1989-04-20,CAN,CAN,72,190,2007,4,21,112,,
2019-2020,Colton Sissons,NSH,F,342.0,43.0,262.0,46.0,359.0,37.0,415.0,262.0,434.0,381.0,370.0,137.0,44.0,282.0,Bottom 6,57,816.86666666667,9,5,31,1993-11-05,CAN,CAN,73,200,2012,2,20,50,,
2019-2020,Connor Brown,OTT,F,223.0,312.0,233.0,68.0,189.0,315.0,294.0,310.0,379.0,187.0,228.0,387.0,,194.0,First Line,71,1428.15,16,13,31,1994-01-14,CAN,CAN,72,181,2012,6,5,156,,
2019-2020,Connor Bunnaman,PHI,F,436.0,93.0,,,419.0,3.0,413.0,424.0,150.0,439.0,170.0,84.0,165.0,435.0,Bottom 6,21,194.91666666667,1,0,27,1998-04-16,CAN,CAN,73,207,2016,4,18,109,,
2019-2020,Connor McDavid,EDM,F,16.0,428.0,2.0,196.0,101.0,423.0,73.0,14.0,49.0,1.0,15.0,400.0,95.0,2.0,First Line,64,1399.4,34,38,28,1997-01-13,CAN,CAN,73,193,2015,1,1,1,,
2019-2020,Conor Garland,ARI,F,61.0,158.0,182.0,,162.0,183.0,29.0,32.0,86.0,378.0,244.0,327.0,,156.0,Bottom 6,68,962.4,22,10,29,1996-03-11,USA,USA,70,165,2015,5,2,123,,
2019-2020,Conor Sheary,"BUF, PIT",F,173.0,196.0,166.0,,170.0,205.0,157.0,203.0,44.0,258.0,111.0,378.0,,225.0,Bottom 6,63,825.81666666667,10,8,33,1992-06-08,USA,USA,69,179,-,-,-,-,,
2019-2020,Corey Perry,DAL,F,300.0,241.0,231.0,,302.0,273.0,203.0,319.0,59.0,168.0,335.0,197.0,,212.0,Bottom 6,57,782.26666666667,5,8,40,1985-05-16,CAN,CAN,75,208,2003,1,28,28,,
2019-2020,Craig Smith,NSH,F,19.0,189.0,125.0,,49.0,203.0,10.0,63.0,120.0,222.0,178.0,224.0,,128.0,Bottom 6,69,926.3,18,5,35,1989-09-05,USA,USA,72,204,2009,4,7,98,,
2019-2020,Curtis Lazar,BUF,F,389.0,48.0,,180.0,387.0,50.0,387.0,396.0,351.0,252.0,238.0,59.0,177.0,394.0,Bottom 6,38,449.65,5,4,30,1995-02-02,CAN,CAN,72,203,2013,1,17,17,,
2019-2020,Dale Weise,MTL,F,357.0,188.0,,190.0,332.0,190.0,409.0,402.0,259.0,233.0,312.0,13.0,,407.0,Bottom 6,23,213.13333333333,1,3,36,1988-08-05,CAN,CAN,74,196,2008,4,20,111,,
2019-2020,Danton Heinen,"ANA, BOS",F,249.0,46.0,110.0,,216.0,38.0,242.0,270.0,104.0,161.0,176.0,319.0,,211.0,Bottom 6,67,969.48333333333,10,7,30,1995-07-05,CAN,CAN,73,188,2014,4,26,116,,
2019-2020,Darren Helm,DET,F,313.0,277.0,,100.0,325.0,235.0,226.0,332.0,341.0,367.0,259.0,163.0,,290.0,Bottom 6,68,933.86666666667,9,3,38,1987-01-21,CAN,CAN,72,192,2005,5,7,132,,
2019-2020,David Backes,"ANA, BOS",F,208.0,12.0,248.0,,206.0,4.0,57.0,377.0,267.0,86.0,413.0,46.0,86.0,256.0,Bottom 6,22,206.76666666667,1,4,41,1984-05-01,USA,USA,75,215,2003,2,32,62,,
