Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2011-2012,Andreas Lilja,PHI,D,185.0,118.0,,1.0,160.0,207.0,163.0,221.0,132.0,60.0,225.0,56.0,,183.0,Third Pair,46,629.61666666667,0,6,6,1.01,63.89,48.92,36,1975-07-13,SWE,SWE,75,220,2000,2,54,8468534
2011-2012,Andrej Meszaros,PHI,D,6.0,152.0,63.0,48.0,12.0,194.0,35.0,36.0,2.0,142.0,167.0,39.0,,51.0,Second Pair,62,1281.2,7,18,25,5.44,53.33,51.75,25,1985-10-13,SVK,SVK,74,223,2004,1,23,8471236
2011-2012,Andrej Sekera,BUF,D,143.0,93.0,97.0,42.0,150.0,60.0,134.0,104.0,128.0,169.0,12.0,169.0,,137.0,Second Pair,69,1352.5833333333,3,10,13,4.41,52.38,47.62,25,1986-06-08,SVK,SVK,72,200,2004,3,71,8471284
2011-2012,Andrew Alberts,VAN,D,209.0,149.0,,62.0,211.0,123.0,218.0,105.0,193.0,215.0,208.0,6.0,,231.0,Third Pair,44,629.05,2,1,3,0.64,55.00,43.56,30,1981-06-30,USA,USA,77,218,2001,6,179,8469626
2011-2012,Andrew Ference,BOS,D,112.0,192.0,,38.0,195.0,109.0,63.0,79.0,95.0,107.0,62.0,154.0,,122.0,Second Pair,72,1359.95,6,18,24,4.05,53.19,45.69,32,1979-03-17,CAN,CAN,71,182,1997,8,208,8466333
2011-2012,Andrew MacDonald,NYI,D,179.0,39.0,107.0,106.0,102.0,204.0,203.0,115.0,201.0,147.0,13.0,210.0,,57.0,First Pair,75,1753.1166666667,5,14,19,4.88,46.24,49.06,24,1986-09-07,CAN,CAN,73,204,2006,6,160,8473584
2011-2012,Andy Greene,NJD,D,186.0,10.0,,8.0,218.0,10.0,182.0,190.0,51.0,64.0,51.0,209.0,,97.0,Second Pair,56,1092.3,1,15,16,2.01,52.50,49.45,28,1982-10-30,USA,USA,71,190,-,-,-,8472382
2011-2012,Andy Sutton,EDM,D,127.0,122.0,,43.0,87.0,208.0,140.0,87.0,173.0,95.0,231.0,25.0,,136.0,Third Pair,52,867.56666666667,3,7,10,1.88,54.55,49.84,36,1975-03-10,CAN,CAN,78,245,-,-,-,8467304
2011-2012,Anton Babchuk,CGY,D,91.0,5.0,45.0,,213.0,66.0,23.0,94.0,40.0,32.0,147.0,198.0,,63.0,Third Pair,32,463.65,2,8,10,2.25,60.87,45.72,27,1984-05-06,UKR,UKR,77,200,2002,1,21,8470265
2011-2012,Anton Stralman,NYR,D,99.0,58.0,62.0,,78.0,68.0,122.0,145.0,82.0,56.0,92.0,115.0,,103.0,Third Pair,53,906.26666666667,2,16,18,3.33,56.60,53.76,25,1986-08-01,SWE,SWE,71,193,2005,7,216,8471873
2011-2012,Anton Volchenkov,NJD,D,147.0,2.0,,37.0,196.0,5.0,110.0,155.0,86.0,117.0,155.0,24.0,,142.0,Third Pair,72,1294.0,2,9,11,2.65,47.06,53.82,29,1982-02-25,RUS,RUS,73,220,2000,1,21,8468501
2011-2012,Barret Jackman,STL,D,154.0,59.0,,35.0,99.0,71.0,129.0,216.0,157.0,210.0,60.0,126.0,,131.0,Second Pair,81,1674.9666666667,1,12,13,2.94,59.21,52.81,30,1981-03-05,CAN,CAN,72,203,1999,1,17,8467890
2011-2012,Ben Lovejoy,PIT,D,20.0,14.0,,,71.0,13.0,6.0,57.0,73.0,15.0,187.0,119.0,,155.0,Third Pair,34,450.5,1,4,5,1.86,53.85,56.2,27,1984-02-20,USA,USA,73,205,-,-,-,8473933
2011-2012,Brad Stuart,DET,D,86.0,130.0,,125.0,81.0,84.0,105.0,100.0,83.0,78.0,16.0,65.0,,105.0,Second Pair,81,1705.4333333333,6,15,21,3.95,56.88,52.04,31,1979-11-06,CAN,CAN,74,215,1998,1,3,8467331
2011-2012,Brayden McNabb,BUF,D,178.0,9.0,,169.0,155.0,30.0,160.0,226.0,104.0,173.0,5.0,38.0,,143.0,Third Pair,25,445.96666666667,1,7,8,1.02,52.00,51.12,20,1991-01-21,CAN,CAN,76,215,2009,3,66,8475188
2011-2012,Braydon Coburn,PHI,D,38.0,196.0,,46.0,39.0,156.0,64.0,106.0,37.0,128.0,157.0,62.0,,101.0,First Pair,81,1785.5333333333,4,20,24,5.28,49.58,50.27,26,1985-02-27,CAN,CAN,77,224,2003,1,8,8470601
2011-2012,Brendan Mikkelson,TBL,D,160.0,148.0,115.0,,192.0,153.0,84.0,154.0,151.0,14.0,58.0,99.0,,223.0,Third Pair,41,590.41666666667,1,2,3,1.96,44.44,47.22,24,1987-06-22,CAN,CAN,75,210,2005,2,31,8471705
2011-2012,Brent Burns,SJS,D,9.0,158.0,19.0,139.0,40.0,70.0,13.0,22.0,22.0,160.0,103.0,150.0,,18.0,First Pair,81,1825.65,11,26,37,11.55,54.84,56.55,26,1985-03-09,CAN,CAN,77,230,2003,1,20,8470613
2011-2012,Brent Seabrook,CHI,D,32.0,64.0,91.0,142.0,19.0,85.0,67.0,37.0,67.0,77.0,78.0,40.0,,21.0,First Pair,78,1928.5166666667,9,25,34,7.72,53.68,54.12,26,1985-04-20,CAN,CAN,75,220,2003,1,14,8470607
2011-2012,Brett Clark,TBL,D,152.0,16.0,105.0,17.0,111.0,150.0,191.0,143.0,98.0,203.0,86.0,85.0,,86.0,Second Pair,82,1506.8,2,13,15,3.14,40.00,45.83,34,1976-12-23,CAN,CAN,72,194,1996,6,154,8465122
2011-2012,Brett Lebda,CBJ,D,171.0,219.0,118.0,,188.0,188.0,61.0,109.0,211.0,156.0,179.0,157.0,,224.0,Third Pair,30,494.3,1,3,4,1.69,50.00,46.19,29,1982-01-15,USA,USA,69,195,-,-,-,8471187
2011-2012,Brian Campbell,FLA,D,113.0,49.0,66.0,148.0,100.0,19.0,161.0,125.0,88.0,41.0,9.0,222.0,,35.0,First Pair,82,2205.5166666667,4,49,53,7.16,49.45,49.29,32,1979-05-23,CAN,CAN,70,192,1997,6,156,8466285
2011-2012,Brian Lee,OTT,D,193.0,176.0,,74.0,208.0,141.0,200.0,200.0,75.0,103.0,222.0,15.0,,194.0,Third Pair,55,854.4,1,15,16,1.74,47.27,43.58,24,1987-03-26,USA,USA,75,200,2005,1,9,8471683
2011-2012,Brian Lee,TBL,D,193.0,176.0,,74.0,208.0,141.0,200.0,200.0,75.0,103.0,222.0,15.0,,194.0,Third Pair,55,854.4,1,15,16,1.74,47.27,43.58,24,1987-03-26,USA,USA,75,200,2005,1,9,8471683
2011-2012,Brooks Orpik,PIT,D,130.0,68.0,,47.0,37.0,97.0,212.0,188.0,107.0,62.0,181.0,5.0,,148.0,First Pair,73,1646.3333333333,2,16,18,1.52,52.80,52.79,30,1980-09-26,USA,USA,75,217,2000,1,18,8468498
2011-2012,Bruno Gervais,TBL,D,76.0,76.0,,12.0,162.0,185.0,55.0,14.0,84.0,25.0,134.0,148.0,,158.0,Third Pair,50,713.36666666667,6,7,13,3.21,46.43,49.3,26,1984-10-03,CAN,CAN,73,200,2003,6,182,8470774
2011-2012,Bryan Allen,CAR,D,131.0,97.0,,104.0,126.0,206.0,127.0,172.0,101.0,207.0,217.0,86.0,,119.0,Second Pair,82,1571.15,1,13,14,2.98,43.43,45.69,31,1980-08-21,CAN,CAN,77,223,1998,1,4,8467332
2011-2012,Bryce Salvador,NJD,D,231.0,71.0,,9.0,229.0,9.0,223.0,218.0,205.0,129.0,180.0,125.0,,212.0,Second Pair,82,1656.85,0,9,9,1.74,49.33,49.34,35,1976-02-11,CAN,CAN,75,215,1994,6,138,8460626
2011-2012,Cam Barker,EDM,D,229.0,232.0,78.0,,228.0,218.0,188.0,159.0,225.0,161.0,211.0,69.0,,198.0,Second Pair,25,459.01666666667,2,0,2,1.98,50.00,40.8,25,1986-04-04,CAN,CAN,75,223,2004,1,3,8471216
2011-2012,Cam Fowler,ANA,D,176.0,191.0,25.0,,131.0,178.0,175.0,210.0,153.0,92.0,77.0,215.0,,67.0,First Pair,82,1907.3666666667,5,24,29,6.67,40.98,50.22,19,1991-12-05,CAN,USA,74,215,2010,1,12,8475764
2011-2012,Carl Gunnarsson,TOR,D,150.0,120.0,106.0,134.0,136.0,161.0,172.0,77.0,148.0,224.0,26.0,132.0,,88.0,Second Pair,76,1649.4333333333,4,15,19,4.59,46.88,49.53,24,1986-11-09,SWE,SWE,74,198,2007,7,194,8474125
2011-2012,Carlo Colaiacovo,STL,D,100.0,38.0,90.0,,69.0,32.0,137.0,123.0,96.0,139.0,117.0,122.0,,110.0,Second Pair,64,1216.25,2,17,19,4.09,52.54,54.8,28,1983-01-27,CAN,CAN,73,202,2001,1,17,8469470
2011-2012,Chris Butler,CGY,D,181.0,170.0,,153.0,92.0,139.0,184.0,144.0,215.0,194.0,136.0,171.0,,156.0,Second Pair,68,1469.3333333333,2,13,15,2.59,46.59,47.8,24,1986-10-27,USA,USA,73,196,2005,4,96,8471761
2011-2012,Chris Campoli,MTL,D,161.0,157.0,117.0,,138.0,119.0,190.0,83.0,144.0,150.0,10.0,120.0,,141.0,Third Pair,43,739.63333333333,2,9,11,2.32,46.67,45.63,27,1984-07-09,CAN,CAN,72,200,2004,7,227,8470329
2011-2012,Chris Phillips,OTT,D,155.0,188.0,,114.0,106.0,182.0,131.0,183.0,176.0,109.0,54.0,101.0,,126.0,Second Pair,80,1528.6833333333,5,14,19,3.46,51.22,48.25,33,1978-03-09,CAN,CAN,75,219,1996,1,1,8464956
2011-2012,Chris Tanev,VAN,D,194.0,1.0,,154.0,55.0,7.0,215.0,232.0,207.0,229.0,4.0,221.0,,217.0,Third Pair,25,418.1,0,2,2,0.46,66.67,54.67,21,1989-12-20,CAN,CAN,74,193,-,-,-,8475690
2011-2012,Christian Ehrhoff,BUF,D,52.0,175.0,4.0,49.0,36.0,116.0,54.0,46.0,109.0,58.0,29.0,194.0,,19.0,First Pair,66,1521.8166666667,5,27,32,8.37,51.46,49.89,29,1982-07-06,DEU,DEU,74,201,2001,4,106,8469555
2011-2012,Clayton Stoner,MIN,D,210.0,42.0,,40.0,220.0,53.0,165.0,162.0,200.0,232.0,216.0,59.0,,188.0,Third Pair,51,897.31666666667,1,4,5,1.8,49.09,50.87,26,1985-02-19,CAN,CAN,76,216,2004,3,79,8470886
2011-2012,Cody Franson,TOR,D,30.0,184.0,41.0,,75.0,99.0,40.0,28.0,31.0,40.0,166.0,53.0,,106.0,Third Pair,57,922.85,5,16,21,3.32,46.97,50.8,24,1987-08-08,CAN,CAN,77,224,2005,3,79,8471742
2011-2012,Colin White,SJS,D,217.0,12.0,,64.0,186.0,8.0,202.0,203.0,217.0,155.0,135.0,102.0,,204.0,Third Pair,54,807.16666666667,1,3,4,1.32,43.48,54.36,33,1977-12-12,CAN,CAN,76,215,1996,2,49,8465005
2011-2012,Corey Potter,EDM,D,119.0,189.0,26.0,19.0,181.0,199.0,45.0,71.0,167.0,94.0,42.0,109.0,,79.0,Second Pair,62,1236.75,4,17,21,4.8,41.03,44.35,27,1984-01-05,USA,USA,75,204,2003,4,122,8470714
2011-2012,Cory Sarich,CGY,D,169.0,77.0,,80.0,120.0,16.0,187.0,151.0,154.0,130.0,198.0,18.0,,210.0,Third Pair,62,998.73333333333,1,6,7,1.74,51.85,53.55,33,1978-08-16,CAN,CAN,76,207,1996,2,27,8464981
2011-2012,Dan Boyle,SJS,D,21.0,88.0,3.0,116.0,26.0,63.0,28.0,45.0,55.0,50.0,83.0,205.0,,4.0,First Pair,81,2071.5,9,39,48,15.82,54.78,54.48,35,1976-07-12,CAN,CAN,71,194,-,-,-,8467096
2011-2012,Dan Girardi,NYR,D,101.0,146.0,28.0,91.0,16.0,216.0,166.0,149.0,160.0,175.0,90.0,63.0,,37.0,First Pair,82,2152.2666666667,5,24,29,6.0,52.21,50.88,27,1984-04-29,CAN,CAN,73,212,-,-,-,8471958
2011-2012,Dan Hamhuis,VAN,D,37.0,136.0,30.0,67.0,35.0,73.0,59.0,118.0,39.0,181.0,70.0,145.0,,61.0,First Pair,82,1921.1833333333,4,33,37,6.55,62.07,51.68,28,1982-12-13,CAN,CAN,73,204,2001,1,12,8469465
2011-2012,David Rundblad,OTT,D,27.0,213.0,87.0,,5.0,176.0,93.0,78.0,61.0,4.0,84.0,83.0,,173.0,Third Pair,30,450.28333333333,1,6,7,1.87,37.84,50.44,20,1990-10-08,SWE,SWE,74,187,2009,1,17,8475182
2011-2012,David Rundblad,PHX,D,27.0,213.0,87.0,,5.0,176.0,93.0,78.0,61.0,4.0,84.0,83.0,,173.0,Third Pair,30,450.28333333333,1,6,7,1.87,37.84,50.44,20,1990-10-08,SWE,SWE,74,187,2009,1,17,8475182
2011-2012,David Savard,CBJ,D,195.0,150.0,99.0,,209.0,20.0,171.0,231.0,70.0,72.0,212.0,121.0,,175.0,Third Pair,31,513.81666666667,2,8,10,1.28,51.72,51.39,20,1990-10-22,CAN,CAN,73,235,2009,4,94,8475233
2011-2012,David Schlemko,PHX,D,62.0,141.0,,96.0,65.0,189.0,58.0,69.0,90.0,149.0,109.0,103.0,,98.0,Second Pair,46,844.41666666667,1,10,11,2.15,52.54,48.78,24,1987-05-07,CAN,CAN,73,191,-,-,-,8473673
2011-2012,Dennis Seidenberg,BOS,D,58.0,56.0,71.0,94.0,51.0,114.0,21.0,119.0,136.0,115.0,121.0,81.0,,29.0,First Pair,80,1923.1333333333,5,18,23,6.63,52.59,54.43,30,1981-07-18,DEU,DEU,72,199,2001,6,172,8469619
2011-2012,Dennis Wideman,WSH,D,80.0,186.0,55.0,111.0,124.0,143.0,47.0,113.0,72.0,123.0,140.0,144.0,,13.0,First Pair,82,1960.2666666667,11,35,46,9.96,47.71,48.96,28,1983-03-20,CAN,CAN,72,202,2002,8,241,8469770
2011-2012,Derek Joslin,CAR,D,73.0,228.0,,,129.0,229.0,46.0,25.0,102.0,7.0,50.0,46.0,,225.0,Fringe,44,465.68333333333,2,2,4,2.22,28.57,42.35,24,1987-03-17,CAN,CAN,73,210,2005,5,149,8471810
2011-2012,Derek Morris,PHX,D,149.0,206.0,,170.0,135.0,213.0,86.0,110.0,191.0,39.0,189.0,113.0,,135.0,Second Pair,59,1120.35,2,9,11,2.57,41.43,44.01,33,1978-08-24,CAN,CAN,72,210,1996,1,13,8464966
2011-2012,Derek Smith,CGY,D,89.0,90.0,92.0,,176.0,108.0,139.0,74.0,18.0,102.0,39.0,186.0,,167.0,Third Pair,47,748.98333333333,2,9,11,2.33,45.65,49.35,26,1984-10-13,CAN,CAN,73,197,-,-,-,8473953
2011-2012,Deryk Engelland,PIT,D,67.0,132.0,,24.0,103.0,104.0,48.0,49.0,59.0,20.0,91.0,10.0,,182.0,Third Pair,73,1178.8333333333,4,13,17,3.18,54.12,48.73,29,1982-04-03,CAN,CAN,74,212,2000,6,194,8468674
2011-2012,Dion Phaneuf,TOR,D,49.0,201.0,48.0,140.0,88.0,183.0,16.0,67.0,108.0,197.0,34.0,28.0,,9.0,First Pair,82,2073.7166666667,12,32,44,10.06,45.22,49.66,26,1985-04-10,CAN,CAN,75,222,2003,1,9,8470602
2011-2012,Dmitry Kulikov,FLA,D,79.0,114.0,83.0,128.0,164.0,91.0,98.0,101.0,16.0,148.0,150.0,75.0,,65.0,Second Pair,58,1267.6333333333,4,24,28,5.4,47.95,47.94,20,1990-10-29,RUS,RUS,73,201,2009,1,14,8475179
2011-2012,Dmitry Orlov,WSH,D,120.0,205.0,,,172.0,103.0,178.0,64.0,48.0,79.0,41.0,60.0,,170.0,Third Pair,60,1012.4833333333,3,16,19,2.83,52.38,48.37,20,1991-07-23,RUS,RUS,71,214,2009,2,55,8475200
2011-2012,Douglas Murray,SJS,D,121.0,36.0,,34.0,96.0,96.0,66.0,205.0,163.0,153.0,139.0,22.0,,116.0,Second Pair,60,1102.15,0,4,4,2.68,50.91,51.02,31,1980-03-12,SWE,SWE,75,240,1999,8,241,8468114
2011-2012,Drew Doughty,LAK,D,28.0,140.0,68.0,135.0,46.0,21.0,76.0,24.0,36.0,144.0,118.0,97.0,,41.0,First Pair,77,1916.6833333333,10,26,36,11.6,48.81,54.22,21,1989-12-08,CAN,CAN,73,210,2008,1,2,8474563
2011-2012,Duncan Keith,CHI,D,24.0,167.0,46.0,127.0,10.0,151.0,37.0,103.0,49.0,67.0,112.0,219.0,,10.0,First Pair,74,1990.2,4,36,40,7.44,50.36,51.83,28,1983-07-16,CAN,CAN,73,192,2002,2,54,8470281
2011-2012,Dustin Byfuglien,WPG,D,1.0,187.0,14.0,,23.0,136.0,1.0,2.0,9.0,66.0,200.0,76.0,,1.0,First Pair,66,1591.6,12,41,53,13.32,49.15,51.86,26,1985-03-27,USA,USA,77,260,2003,8,245,8470834
2011-2012,Dylan Olsen,CHI,D,222.0,227.0,,164.0,159.0,193.0,183.0,229.0,232.0,5.0,37.0,35.0,,232.0,Third Pair,28,364.76666666667,0,1,1,0.62,37.50,45.48,20,1991-01-03,USA,CAN,74,223,2009,1,28,8475153
2011-2012,Dylan Reese,NYI,D,54.0,212.0,,,25.0,192.0,120.0,157.0,30.0,146.0,127.0,167.0,,193.0,Third Pair,28,478.38333333333,1,6,7,1.25,51.22,53.37,27,1984-08-29,USA,USA,73,205,2003,7,209,8470798
2011-2012,Ed Jovanovski,FLA,D,129.0,185.0,114.0,160.0,189.0,168.0,91.0,76.0,116.0,73.0,69.0,96.0,,127.0,Third Pair,66,1101.85,3,10,13,2.01,44.26,43.61,35,1976-06-26,CAN,CAN,75,220,1994,1,1,8460492
2011-2012,Eric Brewer,TBL,D,132.0,135.0,103.0,166.0,114.0,200.0,125.0,72.0,184.0,227.0,176.0,57.0,,91.0,First Pair,82,1907.9833333333,1,20,21,4.68,47.10,48.13,32,1979-04-17,CAN,CAN,76,216,1997,1,5,8466142
2011-2012,Erik Gudbranson,FLA,D,163.0,105.0,,,214.0,95.0,50.0,133.0,165.0,43.0,131.0,11.0,,207.0,Third Pair,72,1022.25,2,6,8,2.61,38.81,45.91,19,1992-01-07,CAN,CAN,77,222,2010,1,3,8475790
2011-2012,Erik Gustafsson,PHI,D,177.0,198.0,,,67.0,131.0,213.0,136.0,206.0,11.0,7.0,231.0,,208.0,Third Pair,30,503.98333333333,1,4,5,0.81,60.98,49.18,22,1988-12-15,SWE,SWE,70,180,-,-,-,8475640
2011-2012,Erik Johnson,COL,D,45.0,134.0,18.0,129.0,45.0,155.0,39.0,86.0,91.0,21.0,30.0,93.0,,46.0,Second Pair,73,1521.4,4,22,26,7.44,48.91,52.53,23,1988-03-21,USA,USA,76,225,2006,1,1,8473446
2011-2012,Erik Karlsson,OTT,D,2.0,215.0,20.0,,18.0,164.0,4.0,1.0,5.0,35.0,85.0,204.0,,5.0,First Pair,81,2050.6666666667,19,59,78,13.97,55.48,51.67,21,1990-05-31,SWE,SWE,72,190,2008,1,15,8474578
2011-2012,Fedor Tyutin,CBJ,D,146.0,54.0,32.0,50.0,153.0,29.0,123.0,96.0,159.0,219.0,154.0,117.0,,55.0,First Pair,66,1592.8833333333,5,21,26,6.89,43.18,53.28,28,1983-07-19,RUS,RUS,74,221,2001,2,40,8469492
2011-2012,Filip Kuba,OTT,D,109.0,137.0,81.0,158.0,22.0,187.0,174.0,176.0,125.0,36.0,149.0,216.0,,58.0,First Pair,73,1723.8,6,26,32,3.07,58.12,49.9,34,1976-12-29,CZE,CZE,76,225,1995,8,192,8462225
2011-2012,Francis Bouillon,NSH,D,202.0,193.0,,176.0,177.0,166.0,211.0,121.0,195.0,179.0,46.0,41.0,,203.0,Third Pair,66,1158.0333333333,4,7,11,3.25,47.92,49.9,35,1975-10-17,USA,USA,68,194,-,-,-,8465914
2011-2012,Francois Beauchemin,ANA,D,158.0,111.0,53.0,58.0,119.0,113.0,99.0,95.0,222.0,120.0,79.0,104.0,,49.0,First Pair,82,2095.3833333333,8,14,22,6.53,42.24,50.04,31,1980-06-04,CAN,CAN,71,208,1998,3,75,8467400
2011-2012,Grant Clitsome,CBJ,D,139.0,180.0,52.0,93.0,205.0,94.0,94.0,41.0,140.0,30.0,206.0,61.0,,95.0,Third Pair,63,1071.2,4,13,17,4.19,44.23,45.7,26,1985-04-14,CAN,CAN,71,211,2004,9,271,8471482
2011-2012,Grant Clitsome,WPG,D,139.0,180.0,52.0,93.0,205.0,94.0,94.0,41.0,140.0,30.0,206.0,61.0,,95.0,Third Pair,63,1071.2,4,13,17,4.19,44.23,45.7,26,1985-04-14,CAN,CAN,71,211,2004,9,271,8471482
2011-2012,Greg Zanon,BOS,D,225.0,3.0,,22.0,216.0,54.0,209.0,138.0,224.0,217.0,156.0,45.0,,121.0,Third Pair,56,996.65,3,5,8,1.51,50.79,52.56,31,1980-06-05,CAN,CAN,71,201,2000,5,156,8468636
2011-2012,Greg Zanon,MIN,D,225.0,3.0,,22.0,216.0,54.0,209.0,138.0,224.0,217.0,156.0,45.0,,121.0,Third Pair,56,996.65,3,5,8,1.51,50.79,52.56,31,1980-06-05,CAN,CAN,71,201,2000,5,156,8468636
2011-2012,Hal Gill,MTL,D,214.0,101.0,,33.0,203.0,111.0,205.0,214.0,182.0,165.0,175.0,135.0,,153.0,Third Pair,76,1302.35,1,12,13,1.44,46.43,46.66,36,1975-04-06,USA,USA,79,243,1993,8,207,8459628
2011-2012,Hal Gill,NSH,D,214.0,101.0,,33.0,203.0,111.0,205.0,214.0,182.0,165.0,175.0,135.0,,153.0,Third Pair,76,1302.35,1,12,13,1.44,46.43,46.66,36,1975-04-06,USA,USA,79,243,1993,8,207,8459628
2011-2012,Henrik Tallinder,NJD,D,170.0,110.0,,20.0,180.0,17.0,141.0,181.0,112.0,174.0,153.0,188.0,,189.0,Second Pair,39,831.06666666667,0,6,6,2.27,38.78,51.64,32,1979-01-10,SWE,SWE,76,209,1997,2,48,8466182
2011-2012,Ian Cole,STL,D,144.0,52.0,,,28.0,46.0,194.0,91.0,219.0,37.0,173.0,142.0,,192.0,Third Pair,26,413.66666666667,1,5,6,1.17,60.87,54.19,22,1989-02-21,USA,USA,73,225,2007,1,18,8474013
2011-2012,Ian White,DET,D,17.0,51.0,49.0,159.0,31.0,49.0,20.0,29.0,66.0,65.0,105.0,197.0,,38.0,First Pair,77,1769.6333333333,7,25,32,9.06,63.03,54.69,27,1984-06-04,CAN,CAN,70,191,2002,6,191,8470273
2011-2012,Jack Hillen,NSH,D,69.0,138.0,,73.0,113.0,219.0,73.0,59.0,44.0,96.0,130.0,153.0,,151.0,Third Pair,55,773.48333333333,2,4,6,2.51,56.00,46.2,25,1986-01-24,USA,USA,70,190,-,-,-,8474519
2011-2012,Jack Johnson,CBJ,D,95.0,172.0,75.0,70.0,163.0,174.0,56.0,43.0,119.0,133.0,122.0,134.0,,26.0,First Pair,82,1948.5833333333,12,26,38,9.04,45.74,46.31,24,1987-01-13,USA,USA,73,227,2005,1,3,8471677
2011-2012,Jack Johnson,LAK,D,95.0,172.0,75.0,70.0,163.0,174.0,56.0,43.0,119.0,133.0,122.0,134.0,,26.0,First Pair,82,1948.5833333333,12,26,38,9.04,45.74,46.31,24,1987-01-13,USA,USA,73,227,2005,1,3,8471677
2011-2012,Jake Gardiner,TOR,D,50.0,231.0,109.0,52.0,32.0,221.0,168.0,39.0,33.0,63.0,22.0,202.0,,99.0,Second Pair,75,1618.85,7,23,30,4.54,50.83,46.97,21,1990-07-04,USA,USA,74,203,2008,1,17,8474581
