Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2021-2022,8475660,Cam Talbot,MIN,G,30.4,31.9,37.7,84.1,49.3,21.7,82.6,75.4,40.6,21.7,21.7,33.3,69.6,49,48,44,12,36,55,13,18,41,55,55,47,22,69,Tandem (1A),49.0,2864.42,0.911,2.76,122.21,132.0,G,75.0,202.0,1987-07-05,CAN,,,,L,32,12,4,3,34,"[38, 12, 57, 52, 17]","[45, 25, 54, 52, 21]","[30, 3, 81, 47, 8]","['EDM', 'PHI', 'CGY', 'MIN', 'MIN']"
2021-2022,8479394,Carter Hart,PHI,G,8.7,13.0,1.4,8.7,40.6,14.5,39.1,53.6,49.3,24.6,24.6,13.0,71.0,64,61,69,64,42,60,43,33,35,53,53,61,21,69,Tandem (1A),45.0,2603.07,0.905,3.16,132.91,137.0,G,74.0,196.0,1998-08-13,CAN,2016.0,2.0,48.0,L,13,24,7,1,23,"[None, 28, 59, 1, 49]","[None, 21, 66, 2, 52]","[None, 74, 37, 1, 24]","[None, 'PHI', 'PHI', 'PHI', 'PHI']"
2021-2022,8479193,Casey DeSmith,PIT,G,65.2,75.4,15.9,97.1,60.9,58.0,5.8,60.9,72.5,73.9,73.9,69.6,20.3,25,18,59,3,28,30,66,28,19,19,19,22,56,69,Backup,26.0,1417.65,0.914,2.79,67.37,66.0,G,72.0,188.0,1991-08-13,USA,,,,L,11,6,5,3,30,"[80, 60, None, 75, 46]","[91, 63, None, 75, 49]","[54, 62, None, 27, 42]","['PIT', 'PIT', None, 'PIT', 'PIT']"
2021-2022,8476904,Chris Driedger,SEA,G,92.8,95.7,17.4,89.9,82.6,92.8,49.3,69.6,89.9,84.1,84.1,94.2,14.5,6,4,58,8,13,6,36,22,7,12,12,5,60,69,Backup,27.0,1478.4,0.899,2.96,70.46,73.0,G,76.0,210.0,1994-05-18,CAN,2012.0,3.0,76.0,L,9,14,1,1,27,"[None, None, 100, 92, 63]","[None, None, 97, 95, 81]","[None, None, 68, 52, 4]","[None, None, 'FLA', 'FLA', 'SEA']"
2021-2022,8476945,Connor Hellebuyck,WPG,G,94.2,92.8,72.5,44.9,91.3,78.3,21.7,5.8,94.2,94.2,94.2,63.8,100.0,5,6,20,39,7,16,55,66,4,5,5,26,1,69,Starter,66.0,3903.5,0.91,2.97,206.64,193.0,G,76.0,207.0,1993-05-19,USA,2012.0,5.0,130.0,L,29,27,10,4,28,"[70, 47, 98, 94, 75]","[55, 42, 98, 94, 75]","[100, 60, 59, 63, 81]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2021-2022,8467950,Craig Anderson,BUF,G,13.0,11.6,59.4,37.7,52.2,5.8,15.9,11.6,24.6,34.8,34.8,14.5,53.6,61,62,29,44,34,66,59,62,52,46,46,60,33,69,Backup,31.0,1867.25,0.897,3.12,91.94,97.0,G,74.0,187.0,1981-05-21,USA,2001.0,3.0,73.0,L,17,12,2,0,40,"[2, 6, 31, None, 18]","[2, 4, 31, None, 13]","[48, 71, 27, None, 79]","['OTT', 'OTT', 'OTT', None, 'BUF']"
2021-2022,8478435,Dan Vladar,CGY,G,33.3,33.3,26.1,100.0,34.8,30.4,98.6,79.7,60.9,11.6,11.6,40.6,18.8,47,47,52,1,46,49,2,15,27,62,62,42,57,69,Backup,23.0,1243.13,0.906,2.75,55.18,57.0,G,77.0,209.0,1997-08-20,CZE,2015.0,3.0,75.0,L,13,6,2,2,24,"[None, None, None, None, 36]","[None, None, None, None, 40]","[None, None, None, None, 31]","[None, None, None, None, 'CGY']"
2021-2022,8475311,Darcy Kuemper,COL,G,63.8,53.6,88.4,87.0,21.7,68.1,52.2,76.8,59.4,91.3,91.3,91.3,75.4,26,33,9,10,55,23,34,17,28,7,7,7,18,69,Starter,57.0,3257.77,0.921,2.54,156.24,138.0,G,77.0,215.0,1990-05-05,CAN,2009.0,6.0,161.0,L,37,12,4,5,31,"[86, 53, 90, 36, 73]","[76, 48, 93, 36, 63]","[97, 89, 48, 69, 89]","['ARI', 'ARI', 'ARI', 'ARI', 'COL']"
2021-2022,8479496,David Rittich,NSH,G,18.8,18.8,29.0,13.0,39.1,15.9,87.0,92.8,4.3,15.9,15.9,53.6,24.6,57,57,50,61,43,59,10,6,66,59,59,33,53,69,Backup,17.0,822.93,0.887,3.57,42.27,49.0,G,75.0,200.0,1992-08-19,CZE,,,,L,6,3,4,0,29,"[17, 86, 34, 33, 15]","[19, 86, 28, 37, 18]","[44, 28, 80, 29, 20]","['CGY', 'CGY', 'CGY', 'TOR', 'NSH']"
2021-2022,8474682,Dustin Tokarski,BUF,G,11.6,10.1,40.6,23.2,14.5,13.0,13.0,20.3,10.1,23.2,23.2,4.3,15.9,62,63,42,54,60,61,61,56,62,54,54,67,59,69,Backup,29.0,1671.43,0.899,3.27,81.67,91.0,G,72.0,198.0,1989-09-16,CAN,2008.0,5.0,122.0,L,10,12,5,1,31,"[None, None, None, 29, 14]","[None, None, None, 26, 15]","[None, None, None, 66, 27]","[None, None, None, 'BUF', 'BUF']"
2021-2022,8478007,Elvis Merzlikins,CBJ,G,37.7,37.7,69.6,59.4,31.9,53.6,31.9,40.6,26.1,37.7,36.2,78.3,78.3,44,44,22,29,48,33,48,42,51,44,45,16,16,69,Starter,59.0,3319.3,0.907,3.22,179.46,178.0,G,75.0,190.0,1994-04-13,LVA,2014.0,3.0,76.0,L,27,23,7,2,27,"[None, None, 75, 34, 52]","[None, None, 78, 29, 47]","[None, None, 60, 79, 53]","[None, None, 'CBJ', 'CBJ', 'CBJ']"
2021-2022,8477480,Eric Comrie,WPG,G,100.0,100.0,14.5,4.3,100.0,100.0,20.3,7.2,97.8,100.0,100.0,100.0,7.2,1,1,60,67,1,1,56,65,2,1,1,1,65,69,Backup,19.0,1024.82,0.92,2.58,55.26,44.0,G,73.0,190.0,1995-07-06,CAN,2013.0,2.0,59.0,L,10,5,1,1,26,"[None, None, None, None, 97]","[None, None, None, None, 98]","[None, None, None, None, 21]","[None, None, None, None, 'WPG']"
2021-2022,8478902,Erik Kallgren,TOR,G,5.8,7.2,4.3,2.9,18.8,18.8,75.4,91.3,5.8,8.7,8.7,2.9,4.3,66,65,67,68,57,57,18,7,65,64,64,68,67,69,Backup,14.0,779.48,0.888,3.31,35.89,43.0,G,75.0,200.0,1996-10-14,SWE,2015.0,7.0,183.0,L,8,4,1,1,24,"[None, None, None, None, 13]","[None, None, None, None, 14]","[None, None, None, None, 7]","[None, None, None, None, 'TOR']"
2021-2022,8479406,Filip Gustavsson,OTT,G,73.9,79.7,34.8,98.6,98.6,11.6,50.7,27.5,8.7,81.2,81.2,76.8,2.9,19,15,46,2,2,62,35,51,63,14,14,17,68,69,Backup,18.0,1046.62,0.892,3.55,58.29,62.0,G,74.0,184.0,1998-06-07,SWE,2016.0,2.0,55.0,L,5,12,1,0,23,"[None, None, None, 85, 30]","[None, None, None, 84, 36]","[None, None, None, 62, 18]","[None, None, None, 'OTT', 'OTT']"
2021-2022,8475883,Frederik Andersen,CAR,G,71.0,73.9,43.5,71.0,94.2,37.7,66.7,52.2,55.1,60.9,58.0,72.5,81.2,21,19,40,21,5,44,24,34,31,28,30,20,14,69,Starter,52.0,3067.38,0.922,2.17,142.19,111.0,G,76.0,229.0,1989-10-02,DNK,2012.0,3.0,87.0,L,35,14,3,4,31,"[73, 90, 25, 56, 95]","[63, 90, 30, 63, 91]","[85, 36, 19, 14, 92]","['TOR', 'TOR', 'TOR', 'TOR', 'CAR']"
2021-2022,8478048,Igor Shesterkin,NYR,G,98.6,98.6,91.3,50.7,81.2,94.2,37.7,23.2,92.8,98.6,98.6,98.6,60.9,2,2,7,35,14,5,44,54,5,2,2,2,28,69,Starter,53.0,3070.53,0.935,2.07,149.06,106.0,G,73.0,199.0,1995-12-30,RUS,2014.0,4.0,118.0,L,36,13,4,6,25,"[None, None, 80, 81, 100]","[None, None, 75, 85, 97]","[None, None, 83, 7, 100]","[None, None, 'NYR', 'NYR', 'NYR']"
2021-2022,8478492,Ilya Samsonov,WSH,G,29.0,26.1,52.2,40.6,44.9,27.5,68.1,88.4,27.5,5.8,5.8,31.9,40.6,50,52,34,42,39,51,23,9,50,66,66,48,42,69,Tandem (1A),44.0,2361.3,0.896,3.02,108.79,119.0,G,75.0,208.0,1997-02-22,RUS,2015.0,1.0,22.0,L,23,12,5,3,24,"[None, None, 71, 30, 23]","[None, None, 74, 30, 17]","[None, None, 53, 44, 63]","[None, None, 'WSH', 'WSH', 'WSH']"
2021-2022,8478009,Ilya Sorokin,NYI,G,97.1,97.1,85.5,78.3,43.5,98.6,42.0,33.3,88.4,97.1,97.1,85.5,72.5,3,3,11,16,40,2,41,47,8,3,3,11,20,69,Starter,52.0,3072.22,0.925,2.4,150.23,123.0,G,75.0,189.0,1995-08-04,RUS,2014.0,3.0,78.0,L,26,18,8,7,26,"[None, None, None, 65, 98]","[None, None, None, 60, 100]","[None, None, None, 75, 71]","[None, None, None, 'NYI', 'NYI']"
2021-2022,8475789,Jack Campbell,TOR,G,52.2,46.4,76.8,72.5,97.1,7.2,89.9,63.8,42.0,78.3,78.3,46.4,56.5,34,38,17,20,3,65,8,26,40,16,16,38,31,69,Tandem (1A),49.0,2794.92,0.914,2.64,119.74,123.0,G,75.0,200.0,1992-01-09,USA,2010.0,1.0,11.0,L,31,9,6,5,29,"[None, 84, 37, 84, 29]","[None, 78, 36, 81, 27]","[None, 95, 24, 98, 69]","[None, 'LAK', 'TOR', 'TOR', 'TOR']"
2021-2022,8474593,Jacob Markstrom,CGY,G,76.8,76.8,68.1,63.8,72.5,60.9,60.9,62.3,68.1,44.9,44.9,84.1,97.1,17,17,23,26,20,28,28,27,22,39,39,12,3,69,Starter,63.0,3695.45,0.922,2.22,159.0,137.0,G,78.0,207.0,1990-01-31,SWE,2008.0,2.0,31.0,L,37,15,9,9,31,"[50, 57, 74, 44, 88]","[60, 57, 68, 47, 87]","[19, 72, 77, 36, 72]","['VAN', 'VAN', 'VAN', 'CGY', 'CGY']"
2021-2022,8474596,Jake Allen,MTL,G,69.6,69.6,58.0,17.4,42.0,85.5,29.0,43.5,63.8,66.7,66.7,55.1,43.5,22,22,30,58,41,11,50,40,25,24,24,32,40,69,Tandem (1B),35.0,1947.22,0.905,3.3,108.27,107.0,G,74.0,197.0,1990-08-07,CAN,2008.0,2.0,34.0,L,9,20,4,2,31,"[23, 36, 92, 43, 76]","[33, 31, 90, 42, 84]","[10, 65, 69, 84, 11]","['STL', 'STL', 'STL', 'MTL', 'MTL']"
2021-2022,8479979,Jake Oettinger,DAL,G,50.7,58.0,24.6,14.5,55.1,66.7,78.3,84.1,21.7,71.0,71.0,73.9,73.9,35,30,53,60,32,24,16,12,54,21,21,19,19,69,Tandem (1A),48.0,2702.6,0.914,2.53,116.89,114.0,G,78.0,225.0,1998-12-18,USA,2017.0,1.0,26.0,L,30,15,1,1,22,"[None, None, None, 59, 56]","[None, None, None, 58, 58]","[None, None, None, 37, 36]","[None, None, None, 'DAL', 'DAL']"
2021-2022,8473503,James Reimer,SJS,G,75.4,65.2,89.9,81.2,85.5,43.5,55.1,42.0,23.2,82.6,82.6,60.9,50.7,18,25,8,14,11,40,32,41,53,13,13,28,35,69,Tandem (1A),48.0,2652.02,0.911,2.92,135.55,129.0,G,74.0,200.0,1988-03-15,CAN,2006.0,4.0,99.0,L,19,17,10,1,33,"[30, 21, 84, 72, 58]","[20, 22, 80, 73, 31]","[79, 31, 89, 18, 98]","['FLA', 'FLA', 'CAR', 'CAR', 'SJS']"
2021-2022,8470860,Jaroslav Halak,VAN,G,39.1,42.0,75.4,42.0,7.2,75.4,81.2,95.7,95.7,30.4,29.0,44.9,13.0,43,41,18,41,65,18,14,4,3,49,50,39,61,69,Backup,17.0,796.52,0.902,2.94,39.23,39.0,G,71.0,189.0,1985-05-13,SVK,2003.0,9.0,271.0,L,4,7,2,0,36,"[63, 89, 63, 47, 44]","[70, 93, 60, 43, 50]","[17, 4, 71, 95, 30]","['NYI', 'BOS', 'BOS', 'BOS', 'VAN']"
2021-2022,8480280,Jeremy Swayman,BOS,G,82.6,87.0,55.1,60.9,62.3,87.0,88.4,100.0,13.0,92.8,92.8,71.0,30.4,13,10,32,28,27,10,9,1,60,6,6,21,49,69,Tandem (1A),41.0,2390.25,0.914,2.41,94.64,96.0,G,75.0,195.0,1998-11-24,USA,2017.0,4.0,111.0,L,23,14,3,3,22,"[None, None, None, 88, 37]","[None, None, None, 89, 37]","[None, None, None, 59, 46]","[None, None, None, 'BOS', 'BOS']"
2021-2022,8476434,John Gibson,ANA,G,42.0,44.9,62.3,95.7,59.4,34.8,14.5,1.4,73.9,40.6,39.1,39.1,91.3,41,39,27,4,29,46,60,69,18,42,43,43,7,69,Starter,56.0,3235.15,0.904,3.19,170.28,172.0,G,75.0,209.0,1993-07-14,USA,2011.0,2.0,39.0,L,18,26,11,1,28,"[94, 95, 33, 76, 31]","[89, 92, 33, 76, 23]","[98, 81, 13, 34, 94]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2021-2022,8476903,Jon Gillies,NJD,G,1.4,1.4,82.6,1.4,1.4,47.8,85.5,46.4,1.4,20.3,20.3,20.3,8.7,69,69,13,69,69,37,11,38,68,56,56,56,64,69,Backup,20.0,1004.75,0.887,3.7,50.11,62.0,G,78.0,223.0,1994-01-22,USA,2012.0,3.0,75.0,L,3,10,2,0,27,"[None, None, None, None, 8]","[None, None, None, None, 7]","[None, None, None, None, 65]","[None, None, None, None, 'NJD']"
2021-2022,8471734,Jonathan Quick,LAK,G,46.4,52.2,36.2,39.1,50.7,59.4,2.9,37.7,84.1,50.7,50.7,59.4,66.7,38,34,45,43,35,29,68,44,11,35,35,29,24,69,Tandem (1A),46.0,2685.87,0.91,2.59,133.06,116.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,23,13,9,2,35,"[89, 3, 39, 31, 89]","[86, 7, 47, 24, 94]","[94, 19, 6, 92, 26]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2021-2022,8476914,Joonas Korpisalo,CBJ,G,7.2,4.3,23.2,36.2,15.9,2.9,43.5,56.5,2.9,4.3,4.3,8.7,39.1,65,67,54,45,59,68,40,31,67,67,67,64,43,69,Backup,22.0,1128.48,0.877,4.15,64.48,78.0,G,76.0,200.0,1994-04-28,FIN,2012.0,3.0,62.0,L,7,11,0,0,27,"[10, 27, 53, 11, 4]","[7, 30, 56, 17, 4]","[69, 33, 63, 15, 59]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2021-2022,8476412,Jordan Binnington,STL,G,44.9,47.8,46.4,33.3,29.0,72.5,10.1,39.1,46.4,49.3,49.3,50.7,82.6,39,37,38,47,50,20,63,43,37,36,36,35,13,69,Tandem (1B),37.0,2124.47,0.901,3.16,104.79,112.0,G,74.0,172.0,1993-07-11,CAN,2011.0,3.0,88.0,L,18,14,4,2,28,"[None, 97, 66, 73, 26]","[None, 97, 71, 69, 26]","[None, 57, 31, 56, 58]","[None, 'STL', 'STL', 'STL', 'STL']"
2021-2022,8477424,Juuse Saros,NSH,G,91.3,91.3,56.5,85.5,87.0,73.9,62.3,65.2,87.0,63.8,63.8,43.5,94.2,7,7,31,11,10,19,27,25,9,26,26,40,5,69,Starter,67.0,3931.38,0.918,2.64,191.24,173.0,G,71.0,180.0,1995-04-19,FIN,2013.0,4.0,99.0,L,38,25,3,4,26,"[92, 69, 65, 97, 79]","[92, 66, 53, 98, 69]","[88, 69, 92, 2, 88]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2021-2022,8478039,Kaapo Kahkonen,SJS,G,20.3,21.7,20.3,69.6,8.7,31.9,76.8,78.3,11.6,47.8,46.4,29.0,44.9,56,55,56,22,64,48,17,16,61,37,38,50,39,69,Tandem (1B),36.0,1946.73,0.912,2.87,97.91,93.0,G,74.0,217.0,1996-08-16,FIN,2014.0,4.0,109.0,L,14,14,4,0,25,"[None, None, None, 5, 62]","[None, None, None, 7, 59]","[None, None, None, 11, 75]","[None, None, None, 'MIN', 'SJS']"
2021-2022,8478872,Karel Vejmelka,ARI,G,2.9,2.9,8.7,82.6,27.5,1.4,7.2,2.9,81.2,33.3,31.9,1.4,95.7,68,68,64,13,51,69,65,68,13,47,48,69,4,69,Starter,52.0,2772.72,0.898,3.68,156.21,170.0,G,76.0,221.0,1996-05-25,CZE,2015.0,5.0,145.0,R,13,32,3,1,25,"[None, None, None, None, 11]","[None, None, None, None, 11]","[None, None, None, None, 13]","[None, None, None, None, 'ARI']"
2021-2022,8480947,Kevin Lankinen,CHI,G,21.7,24.6,5.8,75.4,30.4,17.4,58.0,26.1,18.8,2.9,2.9,17.4,58.0,55,53,66,18,49,58,30,52,56,68,68,58,30,69,Backup,32.0,1815.2,0.891,3.5,84.43,106.0,G,74.0,190.0,1995-04-28,FIN,,,,L,8,15,6,0,26,"[None, None, None, 66, 2]","[None, None, None, 72, 2]","[None, None, None, 4, 29]","[None, None, None, 'CHI', 'CHI']"
2021-2022,8476316,Laurent Brossoit,VGK,G,58.0,62.3,42.0,94.2,13.0,82.6,69.6,59.4,7.2,56.5,60.9,87.0,5.8,30,27,41,5,61,13,22,29,64,31,28,10,66,69,Backup,24.0,1281.38,0.895,2.9,63.91,62.0,G,75.0,203.0,1993-03-23,CAN,2011.0,6.0,164.0,L,10,9,3,1,28,"[26, 100, 51, 63, 71]","[30, 100, 59, 55, 78]","[22, 68, 33, 88, 14]","['EDM', 'WPG', 'WPG', 'WPG', 'VGK']"
2021-2022,8476999,Linus Ullmark,BOS,G,53.6,60.9,13.0,66.7,76.8,49.3,97.1,85.5,20.3,31.9,30.4,95.7,49.3,33,28,61,24,17,36,3,11,55,48,49,4,36,69,Tandem (1A),41.0,2329.67,0.917,2.45,97.92,95.0,G,76.0,223.0,1993-07-31,SWE,2012.0,6.0,163.0,L,26,10,2,1,28,"[None, 31, 48, 78, 34]","[None, 36, 65, 82, 29]","[None, 18, 4, 24, 84]","[None, 'BUF', 'BUF', 'BUF', 'BOS']"
2021-2022,8480313,Logan Thompson,VGK,G,68.1,68.1,66.7,88.4,66.7,63.8,47.8,18.8,97.8,55.1,55.1,82.6,11.6,23,23,24,9,24,26,37,57,2,32,32,13,62,69,Backup,19.0,1097.73,0.914,2.68,51.89,49.0,G,76.0,207.0,1997-02-25,CAN,,,,R,10,5,3,1,24,"[None, None, None, None, 69]","[None, None, None, None, 68]","[None, None, None, None, 50]","[None, None, None, None, 'VGK']"
2021-2022,8478406,Mackenzie Blackwood,NJD,G,27.5,27.5,18.8,31.9,37.7,33.3,40.6,14.5,50.7,18.8,18.8,34.8,59.4,51,51,57,48,44,47,42,60,34,57,57,46,29,69,Backup,25.0,1399.05,0.892,3.39,68.23,79.0,G,76.0,225.0,1996-12-09,CAN,2015.0,2.0,42.0,L,9,10,4,2,24,"[None, 65, 83, 40, 10]","[None, 60, 84, 46, 8]","[None, 77, 39, 17, 66]","[None, 'NJD', 'NJD', 'NJD', 'NJD']"
2021-2022,8470594,Marc-Andre Fleury,MIN,G,47.8,55.1,30.4,76.8,71.0,44.9,17.4,58.0,69.6,65.2,65.2,36.2,92.8,37,32,49,17,21,39,58,30,21,25,25,45,6,69,Starter,56.0,3285.52,0.908,2.9,150.46,159.0,G,74.0,185.0,1984-11-28,CAN,2003.0,1.0,1.0,L,28,23,5,4,36,"[82, 62, 13, 95, 27]","[83, 54, 22, 91, 30]","[73, 86, 9, 89, 23]","['VGK', 'VGK', 'VGK', 'VGK', 'MIN']"
2021-2022,8474889,Martin Jones,PHI,G,10.1,8.7,49.3,7.2,24.6,20.3,27.5,29.0,65.2,13.0,13.0,7.2,62.3,63,64,36,65,53,56,51,50,24,61,61,65,27,69,Tandem (1B),35.0,1997.1,0.9,3.42,105.45,114.0,G,77.0,203.0,1990-01-10,CAN,,,,L,12,18,3,0,31,"[48, 4, 9, 27, 20]","[36, 3, 7, 39, 20]","[92, 84, 100, 8, 39]","['SJS', 'SJS', 'SJS', 'SJS', 'PHI']"
2021-2022,8476899,Matt Murray,OTT,G,24.6,20.3,71.0,46.4,26.1,26.1,36.2,44.9,56.5,27.5,26.1,24.6,34.8,53,56,21,38,52,52,45,39,30,51,52,53,46,69,Backup,20.0,1181.5,0.906,3.05,63.4,60.0,G,77.0,220.0,1994-05-25,CAN,2012.0,3.0,83.0,L,5,12,2,1,27,"[11, 80, 7, 14, 72]","[14, 80, 10, 18, 73]","[33, 27, 78, 42, 73]","['PIT', 'PIT', 'PIT', 'OTT', 'OTT']"
2021-2022,8469608,Mike Smith,EDM,G,78.3,59.4,97.1,91.3,79.7,40.6,71.0,47.8,78.3,79.7,79.7,75.4,52.2,16,29,3,7,15,42,21,37,15,15,15,18,34,69,Backup,28.0,1579.2,0.915,2.81,83.49,74.0,G,77.0,220.0,1982-03-22,CAN,2001.0,5.0,161.0,L,16,9,2,2,39,"[76, 19, 10, 82, 85]","[72, 19, 9, 78, 85]","[83, 43, 93, 100, 87]","['CGY', 'CGY', 'EDM', 'EDM', 'EDM']"
