Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2012-2013,8470645,Corey Crawford,CHI,G,59.6,77.2,8.8,47.4,98.2,47.4,68.4,49.1,52.6,84.2,84.2,59.6,73.7,24,14,53,31,2,31,19,30,28,10,10,24,16,57,Starter,30.0,1759.77,0.926,1.94,64.84,57.0,G,74.0,216.0,1984-12-31,CAN,2003.0,2.0,52.0,L,19,5,5,3,27,"[None, None, 75, 13, 86]","[None, None, 77, 25, 86]","[None, None, 48, 5, 64]","[None, None, 'CHI', 'CHI', 'CHI']"
2012-2013,8471239,Cory Schneider,VAN,G,98.2,94.7,100.0,94.7,26.3,94.7,54.4,45.6,96.5,96.5,96.5,96.5,42.1,2,4,1,4,43,4,27,32,3,3,3,3,34,57,Starter,30.0,1733.32,0.927,2.11,66.94,61.0,G,75.0,214.0,1986-03-18,USA,2004.0,1.0,26.0,L,17,9,4,5,26,"[None, None, 96, 93, 70]","[None, None, 95, 89, 61]","[None, None, 98, 100, 87]","[None, None, 'VAN', 'VAN', 'VAN']"
2012-2013,8467950,Craig Anderson,OTT,G,68.4,56.1,91.2,87.7,43.9,57.9,73.7,54.4,80.7,87.7,87.7,40.4,70.2,19,26,6,8,33,25,16,27,12,8,8,35,18,57,Tandem (1A),24.0,1420.6,0.941,1.69,52.56,40.0,G,74.0,187.0,1981-05-21,USA,2001.0,3.0,73.0,L,12,9,2,3,31,"[None, 50, 37, 55, 93]","[None, 48, 32, 53, 75]","[None, 30, 71, 41, 98]","[None, 'COL', 'OTT', 'OTT', 'OTT']"
2012-2013,8468540,Dan Ellis,CAR,G,38.6,43.9,14.0,26.3,54.4,59.6,66.7,47.4,70.2,19.3,17.5,12.3,38.6,36,33,50,43,27,24,20,31,18,46,47,51,36,57,Backup,19.0,956.65,0.906,3.26,51.32,52.0,G,73.0,195.0,1980-06-19,CAN,2000.0,2.0,60.0,L,6,8,2,1,32,"[None, 55, 12, None, 77]","[None, 73, 8, None, 91]","[None, 15, 38, None, 12]","[None, 'NSH', 'ANA', None, 'CAR']"
2012-2013,8471227,Devan Dubnyk,EDM,G,96.5,98.2,73.7,17.5,87.7,91.2,10.5,7.0,89.5,77.2,77.2,87.7,63.2,3,2,16,48,8,6,52,54,7,14,14,8,22,57,Starter,38.0,2100.95,0.921,2.57,103.03,90.0,G,78.0,224.0,1986-05-04,CAN,2004.0,1.0,14.0,L,14,16,6,2,26,"[None, 15, 82, 87, 91]","[None, 23, 79, 91, 77]","[None, 13, 85, 12, 93]","[None, 'EDM', 'EDM', 'EDM', 'EDM']"
2012-2013,8460705,Evgeni Nabokov,NYI,G,93.0,96.5,71.9,63.2,17.5,96.5,15.8,3.5,77.2,75.4,75.4,80.7,64.9,5,3,17,22,48,3,49,56,14,15,15,12,21,57,Starter,41.0,2475.4,0.91,2.5,108.61,103.0,G,72.0,202.0,1975-07-25,KAZ,1994.0,9.0,219.0,L,23,11,7,3,37,"[None, 93, None, 89, 75]","[None, 86, None, 87, 82]","[None, 91, None, 81, 43]","[None, 'SJS', None, 'NYI', 'NYI']"
2012-2013,8468685,Henrik Lundqvist,NYR,G,100.0,100.0,64.9,93.0,96.5,98.2,43.9,14.0,98.2,98.2,98.2,100.0,96.5,1,1,21,5,3,2,33,50,2,2,2,1,3,57,Starter,43.0,2573.9,0.926,2.05,109.59,88.0,G,73.0,182.0,1982-03-02,SWE,2000.0,7.0,205.0,L,24,16,3,2,30,"[None, 100, 90, 100, 100]","[None, 100, 91, 100, 100]","[None, 86, 56, 93, 17]","[None, 'NYR', 'NYR', 'NYR', 'NYR']"
2012-2013,8468524,Ilya Bryzgalov,PHI,G,43.9,54.4,12.3,38.6,78.9,49.1,40.4,26.3,63.2,40.4,38.6,28.1,89.5,33,27,51,36,13,30,35,43,22,34,35,42,7,57,Starter,40.0,2297.75,0.9,2.79,95.34,107.0,G,75.0,213.0,1980-06-22,RUS,2000.0,2.0,44.0,L,19,17,3,1,32,"[None, 91, 85, 50, 22]","[None, 81, 90, 51, 28]","[None, 95, 33, 25, 24]","[None, 'PHX', 'PHX', 'PHI', 'PHI']"
2012-2013,8474593,Jacob Markstrom,FLA,G,3.5,7.0,1.8,7.0,3.5,42.1,3.5,17.5,42.1,1.8,1.8,5.3,24.6,56,54,57,54,56,34,56,48,34,56,56,55,44,57,Tandem (1B),23.0,1265.75,0.901,3.22,53.77,68.0,G,78.0,207.0,1990-01-31,SWE,2008.0,2.0,31.0,L,8,14,1,0,22,"[None, None, None, None, 7]","[None, None, None, None, 14]","[None, None, None, None, 3]","[None, None, None, None, 'FLA']"
2012-2013,8474596,Jake Allen,STL,G,31.6,24.6,80.7,66.7,61.4,8.8,14.0,61.4,47.4,8.8,8.8,77.2,7.0,40,44,12,20,23,53,50,23,31,52,52,14,54,57,Backup,15.0,803.88,0.905,2.46,31.65,33.0,G,74.0,197.0,1990-08-07,CAN,2008.0,2.0,34.0,L,9,4,0,1,22,"[None, None, None, None, 43]","[None, None, None, None, 38]","[None, None, None, None, 77]","[None, None, None, None, 'STL']"
2012-2013,8473503,James Reimer,TOR,G,35.1,40.4,15.8,61.4,7.0,71.9,63.2,22.8,61.4,17.5,15.8,38.6,50.9,38,35,49,23,54,17,22,45,23,47,48,36,29,57,Starter,33.0,1856.15,0.924,2.46,76.88,76.0,G,74.0,200.0,1988-03-15,CAN,2006.0,4.0,99.0,L,19,8,5,4,24,"[None, None, 66, 15, 56]","[None, None, 72, 32, 43]","[None, None, 29, 3, 89]","[None, None, 'TOR', 'TOR', 'TOR']"
2012-2013,8470860,Jaroslav Halak,STL,G,84.2,86.0,61.4,19.3,59.6,78.9,82.5,87.7,19.3,91.2,91.2,43.9,56.1,10,9,23,47,24,13,11,8,47,6,6,33,26,57,Backup,16.0,812.58,0.899,2.14,25.23,29.0,G,71.0,189.0,1985-05-13,SVK,2003.0,9.0,271.0,L,6,5,1,3,27,"[None, 96, 61, 96, 40]","[None, 95, 56, 96, 40]","[None, 76, 74, 51, 61]","[None, 'MTL', 'STL', 'STL', 'STL']"
2012-2013,8467391,Jason LaBarbera,PHX,G,57.9,50.9,75.4,3.5,86.0,75.4,33.3,33.3,38.6,89.5,89.5,36.8,8.8,25,29,15,56,9,15,39,39,36,7,7,37,53,57,Backup,15.0,725.92,0.923,2.64,36.5,32.0,G,75.0,232.0,1980-01-18,CAN,1998.0,3.0,66.0,L,4,6,2,0,32,"[None, 71, 72, 19, 78]","[None, 61, 82, 10, 80]","[None, 68, 9, 94, 73]","[None, 'PHX', 'PHX', 'PHX', 'PHX']"
2012-2013,8462044,Jean-Sebastien Giguere,COL,G,26.3,26.3,43.9,56.1,14.0,52.6,78.9,71.9,5.3,59.6,59.6,94.7,36.8,43,43,33,26,50,28,13,17,55,24,24,4,37,57,Backup,18.0,907.83,0.908,2.84,37.13,43.0,G,73.0,202.0,1977-05-16,CAN,1995.0,1.0,13.0,L,5,4,4,0,35,"[None, 80, 27, 60, 31]","[None, 68, 35, 48, 33]","[None, 93, 24, 67, 49]","[None, 'TOR', 'TOR', 'COL', 'COL']"
2012-2013,8473523,Jhonas Enroth,BUF,G,61.4,61.4,54.4,57.9,89.5,38.6,80.7,56.1,36.8,71.9,71.9,10.5,12.3,23,23,27,25,7,36,12,26,37,17,17,52,51,57,Backup,12.0,623.43,0.919,2.6,25.55,27.0,G,70.0,175.0,1988-06-25,SWE,2006.0,2.0,46.0,L,4,4,1,1,24,"[None, None, 51, 67, 61]","[None, None, 50, 72, 57]","[None, None, 54, 44, 71]","[None, None, 'BUF', 'BUF', 'BUF']"
2012-2013,8470657,Jimmy Howard,DET,G,78.9,80.7,45.6,78.9,75.4,56.1,75.4,70.2,31.6,54.4,54.4,33.3,80.7,13,12,32,13,15,26,15,18,40,27,27,39,12,57,Starter,42.0,2445.73,0.923,2.13,94.23,87.0,G,73.0,218.0,1984-03-26,USA,2003.0,2.0,64.0,L,21,13,7,5,28,"[None, 73, 21, 81, 96]","[None, 56, 14, 77, 96]","[None, 80, 46, 62, 36]","[None, 'DET', 'DET', 'DET', 'DET']"
2012-2013,8469732,Joey MacDonald,CGY,G,36.8,35.1,56.1,70.2,52.6,26.3,38.6,64.9,28.1,78.9,78.9,86.0,10.5,37,38,26,18,28,43,36,21,42,13,13,9,52,57,Tandem (1B),21.0,1128.47,0.902,2.92,48.45,55.0,G,72.0,197.0,1980-02-07,CAN,,,,L,8,9,1,0,32,"[None, None, 58, 82, 10]","[None, None, 64, 82, 8]","[None, None, 41, 55, 80]","[None, None, 'DET', 'DET', 'CGY']"
2012-2013,8460704,Johan Hedberg,NJD,G,24.6,19.3,70.2,77.2,31.6,21.1,98.2,91.2,17.5,3.5,3.5,47.4,31.6,44,47,18,14,40,46,2,6,48,55,55,31,40,57,Backup,19.0,1108.27,0.883,2.76,40.72,51.0,G,72.0,190.0,1973-05-05,SWE,1994.0,9.0,218.0,L,6,10,3,1,39,"[None, 66, 35, 79, 15]","[None, 75, 30, 62, 19]","[None, 48, 59, 84, 28]","[None, 'ATL', 'NJD', 'NJD', 'NJD']"
2012-2013,8473972,Jonas Hiller,ANA,G,86.0,91.2,22.8,42.1,71.9,87.7,28.1,24.6,54.4,61.4,61.4,84.2,77.2,9,6,45,34,17,8,42,44,27,23,23,10,14,57,Tandem (1A),26.0,1498.32,0.913,2.36,60.55,59.0,G,74.0,191.0,1982-02-12,CHE,,,,R,15,6,4,1,30,"[None, 95, 91, 39, 84]","[None, 98, 88, 41, 94]","[None, 43, 79, 46, 1]","[None, 'ANA', 'ANA', 'ANA', 'ANA']"
2012-2013,8473541,Jonathan Bernier,LAK,G,54.4,47.4,87.7,96.5,40.4,43.9,49.1,93.0,35.1,94.7,94.7,91.2,14.0,27,31,8,3,35,33,30,5,38,4,4,6,50,57,Backup,14.0,768.35,0.922,1.87,25.91,24.0,G,72.0,185.0,1988-08-07,CAN,2006.0,1.0,11.0,L,9,3,1,1,24,"[None, None, 43, 41, 82]","[None, None, 38, 20, 87]","[None, None, 66, 79, 45]","[None, None, 'LAK', 'LAK', 'LAK']"
2012-2013,8471734,Jonathan Quick,LAK,G,66.7,49.1,93.0,45.6,21.1,73.7,45.6,73.7,40.4,70.2,70.2,52.6,91.2,20,30,5,32,46,16,32,16,35,18,18,28,6,57,Starter,37.0,2133.7,0.902,2.45,77.38,87.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,18,13,4,1,26,"[None, 48, 64, 91, 17]","[None, 45, 51, 93, 12]","[None, 26, 90, 77, 75]","[None, 'LAK', 'LAK', 'LAK', 'LAK']"
2012-2013,8460535,Jose Theodore,FLA,G,29.8,31.6,36.8,10.5,56.1,35.1,29.8,42.1,50.9,24.6,21.1,21.1,49.1,41,40,37,52,26,38,41,34,29,43,45,46,30,57,Backup,15.0,766.47,0.893,3.29,33.52,42.0,G,71.0,172.0,1976-09-13,CAN,1994.0,2.0,44.0,R,4,6,3,0,35,"[None, 86, 33, 77, 21]","[None, 90, 24, 84, 22]","[None, 33, 91, 19, 35]","[None, 'WSH', 'MIN', 'FLA', 'FLA']"
2012-2013,8471251,Justin Peters,CAR,G,33.3,36.8,38.6,98.2,94.7,5.3,1.8,1.8,68.4,31.6,52.6,19.3,15.8,39,37,36,2,4,55,57,57,19,39,28,47,49,57,Backup,19.0,954.4,0.892,3.46,52.36,55.0,G,73.0,210.0,1986-08-30,CAN,2004.0,2.0,38.0,L,4,11,1,1,26,"[None, None, None, None, 49]","[None, None, None, None, 45]","[None, None, None, None, 54]","[None, None, None, None, 'CAR']"
2012-2013,8470140,Kari Lehtonen,DAL,G,70.2,66.7,63.2,75.4,36.8,70.2,17.5,35.1,91.2,64.9,63.2,71.9,82.5,18,20,22,15,37,18,48,38,6,21,22,17,11,57,Starter,36.0,1986.18,0.916,2.66,97.04,88.0,G,76.0,209.0,1983-11-16,FIN,2002.0,1.0,2.0,L,15,14,3,1,28,"[None, None, 48, 44, 80]","[None, None, 62, 34, 78]","[None, None, 16, 74, 82]","[None, None, 'DAL', 'DAL', 'DAL']"
2012-2013,8470594,Marc-Andre Fleury,PIT,G,47.4,42.1,77.2,73.7,73.7,29.8,71.9,68.4,56.1,45.6,47.4,66.7,86.0,31,34,14,16,16,41,17,19,26,32,31,20,9,57,Starter,33.0,1857.75,0.916,2.39,72.56,74.0,G,74.0,185.0,1984-11-28,CAN,2003.0,1.0,1.0,L,23,8,0,1,27,"[None, 28, 59, 36, 59]","[None, 26, 58, 19, 70]","[None, 73, 53, 87, 31]","[None, 'PIT', 'PIT', 'PIT', 'PIT']"
2012-2013,8455710,Martin Brodeur,NJD,G,12.3,12.3,35.1,49.1,28.1,17.5,89.5,100.0,12.3,5.3,5.3,29.8,75.4,51,51,38,30,42,48,7,1,51,54,54,41,15,57,Starter,29.0,1752.35,0.901,2.23,54.69,65.0,G,74.0,220.0,1972-05-06,CAN,1990.0,1.0,20.0,L,13,9,7,2,40,"[None, 51, 14, 10, 45]","[None, 51, 11, 6, 50]","[None, 38, 30, 82, 10]","[None, 'NJD', 'NJD', 'NJD', 'NJD']"
2012-2013,8464999,Mathieu Garon,TBL,G,8.8,10.5,7.0,82.5,19.3,12.3,94.7,96.5,10.5,7.0,7.0,14.0,47.4,53,52,54,11,47,51,4,3,52,53,53,50,31,57,Backup,18.0,910.07,0.897,2.9,33.05,44.0,G,73.0,198.0,1978-01-09,CAN,1996.0,2.0,44.0,R,5,9,2,0,34,"[None, 31, 29, 8, 12]","[None, 30, 41, 13, 15]","[None, 66, 11, 36, 29]","[None, 'CBJ', 'CBJ', 'TBL', 'TBL']"
2012-2013,8473607,Michal Neuvirth,WSH,G,14.0,15.8,50.9,28.1,8.8,36.8,86.0,80.7,8.8,33.3,33.3,78.9,43.9,50,49,29,42,53,37,9,12,53,38,38,13,33,57,Backup,13.0,723.13,0.91,2.74,31.14,33.0,G,73.0,209.0,1988-03-23,CZE,2006.0,2.0,34.0,L,4,5,2,0,24,"[None, 61, 38, 17, 36]","[None, 46, 40, 17, 31]","[None, 56, 51, 34, 84]","[None, 'WSH', 'WSH', 'WSH', 'WSH']"
2012-2013,8462147,Miikka Kiprusoff,CGY,G,7.0,5.3,31.6,40.4,10.5,10.5,59.6,43.9,45.6,28.1,26.3,3.5,84.2,54,55,40,35,52,52,24,33,32,41,42,56,10,57,Tandem (1A),24.0,1344.08,0.882,3.44,53.44,77.0,G,73.0,185.0,1976-10-26,FIN,1995.0,5.0,116.0,L,8,14,2,0,35,"[None, 63, 16, 75, 1]","[None, 70, 12, 63, 1]","[None, 50, 27, 75, 15]","[None, 'CGY', 'CGY', 'CGY', 'CGY']"
2012-2013,8469608,Mike Smith,PHX,G,73.7,59.6,84.2,50.9,29.8,66.7,61.4,38.6,94.7,38.6,36.8,15.8,66.7,16,24,10,29,41,20,23,36,4,35,36,49,20,57,Starter,34.0,1955.55,0.91,2.58,79.31,84.0,G,77.0,220.0,1982-03-22,CAN,2001.0,5.0,161.0,L,15,12,5,5,30,"[None, 16, 8, 98, 50]","[None, 20, 3, 98, 56]","[None, 36, 95, 86, 7]","[None, 'TBL', 'TBL', 'PHX', 'PHX']"
2012-2013,8473404,Niklas Backstrom,MIN,G,19.3,33.3,5.3,89.5,50.9,22.8,26.3,75.4,29.8,14.0,12.3,35.1,71.9,47,39,55,7,29,45,43,15,41,49,50,38,17,57,Starter,42.0,2347.98,0.909,2.5,78.27,98.0,G,74.0,192.0,1978-02-13,FIN,,,,L,24,15,3,2,34,"[None, 8, 46, 62, 8]","[None, 10, 61, 75, 10]","[None, 40, 8, 13, 22]","[None, 'MIN', 'MIN', 'MIN', 'MIN']"
2012-2013,8459140,Nikolai Khabibulin,EDM,G,64.9,73.7,29.8,84.2,33.3,80.7,35.1,8.8,82.5,82.5,82.5,24.6,45.6,21,16,41,10,39,12,38,53,11,11,11,44,32,57,Backup,12.0,683.62,0.923,2.55,33.6,29.0,G,73.0,208.0,1973-01-13,RUS,1992.0,9.0,204.0,L,4,6,1,1,39,"[None, 45, 11, 84, 94]","[None, 50, 37, 55, 93]","[None, 18, 1, 96, 66]","[None, 'EDM', 'EDM', 'EDM', 'EDM']"
2012-2013,8471715,Ondrej Pavelec,WPG,G,52.6,63.2,26.3,71.9,93.0,28.1,19.3,12.3,49.1,29.8,29.8,68.4,93.0,28,22,43,17,5,42,47,51,30,40,40,19,5,57,Starter,44.0,2552.25,0.905,2.8,110.14,119.0,G,75.0,212.0,1987-08-31,CZE,2005.0,2.0,41.0,L,21,20,3,0,25,"[None, 23, 77, 69, 29]","[None, 13, 85, 70, 35]","[None, 90, 21, 48, 42]","[None, 'ATL', 'ATL', 'WPG', 'WPG']"
2012-2013,8471469,Pekka Rinne,NSH,G,56.1,52.6,66.7,68.4,64.9,40.4,96.5,59.6,75.4,52.6,50.9,17.5,100.0,26,28,20,19,21,35,3,24,15,28,29,48,1,57,Starter,43.0,2424.4,0.91,2.45,84.76,99.0,G,77.0,217.0,1982-11-03,FIN,2004.0,8.0,258.0,L,15,16,8,5,29,"[None, 60, 88, 43, 42]","[None, 71, 80, 39, 49]","[None, 25, 96, 65, 14]","[None, 'NSH', 'NSH', 'NSH', 'NSH']"
2012-2013,8469514,Peter Budaj,MTL,G,21.1,29.8,17.5,80.7,70.2,14.0,77.2,86.0,1.8,26.3,24.6,63.2,26.3,46,41,48,12,18,50,14,9,57,42,43,22,43,57,Backup,13.0,656.48,0.909,2.28,21.47,25.0,G,73.0,196.0,1982-09-18,SVK,2001.0,2.0,63.0,L,8,1,1,1,29,"[None, 75, 19, 70, 26]","[None, 85, 25, 74, 26]","[None, 21, 4, 43, 68]","[None, 'COL', 'COL', 'MTL', 'MTL']"
2012-2013,8469548,Ray Emery,CHI,G,40.4,28.1,94.7,5.3,47.4,64.9,64.9,84.2,43.9,56.1,56.1,73.7,35.1,35,42,4,55,31,21,21,10,33,26,26,16,38,57,Tandem (1B),21.0,1116.0,0.922,1.94,38.46,36.0,G,74.0,196.0,1982-09-28,CAN,2001.0,4.0,99.0,L,17,1,0,3,29,"[None, 78, None, 20, 71]","[None, 88, None, 12, 71]","[None, 5, None, 98, 70]","[None, 'PHI', None, 'CHI', 'CHI']"
2012-2013,8473614,Richard Bachman,DAL,G,15.8,22.8,10.5,8.8,24.6,50.9,24.6,77.2,3.5,10.5,28.1,75.4,5.3,49,45,52,53,44,29,44,14,56,51,41,15,55,57,Backup,13.0,608.83,0.885,3.25,26.93,33.0,G,70.0,183.0,1987-07-25,USA,2006.0,4.0,120.0,L,6,5,0,0,25,"[None, None, None, 48, 19]","[None, None, None, 67, 21]","[None, None, None, 10, 57]","[None, None, None, 'DAL', 'DAL']"
2012-2013,8466141,Roberto Luongo,VAN,G,71.9,82.5,19.3,14.0,57.9,84.2,47.4,31.6,59.6,86.0,86.0,57.9,68.4,17,11,47,50,25,10,31,40,24,9,9,25,19,57,Tandem (1B),20.0,1196.92,0.907,2.56,46.1,51.0,G,75.0,215.0,1979-04-04,CAN,1997.0,1.0,4.0,L,9,6,3,2,33,"[None, 58, 83, 65, 47]","[None, 78, 83, 79, 47]","[None, 20, 58, 22, 19]","[None, 'VAN', 'VAN', 'VAN', 'VAN']"
2012-2013,8475215,Robin Lehner,OTT,G,94.7,87.7,98.2,1.8,77.2,100.0,22.8,5.3,15.8,100.0,100.0,98.2,1.8,4,8,2,57,14,1,45,55,49,1,1,2,57,57,Backup,12.0,734.8,0.936,2.2,32.73,27.0,G,76.0,250.0,1991-07-24,SWE,2009.0,2.0,46.0,L,5,3,4,0,21,"[None, None, None, None, 87]","[None, None, None, None, 73]","[None, None, None, None, 96]","[None, None, None, None, 'OTT']"
2012-2013,8468011,Ryan Miller,BUF,G,49.1,57.9,33.3,64.9,68.4,45.6,57.9,21.1,66.7,36.8,35.1,61.4,87.7,30,25,39,21,19,32,25,46,20,36,37,23,8,57,Starter,40.0,2302.23,0.915,2.81,109.13,108.0,G,74.0,170.0,1980-07-17,USA,1999.0,5.0,138.0,L,17,17,5,0,32,"[None, 90, 50, 53, 57]","[None, 80, 45, 65, 63]","[None, 100, 72, 24, 50]","[None, 'BUF', 'BUF', 'BUF', 'BUF']"
2012-2013,8466339,Scott Clemmensen,FLA,G,10.5,8.8,49.1,59.6,5.3,19.3,87.7,82.5,21.1,21.1,22.8,7.0,28.1,52,53,30,24,55,47,8,11,46,45,44,54,42,57,Backup,19.0,866.42,0.874,3.67,41.1,53.0,G,74.0,200.0,1977-07-23,USA,1997.0,8.0,215.0,L,3,7,2,0,35,"[None, 46, 30, 32, 5]","[None, 33, 27, 27, 7]","[None, 70, 64, 53, 47]","[None, 'FLA', 'FLA', 'FLA', 'FLA']"
2012-2013,8473575,Semyon Varlamov,COL,G,77.2,78.9,47.4,36.8,84.2,61.4,7.0,19.3,78.9,68.4,68.4,56.1,61.4,14,13,31,37,10,23,54,47,13,19,19,26,23,57,Starter,35.0,1949.65,0.903,3.02,92.64,98.0,G,74.0,201.0,1988-04-27,RUS,2006.0,1.0,23.0,L,11,21,3,3,24,"[None, 83, 93, 72, 35]","[None, 91, 96, 81, 29]","[None, 6, 43, 27, 86]","[None, 'WSH', 'WSH', 'COL', 'COL']"
