Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2025-2026,8475660,Cam Talbot,DET,G,57.7,57.7,38.0,33.8,78.9,38.0,80.3,69.0,26.8,28.2,28.2,49.3,67.6,31,31,45,48,16,45,15,23,53,52,52,37,24,71,Tandem (1B),34.0,1749.7,0.883,3.19,87.78,93.0,G,75.0,202.0,1987-07-05,CAN,,,,L,12,9,6,0,38,"[17, 33, 62, 86, 18]","[21, 24, 52, 94, 16]","[8, 80, 100, 2, 39]","['MIN', 'OTT', 'LAK', 'DET', 'DET']"
2025-2026,8479394,Carter Hart,VGK,G,4.2,5.6,45.1,12.7,8.5,11.3,93.0,93.0,14.1,39.4,39.4,67.6,11.3,69,68,40,63,66,64,6,6,62,44,44,24,64,71,Backup,18.0,1019.78,0.891,2.71,45.92,46.0,G,74.0,196.0,1998-08-13,CAN,2016.0,2.0,48.0,L,11,3,3,0,27,"[49, 77, 21, None, 5]","[52, 77, 16, None, 5]","[24, 24, 63, None, 42]","['PHI', 'PHI', 'PHI', None, 'VGK']"
2025-2026,8479193,Casey DeSmith,DAL,G,97.2,97.2,21.1,90.1,98.6,83.1,28.2,42.3,93.0,95.8,95.8,29.6,25.4,3,3,57,8,2,13,52,42,6,4,4,51,54,71,Backup,30.0,1755.0,0.907,2.43,84.4,71.0,G,72.0,188.0,1991-08-13,USA,,,,L,15,8,6,1,34,"[46, 61, 60, 95, 88]","[49, 58, 67, 97, 88]","[42, 52, 28, 19, 43]","['PIT', 'PIT', 'VAN', 'DAL', 'DAL']"
2025-2026,8479292,Charlie Lindgren,WSH,G,38.0,29.6,81.7,70.4,39.4,22.5,98.6,46.5,53.5,14.1,14.1,77.5,49.3,45,51,14,22,44,56,2,39,34,62,62,17,37,71,Backup,21.0,1246.0,0.879,3.52,72.54,73.0,G,74.0,190.0,1993-12-18,USA,,,,R,9,8,3,1,31,"[None, 24, 76, 44, 31]","[None, 18, 63, 26, 35]","[None, 76, 90, 91, 19]","[None, 'WSH', 'WSH', 'WSH', 'WSH']"
2025-2026,8481551,Colten Ellis,BUF,G,52.1,63.4,16.9,100.0,31.0,59.2,14.1,19.7,5.6,97.2,97.2,97.2,1.4,35,27,60,1,50,30,62,58,68,3,3,3,71,71,Backup,16.0,911.33,0.903,2.9,47.69,44.0,G,73.0,191.0,2000-10-05,CAN,2019.0,3.0,93.0,L,8,4,2,1,24,"[None, None, None, None, 54]","[None, None, None, None, 54]","[None, None, None, None, 31]","[None, None, None, None, 'BUF']"
2025-2026,8476945,Connor Hellebuyck,WPG,G,98.6,98.6,66.2,88.7,87.3,88.7,26.8,40.8,84.5,91.5,91.5,93.0,100.0,2,2,25,9,10,9,53,43,12,7,7,6,1,71,Starter,57.0,3401.32,0.895,2.86,179.16,162.0,G,76.0,207.0,1993-05-19,USA,2012.0,5.0,130.0,L,23,23,11,0,32,"[75, 86, 98, 98, 60]","[75, 86, 98, 98, 60]","[81, 88, 60, 75, 62]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2025-2026,8478971,Connor Ingram,EDM,G,33.8,32.4,40.8,67.6,49.3,19.7,74.6,81.7,16.9,11.3,11.3,53.5,39.4,48,49,43,24,37,58,19,14,60,64,64,34,44,71,Backup,32.0,1777.7,0.899,2.6,84.35,77.0,G,73.0,218.0,1997-03-31,CAN,2016.0,3.0,88.0,L,16,10,3,2,28,"[None, 64, 64, 29, 38]","[None, 65, 74, 25, 38]","[None, 42, 38, 63, 46]","[None, 'ARI', 'ARI', 'UTA', 'EDM']"
2025-2026,8478435,Dan Vladar,PHI,G,29.6,42.3,4.2,60.6,28.2,47.9,95.8,83.1,9.9,47.9,46.5,15.5,46.5,51,42,69,29,52,38,4,13,65,38,39,61,39,71,Starter,52.0,2995.15,0.906,2.42,140.81,121.0,G,77.0,209.0,1997-08-20,CZE,2015.0,3.0,75.0,L,29,14,7,0,28,"[36, 38, 1, 51, 81]","[40, 37, 1, 58, 93]","[31, 38, 40, 5, 8]","['CGY', 'CGY', 'CGY', 'CGY', 'PHI']"
2025-2026,8480193,Daniil Tarasov,FLA,G,23.9,19.7,50.7,7.0,22.5,49.3,11.3,12.7,25.4,38.0,38.0,40.8,22.5,55,58,36,67,56,37,64,63,54,45,45,43,56,71,Tandem (1B),33.0,1905.67,0.895,3.05,100.82,97.0,G,77.0,203.0,1999-03-27,RUS,2017.0,3.0,86.0,L,13,15,3,0,26,"[None, 6, 57, 14, 36]","[None, 9, 60, 10, 36]","[None, 33, 23, 77, 53]","[None, 'CBJ', 'CBJ', 'CBJ', 'FLA']"
2025-2026,8475311,Darcy Kuemper,LAK,G,62.0,70.4,39.4,9.9,53.5,74.6,69.0,94.4,29.6,54.9,54.9,45.1,71.8,28,22,44,65,34,19,23,5,51,33,33,40,21,71,Starter,50.0,2887.9,0.891,2.78,136.01,134.0,G,77.0,215.0,1990-05-05,CAN,2009.0,6.0,161.0,L,19,14,15,3,35,"[73, 80, 9, 94, 45]","[63, 66, 15, 91, 47]","[89, 89, 12, 95, 9]","['COL', 'WSH', 'WSH', 'LAK', 'LAK']"
2025-2026,8479496,David Rittich,NYI,G,63.4,64.8,46.5,50.7,84.5,39.4,54.9,88.7,54.9,53.5,53.5,18.3,28.2,27,26,39,36,12,44,33,9,33,34,34,59,52,71,Backup,30.0,1651.35,0.894,2.76,88.38,76.0,G,75.0,200.0,1992-08-19,CZE,,,,L,14,10,3,2,33,"[15, 44, 93, 20, 70]","[18, 38, 94, 30, 64]","[20, 54, 66, 11, 83]","['NSH', 'WPG', 'LAK', 'LAK', 'NYI']"
2025-2026,8483710,Dennis Hildeby,TOR,G,91.5,87.3,100.0,4.2,88.7,97.2,15.5,9.9,56.3,100.0,100.0,100.0,5.6,7,10,1,69,9,3,61,65,32,1,1,1,68,71,Backup,20.0,1008.73,0.913,2.86,62.87,48.0,G,79.0,231.0,2001-08-19,SWE,2022.0,4.0,122.0,L,5,7,4,1,24,"[None, None, None, None, 87]","[None, None, None, None, 81]","[None, None, None, None, 94]","[None, None, None, None, 'TOR']"
2025-2026,8482445,Devin Cooley,CGY,G,85.9,83.1,90.1,16.9,40.8,100.0,4.2,8.5,70.4,98.6,98.6,95.8,35.2,11,13,8,60,43,1,69,66,22,2,2,4,47,71,Backup,31.0,1717.98,0.909,2.69,100.28,77.0,G,77.0,192.0,1997-05-25,USA,,,,L,10,10,6,0,28,"[None, None, None, None, 77]","[None, None, None, None, 76]","[None, None, None, None, 84]","[None, None, None, None, 'CGY']"
2025-2026,8481692,Dustin Wolf,CGY,G,39.4,36.6,56.3,52.1,42.3,21.1,84.5,73.2,33.8,46.5,45.1,32.4,69.0,44,46,32,35,42,57,12,20,48,39,40,49,23,71,Starter,57.0,3149.13,0.899,3.01,167.82,158.0,G,72.0,166.0,2001-04-16,USA,2019.0,7.0,214.0,L,23,29,3,2,24,"[None, None, 4, 92, 42]","[None, None, 4, 89, 39]","[None, None, 11, 83, 60]","[None, None, 'CGY', 'CGY', 'CGY']"
2025-2026,8478007,Elvis Merzlikins,CBJ,G,19.7,23.9,11.3,22.5,9.9,69.0,9.9,11.3,23.9,23.9,23.9,5.6,60.6,58,55,64,56,65,23,65,64,55,55,55,68,29,71,Backup,30.0,1678.2,0.883,3.4,90.96,95.0,G,75.0,190.0,1994-04-13,LVA,2014.0,3.0,76.0,L,14,11,3,1,31,"[52, 1, 49, 33, 23]","[47, 1, 46, 39, 33]","[53, 44, 64, 17, 12]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2025-2026,8477480,Eric Comrie,WPG,G,49.3,73.2,2.8,25.4,54.9,78.9,59.2,39.4,11.3,22.5,22.5,50.7,12.7,37,20,70,54,33,16,30,44,64,56,56,36,63,71,Backup,25.0,1381.5,0.89,3.13,73.14,72.0,G,73.0,190.0,1995-07-06,CAN,2013.0,2.0,59.0,L,12,11,1,0,30,"[97, 18, None, 61, 43]","[98, 22, None, 67, 50]","[21, 16, None, 38, 5]","['WPG', 'BUF', None, 'WPG', 'WPG']"
2025-2026,8479406,Filip Gustavsson,MIN,G,59.2,54.9,52.1,43.7,77.5,33.8,83.1,74.6,64.8,49.3,47.9,43.7,84.5,30,33,35,41,17,48,13,19,26,37,38,41,12,71,Starter,50.0,2967.92,0.903,2.69,145.17,133.0,G,74.0,184.0,1998-06-07,SWE,2016.0,2.0,55.0,L,28,15,6,4,27,"[30, 94, 12, 77, 67]","[36, 93, 5, 82, 74]","[18, 93, 91, 25, 40]","['OTT', 'MIN', 'MIN', 'MIN', 'MIN']"
2025-2026,8475883,Frederik Andersen,CAR,G,74.6,67.6,87.3,95.8,23.9,77.5,47.9,32.4,74.6,87.3,85.9,87.3,21.1,19,24,10,4,55,17,38,49,19,10,11,10,57,71,Tandem (1B),35.0,2101.55,0.874,3.05,110.67,107.0,G,76.0,229.0,1989-10-02,DNK,2012.0,3.0,87.0,L,16,14,5,0,35,"[95, 30, 90, 76, 39]","[91, 28, 78, 61, 40]","[92, 69, 93, 88, 45]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2025-2026,8478048,Igor Shesterkin,NYR,G,93.0,91.5,83.1,69.0,83.1,81.7,29.6,23.9,98.6,88.7,88.7,52.1,94.4,6,7,13,23,13,14,51,55,2,9,9,35,5,71,Starter,51.0,3024.05,0.912,2.5,155.98,126.0,G,73.0,199.0,1995-12-30,RUS,2014.0,4.0,118.0,L,25,19,6,1,29,"[100, 96, 63, 88, 94]","[97, 98, 62, 83, 91]","[100, 58, 50, 89, 59]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2025-2026,8478009,Ilya Sorokin,NYI,G,95.8,94.4,73.2,83.1,70.4,90.1,18.3,15.5,91.5,56.3,56.3,62.0,95.8,4,5,20,13,22,8,59,61,7,32,32,28,4,71,Starter,55.0,3226.17,0.906,2.68,187.07,144.0,G,75.0,189.0,1995-08-04,RUS,2014.0,3.0,78.0,L,29,24,2,7,30,"[98, 98, 53, 79, 98]","[100, 100, 59, 77, 97]","[71, 97, 7, 64, 100]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2025-2026,8484170,Jacob Fowler,MTL,G,66.2,60.6,76.1,98.6,100.0,4.2,90.1,57.7,38.0,73.2,73.2,98.6,4.2,25,29,18,2,1,69,8,31,45,20,20,2,69,71,Backup,17.0,1010.7,0.908,2.43,51.47,41.0,G,73.0,223.0,2004-11-24,USA,2023.0,3.0,69.0,L,9,6,2,1,20,"[None, None, None, None, 59]","[None, None, None, None, 53]","[None, None, None, None, 74]","[None, None, None, None, 'MTL']"
2025-2026,8474593,Jacob Markstrom,NJD,G,32.4,26.8,59.2,18.3,12.7,66.2,73.2,60.6,35.2,40.8,40.8,85.9,76.1,49,53,30,59,63,25,20,29,47,43,43,11,18,71,Tandem (1A),44.0,2544.1,0.883,3.07,124.69,130.0,G,78.0,207.0,1990-01-31,SWE,2008.0,2.0,31.0,L,23,19,1,1,35,"[88, 37, 91, 36, 9]","[87, 32, 85, 23, 15]","[72, 78, 87, 80, 16]","['CGY', 'CGY', 'CGY', 'NJD', 'NJD']"
2025-2026,8474596,Jake Allen,NJD,G,77.5,76.1,62.0,85.9,52.1,63.4,2.8,7.0,47.9,66.2,66.2,73.2,42.3,17,18,28,11,35,27,70,67,38,25,25,20,42,71,Tandem (1B),37.0,2130.37,0.903,2.82,117.41,100.0,G,74.0,197.0,1990-08-07,CAN,2008.0,2.0,34.0,L,17,17,2,1,35,"[76, 17, 39, 80, 74]","[84, 14, 42, 80, 71]","[11, 53, 49, 69, 80]","['MTL', 'MTL', 'NJD', 'NJD', 'NJD']"
2025-2026,8479979,Jake Oettinger,DAL,G,60.6,49.3,88.7,91.5,64.8,25.4,91.5,76.1,40.8,71.8,71.8,63.4,91.5,29,37,9,7,26,54,7,18,43,21,21,27,7,71,Starter,54.0,3194.17,0.899,2.59,153.18,138.0,G,78.0,225.0,1998-12-18,USA,2017.0,1.0,26.0,L,35,12,6,4,26,"[56, 84, 28, 75, 63]","[58, 84, 21, 55, 66]","[36, 81, 57, 97, 50]","['DAL', 'DAL', 'DAL', 'DAL', 'DAL']"
2025-2026,8482487,Jakub Dobes,MTL,G,94.4,93.0,74.6,77.5,93.0,80.3,5.6,14.1,100.0,69.0,69.0,88.7,31.0,5,6,19,17,6,15,68,62,1,23,23,9,50,71,Tandem (1A),43.0,2525.33,0.901,2.78,142.29,117.0,G,76.0,215.0,2001-05-27,CZE,2020.0,5.0,136.0,L,29,10,4,0,24,"[None, None, None, 70, 95]","[None, None, None, 66, 94]","[None, None, None, 76, 63]","[None, None, None, 'MTL', 'MTL']"
2025-2026,8473503,James Reimer,OTT,G,42.3,40.8,43.7,84.5,97.2,7.0,64.8,54.9,8.5,83.1,83.1,80.3,8.5,42,43,41,12,3,67,26,33,66,13,13,15,66,71,Backup,14.0,817.78,0.886,2.42,34.94,33.0,G,74.0,200.0,1988-03-15,CAN,2006.0,4.0,99.0,L,7,4,2,1,37,"[58, 9, 18, 64, 47]","[31, 6, 8, 76, 45]","[98, 98, 95, 22, 35]","['SJS', 'SJS', 'DET', 'BUF', 'OTT']"
2025-2026,8480280,Jeremy Swayman,BOS,G,87.3,95.8,14.1,62.0,59.2,94.4,22.5,31.0,94.4,90.1,90.1,54.9,87.3,10,4,62,28,30,5,56,50,5,8,8,33,10,71,Starter,55.0,3235.25,0.907,2.71,189.05,146.0,G,75.0,195.0,1998-11-24,USA,2017.0,4.0,111.0,L,31,18,4,2,26,"[37, 92, 97, 23, 97]","[37, 92, 95, 48, 98]","[46, 74, 70, 1, 32]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2025-2026,8482661,Jesper Wallstedt,MIN,G,69.0,59.2,84.5,94.4,76.1,32.4,85.9,50.7,97.2,85.9,84.5,83.1,43.7,23,30,12,5,18,49,11,36,3,11,12,13,41,71,Tandem (1B),35.0,1996.28,0.915,2.61,102.44,87.0,G,75.0,214.0,2002-11-14,SWE,2021.0,1.0,20.0,L,18,9,6,4,22,"[None, None, None, None, 62]","[None, None, None, None, 52]","[None, None, None, None, 81]","[None, None, None, None, 'MIN']"
2025-2026,8482982,Jet Greaves,CBJ,G,90.1,85.9,98.6,1.4,80.3,98.6,78.9,38.0,90.1,77.5,77.5,91.5,93.0,8,11,2,71,15,2,16,45,8,17,17,7,6,71,Starter,55.0,3276.1,0.908,2.6,167.62,142.0,G,72.0,188.0,2001-03-30,CAN,,,,L,26,19,9,2,24,"[None, None, None, None, 83]","[None, None, None, None, 78]","[None, None, None, None, 93]","[None, None, None, None, 'CBJ']"
2025-2026,8480981,Joel Hofer,STL,G,81.7,84.5,28.2,93.0,90.1,54.9,66.2,78.9,67.6,74.6,74.6,84.5,50.7,14,12,52,6,8,33,25,16,24,19,19,12,36,71,Tandem (1A),46.0,2623.6,0.909,2.61,135.11,114.0,G,77.0,193.0,2000-07-30,CAN,2018.0,4.0,107.0,L,24,13,5,6,25,"[None, None, 87, 57, 71]","[None, None, 93, 70, 69]","[None, None, 42, 7, 71]","[None, None, 'STL', 'STL', 'STL']"
2025-2026,8478916,Joey Daccord,SEA,G,73.2,78.9,22.5,54.9,62.0,73.2,38.0,47.9,60.6,59.2,59.2,47.9,81.7,20,16,56,33,28,20,45,38,29,30,30,38,14,71,Tandem (1A),47.0,2692.8,0.896,3.03,141.98,136.0,G,74.0,201.0,1996-08-19,USA,2015.0,7.0,199.0,L,20,20,6,2,29,"[None, None, 83, 67, 49]","[None, None, 80, 72, 57]","[None, None, 69, 60, 7]","[None, None, 'SEA', 'SEA', 'SEA']"
2025-2026,8476434,John Gibson,DET,G,83.1,90.1,15.5,63.4,95.8,71.8,32.4,26.8,77.5,78.9,78.9,71.8,66.2,13,8,61,27,4,21,49,53,17,16,16,21,25,71,Starter,57.0,3181.12,0.901,2.72,165.8,144.0,G,75.0,209.0,1993-07-14,USA,2011.0,2.0,39.0,L,29,22,4,4,32,"[31, 40, 40, 89, 78]","[23, 46, 56, 92, 84]","[94, 6, 5, 23, 54]","['ANA', 'ANA', 'ANA', 'ANA', 'DET']"
2025-2026,8477992,Jonas Johansson,TBL,G,8.5,12.7,9.9,23.9,4.2,46.5,23.9,29.6,31.0,9.9,9.9,2.8,14.1,66,63,65,55,69,39,55,51,50,65,65,70,62,71,Backup,25.0,1423.53,0.884,3.29,71.48,78.0,G,77.0,220.0,1995-09-19,SWE,2014.0,3.0,61.0,L,11,10,2,0,29,"[None, None, 5, 39, 14]","[None, None, 7, 44, 23]","[None, None, 46, 32, 11]","[None, None, 'TBL', 'TBL', 'TBL']"
2025-2026,8471734,Jonathan Quick,NYR,G,21.1,14.1,77.5,78.9,19.7,16.9,33.8,25.4,43.7,32.4,32.4,60.6,16.9,57,62,17,16,58,60,48,54,41,49,49,29,60,71,Backup,25.0,1418.0,0.891,3.09,73.3,73.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,6,17,2,2,39,"[89, 10, 59, 26, 21]","[94, 16, 53, 29, 11]","[26, 14, 83, 48, 78]","['LAK', 'VGK', 'NYR', 'NYR', 'NYR']"
2025-2026,8476914,Joonas Korpisalo,BOS,G,25.4,25.4,36.6,73.2,16.9,43.7,39.4,62.0,15.5,7.0,7.0,39.4,47.9,54,54,46,20,60,41,44,28,61,67,67,44,38,71,Backup,31.0,1713.08,0.894,3.15,96.86,90.0,G,76.0,200.0,1994-04-28,FIN,2012.0,3.0,62.0,L,14,9,6,1,31,"[4, 93, 7, 42, 52]","[4, 94, 14, 42, 46]","[59, 41, 4, 57, 69]","['CBJ', 'LAK', 'OTT', 'BOS', 'BOS']"
2025-2026,8476412,Jordan Binnington,STL,G,22.5,21.1,31.0,2.8,33.8,45.1,35.2,53.5,18.3,15.5,15.5,12.7,80.3,56,57,50,70,48,40,47,34,59,61,61,63,15,71,Tandem (1A),41.0,2307.63,0.873,3.33,109.09,128.0,G,74.0,172.0,1993-07-11,CAN,2011.0,3.0,88.0,L,13,20,7,1,32,"[26, 42, 81, 48, 2]","[26, 54, 71, 50, 4]","[58, 9, 94, 54, 4]","['STL', 'STL', 'STL', 'STL', 'STL']"
2025-2026,8479361,Joseph Woll,TOR,G,45.1,39.4,67.6,74.6,14.1,67.6,25.4,16.9,45.1,60.6,60.6,22.5,52.1,40,44,24,19,62,24,54,60,40,29,29,56,35,71,Tandem (1B),39.0,2230.07,0.898,3.34,128.35,124.0,G,75.0,212.0,1998-07-12,USA,2016.0,3.0,62.0,L,15,16,7,2,27,"[None, None, 43, 73, 35]","[None, None, 33, 79, 26]","[None, None, 78, 30, 91]","[None, None, 'TOR', 'TOR', 'TOR']"
2025-2026,8481020,Justus Annunen,NSH,G,56.3,52.1,53.5,64.8,15.5,91.5,77.5,77.5,81.7,67.6,67.6,81.7,19.7,32,35,34,26,61,7,17,17,14,24,24,14,58,71,Backup,28.0,1500.53,0.906,2.68,83.87,67.0,G,76.0,210.0,2000-03-11,FIN,2018.0,3.0,64.0,L,10,12,2,1,25,"[None, None, 78, 8, 91]","[None, None, 70, 11, 87]","[None, None, 88, 16, 64]","[None, None, 'COL', 'NSH', 'NSH']"
2025-2026,8477424,Juuse Saros,NSH,G,18.3,8.5,95.8,32.4,26.8,15.5,50.7,35.2,42.3,21.1,21.1,26.8,98.6,59,66,4,49,53,61,36,47,42,57,57,53,2,71,Starter,59.0,3432.55,0.894,3.16,185.02,181.0,G,71.0,180.0,1995-04-19,FIN,2013.0,4.0,99.0,L,28,22,8,0,30,"[79, 100, 46, 22, 29]","[69, 96, 40, 8, 22]","[88, 100, 71, 92, 77]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2025-2026,8478872,Karel Vejmelka,UTA,G,71.8,69.0,78.9,76.1,81.7,31.0,63.4,70.4,78.9,45.1,49.3,31.0,88.7,21,23,16,18,14,50,27,22,16,40,37,50,9,71,Starter,64.0,3692.75,0.896,2.75,190.31,169.0,G,76.0,221.0,1996-05-25,CZE,2015.0,5.0,145.0,R,38,20,3,2,29,"[11, 60, 33, 85, 66]","[11, 62, 23, 85, 62]","[13, 29, 76, 73, 76]","['ARI', 'ARI', 'ARI', 'UTA', 'UTA']"
2025-2026,8480947,Kevin Lankinen,VAN,G,36.6,38.0,29.6,21.1,36.6,56.3,57.7,45.1,19.7,63.4,63.4,19.7,62.0,46,45,51,57,46,32,31,40,58,27,27,58,28,71,Tandem (1A),47.0,2592.5,0.875,3.7,150.42,160.0,G,74.0,190.0,1995-04-28,FIN,,,,L,11,27,5,0,30,"[2, 82, 74, 55, 16]","[2, 82, 90, 33, 29]","[29, 48, 2, 98, 1]","['CHI', 'NSH', 'NSH', 'VAN', 'VAN']"
