Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2018-2019,8474651,Braden Holtby,WSH,G,86.4,90.9,22.7,98.5,87.9,54.5,6.1,13.6,57.6,95.5,95.5,80.3,89.4,10,7,52,2,9,31,63,58,29,4,4,14,8,66,Starter,59.0,3406.57,0.911,2.82,164.96,160.0,G,73.0,215.0,1989-09-16,CAN,2008.0,4.0,93.0,L,32,19,5,3,28,"[79, 76, 96, 55, 78]","[72, 76, 96, 52, 81]","[93, 47, 22, 55, 10]","['WSH', 'WSH', 'WSH', 'WSH', 'WSH']"
2018-2019,8470880,Brian Elliott,PHI,G,66.7,75.8,7.6,54.5,50.0,83.3,9.1,59.1,21.2,43.9,43.9,42.4,50.0,23,17,62,31,34,12,61,28,53,38,38,39,34,66,Backup,26.0,1376.72,0.907,3.01,67.93,69.0,G,74.0,221.0,1985-04-09,CAN,2003.0,9.0,291.0,L,11,11,1,1,33,"[46, 97, 45, 67, 59]","[46, 94, 41, 82, 69]","[45, 97, 46, 4, 22]","['STL', 'STL', 'CGY', 'PHI', 'PHI']"
2018-2019,8475717,Calvin Pickard,ARI,G,1.5,1.5,3.0,60.6,10.6,3.0,89.4,93.9,10.6,6.1,6.1,4.5,31.8,66,66,65,27,60,65,8,5,60,63,63,62,46,66,Backup,17.0,746.8,0.875,3.86,34.09,48.0,G,73.0,206.0,1992-04-15,CAN,2010.0,2.0,49.0,L,4,6,2,1,26,"[93, 95, 3, None, 10]","[95, 83, 4, None, 15]","[21, 98, 4, None, 15]","['COL', 'COL', 'COL', None, 'ARI']"
2018-2019,8475660,Cam Talbot,PHI,G,37.9,54.5,6.1,57.6,77.3,21.2,15.2,12.1,31.8,34.8,34.8,13.6,83.3,42,31,63,29,16,53,57,59,46,44,44,57,12,66,Tandem (1B),35.0,1905.27,0.892,3.4,85.63,108.0,G,75.0,202.0,1987-07-05,CAN,,,,L,11,17,3,1,31,"[96, 42, 95, 38, 12]","[93, 33, 93, 45, 25]","[80, 85, 59, 30, 3]","['NYR', 'EDM', 'EDM', 'EDM', 'PHI']"
2018-2019,8470320,Cam Ward,CHI,G,19.7,33.3,4.5,42.4,45.5,43.9,48.5,10.6,15.2,18.2,16.7,7.6,63.6,54,45,64,39,37,38,35,60,57,55,56,60,25,66,Tandem (1B),33.0,1882.17,0.897,3.67,98.6,115.0,G,73.0,194.0,1984-02-29,CAN,2002.0,1.0,25.0,L,16,12,4,0,34,"[48, 36, 21, 29, 39]","[45, 41, 16, 29, 65]","[71, 36, 72, 39, 1]","['CAR', 'CAR', 'CAR', 'CAR', 'CHI']"
2018-2019,8471679,Carey Price,MTL,G,30.3,30.3,50.0,90.9,21.2,33.3,81.8,77.3,33.3,53.0,53.0,57.6,92.4,47,47,34,7,53,45,13,16,45,32,32,29,6,66,Starter,66.0,3880.22,0.918,2.49,160.23,161.0,G,75.0,217.0,1987-08-16,CAN,2005.0,1.0,5.0,L,35,24,6,4,31,"[100, None, 77, 4, 68]","[96, None, 79, 4, 56]","[85, None, 25, 29, 92]","['MTL', None, 'MTL', 'MTL', 'MTL']"
2018-2019,8479394,Carter Hart,PHI,G,15.2,7.6,84.8,24.2,19.7,15.2,1.5,22.7,54.5,28.8,28.8,34.8,33.3,57,62,11,51,54,57,66,52,31,48,48,44,45,66,Backup,31.0,1716.92,0.917,2.83,77.47,81.0,G,74.0,196.0,1998-08-13,CAN,2016.0,2.0,48.0,L,16,13,1,0,20,"[None, None, None, None, 28]","[None, None, None, None, 21]","[None, None, None, None, 74]","[None, None, None, None, 'PHI']"
2018-2019,8475622,Carter Hutton,BUF,G,43.9,39.4,75.8,69.7,86.4,9.1,97.0,97.0,37.9,72.7,80.3,72.7,47.0,38,41,17,21,10,61,3,3,42,19,14,19,36,66,Starter,50.0,2839.62,0.908,3.0,126.94,142.0,G,72.0,211.0,1985-12-19,CAN,,,,L,18,25,5,0,32,"[21, 47, 35, 83, 15]","[17, 42, 38, 85, 12]","[59, 73, 54, 66, 78]","['NSH', 'NSH', 'STL', 'STL', 'BUF']"
2018-2019,8479193,Casey DeSmith,PIT,G,81.8,80.3,65.2,100.0,63.6,78.8,56.1,74.2,69.7,86.4,84.8,97.0,21.2,13,14,24,1,25,15,30,18,21,10,11,3,53,66,Tandem (1B),36.0,1943.55,0.916,2.75,84.67,89.0,G,72.0,188.0,1991-08-13,USA,,,,L,15,11,5,3,27,"[None, None, None, 80, 60]","[None, None, None, 91, 63]","[None, None, None, 54, 62]","[None, None, None, 'PIT', 'PIT']"
2018-2019,8473434,Chad Johnson,ANA,G,3.0,3.0,30.3,87.9,31.8,1.5,74.2,87.9,16.7,12.1,12.1,1.5,25.8,65,65,47,9,46,66,18,9,56,59,59,64,50,66,Backup,19.0,809.97,0.879,3.63,36.7,49.0,G,75.0,197.0,1986-06-10,CAN,2006.0,5.0,125.0,L,2,11,0,1,32,"[8, 60, 51, 5, 7]","[11, 61, 61, 5, 6]","[12, 55, 33, 38, 54]","['BUF', 'BUF', 'CGY', 'BUF', 'ANA']"
2018-2019,8480420,Collin Delia,CHI,G,74.2,77.3,48.5,97.0,13.6,97.0,4.5,1.5,75.8,47.0,47.0,9.8,3.0,18,16,35,3,58,3,64,66,17,36,36,59,65,66,Backup,16.0,831.05,0.908,3.61,47.64,50.0,G,74.0,208.0,1994-06-20,USA,,,,L,6,4,3,0,24,"[None, None, None, None, 71]","[None, None, None, None, 72]","[None, None, None, None, 48]","[None, None, None, None, 'CHI']"
2018-2019,8476945,Connor Hellebuyck,WPG,G,40.9,36.4,77.3,33.3,53.0,39.4,18.2,62.1,43.9,37.9,37.9,65.2,95.5,40,43,16,45,32,41,55,26,38,42,42,24,4,66,Starter,63.0,3704.1,0.913,2.9,171.59,179.0,G,76.0,207.0,1993-05-19,USA,2012.0,5.0,130.0,L,34,23,3,2,25,"[None, 85, 14, 70, 47]","[None, 95, 19, 55, 42]","[None, 7, 17, 100, 60]","[None, 'WPG', 'WPG', 'WPG', 'WPG']"
2018-2019,8470645,Corey Crawford,CHI,G,83.3,78.8,83.3,27.3,57.6,86.4,31.8,33.3,66.7,50.0,50.0,95.5,56.1,12,15,12,49,29,10,46,45,23,34,34,4,30,66,Tandem (1B),39.0,2212.73,0.908,2.93,107.79,108.0,G,74.0,216.0,1984-12-31,CAN,2003.0,2.0,52.0,L,14,18,5,2,33,"[80, 80, 64, 85, 63]","[85, 80, 71, 79, 53]","[30, 51, 12, 91, 87]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2018-2019,8471239,Cory Schneider,NJD,G,10.6,15.2,53.0,74.2,6.1,37.9,92.4,65.2,45.5,22.7,21.2,31.8,57.6,60,57,32,18,63,42,6,24,37,52,53,46,29,66,Backup,26.0,1352.15,0.903,3.11,61.3,70.0,G,75.0,214.0,1986-03-18,USA,2004.0,1.0,26.0,L,6,13,4,1,32,"[87, 73, 32, 27, 18]","[83, 70, 30, 27, 13]","[91, 63, 66, 27, 80]","['NJD', 'NJD', 'NJD', 'NJD', 'NJD']"
2018-2019,8467950,Craig Anderson,OTT,G,4.5,4.5,37.9,36.4,12.1,12.1,16.7,18.2,18.2,27.3,27.3,22.7,72.7,64,64,42,43,59,59,56,55,55,49,49,52,19,66,Starter,50.0,2785.18,0.903,3.51,136.5,163.0,G,74.0,187.0,1981-05-21,USA,2001.0,3.0,73.0,L,17,27,4,2,37,"[74, 27, 80, 2, 6]","[77, 35, 87, 2, 4]","[56, 19, 8, 48, 71]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2018-2019,8470147,Curtis McElhinney,CAR,G,90.9,95.5,25.8,71.2,72.7,95.5,80.3,40.9,93.9,75.8,74.2,93.9,16.7,7,4,50,20,19,4,14,40,5,17,18,5,56,66,Tandem (1B),33.0,1977.52,0.912,2.58,84.57,85.0,G,73.0,210.0,1983-05-23,CAN,2002.0,6.0,176.0,L,20,11,2,2,35,"[43, 17, 62, 98, 66]","[21, 8, 66, 100, 71]","[95, 92, 35, 36, 45]","['CBJ', 'CBJ', 'TOR', 'TOR', 'CAR']"
2018-2019,8475311,Darcy Kuemper,ARI,G,47.0,37.9,92.4,16.7,28.8,63.6,36.4,54.5,84.8,39.4,39.4,37.9,43.9,36,42,6,56,48,25,43,31,11,41,41,42,38,66,Starter,55.0,3251.25,0.925,2.33,131.41,126.0,G,77.0,215.0,1990-05-05,CAN,2009.0,6.0,161.0,L,27,20,8,5,28,"[6, 35, 4, 86, 53]","[6, 32, 3, 76, 48]","[48, 77, 64, 97, 89]","['MIN', 'MIN', 'MIN', 'ARI', 'ARI']"
2018-2019,8479496,David Rittich,CGY,G,48.5,57.6,27.3,4.5,33.3,89.4,93.9,92.4,9.1,87.9,92.4,48.5,39.4,35,29,49,64,45,8,5,6,61,9,6,35,41,66,Tandem (1A),45.0,2503.33,0.911,2.61,108.12,109.0,G,75.0,200.0,1992-08-19,CZE,,,,L,27,9,5,1,26,"[None, None, None, 17, 86]","[None, None, None, 19, 86]","[None, None, None, 44, 28]","[None, None, None, 'CGY', 'CGY']"
2018-2019,8471227,Devan Dubnyk,MIN,G,9.1,10.6,39.4,56.1,27.3,24.2,95.5,98.5,12.1,45.5,45.5,15.2,97.0,61,60,41,30,49,51,4,2,59,37,37,56,3,66,Starter,67.0,3855.1,0.913,2.54,142.32,163.0,G,78.0,224.0,1986-05-04,CAN,2004.0,1.0,14.0,L,31,28,6,2,32,"[77, 32, 19, 25, 16]","[79, 60, 17, 25, 16]","[61, 4, 58, 32, 66]","['MIN', 'MIN', 'MIN', 'MIN', 'MIN']"
2018-2019,8475883,Frederik Andersen,TOR,G,92.4,87.9,89.4,66.7,74.2,72.7,19.7,4.5,89.4,92.4,90.9,66.7,100.0,6,9,8,23,18,19,54,64,8,6,7,23,1,66,Starter,60.0,3510.25,0.917,2.77,169.96,162.0,G,76.0,229.0,1989-10-02,DNK,2012.0,3.0,87.0,L,36,16,7,1,28,"[56, 75, 85, 73, 90]","[50, 67, 74, 63, 90]","[88, 79, 95, 85, 36]","['ANA', 'ANA', 'TOR', 'TOR', 'TOR']"
2018-2019,8476343,Garret Sparks,TOR,G,12.1,13.6,56.1,6.1,3.0,51.5,45.5,7.6,13.6,10.6,10.6,9.8,7.6,59,58,30,63,65,33,37,62,58,60,60,59,62,66,Backup,20.0,1104.7,0.902,3.15,49.0,58.0,G,75.0,220.0,1993-06-28,USA,2011.0,7.0,190.0,L,8,9,1,1,25,"[None, 1, None, None, 25]","[None, 1, None, None, 24]","[None, 22, None, None, 56]","[None, 'TOR', None, None, 'TOR']"
2018-2019,8468685,Henrik Lundqvist,NYR,G,53.0,59.1,24.2,39.4,40.9,71.2,13.6,6.1,74.2,56.1,56.1,33.3,86.4,32,28,51,41,40,20,58,63,18,30,30,45,10,66,Starter,52.0,3088.88,0.907,3.07,151.98,158.0,G,73.0,182.0,1982-03-02,SWE,2000.0,7.0,205.0,L,18,23,10,0,36,"[88, 100, 53, 60, 51]","[88, 100, 54, 54, 68]","[69, 17, 62, 58, 7]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2018-2019,8475789,Jack Campbell,LAK,G,93.9,84.8,97.0,68.2,97.0,45.5,100.0,83.3,97.0,90.9,89.4,84.8,27.3,5,11,3,22,3,37,1,12,3,7,8,11,49,66,Backup,31.0,1572.77,0.928,2.33,70.8,61.0,G,75.0,200.0,1992-01-09,USA,2010.0,1.0,11.0,L,10,14,1,2,26,"[None, None, None, None, 84]","[None, None, None, None, 78]","[None, None, None, None, 95]","[None, None, None, None, 'LAK']"
2018-2019,8474593,Jacob Markstrom,VAN,G,57.6,60.6,31.8,25.8,56.1,62.1,37.9,25.8,22.7,84.8,86.4,87.9,75.8,29,27,46,50,30,26,42,50,52,11,10,9,17,66,Starter,60.0,3599.02,0.912,2.77,169.0,166.0,G,78.0,207.0,1990-01-31,SWE,2008.0,2.0,31.0,L,28,23,9,1,28,"[None, 63, 48, 50, 57]","[None, 52, 51, 60, 57]","[None, 83, 40, 19, 72]","[None, 'VAN', 'VAN', 'VAN', 'VAN']"
2018-2019,8474596,Jake Allen,STL,G,28.8,28.8,40.9,12.1,66.7,22.7,77.3,86.4,24.2,31.8,31.8,6.1,81.8,48,48,40,59,23,52,16,10,51,46,46,61,13,66,Tandem (1A),46.0,2567.92,0.905,2.83,111.16,121.0,G,74.0,197.0,1990-08-07,CAN,2008.0,2.0,34.0,L,19,17,8,3,28,"[37, 64, 50, 23, 36]","[41, 55, 37, 33, 31]","[51, 82, 90, 10, 65]","['STL', 'STL', 'STL', 'STL', 'STL']"
2018-2019,8473503,James Reimer,FLA,G,24.2,22.7,43.9,63.6,37.9,27.3,68.2,75.8,34.8,16.7,22.7,60.6,54.5,51,52,38,25,42,49,22,17,44,56,52,27,31,66,Tandem (1B),36.0,1805.55,0.9,3.09,79.43,93.0,G,74.0,200.0,1988-03-15,CAN,2006.0,4.0,99.0,L,13,12,5,0,30,"[17, 72, 56, 30, 21]","[16, 82, 64, 20, 22]","[46, 13, 24, 79, 31]","['TOR', 'SJS', 'FLA', 'FLA', 'FLA']"
2018-2019,8470860,Jaroslav Halak,BOS,G,77.3,83.3,13.6,1.5,89.4,87.9,30.3,21.2,42.4,78.8,77.3,86.4,59.1,16,12,58,66,8,9,47,53,39,15,16,10,28,66,Tandem (1B),40.0,2308.12,0.922,2.34,99.71,90.0,G,71.0,189.0,1985-05-13,SVK,2003.0,9.0,271.0,L,22,11,4,5,33,"[90, 92, 54, 63, 89]","[91, 79, 43, 70, 93]","[54, 89, 91, 17, 4]","['NYI', 'NYI', 'NYI', 'NYI', 'BOS']"
2018-2019,8470657,Jimmy Howard,DET,G,65.2,56.1,54.5,22.7,78.8,47.0,59.1,45.5,65.2,74.2,72.7,83.3,68.2,24,30,31,52,15,36,28,37,24,18,19,12,22,66,Starter,55.0,3052.88,0.909,3.07,154.12,156.0,G,73.0,218.0,1984-03-26,USA,2003.0,2.0,64.0,L,23,22,5,0,34,"[25, 45, 67, 42, 56]","[32, 38, 46, 39, 75]","[25, 64, 98, 63, 6]","['DET', 'DET', 'DET', 'DET', 'DET']"
2018-2019,8476434,John Gibson,ANA,G,98.5,98.5,98.5,84.8,95.5,59.1,66.7,27.3,92.4,93.9,93.9,100.0,84.8,2,2,2,11,4,28,23,49,6,5,5,1,11,66,Starter,58.0,3233.42,0.917,2.84,171.11,153.0,G,75.0,209.0,1993-07-14,USA,2011.0,2.0,39.0,L,26,22,8,2,25,"[35, 55, 91, 94, 95]","[48, 30, 80, 89, 92]","[22, 100, 100, 98, 81]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2018-2019,8473541,Jonathan Bernier,DET,G,54.5,40.9,95.5,3.0,60.6,56.1,65.2,81.8,30.3,42.4,42.4,81.8,42.4,31,40,4,65,27,30,24,13,47,39,39,13,39,66,Tandem (1B),35.0,1859.9,0.904,3.16,90.58,98.0,G,72.0,185.0,1988-08-07,CAN,2006.0,1.0,11.0,L,9,18,5,1,30,"[54, 16, 69, 64, 40]","[51, 11, 56, 57, 27]","[66, 80, 93, 76, 98]","['TOR', 'TOR', 'ANA', 'COL', 'DET']"
2018-2019,8471734,Jonathan Quick,LAK,G,60.6,50.0,71.2,34.8,48.5,69.7,10.6,31.8,51.5,83.3,83.3,40.9,65.2,27,34,20,44,35,21,60,46,33,12,12,40,24,66,Tandem (1A),46.0,2642.57,0.888,3.38,118.24,149.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,16,23,7,2,32,"[67, 82, 88, 89, 3]","[74, 75, 88, 86, 7]","[33, 69, 79, 94, 19]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2018-2019,8476914,Joonas Korpisalo,CBJ,G,7.6,6.1,63.6,21.2,9.1,13.6,40.9,24.2,3.0,4.5,4.5,36.4,9.1,62,63,25,53,61,58,40,51,65,64,64,43,61,66,Backup,27.0,1360.57,0.897,2.95,56.26,67.0,G,76.0,200.0,1994-04-28,FIN,2012.0,3.0,62.0,L,10,7,3,0,24,"[None, 94, 29, 10, 27]","[None, 92, 27, 7, 30]","[None, 54, 80, 69, 33]","[None, 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2018-2019,8476412,Jordan Binnington,STL,G,100.0,100.0,57.6,83.3,93.9,90.9,90.9,95.5,95.5,69.7,69.7,98.5,37.9,1,1,29,12,5,7,7,4,4,21,21,2,42,66,Backup,32.0,1856.42,0.927,1.91,66.18,59.0,G,74.0,172.0,1993-07-11,CAN,2011.0,3.0,88.0,L,24,5,1,5,25,"[None, None, None, None, 97]","[None, None, None, None, 97]","[None, None, None, None, 57]","[None, None, None, None, 'STL']"
2018-2019,8477424,Juuse Saros,NSH,G,89.4,81.8,90.9,9.1,81.8,80.3,39.4,37.9,71.2,89.4,87.9,59.1,22.7,8,13,7,61,13,14,41,42,20,8,9,28,52,66,Backup,31.0,1696.22,0.915,2.62,77.58,74.0,G,71.0,180.0,1995-04-19,FIN,2013.0,4.0,99.0,L,17,10,2,3,23,"[None, None, 72, 92, 69]","[None, None, 62, 92, 66]","[None, None, 88, 88, 69]","[None, None, 'NSH', 'NSH', 'NSH']"
2018-2019,8476234,Keith Kinkaid,CBJ,G,22.7,21.2,68.2,37.9,39.4,30.3,98.5,43.9,47.0,19.7,18.2,28.8,45.5,52,53,22,42,41,47,2,38,36,54,55,48,37,66,Tandem (1A),41.0,2300.75,0.891,3.36,104.84,129.0,G,74.0,195.0,1989-07-04,USA,,,,L,15,18,6,3,29,"[69, 4, 71, 39, 9]","[82, 4, 69, 32, 9]","[14, 57, 69, 67, 50]","['NJD', 'NJD', 'NJD', 'NJD', 'CBJ']"
2018-2019,8476316,Laurent Brossoit,WPG,G,84.8,86.4,36.4,7.6,69.7,98.5,22.7,51.5,60.6,68.2,68.2,71.2,6.1,11,10,43,62,21,2,52,33,27,22,22,20,63,66,Backup,21.0,1165.28,0.925,2.52,58.88,49.0,G,75.0,203.0,1993-03-23,CAN,2011.0,6.0,164.0,L,13,6,2,1,25,"[None, None, None, 26, 100]","[None, None, None, 30, 100]","[None, None, None, 22, 68]","[None, None, None, 'EDM', 'WPG']"
2018-2019,8476999,Linus Ullmark,BUF,G,18.2,25.8,12.1,43.9,4.5,65.2,47.0,15.2,25.8,1.5,1.5,12.1,48.5,55,50,59,38,64,24,36,57,50,66,66,58,35,66,Tandem (1B),37.0,2102.1,0.905,3.11,92.54,109.0,G,76.0,223.0,1993-07-31,SWE,2012.0,6.0,163.0,L,15,14,5,2,25,"[None, 26, None, None, 31]","[None, 23, None, None, 36]","[None, 48, None, None, 18]","[None, 'BUF', None, None, 'BUF']"
2018-2019,8475839,Louis Domingue,TBL,G,13.6,19.7,21.2,81.8,7.6,36.4,50.0,50.0,6.1,15.2,15.2,74.2,19.7,58,54,53,13,62,43,34,34,63,57,57,18,54,66,Backup,26.0,1560.62,0.908,2.88,66.34,75.0,G,75.0,207.0,1992-03-06,CAN,2010.0,5.0,138.0,R,21,5,0,0,26,"[None, 54, 46, 16, 22]","[None, 73, 50, 22, 18]","[None, 14, 16, 25, 53]","[None, 'ARI', 'ARI', 'TBL', 'TBL']"
2018-2019,8478406,Mackenzie Blackwood,NJD,G,72.7,63.6,87.9,47.0,100.0,10.6,62.1,39.4,68.2,97.0,97.0,25.8,12.1,19,25,9,36,1,60,26,41,22,3,3,50,59,66,Backup,23.0,1264.47,0.918,2.61,57.17,55.0,G,76.0,225.0,1996-12-09,CAN,2015.0,2.0,42.0,L,10,10,0,2,21,"[None, None, None, None, 65]","[None, None, None, None, 60]","[None, None, None, None, 77]","[None, None, None, None, 'NJD']"
2018-2019,8476876,Malcolm Subban,VGK,G,27.3,24.2,45.5,13.6,54.5,16.7,25.8,60.6,28.8,25.8,25.8,39.4,10.6,49,51,37,58,31,56,50,27,48,50,50,41,60,66,Backup,21.0,1226.78,0.902,2.93,50.32,60.0,G,74.0,215.0,1993-12-21,CAN,2012.0,1.0,24.0,L,8,10,2,1,24,"[None, None, None, 45, 24]","[None, None, None, 42, 28]","[None, None, None, 77, 21]","[None, None, None, 'VGK', 'VGK']"
2018-2019,8470594,Marc-Andre Fleury,VGK,G,71.2,66.7,78.8,59.1,75.8,42.4,12.1,30.3,40.9,80.3,78.8,89.4,71.2,20,23,15,28,17,39,59,47,40,14,15,8,20,66,Starter,61.0,3635.13,0.913,2.51,155.28,152.0,G,74.0,185.0,1984-11-28,CAN,2003.0,1.0,1.0,L,35,21,5,8,33,"[83, 66, 27, 82, 62]","[66, 66, 29, 83, 54]","[98, 42, 43, 73, 86]","['PIT', 'PIT', 'PIT', 'VGK', 'VGK']"
2018-2019,8474889,Martin Jones,SJS,G,21.2,12.1,93.9,51.5,18.2,28.8,57.6,47.0,27.3,57.6,57.6,53.0,93.9,53,59,5,33,55,48,29,36,49,29,29,32,5,66,Starter,62.0,3575.02,0.896,2.95,153.9,176.0,G,77.0,203.0,1990-01-10,CAN,,,,L,36,19,5,3,28,"[50, 48, 59, 48, 4]","[54, 48, 53, 36, 3]","[41, 58, 85, 92, 84]","['LAK', 'SJS', 'SJS', 'SJS', 'SJS']"
