Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2009-2010,8458568,Chris Osgood,DET,G,10.0,15.0,23.3,3.3,20.0,35.0,43.3,63.3,5.0,5.0,5.0,25.0,20.0,55,52,47,59,49,40,35,23,53,51,52,41,49,60,Backup,23.0,1233.3,0.887,3.06,48.45,63.0,G,70.0,180.0,1972-11-26,CAN,1991.0,3.0,54.0,L,7,9,4,1,36,"[None, None, None, None, 10]","[None, None, None, None, 15]","[None, None, None, None, 23]","[None, None, None, None, 'DET']"
2009-2010,8467950,Craig Anderson,COL,G,50.0,48.3,30.0,55.0,45.0,55.0,3.3,26.7,60.0,50.0,50.0,53.3,93.3,31,32,43,28,34,28,59,45,25,26,27,26,5,60,Starter,71.0,4164.37,0.917,2.68,178.02,186.0,G,74.0,187.0,1981-05-21,USA,2001.0,3.0,73.0,L,38,25,7,7,28,"[None, None, None, None, 50]","[None, None, None, None, 48]","[None, None, None, None, 30]","[None, None, None, None, 'COL']"
2009-2010,8469658,Cristobal Huet,CHI,G,11.7,3.3,78.3,88.3,3.3,26.7,85.0,93.3,35.0,53.3,53.3,21.7,65.0,54,59,14,8,59,45,10,5,37,25,26,43,22,60,Tandem (1A),48.0,2691.37,0.895,2.54,98.18,114.0,G,73.0,205.0,1975-09-03,FRA,2001.0,7.0,214.0,L,26,14,4,4,33,"[None, None, None, None, 11]","[None, None, None, None, 3]","[None, None, None, None, 78]","[None, None, None, None, 'CHI']"
2009-2010,8470147,Curtis McElhinney,ANA,G,20.0,18.3,55.0,71.7,26.7,11.7,96.7,91.7,26.7,33.3,33.3,35.8,13.3,49,50,28,18,45,54,3,6,41,36,37,35,53,60,Backup,20.0,1002.08,0.902,3.05,45.09,51.0,G,73.0,210.0,1983-05-23,CAN,2002.0,6.0,176.0,L,8,5,2,0,26,"[None, None, None, None, 20]","[None, None, None, None, 18]","[None, None, None, None, 55]","[None, None, None, None, 'ANA']"
2009-2010,8468540,Dan Ellis,NSH,G,55.0,73.3,15.0,93.3,41.7,58.3,20.0,20.0,63.3,40.0,40.0,38.3,35.0,28,17,52,5,36,26,49,49,23,32,33,34,40,60,Backup,31.0,1698.87,0.909,2.72,73.4,77.0,G,73.0,195.0,1980-06-19,CAN,2000.0,2.0,60.0,L,15,13,1,1,29,"[None, None, None, None, 55]","[None, None, None, None, 73]","[None, None, None, None, 15]","[None, None, None, None, 'NSH']"
2009-2010,8471227,Devan Dubnyk,EDM,G,15.0,23.3,13.3,100.0,5.0,28.3,95.0,18.3,10.0,18.3,18.3,5.0,11.7,52,47,53,1,58,44,4,50,51,43,44,53,54,60,Backup,19.0,1058.78,0.891,3.57,51.43,63.0,G,78.0,224.0,1986-05-04,CAN,2004.0,1.0,14.0,L,4,10,2,0,23,"[None, None, None, None, 15]","[None, None, None, None, 23]","[None, None, None, None, 13]","[None, None, None, None, 'EDM']"
2009-2010,8460806,Dwayne Roloson,NYI,G,56.7,60.0,31.7,36.7,25.0,86.7,28.3,6.7,93.3,68.3,68.3,35.8,68.3,27,25,42,39,46,9,44,57,5,18,19,35,20,60,Starter,50.0,2808.43,0.907,3.08,144.06,144.0,G,73.0,170.0,1969-10-12,CAN,,,,L,23,18,7,1,39,"[None, None, None, None, 56]","[None, None, None, None, 60]","[None, None, None, None, 31]","[None, None, None, None, 'NYI']"
2009-2010,8460705,Evgeni Nabokov,SJS,G,93.3,86.7,91.7,78.3,93.3,53.3,30.0,30.0,88.3,96.7,95.0,70.0,91.7,5,9,6,14,5,29,43,43,8,3,4,18,6,60,Starter,71.0,4103.47,0.922,2.46,187.7,168.0,G,72.0,202.0,1975-07-25,KAZ,1994.0,9.0,219.0,L,44,16,10,3,34,"[None, None, None, None, 93]","[None, None, None, None, 86]","[None, None, None, None, 91]","[None, None, None, None, 'SJS']"
2009-2010,8468685,Henrik Lundqvist,NYR,G,100.0,100.0,86.7,90.0,95.0,98.3,6.7,3.3,100.0,100.0,100.0,96.7,96.7,1,1,9,7,4,2,57,59,1,1,1,3,3,60,Starter,73.0,4130.9,0.922,2.37,214.65,163.0,G,73.0,182.0,1982-03-02,SWE,2000.0,7.0,205.0,L,35,27,10,4,27,"[None, None, None, None, 100]","[None, None, None, None, 100]","[None, None, None, None, 86]","[None, None, None, None, 'NYR']"
2009-2010,8468524,Ilya Bryzgalov,PHX,G,91.7,81.7,95.0,85.0,88.3,48.3,86.7,51.7,51.7,85.0,83.3,81.7,88.3,6,12,4,10,8,32,9,30,30,10,11,11,8,60,Starter,69.0,3946.45,0.92,2.37,168.84,156.0,G,75.0,213.0,1980-06-22,RUS,2000.0,2.0,44.0,L,42,20,6,8,29,"[None, None, None, None, 91]","[None, None, None, None, 81]","[None, None, None, None, 95]","[None, None, None, None, 'PHX']"
2009-2010,8470860,Jaroslav Halak,MTL,G,96.7,95.0,76.7,98.3,75.0,88.3,15.0,15.0,95.0,78.3,78.3,45.0,56.7,3,4,15,2,16,8,52,52,4,13,14,30,27,60,Tandem (1A),45.0,2579.27,0.924,2.44,116.87,105.0,G,71.0,189.0,1985-05-13,SVK,2003.0,9.0,271.0,L,26,13,5,5,24,"[None, None, None, None, 96]","[None, None, None, None, 95]","[None, None, None, None, 76]","[None, None, None, None, 'MTL']"
2009-2010,8467391,Jason LaBarbera,PHX,G,71.7,61.7,68.3,35.0,58.3,63.3,65.0,96.7,90.0,62.5,62.5,46.7,8.3,18,24,20,40,26,23,22,3,7,21,22,29,56,60,Backup,17.0,892.9,0.928,2.22,35.61,33.0,G,75.0,232.0,1980-01-18,CAN,1998.0,3.0,66.0,L,8,5,1,0,29,"[None, None, None, None, 71]","[None, None, None, None, 61]","[None, None, None, None, 68]","[None, None, None, None, 'PHX']"
2009-2010,8462044,Jean-Sebastien Giguere,TOR,G,80.0,68.3,93.3,8.3,35.0,90.0,53.3,16.7,49.2,80.8,80.0,67.5,43.3,13,20,5,56,40,7,29,51,31,12,13,19,35,60,Tandem (1B),35.0,1978.12,0.907,2.91,97.23,96.0,G,73.0,202.0,1977-05-16,CAN,1995.0,1.0,13.0,L,10,15,7,3,32,"[None, None, None, None, 80]","[None, None, None, None, 68]","[None, None, None, None, 93]","[None, None, None, None, 'TOR']"
2009-2010,8470074,Jeff Deslauriers,EDM,G,36.7,25.0,88.3,41.7,18.3,45.0,11.7,1.7,86.7,24.2,24.2,11.7,66.7,39,46,8,36,50,34,54,60,9,41,42,49,21,60,Tandem (1A),48.0,2757.15,0.901,3.31,139.02,152.0,G,76.0,203.0,1984-05-15,CAN,2002.0,2.0,31.0,R,16,28,4,3,25,"[None, None, None, None, 36]","[None, None, None, None, 25]","[None, None, None, None, 88]","[None, None, None, None, 'EDM']"
2009-2010,8470657,Jimmy Howard,DET,G,73.3,56.7,80.0,31.7,78.3,43.3,63.3,38.3,73.3,56.7,56.7,76.7,83.3,17,27,13,42,14,35,23,38,17,24,25,14,11,60,Starter,63.0,3663.78,0.924,2.31,141.3,141.0,G,73.0,218.0,1984-03-26,USA,2003.0,2.0,64.0,L,37,15,10,3,25,"[None, None, None, None, 73]","[None, None, None, None, 56]","[None, None, None, None, 80]","[None, None, None, None, 'DET']"
2009-2010,8460704,Johan Hedberg,ATL,G,66.7,75.0,48.3,38.3,91.7,41.7,25.0,31.7,70.0,74.2,74.2,88.3,61.7,21,16,32,38,6,36,46,42,19,15,16,8,24,60,Tandem (1A),47.0,2591.2,0.915,2.66,118.29,115.0,G,72.0,190.0,1973-05-05,SWE,1994.0,9.0,218.0,L,21,16,6,3,36,"[None, None, None, None, 66]","[None, None, None, None, 75]","[None, None, None, None, 48]","[None, None, None, None, 'ATL']"
2009-2010,8475361,Jonas Gustavsson,TOR,G,33.3,31.7,63.3,25.0,10.0,80.0,88.3,45.0,13.3,10.0,10.0,67.5,51.7,41,42,23,46,55,13,8,34,49,48,49,19,30,60,Tandem (1A),42.0,2296.08,0.902,2.93,97.7,112.0,G,76.0,201.0,1984-10-24,SWE,,,,L,16,15,9,1,24,"[None, None, None, None, 33]","[None, None, None, None, 31]","[None, None, None, None, 63]","[None, None, None, None, 'TOR']"
2009-2010,8473972,Jonas Hiller,ANA,G,95.0,98.3,43.3,50.0,83.3,96.7,33.3,8.3,68.3,76.7,76.7,100.0,76.7,4,2,35,31,11,3,41,56,20,14,15,1,15,60,Starter,59.0,3281.63,0.918,2.78,166.53,152.0,G,74.0,191.0,1982-02-12,CHE,,,,R,30,23,4,2,27,"[None, None, None, None, 95]","[None, None, None, None, 98]","[None, None, None, None, 43]","[None, None, None, None, 'ANA']"
2009-2010,8471734,Jonathan Quick,LAK,G,48.3,45.0,26.7,28.3,48.3,61.7,48.3,56.7,35.0,43.3,43.3,71.7,95.0,32,34,45,44,32,24,32,27,37,30,31,17,4,60,Starter,72.0,4146.68,0.907,2.6,169.36,180.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,39,24,7,4,23,"[None, None, None, None, 48]","[None, None, None, None, 45]","[None, None, None, None, 26]","[None, None, None, None, 'LAK']"
2009-2010,8460535,Jose Theodore,WSH,G,86.7,90.0,33.3,53.3,66.7,93.3,21.7,36.7,81.7,74.2,74.2,62.5,58.3,9,7,41,29,21,5,48,39,12,15,16,21,26,60,Tandem (1A),47.0,2537.08,0.91,2.86,119.94,121.0,G,71.0,172.0,1976-09-13,CAN,1994.0,2.0,44.0,R,30,7,7,1,32,"[None, None, None, None, 86]","[None, None, None, None, 90]","[None, None, None, None, 33]","[None, None, None, None, 'WSH']"
2009-2010,8470216,Josh Harding,MIN,G,21.7,35.0,10.0,16.7,71.7,23.3,66.7,65.0,31.7,15.0,15.0,10.0,23.3,48,40,55,51,18,47,21,22,38,45,46,50,47,60,Backup,25.0,1290.18,0.904,3.07,56.12,66.0,G,74.0,194.0,1984-06-18,CAN,2002.0,2.0,38.0,R,9,12,0,1,25,"[None, None, None, None, 21]","[None, None, None, None, 35]","[None, None, None, None, 10]","[None, None, None, None, 'MIN']"
2009-2010,8459308,Manny Legace,CAR,G,70.0,76.7,46.7,21.7,68.3,68.3,46.7,28.3,49.2,53.3,53.3,95.0,28.3,19,15,33,48,20,20,33,44,31,25,26,4,44,60,Backup,28.0,1441.68,0.907,2.87,67.84,69.0,G,70.0,200.0,1973-02-04,CAN,1993.0,8.0,188.0,L,10,7,5,1,36,"[None, None, None, None, 70]","[None, None, None, None, 76]","[None, None, None, None, 46]","[None, None, None, None, 'CAR']"
2009-2010,8470594,Marc-Andre Fleury,PIT,G,28.3,26.7,73.3,20.0,21.7,50.0,40.0,70.0,30.0,48.3,48.3,30.0,85.0,44,45,17,49,48,31,37,19,39,27,28,38,10,60,Starter,67.0,3681.43,0.907,2.69,149.62,165.0,G,74.0,185.0,1984-11-28,CAN,2003.0,1.0,1.0,L,37,21,6,1,24,"[None, None, None, None, 28]","[None, None, None, None, 26]","[None, None, None, None, 73]","[None, None, None, None, 'PIT']"
2009-2010,8462047,Martin Biron,NYI,G,30.0,63.3,1.7,6.7,65.0,76.7,16.7,21.7,45.8,8.3,8.3,51.7,30.0,43,23,60,57,22,15,51,48,32,49,50,27,43,60,Backup,29.0,1592.1,0.897,3.32,78.1,88.0,G,74.0,186.0,1977-08-15,CAN,1995.0,1.0,16.0,L,9,14,4,1,32,"[None, None, None, None, 30]","[None, None, None, None, 63]","[None, None, None, None, 1]","[None, None, None, None, 'NYI']"
2009-2010,8455710,Martin Brodeur,NJD,G,51.7,51.7,38.3,18.3,46.7,66.7,73.3,78.3,40.0,28.3,28.3,75.0,100.0,30,30,38,50,33,21,17,14,35,39,40,15,1,60,Starter,77.0,4393.48,0.916,2.28,158.3,167.0,G,74.0,220.0,1972-05-06,CAN,1990.0,1.0,20.0,L,45,25,6,9,37,"[None, None, None, None, 51]","[None, None, None, None, 51]","[None, None, None, None, 38]","[None, None, None, None, 'NJD']"
2009-2010,8460612,Marty Turco,DAL,G,38.3,53.3,8.3,40.0,55.0,51.7,50.0,55.0,58.3,46.7,46.7,31.7,70.0,38,29,56,37,28,30,31,28,26,28,29,37,19,60,Starter,53.0,2958.1,0.913,2.82,126.63,139.0,G,71.0,184.0,1975-08-13,CAN,1994.0,5.0,124.0,L,22,20,11,4,34,"[None, None, None, None, 38]","[None, None, None, None, 53]","[None, None, None, None, 8]","[None, None, None, None, 'DAL']"
2009-2010,8464999,Mathieu Garon,CBJ,G,31.7,30.0,66.7,43.3,50.0,25.0,68.3,81.7,16.7,58.3,58.3,23.3,41.7,42,43,21,35,31,46,20,12,47,23,24,42,36,60,Tandem (1B),35.0,1737.27,0.902,2.87,75.76,83.0,G,73.0,198.0,1978-01-09,CAN,1996.0,2.0,44.0,R,12,9,6,2,31,"[None, None, None, None, 31]","[None, None, None, None, 30]","[None, None, None, None, 66]","[None, None, None, None, 'CBJ']"
2009-2010,8468038,Michael Leighton,PHI,G,26.7,21.7,85.0,76.7,53.3,5.0,13.3,48.3,20.0,26.7,26.7,65.0,40.0,45,48,10,15,29,58,53,32,45,40,41,20,37,60,Tandem (1B),34.0,1743.45,0.906,2.89,79.98,84.0,G,75.0,186.0,1981-05-19,CAN,1999.0,6.0,165.0,L,17,9,2,1,28,"[None, None, None, None, 26]","[None, None, None, None, 21]","[None, None, None, None, 85]","[None, None, None, None, 'PHI']"
2009-2010,8473607,Michal Neuvirth,WSH,G,61.7,46.7,56.7,33.3,61.7,46.7,41.7,46.7,75.0,93.3,91.7,16.7,6.7,24,33,27,41,24,33,36,33,16,5,6,46,57,60,Backup,17.0,872.22,0.914,2.75,39.47,40.0,G,73.0,209.0,1988-03-23,CZE,2006.0,2.0,34.0,L,9,4,0,0,21,"[None, None, None, None, 61]","[None, None, None, None, 46]","[None, None, None, None, 56]","[None, None, None, None, 'WSH']"
2009-2010,8462147,Miikka Kiprusoff,CGY,G,63.3,70.0,50.0,81.7,70.0,36.7,56.7,66.7,56.7,65.0,65.0,73.3,98.3,23,19,31,12,19,39,27,21,27,20,21,16,2,60,Starter,73.0,4182.17,0.92,2.34,161.18,163.0,G,73.0,185.0,1976-10-26,FIN,1995.0,5.0,116.0,L,35,28,10,4,32,"[None, None, None, None, 63]","[None, None, None, None, 70]","[None, None, None, None, 50]","[None, None, None, None, 'CGY']"
2009-2010,8469608,Mike Smith,TBL,G,16.7,20.0,36.7,70.0,36.7,16.7,58.3,58.3,7.5,20.8,20.8,26.7,48.3,51,49,39,19,39,51,26,26,52,42,43,40,32,60,Tandem (1A),42.0,2242.4,0.9,3.13,94.61,117.0,G,77.0,220.0,1982-03-22,CAN,2001.0,5.0,161.0,L,13,18,7,2,27,"[None, None, None, None, 16]","[None, None, None, None, 20]","[None, None, None, None, 36]","[None, None, None, None, 'TBL']"
2009-2010,8473404,Niklas Backstrom,MIN,G,8.3,10.0,40.0,66.7,13.3,20.0,83.3,98.3,1.7,6.7,6.7,18.3,78.3,56,55,37,21,53,49,11,2,55,50,51,45,14,60,Starter,60.0,3409.92,0.903,2.74,117.59,156.0,G,74.0,192.0,1978-02-13,FIN,,,,L,26,23,8,2,31,"[None, None, None, None, 8]","[None, None, None, None, 10]","[None, None, None, None, 40]","[None, None, None, None, 'MIN']"
2009-2010,8459140,Nikolai Khabibulin,EDM,G,45.0,50.0,18.3,63.3,28.3,73.3,8.3,5.0,11.7,86.7,85.0,55.0,10.0,34,31,50,23,44,17,56,58,50,9,10,25,55,60,Backup,18.0,1069.12,0.909,3.09,49.1,55.0,G,73.0,208.0,1973-01-13,RUS,1992.0,9.0,204.0,L,7,9,2,0,36,"[None, None, None, None, 45]","[None, None, None, None, 50]","[None, None, None, None, 18]","[None, None, None, None, 'EDM']"
2009-2010,8471715,Ondrej Pavelec,ATL,G,23.3,13.3,90.0,45.0,43.3,6.7,26.7,13.3,28.3,20.8,20.8,40.0,50.0,47,53,7,34,35,57,45,53,40,42,43,33,31,60,Tandem (1A),42.0,2290.28,0.906,3.3,116.02,126.0,G,75.0,212.0,1987-08-31,CZE,2005.0,2.0,41.0,L,14,18,7,2,22,"[None, None, None, None, 23]","[None, None, None, None, 13]","[None, None, None, None, 90]","[None, None, None, None, 'ATL']"
2009-2010,8469461,Pascal Leclaire,OTT,G,1.7,1.7,60.0,1.7,23.3,3.3,36.7,85.0,3.3,38.3,38.3,1.7,38.3,60,60,25,60,47,59,39,10,54,33,34,55,38,60,Tandem (1B),34.0,1717.8,0.887,3.25,73.17,93.0,G,74.0,202.0,1982-11-07,CAN,2001.0,1.0,8.0,L,12,14,2,0,26,"[None, None, None, None, 1]","[None, None, None, None, 1]","[None, None, None, None, 60]","[None, None, None, None, 'OTT']"
2009-2010,8459579,Patrick Lalime,BUF,G,25.0,28.3,53.3,30.0,51.7,18.3,91.7,83.3,80.0,24.2,24.2,41.7,5.0,46,44,29,43,30,50,6,11,13,41,42,32,58,60,Backup,16.0,825.52,0.907,2.91,37.75,40.0,G,75.0,192.0,1974-07-07,CAN,1993.0,6.0,156.0,L,4,8,2,0,35,"[None, None, None, None, 25]","[None, None, None, None, 28]","[None, None, None, None, 53]","[None, None, None, None, 'BUF']"
2009-2010,8471469,Pekka Rinne,NSH,G,60.0,71.7,25.0,51.7,81.7,38.3,81.7,68.3,45.8,36.7,36.7,80.0,75.0,25,18,46,30,12,38,12,20,32,34,35,12,16,60,Starter,58.0,3190.23,0.911,2.58,124.49,137.0,G,77.0,217.0,1982-11-03,FIN,2004.0,8.0,258.0,L,32,16,5,7,26,"[None, None, None, None, 60]","[None, None, None, None, 71]","[None, None, None, None, 25]","[None, None, None, None, 'NSH']"
2009-2010,8469514,Peter Budaj,COL,G,75.0,85.0,21.7,73.3,100.0,31.7,18.3,50.0,43.3,80.8,96.7,13.3,1.7,16,10,48,17,1,42,50,31,33,12,3,48,60,60,Backup,15.0,723.08,0.916,2.66,31.58,32.0,G,73.0,196.0,1982-09-18,SVK,2001.0,2.0,63.0,L,5,5,2,1,26,"[None, None, None, None, 75]","[None, None, None, None, 85]","[None, None, None, None, 21]","[None, None, None, None, 'COL']"
2009-2010,8469548,Ray Emery,PHI,G,78.3,88.3,5.0,80.0,98.3,60.0,5.0,40.0,71.7,88.3,86.7,33.3,31.7,14,8,58,13,2,25,58,37,18,8,9,36,42,60,Backup,29.0,1664.68,0.905,2.67,73.78,74.0,G,74.0,196.0,1982-09-28,CAN,2001.0,4.0,99.0,L,16,11,1,3,26,"[None, None, None, None, 78]","[None, None, None, None, 88]","[None, None, None, None, 5]","[None, None, None, None, 'PHI']"
2009-2010,8466141,Roberto Luongo,VAN,G,58.3,78.3,20.0,46.7,60.0,65.0,75.0,61.7,65.0,62.5,62.5,60.0,86.7,26,14,49,33,25,22,16,24,22,21,22,22,9,60,Starter,68.0,3820.67,0.912,2.62,162.7,167.0,G,75.0,215.0,1979-04-04,CAN,1997.0,1.0,4.0,L,40,22,4,4,30,"[None, None, None, None, 58]","[None, None, None, None, 78]","[None, None, None, None, 20]","[None, None, None, None, 'VAN']"
2009-2010,8468011,Ryan Miller,BUF,G,90.0,80.0,100.0,15.0,76.7,81.7,55.0,25.0,85.0,95.0,93.3,93.3,90.0,7,13,1,52,15,12,28,46,10,4,5,5,7,60,Starter,69.0,3985.93,0.929,2.24,169.79,149.0,G,74.0,170.0,1980-07-17,USA,1999.0,5.0,138.0,L,41,18,8,5,29,"[None, None, None, None, 90]","[None, None, None, None, 80]","[None, None, None, None, 100]","[None, None, None, None, 'BUF']"
2009-2010,8466339,Scott Clemmensen,FLA,G,46.7,33.3,70.0,61.7,6.7,75.0,61.7,35.0,41.7,71.7,71.7,49.2,18.3,33,41,19,24,57,16,24,40,34,16,17,28,50,60,Backup,23.0,1197.68,0.913,2.91,53.54,58.0,G,74.0,200.0,1977-07-23,USA,1997.0,8.0,215.0,L,9,8,2,1,32,"[None, None, None, None, 46]","[None, None, None, None, 33]","[None, None, None, None, 70]","[None, None, None, None, 'FLA']"
2009-2010,8473575,Semyon Varlamov,WSH,G,83.3,91.7,6.7,58.3,15.0,100.0,1.7,23.3,83.3,53.3,53.3,84.2,26.7,11,6,57,26,52,1,60,47,11,25,26,10,45,60,Backup,26.0,1487.17,0.909,2.62,62.11,65.0,G,74.0,201.0,1988-04-27,RUS,2006.0,1.0,23.0,L,15,4,6,2,21,"[None, None, None, None, 83]","[None, None, None, None, 91]","[None, None, None, None, 6]","[None, None, None, None, 'WSH']"
2009-2010,8473461,Steve Mason,CBJ,G,3.3,8.3,16.7,68.3,8.3,30.0,98.3,73.3,61.7,31.7,31.7,3.3,73.3,59,56,51,20,56,43,2,17,24,37,38,54,17,60,Starter,58.0,3098.08,0.901,3.16,129.95,163.0,G,76.0,210.0,1988-05-29,CAN,2006.0,3.0,69.0,R,20,26,9,5,21,"[None, None, None, None, 3]","[None, None, None, None, 8]","[None, None, None, None, 16]","[None, None, None, None, 'CBJ']"
2009-2010,8471306,Thomas Greiss,SJS,G,65.0,55.0,65.0,91.7,31.7,70.0,70.0,95.0,35.0,90.0,88.3,78.3,3.3,22,28,22,6,42,19,19,4,37,7,8,13,59,60,Backup,16.0,716.48,0.915,2.85,33.04,34.0,G,74.0,219.0,1986-01-29,DEU,2004.0,3.0,94.0,L,7,4,1,0,23,"[None, None, None, None, 65]","[None, None, None, None, 55]","[None, None, None, None, 65]","[None, None, None, None, 'SJS']"
2009-2010,8460703,Tim Thomas,BOS,G,18.3,11.7,75.0,13.3,33.3,15.0,60.0,71.7,78.3,30.0,30.0,6.7,53.3,50,54,16,53,41,52,25,18,14,38,39,52,29,60,Tandem (1A),43.0,2383.18,0.915,2.62,90.42,104.0,G,71.0,201.0,1974-04-15,USA,1994.0,9.0,217.0,L,17,18,8,5,35,"[None, None, None, None, 18]","[None, None, None, None, 11]","[None, None, None, None, 75]","[None, None, None, None, 'BOS']"
