Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2017-2018,8474651,Braden Holtby,WSH,G,86.8,91.2,48.5,88.2,82.4,70.6,11.8,23.5,35.3,98.5,97.1,97.1,92.6,10,7,36,9,13,21,61,53,43,2,3,3,6,68,Starter,54.0,3067.8,0.907,2.99,149.3,153.0,G,73.0,215.0,1989-09-16,CAN,2008.0,4.0,93.0,L,34,16,4,0,27,"[71, 79, 76, 96, 55]","[83, 72, 76, 96, 52]","[9, 93, 47, 22, 55]","['WSH', 'WSH', 'WSH', 'WSH', 'WSH']"
2017-2018,8470880,Brian Elliott,PHI,G,76.5,79.4,30.9,66.2,70.6,79.4,61.8,70.6,58.8,63.2,61.8,47.1,63.2,17,15,48,24,21,15,27,21,28,25,25,37,26,68,Tandem (1A),43.0,2522.0,0.909,2.66,106.47,112.0,G,74.0,221.0,1985-04-09,CAN,2003.0,9.0,291.0,L,23,11,7,1,32,"[59, 46, 97, 45, 67]","[56, 46, 94, 41, 82]","[74, 45, 97, 46, 4]","['STL', 'STL', 'STL', 'CGY', 'PHI']"
2017-2018,8475660,Cam Talbot,EDM,G,72.1,73.5,57.4,54.4,91.2,25.0,17.6,13.2,89.7,58.8,57.4,55.9,100.0,20,19,30,32,7,52,57,60,7,28,28,31,1,68,Starter,67.0,3730.65,0.908,3.02,185.03,188.0,G,75.0,202.0,1987-07-05,CAN,,,,L,31,31,3,1,30,"[98, 96, 42, 95, 38]","[98, 93, 33, 93, 45]","[95, 80, 85, 59, 30]","['NYR', 'NYR', 'EDM', 'EDM', 'EDM']"
2017-2018,8470320,Cam Ward,CAR,G,23.5,17.6,41.2,50.0,10.3,38.2,60.3,25.0,30.9,27.9,27.9,20.6,82.4,53,57,41,35,62,43,28,52,46,49,48,55,13,68,Tandem (1A),43.0,2459.33,0.906,2.73,99.15,112.0,G,73.0,194.0,1984-02-29,CAN,2002.0,1.0,25.0,L,23,14,4,2,33,"[41, 48, 36, 21, 29]","[43, 45, 41, 16, 29]","[19, 71, 36, 72, 39]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2017-2018,8471679,Carey Price,MTL,G,11.8,13.2,22.1,79.4,7.4,32.4,77.9,73.5,16.2,50.0,48.5,36.8,86.8,61,60,54,15,64,47,16,19,56,34,34,44,10,68,Tandem (1A),49.0,2854.62,0.9,3.11,117.45,148.0,G,75.0,217.0,1987-08-16,CAN,2005.0,1.0,5.0,L,16,26,7,1,30,"[91, 100, None, 77, 4]","[88, 96, None, 79, 4]","[94, 85, None, 25, 29]","['MTL', 'MTL', None, 'MTL', 'MTL']"
2017-2018,8475622,Carter Hutton,STL,G,70.6,63.2,69.1,64.7,85.3,29.4,92.6,97.1,76.5,73.5,79.4,63.2,30.9,21,26,22,25,11,49,6,3,16,18,13,26,48,68,Backup,32.0,1605.92,0.931,2.09,64.89,56.0,G,72.0,211.0,1985-12-19,CAN,,,,L,17,7,3,3,31,"[16, 21, 47, 35, 83]","[19, 17, 42, 38, 85]","[17, 59, 73, 54, 66]","['NSH', 'NSH', 'NSH', 'STL', 'STL']"
2017-2018,8479193,Casey DeSmith,PIT,G,92.6,95.6,73.5,94.1,89.7,91.2,72.1,67.6,97.8,87.5,86.8,100.0,2.9,6,4,19,5,8,7,20,23,2,9,9,1,67,68,Backup,14.0,700.15,0.921,2.4,33.1,28.0,G,72.0,188.0,1991-08-13,USA,,,,L,6,4,1,1,26,"[None, None, None, None, 80]","[None, None, None, None, 91]","[None, None, None, None, 54]","[None, None, None, None, 'PIT']"
2017-2018,8473434,Chad Johnson,BUF,G,25.0,20.6,33.8,67.6,76.5,7.4,54.4,48.5,20.6,51.5,50.0,5.9,45.6,52,55,46,23,17,64,32,36,53,33,33,64,38,68,Tandem (1B),36.0,1773.53,0.891,3.55,81.2,105.0,G,75.0,197.0,1986-06-10,CAN,2006.0,5.0,125.0,L,10,16,3,0,31,"[92, 8, 60, 51, 5]","[92, 11, 61, 61, 5]","[76, 12, 55, 33, 38]","['BOS', 'BUF', 'BUF', 'CGY', 'BUF']"
2017-2018,8479292,Charlie Lindgren,MTL,G,80.9,89.7,27.9,89.7,100.0,52.9,1.5,2.9,97.8,87.5,86.8,18.4,5.9,14,8,50,8,1,33,68,67,2,9,9,56,65,68,Backup,14.0,832.97,0.908,3.03,42.93,42.0,G,74.0,190.0,1993-12-18,USA,,,,R,4,8,2,2,23,"[None, None, None, None, 75]","[None, None, None, None, 77]","[None, None, None, None, 41]","[None, None, None, None, 'MTL']"
2017-2018,8476945,Connor Hellebuyck,WPG,G,63.2,57.4,50.0,52.9,80.9,27.9,45.6,85.3,83.8,69.1,66.2,52.9,79.4,26,30,35,33,14,50,38,11,11,21,22,33,15,68,Starter,67.0,3965.9,0.924,2.36,166.2,156.0,G,76.0,207.0,1993-05-19,USA,2012.0,5.0,130.0,L,44,11,9,6,24,"[None, None, 85, 14, 70]","[None, None, 95, 19, 55]","[None, None, 7, 17, 100]","[None, None, 'WPG', 'WPG', 'WPG']"
2017-2018,8470645,Corey Crawford,CHI,G,83.8,82.4,66.2,72.1,64.7,86.8,13.2,36.8,72.1,75.0,70.6,85.3,67.6,12,13,24,20,25,10,60,44,19,17,19,11,23,68,Backup,28.0,1583.5,0.929,2.27,72.1,60.0,G,74.0,216.0,1984-12-31,CAN,2003.0,2.0,52.0,L,16,9,2,2,32,"[47, 80, 80, 64, 85]","[58, 85, 80, 71, 79]","[25, 30, 51, 12, 91]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2017-2018,8471239,Cory Schneider,NJD,G,33.8,36.8,45.6,70.6,8.8,66.2,75.0,47.1,66.2,41.2,41.2,64.7,83.8,46,44,38,21,63,24,18,37,23,40,39,25,12,68,Tandem (1B),40.0,2332.25,0.907,2.93,108.24,114.0,G,75.0,214.0,1986-03-18,USA,2004.0,1.0,26.0,L,17,16,6,1,31,"[68, 87, 73, 32, 27]","[52, 83, 70, 30, 27]","[100, 91, 63, 66, 27]","['NJD', 'NJD', 'NJD', 'NJD', 'NJD']"
2017-2018,8467950,Craig Anderson,OTT,G,16.2,23.5,16.2,80.9,22.1,17.6,29.4,22.1,47.1,44.1,44.1,26.5,80.9,58,53,58,14,54,57,49,54,36,38,37,51,14,68,Starter,58.0,3251.92,0.898,3.32,151.04,180.0,G,74.0,187.0,1981-05-21,USA,2001.0,3.0,73.0,L,23,25,6,2,36,"[25, 74, 27, 80, 2]","[47, 77, 35, 87, 2]","[1, 56, 19, 8, 48]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2017-2018,8470147,Curtis McElhinney,TOR,G,75.0,75.0,60.3,47.1,45.6,92.6,88.2,66.2,64.7,55.9,55.9,89.7,11.8,18,18,28,37,38,6,9,24,24,30,29,8,61,68,Backup,18.0,979.45,0.934,2.14,45.35,35.0,G,73.0,210.0,1983-05-23,CAN,2002.0,6.0,176.0,L,11,5,1,3,34,"[7, 43, 17, 62, 98]","[9, 21, 8, 66, 100]","[28, 95, 92, 35, 36]","['CBJ', 'CBJ', 'CBJ', 'TOR', 'TOR']"
2017-2018,8475311,Darcy Kuemper,ARI,G,30.9,22.1,88.2,10.3,16.2,47.1,63.2,45.6,69.1,8.8,8.8,35.3,20.6,48,54,9,62,58,37,26,38,21,62,61,45,55,68,Backup,29.0,1595.88,0.92,2.52,73.53,67.0,G,77.0,215.0,1990-05-05,CAN,2009.0,6.0,161.0,L,12,7,5,4,27,"[35, 6, 35, 4, 86]","[44, 6, 32, 3, 76]","[10, 48, 77, 64, 97]","['MIN', 'MIN', 'MIN', 'MIN', 'ARI']"
2017-2018,8479496,David Rittich,CGY,G,8.8,7.4,51.5,4.4,5.9,39.7,98.5,100.0,10.3,64.7,86.8,7.4,13.2,63,64,34,66,65,42,2,1,60,24,9,63,60,68,Backup,21.0,1008.33,0.904,2.92,43.06,49.0,G,75.0,200.0,1992-08-19,CZE,,,,L,8,6,3,0,25,"[None, None, None, None, 17]","[None, None, None, None, 19]","[None, None, None, None, 44]","[None, None, None, None, 'CGY']"
2017-2018,8471227,Devan Dubnyk,MIN,G,19.1,26.5,11.8,41.2,36.8,20.6,94.1,94.1,13.2,47.1,45.6,29.4,98.5,56,51,61,41,44,55,5,5,58,36,36,49,2,68,Starter,60.0,3450.32,0.918,2.52,127.45,145.0,G,78.0,224.0,1986-05-04,CAN,2004.0,1.0,14.0,L,35,16,7,5,31,"[13, 77, 32, 19, 25]","[7, 79, 60, 17, 25]","[79, 61, 4, 58, 32]","['NSH', 'MIN', 'MIN', 'MIN', 'MIN']"
2017-2018,8475883,Frederik Andersen,TOR,G,85.3,76.5,98.5,60.3,61.8,77.9,52.9,16.2,82.4,92.6,91.2,61.8,89.7,11,17,2,28,27,16,33,58,12,6,7,27,8,68,Starter,66.0,3888.18,0.918,2.81,190.74,182.0,G,76.0,229.0,1989-10-02,DNK,2012.0,3.0,87.0,L,38,21,5,5,27,"[88, 56, 75, 85, 73]","[82, 50, 67, 74, 63]","[82, 88, 79, 95, 85]","['ANA', 'ANA', 'ANA', 'TOR', 'TOR']"
2017-2018,8468685,Henrik Lundqvist,NYR,G,79.4,80.9,44.1,58.8,69.1,80.9,8.8,7.4,94.1,67.6,64.7,50.0,94.1,15,14,39,29,22,14,63,64,4,22,23,35,5,68,Starter,63.0,3502.53,0.915,2.98,174.51,174.0,G,73.0,182.0,1982-03-02,SWE,2000.0,7.0,205.0,L,26,26,7,2,35,"[95, 88, 100, 53, 60]","[95, 88, 100, 54, 54]","[65, 69, 17, 62, 58]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2017-2018,8475234,J-F Berube,CHI,G,7.4,8.8,23.5,39.7,47.1,5.9,64.7,58.8,77.9,2.9,2.9,2.9,1.5,64,63,53,42,37,65,25,29,15,66,65,66,68,68,Backup,13.0,667.38,0.894,3.78,36.41,42.0,G,73.0,177.0,1991-07-13,CAN,2009.0,4.0,95.0,L,3,6,1,0,26,"[None, None, None, 9, 20]","[None, None, None, 12, 23]","[None, None, None, 38, 23]","[None, None, None, 'NYI', 'CHI']"
2017-2018,8474593,Jacob Markstrom,VAN,G,61.8,60.3,36.8,16.2,54.4,75.0,44.1,20.6,17.6,91.2,94.1,69.1,51.5,27,28,44,58,32,18,39,55,55,7,5,22,34,68,Starter,60.0,3413.72,0.912,2.71,152.23,154.0,G,78.0,207.0,1990-01-31,SWE,2008.0,2.0,31.0,L,23,26,7,2,27,"[4, None, 63, 48, 50]","[6, None, 52, 51, 60]","[50, None, 83, 40, 19]","['VAN', None, 'VAN', 'VAN', 'VAN']"
2017-2018,8474596,Jake Allen,STL,G,39.7,38.2,64.7,45.6,48.5,30.9,79.4,89.7,27.9,42.6,42.6,25.0,85.3,42,43,25,38,36,48,15,8,48,39,38,52,11,68,Starter,59.0,3320.58,0.906,2.75,129.4,152.0,G,74.0,197.0,1990-08-07,CAN,2008.0,2.0,34.0,L,27,25,3,1,27,"[None, 37, 64, 50, 23]","[None, 41, 55, 37, 33]","[None, 51, 82, 90, 10]","[None, 'STL', 'STL', 'STL', 'STL']"
2017-2018,8473503,James Reimer,FLA,G,48.5,52.9,29.4,44.1,55.9,60.3,66.2,61.8,54.4,45.6,52.9,45.6,57.4,36,33,49,39,31,28,24,27,31,37,31,38,30,68,Tandem (1A),44.0,2411.25,0.913,2.99,115.3,120.0,G,74.0,200.0,1988-03-15,CAN,2006.0,4.0,99.0,L,22,14,6,4,29,"[34, 17, 72, 56, 30]","[49, 16, 82, 64, 20]","[6, 46, 13, 24, 79]","['TOR', 'TOR', 'SJS', 'FLA', 'FLA']"
2017-2018,8470860,Jaroslav Halak,NYI,G,73.5,72.1,76.5,8.8,94.1,44.1,26.5,10.3,36.8,70.6,67.6,82.4,50.0,19,20,17,63,5,39,51,62,42,20,21,13,35,68,Starter,54.0,3024.05,0.908,3.19,154.58,161.0,G,71.0,189.0,1985-05-13,SVK,2003.0,9.0,271.0,L,20,26,6,1,32,"[49, 90, 92, 54, 63]","[37, 91, 79, 43, 70]","[89, 54, 89, 91, 17]","['WSH', 'NYI', 'NYI', 'NYI', 'NYI']"
2017-2018,8471301,Jeff Glass,CHI,G,88.2,83.8,92.6,98.5,25.0,98.5,5.9,1.5,4.4,26.5,26.5,76.5,7.4,9,12,6,2,52,2,65,68,64,50,49,17,64,68,Backup,15.0,820.9,0.898,3.36,44.93,46.0,G,75.0,206.0,1985-11-19,CAN,2004.0,3.0,89.0,L,3,7,3,0,31,"[None, None, None, None, 79]","[None, None, None, None, 75]","[None, None, None, None, 80]","[None, None, None, None, 'CHI']"
2017-2018,8470657,Jimmy Howard,DET,G,55.9,39.7,94.1,33.8,63.2,22.1,50.0,69.1,67.6,35.3,35.3,88.2,55.9,31,42,5,46,26,54,35,22,22,44,43,9,31,68,Starter,60.0,3367.62,0.91,2.85,152.91,160.0,G,73.0,218.0,1984-03-26,USA,2003.0,2.0,64.0,L,22,27,9,1,33,"[44, 25, 45, 67, 42]","[41, 32, 38, 46, 39]","[22, 25, 64, 98, 63]","['DET', 'DET', 'DET', 'DET', 'DET']"
2017-2018,8476434,John Gibson,ANA,G,95.6,77.9,100.0,82.4,98.5,23.5,76.5,55.9,79.4,85.3,83.8,94.1,77.9,4,16,1,13,2,53,17,31,14,10,10,5,16,68,Starter,60.0,3428.52,0.926,2.43,164.06,139.0,G,75.0,209.0,1993-07-14,USA,2011.0,2.0,39.0,L,31,18,7,4,24,"[None, 35, 55, 91, 94]","[None, 48, 30, 80, 89]","[None, 22, 100, 100, 98]","[None, 'ANA', 'ANA', 'ANA', 'ANA']"
2017-2018,8473541,Jonathan Bernier,COL,G,50.0,35.3,95.6,5.9,57.4,48.5,57.4,83.8,26.5,79.4,76.5,57.4,44.1,35,45,4,65,30,36,30,12,49,14,15,30,39,68,Tandem (1B),37.0,2001.38,0.913,2.85,88.04,95.0,G,72.0,185.0,1988-08-07,CAN,2006.0,1.0,11.0,L,19,13,3,2,29,"[80, 54, 16, 69, 64]","[74, 51, 11, 56, 57]","[70, 66, 80, 93, 76]","['TOR', 'TOR', 'TOR', 'ANA', 'COL']"
2017-2018,8471734,Jonathan Quick,LAK,G,97.1,92.6,86.8,36.8,42.6,100.0,7.4,39.7,95.6,100.0,100.0,73.5,72.1,3,6,10,44,40,1,64,42,3,1,1,19,20,68,Starter,64.0,3677.08,0.921,2.4,167.8,147.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,33,28,3,5,31,"[73, 67, 82, 88, 89]","[77, 74, 75, 88, 86]","[16, 33, 69, 79, 94]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2017-2018,8476914,Joonas Korpisalo,CBJ,G,29.4,27.9,77.9,14.7,4.4,69.1,30.9,8.8,7.4,19.1,19.1,27.9,16.2,49,50,16,59,66,22,48,63,62,55,54,50,58,68,Backup,18.0,1048.82,0.897,3.32,50.06,58.0,G,76.0,200.0,1994-04-28,FIN,2012.0,3.0,62.0,L,8,8,1,0,23,"[None, None, 94, 29, 10]","[None, None, 92, 27, 7]","[None, None, 54, 80, 69]","[None, None, 'CBJ', 'CBJ', 'CBJ']"
2017-2018,8477424,Juuse Saros,NSH,G,94.1,88.2,97.1,26.5,88.2,85.3,35.3,17.6,63.2,80.9,77.9,80.9,22.1,5,9,3,51,9,11,45,57,25,13,14,14,54,68,Backup,26.0,1494.53,0.925,2.45,72.46,61.0,G,71.0,180.0,1995-04-19,FIN,2013.0,4.0,99.0,L,11,5,7,3,22,"[None, None, None, 72, 92]","[None, None, None, 62, 92]","[None, None, None, 88, 88]","[None, None, None, 'NSH', 'NSH']"
2017-2018,8470140,Kari Lehtonen,DAL,G,52.9,69.1,1.5,48.5,29.4,88.2,67.6,76.5,8.8,25.0,25.0,32.4,64.7,33,22,68,36,49,9,23,17,61,51,50,47,25,68,Tandem (1B),37.0,1943.7,0.912,2.56,75.69,83.0,G,76.0,209.0,1983-11-16,FIN,2002.0,1.0,2.0,L,15,14,3,1,33,"[89, 24, 22, 66, 57]","[91, 25, 17, 82, 69]","[71, 29, 76, 1, 8]","['DAL', 'DAL', 'DAL', 'DAL', 'DAL']"
2017-2018,8476234,Keith Kinkaid,NJD,G,26.5,25.0,70.6,85.3,27.9,13.2,100.0,54.4,55.9,30.9,30.9,30.9,36.8,51,52,21,11,50,60,1,32,30,47,46,48,44,68,Tandem (1A),41.0,2297.57,0.913,2.77,103.91,106.0,G,74.0,195.0,1989-07-04,USA,,,,L,26,10,3,1,28,"[None, 69, 4, 71, 39]","[None, 82, 4, 69, 32]","[None, 14, 57, 69, 67]","[None, 'NJD', 'NJD', 'NJD', 'NJD']"
2017-2018,8476316,Laurent Brossoit,EDM,G,10.3,16.2,14.7,1.5,30.9,55.9,58.8,77.9,40.4,10.3,10.3,18.4,4.4,62,58,59,68,48,31,29,16,40,61,60,56,66,68,Backup,14.0,740.23,0.884,3.24,31.56,40.0,G,75.0,203.0,1993-03-23,CAN,2011.0,6.0,164.0,L,3,7,1,0,24,"[None, None, None, None, 26]","[None, None, None, None, 30]","[None, None, None, None, 22]","[None, None, None, None, 'EDM']"
2017-2018,8475839,Louis Domingue,TBL,G,27.9,42.6,7.4,51.5,23.5,64.7,23.5,35.3,22.1,13.2,13.2,33.8,35.3,50,40,64,34,53,25,53,45,52,59,58,46,45,68,Backup,19.0,1073.77,0.894,3.41,51.99,61.0,G,75.0,207.0,1992-03-06,CAN,2010.0,5.0,138.0,R,7,9,1,0,25,"[None, None, 54, 46, 16]","[None, None, 73, 50, 22]","[None, None, 14, 16, 25]","[None, None, 'ARI', 'ARI', 'TBL']"
2017-2018,8476876,Malcolm Subban,VGK,G,47.1,30.9,91.2,2.9,58.8,57.4,33.8,63.2,70.6,17.6,17.6,75.0,19.1,37,48,7,67,29,30,46,26,20,56,55,18,56,68,Backup,22.0,1230.18,0.91,2.68,53.78,55.0,G,74.0,215.0,1993-12-21,CAN,2012.0,1.0,24.0,L,13,4,2,0,23,"[None, None, None, None, 45]","[None, None, None, None, 42]","[None, None, None, None, 77]","[None, None, None, None, 'VGK']"
2017-2018,8470594,Marc-Andre Fleury,VGK,G,69.1,64.7,63.2,76.5,72.1,35.3,32.4,26.5,61.8,82.4,80.9,86.8,70.6,22,25,26,17,20,45,47,51,26,12,12,10,21,68,Tandem (1A),46.0,2673.4,0.927,2.24,114.28,100.0,G,74.0,185.0,1984-11-28,CAN,2003.0,1.0,1.0,L,29,13,4,4,32,"[29, 83, 66, 27, 82]","[23, 66, 66, 29, 83]","[88, 98, 42, 43, 73]","['PIT', 'PIT', 'PIT', 'PIT', 'VGK']"
2017-2018,8474889,Martin Jones,SJS,G,60.3,44.1,89.7,77.9,20.6,67.6,70.6,44.1,52.9,60.3,58.8,72.1,97.1,28,39,8,16,55,23,21,39,32,27,27,20,3,68,Starter,60.0,3415.73,0.915,2.55,151.5,145.0,G,77.0,203.0,1990-01-10,CAN,,,,L,30,22,6,4,27,"[97, 50, 48, 59, 48]","[97, 54, 48, 53, 36]","[52, 41, 58, 85, 92]","['LAK', 'LAK', 'SJS', 'SJS', 'SJS']"
2017-2018,8476899,Matt Murray,PIT,G,51.5,54.4,35.3,30.9,14.7,83.8,20.6,64.7,44.1,76.5,72.1,79.4,48.5,34,32,45,48,59,12,55,25,38,16,18,15,36,68,Tandem (1A),49.0,2732.97,0.907,2.92,121.53,133.0,G,77.0,220.0,1994-05-25,CAN,2012.0,3.0,83.0,L,27,16,3,1,23,"[None, None, 61, 82, 11]","[None, None, 58, 83, 14]","[None, None, 72, 29, 33]","[None, None, 'PIT', 'PIT', 'PIT']"
2017-2018,8476509,Maxime Lagace,VGK,G,1.5,1.5,10.3,100.0,1.5,1.5,73.5,38.2,2.9,5.9,5.9,1.5,8.8,68,68,62,1,68,68,19,43,65,64,63,67,63,68,Backup,16.0,873.52,0.868,3.92,39.54,57.0,G,74.0,190.0,1993-01-12,CAN,,,,L,6,7,1,0,24,"[None, None, None, None, 1]","[None, None, None, None, 1]","[None, None, None, None, 20]","[None, None, None, None, 'VGK']"
2017-2018,8473607,Michal Neuvirth,PHI,G,32.4,32.4,58.8,57.4,13.2,61.8,39.7,95.6,14.7,66.2,63.2,41.2,29.4,47,47,29,30,60,27,42,4,57,23,24,41,49,68,Backup,21.0,1038.72,0.915,2.6,44.43,45.0,G,73.0,209.0,1988-03-23,CZE,2006.0,2.0,34.0,L,9,7,3,1,29,"[55, 53, 77, 8, 58]","[34, 61, 63, 8, 58]","[98, 8, 95, 21, 42]","['BUF', 'NYI', 'PHI', 'PHI', 'PHI']"
2017-2018,8477237,Mike Condon,OTT,G,13.2,19.1,8.8,22.1,11.8,54.4,42.6,60.3,33.8,14.7,14.7,16.2,54.4,60,56,63,54,61,32,40,28,44,58,57,57,32,68,Backup,31.0,1625.03,0.902,3.25,73.97,88.0,G,74.0,196.0,1990-04-27,USA,,,,L,5,17,5,0,27,"[None, None, 7, 40, 22]","[None, None, 13, 40, 35]","[None, None, 26, 53, 5]","[None, None, 'MTL', 'OTT', 'OTT']"
2017-2018,8469608,Mike Smith,CGY,G,82.4,86.8,61.8,29.4,60.3,95.6,14.7,14.7,85.3,72.1,69.1,22.1,75.0,13,10,27,49,28,4,59,59,10,19,20,54,18,68,Starter,55.0,3190.6,0.916,2.65,149.6,141.0,G,77.0,220.0,1982-03-22,CAN,2001.0,5.0,161.0,L,25,22,6,3,35,"[62, 12, 86, 75, 76]","[71, 12, 88, 72, 72]","[7, 32, 27, 51, 83]","['PHX', 'ARI', 'ARI', 'ARI', 'CGY']"
