Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2016-2017,8475717,Calvin Pickard,COL,G,56.5,54.8,43.5,80.6,12.9,88.7,35.5,35.5,71.0,95.2,93.5,83.9,29.0,28,29,36,13,55,8,41,41,19,4,5,11,45,62,Starter,50.0,2800.27,0.904,3.0,115.68,140.0,G,73.0,206.0,1992-04-15,CAN,2010.0,2.0,49.0,L,15,31,2,2,24,"[None, None, 93, 95, 3]","[None, None, 95, 83, 4]","[None, None, 21, 98, 4]","[None, None, 'COL', 'COL', 'COL']"
2016-2017,8475660,Cam Talbot,EDM,G,91.9,88.7,79.0,53.2,83.9,82.3,17.7,8.1,100.0,74.2,71.0,77.4,87.1,6,8,14,30,11,12,52,58,1,17,19,15,9,62,Starter,73.0,4289.0,0.919,2.39,193.3,171.0,G,75.0,202.0,1987-07-05,CAN,,,,L,42,22,8,7,29,"[None, 98, 96, 42, 95]","[None, 98, 93, 33, 93]","[None, 95, 80, 85, 59]","[None, 'NYR', 'NYR', 'EDM', 'EDM']"
2016-2017,8470320,Cam Ward,CAR,G,21.0,19.4,48.4,61.3,14.5,37.1,56.5,21.0,40.3,24.2,24.2,32.3,83.9,50,51,33,25,54,40,28,50,38,48,48,43,11,62,Starter,61.0,3617.92,0.905,2.69,150.9,162.0,G,73.0,194.0,1984-02-29,CAN,2002.0,1.0,25.0,L,26,22,12,2,32,"[52, 41, 48, 36, 21]","[52, 43, 45, 41, 16]","[21, 19, 71, 36, 72]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2016-2017,8471679,Carey Price,MTL,G,98.4,98.4,61.3,87.1,43.5,98.4,61.3,43.5,96.8,87.1,87.1,88.7,96.8,2,2,25,9,36,2,25,36,3,9,9,8,3,62,Starter,62.0,3708.13,0.923,2.23,145.06,138.0,G,75.0,217.0,1987-08-16,CAN,2005.0,1.0,5.0,L,37,20,5,3,29,"[28, 91, 100, None, 77]","[42, 88, 96, None, 79]","[5, 94, 85, None, 25]","['MTL', 'MTL', 'MTL', None, 'MTL']"
2016-2017,8475622,Carter Hutton,STL,G,27.4,22.6,54.8,54.8,29.0,25.8,90.3,95.2,35.5,16.1,17.7,66.1,11.3,46,49,29,29,45,47,7,4,41,53,52,22,56,62,Backup,30.0,1458.58,0.913,2.39,54.54,58.0,G,72.0,211.0,1985-12-19,CAN,,,,L,13,8,2,4,30,"[None, 16, 21, 47, 35]","[None, 19, 17, 42, 38]","[None, 17, 59, 73, 54]","[None, 'NSH', 'NSH', 'NSH', 'STL']"
2016-2017,8473434,Chad Johnson,CGY,G,30.6,33.9,27.4,16.1,77.4,16.1,22.6,32.3,38.7,58.1,54.8,9.7,40.3,44,42,46,53,15,53,49,43,39,27,29,57,38,62,Tandem (1B),36.0,2013.18,0.91,2.59,89.16,87.0,G,75.0,197.0,1986-06-10,CAN,2006.0,5.0,125.0,L,18,15,1,3,30,"[None, 92, 8, 60, 51]","[None, 92, 11, 61, 61]","[None, 76, 12, 55, 33]","[None, 'BOS', 'BUF', 'BUF', 'CGY']"
2016-2017,8476945,Connor Hellebuyck,WPG,G,40.3,59.7,3.2,67.7,85.5,33.9,33.9,62.9,95.2,45.2,45.2,48.4,51.6,38,26,61,21,10,42,42,24,4,35,35,33,31,62,Starter,56.0,3032.95,0.907,2.89,134.59,146.0,G,76.0,207.0,1993-05-19,USA,2012.0,5.0,130.0,L,26,19,4,4,23,"[None, None, None, 85, 14]","[None, None, None, 95, 19]","[None, None, None, 7, 17]","[None, None, None, 'WPG', 'WPG']"
2016-2017,8470645,Corey Crawford,CHI,G,79.0,83.9,24.2,79.0,75.8,61.3,4.8,24.2,59.7,75.8,72.6,67.7,85.5,14,11,48,14,16,25,60,48,26,16,18,21,10,62,Starter,55.0,3246.87,0.918,2.55,139.37,138.0,G,74.0,216.0,1984-12-31,CAN,2003.0,2.0,52.0,L,32,18,4,2,31,"[86, 47, 80, 80, 64]","[86, 58, 85, 80, 71]","[64, 25, 30, 51, 12]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2016-2017,8471239,Cory Schneider,NJD,G,69.4,62.9,80.6,56.5,30.6,75.8,77.4,54.8,72.6,77.4,75.8,91.9,91.9,20,24,13,28,44,16,15,29,18,15,16,6,6,62,Starter,60.0,3469.48,0.908,2.82,154.96,163.0,G,75.0,214.0,1986-03-18,USA,2004.0,1.0,26.0,L,20,27,11,2,30,"[70, 68, 87, 73, 32]","[61, 52, 83, 70, 30]","[87, 100, 91, 63, 66]","['VAN', 'NJD', 'NJD', 'NJD', 'NJD']"
2016-2017,8467950,Craig Anderson,OTT,G,61.3,75.8,9.7,96.8,56.5,54.8,51.6,30.6,66.1,51.6,50.0,61.3,61.3,25,16,57,3,28,29,31,44,22,31,32,25,25,62,Tandem (1B),40.0,2421.23,0.926,2.28,97.86,92.0,G,74.0,187.0,1981-05-21,USA,2001.0,3.0,73.0,L,25,11,4,5,35,"[93, 25, 74, 27, 80]","[75, 47, 77, 35, 87]","[98, 1, 56, 19, 8]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2016-2017,8470147,Curtis McElhinney,TOR,G,24.2,14.5,90.3,40.3,6.5,35.5,50.0,46.8,11.3,35.5,35.5,62.9,14.5,48,54,7,38,59,41,32,34,56,41,41,24,54,62,Backup,21.0,1134.48,0.917,2.7,53.46,51.0,G,73.0,210.0,1983-05-23,CAN,2002.0,6.0,176.0,L,8,8,2,1,33,"[None, 7, 43, 17, 62]","[None, 9, 21, 8, 66]","[None, 28, 95, 92, 35]","[None, 'CBJ', 'CBJ', 'CBJ', 'TOR']"
2016-2017,8475311,Darcy Kuemper,MIN,G,3.2,3.2,67.7,4.8,8.1,11.3,74.2,71.0,37.1,1.6,1.6,6.5,12.9,61,61,21,60,58,56,17,19,40,61,61,59,55,62,Backup,18.0,1052.63,0.902,3.13,43.65,55.0,G,77.0,215.0,1990-05-05,CAN,2009.0,6.0,161.0,L,8,5,3,0,26,"[None, 35, 6, 35, 4]","[None, 44, 6, 32, 3]","[None, 10, 48, 77, 64]","[None, 'MIN', 'MIN', 'MIN', 'MIN']"
2016-2017,8471227,Devan Dubnyk,MIN,G,35.5,43.5,14.5,48.4,58.1,29.0,85.5,93.5,17.7,43.5,43.5,72.6,93.5,41,36,54,33,27,45,10,5,52,36,36,18,5,62,Starter,65.0,3753.4,0.923,2.25,129.45,141.0,G,78.0,224.0,1986-05-04,CAN,2004.0,1.0,14.0,L,40,19,5,5,30,"[91, 13, 77, 32, 19]","[77, 7, 79, 60, 17]","[93, 79, 61, 4, 58]","['EDM', 'NSH', 'MIN', 'MIN', 'MIN']"
2016-2017,8475663,Eddie Lack,CAR,G,71.0,66.1,71.0,88.7,74.2,40.3,25.8,6.5,87.1,50.0,66.1,16.1,33.9,19,22,19,8,17,38,47,59,9,32,22,53,42,62,Backup,20.0,1089.85,0.902,2.64,46.74,48.0,G,76.0,187.0,1988-01-05,SWE,,,,L,8,7,3,1,28,"[None, 56, 72, 50, 74]","[None, 61, 62, 47, 75]","[None, 44, 90, 75, 30]","[None, 'VAN', 'VAN', 'CAR', 'CAR']"
2016-2017,8475883,Frederik Andersen,TOR,G,80.6,72.6,98.4,22.6,72.6,67.7,62.9,41.9,56.5,98.4,96.8,64.5,79.0,13,18,2,49,18,21,24,37,28,2,3,23,14,62,Starter,66.0,3799.33,0.918,2.67,184.41,169.0,G,76.0,229.0,1989-10-02,DNK,2012.0,3.0,87.0,L,33,16,14,4,26,"[None, 88, 56, 75, 85]","[None, 82, 50, 67, 74]","[None, 82, 88, 79, 95]","[None, 'ANA', 'ANA', 'ANA', 'TOR']"
2016-2017,8468685,Henrik Lundqvist,NYR,G,96.8,96.8,29.0,75.8,96.8,80.6,14.5,3.2,91.9,83.9,83.9,85.5,88.7,3,3,45,16,3,13,54,61,6,11,11,10,8,62,Starter,57.0,3239.9,0.91,2.74,149.28,148.0,G,73.0,182.0,1982-03-02,SWE,2000.0,7.0,205.0,L,31,20,4,2,34,"[100, 95, 88, 100, 53]","[100, 95, 88, 100, 54]","[17, 65, 69, 17, 62]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2016-2017,8475234,J-F Berube,NYI,G,4.8,6.5,33.9,1.6,51.6,3.2,100.0,98.4,45.2,4.0,4.0,3.2,1.6,60,59,42,62,31,61,1,2,35,60,60,61,62,62,Backup,14.0,526.82,0.889,3.42,21.41,30.0,G,73.0,177.0,1991-07-13,CAN,2009.0,4.0,95.0,L,3,2,2,0,25,"[None, None, None, None, 9]","[None, None, None, None, 12]","[None, None, None, None, 38]","[None, None, None, None, 'NYI']"
2016-2017,8474593,Jacob Markstrom,VAN,G,53.2,48.4,59.7,35.5,59.7,50.0,8.1,16.1,21.0,93.5,98.4,56.5,27.4,30,33,26,41,26,32,58,53,50,5,2,28,46,62,Backup,26.0,1416.55,0.911,2.63,62.73,62.0,G,78.0,207.0,1990-01-31,SWE,2008.0,2.0,31.0,L,10,11,3,0,26,"[7, 4, None, 63, 48]","[14, 6, None, 52, 51]","[3, 50, None, 83, 40]","['FLA', 'VAN', None, 'VAN', 'VAN']"
2016-2017,8474596,Jake Allen,STL,G,50.0,40.3,87.1,58.1,27.4,43.5,80.6,90.3,32.3,64.5,61.3,29.0,66.1,32,38,9,27,46,36,13,7,43,23,25,45,22,62,Starter,61.0,3418.78,0.915,2.42,132.73,138.0,G,74.0,197.0,1990-08-07,CAN,2008.0,2.0,34.0,L,33,20,5,4,26,"[43, None, 37, 64, 50]","[38, None, 41, 55, 37]","[77, None, 51, 82, 90]","['STL', None, 'STL', 'STL', 'STL']"
2016-2017,8473503,James Reimer,FLA,G,46.8,56.5,11.3,30.6,38.7,79.0,66.1,53.2,48.4,53.2,56.5,24.2,46.8,34,28,56,44,39,14,22,30,33,30,28,48,34,62,Tandem (1A),43.0,2324.57,0.92,2.53,96.05,98.0,G,74.0,200.0,1988-03-15,CAN,2006.0,4.0,99.0,L,18,16,5,3,28,"[56, 34, 17, 72, 56]","[43, 49, 16, 82, 64]","[89, 6, 46, 13, 24]","['TOR', 'TOR', 'TOR', 'SJS', 'FLA']"
2016-2017,8477225,Jared Coreau,DET,G,6.5,4.8,62.9,85.5,3.2,4.8,95.2,79.0,3.2,4.0,4.0,1.6,4.8,59,60,24,10,61,60,4,14,61,60,60,62,60,62,Backup,14.0,710.73,0.887,3.46,31.81,41.0,G,77.0,214.0,1991-11-05,CAN,,,,L,5,4,3,2,24,"[None, None, None, None, 11]","[None, None, None, None, 9]","[None, None, None, None, 74]","[None, None, None, None, 'DET']"
2016-2017,8470860,Jaroslav Halak,NYI,G,87.1,82.3,95.2,29.0,88.7,66.1,21.0,4.8,90.3,88.7,88.7,80.6,48.4,9,12,4,45,8,22,50,60,7,8,8,13,33,62,Backup,28.0,1605.0,0.915,2.8,77.91,75.0,G,71.0,189.0,1985-05-13,SVK,2003.0,9.0,271.0,L,12,9,5,2,31,"[40, 49, 90, 92, 54]","[40, 37, 91, 79, 43]","[61, 89, 54, 89, 91]","['STL', 'WSH', 'NYI', 'NYI', 'NYI']"
2016-2017,8473553,Jeff Zatkoff,LAK,G,1.6,1.6,83.9,6.5,25.8,1.6,98.4,100.0,1.6,22.6,22.6,12.9,3.2,62,62,11,59,47,62,2,1,62,49,49,55,61,62,Backup,13.0,549.78,0.879,2.95,18.53,27.0,G,74.0,186.0,1987-06-09,USA,2006.0,3.0,74.0,L,2,7,1,0,29,"[None, 31, None, 8, 6]","[None, 20, None, 5, 6]","[None, 91, None, 86, 77]","[None, 'PIT', None, 'PIT', 'LAK']"
2016-2017,8470657,Jimmy Howard,DET,G,45.2,35.5,85.5,64.5,41.9,32.3,58.1,77.4,41.9,19.4,19.4,79.0,43.5,35,41,10,23,37,43,27,15,37,51,51,14,36,62,Backup,26.0,1396.72,0.927,2.1,57.63,49.0,G,73.0,218.0,1984-03-26,USA,2003.0,2.0,64.0,L,10,11,1,1,32,"[96, 44, 25, 45, 67]","[96, 41, 32, 38, 46]","[36, 22, 25, 64, 98]","['DET', 'DET', 'DET', 'DET', 'DET']"
2016-2017,8476434,John Gibson,ANA,G,74.2,50.0,100.0,59.7,93.5,17.7,87.1,75.8,69.4,54.8,51.6,69.4,50.0,17,32,1,26,5,52,9,16,20,29,31,20,32,62,Starter,52.0,2950.15,0.924,2.22,126.29,109.0,G,75.0,209.0,1993-07-14,USA,2011.0,2.0,39.0,L,25,16,9,6,23,"[None, None, 35, 55, 91]","[None, None, 48, 30, 80]","[None, None, 22, 100, 100]","[None, None, 'ANA', 'ANA', 'ANA']"
2016-2017,8473541,Jonathan Bernier,ANA,G,37.1,17.7,93.5,3.2,21.0,56.5,69.4,45.2,54.8,66.1,62.9,19.4,53.2,40,52,5,61,50,28,20,35,29,22,24,51,30,62,Tandem (1B),39.0,1993.18,0.915,2.5,88.45,83.0,G,72.0,185.0,1988-08-07,CAN,2006.0,1.0,11.0,L,21,7,4,2,28,"[82, 80, 54, 16, 69]","[87, 74, 51, 11, 56]","[45, 70, 66, 80, 93]","['LAK', 'TOR', 'TOR', 'TOR', 'ANA']"
2016-2017,8471734,Jonathan Quick,LAK,G,85.5,85.5,58.1,43.5,46.8,96.8,29.0,50.0,98.4,85.5,85.5,82.3,69.4,10,10,27,36,34,3,45,32,2,10,10,12,20,62,Backup,17.0,930.95,0.917,2.26,42.25,35.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,8,5,2,2,30,"[17, 73, 67, 82, 88]","[12, 77, 74, 75, 88]","[75, 16, 33, 69, 79]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2016-2017,8476914,Joonas Korpisalo,CBJ,G,64.5,64.5,64.5,9.7,48.4,83.9,24.2,1.6,19.4,38.7,38.7,27.4,17.7,23,23,23,57,33,11,48,62,51,39,39,46,52,62,Backup,14.0,790.52,0.905,2.88,36.61,38.0,G,76.0,200.0,1994-04-28,FIN,2012.0,3.0,62.0,L,7,5,1,1,22,"[None, None, None, 94, 29]","[None, None, None, 92, 27]","[None, None, None, 54, 80]","[None, None, None, 'CBJ', 'CBJ']"
2016-2017,8477424,Juuse Saros,NSH,G,77.4,69.4,96.8,98.4,100.0,6.5,41.9,19.4,8.1,82.3,82.3,25.8,9.7,15,20,3,2,1,59,37,51,58,12,12,47,57,62,Backup,21.0,1199.92,0.923,2.35,50.41,47.0,G,71.0,180.0,1995-04-19,FIN,2013.0,4.0,99.0,L,10,8,3,1,21,"[None, None, None, None, 72]","[None, None, None, None, 62]","[None, None, None, None, 88]","[None, None, None, None, 'NSH']"
2016-2017,8470140,Kari Lehtonen,DAL,G,29.0,41.9,16.1,19.4,40.3,51.6,30.6,27.4,14.5,25.8,25.8,22.6,77.4,45,37,53,51,38,31,44,46,54,47,47,49,15,62,Starter,59.0,3177.15,0.902,2.85,143.72,151.0,G,76.0,209.0,1983-11-16,FIN,2002.0,1.0,2.0,L,22,25,7,3,32,"[80, 89, 24, 22, 66]","[78, 91, 25, 17, 82]","[82, 71, 29, 76, 1]","['DAL', 'DAL', 'DAL', 'DAL', 'DAL']"
2016-2017,8476234,Keith Kinkaid,NJD,G,25.8,27.4,40.3,90.3,37.1,24.2,96.8,83.9,64.5,27.4,27.4,11.3,19.4,47,46,38,7,40,48,3,11,23,46,46,56,51,62,Backup,26.0,1474.43,0.917,2.65,66.45,65.0,G,74.0,195.0,1989-07-04,USA,,,,L,8,13,3,1,27,"[None, None, 69, 4, 71]","[None, None, 82, 4, 69]","[None, None, 14, 57, 69]","[None, None, 'NJD', 'NJD', 'NJD']"
2016-2017,8475839,Louis Domingue,ARI,G,43.5,61.3,4.8,27.4,67.7,58.1,12.9,37.1,33.9,61.3,58.1,30.6,38.7,36,25,60,46,21,27,55,40,42,25,27,44,39,62,Backup,31.0,1597.63,0.908,3.08,77.6,82.0,G,75.0,207.0,1992-03-06,CAN,2010.0,5.0,138.0,R,11,15,1,0,24,"[None, None, None, 54, 46]","[None, None, None, 73, 50]","[None, None, None, 14, 16]","[None, None, None, 'ARI', 'ARI']"
2016-2017,8470594,Marc-Andre Fleury,PIT,G,54.8,46.8,77.4,72.6,53.2,38.7,32.3,40.3,50.0,46.8,46.8,74.2,74.2,29,34,15,18,30,39,43,38,32,34,34,17,17,62,Tandem (1B),38.0,2125.25,0.909,3.02,105.96,107.0,G,74.0,185.0,1984-11-28,CAN,2003.0,1.0,1.0,L,18,10,7,1,31,"[59, 29, 83, 66, 27]","[70, 23, 66, 66, 29]","[31, 88, 98, 42, 43]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2016-2017,8474889,Martin Jones,SJS,G,51.6,45.2,66.1,69.4,17.7,71.0,64.5,69.4,85.5,21.0,21.0,58.1,72.6,31,35,22,20,52,19,23,20,10,50,50,27,18,62,Starter,65.0,3800.35,0.912,2.4,157.12,152.0,G,77.0,203.0,1990-01-10,CAN,,,,L,35,23,6,2,26,"[None, 97, 50, 48, 59]","[None, 97, 54, 48, 53]","[None, 52, 41, 58, 85]","[None, 'LAK', 'LAK', 'SJS', 'SJS']"
2016-2017,8476899,Matt Murray,PIT,G,75.8,80.6,41.9,17.7,54.8,91.9,19.4,72.6,46.8,90.3,90.3,98.4,37.1,16,13,37,52,29,6,51,18,34,7,7,2,40,62,Tandem (1A),49.0,2765.8,0.923,2.41,121.3,111.0,G,77.0,220.0,1994-05-25,CAN,2012.0,3.0,83.0,L,32,10,4,4,22,"[None, None, None, 61, 82]","[None, None, None, 58, 83]","[None, None, None, 72, 29]","[None, None, None, 'PIT', 'PIT']"
2016-2017,8474636,Michael Hutchinson,WPG,G,12.9,12.9,45.2,62.9,50.0,9.7,67.7,85.5,6.5,14.5,14.5,75.8,32.3,55,55,35,24,32,57,21,10,59,54,54,16,43,62,Backup,28.0,1378.47,0.903,2.92,59.08,67.0,G,75.0,201.0,1990-03-02,CAN,2008.0,3.0,77.0,R,9,12,3,1,26,"[None, None, 66, 14, 22]","[None, None, 69, 10, 25]","[None, None, 38, 70, 32]","[None, None, 'WPG', 'WPG', 'WPG']"
2016-2017,8473607,Michal Neuvirth,PHI,G,32.3,29.0,50.0,24.2,16.1,46.8,45.2,66.1,51.6,17.7,16.1,54.8,30.6,43,45,32,48,53,34,35,22,31,52,53,29,44,62,Backup,28.0,1363.63,0.891,2.82,49.13,64.0,G,73.0,209.0,1988-03-23,CZE,2006.0,2.0,34.0,L,11,11,1,0,28,"[36, 55, 53, 77, 8]","[31, 34, 61, 63, 8]","[84, 98, 8, 95, 21]","['WSH', 'BUF', 'NYI', 'PHI', 'PHI']"
2016-2017,8477237,Mike Condon,OTT,G,11.3,11.3,22.6,12.9,11.3,45.2,53.2,61.3,25.8,30.6,30.6,41.9,62.9,56,56,49,55,56,35,30,25,47,44,44,37,24,62,Tandem (1A),41.0,2324.0,0.914,2.48,96.04,96.0,G,74.0,196.0,1990-04-27,USA,,,,L,19,14,6,5,26,"[None, None, None, 7, 40]","[None, None, None, 13, 40]","[None, None, None, 26, 53]","[None, None, None, 'MTL', 'OTT']"
2016-2017,8469608,Mike Smith,ARI,G,59.7,67.7,25.8,83.9,45.2,69.4,16.1,11.3,77.4,32.3,32.3,4.8,64.5,26,21,47,11,35,20,53,56,15,43,43,60,23,62,Starter,55.0,3202.13,0.914,2.92,162.57,156.0,G,77.0,220.0,1982-03-22,CAN,2001.0,5.0,161.0,L,19,26,9,3,34,"[50, 62, 12, 86, 75]","[56, 71, 12, 88, 72]","[7, 7, 32, 27, 51]","['PHX', 'PHX', 'ARI', 'ARI', 'ARI']"
2016-2017,8471469,Pekka Rinne,NSH,G,17.7,32.3,6.5,66.1,71.0,19.4,71.0,80.6,9.7,9.7,9.7,38.7,95.2,52,43,59,22,19,51,19,13,57,57,57,39,4,62,Starter,61.0,3547.78,0.918,2.44,141.65,144.0,G,77.0,217.0,1982-11-03,FIN,2004.0,8.0,258.0,L,31,19,9,3,33,"[42, 1, 62, 10, 41]","[49, 1, 67, 19, 48]","[14, 49, 24, 11, 11]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2016-2017,8469514,Peter Budaj,TBL,G,66.1,77.4,21.0,77.4,61.3,64.5,91.9,91.9,22.6,59.7,74.2,87.1,90.3,22,15,50,15,25,23,6,6,49,26,17,9,7,62,Starter,60.0,3308.88,0.915,2.18,122.99,120.0,G,73.0,196.0,1982-09-18,SVK,2001.0,2.0,63.0,L,30,21,3,7,33,"[26, 46, None, None, 61]","[26, 50, None, None, 67]","[68, 56, None, None, 27]","['MTL', 'MTL', None, None, 'TBL']"
2016-2017,8475852,Petr Mrazek,DET,G,58.1,53.2,46.8,82.3,22.6,74.2,83.9,58.1,43.5,69.4,64.5,33.9,58.1,27,30,34,12,49,17,11,27,36,20,23,42,27,62,Starter,50.0,2854.05,0.901,3.05,129.79,145.0,G,74.0,192.0,1992-02-14,CZE,2010.0,5.0,141.0,L,18,21,9,1,24,"[None, None, 71, 70, 30]","[None, None, 75, 69, 35]","[None, None, 67, 50, 41]","[None, None, 'DET', 'DET', 'DET']"
2016-2017,8475831,Philipp Grubauer,WSH,G,83.9,79.0,91.9,91.9,79.0,59.7,82.3,96.8,79.0,80.6,80.6,96.8,16.1,11,14,6,6,14,26,12,3,14,13,13,3,53,62,Backup,24.0,1264.57,0.926,2.04,52.16,43.0,G,73.0,188.0,1991-11-25,DEU,2010.0,4.0,112.0,L,13,6,2,3,24,"[None, 53, None, 67, 87]","[None, 32, None, 51, 85]","[None, 97, None, 94, 82]","[None, 'WSH', None, 'WSH', 'WSH']"
