Season,Player ID,Player,Team,Position,ovr_pct,evs_pct,pkl_pct,ldg_pct,mdg_pct,hdg_pct,rbd_pct,tmd_pct,gre_pct,qal_pct,bad_pct,awf_pct,wrk_pct,ovr_rank,evs_rank,pkl_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,wrk_rank,all_players,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,W,L,OT/SO,Shutouts,Age,ovr_history,evs_history,pkl_history,team_history
2023-2024,8475717,Calvin Pickard,EDM,G,77.5,88.7,2.8,84.5,98.6,47.9,33.8,70.4,40.8,70.4,70.4,73.2,11.3,17,9,70,12,2,38,48,22,41,22,22,19,64,71,Backup,23.0,1296.35,0.909,2.45,55.5,53.0,G,73.0,206.0,1992-04-15,CAN,2010.0,2.0,49.0,L,12,7,1,1,31,"[None, None, None, None, 67]","[None, None, None, None, 81]","[None, None, None, None, 8]","[None, None, None, None, 'EDM']"
2023-2024,8475660,Cam Talbot,LAK,G,29.6,16.9,87.3,77.5,29.6,18.3,93.0,90.1,22.5,47.9,47.9,35.2,76.1,51,60,10,17,51,59,6,8,54,38,38,45,18,71,Starter,54.0,3116.12,0.913,2.5,139.73,130.0,G,75.0,202.0,1987-07-05,CAN,,,,L,27,20,6,3,36,"[57, 52, 17, 33, 62]","[54, 52, 21, 24, 52]","[81, 47, 8, 80, 100]","['CGY', 'MIN', 'MIN', 'OTT', 'LAK']"
2023-2024,8479394,Carter Hart,PHI,G,38.0,45.1,42.3,57.7,56.3,25.4,64.8,50.7,49.3,35.2,35.2,53.5,69.0,45,40,42,31,32,54,26,36,35,47,47,32,23,71,Backup,26.0,1455.18,0.906,2.8,67.34,68.0,G,74.0,196.0,1998-08-13,CAN,2016.0,2.0,48.0,L,12,9,3,1,25,"[59, 1, 49, 77, 21]","[66, 2, 52, 77, 16]","[37, 1, 24, 24, 63]","['PHI', 'PHI', 'PHI', 'PHI', 'PHI']"
2023-2024,8479193,Casey DeSmith,VAN,G,63.4,66.2,29.6,88.7,60.6,56.3,49.3,59.2,71.8,73.2,73.2,22.5,35.2,27,25,51,9,29,32,37,30,20,20,20,54,47,71,Backup,29.0,1663.48,0.895,2.89,77.8,80.0,G,72.0,188.0,1991-08-13,USA,,,,L,12,9,6,1,32,"[None, 75, 46, 61, 60]","[None, 75, 49, 58, 67]","[None, 27, 42, 52, 28]","[None, 'PIT', 'PIT', 'PIT', 'VAN']"
2023-2024,8480051,Cayden Primeau,MTL,G,81.7,91.5,12.7,22.5,47.9,98.6,22.5,26.8,97.9,45.1,45.1,73.2,14.1,14,7,63,56,38,2,56,53,2,40,40,19,62,71,Backup,23.0,1324.8,0.91,2.99,71.46,66.0,G,75.0,205.0,1999-08-11,USA,2017.0,7.0,199.0,L,8,9,4,2,24,"[None, None, None, None, 73]","[None, None, None, None, 84]","[None, None, None, None, 21]","[None, None, None, None, 'MTL']"
2023-2024,8479292,Charlie Lindgren,WSH,G,46.5,32.4,91.5,19.7,16.9,77.5,97.2,53.5,54.9,66.2,64.8,80.3,62.0,39,49,7,58,60,17,3,34,31,25,26,15,28,71,Starter,50.0,2852.77,0.911,2.67,141.83,127.0,G,74.0,190.0,1993-12-18,USA,,,,R,25,16,7,6,29,"[None, None, None, 24, 76]","[None, None, None, 18, 63]","[None, None, None, 76, 90]","[None, None, None, 'WSH', 'WSH']"
2023-2024,8476945,Connor Hellebuyck,WPG,G,97.2,93.0,78.9,66.2,95.8,69.0,40.8,33.8,83.1,90.1,90.1,88.7,98.6,3,6,16,25,4,23,43,48,12,8,8,9,2,71,Starter,60.0,3567.13,0.921,2.39,171.86,142.0,G,76.0,207.0,1993-05-19,USA,2012.0,5.0,130.0,L,37,19,4,5,30,"[98, 94, 75, 86, 98]","[98, 94, 75, 86, 98]","[59, 63, 81, 88, 60]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2023-2024,8478971,Connor Ingram,ARI,G,70.4,74.6,35.2,78.9,19.7,93.0,31.0,18.3,76.1,81.7,80.3,26.8,54.9,22,19,47,16,58,6,50,59,17,14,15,51,33,71,Starter,50.0,2800.13,0.907,2.91,146.24,136.0,G,73.0,218.0,1997-03-31,CAN,2016.0,3.0,88.0,L,23,21,3,6,26,"[None, None, None, 64, 64]","[None, None, None, 65, 74]","[None, None, None, 42, 38]","[None, None, None, 'ARI', 'ARI']"
2023-2024,8478435,Dan Vladar,CGY,G,5.6,8.5,31.0,4.2,4.2,29.6,98.6,80.3,4.2,8.5,8.5,15.5,12.7,68,66,50,69,69,51,2,15,67,66,66,59,63,71,Backup,20.0,1125.72,0.882,3.62,55.89,68.0,G,77.0,209.0,1997-08-20,CZE,2015.0,3.0,75.0,L,8,9,2,0,26,"[None, None, 36, 38, 1]","[None, None, 40, 37, 1]","[None, None, 31, 38, 40]","[None, None, 'CGY', 'CGY', 'CGY']"
2023-2024,8480193,Daniil Tarasov,CBJ,G,15.5,18.3,21.1,1.4,7.0,81.7,7.0,5.6,18.3,9.9,9.9,14.1,5.6,61,59,57,71,67,14,67,68,57,65,65,60,68,71,Backup,24.0,1376.93,0.908,3.18,72.98,73.0,G,77.0,203.0,1999-03-27,RUS,2017.0,3.0,86.0,L,8,11,3,0,24,"[None, None, None, 6, 57]","[None, None, None, 9, 60]","[None, None, None, 33, 23]","[None, None, None, 'CBJ', 'CBJ']"
2023-2024,8475311,Darcy Kuemper,WSH,G,45.1,38.0,64.8,31.0,40.8,57.7,52.1,49.3,38.0,52.1,52.1,39.4,78.9,40,45,26,50,43,31,35,37,43,35,35,42,16,71,Tandem (1B),33.0,1866.42,0.89,3.31,96.01,103.0,G,77.0,215.0,1990-05-05,CAN,2009.0,6.0,161.0,L,13,14,3,1,33,"[90, 36, 73, 80, 9]","[93, 36, 63, 66, 15]","[48, 69, 89, 89, 12]","['ARI', 'ARI', 'COL', 'WSH', 'WSH']"
2023-2024,8479496,David Rittich,LAK,G,57.7,60.6,52.1,7.0,91.5,33.8,87.3,98.6,9.9,31.0,31.0,90.1,7.0,31,29,35,67,7,48,10,2,63,50,50,8,67,71,Backup,24.0,1363.68,0.921,2.16,66.18,49.0,G,75.0,200.0,1992-08-19,CZE,,,,L,13,6,3,3,31,"[34, 33, 15, 44, 93]","[28, 37, 18, 38, 94]","[80, 29, 20, 54, 66]","['CGY', 'TOR', 'NSH', 'WPG', 'LAK']"
2023-2024,8482221,Devon Levi,BUF,G,94.4,95.8,28.2,11.3,97.2,91.5,1.4,21.1,97.9,7.0,7.0,73.2,9.9,5,4,52,64,3,7,71,57,2,67,67,19,65,71,Backup,23.0,1294.9,0.899,3.1,73.65,67.0,G,72.0,192.0,2001-12-27,CAN,2020.0,7.0,212.0,L,10,8,2,0,21,"[None, None, None, None, 84]","[None, None, None, None, 91]","[None, None, None, None, 35]","[None, None, None, None, 'BUF']"
2023-2024,8481692,Dustin Wolf,CGY,G,1.4,1.4,4.2,46.5,1.4,1.4,100.0,100.0,1.4,12.7,12.7,1.4,2.8,71,71,69,39,71,71,1,1,69,63,63,69,70,71,Backup,17.0,950.5,0.893,3.16,40.05,50.0,G,72.0,166.0,2001-04-16,USA,2019.0,7.0,214.0,L,7,7,1,0,22,"[None, None, None, None, 4]","[None, None, None, None, 4]","[None, None, None, None, 11]","[None, None, None, None, 'CGY']"
2023-2024,8478007,Elvis Merzlikins,CBJ,G,8.5,7.0,56.3,2.8,23.9,11.3,11.3,11.3,7.0,5.6,5.6,11.3,63.4,66,67,32,70,55,64,64,64,65,68,68,62,27,71,Tandem (1A),41.0,2258.17,0.897,3.45,131.24,130.0,G,75.0,190.0,1994-04-13,LVA,2014.0,3.0,76.0,L,13,17,8,1,29,"[75, 34, 52, 1, 49]","[78, 29, 47, 1, 46]","[60, 79, 53, 44, 64]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2023-2024,8479406,Filip Gustavsson,MIN,G,59.2,43.7,88.7,49.3,59.2,32.4,94.4,64.8,80.3,60.6,59.2,40.8,45.1,30,41,9,37,30,49,5,26,14,29,30,41,40,71,Tandem (1A),45.0,2526.08,0.899,3.06,124.39,129.0,G,74.0,184.0,1998-06-07,SWE,2016.0,2.0,55.0,L,20,18,4,3,25,"[None, 85, 30, 94, 12]","[None, 84, 36, 93, 5]","[None, 62, 18, 93, 91]","[None, 'OTT', 'OTT', 'MIN', 'MIN']"
2023-2024,8475883,Frederik Andersen,CAR,G,80.3,71.8,93.0,91.5,70.4,63.4,76.1,87.3,85.9,98.6,98.6,97.2,39.4,15,21,6,7,22,27,18,10,10,2,2,3,44,71,Backup,16.0,912.88,0.932,1.84,42.02,28.0,G,76.0,229.0,1989-10-02,DNK,2012.0,3.0,87.0,L,13,2,0,3,33,"[25, 56, 95, 30, 90]","[30, 63, 91, 28, 78]","[19, 14, 92, 69, 93]","['TOR', 'TOR', 'CAR', 'CAR', 'CAR']"
2023-2024,8478048,Igor Shesterkin,NYR,G,100.0,98.6,85.9,39.4,93.0,90.1,32.4,22.5,95.8,93.0,93.0,83.1,93.0,1,2,11,44,6,8,49,56,3,6,6,13,6,71,Starter,55.0,3277.1,0.912,2.58,153.51,141.0,G,73.0,199.0,1995-12-30,RUS,2014.0,4.0,118.0,L,36,17,2,4,27,"[80, 81, 100, 96, 63]","[75, 85, 97, 98, 62]","[83, 7, 100, 58, 50]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2023-2024,8478492,Ilya Samsonov,TOR,G,49.3,53.5,40.8,12.7,39.4,80.3,39.4,67.6,67.6,53.5,53.5,45.1,67.6,37,34,43,63,44,15,44,24,23,34,34,38,24,71,Tandem (1B),40.0,2300.97,0.89,3.13,110.07,120.0,G,75.0,208.0,1997-02-22,RUS,2015.0,1.0,22.0,L,23,7,8,3,26,"[71, 30, 23, 88, 22]","[74, 30, 17, 90, 29]","[53, 44, 63, 66, 18]","['WSH', 'WSH', 'WSH', 'TOR', 'TOR']"
2023-2024,8478009,Ilya Sorokin,NYI,G,98.6,100.0,57.7,64.8,74.6,94.4,15.5,19.7,90.1,84.5,83.1,60.6,95.8,2,1,31,26,19,5,61,58,7,12,13,27,4,71,Starter,56.0,3325.95,0.908,3.01,167.44,167.0,G,75.0,189.0,1995-08-04,RUS,2014.0,3.0,78.0,L,25,19,12,2,28,"[None, 65, 98, 98, 53]","[None, 60, 100, 100, 59]","[None, 75, 71, 97, 7]","[None, 'NYI', 'NYI', 'NYI', 'NYI']"
2023-2024,8474593,Jacob Markstrom,CGY,G,78.9,73.2,84.5,23.9,50.7,83.1,42.3,47.9,53.5,67.6,67.6,93.0,94.4,16,20,12,55,36,13,42,38,32,24,24,6,5,71,Tandem (1A),48.0,2831.12,0.905,2.78,151.85,131.0,G,78.0,207.0,1990-01-31,SWE,2008.0,2.0,31.0,L,23,23,2,2,33,"[74, 44, 88, 37, 91]","[68, 47, 87, 32, 85]","[77, 36, 72, 78, 87]","['VAN', 'CGY', 'CGY', 'CGY', 'CGY']"
2023-2024,8474596,Jake Allen,NJD,G,28.2,28.2,36.6,14.1,28.2,62.0,8.5,4.2,59.2,23.9,22.5,49.3,50.7,52,52,46,62,52,28,66,69,28,55,56,35,36,71,Tandem (1B),34.0,1986.77,0.895,3.44,111.2,114.0,G,74.0,197.0,1990-08-07,CAN,2008.0,2.0,34.0,L,12,18,4,0,33,"[92, 43, 76, 17, 39]","[90, 42, 84, 14, 42]","[69, 84, 11, 53, 49]","['STL', 'MTL', 'MTL', 'MTL', 'NJD']"
2023-2024,8479979,Jake Oettinger,DAL,G,60.6,54.9,66.2,54.9,63.4,39.4,90.1,76.1,43.7,76.1,76.1,64.8,91.5,29,33,25,33,27,44,8,18,39,18,18,24,7,71,Starter,54.0,3084.2,0.905,2.72,141.4,140.0,G,78.0,225.0,1998-12-18,USA,2017.0,1.0,26.0,L,35,14,4,3,24,"[None, 59, 56, 84, 28]","[None, 58, 58, 84, 21]","[None, 37, 36, 81, 57]","[None, 'DAL', 'DAL', 'DAL', 'DAL']"
2023-2024,8473503,James Reimer,DET,G,11.3,5.6,98.6,74.6,38.0,2.8,59.2,36.6,23.9,38.0,38.0,38.0,52.1,64,68,2,19,45,70,30,46,53,45,45,43,35,71,Backup,25.0,1351.28,0.904,3.11,73.27,70.0,G,74.0,200.0,1988-03-15,CAN,2006.0,4.0,99.0,L,11,8,2,2,35,"[84, 72, 58, 9, 18]","[80, 73, 31, 6, 8]","[89, 18, 98, 98, 95]","['CAR', 'CAR', 'SJS', 'SJS', 'DET']"
2023-2024,8480280,Jeremy Swayman,BOS,G,87.3,90.1,67.6,81.7,76.1,85.9,69.0,88.7,70.4,94.4,94.4,85.9,60.6,10,8,24,14,18,11,23,9,21,5,5,11,29,71,Tandem (1A),44.0,2565.15,0.916,2.53,128.02,108.0,G,75.0,195.0,1998-11-24,USA,2017.0,4.0,111.0,L,25,10,8,3,24,"[None, 88, 37, 92, 97]","[None, 89, 37, 92, 95]","[None, 59, 46, 74, 70]","[None, 'BOS', 'BOS', 'BOS', 'BOS']"
2023-2024,8480981,Joel Hofer,STL,G,95.8,97.2,43.7,95.8,100.0,53.5,19.7,32.4,93.0,91.5,91.5,69.0,31.0,4,3,41,4,1,34,58,49,5,7,7,21,50,71,Backup,30.0,1627.52,0.913,2.65,84.44,72.0,G,77.0,193.0,2000-07-30,CAN,2018.0,4.0,107.0,L,15,12,1,1,23,"[None, None, None, None, 87]","[None, None, None, None, 93]","[None, None, None, None, 42]","[None, None, None, None, 'STL']"
2023-2024,8478916,Joey Daccord,SEA,G,91.5,87.3,77.5,100.0,80.3,64.8,70.4,93.0,65.5,64.8,63.4,62.0,81.7,7,10,17,1,15,26,22,6,24,26,27,26,14,71,Starter,50.0,2833.47,0.916,2.46,123.03,116.0,G,74.0,201.0,1996-08-19,USA,2015.0,7.0,199.0,L,19,18,11,3,27,"[None, None, None, None, 83]","[None, None, None, None, 80]","[None, None, None, None, 69]","[None, None, None, None, 'SEA']"
2023-2024,8476434,John Gibson,ANA,G,26.8,35.2,15.5,47.9,69.0,16.9,5.6,1.4,91.5,32.4,32.4,7.0,85.9,53,47,61,38,23,60,68,71,6,49,49,65,11,71,Tandem (1A),46.0,2561.35,0.888,3.54,148.11,151.0,G,75.0,209.0,1993-07-14,USA,2011.0,2.0,39.0,L,13,27,2,0,30,"[33, 76, 31, 40, 40]","[33, 76, 23, 46, 56]","[13, 34, 94, 6, 5]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2023-2024,8477992,Jonas Johansson,TBL,G,4.2,2.8,50.7,36.6,2.8,5.6,4.2,38.0,2.8,4.2,4.2,28.2,25.4,69,70,36,46,70,68,69,45,68,69,69,50,54,71,Backup,26.0,1477.48,0.89,3.37,72.97,83.0,G,77.0,220.0,1995-09-19,SWE,2014.0,3.0,61.0,L,12,7,5,2,27,"[None, 17, None, None, 5]","[None, 15, None, None, 7]","[None, 72, None, None, 46]","[None, 'COL', None, None, 'TBL']"
2023-2024,8471734,Jonathan Quick,NYR,G,43.7,49.3,47.9,85.9,49.3,31.0,29.6,46.5,33.8,63.4,62.0,63.4,49.3,41,37,38,11,37,50,51,39,46,27,28,25,37,71,Backup,27.0,1582.8,0.911,2.62,80.21,69.0,G,73.0,219.0,1986-01-21,USA,2005.0,3.0,72.0,L,18,6,2,2,37,"[39, 31, 89, 10, 59]","[47, 24, 94, 16, 53]","[6, 92, 26, 14, 83]","['LAK', 'LAK', 'LAK', 'VGK', 'NYR']"
2023-2024,8476914,Joonas Korpisalo,OTT,G,25.4,31.0,18.3,28.2,35.2,46.5,25.4,35.2,21.1,18.3,18.3,19.7,57.7,54,50,59,52,47,39,54,47,55,59,59,56,31,71,Starter,55.0,3079.28,0.89,3.27,146.91,168.0,G,76.0,200.0,1994-04-28,FIN,2012.0,3.0,62.0,L,21,26,4,0,29,"[53, 11, 4, 93, 7]","[56, 17, 4, 94, 14]","[63, 15, 59, 41, 4]","['CBJ', 'CBJ', 'CBJ', 'LAK', 'OTT']"
2023-2024,8476412,Jordan Binnington,STL,G,56.3,56.3,53.5,35.2,54.9,49.3,14.1,8.5,62.0,49.3,49.3,31.0,87.3,32,32,34,47,33,37,62,66,26,37,37,48,10,71,Starter,57.0,3290.87,0.913,2.84,179.45,156.0,G,74.0,172.0,1993-07-11,CAN,2011.0,3.0,88.0,L,28,21,5,3,30,"[66, 73, 26, 42, 81]","[71, 69, 26, 54, 71]","[31, 56, 58, 9, 94]","['STL', 'STL', 'STL', 'STL', 'STL']"
2023-2024,8479361,Joseph Woll,TOR,G,33.8,22.5,90.1,40.8,5.6,71.8,2.8,15.5,65.5,14.1,14.1,78.9,22.5,48,56,8,43,68,21,70,61,24,62,62,16,56,71,Backup,25.0,1471.57,0.907,2.94,78.66,72.0,G,75.0,212.0,1998-07-12,USA,2016.0,3.0,62.0,L,12,11,1,0,25,"[None, None, None, None, 43]","[None, None, None, None, 33]","[None, None, None, None, 78]","[None, None, None, None, 'TOR']"
2023-2024,8481020,Justus Annunen,COL,G,85.9,78.9,97.2,93.0,21.1,95.8,12.7,43.7,100.0,95.8,95.8,100.0,1.4,11,16,3,6,57,4,63,41,1,4,4,1,71,71,Backup,14.0,801.08,0.928,2.25,40.22,30.0,G,76.0,210.0,2000-03-11,FIN,2018.0,3.0,64.0,L,8,4,1,2,23,"[None, None, None, None, 78]","[None, None, None, None, 70]","[None, None, None, None, 88]","[None, None, None, None, 'COL']"
2023-2024,8477424,Juuse Saros,NSH,G,88.7,81.7,100.0,59.2,88.7,52.1,67.6,52.1,87.3,83.1,81.7,43.7,100.0,9,14,1,30,9,35,24,35,9,13,14,39,1,71,Starter,64.0,3624.63,0.906,2.86,175.08,173.0,G,71.0,180.0,1995-04-19,FIN,2013.0,4.0,99.0,L,35,24,5,3,28,"[65, 97, 79, 100, 46]","[53, 98, 69, 96, 40]","[92, 2, 88, 100, 71]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2023-2024,8478039,Kaapo Kahkonen,NJD,G,19.7,19.7,46.5,50.7,12.7,59.2,21.1,14.1,45.1,33.8,33.8,4.2,47.9,58,58,39,36,63,30,57,62,38,48,48,67,38,71,Tandem (1B),37.0,1914.22,0.898,3.64,118.92,116.0,G,74.0,217.0,1996-08-16,FIN,2014.0,4.0,109.0,L,7,24,3,1,27,"[None, 5, 62, 5, 56]","[None, 7, 59, 5, 57]","[None, 11, 75, 70, 19]","[None, 'MIN', 'SJS', 'SJS', 'NJD']"
2023-2024,8478872,Karel Vejmelka,ARI,G,22.5,23.9,45.1,73.2,45.1,14.1,43.7,23.9,84.5,22.5,23.9,5.6,74.6,56,55,40,20,40,62,41,55,11,56,55,66,19,71,Tandem (1B),38.0,2039.23,0.896,3.35,111.11,114.0,G,76.0,221.0,1996-05-25,CZE,2015.0,5.0,145.0,R,13,19,2,1,27,"[None, None, 11, 60, 33]","[None, None, 11, 62, 23]","[None, None, 13, 29, 76]","[None, None, 'ARI', 'ARI', 'ARI']"
2023-2024,8480947,Kevin Lankinen,NSH,G,53.5,64.8,11.3,80.3,87.3,28.2,83.1,60.6,35.2,62.0,60.6,25.4,21.1,34,26,64,15,10,52,13,29,45,28,29,52,57,71,Backup,24.0,1191.42,0.908,2.82,59.31,56.0,G,74.0,190.0,1995-04-28,FIN,,,,L,11,6,0,1,28,"[None, 66, 2, 82, 74]","[None, 72, 2, 82, 90]","[None, 4, 29, 48, 2]","[None, 'CHI', 'CHI', 'NSH', 'NSH']"
2023-2024,8476316,Laurent Brossoit,WPG,G,90.1,94.4,16.9,87.3,33.8,100.0,85.9,78.9,77.5,77.5,84.5,95.8,16.9,8,5,60,10,48,1,11,16,16,17,12,4,60,71,Backup,23.0,1351.03,0.927,2.0,58.63,45.0,G,75.0,203.0,1993-03-23,CAN,2011.0,6.0,164.0,L,15,5,2,3,30,"[51, 63, 71, None, 95]","[59, 55, 78, None, 97]","[33, 88, 14, None, 29]","['WPG', 'WPG', 'VGK', None, 'WPG']"
2023-2024,8476999,Linus Ullmark,BOS,G,93.0,84.5,81.7,83.1,78.9,78.9,84.5,84.5,25.4,100.0,100.0,98.6,73.2,6,12,14,13,16,16,12,12,52,1,1,2,20,71,Tandem (1B),40.0,2400.07,0.915,2.57,118.37,103.0,G,76.0,223.0,1993-07-31,SWE,2012.0,6.0,163.0,L,22,10,7,2,30,"[48, 78, 34, 97, 85]","[65, 82, 29, 97, 87]","[4, 24, 84, 90, 59]","['BUF', 'BUF', 'BOS', 'BOS', 'BOS']"
2023-2024,8480313,Logan Thompson,VGK,G,50.7,52.1,49.3,43.7,66.2,38.0,62.0,54.9,46.5,54.9,54.9,81.7,46.5,36,35,37,41,25,45,28,33,37,33,33,14,39,71,Tandem (1A),46.0,2645.02,0.908,2.7,120.53,119.0,G,76.0,207.0,1997-02-25,CAN,,,,R,25,14,5,1,26,"[None, None, 69, 50, 45]","[None, None, 68, 50, 49]","[None, None, 50, 40, 47]","[None, None, 'VGK', 'VGK', 'VGK']"
2023-2024,8480843,Lukas Dostal,ANA,G,32.4,46.5,8.5,26.8,83.1,26.8,91.5,31.0,28.2,56.3,56.3,67.6,36.6,49,39,66,53,13,53,7,50,50,32,32,22,46,71,Tandem (1A),44.0,2322.62,0.902,3.33,128.47,129.0,G,74.0,190.0,2000-06-22,CZE,2018.0,3.0,85.0,L,14,23,3,1,23,"[None, None, None, 72, 16]","[None, None, None, 80, 22]","[None, None, None, 12, 22]","[None, None, None, 'ANA', 'ANA']"
2023-2024,8478406,Mackenzie Blackwood,SJS,G,14.1,11.3,69.0,33.8,26.8,12.7,9.9,29.6,39.4,16.9,16.9,12.7,32.4,62,64,23,48,53,63,65,51,42,60,60,61,49,71,Tandem (1A),44.0,2437.13,0.899,3.45,144.69,140.0,G,76.0,225.0,1996-12-09,CAN,2015.0,2.0,42.0,L,10,25,4,2,26,"[83, 40, 10, 28, 42]","[84, 46, 8, 33, 28]","[39, 17, 66, 46, 80]","['NJD', 'NJD', 'NJD', 'NJD', 'SJS']"
