Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2013-2014,Jaroslav Halak,WSH,G,31.0,40.0,13.0,40.0,32.0,24.0,9.0,6.0,15.0,35.0,37.0,48.0,22.0,Starter,52,0.921,2.25,117.34,110,28,1985-05-13,SVK,SVK,71,189,2003,9,10,271,8470860
2013-2014,Jean-Sebastien Giguere,COL,G,39.0,37.0,37.0,42.0,11.0,52.0,58.0,43.0,22.0,28.0,29.0,9.0,40.0,Backup,22,0.913,2.62,54.81,53,36,1977-05-16,CAN,CAN,73,202,1995,1,13,13,8462044
2013-2014,Jeff Zatkoff,PIT,G,40.0,56.0,6.0,10.0,65.0,18.0,33.0,37.0,50.0,41.0,42.0,50.0,23.0,Backup,20,0.912,2.61,49.85,51,26,1987-06-09,USA,USA,74,186,2006,3,11,74,8473553
2013-2014,Jhonas Enroth,BUF,G,30.0,11.0,33.0,61.0,50.0,5.0,20.0,59.0,34.0,26.0,26.0,39.0,60.0,Backup,28,0.911,2.82,71.14,74,25,1988-06-25,SWE,SWE,70,175,2006,2,16,46,8473523
2013-2014,Jimmy Howard,DET,G,25.0,12.0,27.0,47.0,42.0,19.0,17.0,30.0,32.0,29.0,30.0,25.0,31.0,Starter,51,0.91,2.66,120.33,133,29,1984-03-26,USA,USA,73,218,2003,2,34,64,8470657
2013-2014,Jonas Gustavsson,DET,G,54.0,61.0,34.0,6.0,57.0,58.0,14.0,20.0,56.0,51.0,52.0,43.0,37.0,Backup,27,0.907,2.63,58.26,68,28,1984-10-24,SWE,SWE,76,201,-,-,-,-,8475361
2013-2014,Jonas Hiller,ANA,G,35.0,18.0,61.0,41.0,35.0,26.0,53.0,26.0,45.0,40.0,41.0,27.0,25.0,Starter,50,0.911,2.48,127.87,120,31,1982-02-12,CHE,CHE,74,191,-,-,-,-,8473972
2013-2014,Jonathan Bernier,TOR,G,24.0,23.0,28.0,19.0,20.0,31.0,23.0,34.0,8.0,8.0,8.0,12.0,20.0,Starter,55,0.923,2.69,145.29,138,25,1988-08-07,CAN,CAN,72,185,2006,1,11,11,8473541
2013-2014,Jonathan Quick,LAK,G,45.0,43.0,45.0,26.0,41.0,43.0,31.0,4.0,40.0,36.0,38.0,41.0,26.0,1A,49,0.915,2.07,107.53,100,27,1986-01-21,USA,USA,73,220,2005,3,11,72,8471734
2013-2014,Josh Harding,MIN,G,15.0,28.0,14.0,1.0,23.0,41.0,15.0,2.0,2.0,2.0,2.0,2.0,4.0,Backup,29,0.933,1.66,53.18,46,29,1984-06-18,CAN,CAN,74,194,2002,2,8,38,8470216
2013-2014,Justin Peters,CAR,G,38.0,45.0,24.0,7.0,12.0,62.0,65.0,57.0,54.0,37.0,34.0,38.0,54.0,Backup,21,0.918,2.5,53.66,51,27,1986-08-30,CAN,CAN,73,210,2004,2,8,38,8471251
2013-2014,Kari Lehtonen,DAL,G,12.0,14.0,25.0,36.0,18.0,10.0,62.0,56.0,23.0,27.0,28.0,19.0,24.0,Starter,65,0.919,2.41,175.15,153,29,1983-11-16,FIN,FIN,76,209,2002,1,2,2,8470140
2013-2014,Karri Ramo,CGY,G,36.0,42.0,43.0,28.0,44.0,33.0,37.0,45.0,33.0,50.0,51.0,55.0,45.0,1B,40,0.911,2.65,94.78,97,27,1986-07-01,FIN,FIN,74,206,2004,6,28,191,8471403
2013-2014,Kevin Poulin,NYI,G,65.0,64.0,64.0,29.0,51.0,67.0,18.0,50.0,65.0,63.0,64.0,66.0,63.0,Backup,28,0.891,3.28,71.51,89,23,1990-04-12,CAN,CAN,74,206,2008,5,5,126,8474690
2013-2014,Marc-Andre Fleury,PIT,G,34.0,44.0,10.0,18.0,45.0,34.0,45.0,22.0,39.0,24.0,24.0,16.0,14.0,Starter,64,0.915,2.37,146.6,150,28,1984-11-28,CAN,CAN,74,185,2003,1,1,1,8470594
2013-2014,Marek Mazanec,NSH,G,62.0,62.0,41.0,50.0,67.0,44.0,2.0,17.0,36.0,41.0,42.0,60.0,59.0,Backup,25,0.902,2.85,51.94,64,22,1991-07-18,CZE,CZE,76,202,2012,6,28,179,8476992
2013-2014,Martin Brodeur,NJD,G,55.0,59.0,29.0,62.0,56.0,40.0,1.0,1.0,53.0,59.0,60.0,56.0,48.0,1B,39,0.901,2.51,78.66,96,41,1972-05-06,CAN,CAN,74,220,1990,1,20,20,8455710
2013-2014,Martin Jones,LAK,G,2.0,1.0,42.0,46.0,4.0,2.0,40.0,24.0,3.0,4.0,4.0,5.0,2.0,Backup,19,0.934,1.81,45.4,33,23,1990-01-10,CAN,CAN,76,203,-,-,-,-,8474889
2013-2014,Michal Neuvirth,BUF,G,18.0,34.0,7.0,39.0,49.0,9.0,55.0,65.0,25.0,16.0,17.0,4.0,51.0,Backup,15,0.921,2.78,44.91,41,25,1988-03-23,CZE,CZE,73,209,2006,2,4,34,8473607
2013-2014,Michal Neuvirth,WSH,G,18.0,34.0,7.0,39.0,49.0,9.0,55.0,65.0,25.0,16.0,17.0,4.0,51.0,Backup,15,0.921,2.78,44.91,41,25,1988-03-23,CZE,CZE,73,209,2006,2,4,34,8473607
2013-2014,Mike Smith,PHX,G,17.0,15.0,50.0,44.0,53.0,6.0,61.0,51.0,31.0,31.0,32.0,28.0,30.0,Starter,62,0.915,2.64,162.14,159,31,1982-03-22,CAN,CAN,77,220,2001,5,30,161,8469608
2013-2014,Niklas Backstrom,MIN,G,59.0,55.0,55.0,25.0,48.0,64.0,43.0,23.0,60.0,47.0,48.0,35.0,57.0,Backup,21,0.899,3.01,45.49,55,35,1978-02-13,FIN,FIN,74,192,-,-,-,-,8473404
2013-2014,Ondrej Pavelec,WPG,G,56.0,57.0,47.0,51.0,21.0,60.0,56.0,48.0,58.0,53.0,54.0,52.0,55.0,Starter,57,0.901,3.01,154.44,163,26,1987-08-31,CZE,CZE,75,212,2005,2,11,41,8471715
2013-2014,Pekka Rinne,NSH,G,53.0,63.0,36.0,2.0,61.0,59.0,3.0,11.0,38.0,52.0,53.0,62.0,47.0,Backup,24,0.902,2.77,49.17,63,30,1982-11-03,FIN,FIN,77,217,2004,8,31,258,8471469
2013-2014,Peter Budaj,MTL,G,48.0,51.0,19.0,17.0,30.0,57.0,32.0,8.0,46.0,39.0,40.0,47.0,42.0,Backup,24,0.909,2.51,54.33,56,30,1982-09-18,SVK,SVK,73,196,2001,2,33,63,8469514
2013-2014,Philipp Grubauer,WSH,G,14.0,29.0,1.0,16.0,47.0,11.0,35.0,41.0,6.0,7.0,7.0,11.0,27.0,Backup,17,0.925,2.38,37.63,35,21,1991-11-25,DEU,DEU,73,188,2010,4,22,112,8475831
2013-2014,Ray Emery,PHI,G,47.0,39.0,38.0,58.0,17.0,46.0,21.0,28.0,43.0,44.0,45.0,49.0,41.0,Backup,28,0.903,2.96,63.44,69,30,1982-09-28,CAN,CAN,74,196,2001,4,3,99,8469548
2013-2014,Reto Berra,CGY,G,63.0,58.0,54.0,67.0,59.0,35.0,13.0,31.0,62.0,56.0,58.0,57.0,65.0,Backup,31,0.893,3.07,69.49,88,26,1987-01-03,CHE,CHE,76,218,2006,4,13,106,8473499
2013-2014,Reto Berra,COL,G,63.0,58.0,54.0,67.0,59.0,35.0,13.0,31.0,62.0,56.0,58.0,57.0,65.0,Backup,31,0.893,3.07,69.49,88,26,1987-01-03,CHE,CHE,76,218,2006,4,13,106,8473499
2013-2014,Roberto Luongo,FLA,G,27.0,25.0,51.0,32.0,5.0,48.0,44.0,33.0,35.0,30.0,31.0,24.0,28.0,Starter,56,0.919,2.4,130.72,129,34,1979-04-04,CAN,CAN,75,215,1997,1,4,4,8466141
2013-2014,Roberto Luongo,VAN,G,27.0,25.0,51.0,32.0,5.0,48.0,44.0,33.0,35.0,30.0,31.0,24.0,28.0,Starter,56,0.919,2.4,130.72,129,34,1979-04-04,CAN,CAN,75,215,1997,1,4,4,8466141
2013-2014,Robin Lehner,OTT,G,37.0,46.0,12.0,23.0,58.0,22.0,63.0,67.0,7.0,20.0,20.0,37.0,50.0,1B,36,0.913,3.09,94.38,99,22,1991-07-24,SWE,SWE,76,250,2009,2,16,46,8475215
2013-2014,Ryan Miller,STL,G,16.0,26.0,21.0,15.0,27.0,28.0,25.0,61.0,14.0,17.0,18.0,32.0,34.0,Starter,59,0.918,2.64,154.35,154,33,1980-07-17,USA,USA,75,170,1999,5,12,138,8468011
2013-2014,Ryan Miller,BUF,G,16.0,26.0,21.0,15.0,27.0,28.0,25.0,61.0,14.0,17.0,18.0,32.0,34.0,Starter,59,0.918,2.64,154.35,154,33,1980-07-17,USA,USA,75,170,1999,5,12,138,8468011
2013-2014,Scott Clemmensen,FLA,G,64.0,50.0,67.0,63.0,64.0,50.0,46.0,46.0,59.0,57.0,56.0,61.0,64.0,Backup,17,0.896,3.08,38.15,47,36,1977-07-23,USA,USA,74,200,1997,8,25,215,8466339
2013-2014,Semyon Varlamov,COL,G,13.0,9.0,22.0,31.0,3.0,39.0,66.0,63.0,12.0,15.0,16.0,21.0,18.0,Starter,63,0.927,2.41,168.51,146,25,1988-04-27,RUS,RUS,74,206,2006,1,23,23,8473575
2013-2014,Sergei Bobrovsky,CBJ,G,10.0,7.0,18.0,24.0,22.0,15.0,30.0,39.0,21.0,13.0,13.0,7.0,9.0,Starter,58,0.923,2.38,133.19,131,24,1988-09-20,RUS,RUS,74,182,-,-,-,-,8475683
2013-2014,Steve Mason,PHI,G,43.0,47.0,17.0,38.0,24.0,51.0,52.0,27.0,37.0,43.0,44.0,46.0,35.0,Starter,61,0.917,2.5,140.02,145,25,1988-05-29,CAN,CAN,76,188,2006,3,6,69,8473461
2013-2014,Thomas Greiss,PHX,G,20.0,5.0,52.0,66.0,10.0,7.0,41.0,19.0,20.0,21.0,21.0,31.0,32.0,Backup,25,0.92,2.32,51.81,50,27,1986-01-29,DEU,DEU,74,219,2004,3,29,94,8471306
2013-2014,Tim Thomas,DAL,G,42.0,52.0,39.0,21.0,15.0,61.0,50.0,52.0,24.0,18.0,15.0,36.0,49.0,1A,48,0.908,2.91,112.12,128,39,1974-04-15,USA,USA,71,201,1994,9,9,217,8460703
2013-2014,Tim Thomas,FLA,G,42.0,52.0,39.0,21.0,15.0,61.0,50.0,52.0,24.0,18.0,15.0,36.0,49.0,1A,48,0.908,2.91,112.12,128,39,1974-04-15,USA,USA,71,201,1994,9,9,217,8460703
2013-2014,Tuukka Rask,BOS,G,4.0,4.0,30.0,33.0,31.0,3.0,16.0,21.0,5.0,6.0,6.0,10.0,3.0,Starter,58,0.93,2.04,122.61,115,26,1987-03-10,FIN,FIN,75,176,2005,1,21,21,8471695
