Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2024-2025,Darcy Kuemper,LAK,G,9.0,13.0,7.0,31.0,21.0,11.0,25.0,16.0,12.0,11.0,11.0,21.0,11.0,Starter,50,0.921,2.02,126.83,100,34,1990-05-05,CAN,CAN,77,215,2009,6,10,161,8475311
2024-2025,David Rittich,LAK,G,37.0,28.0,51.0,50.0,38.0,33.0,11.0,3.0,15.0,30.0,30.0,34.0,36.0,1B,34,0.886,2.84,74.21,88,32,1992-08-19,CZE,CZE,76,205,-,-,-,-,8479496
2024-2025,Dustin Wolf,CGY,G,20.0,16.0,22.0,22.0,51.0,15.0,19.0,38.0,29.0,43.0,43.0,13.0,23.0,Starter,53,0.91,2.64,152.51,140,23,2001-04-16,USA,USA,72,156,2019,7,28,214,8481692
2024-2025,Elvis Merzlikins,CBJ,G,57.0,56.0,44.0,56.0,55.0,40.0,57.0,62.0,62.0,54.0,54.0,57.0,56.0,Starter,53,0.892,3.18,156.78,168,30,1994-04-13,LVA,LVA,75,183,2014,3,16,76,8478007
2024-2025,Eric Comrie,WPG,G,11.0,11.0,56.0,19.0,34.0,20.0,8.0,28.0,51.0,5.0,5.0,1.0,20.0,Backup,20,0.914,2.39,50.07,47,29,1995-07-06,CAN,CAN,73,183,2013,2,29,59,8477480
2024-2025,Filip Gustavsson,MIN,G,6.0,10.0,25.0,25.0,26.0,13.0,14.0,39.0,14.0,12.0,12.0,18.0,10.0,Starter,58,0.914,2.56,155.41,146,26,1998-06-07,SWE,SWE,74,184,2016,2,25,55,8479406
2024-2025,Frederik Andersen,CAR,G,5.0,24.0,2.0,27.0,19.0,6.0,17.0,9.0,1.0,2.0,2.0,9.0,3.0,Backup,22,0.899,2.5,61.89,55,34,1989-10-02,DNK,DNK,76,238,2012,3,26,87,8475883
2024-2025,Igor Shesterkin,NYR,G,7.0,12.0,13.0,8.0,15.0,27.0,51.0,54.0,20.0,21.0,22.0,36.0,13.0,Starter,61,0.905,2.86,186.19,167,28,1995-12-30,RUS,RUS,73,189,2014,4,28,118,8478048
2024-2025,Ilya Samsonov,VGK,G,53.0,42.0,66.0,62.0,46.0,36.0,45.0,6.0,48.0,45.0,46.0,50.0,33.0,Backup,29,0.891,2.82,79.0,82,27,1997-02-22,RUS,RUS,75,214,2015,1,22,22,8478492
2024-2025,Ilya Sorokin,NYI,G,8.0,6.0,48.0,36.0,33.0,9.0,52.0,48.0,16.0,6.0,6.0,10.0,15.0,Starter,61,0.907,2.71,170.17,158,29,1995-08-04,RUS,RUS,75,195,2014,3,18,78,8478009
2024-2025,Ivan Fedotov,PHI,G,66.0,66.0,27.0,61.0,67.0,45.0,22.0,2.0,65.0,67.0,67.0,59.0,66.0,Backup,26,0.88,3.15,61.01,75,27,1996-11-28,RUS,RUS,78,188,2015,7,7,188,8478905
2024-2025,Jacob Markstrom,NJD,G,27.0,37.0,12.0,45.0,45.0,12.0,12.0,13.0,50.0,32.0,32.0,41.0,27.0,1A,49,0.9,2.5,122.99,121,34,1990-01-31,SWE,SWE,78,207,2008,2,1,31,8474593
2024-2025,Jake Allen,NJD,G,34.0,30.0,50.0,32.0,3.0,53.0,67.0,57.0,47.0,33.0,33.0,47.0,43.0,Backup,31,0.906,2.66,91.68,77,34,1990-08-07,CAN,CAN,74,195,2008,2,4,34,8474596
2024-2025,Jake Oettinger,DAL,G,22.0,40.0,5.0,5.0,11.0,54.0,7.0,19.0,7.0,16.0,16.0,11.0,7.0,Starter,58,0.909,2.59,161.05,147,25,1998-12-18,USA,USA,77,220,2017,1,26,26,8479979
2024-2025,Jakub Dobes,MTL,G,13.0,27.0,1.0,4.0,37.0,21.0,68.0,51.0,28.0,52.0,52.0,63.0,17.0,Backup,16,0.909,2.74,46.85,40,23,2001-05-27,CZE,,76,205,2020,5,12,136,8482487
2024-2025,James Reimer,BUF,G,49.0,59.0,18.0,16.0,24.0,63.0,44.0,56.0,33.0,20.0,21.0,15.0,48.0,Backup,24,0.896,3.04,71.51,69,36,1988-03-15,CAN,CAN,75,205,2006,4,6,99,8473503
2024-2025,Jeremy Swayman,BOS,G,33.0,21.0,45.0,2.0,59.0,38.0,28.0,36.0,32.0,29.0,29.0,31.0,30.0,Starter,58,0.892,3.11,160.63,176,25,1998-11-24,USA,USA,74,194,2017,4,18,111,8480280
2024-2025,Joel Blomqvist,PIT,G,65.0,64.0,14.0,67.0,68.0,1.0,34.0,66.0,67.0,58.0,58.0,42.0,65.0,Backup,15,0.885,3.81,41.06,49,22,2002-01-10,FIN,,74,183,2020,2,21,52,8482446
2024-2025,Joel Hofer,STL,G,28.0,8.0,68.0,1.0,58.0,42.0,9.0,12.0,41.0,7.0,7.0,6.0,19.0,Backup,31,0.904,2.64,68.62,74,24,2000-07-30,CAN,CAN,77,179,2018,4,14,107,8480981
2024-2025,Joey Daccord,SEA,G,25.0,18.0,37.0,23.0,14.0,39.0,63.0,21.0,13.0,9.0,9.0,4.0,22.0,Starter,57,0.906,2.75,167.01,151,28,1996-08-19,USA,USA,74,201,2015,7,18,199,8478916
2024-2025,John Gibson,ANA,G,24.0,9.0,61.0,3.0,35.0,49.0,56.0,67.0,34.0,14.0,15.0,20.0,51.0,Backup,29,0.911,2.77,81.2,72,31,1993-07-14,USA,USA,74,210,2011,2,9,39,8476434
2024-2025,Jonas Johansson,TBL,G,51.0,54.0,46.0,58.0,64.0,10.0,62.0,55.0,59.0,66.0,66.0,61.0,46.0,Backup,19,0.895,3.13,57.31,58,28,1995-09-19,SWE,SWE,77,220,2014,3,1,61,8477992
2024-2025,Jonathan Quick,NYR,G,38.0,41.0,23.0,18.0,56.0,32.0,49.0,52.0,40.0,49.0,49.0,46.0,31.0,Backup,24,0.893,3.17,65.27,70,38,1986-01-21,USA,USA,73,220,2005,3,11,72,8471734
2024-2025,Joonas Korpisalo,BOS,G,54.0,44.0,54.0,35.0,53.0,46.0,55.0,30.0,52.0,47.0,48.0,53.0,50.0,Backup,27,0.893,2.9,73.28,74,30,1994-04-28,FIN,FIN,75,193,2012,3,1,62,8476914
2024-2025,Jordan Binnington,STL,G,26.0,26.0,40.0,48.0,18.0,31.0,37.0,35.0,22.0,36.0,36.0,33.0,26.0,Starter,56,0.9,2.69,145.52,145,31,1993-07-11,CAN,CAN,74,172,2011,3,27,88,8476412
2024-2025,Joseph Woll,TOR,G,12.0,23.0,38.0,44.0,2.0,29.0,60.0,47.0,17.0,10.0,10.0,25.0,12.0,1A,42,0.909,2.73,121.74,111,26,1998-07-12,USA,USA,75,203,2016,3,1,62,8479361
2024-2025,Justus Annunen,NSH,G,47.0,51.0,43.0,15.0,65.0,16.0,26.0,27.0,39.0,50.0,50.0,52.0,40.0,1B,34,0.883,3.18,78.89,95,24,2000-03-11,FIN,FIN,76,210,-,-,-,-,8481020
2024-2025,Juuse Saros,NSH,G,29.0,48.0,4.0,41.0,47.0,19.0,21.0,44.0,30.0,44.0,44.0,26.0,41.0,Starter,58,0.895,2.98,154.96,167,29,1995-04-19,FIN,FIN,71,180,2013,4,8,99,8477424
2024-2025,Karel Vejmelka,UTA,G,43.0,31.0,32.0,29.0,22.0,55.0,15.0,34.0,36.0,48.0,45.0,37.0,45.0,Starter,58,0.904,2.58,157.1,145,28,1996-05-25,CZE,CZE,76,224,2015,5,24,145,8478872
2024-2025,Kevin Lankinen,VAN,G,23.0,25.0,26.0,53.0,13.0,26.0,16.0,25.0,23.0,25.0,26.0,35.0,24.0,Starter,51,0.902,2.62,133.45,132,29,1995-04-28,FIN,FIN,74,190,-,-,-,-,8480947
2024-2025,Linus Ullmark,OTT,G,3.0,4.0,10.0,6.0,27.0,8.0,53.0,49.0,10.0,4.0,4.0,7.0,5.0,1A,44,0.909,2.72,123.0,112,31,1993-07-31,SWE,SWE,77,212,2012,6,12,163,8476999
2024-2025,Logan Thompson,WSH,G,14.0,14.0,36.0,40.0,4.0,23.0,48.0,24.0,9.0,19.0,20.0,14.0,6.0,1A,43,0.91,2.49,129.96,105,27,1997-02-25,CAN,CAN,76,205,-,-,-,-,8480313
2024-2025,Lukas Dostal,ANA,G,31.0,19.0,55.0,33.0,12.0,47.0,32.0,68.0,43.0,31.0,31.0,38.0,47.0,Starter,54,0.903,3.1,170.27,158,24,2000-06-22,CZE,CZE,74,174,2018,3,23,85,8480843
2024-2025,Mackenzie Blackwood,COL,G,17.0,33.0,6.0,9.0,44.0,17.0,59.0,60.0,26.0,22.0,23.0,28.0,34.0,Starter,56,0.912,2.55,158.82,137,27,1996-12-09,CAN,CAN,76,225,2015,2,12,42,8478406
2024-2025,Marc-Andre Fleury,MIN,G,52.0,32.0,67.0,52.0,23.0,62.0,5.0,15.0,27.0,15.0,14.0,5.0,38.0,Backup,26,0.898,2.93,57.62,68,39,1984-11-28,CAN,CAN,74,185,2003,1,1,1,8470594
2024-2025,Marcus Hogberg,NYI,G,67.0,65.0,62.0,68.0,10.0,66.0,20.0,7.0,4.0,40.0,41.0,23.0,67.0,Backup,15,0.878,3.38,34.31,41,29,1994-11-25,SWE,SWE,77,222,2013,3,17,78,8477405
2024-2025,Petr Mrazek,ANA,G,40.0,45.0,29.0,21.0,40.0,56.0,61.0,65.0,38.0,35.0,35.0,32.0,58.0,1B,38,0.891,3.35,104.53,116,32,1992-02-14,CZE,CZE,74,188,2010,5,21,141,8475852
2024-2025,Philipp Grubauer,SEA,G,64.0,67.0,41.0,60.0,60.0,60.0,31.0,22.0,66.0,65.0,65.0,56.0,63.0,Backup,26,0.875,3.49,68.27,85,32,1991-11-25,DEU,DEU,73,188,2010,4,22,112,8475831
2024-2025,Pyotr Kochetkov,CAR,G,16.0,38.0,3.0,39.0,52.0,4.0,13.0,8.0,55.0,42.0,42.0,49.0,16.0,1A,47,0.897,2.6,125.32,121,25,1999-06-25,RUS,RUS,75,205,2019,2,5,36,8481611
2024-2025,Sam Montembeault,MTL,G,36.0,36.0,17.0,28.0,30.0,37.0,58.0,59.0,21.0,8.0,8.0,17.0,37.0,Starter,62,0.901,2.82,191.52,166,27,1996-10-30,CAN,CAN,75,214,2015,3,16,77,8478470
2024-2025,Samuel Ersson,PHI,G,62.0,63.0,20.0,55.0,62.0,57.0,27.0,5.0,60.0,59.0,59.0,65.0,55.0,1A,47,0.883,3.14,113.01,136,24,1999-10-20,SWE,SWE,74,176,2018,5,19,143,8481035
2024-2025,Scott Wedgewood,COL,G,10.0,7.0,49.0,49.0,17.0,14.0,3.0,10.0,31.0,23.0,24.0,24.0,14.0,Backup,24,0.908,2.32,55.22,53,32,1992-08-14,CAN,CAN,74,205,2010,3,24,84,8475809
2024-2025,Sergei Bobrovsky,FLA,G,18.0,15.0,34.0,51.0,9.0,25.0,2.0,4.0,18.0,13.0,13.0,12.0,8.0,Starter,54,0.906,2.44,133.23,130,35,1988-09-20,RUS,RUS,74,182,-,-,-,-,8475683
2024-2025,Spencer Knight,CHI,G,21.0,22.0,42.0,59.0,61.0,2.0,23.0,40.0,37.0,26.0,27.0,19.0,39.0,1B,38,0.901,2.72,105.14,100,23,2001-04-19,USA,USA,75,192,2019,1,13,13,8481519
2024-2025,Stuart Skinner,EDM,G,30.0,46.0,28.0,24.0,25.0,44.0,18.0,26.0,24.0,41.0,40.0,40.0,25.0,Starter,51,0.897,2.79,138.27,137,25,1998-11-01,CAN,CAN,76,206,2017,3,16,78,8479973
2024-2025,Thatcher Demko,VAN,G,35.0,20.0,31.0,54.0,16.0,34.0,35.0,31.0,44.0,51.0,51.0,45.0,29.0,Backup,23,0.889,2.9,63.59,63,28,1995-12-08,USA,USA,76,192,2014,2,6,36,8477967
2024-2025,Tristan Jarry,PIT,G,48.0,50.0,35.0,12.0,48.0,58.0,29.0,43.0,61.0,34.0,34.0,27.0,42.0,1B,36,0.892,3.12,95.99,105,29,1995-04-29,CAN,CAN,74,194,2013,2,14,44,8477465
2024-2025,Ukko-Pekka Luukkonen,BUF,G,50.0,53.0,30.0,43.0,39.0,52.0,41.0,41.0,46.0,39.0,39.0,43.0,49.0,Starter,55,0.887,3.2,152.06,169,25,1999-03-09,FIN,FIN,77,217,2017,2,23,54,8480045
2024-2025,Ville Husso,ANA,G,60.0,34.0,63.0,66.0,31.0,48.0,38.0,58.0,42.0,53.0,53.0,62.0,62.0,Backup,13,0.89,3.47,30.76,37,29,1995-02-06,FIN,FIN,75,200,2014,4,4,94,8478024
2024-2025,Vitek Vanecek,FLA,G,63.0,58.0,21.0,14.0,54.0,67.0,30.0,46.0,57.0,60.0,60.0,64.0,61.0,Backup,25,0.884,3.62,71.35,84,28,1996-01-09,CZE,CZE,74,184,2014,2,9,39,8477970
2024-2025,Yaroslav Askarov,SJS,G,41.0,29.0,59.0,30.0,49.0,22.0,64.0,61.0,3.0,37.0,37.0,59.0,57.0,Backup,13,0.896,3.1,39.16,37,22,2002-06-16,RUS,RUS,75,178,2020,1,11,11,8482137
