Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,W,L,OT/SO,Shutouts
2010-2011,Dwayne Roloson,TBL,G,35.0,30.0,42.0,30.0,38.0,22.0,46.0,41.0,26.0,32.0,34.0,28.0,36.0,Starter,54,3199.25,0.914,2.59,132.43,138,40,1969-10-12,CAN,CAN,73,170,-,-,-,8460806,24,25,5,4
2010-2011,Henrik Karlsson,CGY,G,47.0,58.0,3.0,7.0,59.0,51.0,26.0,4.0,12.0,2.0,2.0,14.0,53.0,Backup,17,837.55,0.908,2.58,31.59,36,26,1983-11-27,SWE,SWE,78,209,-,-,-,8475431,4,5,6,0
2010-2011,Henrik Lundqvist,NYR,G,4.0,4.0,22.0,32.0,1.0,7.0,21.0,57.0,30.0,34.0,35.0,20.0,8.0,Starter,68,3966.6666666667,0.923,2.3,178.45,152,28,1982-03-02,SWE,SWE,73,182,2000,7,205,8468685,36,27,5,11
2010-2011,Ilya Bryzgalov,PHX,G,16.0,14.0,37.0,13.0,11.0,25.0,24.0,30.0,16.0,14.0,15.0,7.0,9.0,Starter,68,4054.8666666667,0.921,2.49,183.86,168,30,1980-06-22,RUS,RUS,75,213,2000,2,44,8468524,36,20,10,7
2010-2011,James Reimer,TOR,G,15.0,10.0,51.0,26.0,45.0,3.0,14.0,51.0,10.0,7.0,7.0,4.0,7.0,Tandem (1B),37,2080.15,0.921,2.6,91.86,90,22,1988-03-15,CAN,CAN,75,205,2006,4,99,8473503,20,10,5,3
2010-2011,Jaroslav Halak,STL,G,19.0,24.0,19.0,42.0,16.0,19.0,41.0,37.0,22.0,35.0,36.0,38.0,16.0,Starter,57,3294.3666666667,0.91,2.48,147.62,136,25,1985-05-13,SVK,SVK,71,189,2003,9,271,8470860,27,21,7,7
2010-2011,Jason LaBarbera,PHX,G,18.0,9.0,56.0,25.0,7.0,15.0,44.0,56.0,7.0,23.0,23.0,31.0,33.0,Backup,17,882.63333333333,0.909,3.26,47.11,48,30,1980-01-18,CAN,CAN,75,232,1998,3,66,8467391,7,6,3,2
2010-2011,Jean-Sebastien Giguere,TOR,G,54.0,48.0,50.0,58.0,60.0,11.0,8.0,28.0,52.0,53.0,53.0,58.0,55.0,Tandem (1B),33,1633.0166666667,0.9,2.87,69.21,78,33,1977-05-16,CAN,CAN,73,202,1995,1,13,8462044,11,11,4,0
2010-2011,Jhonas Enroth,BUF,G,48.0,42.0,17.0,4.0,42.0,49.0,25.0,10.0,35.0,56.0,57.0,45.0,19.0,Backup,14,769.4,0.907,2.73,32.39,35,22,1988-06-25,SWE,SWE,70,175,2006,2,46,8473523,9,2,2,1
2010-2011,Jimmy Howard,DET,G,33.0,41.0,14.0,36.0,55.0,27.0,15.0,32.0,42.0,30.0,32.0,19.0,20.0,Starter,63,3615.2666666667,0.908,2.79,151.66,168,26,1984-03-26,USA,USA,73,218,2003,2,64,8470657,37,17,5,2
2010-2011,Joey MacDonald,DET,G,32.0,22.0,31.0,6.0,2.0,58.0,9.0,48.0,37.0,41.0,42.0,13.0,42.0,Backup,15,720.85,0.917,2.58,29.08,31,30,1980-02-07,CAN,CAN,72,197,-,-,-,8469732,5,5,3,1
2010-2011,Johan Hedberg,NJD,G,31.0,35.0,18.0,24.0,23.0,41.0,16.0,20.0,44.0,45.0,45.0,49.0,37.0,Tandem (1B),34,1717.4833333333,0.912,2.38,62.14,68,37,1973-05-05,SWE,SWE,72,190,1994,9,218,8460704,15,12,2,3
2010-2011,Jonas Gustavsson,TOR,G,61.0,54.0,62.0,54.0,41.0,50.0,2.0,31.0,60.0,62.0,62.0,42.0,61.0,Backup,23,1242.1166666667,0.89,3.28,51.43,68,25,1984-10-24,SWE,SWE,76,201,-,-,-,8475361,6,13,2,0
2010-2011,Jonas Hiller,ANA,G,7.0,6.0,29.0,47.0,20.0,2.0,54.0,62.0,15.0,16.0,16.0,25.0,11.0,Tandem (1A),49,2671.5333333333,0.924,2.56,138.92,114,28,1982-02-12,CHE,CHE,74,191,-,-,-,8473972,26,16,3,5
2010-2011,Jonathan Bernier,LAK,G,34.0,38.0,27.0,38.0,15.0,52.0,4.0,9.0,8.0,28.0,28.0,23.0,31.0,Backup,25,1378.25,0.913,2.48,53.17,57,22,1988-08-07,CAN,CAN,72,185,2006,1,11,8473541,11,8,3,3
2010-2011,Jonathan Quick,LAK,G,37.0,37.0,13.0,59.0,50.0,12.0,12.0,3.0,38.0,40.0,40.0,41.0,18.0,Starter,61,3591.9666666667,0.918,2.24,134.29,134,24,1986-01-21,USA,USA,73,220,2005,3,72,8471734,35,22,3,6
2010-2011,Jose Theodore,MIN,G,24.0,36.0,8.0,17.0,21.0,54.0,36.0,45.0,20.0,31.0,33.0,27.0,29.0,Backup,32,1792.9,0.916,2.71,80.3,81,33,1976-09-13,CAN,CAN,71,172,1994,2,44,8460535,15,11,3,1
2010-2011,Kari Lehtonen,DAL,G,29.0,17.0,47.0,22.0,9.0,33.0,40.0,34.0,39.0,18.0,18.0,15.0,30.0,Starter,69,4094.1833333333,0.914,2.56,168.43,175,26,1983-11-16,FIN,FIN,76,209,2002,1,2,8470140,34,24,11,3
2010-2011,Marc-Andre Fleury,PIT,G,23.0,29.0,12.0,29.0,31.0,38.0,31.0,19.0,34.0,33.0,31.0,34.0,26.0,Starter,65,3695.1666666667,0.918,2.32,144.77,143,25,1984-11-28,CAN,CAN,74,185,2003,1,1,8470594,36,20,5,3
2010-2011,Martin Biron,NYR,G,30.0,33.0,33.0,44.0,28.0,34.0,35.0,44.0,43.0,21.0,21.0,10.0,39.0,Backup,17,929.16666666667,0.923,2.13,37.24,33,33,1977-08-15,CAN,CAN,74,186,1995,1,16,8462047,8,6,0,0
2010-2011,Martin Brodeur,NJD,G,39.0,43.0,43.0,37.0,54.0,36.0,5.0,1.0,33.0,39.0,39.0,43.0,34.0,Starter,56,3116.1,0.903,2.45,105.95,127,38,1972-05-06,CAN,CAN,74,220,1990,1,20,8455710,23,26,3,6
2010-2011,Marty Turco,CHI,G,52.0,51.0,57.0,52.0,48.0,45.0,28.0,16.0,57.0,52.0,52.0,56.0,51.0,Backup,29,1631.05,0.897,3.02,68.98,82,35,1975-08-13,CAN,CAN,71,184,1994,5,124,8460612,11,11,3,1
2010-2011,Mathieu Garon,CBJ,G,49.0,46.0,55.0,51.0,49.0,40.0,37.0,7.0,58.0,59.0,58.0,55.0,56.0,Tandem (1B),36,1938.0,0.901,2.72,74.99,88,32,1978-01-09,CAN,CAN,73,198,1996,2,44,8464999,10,14,6,3
2010-2011,Michal Neuvirth,WSH,G,28.0,28.0,16.0,31.0,35.0,24.0,32.0,22.0,36.0,42.0,41.0,39.0,22.0,Tandem (1A),48,2686.9333333333,0.914,2.46,109.03,110,22,1988-03-23,CZE,CZE,73,209,2006,2,34,8473607,27,12,4,4
2010-2011,Miikka Kiprusoff,CGY,G,44.0,45.0,39.0,50.0,43.0,39.0,19.0,5.0,31.0,25.0,25.0,29.0,32.0,Starter,71,4155.65,0.906,2.63,154.54,182,33,1976-10-26,FIN,FIN,73,185,1995,5,116,8462147,37,24,6,6
2010-2011,Mike Smith,TBL,G,56.0,59.0,6.0,56.0,32.0,61.0,13.0,18.0,49.0,54.0,55.0,54.0,44.0,Backup,22,1202.4833333333,0.899,2.89,43.63,58,28,1982-03-22,CAN,CAN,77,220,2001,5,161,8469608,13,6,1,1
2010-2011,Niklas Backstrom,MIN,G,36.0,26.0,34.0,23.0,33.0,37.0,51.0,26.0,27.0,36.0,37.0,44.0,35.0,Starter,51,2978.3833333333,0.916,2.66,123.61,132,32,1978-02-13,FIN,FIN,74,192,-,-,-,8473404,22,23,5,3
2010-2011,Nikolai Khabibulin,EDM,G,55.0,47.0,60.0,39.0,57.0,32.0,49.0,54.0,54.0,60.0,60.0,59.0,60.0,Tandem (1A),47,2702.5333333333,0.89,3.4,133.18,153,37,1973-01-13,RUS,RUS,73,208,1992,9,204,8459140,10,32,4,2
2010-2011,Ondrej Pavelec,ATL,G,27.0,23.0,45.0,16.0,22.0,28.0,42.0,58.0,50.0,50.0,47.0,36.0,40.0,Starter,58,3225.2166666667,0.914,2.73,151.11,147,23,1987-08-31,CZE,CZE,75,212,2005,2,41,8471715,21,23,9,4
2010-2011,Pascal Leclaire,OTT,G,58.0,55.0,24.0,10.0,62.0,31.0,53.0,14.0,32.0,38.0,38.0,52.0,58.0,Backup,14,763.05,0.908,2.83,35.83,36,27,1982-11-07,CAN,CAN,74,202,2001,1,8,8469461,4,7,1,0
2010-2011,Pekka Rinne,NSH,G,10.0,12.0,11.0,21.0,18.0,14.0,17.0,23.0,14.0,13.0,14.0,16.0,5.0,Starter,64,3791.95,0.93,2.12,157.47,134,27,1982-11-03,FIN,FIN,77,217,2004,8,258,8471469,33,22,9,6
2010-2011,Peter Budaj,COL,G,53.0,34.0,61.0,15.0,17.0,47.0,58.0,49.0,53.0,55.0,54.0,46.0,57.0,Tandem (1A),45,2438.8333333333,0.895,3.2,110.77,130,27,1982-09-18,SVK,SVK,73,196,2001,2,63,8469514,15,21,4,1
2010-2011,Rick DiPietro,NYI,G,62.0,62.0,44.0,62.0,36.0,62.0,62.0,46.0,61.0,61.0,61.0,61.0,62.0,Backup,26,1533.2166666667,0.886,3.44,72.67,88,28,1981-09-19,USA,USA,72,185,2000,1,1,8468481,8,14,4,1
2010-2011,Roberto Luongo,VAN,G,8.0,7.0,25.0,14.0,12.0,10.0,30.0,36.0,9.0,11.0,12.0,9.0,4.0,Starter,60,3589.2333333333,0.928,2.11,148.23,126,31,1979-04-04,CAN,CAN,75,215,1997,1,4,8466141,38,15,7,4
2010-2011,Ryan Miller,BUF,G,13.0,16.0,9.0,55.0,8.0,17.0,18.0,38.0,5.0,12.0,13.0,17.0,10.0,Starter,66,3830.1666666667,0.916,2.58,162.34,165,30,1980-07-17,USA,USA,75,170,1999,5,138,8468011,34,22,8,5
2010-2011,Scott Clemmensen,FLA,G,42.0,44.0,30.0,20.0,27.0,56.0,11.0,25.0,29.0,43.0,43.0,35.0,43.0,Backup,31,1696.0666666667,0.911,2.62,69.33,74,33,1977-07-23,USA,USA,74,200,1997,8,215,8466339,8,11,7,1
2010-2011,Semyon Varlamov,WSH,G,14.0,8.0,49.0,27.0,13.0,5.0,48.0,15.0,6.0,3.0,3.0,6.0,15.0,Backup,27,1560.05,0.924,2.23,68.39,58,22,1988-04-27,RUS,RUS,74,206,2006,1,23,8473575,11,9,5,2
2010-2011,Sergei Bobrovsky,PHI,G,25.0,21.0,21.0,19.0,46.0,4.0,59.0,40.0,11.0,20.0,20.0,21.0,28.0,Starter,54,3017.4,0.915,2.59,139.75,130,21,1988-09-20,RUS,RUS,74,182,-,-,-,8475683,28,13,8,0
2010-2011,Steve Mason,CBJ,G,50.0,49.0,46.0,28.0,34.0,59.0,6.0,29.0,46.0,49.0,50.0,47.0,46.0,Starter,54,3026.5,0.901,3.03,128.32,153,22,1988-05-29,CAN,CAN,76,188,2006,3,69,8473461,24,21,7,3
2010-2011,Tim Thomas,BOS,G,2.0,1.0,10.0,5.0,5.0,8.0,29.0,39.0,2.0,4.0,4.0,8.0,2.0,Starter,57,3363.9666666667,0.938,2.0,146.34,112,36,1974-04-15,USA,USA,71,201,1994,9,217,8460703,35,11,9,9
2010-2011,Tomas Vokoun,FLA,G,6.0,13.0,7.0,18.0,30.0,18.0,43.0,59.0,25.0,19.0,19.0,22.0,14.0,Starter,57,3224.1,0.922,2.55,145.3,137,34,1976-07-02,CZE,CZE,73,210,1994,9,226,8460712,22,28,5,6
2010-2011,Tuukka Rask,BOS,G,9.0,18.0,23.0,34.0,6.0,30.0,20.0,43.0,13.0,10.0,11.0,18.0,21.0,Backup,29,1594.3833333333,0.918,2.67,68.76,71,23,1987-03-10,FIN,FIN,75,176,2005,1,21,8471695,11,14,2,2
2010-2011,Ty Conklin,STL,G,57.0,57.0,53.0,61.0,39.0,46.0,3.0,24.0,55.0,47.0,48.0,50.0,52.0,Backup,25,1285.45,0.882,3.22,47.58,69,34,1976-03-30,USA,USA,73,185,-,-,-,8469152,8,8,4,2
