Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2021-2022,Igor Shesterkin,NYR,G,1.0,2.0,4.0,2.0,17.0,1.0,31.0,51.0,1.0,1.0,1.0,1.0,1.0,Starter,53,0.935,2.07,145.49,106,25,1995-12-30,RUS,RUS,73,189,2014,4,28,118,8478048
2021-2022,Ilya Samsonov,WSH,G,59.0,61.0,22.0,48.0,33.0,62.0,45.0,8.0,67.0,64.0,65.0,57.0,37.0,1A,44,0.896,3.02,105.58,119,24,1997-02-22,RUS,RUS,75,214,2015,1,22,22,8478492
2021-2022,Ilya Sorokin,NYI,G,2.0,5.0,11.0,20.0,5.0,4.0,19.0,24.0,2.0,2.0,2.0,5.0,4.0,Starter,52,0.925,2.4,139.74,123,26,1995-08-04,RUS,RUS,75,195,2014,3,18,78,8478009
2021-2022,Jack Campbell,TOR,G,19.0,34.0,6.0,8.0,8.0,52.0,4.0,13.0,24.0,25.0,26.0,31.0,6.0,1A,49,0.914,2.64,116.42,123,29,1992-01-09,USA,USA,75,207,2010,1,11,11,8475789
2021-2022,Jacob Markstrom,CGY,G,16.0,18.0,12.0,17.0,46.0,8.0,7.0,9.0,20.0,22.0,22.0,21.0,11.0,Starter,63,0.922,2.22,151.79,137,31,1990-01-31,SWE,SWE,78,207,2008,2,1,31,8474593
2021-2022,Jake Allen,MTL,G,33.0,21.0,36.0,37.0,18.0,43.0,46.0,58.0,44.0,26.0,27.0,19.0,52.0,1B,35,0.905,3.3,102.24,107,31,1990-08-07,CAN,CAN,74,195,2008,2,4,34,8474596
2021-2022,Jake Oettinger,DAL,G,26.0,35.0,37.0,58.0,29.0,9.0,16.0,4.0,25.0,10.0,8.0,16.0,24.0,1A,48,0.914,2.53,112.1,114,22,1998-12-18,USA,USA,77,220,2017,1,26,26,8479979
2021-2022,James Reimer,SJS,G,30.0,46.0,2.0,3.0,43.0,38.0,23.0,42.0,27.0,7.0,7.0,8.0,34.0,1A,48,0.911,2.9,131.01,129,33,1988-03-15,CAN,CAN,75,205,2006,4,6,99,8473503
2021-2022,Jaroslav Halak,VAN,G,38.0,38.0,58.0,5.0,56.0,42.0,11.0,21.0,30.0,43.0,44.0,28.0,51.0,Backup,17,0.903,2.93,37.46,39,36,1985-05-13,SVK,SVK,71,189,2003,9,10,271,8470860
2021-2022,Jeremy Swayman,BOS,G,8.0,9.0,14.0,31.0,15.0,5.0,6.0,1.0,3.0,6.0,6.0,13.0,2.0,1B,41,0.914,2.41,92.34,96,22,1998-11-24,USA,USA,74,194,2017,4,18,111,8480280
2021-2022,John Gibson,ANA,G,40.0,45.0,17.0,39.0,39.0,41.0,47.0,63.0,50.0,53.0,54.0,41.0,56.0,Starter,56,0.904,3.19,163.21,172,28,1993-07-14,USA,USA,74,210,2011,2,9,39,8476434
2021-2022,Jon Gillies,STL,G,69.0,69.0,16.0,68.0,61.0,65.0,2.0,54.0,66.0,67.0,67.0,68.0,69.0,Backup,20,0.887,3.7,46.63,62,27,1994-01-22,USA,USA,78,223,2012,3,14,75,8476903
2021-2022,Jon Gillies,NJD,G,69.0,69.0,16.0,68.0,61.0,65.0,2.0,54.0,66.0,67.0,67.0,68.0,69.0,Backup,20,0.887,3.7,46.63,62,27,1994-01-22,USA,USA,78,223,2012,3,14,75,8476903
2021-2022,Jonathan Quick,LAK,G,43.0,49.0,50.0,42.0,36.0,32.0,65.0,14.0,41.0,30.0,30.0,26.0,39.0,1A,46,0.91,2.59,127.5,116,35,1986-01-21,USA,USA,73,220,2005,3,11,72,8471734
2021-2022,Joonas Korpisalo,CBJ,G,67.0,67.0,52.0,50.0,68.0,63.0,53.0,65.0,62.0,68.0,68.0,67.0,68.0,Backup,22,0.877,4.15,60.64,78,27,1994-04-28,FIN,FIN,75,193,2012,3,1,62,8476914
2021-2022,Jordan Binnington,STL,G,39.0,40.0,30.0,59.0,44.0,21.0,59.0,43.0,59.0,47.0,48.0,47.0,44.0,1B,37,0.901,3.16,102.37,112,28,1993-07-11,CAN,CAN,74,172,2011,3,27,88,8476412
2021-2022,Juuse Saros,NSH,G,4.0,3.0,35.0,27.0,11.0,3.0,15.0,39.0,7.0,11.0,11.0,15.0,7.0,Starter,67,0.918,2.64,180.35,173,26,1995-04-19,FIN,FIN,71,180,2013,4,8,99,8477424
2021-2022,Kaapo Kahkonen,MIN,G,44.0,44.0,46.0,34.0,40.0,49.0,43.0,26.0,11.0,8.0,9.0,10.0,38.0,1B,36,0.912,2.87,92.45,93,25,1996-08-16,FIN,FIN,74,217,2014,4,19,109,8478039
2021-2022,Kaapo Kahkonen,SJS,G,44.0,44.0,46.0,34.0,40.0,49.0,43.0,26.0,11.0,8.0,9.0,10.0,38.0,1B,36,0.912,2.87,92.45,93,25,1996-08-16,FIN,FIN,74,217,2014,4,19,109,8478039
2021-2022,Karel Vejmelka,ARI,G,58.0,57.0,59.0,40.0,66.0,31.0,68.0,69.0,48.0,57.0,58.0,63.0,66.0,Starter,52,0.898,3.66,147.63,169,25,1996-05-25,CZE,CZE,76,224,2015,5,24,145,8478872
2021-2022,Kevin Lankinen,CHI,G,57.0,48.0,55.0,11.0,63.0,60.0,21.0,55.0,58.0,52.0,53.0,51.0,60.0,Backup,32,0.891,3.5,80.87,106,26,1995-04-28,FIN,FIN,74,190,-,-,-,-,8480947
2021-2022,Laurent Brossoit,VGK,G,46.0,39.0,56.0,67.0,38.0,16.0,44.0,20.0,42.0,48.0,43.0,48.0,50.0,Backup,24,0.895,2.9,57.92,62,28,1993-03-23,CAN,CAN,75,215,2011,6,13,164,8476316
2021-2022,Linus Ullmark,BOS,G,20.0,15.0,41.0,26.0,24.0,26.0,5.0,12.0,26.0,13.0,13.0,6.0,16.0,1B,41,0.917,2.45,94.08,95,28,1993-07-31,SWE,SWE,77,212,2012,6,12,163,8476999
2021-2022,Logan Thompson,VGK,G,14.0,20.0,45.0,57.0,12.0,13.0,64.0,37.0,15.0,51.0,52.0,62.0,18.0,Backup,19,0.914,2.68,49.02,49,24,1997-02-25,CAN,CAN,76,205,-,-,-,-,8480313
2021-2022,Mackenzie Blackwood,NJD,G,63.0,65.0,31.0,53.0,35.0,68.0,9.0,36.0,64.0,66.0,66.0,64.0,57.0,Backup,25,0.892,3.39,61.57,79,24,1996-12-09,CAN,CAN,76,225,2015,2,12,42,8478406
2021-2022,Marc-Andre Fleury,CHI,G,23.0,24.0,43.0,52.0,16.0,22.0,48.0,23.0,18.0,27.0,28.0,33.0,15.0,Starter,56,0.908,2.9,147.56,159,36,1984-11-28,CAN,CAN,74,185,2003,1,1,1,8470594
2021-2022,Marc-Andre Fleury,MIN,G,23.0,24.0,43.0,52.0,16.0,22.0,48.0,23.0,18.0,27.0,28.0,33.0,15.0,Starter,56,0.908,2.9,147.56,159,36,1984-11-28,CAN,CAN,74,185,2003,1,1,1,8470594
2021-2022,Martin Jones,PHI,G,62.0,62.0,44.0,54.0,47.0,61.0,57.0,59.0,56.0,62.0,63.0,61.0,59.0,1B,35,0.9,3.42,99.87,114,31,1990-01-10,CAN,CAN,76,203,-,-,-,-,8474889
2021-2022,Matt Murray,OTT,G,50.0,58.0,25.0,4.0,64.0,47.0,49.0,50.0,19.0,35.0,35.0,50.0,58.0,Backup,20,0.906,3.04,61.28,60,27,1994-05-25,CAN,CAN,77,203,2012,3,22,83,8476899
2021-2022,Mike Smith,EDM,G,15.0,23.0,13.0,21.0,42.0,6.0,13.0,38.0,12.0,16.0,16.0,32.0,10.0,Backup,28,0.915,2.81,77.39,74,39,1982-03-22,CAN,CAN,77,220,2001,5,30,161,8469608
2021-2022,Mikko Koskinen,EDM,G,45.0,53.0,33.0,61.0,27.0,45.0,40.0,52.0,43.0,54.0,55.0,35.0,42.0,1A,45,0.903,3.1,126.63,136,33,1988-07-18,FIN,FIN,79,202,2009,2,1,31,8475156
2021-2022,Nico Daws,NJD,G,66.0,64.0,68.0,16.0,65.0,66.0,1.0,6.0,65.0,63.0,64.0,65.0,63.0,Backup,25,0.893,3.11,55.82,66,20,2000-12-22,DEU,DEU,76,205,2020,3,22,84,8482076
2021-2022,Pavel Francouz,COL,G,10.0,6.0,39.0,41.0,3.0,27.0,60.0,29.0,46.0,40.0,40.0,11.0,3.0,Backup,21,0.916,2.55,50.62,51,31,1990-06-03,CZE,CSK,72,179,-,-,-,-,8480925
2021-2022,Petr Mrazek,TOR,G,53.0,60.0,24.0,29.0,57.0,53.0,28.0,18.0,63.0,65.0,61.0,42.0,41.0,Backup,20,0.888,3.34,43.98,58,29,1992-02-14,CZE,CZE,74,188,2010,5,21,141,8475852
2021-2022,Philipp Grubauer,SEA,G,56.0,63.0,32.0,45.0,59.0,50.0,38.0,2.0,55.0,49.0,50.0,60.0,45.0,Starter,55,0.889,3.16,127.62,164,29,1991-11-25,DEU,DEU,73,188,2010,4,22,112,8475831
2021-2022,Robin Lehner,VGK,G,28.0,43.0,9.0,49.0,9.0,30.0,61.0,28.0,22.0,15.0,15.0,14.0,27.0,1A,44,0.907,2.83,121.02,120,30,1991-07-24,SWE,SWE,76,250,2009,2,16,46,8475215
2021-2022,Sam Montembeault,MTL,G,65.0,42.0,61.0,60.0,53.0,69.0,41.0,68.0,51.0,45.0,46.0,36.0,67.0,1B,38,0.892,3.77,101.46,122,24,1996-10-30,CAN,CAN,75,214,2015,3,16,77,8478470
2021-2022,Scott Wedgewood,DAL,G,35.0,33.0,48.0,55.0,19.0,29.0,55.0,66.0,61.0,59.0,60.0,38.0,55.0,1B,37,0.91,3.14,108.18,110,29,1992-08-14,CAN,CAN,74,205,2010,3,24,84,8475809
2021-2022,Scott Wedgewood,NJD,G,35.0,33.0,48.0,55.0,19.0,29.0,55.0,66.0,61.0,59.0,60.0,38.0,55.0,1B,37,0.91,3.14,108.18,110,29,1992-08-14,CAN,CAN,74,205,2010,3,24,84,8475809
2021-2022,Scott Wedgewood,ARI,G,35.0,33.0,48.0,55.0,19.0,29.0,55.0,66.0,61.0,59.0,60.0,38.0,55.0,1B,37,0.91,3.14,108.18,110,29,1992-08-14,CAN,CAN,74,205,2010,3,24,84,8475809
2021-2022,Semyon Varlamov,NYI,G,7.0,22.0,8.0,23.0,6.0,23.0,50.0,48.0,17.0,14.0,14.0,12.0,28.0,Backup,31,0.911,2.91,88.5,87,33,1988-04-27,RUS,RUS,74,206,2006,1,23,23,8473575
2021-2022,Sergei Bobrovsky,FLA,G,25.0,32.0,10.0,56.0,20.0,15.0,69.0,46.0,32.0,33.0,33.0,29.0,17.0,Starter,54,0.913,2.67,145.81,137,32,1988-09-20,RUS,RUS,74,182,-,-,-,-,8475683
2021-2022,Spencer Knight,FLA,G,36.0,8.0,62.0,13.0,26.0,54.0,51.0,33.0,23.0,41.0,41.0,58.0,23.0,Backup,32,0.908,2.79,77.52,81,20,2001-04-19,USA,USA,75,192,2019,1,13,13,8481519
2021-2022,Stuart Skinner,EDM,G,22.0,36.0,38.0,66.0,7.0,12.0,39.0,22.0,33.0,24.0,25.0,54.0,33.0,Backup,13,0.913,2.62,31.49,32,22,1998-11-01,CAN,CAN,76,206,2017,3,16,78,8479973
2021-2022,Thatcher Demko,VAN,G,13.0,7.0,34.0,30.0,14.0,19.0,35.0,61.0,10.0,28.0,23.0,18.0,30.0,Starter,64,0.915,2.72,173.21,168,25,1995-12-08,USA,USA,76,192,2014,2,6,36,8477967
2021-2022,Thomas Greiss,DET,G,54.0,52.0,67.0,64.0,55.0,37.0,20.0,57.0,39.0,55.0,56.0,56.0,61.0,Backup,31,0.891,3.66,76.27,92,35,1986-01-29,DEU,DEU,74,219,2004,3,29,94,8471306
2021-2022,Tristan Jarry,PIT,G,11.0,13.0,21.0,10.0,10.0,39.0,22.0,25.0,16.0,4.0,4.0,7.0,8.0,Starter,58,0.919,2.42,143.68,138,26,1995-04-29,CAN,CAN,74,194,2013,2,14,44,8477465
2021-2022,Ville Husso,STL,G,31.0,29.0,40.0,36.0,52.0,11.0,56.0,40.0,34.0,32.0,32.0,22.0,20.0,1B,40,0.919,2.56,113.84,100,26,1995-02-06,FIN,FIN,75,200,2014,4,4,94,8478024
2021-2022,Vitek Vanecek,WSH,G,42.0,28.0,27.0,32.0,21.0,57.0,17.0,11.0,47.0,44.0,45.0,43.0,32.0,1A,42,0.908,2.67,98.99,103,25,1996-01-09,CZE,CZE,74,184,2014,2,9,39,8477970
