Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,W,L,OT/SO,Shutouts
2015-2016,Cam Ward,CAR,G,56.0,57.0,50.0,62.0,38.0,49.0,42.0,8.0,54.0,64.0,64.0,62.0,52.0,Starter,52,3038.0666666667,0.909,2.41,120.99,122,31,1984-02-29,CAN,CAN,73,194,2002,1,25,8470320,23,17,10,1
2015-2016,Carter Hutton,NSH,G,43.0,54.0,17.0,60.0,58.0,40.0,34.0,4.0,50.0,39.0,40.0,41.0,35.0,Backup,17,978.93333333333,0.918,2.33,38.19,38,29,1985-12-19,CAN,CAN,72,211,-,-,-,8475622,7,5,4,2
2015-2016,Chad Johnson,BUF,G,45.0,48.0,51.0,37.0,49.0,51.0,26.0,28.0,39.0,26.0,26.0,36.0,37.0,Tandem (1A),45,2594.8,0.92,2.36,108.57,102,29,1986-06-10,CAN,CAN,75,197,2006,5,125,8473434,22,16,4,1
2015-2016,Connor Hellebuyck,WPG,G,18.0,3.0,65.0,3.0,11.0,15.0,29.0,29.0,28.0,62.0,62.0,54.0,27.0,Backup,26,1433.4666666667,0.918,2.34,62.67,56,22,1993-05-19,USA,USA,76,216,2012,5,130,8476945,13,11,1,2
2015-2016,Corey Crawford,CHI,G,7.0,11.0,29.0,15.0,51.0,6.0,54.0,51.0,3.0,4.0,4.0,9.0,3.0,Starter,58,3322.65,0.924,2.37,148.83,131,30,1984-12-31,CAN,CAN,74,216,2003,2,52,8470645,35,18,5,7
2015-2016,Cory Schneider,NJD,G,5.0,22.0,15.0,48.0,24.0,14.0,5.0,6.0,9.0,5.0,5.0,3.0,17.0,Starter,58,3412.4333333333,0.924,2.15,137.23,122,29,1986-03-18,USA,USA,75,214,2004,1,26,8471239,27,25,6,4
2015-2016,Craig Anderson,OTT,G,31.0,25.0,53.0,6.0,52.0,34.0,53.0,62.0,44.0,20.0,21.0,2.0,23.0,Starter,60,3477.3666666667,0.916,2.78,154.52,161,34,1981-05-21,USA,USA,74,187,2001,3,73,8467950,31,23,5,4
2015-2016,Curtis McElhinney,CBJ,G,64.0,67.0,12.0,11.0,67.0,67.0,58.0,39.0,68.0,66.0,66.0,66.0,68.0,Backup,18,835.43333333333,0.89,3.3,40.63,46,32,1983-05-23,CAN,CAN,74,210,2002,6,176,8470147,2,7,3,0
2015-2016,Darcy Kuemper,MIN,G,38.0,47.0,4.0,43.0,50.0,45.0,23.0,23.0,51.0,44.0,45.0,35.0,45.0,Backup,21,1063.4,0.915,2.43,42.76,43,25,1990-05-05,CAN,CAN,77,215,2009,6,161,8475311,6,7,5,2
2015-2016,Devan Dubnyk,MIN,G,27.0,26.0,49.0,36.0,34.0,21.0,40.0,10.0,30.0,34.0,34.0,26.0,19.0,Starter,67,3841.4,0.918,2.34,145.49,150,29,1986-05-04,CAN,CAN,78,224,2004,1,14,8471227,32,26,6,5
2015-2016,Eddie Lack,CAR,G,44.0,49.0,20.0,5.0,63.0,48.0,62.0,59.0,53.0,60.0,60.0,59.0,55.0,Tandem (1B),34,1920.1,0.901,2.81,86.29,90,27,1988-01-05,SWE,SWE,76,187,-,-,-,8475663,12,14,6,2
2015-2016,Frederik Andersen,ANA,G,28.0,33.0,24.0,53.0,16.0,25.0,20.0,17.0,10.0,18.0,18.0,24.0,10.0,Tandem (1A),43,2297.9333333333,0.919,2.3,91.08,88,25,1989-10-02,DNK,DNK,76,238,2012,3,87,8475883,22,9,7,3
2015-2016,Garret Sparks,TOR,G,68.0,68.0,66.0,16.0,68.0,64.0,25.0,13.0,67.0,68.0,68.0,65.0,66.0,Backup,17,974.95,0.893,3.02,38.07,49,22,1993-06-28,USA,USA,75,220,2011,7,190,8476343,6,9,1,1
2015-2016,Henrik Lundqvist,NYR,G,12.0,6.0,52.0,8.0,6.0,23.0,52.0,55.0,22.0,16.0,16.0,6.0,7.0,Starter,65,3772.3666666667,0.92,2.48,179.18,156,33,1982-03-02,SWE,SWE,73,182,2000,7,205,8468685,35,21,7,4
2015-2016,Jacob Markstrom,VAN,G,39.0,51.0,9.0,64.0,60.0,27.0,63.0,63.0,34.0,49.0,49.0,38.0,59.0,Backup,32,1847.4333333333,0.915,2.73,88.27,84,25,1990-01-31,SWE,SWE,78,207,2008,2,31,8474593,13,14,4,0
2015-2016,Jake Allen,STL,G,20.0,29.0,18.0,51.0,7.0,41.0,15.0,14.0,27.0,38.0,39.0,50.0,8.0,Tandem (1A),47,2583.3666666667,0.92,2.35,104.06,101,25,1990-08-07,CAN,CAN,74,195,2008,2,34,8474596,26,15,3,6
2015-2016,James Reimer,SJS,G,35.0,15.0,59.0,41.0,43.0,8.0,10.0,61.0,24.0,30.0,30.0,31.0,40.0,Tandem (1B),40,2290.45,0.922,2.31,87.03,88,27,1988-03-15,CAN,CAN,75,205,2006,4,99,8473503,17,14,7,3
2015-2016,James Reimer,TOR,G,35.0,15.0,59.0,41.0,43.0,8.0,10.0,61.0,24.0,30.0,30.0,31.0,40.0,Tandem (1B),40,2290.45,0.922,2.31,87.03,88,27,1988-03-15,CAN,CAN,75,205,2006,4,99,8473503,17,14,7,3
2015-2016,Jaroslav Halak,NYI,G,9.0,24.0,3.0,34.0,39.0,16.0,43.0,54.0,17.0,33.0,33.0,48.0,12.0,Tandem (1B),36,2091.1833333333,0.919,2.3,88.05,80,30,1985-05-13,SVK,SVK,71,189,2003,9,271,8470860,18,13,4,3
2015-2016,Jeff Zatkoff,PIT,G,53.0,65.0,1.0,12.0,2.0,68.0,14.0,26.0,2.0,13.0,14.0,12.0,51.0,Backup,14,732.05,0.917,2.79,28.93,34,28,1987-06-09,USA,USA,74,186,2006,3,74,8473553,4,7,1,0
2015-2016,Jhonas Enroth,LAK,G,33.0,16.0,64.0,30.0,28.0,18.0,36.0,43.0,13.0,45.0,46.0,43.0,38.0,Backup,16,856.3,0.922,2.17,33.63,31,27,1988-06-25,SWE,SWE,70,175,2006,2,46,8473523,7,5,1,2
2015-2016,Jimmy Howard,DET,G,50.0,37.0,37.0,39.0,25.0,42.0,39.0,36.0,57.0,41.0,43.0,44.0,54.0,Tandem (1B),37,1973.8833333333,0.906,2.8,85.15,92,31,1984-03-26,USA,USA,73,218,2003,2,64,8470657,14,14,5,2
2015-2016,John Gibson,ANA,G,30.0,44.0,7.0,2.0,48.0,60.0,22.0,5.0,15.0,14.0,15.0,16.0,16.0,Tandem (1B),40,2294.6666666667,0.92,2.07,87.07,79,22,1993-07-14,USA,USA,74,210,2011,2,39,8476434,21,13,4,4
2015-2016,Jonas Gustavsson,BOS,G,59.0,60.0,46.0,66.0,30.0,56.0,27.0,34.0,63.0,58.0,58.0,67.0,43.0,Backup,24,1258.4666666667,0.909,2.72,49.47,57,30,1984-10-24,SWE,SWE,76,201,-,-,-,8475361,11,9,1,1
2015-2016,Jonas Hiller,CGY,G,67.0,64.0,67.0,58.0,65.0,44.0,56.0,41.0,65.0,67.0,67.0,68.0,62.0,Backup,26,1350.8666666667,0.879,3.51,60.7,79,33,1982-02-12,CHE,CHE,74,191,-,-,-,8473972,9,11,1,1
2015-2016,Jonathan Bernier,TOR,G,51.0,55.0,25.0,52.0,61.0,38.0,18.0,58.0,43.0,52.0,53.0,57.0,56.0,Tandem (1B),38,2146.7666666667,0.908,2.88,91.59,103,27,1988-08-07,CAN,CAN,72,185,2006,1,11,8473541,12,21,3,3
2015-2016,Jonathan Quick,LAK,G,34.0,35.0,40.0,55.0,35.0,20.0,24.0,2.0,35.0,36.0,36.0,45.0,11.0,Starter,68,4034.4833333333,0.918,2.22,165.53,149,29,1986-01-21,USA,USA,73,220,2005,3,72,8471734,40,23,5,5
2015-2016,Joni Ortio,CGY,G,60.0,39.0,57.0,46.0,37.0,37.0,35.0,40.0,45.0,59.0,59.0,8.0,61.0,Backup,22,1196.75,0.902,2.76,52.03,55,24,1991-04-16,FIN,FIN,73,190,2009,6,171,8475299,7,9,5,1
2015-2016,Joonas Korpisalo,CBJ,G,21.0,9.0,34.0,10.0,15.0,11.0,66.0,66.0,37.0,27.0,27.0,22.0,21.0,Backup,31,1803.05,0.92,2.6,86.71,78,21,1994-04-28,FIN,FIN,75,193,2012,3,62,8476914,16,11,4,0
2015-2016,Kari Lehtonen,DAL,G,55.0,59.0,28.0,57.0,36.0,57.0,60.0,47.0,55.0,55.0,55.0,51.0,34.0,Tandem (1A),43,2279.1833333333,0.906,2.76,101.57,105,31,1983-11-16,FIN,FIN,76,209,2002,1,2,8470140,25,10,2,2
2015-2016,Karri Ramo,CGY,G,47.0,46.0,38.0,20.0,42.0,54.0,46.0,44.0,49.0,42.0,38.0,29.0,46.0,Tandem (1B),37,2144.6333333333,0.909,2.63,89.0,94,29,1986-07-01,FIN,FIN,74,206,2004,6,191,8471403,17,18,1,1
2015-2016,Keith Kinkaid,NJD,G,58.0,58.0,42.0,56.0,32.0,61.0,1.0,21.0,47.0,57.0,57.0,60.0,58.0,Backup,23,1240.75,0.904,2.8,49.59,58,26,1989-07-04,USA,USA,74,195,-,-,-,8476234,9,9,1,2
2015-2016,Linus Ullmark,BUF,G,40.0,43.0,35.0,7.0,5.0,66.0,4.0,35.0,11.0,10.0,11.0,37.0,50.0,Backup,20,1130.6666666667,0.913,2.6,42.09,49,22,1993-07-31,SWE,SWE,77,212,2012,6,163,8476999,8,10,2,0
2015-2016,Louis Domingue,ARI,G,46.0,13.0,61.0,32.0,1.0,39.0,65.0,57.0,40.0,47.0,47.0,46.0,47.0,Tandem (1B),39,2206.0666666667,0.912,2.75,96.54,101,23,1992-03-06,CAN,CAN,75,208,2010,5,138,8475839,15,18,5,2
2015-2016,Marc-Andre Fleury,PIT,G,13.0,19.0,22.0,25.0,40.0,17.0,37.0,24.0,29.0,21.0,22.0,17.0,6.0,Starter,58,3463.7833333333,0.921,2.29,135.51,132,30,1984-11-28,CAN,CAN,74,185,2003,1,1,8470594,35,17,6,5
2015-2016,Martin Jones,SJS,G,29.0,36.0,39.0,47.0,47.0,24.0,9.0,3.0,31.0,25.0,25.0,40.0,25.0,Starter,65,3780.8666666667,0.918,2.27,150.1,143,25,1990-01-10,CAN,CAN,76,203,-,-,-,8474889,37,23,4,6
2015-2016,Matt Murray,PIT,G,1.0,10.0,5.0,67.0,4.0,5.0,11.0,9.0,1.0,1.0,1.0,1.0,1.0,Backup,13,748.58333333333,0.93,2.0,28.61,25,21,1994-05-25,CAN,CAN,77,203,2012,3,83,8476899,9,2,1,1
2015-2016,Michael Hutchinson,WPG,G,52.0,63.0,26.0,31.0,59.0,62.0,16.0,20.0,60.0,37.0,37.0,23.0,57.0,Backup,30,1585.95,0.907,2.84,68.53,75,25,1990-03-02,CAN,CAN,75,201,2008,3,77,8474636,9,15,3,0
2015-2016,Michal Neuvirth,PHI,G,22.0,30.0,27.0,13.0,55.0,29.0,59.0,48.0,25.0,3.0,3.0,18.0,29.0,Backup,32,1825.5166666667,0.924,2.27,79.5,69,27,1988-03-23,CZE,CZE,73,209,2006,2,34,8473607,18,8,4,3
2015-2016,Mike Condon,MTL,G,62.0,56.0,56.0,14.0,66.0,52.0,55.0,27.0,61.0,51.0,52.0,33.0,60.0,Starter,55,3122.7333333333,0.903,2.71,128.02,141,25,1990-04-27,USA,USA,74,195,-,-,-,8477237,21,25,6,1
2015-2016,Mike Smith,ARI,G,37.0,18.0,36.0,4.0,33.0,28.0,49.0,60.0,46.0,50.0,50.0,53.0,44.0,Backup,32,1753.5,0.916,2.63,75.33,77,33,1982-03-22,CAN,CAN,77,220,2001,5,161,8469608,15,13,2,3
2015-2016,Ondrej Pavelec,WPG,G,48.0,41.0,48.0,18.0,23.0,53.0,41.0,33.0,52.0,43.0,44.0,52.0,53.0,Tandem (1B),33,1899.0166666667,0.904,2.78,86.53,88,28,1987-08-31,CZE,CZE,75,212,2005,2,41,8471715,13,13,4,1
2015-2016,Pekka Rinne,NSH,G,57.0,53.0,44.0,27.0,45.0,59.0,3.0,1.0,36.0,48.0,48.0,58.0,30.0,Starter,66,3895.3666666667,0.908,2.48,133.03,161,32,1982-11-03,FIN,FIN,77,217,2004,8,258,8471469,34,21,10,4
2015-2016,Petr Mrazek,DET,G,23.0,21.0,32.0,33.0,22.0,22.0,8.0,15.0,14.0,8.0,9.0,7.0,13.0,Starter,54,2960.5833333333,0.921,2.33,119.42,115,23,1992-02-14,CZE,CZE,74,188,2010,5,141,8475852,27,16,6,4
2015-2016,Philipp Grubauer,WSH,G,26.0,38.0,2.0,42.0,62.0,12.0,33.0,18.0,18.0,24.0,24.0,27.0,42.0,Backup,22,1111.0333333333,0.918,2.32,46.23,43,23,1991-11-25,DEU,DEU,73,188,2010,4,112,8475831,8,9,1,0
2015-2016,Reto Berra,COL,G,25.0,4.0,60.0,44.0,46.0,1.0,68.0,46.0,21.0,46.0,41.0,56.0,41.0,Backup,14,720.71666666667,0.922,2.41,31.55,29,28,1987-01-03,CHE,CHE,76,218,2006,4,106,8473499,5,8,0,2
2015-2016,Roberto Luongo,FLA,G,15.0,12.0,45.0,22.0,27.0,19.0,30.0,32.0,19.0,22.0,23.0,20.0,9.0,Starter,62,3601.85,0.922,2.35,147.24,141,36,1979-04-04,CAN,CAN,75,215,1997,1,4,8466141,35,19,6,4
2015-2016,Robin Lehner,BUF,G,41.0,52.0,14.0,59.0,44.0,50.0,50.0,52.0,23.0,29.0,29.0,34.0,48.0,Backup,21,1144.0833333333,0.924,2.52,47.58,48,24,1991-07-24,SWE,SWE,76,250,2009,2,46,8475215,5,9,5,1
2015-2016,Ryan Miller,VAN,G,19.0,20.0,31.0,23.0,21.0,32.0,31.0,64.0,48.0,28.0,28.0,32.0,33.0,Starter,51,3043.4833333333,0.916,2.7,136.98,137,35,1980-07-17,USA,USA,75,170,1999,5,138,8468011,17,24,9,1
2015-2016,Scott Darling,CHI,G,8.0,17.0,19.0,40.0,19.0,13.0,45.0,49.0,6.0,11.0,12.0,21.0,20.0,Backup,29,1560.0166666667,0.915,2.58,65.48,67,26,1988-12-22,USA,USA,78,226,2007,6,153,8474152,12,8,4,1
2015-2016,Semyon Varlamov,COL,G,17.0,31.0,23.0,50.0,14.0,30.0,67.0,67.0,42.0,40.0,42.0,30.0,28.0,Starter,57,3159.4166666667,0.914,2.81,144.19,148,27,1988-04-27,RUS,RUS,74,206,2006,1,23,8473575,27,25,3,2
2015-2016,Sergei Bobrovsky,CBJ,G,42.0,42.0,33.0,54.0,17.0,47.0,38.0,37.0,38.0,35.0,35.0,42.0,36.0,Tandem (1B),37,2116.35,0.908,2.75,90.07,97,26,1988-09-20,RUS,RUS,74,182,-,-,-,8475683,15,19,1,1
2015-2016,Steve Mason,PHI,G,24.0,8.0,63.0,1.0,8.0,35.0,64.0,45.0,32.0,12.0,13.0,11.0,26.0,Starter,54,3150.4333333333,0.918,2.51,136.28,132,27,1988-05-29,CAN,CAN,76,188,2006,3,69,8473461,23,19,10,4
2015-2016,Thomas Greiss,NYI,G,4.0,5.0,6.0,61.0,10.0,3.0,32.0,53.0,26.0,9.0,10.0,4.0,22.0,Tandem (1A),41,2287.4666666667,0.925,2.36,104.52,90,29,1986-01-29,DEU,DEU,74,219,2004,3,94,8471306,23,11,4,1
2015-2016,Tuukka Rask,BOS,G,32.0,32.0,41.0,17.0,18.0,46.0,17.0,25.0,20.0,19.0,20.0,28.0,18.0,Starter,64,3679.4,0.915,2.56,151.5,157,28,1987-03-10,FIN,FIN,75,176,2005,1,21,8471695,31,22,8,4
