Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2017-2018,Brian Elliott,PHI,G,39.0,18.0,54.0,30.0,26.0,48.0,41.0,13.0,48.0,39.0,40.0,18.0,28.0,1A,43,0.909,2.69,107.92,112,32,1985-04-09,CAN,CAN,74,221,2003,9,30,291,8470880
2017-2018,Cam Talbot,EDM,G,32.0,36.0,45.0,24.0,27.0,35.0,55.0,50.0,40.0,18.0,19.0,27.0,34.0,Starter,67,0.908,3.04,180.04,188,30,1987-07-05,CAN,CAN,76,201,-,-,-,-,8475660
2017-2018,Cam Ward,CAR,G,57.0,58.0,46.0,57.0,47.0,47.0,35.0,4.0,43.0,40.0,41.0,56.0,39.0,1A,43,0.906,2.73,101.34,112,33,1984-02-29,CAN,CAN,73,194,2002,1,25,25,8470320
2017-2018,Carey Price,MTL,G,58.0,57.0,51.0,56.0,44.0,59.0,17.0,10.0,49.0,28.0,33.0,48.0,48.0,1A,49,0.9,3.13,118.11,148,30,1987-08-16,CAN,CAN,75,217,2005,1,5,5,8471679
2017-2018,Carter Hutton,STL,G,6.0,9.0,2.0,13.0,7.0,16.0,27.0,19.0,8.0,20.0,12.0,19.0,13.0,Backup,32,0.931,2.09,68.74,56,31,1985-12-19,CAN,CAN,72,211,-,-,-,-,8475622
2017-2018,Casey DeSmith,PIT,G,3.0,3.0,18.0,5.0,3.0,20.0,59.0,54.0,10.0,16.0,17.0,26.0,22.0,Backup,14,0.921,2.4,31.57,28,26,1991-08-13,USA,USA,72,181,-,-,-,-,8479193
2017-2018,Chad Johnson,BUF,G,63.0,65.0,47.0,41.0,46.0,63.0,2.0,29.0,53.0,60.0,60.0,63.0,62.0,1B,36,0.891,3.55,77.71,105,31,1986-06-10,CAN,CAN,75,197,2006,5,2,125,8473434
2017-2018,Charlie Lindgren,MTL,G,45.0,22.0,57.0,6.0,1.0,67.0,68.0,62.0,10.0,16.0,17.0,49.0,50.0,Backup,14,0.908,3.03,41.8,42,23,1993-12-18,USA,USA,74,179,-,-,-,-,8479292
2017-2018,Connor Hellebuyck,WPG,G,30.0,38.0,29.0,37.0,30.0,30.0,23.0,11.0,17.0,32.0,35.0,28.0,12.0,Starter,67,0.924,2.36,167.34,156,24,1993-05-19,USA,USA,76,216,2012,5,9,130,8476945
2017-2018,Corey Crawford,CHI,G,2.0,6.0,8.0,20.0,14.0,3.0,37.0,47.0,7.0,8.0,8.0,2.0,2.0,Backup,28,0.929,2.27,75.14,60,32,1984-12-31,CAN,CAN,74,216,2003,2,22,52,8470645
2017-2018,Cory Schneider,NJD,G,40.0,53.0,38.0,38.0,59.0,21.0,5.0,39.0,41.0,51.0,51.0,37.0,44.0,1B,40,0.907,2.98,108.47,114,31,1986-03-18,USA,USA,75,214,2004,1,26,26,8471239
2017-2018,Craig Anderson,OTT,G,52.0,60.0,48.0,39.0,58.0,49.0,51.0,36.0,21.0,27.0,31.0,38.0,37.0,Starter,58,0.898,3.34,147.27,180,36,1981-05-21,USA,USA,74,187,2001,3,10,73,8467950
2017-2018,Curtis McElhinney,TOR,G,9.0,1.0,58.0,40.0,20.0,1.0,6.0,43.0,27.0,33.0,36.0,7.0,6.0,Backup,18,0.934,2.19,44.49,35,34,1983-05-23,CAN,CAN,74,210,2002,6,10,176,8470147
2017-2018,Darcy Kuemper,ARI,G,29.0,32.0,3.0,63.0,37.0,12.0,38.0,28.0,56.0,25.0,28.0,8.0,33.0,Backup,29,0.92,2.52,73.55,67,27,1990-05-05,CAN,CAN,77,215,2009,6,10,161,8475311
2017-2018,Darcy Kuemper,LAK,G,29.0,32.0,3.0,63.0,37.0,12.0,38.0,28.0,56.0,25.0,28.0,8.0,33.0,Backup,29,0.92,2.52,73.55,67,27,1990-05-05,CAN,CAN,77,215,2009,6,10,161,8475311
2017-2018,David Rittich,CGY,G,64.0,67.0,43.0,36.0,66.0,54.0,28.0,6.0,25.0,48.0,32.0,43.0,54.0,Backup,21,0.904,2.92,43.8,49,25,1992-08-19,CZE,CZE,76,205,-,-,-,-,8479496
2017-2018,Devan Dubnyk,MIN,G,28.0,23.0,42.0,23.0,52.0,23.0,13.0,2.0,11.0,9.0,9.0,23.0,7.0,Starter,60,0.918,2.52,129.34,145,31,1986-05-04,CAN,CAN,78,224,2004,1,14,14,8471227
2017-2018,Frederik Andersen,TOR,G,20.0,20.0,12.0,25.0,13.0,36.0,15.0,51.0,14.0,14.0,15.0,30.0,15.0,Starter,66,0.918,2.81,189.82,182,27,1989-10-02,DNK,DNK,76,238,2012,3,26,87,8475883
2017-2018,Henrik Lundqvist,NYR,G,24.0,33.0,30.0,27.0,49.0,13.0,42.0,60.0,34.0,23.0,25.0,34.0,32.0,Starter,63,0.915,2.98,173.99,174,35,1982-03-02,SWE,SWE,73,182,2000,7,8,205,8468685
2017-2018,J-F Berube,CHI,G,66.0,66.0,67.0,61.0,40.0,66.0,39.0,65.0,65.0,63.0,63.0,66.0,66.0,Backup,13,0.894,3.78,35.14,42,26,1991-07-13,CAN,CAN,73,177,2009,4,4,95,8475234
2017-2018,Jacob Markstrom,VAN,G,26.0,28.0,41.0,53.0,18.0,31.0,20.0,35.0,32.0,31.0,29.0,36.0,43.0,Starter,60,0.912,2.71,144.78,154,27,1990-01-31,SWE,SWE,78,207,2008,2,1,31,8474593
2017-2018,Jake Allen,STL,G,43.0,34.0,40.0,43.0,34.0,46.0,7.0,5.0,42.0,42.0,43.0,50.0,36.0,Starter,59,0.906,2.75,131.95,152,27,1990-08-07,CAN,CAN,74,195,2008,2,4,34,8474596
2017-2018,James Reimer,FLA,G,22.0,30.0,23.0,12.0,24.0,45.0,30.0,56.0,24.0,37.0,37.0,25.0,23.0,1A,44,0.913,2.99,118.84,120,29,1988-03-15,CAN,CAN,75,205,2006,4,6,99,8473503
2017-2018,Jaroslav Halak,NYI,G,16.0,13.0,31.0,65.0,2.0,39.0,18.0,67.0,54.0,44.0,45.0,22.0,41.0,Starter,54,0.908,3.22,147.87,161,32,1985-05-13,SVK,SVK,71,189,2003,9,10,271,8470860
2017-2018,Jeff Glass,CHI,G,51.0,16.0,7.0,66.0,65.0,9.0,48.0,68.0,66.0,66.0,66.0,43.0,65.0,Backup,15,0.898,3.36,42.57,46,31,1985-11-19,CAN,CAN,75,206,2004,3,24,89,8471301
2017-2018,Jimmy Howard,DET,G,27.0,35.0,10.0,49.0,19.0,32.0,26.0,25.0,22.0,19.0,20.0,24.0,40.0,Starter,60,0.91,2.85,151.49,160,33,1984-03-26,USA,USA,73,218,2003,2,34,64,8470657
2017-2018,John Gibson,ANA,G,5.0,11.0,1.0,9.0,5.0,15.0,34.0,41.0,5.0,4.0,4.0,3.0,5.0,Starter,60,0.926,2.43,169.25,139,24,1993-07-14,USA,USA,74,210,2011,2,9,39,8476434
2017-2018,Jonathan Bernier,COL,G,42.0,40.0,14.0,17.0,51.0,43.0,56.0,24.0,31.0,13.0,14.0,20.0,27.0,1B,37,0.913,2.85,87.08,95,29,1988-08-07,CAN,CAN,72,185,2006,1,11,11,8473541
2017-2018,Jonathan Quick,LAK,G,18.0,21.0,27.0,42.0,8.0,22.0,61.0,12.0,13.0,21.0,23.0,10.0,17.0,Starter,64,0.921,2.4,171.26,147,31,1986-01-21,USA,USA,73,220,2005,3,11,72,8471734
2017-2018,Joonas Korpisalo,CBJ,G,50.0,61.0,21.0,67.0,43.0,18.0,22.0,55.0,57.0,61.0,61.0,58.0,52.0,Backup,18,0.897,3.32,47.33,58,23,1994-04-28,FIN,FIN,75,193,2012,3,1,62,8476914
2017-2018,Juuse Saros,NSH,G,7.0,10.0,5.0,46.0,6.0,5.0,60.0,48.0,15.0,15.0,16.0,16.0,10.0,Backup,26,0.925,2.45,74.47,61,22,1995-04-19,FIN,FIN,71,180,2013,4,8,99,8477424
2017-2018,Kari Lehtonen,DAL,G,49.0,29.0,56.0,50.0,57.0,34.0,43.0,7.0,19.0,49.0,49.0,54.0,47.0,1B,37,0.912,2.56,78.1,83,33,1983-11-16,FIN,FIN,76,209,2002,1,2,2,8470140
2017-2018,Keith Kinkaid,NJD,G,31.0,45.0,11.0,14.0,23.0,55.0,12.0,38.0,37.0,46.0,47.0,33.0,29.0,1A,41,0.913,2.77,103.96,106,28,1989-07-04,USA,USA,74,195,-,-,-,-,8476234
2017-2018,Laurent Brossoit,EDM,G,67.0,59.0,66.0,59.0,68.0,44.0,16.0,15.0,58.0,62.0,62.0,65.0,67.0,Backup,14,0.884,3.24,31.35,40,24,1993-03-23,CAN,CAN,75,215,2011,6,13,164,8476316
2017-2018,Louis Domingue,ARI,G,62.0,50.0,63.0,44.0,67.0,29.0,58.0,45.0,62.0,54.0,54.0,51.0,63.0,Backup,19,0.894,3.41,49.19,61,25,1992-03-06,CAN,CAN,75,208,2010,5,18,138,8475839
2017-2018,Louis Domingue,TBL,G,62.0,50.0,63.0,44.0,67.0,29.0,58.0,45.0,62.0,54.0,54.0,51.0,63.0,Backup,19,0.894,3.41,49.19,61,25,1992-03-06,CAN,CAN,75,208,2010,5,18,138,8475839
2017-2018,Malcolm Subban,VGK,G,38.0,42.0,25.0,16.0,45.0,40.0,65.0,23.0,52.0,56.0,56.0,39.0,26.0,Backup,22,0.91,2.68,54.52,55,23,1993-12-21,CAN,CAN,74,215,2012,1,24,24,8476876
2017-2018,Marc-Andre Fleury,VGK,G,12.0,14.0,13.0,10.0,16.0,19.0,44.0,44.0,6.0,1.0,1.0,4.0,4.0,1A,46,0.927,2.28,111.1,100,32,1984-11-28,CAN,CAN,74,185,2003,1,1,1,8470594
2017-2018,Martin Jones,SJS,G,21.0,52.0,6.0,29.0,25.0,26.0,14.0,18.0,12.0,29.0,34.0,41.0,25.0,Starter,60,0.915,2.55,147.46,145,27,1990-01-10,CAN,CAN,76,203,-,-,-,-,8474889
2017-2018,Matt Murray,PIT,G,15.0,26.0,33.0,47.0,56.0,2.0,62.0,42.0,30.0,12.0,13.0,31.0,20.0,1A,49,0.907,2.92,121.8,133,23,1994-05-25,CAN,CAN,77,203,2012,3,22,83,8476899
2017-2018,Maxime Lagace,VGK,G,68.0,68.0,64.0,68.0,55.0,68.0,11.0,14.0,67.0,67.0,67.0,67.0,68.0,Backup,16,0.868,3.92,36.76,57,24,1993-01-12,CAN,CAN,74,190,-,-,-,-,8476509
2017-2018,Michal Neuvirth,PHI,G,48.0,48.0,60.0,52.0,32.0,53.0,57.0,1.0,46.0,34.0,21.0,42.0,42.0,Backup,22,0.915,2.45,43.57,45,29,1988-03-23,CZE,CZE,73,209,2006,2,4,34,8473607
2017-2018,Mike Condon,OTT,G,56.0,51.0,62.0,32.0,62.0,52.0,47.0,27.0,45.0,59.0,59.0,57.0,61.0,Backup,31,0.902,3.25,75.15,88,27,1990-04-27,USA,USA,74,195,-,-,-,-,8477237
2017-2018,Mike Smith,CGY,G,17.0,15.0,28.0,48.0,12.0,17.0,46.0,57.0,20.0,24.0,27.0,15.0,30.0,Starter,55,0.916,2.65,149.92,141,35,1982-03-22,CAN,CAN,77,220,2001,5,30,161,8469608
2017-2018,Ondrej Pavelec,NYR,G,37.0,41.0,35.0,2.0,60.0,41.0,49.0,63.0,63.0,57.0,57.0,60.0,60.0,Backup,19,0.91,3.05,47.24,46,30,1987-08-31,CZE,CZE,75,212,2005,2,11,41,8471715
2017-2018,Pekka Rinne,NSH,G,14.0,12.0,49.0,28.0,10.0,27.0,10.0,16.0,2.0,6.0,6.0,13.0,1.0,Starter,59,0.927,2.31,148.76,134,34,1982-11-03,FIN,FIN,77,217,2004,8,31,258,8471469
2017-2018,Petr Mrazek,DET,G,54.0,46.0,55.0,64.0,33.0,56.0,4.0,30.0,64.0,55.0,55.0,47.0,51.0,1B,39,0.902,3.03,91.68,106,25,1992-02-14,CZE,CZE,74,188,2010,5,21,141,8475852
2017-2018,Petr Mrazek,PHI,G,54.0,46.0,55.0,64.0,33.0,56.0,4.0,30.0,64.0,55.0,55.0,47.0,51.0,1B,39,0.902,3.03,91.68,106,25,1992-02-14,CZE,CZE,74,188,2010,5,21,141,8475852
2017-2018,Philipp Grubauer,WSH,G,8.0,4.0,15.0,4.0,11.0,14.0,36.0,26.0,4.0,3.0,3.0,9.0,18.0,1B,35,0.923,2.35,90.73,73,25,1991-11-25,DEU,DEU,73,188,2010,4,22,112,8475831
2017-2018,Roberto Luongo,FLA,G,11.0,17.0,19.0,19.0,21.0,8.0,45.0,49.0,3.0,5.0,5.0,1.0,9.0,1B,35,0.929,2.47,94.18,81,38,1979-04-04,CAN,CAN,75,215,1997,1,4,4,8466141
2017-2018,Robin Lehner,BUF,G,44.0,49.0,26.0,15.0,42.0,57.0,33.0,37.0,29.0,35.0,38.0,29.0,46.0,Starter,53,0.908,3.01,126.12,143,26,1991-07-24,SWE,SWE,76,250,2009,2,16,46,8475215
2017-2018,Ryan Miller,ANA,G,1.0,2.0,37.0,21.0,9.0,7.0,29.0,61.0,39.0,30.0,22.0,32.0,21.0,Backup,28,0.928,2.35,66.44,53,37,1980-07-17,USA,USA,75,170,1999,5,12,138,8468011
2017-2018,Scott Darling,CAR,G,53.0,54.0,61.0,35.0,64.0,38.0,24.0,21.0,61.0,64.0,64.0,59.0,57.0,1A,43,0.888,3.18,104.04,131,28,1988-12-22,USA,USA,78,226,2007,6,2,153,8474152
2017-2018,Scott Wedgewood,ARI,G,65.0,56.0,52.0,60.0,31.0,65.0,66.0,59.0,60.0,65.0,65.0,64.0,64.0,Backup,20,0.893,3.45,52.19,63,25,1992-08-14,CAN,CAN,74,205,2010,3,24,84,8475809
2017-2018,Semyon Varlamov,COL,G,33.0,31.0,22.0,51.0,35.0,28.0,67.0,53.0,33.0,43.0,44.0,40.0,38.0,Starter,51,0.92,2.68,131.52,128,29,1988-04-27,RUS,RUS,74,206,2006,1,23,23,8473575
2017-2018,Sergei Bobrovsky,CBJ,G,10.0,5.0,50.0,34.0,17.0,4.0,31.0,33.0,9.0,10.0,10.0,17.0,3.0,Starter,65,0.921,2.44,173.42,158,28,1988-09-20,RUS,RUS,74,182,-,-,-,-,8475683
2017-2018,Steve Mason,WPG,G,47.0,39.0,39.0,58.0,63.0,25.0,50.0,46.0,47.0,47.0,48.0,61.0,45.0,Backup,13,0.906,3.24,33.66,37,29,1988-05-29,CAN,CAN,76,188,2006,3,6,69,8473461
2017-2018,Thomas Greiss,NYI,G,59.0,55.0,59.0,31.0,39.0,62.0,32.0,64.0,50.0,58.0,58.0,55.0,49.0,Backup,27,0.892,3.82,73.79,95,31,1986-01-29,DEU,DEU,74,219,2004,3,29,94,8471306
2017-2018,Tristan Jarry,PIT,G,46.0,64.0,17.0,1.0,48.0,64.0,52.0,31.0,18.0,45.0,46.0,62.0,31.0,Backup,26,0.908,2.77,60.34,63,22,1995-04-29,CAN,CAN,74,194,2013,2,14,44,8477465
2017-2018,Tuukka Rask,BOS,G,23.0,44.0,4.0,33.0,29.0,24.0,1.0,3.0,35.0,22.0,24.0,11.0,14.0,Starter,54,0.917,2.36,121.71,125,30,1987-03-10,FIN,FIN,75,176,2005,1,21,21,8471695
