Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2022-2023,Brett Pesce,CAR,D,88.5,90.2,62.8,40.9,97.2,3.0,29.9,69.2,80.8,68.4,4.3,74.8,49.1,82.5,62.8,28,24,88,53.0,6.0,228,165,73,46,69,225,60,120,42,88,234,88,179,First Pair,82.0,1804.7833333333333,5.0,25.0,30.0,6.502412629397853,54.166666666666664,56.06149336300052,8477488,D,75.0,206.0,1994-11-15,USA,2013.0,3.0,66.0,R,27,"[98, 80, 98, 88, 81]","[86, 94, 98, 90, 87]","[96, 45, 78, 47, 67]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2022-2023,Brian Dumoulin,PIT,D,70.9,17.9,72.6,,89.9,15.4,19.7,22.2,65.4,91.9,57.3,45.3,36.3,76.1,64.5,69,193,65,,19.0,199,189,183,82,20,101,129,150,57,84,234,88,179,Second Pair,82.0,1692.55,1.0,24.0,25.0,4.005529127441459,42.27642276422765,50.166707064803184,8475208,D,76.0,215.0,1991-09-06,USA,2009.0,2.0,51.0,L,30,"[93, 68, 83, 63, 70]","[85, 63, 61, 31, 13]","[90, 69, 68, 64, 77]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2022-2023,Cal Foote,NSH,D,11.5,20.1,22.2,,57.0,51.3,47.9,41.5,23.5,20.1,65.4,34.6,97.4,61.1,6.0,208,188,183,,78.0,115,123,138,180,172,82,154,7,92,221,234,88,179,Third Pair,50.0,756.1166666666667,2.0,5.0,7.0,1.6607648695047466,56.60377358490566,43.56691380590786,8479984,D,77.0,224.0,1998-12-13,USA,2017.0,1.0,14.0,R,23,"[None, None, 18, 18, 10]","[None, None, 18, 28, 20]","[None, None, 25, 32, 19]","[None, None, 'TBL', 'TBL', 'NSH']"
2022-2023,Cale Makar,COL,D,98.7,87.2,89.3,97.7,20.1,98.3,98.3,97.9,98.3,96.6,11.5,98.3,90.6,98.7,73.5,4,31,26,3.0,144.0,5,5,6,5,9,208,5,23,4,63,234,88,179,First Pair,60.0,1582.8166666666666,17.0,49.0,66.0,13.76103569837737,59.13978494623656,58.82762785189294,8480069,D,72.0,187.0,1998-10-30,CAN,2017.0,1.0,4.0,R,23,"[None, 86, 97, 99, 96]","[None, 66, 85, 91, 85]","[None, 74, 74, 95, 87]","[None, 'COL', 'COL', 'COL', 'COL']"
2022-2023,Caleb Jones,CHI,D,38.0,36.8,66.2,8.0,,29.5,28.6,33.8,24.8,30.8,59.8,47.4,12.0,5.6,28.6,146,149,80,82.0,,166,168,156,177,148,95,124,207,222,168,234,88,179,Second Pair,73.0,1402.3,4.0,12.0,16.0,5.683268070202855,41.904761904761905,46.61486453746255,8478452,D,73.0,184.0,1997-06-06,USA,2015.0,4.0,117.0,L,25,"[29, 62, 54, 38, 43]","[29, 46, 21, 7, 67]","[40, 44, 53, 71, 62]","['EDM', 'EDM', 'EDM', 'CHI', 'CHI']"
2022-2023,Calen Addison,MIN,D,34.2,65.0,16.2,85.2,,79.9,72.2,16.7,3.8,17.7,10.3,92.3,3.8,35.9,0.4,155,83,197,14.0,,48,66,196,226,177,211,19,226,151,234,234,88,179,Third Pair,62.0,999.4333333333332,3.0,26.0,29.0,3.193546557890551,39.705882352941174,48.67543415207234,8480884,D,71.0,173.0,2000-04-11,CAN,2018.0,2.0,53.0,R,22,"[None, None, None, None, 36]","[None, None, None, None, 63]","[None, None, None, None, 21]","[None, None, None, None, 'MIN']"
2022-2023,Calle Rosen,STL,D,64.5,69.2,35.5,,43.6,97.0,100.0,57.3,71.8,59.6,3.8,76.1,100.0,9.4,28.2,84,73,152,,102.0,8,1,101,67,87,226,57,1,213,169,234,88,179,Third Pair,49.0,764.4666666666667,8.0,10.0,18.0,2.9833164871363573,63.76811594202898,48.75210997221198,8480157,D,73.0,188.0,1994-02-02,SWE,,,,L,28,"[None, None, None, None, 62]","[None, None, None, None, 67]","[None, None, None, None, 37]","[None, None, None, None, 'STL']"
2022-2023,Calvin de Haan,CAR,D,62.4,46.2,82.1,,,20.1,44.9,71.8,37.6,35.9,76.5,61.5,11.1,70.5,22.6,89,127,43,,,188,130,67,147,136,56,91,209,70,182,234,88,179,Third Pair,53.0,717.25,2.0,10.0,12.0,2.937284859788542,57.407407407407405,59.73762737512451,8475177,D,73.0,192.0,1991-05-09,CAN,2009.0,1.0,12.0,L,31,"[84, 65, 87, 62, 56]","[73, 57, 77, 21, 56]","[88, 57, 89, 89, 73]","['CAR', 'CHI', 'CHI', 'CHI', 'CAR']"
2022-2023,Cam Fowler,ANA,D,24.8,83.3,13.7,29.5,0.6,63.7,57.3,42.7,64.5,70.1,0.9,49.1,63.2,3.4,94.4,177,40,203,63.0,179.0,86,101,135,84,65,233,120,87,227,14,234,88,179,First Pair,82.0,1982.2166666666667,10.0,38.0,48.0,7.8983786002768825,42.96875,41.12369683825683,8475764,D,74.0,213.0,1991-12-05,CAN,2010.0,1.0,12.0,L,30,"[9, 74, 59, 68, 12]","[21, 83, 82, 89, 73]","[4, 40, 25, 59, 7]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2022-2023,Cam York,PHI,D,66.7,60.3,46.2,13.6,,49.6,55.6,24.4,66.7,95.7,31.6,53.8,42.7,12.0,37.6,79,94,127,77.0,,119,105,178,79,11,161,109,135,207,147,234,88,179,Second Pair,54.0,1060.8666666666668,2.0,18.0,20.0,3.9837026393069377,50.0,50.89627088193084,8481546,D,72.0,194.0,2001-01-05,USA,2019.0,1.0,14.0,L,21,"[None, None, None, 57, 68]","[None, None, None, 50, 65]","[None, None, None, 42, 54]","[None, None, None, 'PHI', 'PHI']"
2022-2023,Carson Soucy,SEA,D,22.6,25.6,73.5,,70.9,87.2,80.8,53.4,34.6,1.3,73.1,51.7,85.5,50.0,30.3,182,175,63,,53.0,31,46,110,154,214,64,114,35,118,164,234,88,179,Third Pair,78.0,1270.7666666666669,3.0,13.0,16.0,3.434891270192306,58.42696629213483,50.8883840532857,8477369,D,76.0,211.0,1994-07-27,CAN,2013.0,5.0,137.0,L,28,"[None, 64, 6, 32, 24]","[None, 7, 6, 27, 28]","[None, 63, 69, 74, 73]","[None, 'MIN', 'MIN', 'SEA', 'SEA']"
2022-2023,Casey Fitzgerald,FLA,D,45.3,39.7,29.5,,31.3,36.8,2.6,37.6,67.1,91.5,89.7,77.4,7.3,28.6,82.1,129,142,166,,124.0,149,224,147,78,21,25,54,218,168,43,234,88,179,Fringe,27.0,321.73333333333335,0.0,3.0,3.0,0.9094843664050664,42.30769230769231,41.8080523623096,8479578,D,71.0,188.0,1997-02-25,USA,2016.0,3.0,86.0,R,25,"[None, None, None, 50, 47]","[None, None, None, 43, 42]","[None, None, None, 38, 31]","[None, None, None, 'BUF', 'FLA']"
2022-2023,Chad Ruhwedel,PIT,D,76.1,60.7,80.3,,76.0,58.5,29.1,26.1,13.2,51.3,81.6,64.1,14.5,66.2,61.5,57,93,47,,44.0,98,167,174,204,105,44,85,201,80,91,234,88,179,Third Pair,47.0,684.7166666666667,1.0,4.0,5.0,1.7055045971661176,44.680851063829785,52.44314388337942,8477244,D,71.0,189.0,1990-05-07,USA,,,,R,32,"[None, 69, 35, 91, 58]","[None, 40, 34, 69, 51]","[None, 54, 59, 90, 70]","[None, 'PIT', 'PIT', 'PIT', 'PIT']"
2022-2023,Charlie McAvoy,BOS,D,97.0,94.4,94.9,4.5,87.2,6.0,43.2,68.8,97.0,47.0,58.5,96.2,89.3,92.3,91.9,8,14,13,85.0,24.0,221,134,74,8,113,98,10,26,19,20,234,88,179,First Pair,67.0,1494.3,7.0,45.0,52.0,6.588845123427691,65.21739130434783,55.0721366131943,8479325,D,73.0,211.0,1997-12-21,USA,2016.0,1.0,14.0,R,24,"[89, 98, 96, 99, 82]","[70, 93, 95, 99, 87]","[88, 99, 94, 99, 80]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2022-2023,Chris Tanev,CGY,D,97.9,50.9,100.0,,98.9,68.4,24.8,6.4,41.9,67.1,35.9,57.3,35.9,96.2,65.4,6,116,1,,3.0,75,177,220,137,72,151,101,151,10,82,234,88,179,Second Pair,65.0,1307.8166666666666,1.0,12.0,13.0,1.9367063147061228,51.13636363636363,59.77291859974705,8475690,D,75.0,200.0,1989-12-20,CAN,,,,R,32,"[67, 48, 99, 89, 97]","[4, 4, 4, 5, 81]","[95, 95, 100, 97, 99]","['VAN', 'VAN', 'CGY', 'CGY', 'CGY']"
2022-2023,Chris Wideman,MTL,D,18.4,45.7,18.4,43.2,,69.7,31.6,4.7,41.5,26.5,42.3,86.8,22.2,6.4,21.4,192,128,192,51.0,,72,161,224,138,158,136,32,183,220,185,234,88,179,Third Pair,46.0,621.55,0.0,6.0,6.0,0.837896328563537,44.44444444444444,41.38597651260661,8475227,D,70.0,180.0,1990-01-07,USA,2009.0,4.0,100.0,R,32,"[24, None, None, 53, 11]","[40, None, None, 51, 46]","[31, None, None, 40, 12]","['FLA', None, None, 'MTL', 'MTL']"
