Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2014-2015,Alexei Emelin,MTL,D,5.2,4.8,26.0,,11.4,75.3,51.1,6.1,35.1,14.7,90.9,25.5,48.9,38.1,40.3,220,221,172,,156.0,58,114,218,151,183,22,173,119,144,139,231,118,175,Second Pair,68.0,1347.5666666666666,3.0,11.0,14.0,1.5324729182034387,51.94805194805194,46.41359301757015,8471296,D,74.0,218.0,1986-04-25,RUS,2004.0,3.0,84.0,L,28,"[None, 82, 50, 7, 3]","[None, 45, 37, 26, 1]","[None, 32, 60, 7, 44]","[None, 'MTL', 'MTL', 'MTL', 'MTL']"
2014-2015,Andre Benoit,BUF,D,9.5,6.9,19.0,72.0,6.3,58.9,34.2,26.0,23.4,38.5,10.8,57.6,58.4,3.0,53.7,210,216,188,34.0,165.0,96,153,172,178,128,207,99,97,225,108,231,118,175,Second Pair,59.0,1070.8333333333333,1.0,8.0,9.0,2.1537309018479482,39.0625,36.22369123647492,8470378,D,71.0,190.0,1984-01-06,CAN,,,,L,30,"[None, None, 80, 15, 8]","[None, None, 74, 7, 6]","[None, None, 72, 44, 9]","[None, None, 'OTT', 'COL', 'BUF']"
2014-2015,Andrei Markov,MTL,D,53.7,86.6,25.1,61.0,5.7,36.4,54.1,51.5,77.9,51.1,2.6,6.9,11.7,52.4,68.0,108,32,174,47.0,166.0,148,107,113,52,99,226,216,205,111,75,231,118,175,First Pair,81.0,2017.7333333333331,10.0,40.0,50.0,8.0520029605896,59.61538461538461,50.34987363684008,8467496,D,72.0,200.0,1978-12-20,RUS,1998.0,6.0,162.0,L,35,"[None, None, 74, 77, 30]","[None, None, 82, 93, 78]","[None, None, 40, 31, 21]","[None, None, 'MTL', 'MTL', 'MTL']"
2014-2015,Andrej Meszaros,BUF,D,7.8,48.1,4.8,20.3,38.3,90.9,95.7,53.7,76.6,16.5,34.6,81.8,84.4,5.2,20.3,214,121,221,95.0,109.0,22,11,108,55,179,152,43,37,220,185,231,118,175,Third Pair,60.0,1074.6,7.0,7.0,14.0,3.3949259445417495,44.5945945945946,41.10443887321475,8471236,D,74.0,223.0,1985-10-13,SVK,2004.0,1.0,23.0,L,28,"[42, 27, 48, 17, 6]","[87, 80, 31, 45, 55]","[55, 20, 39, 6, 4]","['PHI', 'PHI', 'PHI', 'BOS', 'BUF']"
2014-2015,Andrej Sekera,LAK,D,72.7,89.2,21.2,47.5,82.3,58.0,54.5,55.4,66.2,68.0,22.9,26.8,22.9,23.4,84.8,64,26,183,63.0,32.0,98,106,104,79,64,179,170,179,178,36,231,118,175,Second Pair,73.0,1605.1166666666666,3.0,20.0,23.0,4.755763039337138,48.93617021276596,50.08464814525375,8471284,D,72.0,200.0,1986-06-08,SVK,2004.0,3.0,71.0,L,28,"[84, 72, 51, 87, 64]","[69, 22, 61, 95, 84]","[59, 86, 10, 12, 36]","['BUF', 'BUF', 'BUF', 'CAR', 'LAK']"
2014-2015,Andrej Sustr,TBL,D,29.4,28.1,52.8,,67.4,10.8,10.0,23.8,26.0,32.0,17.3,61.0,62.3,51.1,52.8,164,167,110,,58.0,207,209,177,172,143,192,91,88,114,110,231,118,175,Third Pair,72.0,1274.5666666666666,0.0,13.0,13.0,2.4210379769265824,53.84615384615385,51.64057776660734,8477205,D,79.0,217.0,1990-11-29,CZE,,,,R,23,"[None, None, None, 40, 23]","[None, None, None, 54, 15]","[None, None, None, 38, 63]","[None, None, None, 'TBL', 'TBL']"
2014-2015,Andrew Campbell,ARI,D,30.7,42.0,31.2,,39.4,24.7,2.8,45.0,0.4,49.4,90.5,84.0,90.5,2.2,23.4,161,135,160,,107.0,175,220,128,231,103,23,38,23,227,178,231,118,175,Third Pair,33.0,578.7166666666667,0.0,1.0,1.0,1.2101018561492618,25.0,44.11904947997289,8474638,D,76.0,205.0,1988-02-04,CAN,2008.0,3.0,74.0,L,26,"[None, None, None, None, 33]","[None, None, None, None, 44]","[None, None, None, None, 32]","[None, None, None, None, 'ARI']"
2014-2015,Andrew Ference,EDM,D,0.9,1.7,3.5,,22.9,72.3,46.3,19.5,17.7,21.2,71.9,13.4,24.7,15.6,79.2,230,228,224,,136.0,65,125,187,191,168,66,201,175,196,49,231,118,175,Second Pair,70.0,1321.3833333333332,3.0,11.0,14.0,2.4079114157369705,40.21739130434783,41.69095853114086,8466333,D,71.0,182.0,1979-03-17,CAN,1997.0,8.0,208.0,L,35,"[72, 9, 19, 0, 1]","[58, 5, 44, 1, 2]","[65, 9, 33, 2, 5]","['BOS', 'BOS', 'BOS', 'EDM', 'EDM']"
2014-2015,Andrew MacDonald,PHI,D,6.5,8.7,13.9,21.2,12.6,23.8,17.7,10.8,13.4,28.6,16.5,42.0,31.6,37.7,69.7,217,212,200,94.0,154.0,177,191,207,201,151,194,135,159,145,71,231,118,175,Second Pair,58.0,1160.7833333333333,2.0,10.0,12.0,3.1675494953908365,49.122807017543856,47.84344971184291,8473584,D,73.0,204.0,1986-09-07,CAN,2006.0,6.0,160.0,L,27,"[8, 29, 41, 0, 16]","[16, 18, 69, 2, 25]","[19, 15, 22, 6, 29]","['NYI', 'NYI', 'NYI', 'PHI', 'PHI']"
2014-2015,Andy Greene,NJD,D,91.8,17.7,99.6,,26.9,26.4,35.9,38.5,29.9,69.3,19.9,1.3,4.8,67.1,81.8,20,191,2,,129.0,171,149,143,163,61,186,229,221,77,43,231,118,175,First Pair,82.0,1930.6166666666663,3.0,19.0,22.0,3.956708104671638,50.0,50.53723094934664,8472382,D,71.0,190.0,1982-10-30,USA,,,,L,31,"[80, 70, 95, 92, 91]","[19, 9, 6, 24, 19]","[97, 87, 100, 99, 99]","['NJD', 'NJD', 'NJD', 'NJD', 'NJD']"
2014-2015,Anton Stralman,TBL,D,97.0,98.7,88.3,5.1,77.1,55.0,71.9,84.0,61.9,70.1,39.4,25.1,18.2,76.2,45.9,8,4,28,113.0,41.0,105,66,38,89,59,141,174,190,56,126,231,118,175,Second Pair,82.0,1799.5833333333333,9.0,30.0,39.0,7.526526124344125,58.333333333333336,56.75410629211821,8471873,D,71.0,193.0,1986-08-01,SWE,2005.0,7.0,216.0,R,28,"[71, 34, 84, 93, 97]","[56, 54, 87, 98, 97]","[34, 63, 56, 83, 90]","['CBJ', 'NYR', 'NYR', 'NYR', 'TBL']"
2014-2015,Anton Volchenkov,NSH,D,71.9,58.4,80.1,,63.4,18.2,5.6,29.4,54.5,64.1,93.9,83.1,81.0,71.9,10.4,66,97,47,,65.0,190,219,164,106,73,15,40,45,66,208,231,118,175,Third Pair,46.0,606.2,0.0,7.0,7.0,1.076720742808386,55.81395348837209,50.48687010800917,8468501,D,73.0,220.0,1982-02-25,RUS,2000.0,1.0,21.0,L,32,"[44, 84, 63, 83, 64]","[37, 50, 75, 61, 48]","[81, 96, 81, 87, 71]","['NJD', 'NJD', 'NJD', 'NJD', 'NSH']"
2014-2015,Barret Jackman,STL,D,70.6,70.1,69.3,,97.1,41.6,32.0,15.2,61.5,39.4,51.1,20.3,29.4,83.5,21.2,69,70,72,,6.0,136,158,197,90,126,114,185,164,39,183,231,118,175,Third Pair,80.0,1345.2833333333333,2.0,13.0,15.0,2.4767825493222473,49.333333333333336,55.433670902233445,8467890,D,72.0,203.0,1981-03-05,CAN,1999.0,1.0,17.0,L,33,"[37, 73, 19, 33, 90]","[59, 73, 26, 61, 76]","[13, 28, 46, 60, 76]","['STL', 'STL', 'STL', 'STL', 'STL']"
2014-2015,Ben Chiarot,WPG,D,51.9,53.2,55.0,,54.9,64.1,69.3,40.7,85.7,54.1,81.0,79.2,80.1,94.8,77.1,112,109,105,,80.0,84,72,138,34,93,45,49,47,13,54,231,118,175,Third Pair,40.0,680.9166666666666,2.0,6.0,8.0,1.6380760390315208,55.81395348837209,55.949010870243434,8475279,D,75.0,222.0,1991-05-09,CAN,2009.0,4.0,120.0,L,23,"[None, None, None, None, 53]","[None, None, None, None, 55]","[None, None, None, None, 52]","[None, None, None, None, 'WPG']"
2014-2015,Ben Lovejoy,PIT,D,74.9,74.9,81.8,,73.7,67.5,47.6,51.9,48.9,31.2,92.6,46.3,48.1,56.3,67.5,59,59,43,,47.0,76,122,112,119,145,18,125,121,102,76,231,118,175,Second Pair,60.0,1166.4333333333334,2.0,12.0,14.0,3.3955281965423114,45.90163934426229,52.99268005549299,8473933,D,73.0,205.0,1984-02-20,USA,,,,R,30,"[58, 59, 72, 75, 72]","[63, 57, 83, 68, 74]","[49, 62, 81, 83, 81]","['PIT', 'PIT', 'ANA', 'ANA', 'PIT']"
2014-2015,Brad Stuart,COL,D,21.2,13.9,26.8,,4.6,67.1,43.3,16.9,27.3,75.8,76.2,32.9,43.7,62.3,86.1,183,200,170,,168.0,77,132,193,169,48,56,156,131,88,33,231,118,175,Second Pair,65.0,1322.9166666666667,3.0,10.0,13.0,2.632317507670936,50.70422535211267,42.41159752749291,8467331,D,74.0,215.0,1979-11-06,CAN,1998.0,1.0,3.0,L,34,"[51, 33, 18, 31, 19]","[78, 30, 67, 31, 8]","[48, 18, 17, 25, 30]","['DET', 'DET', 'SJS', 'SJS', 'COL']"
2014-2015,Brandon Gormley,ARI,D,52.4,37.2,39.4,,38.9,52.4,58.4,62.3,22.9,87.9,47.6,97.0,97.8,1.7,8.2,111,146,141,,108.0,111,97,88,179,27,122,8,6,228,213,231,118,175,Third Pair,27.0,413.7,2.0,2.0,4.0,1.0414418621362755,41.66666666666667,41.20880070385701,8475759,D,74.0,196.0,1992-02-18,CAN,2010.0,1.0,13.0,L,22,"[None, None, None, None, 53]","[None, None, None, None, 39]","[None, None, None, None, 39]","[None, None, None, None, 'ARI']"
2014-2015,Brayden McNabb,LAK,D,65.8,57.1,50.6,53.4,,35.1,39.0,32.9,94.8,87.9,94.4,64.1,47.6,92.2,2.2,80,100,115,56.0,,151,142,156,13,27,14,84,122,19,227,231,118,175,Third Pair,71.0,1128.8333333333333,2.0,22.0,24.0,3.227622055765842,61.53846153846154,54.9482338856773,8475188,D,76.0,215.0,1991-01-21,CAN,2009.0,3.0,66.0,L,23,"[None, 75, None, None, 65]","[None, 51, None, None, 59]","[None, 64, None, None, 51]","[None, 'BUF', None, None, 'LAK']"
2014-2015,Braydon Coburn,TBL,D,20.8,25.5,42.9,,76.6,40.3,35.1,55.8,63.2,17.7,46.8,51.1,60.6,46.3,64.1,184,173,133,,42.0,139,151,103,86,176,124,114,92,125,84,231,118,175,Second Pair,43.0,857.4,1.0,10.0,11.0,2.2913401284415955,46.808510638297875,49.11249468175431,8470601,D,77.0,224.0,1985-02-27,CAN,2003.0,1.0,8.0,L,29,"[13, 19, 4, 15, 36]","[46, 62, 29, 26, 24]","[31, 26, 19, 36, 56]","['PHI', 'PHI', 'PHI', 'PHI', 'TBL']"
2014-2015,Brendan Smith,DET,D,74.5,58.9,82.7,,65.1,63.2,50.2,47.6,33.8,55.4,33.3,59.7,35.5,47.2,10.8,60,96,41,,62.0,86,116,122,154,91,155,94,150,123,207,231,118,175,Third Pair,76.0,1359.7166666666667,4.0,9.0,13.0,3.7359925752400422,45.33333333333333,54.7073782137795,8474090,D,74.0,200.0,1989-02-08,CAN,2007.0,1.0,27.0,L,25,"[None, None, 78, 66, 78]","[None, None, 48, 50, 64]","[None, None, 84, 77, 85]","[None, None, 'DET', 'DET', 'DET']"
2014-2015,Brenden Dillon,SJS,D,18.2,74.5,51.1,,17.1,11.3,29.0,43.3,13.9,3.9,71.0,6.1,7.8,80.1,78.8,190,60,114,,146.0,206,165,132,200,208,68,218,214,47,50,231,118,175,Second Pair,80.0,1565.6833333333334,2.0,8.0,10.0,3.769485710159673,41.34615384615385,50.6429553188821,8475455,D,76.0,225.0,1990-11-13,CAN,,,,L,23,"[None, None, 20, 14, 26]","[None, None, 88, 71, 72]","[None, None, 65, 39, 57]","[None, None, 'DAL', 'DAL', 'SJS']"
2014-2015,Brent Burns,SJS,D,71.0,97.0,22.1,94.1,15.4,87.0,100.0,100.0,98.3,9.1,60.6,52.4,46.8,100.0,71.0,68,8,181,8.0,149.0,31,1,1,5,196,92,111,124,1,68,231,118,175,First Pair,82.0,1964.3666666666668,17.0,43.0,60.0,16.4892175172718,47.5,52.61915481925258,8470613,D,77.0,228.0,1985-03-09,CAN,2003.0,1.0,20.0,R,29,"[52, 91, 59, 84, 61]","[69, 91, 85, 91, 98]","[97, 77, 58, 48, 11]","['MIN', 'SJS', 'SJS', 'SJS', 'SJS']"
2014-2015,Brent Seabrook,CHI,D,75.3,90.5,64.9,19.5,21.1,21.2,61.0,78.8,77.5,45.9,68.4,22.5,10.8,96.1,63.2,58,23,82,96.0,139.0,183,91,50,53,111,74,180,207,10,86,231,118,175,First Pair,82.0,1818.7,8.0,23.0,31.0,8.588601752747172,50.0,51.59751403296693,8470607,D,75.0,220.0,1985-04-20,CAN,2003.0,1.0,14.0,R,29,"[39, 92, 58, 89, 55]","[30, 88, 65, 96, 87]","[87, 91, 66, 87, 27]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2014-2015,Brett Bellemore,CAR,D,49.8,47.6,47.2,,75.4,59.7,46.8,22.5,46.3,52.8,97.4,57.1,61.9,68.0,73.2,117,122,123,,44.0,94,124,180,125,95,7,100,89,75,63,231,118,175,Third Pair,49.0,802.4833333333333,2.0,8.0,10.0,1.5668441723532598,51.02040816326531,48.84974013298552,8474135,D,76.0,225.0,1988-06-25,CAN,2007.0,6.0,162.0,R,26,"[None, None, None, 59, 46]","[None, None, None, 54, 43]","[None, None, None, 46, 51]","[None, None, None, 'CAR', 'CAR']"
2014-2015,Brian Campbell,FLA,D,97.8,82.7,98.3,79.7,70.9,30.7,30.7,18.6,29.4,64.9,7.8,17.7,1.3,27.3,39.0,6,41,5,25.0,52.0,161,161,189,164,71,214,191,229,169,142,231,118,175,First Pair,82.0,1903.0833333333333,3.0,24.0,27.0,5.168963171531166,53.0,53.677905980859464,8466285,D,70.0,192.0,1979-05-23,CAN,1997.0,6.0,156.0,L,35,"[95, 100, 98, 97, 93]","[83, 92, 91, 83, 77]","[83, 92, 85, 97, 98]","['CHI', 'FLA', 'FLA', 'FLA', 'FLA']"
2014-2015,Brian Strait,NYI,D,7.4,32.0,5.2,,21.7,32.9,45.0,68.0,4.8,40.3,80.1,79.7,77.5,73.2,36.8,215,158,220,,138.0,156,128,75,221,124,47,48,53,63,147,231,118,175,Second Pair,52.0,955.25,2.0,5.0,7.0,2.8124397782833905,46.57534246575342,50.61848238512078,8473565,D,73.0,206.0,1988-01-04,USA,2006.0,3.0,65.0,L,26,"[None, None, 24, 22, 5]","[None, None, 34, 20, 46]","[None, None, 26, 6, 4]","[None, None, 'NYI', 'NYI', 'NYI']"
2014-2015,Brooks Orpik,WSH,D,10.4,10.8,44.6,,28.0,21.6,7.4,1.3,40.3,12.1,92.2,7.4,15.2,84.8,84.0,208,207,129,,127.0,182,215,229,139,189,19,215,197,36,38,231,118,175,Second Pair,78.0,1699.8166666666666,0.0,19.0,19.0,1.8638142429968059,49.55752212389381,50.9281466115199,8468498,D,75.0,217.0,1980-09-26,USA,2000.0,1.0,18.0,L,33,"[22, 31, 10, 35, 7]","[5, 67, 7, 11, 16]","[59, 78, 35, 59, 38]","['PIT', 'PIT', 'PIT', 'PIT', 'WSH']"
2014-2015,Calvin de Haan,NYI,D,69.3,47.2,87.9,,24.0,3.0,13.0,58.4,79.2,60.6,71.4,47.6,42.4,82.3,93.5,72,123,29,,134.0,225,202,97,49,79,67,122,134,42,16,231,118,175,Second Pair,65.0,1235.6666666666667,1.0,11.0,12.0,3.3311112899210498,49.36708860759494,53.38270853025365,8475177,D,73.0,192.0,1991-05-09,CAN,2009.0,1.0,12.0,L,23,"[None, None, None, 63, 75]","[None, None, None, 44, 54]","[None, None, None, 79, 88]","[None, None, None, 'NYI', 'NYI']"
2014-2015,Cam Fowler,ANA,D,63.2,62.3,48.5,84.7,22.3,27.3,22.1,39.4,70.1,68.4,8.2,31.2,29.0,79.2,81.0,86,88,120,19.0,137.0,169,181,141,70,63,213,160,165,49,45,231,118,175,Second Pair,80.0,1691.5,7.0,27.0,34.0,6.519040516307765,47.05882352941176,51.341787440506735,8475764,D,74.0,213.0,1991-12-05,CAN,2010.0,1.0,12.0,L,22,"[25, 29, 66, 60, 63]","[9, 33, 12, 47, 73]","[14, 8, 30, 74, 29]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2014-2015,Carl Gunnarsson,STL,D,56.7,5.6,86.6,,34.9,58.4,42.0,13.4,50.6,79.7,64.1,42.4,50.2,42.4,71.4,101,219,32,,115.0,97,135,201,115,39,84,134,116,134,67,231,118,175,Second Pair,61.0,1101.95,2.0,10.0,12.0,2.59321552726339,53.333333333333336,54.17920409271195,8474125,D,74.0,198.0,1986-11-09,SWE,2007.0,7.0,194.0,L,27,"[34, 67, 39, 31, 74]","[3, 7, 6, 4, 12]","[52, 85, 88, 90, 80]","['TOR', 'TOR', 'TOR', 'TOR', 'STL']"
2014-2015,Carlo Colaiacovo,PHI,D,58.0,68.0,60.2,,,51.9,73.6,76.6,68.8,50.6,50.2,96.5,93.9,42.0,3.5,98,75,93,,,112,62,55,73,100,116,9,15,135,224,231,118,175,Third Pair,33.0,544.0,2.0,6.0,8.0,2.6850777615067223,56.00000000000001,51.59211630133029,8469470,D,73.0,202.0,1983-01-27,CAN,2001.0,1.0,17.0,L,31,"[82, 80, None, 57, 61]","[72, 79, None, 62, 68]","[78, 82, None, 56, 61]","['STL', 'STL', None, 'STL', 'PHI']"
2014-2015,Chris Butler,STL,D,42.0,70.6,6.9,,,25.1,45.5,52.4,64.1,77.1,35.1,71.0,73.6,59.3,60.6,135,69,216,,,174,127,111,84,45,151,68,62,95,92,231,118,175,Third Pair,33.0,567.3,3.0,6.0,9.0,1.9537725273463487,54.385964912280706,50.81028049205244,8471761,D,73.0,196.0,1986-10-27,USA,2005.0,4.0,96.0,L,27,"[34, 70, 55, 27, 50]","[70, 89, 85, 85, 41]","[42, 25, 9, 1, 25]","['BUF', 'CGY', 'CGY', 'CGY', 'STL']"
2014-2015,Chris Phillips,OTT,D,20.3,26.4,27.7,,35.4,15.6,9.1,30.3,20.8,48.1,64.9,66.7,72.7,48.9,51.9,185,171,168,,114.0,196,211,162,184,106,82,78,64,119,112,231,118,175,Second Pair,36.0,752.2666666666667,0.0,3.0,3.0,0.8826243703383286,45.94594594594595,41.80872475956993,8464956,D,75.0,219.0,1978-03-09,CAN,1996.0,1.0,1.0,L,36,"[1, 66, 18, 25, 21]","[1, 39, 66, 45, 13]","[18, 35, 35, 30, 24]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2014-2015,Chris Tanev,VAN,D,95.7,45.5,97.4,,98.9,70.1,44.6,12.6,23.8,78.8,29.4,32.0,39.4,43.3,85.7,11,127,7,,3.0,70,129,203,177,41,164,158,141,132,34,231,118,175,Second Pair,70.0,1475.6666666666667,2.0,18.0,20.0,2.8280868133584898,48.0,52.83404704859053,8475690,D,75.0,200.0,1989-12-20,CAN,,,,R,24,"[81, 84, 86, 91, 96]","[66, 62, 49, 42, 50]","[72, 76, 93, 94, 97]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2014-2015,Christian Ehrhoff,PIT,D,84.8,85.3,55.8,93.2,28.6,9.5,59.7,72.3,80.1,84.8,22.1,40.3,51.5,22.1,74.5,36,35,103,9.0,126.0,210,94,65,47,33,181,139,113,181,60,231,118,175,Second Pair,50.0,1066.1833333333334,3.0,11.0,14.0,5.058680011776862,57.57575757575758,51.26392377216003,8469555,D,74.0,201.0,1982-07-06,DEU,2001.0,4.0,106.0,L,32,"[99, 90, 94, 91, 71]","[93, 91, 96, 90, 73]","[85, 46, 79, 58, 46]","['VAN', 'BUF', 'BUF', 'BUF', 'PIT']"
2014-2015,Christian Folin,MIN,D,61.5,42.4,42.0,,,71.0,74.0,29.0,96.5,90.5,64.5,74.9,85.3,81.0,16.0,90,134,135,,,68,61,165,9,22,83,59,35,45,195,231,118,175,Third Pair,40.0,608.0,2.0,8.0,10.0,1.2579469843292808,54.34782608695651,51.278015452920144,8477850,D,76.0,204.0,1991-02-09,SWE,,,,R,23,"[None, None, None, None, 58]","[None, None, None, None, 45]","[None, None, None, None, 42]","[None, None, None, None, 'MIN']"
