Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2009-2010,Andrei Markov,MTL,D,61.2,81.1,14.1,77.7,24.6,48.9,27.8,75.8,94.7,71.6,16.3,78.0,76.7,14.1,53.3,89,44,196,30.0,142.0,117,165,56,13,39,191,51,54,196,107,227,130,187,First Pair,45.0,1071.2,6.0,28.0,34.0,5.425056821433164,60.9375,47.64544237660798,8467496,D,72.0,200.0,1978-12-20,RUS,1998.0,6.0,162.0,L,30,"[None, None, None, None, 61]","[None, None, None, None, 81]","[None, None, None, None, 14]","[None, None, None, None, 'MTL']"
2009-2010,Andrej Meszaros,TBL,D,1.3,13.7,52.9,1.5,70.1,34.4,57.3,62.6,7.0,3.1,43.2,24.7,29.5,30.4,58.1,225,197,108,129.0,57.0,150,98,86,212,124,130,172,161,159,96,227,130,187,Second Pair,81.0,1634.7833333333333,6.0,11.0,17.0,6.607885355676917,42.857142857142854,47.928437451330936,8471236,D,74.0,223.0,1985-10-13,SVK,2004.0,1.0,23.0,L,23,"[None, None, None, None, 1]","[None, None, None, None, 13]","[None, None, None, None, 52]","[None, None, None, None, 'TBL']"
2009-2010,Andrej Sekera,BUF,D,71.4,59.9,25.1,65.4,,83.7,95.6,66.5,35.7,91.4,52.9,81.1,77.5,56.8,63.9,66,92,171,46.0,,38,11,77,147,18,108,44,52,99,83,227,130,187,Third Pair,49.0,855.0333333333333,4.0,8.0,12.0,2.7002136588669337,48.27586206896552,48.12215937605579,8471284,D,72.0,200.0,1986-06-08,SVK,2004.0,3.0,71.0,L,23,"[None, None, None, None, 71]","[None, None, None, None, 59]","[None, None, None, None, 25]","[None, None, None, None, 'BUF']"
2009-2010,Andrew Alberts,VAN,D,11.9,84.1,49.8,,49.2,61.2,44.9,25.6,69.2,1.3,98.7,44.9,52.9,21.6,27.3,201,37,115,,96.0,89,126,170,71,128,4,126,108,179,166,227,130,187,Third Pair,76.0,1169.1166666666666,3.0,9.0,12.0,1.9705184089523866,52.22222222222223,48.89775031282706,8469626,D,77.0,218.0,1981-06-30,USA,2001.0,6.0,179.0,L,28,"[None, None, None, None, 11]","[None, None, None, None, 84]","[None, None, None, None, 49]","[None, None, None, None, 'VAN']"
2009-2010,Andrew Ference,BOS,D,79.7,38.8,75.3,41.5,55.6,13.2,7.5,46.3,46.7,92.5,50.2,61.7,68.7,74.4,26.0,47,140,57,77.0,84.0,198,195,123,122,17,114,88,72,59,169,227,130,187,Second Pair,51.0,1004.9666666666668,0.0,8.0,8.0,2.3608795241386678,43.859649122807014,51.39267337304171,8466333,D,71.0,182.0,1979-03-17,CAN,1997.0,8.0,208.0,L,30,"[None, None, None, None, 79]","[None, None, None, None, 38]","[None, None, None, None, 75]","[None, None, None, None, 'BOS']"
2009-2010,Andrew MacDonald,NYI,D,30.8,9.7,53.7,19.2,42.2,22.5,7.5,24.2,52.4,67.4,31.7,73.1,77.1,55.5,77.5,158,206,106,106.0,109.0,177,195,173,109,41,156,62,53,102,52,227,130,187,Second Pair,46.0,924.1,1.0,6.0,7.0,2.1061030960921365,53.06122448979592,48.43853603328019,8473584,D,73.0,204.0,1986-09-07,CAN,2006.0,6.0,160.0,L,22,"[None, None, None, None, 30]","[None, None, None, None, 9]","[None, None, None, None, 53]","[None, None, None, None, 'NYI']"
2009-2010,Andy Greene,NJD,D,86.8,28.6,91.6,35.4,44.9,70.0,30.8,22.5,86.3,86.8,11.0,27.8,5.7,49.3,75.3,31,163,20,85.0,104.0,69,158,177,32,24,203,165,215,116,57,227,130,187,First Pair,78.0,1835.5833333333333,6.0,29.0,35.0,4.712623256836025,55.95238095238096,49.978375358813274,8472382,D,71.0,190.0,1982-10-30,USA,,,,L,26,"[None, None, None, None, 86]","[None, None, None, None, 28]","[None, None, None, None, 91]","[None, None, None, None, 'NJD']"
2009-2010,Andy Sutton,OTT,D,4.8,82.4,26.0,,24.1,88.5,84.6,72.7,30.8,0.4,89.4,31.7,33.9,39.2,42.7,217,41,169,,143.0,27,36,63,158,130,25,156,151,139,131,227,130,187,Second Pair,72.0,1469.6333333333334,5.0,8.0,13.0,3.880236318440976,45.55555555555556,50.21199609423669,8467304,D,78.0,245.0,1975-03-10,CAN,,,,L,34,"[None, None, None, None, 4]","[None, None, None, None, 82]","[None, None, None, None, 26]","[None, None, None, None, 'OTT']"
2009-2010,Anssi Salmela,NJD,D,39.6,67.4,28.6,,,44.9,47.1,71.4,62.6,37.0,75.3,92.1,89.4,18.5,2.2,138,75,163,,,126,121,66,86,70,57,19,25,186,223,227,130,187,Third Pair,38.0,511.9666666666667,2.0,5.0,7.0,1.7291093409520975,47.72727272727273,48.48632415743385,8474557,D,73.0,200.0,1984-08-13,FIN,,,,L,25,"[None, None, None, None, 39]","[None, None, None, None, 67]","[None, None, None, None, 28]","[None, None, None, None, 'NJD']"
2009-2010,Anton Stralman,CBJ,D,56.8,24.2,81.9,75.4,,9.7,19.8,36.1,33.0,52.4,42.7,39.2,37.4,26.0,85.5,99,173,42,33.0,,206,183,146,153,55,131,139,143,169,34,227,130,187,Second Pair,73.0,1495.7166666666667,6.0,28.0,34.0,6.830310515487894,42.168674698795186,48.431300634781806,8471873,D,71.0,193.0,1986-08-01,SWE,2005.0,7.0,216.0,R,23,"[None, None, None, None, 56]","[None, None, None, None, 24]","[None, None, None, None, 81]","[None, None, None, None, 'CBJ']"
2009-2010,Anton Volchenkov,OTT,D,92.5,71.4,70.9,,95.7,82.4,78.4,68.7,34.4,89.9,86.3,40.1,45.4,54.6,77.1,18,66,67,,9.0,41,50,72,150,20,32,137,125,104,53,227,130,187,Second Pair,64.0,1324.1666666666667,4.0,10.0,14.0,3.1744876590715547,47.77777777777778,52.399012310300485,8468501,D,73.0,220.0,1982-02-25,RUS,2000.0,1.0,21.0,L,27,"[None, None, None, None, 92]","[None, None, None, None, 71]","[None, None, None, None, 70]","[None, None, None, None, 'OTT']"
2009-2010,Barret Jackman,STL,D,14.5,60.4,18.1,,85.0,13.7,7.5,10.6,84.1,11.9,23.8,4.8,37.0,41.4,97.4,195,91,187,,29.0,197,195,204,37,105,174,217,144,134,7,227,130,187,First Pair,66.0,1496.7,2.0,15.0,17.0,1.951022248521077,50.0,47.519029573898024,8467890,D,72.0,203.0,1981-03-05,CAN,1999.0,1.0,17.0,L,28,"[None, None, None, None, 14]","[None, None, None, None, 60]","[None, None, None, None, 18]","[None, None, None, None, 'STL']"
2009-2010,Boris Valabik,ATL,D,66.5,63.4,59.5,,46.5,43.6,7.5,59.5,5.3,61.9,39.2,98.7,98.7,11.9,4.0,77,84,93,,101.0,129,195,93,216,45,139,4,4,201,219,227,130,187,Third Pair,23.0,304.18333333333334,0.0,2.0,2.0,0.6316079174760086,55.55555555555556,56.293233856831456,8471223,D,79.0,255.0,1986-02-14,SVK,2004.0,1.0,10.0,L,23,"[None, None, None, None, 66]","[None, None, None, None, 63]","[None, None, None, None, 59]","[None, None, None, None, 'ATL']"
2009-2010,Brad Stuart,DET,D,41.0,74.4,4.4,48.5,4.8,0.4,29.5,94.3,35.2,97.4,81.5,29.1,2.2,77.5,59.9,135,59,218,68.0,179.0,227,161,14,148,7,43,162,223,52,92,227,130,187,First Pair,82.0,1899.8,4.0,15.0,19.0,8.00299109026997,42.15686274509804,49.63308099122256,8467331,D,74.0,215.0,1979-11-06,CAN,1998.0,1.0,3.0,L,29,"[None, None, None, None, 41]","[None, None, None, None, 74]","[None, None, None, None, 4]","[None, None, None, None, 'DET']"
2009-2010,Braydon Coburn,PHI,D,60.8,98.7,39.2,90.0,7.0,7.5,34.8,64.8,57.3,9.7,56.4,26.4,23.3,78.4,41.0,90,4,139,14.0,175.0,211,149,81,98,110,100,168,175,50,135,227,130,187,Second Pair,81.0,1712.0333333333333,5.0,14.0,19.0,5.935675623709992,49.01960784313725,54.2343040562332,8470601,D,77.0,224.0,1985-02-27,CAN,2003.0,1.0,8.0,L,24,"[None, None, None, None, 60]","[None, None, None, None, 98]","[None, None, None, None, 39]","[None, None, None, None, 'PHI']"
2009-2010,Brendan Mikkelson,ANA,D,40.5,31.7,37.0,,,45.4,7.5,17.2,26.4,60.1,54.2,96.0,94.3,7.0,3.5,136,156,144,,,125,195,189,168,46,105,10,14,212,220,227,130,187,Third Pair,28.0,419.8333333333333,0.0,2.0,2.0,0.8781294309414469,41.935483870967744,43.20832410647593,8471705,D,75.0,210.0,1987-06-22,CAN,2005.0,2.0,31.0,L,22,"[None, None, None, None, 40]","[None, None, None, None, 31]","[None, None, None, None, 37]","[None, None, None, None, 'ANA']"
2009-2010,Brendan Witt,NYI,D,25.6,37.0,17.2,,17.1,67.4,78.9,4.0,39.2,54.4,90.7,85.9,86.3,38.8,28.6,170,144,189,,156.0,75,49,219,139,52,22,33,32,140,163,227,130,187,Third Pair,42.0,640.25,2.0,3.0,5.0,0.7148973612430503,28.205128205128204,44.28738158322971,8459433,D,74.0,223.0,1975-02-20,CAN,1993.0,1.0,11.0,L,34,"[None, None, None, None, 25]","[None, None, None, None, 37]","[None, None, None, None, 17]","[None, None, None, None, 'NYI']"
2009-2010,Brent Burns,MIN,D,34.8,36.6,34.8,43.8,34.2,4.8,7.5,94.7,54.6,67.4,67.4,77.5,74.9,45.8,42.3,149,145,149,74.0,124.0,217,195,13,104,41,75,52,58,124,132,227,130,187,First Pair,47.0,1051.5,3.0,17.0,20.0,6.41719251284991,43.859649122807014,48.92952893884572,8470613,D,77.0,228.0,1985-03-09,CAN,2003.0,1.0,20.0,R,24,"[None, None, None, None, 34]","[None, None, None, None, 36]","[None, None, None, None, 34]","[None, None, None, None, 'MIN']"
2009-2010,Brent Seabrook,CHI,D,81.9,30.8,82.4,66.2,40.6,6.6,31.7,51.5,83.7,94.7,82.8,25.1,11.9,100.0,81.9,42,158,41,45.0,112.0,213,156,111,38,13,40,171,201,1,42,227,130,187,First Pair,78.0,1811.15,4.0,26.0,30.0,5.786702122062597,56.09756097560976,55.46852283555494,8470607,D,75.0,220.0,1985-04-20,CAN,2003.0,1.0,14.0,R,24,"[None, None, None, None, 81]","[None, None, None, None, 30]","[None, None, None, None, 82]","[None, None, None, None, 'CHI']"
2009-2010,Brent Sopel,CHI,D,74.0,86.3,57.3,,50.8,25.6,24.7,38.3,41.4,51.3,46.7,66.5,59.5,97.8,7.9,60,32,98,,93.0,170,172,141,134,56,122,77,93,6,210,227,130,187,Third Pair,73.0,1084.8833333333334,1.0,7.0,8.0,1.883322864938328,48.0,55.9395299506045,8462176,D,74.0,205.0,1977-01-07,CAN,1995.0,6.0,144.0,R,32,"[None, None, None, None, 74]","[None, None, None, None, 86]","[None, None, None, None, 57]","[None, None, None, None, 'CHI']"
2009-2010,Brett Carson,CAR,D,64.3,37.9,41.9,56.9,50.3,71.4,58.1,4.8,28.6,81.9,70.9,73.6,73.6,11.0,34.4,82,142,133,57.0,94.0,66,96,217,163,29,67,61,61,203,150,227,130,187,Third Pair,54.0,937.9833333333332,2.0,10.0,12.0,1.4676299426017023,50.877192982456144,45.980266223674704,8471321,D,76.0,210.0,1985-11-29,CAN,2004.0,4.0,109.0,R,23,"[None, None, None, None, 64]","[None, None, None, None, 37]","[None, None, None, None, 41]","[None, None, None, None, 'CAR']"
2009-2010,Brett Clark,COL,D,23.3,8.4,68.7,10.0,35.3,23.8,24.2,55.1,89.0,39.6,19.8,66.1,64.3,29.1,11.9,175,209,72,118.0,122.0,174,173,103,26,67,183,78,82,162,201,227,130,187,Second Pair,64.0,1224.9,3.0,16.0,19.0,4.290153015279936,53.03030303030303,48.313973883913285,8465122,D,72.0,194.0,1976-12-23,CAN,1996.0,6.0,154.0,L,32,"[None, None, None, None, 23]","[None, None, None, None, 8]","[None, None, None, None, 68]","[None, None, None, None, 'COL']"
2009-2010,Brett Festerling,ANA,D,59.9,28.2,48.9,,,36.1,7.5,21.1,4.0,81.9,100.0,91.2,89.0,12.8,29.5,92,164,117,,,146,195,180,219,29,1,21,26,199,161,227,130,187,Fringe,42.0,525.0,0.0,3.0,3.0,0.8476447299946709,50.0,45.98836749451555,8471978,D,73.0,210.0,1986-03-03,CAN,,,,L,23,"[None, None, None, None, 59]","[None, None, None, None, 28]","[None, None, None, None, 48]","[None, None, None, None, 'ANA']"
2009-2010,Brett Lebda,DET,D,70.5,72.2,76.2,,,10.1,23.8,81.5,63.9,49.8,29.1,74.4,62.1,52.9,26.9,68,64,55,,,205,174,43,83,57,162,59,87,108,167,227,130,187,Third Pair,65.0,944.4666666666668,1.0,7.0,8.0,3.1147674407330608,51.51515151515152,53.002395787909386,8471187,D,69.0,195.0,1982-01-15,USA,,,,L,27,"[None, None, None, None, 70]","[None, None, None, None, 72]","[None, None, None, None, 76]","[None, None, None, None, 'DET']"
2009-2010,Brian Campbell,CHI,D,99.1,80.6,97.4,83.8,,31.3,55.9,78.0,71.4,97.8,15.0,40.5,22.5,99.1,10.6,3,45,7,22.0,,157,101,51,66,6,194,136,177,3,204,227,130,187,First Pair,68.0,1578.6,7.0,28.0,35.0,6.605105058786333,54.45544554455446,61.64043325527157,8466285,D,70.0,192.0,1979-05-23,CAN,1997.0,6.0,156.0,L,30,"[None, None, None, None, 99]","[None, None, None, None, 80]","[None, None, None, None, 97]","[None, None, None, None, 'CHI']"
2009-2010,Brian Lee,OTT,D,52.4,32.6,49.3,,,68.7,96.9,22.9,2.2,67.4,82.4,98.2,95.2,70.0,15.4,109,154,116,,,72,8,176,223,41,41,5,12,69,193,227,130,187,Third Pair,23.0,357.7,2.0,1.0,3.0,0.6844305291873588,42.10526315789473,51.101516898147494,8471683,D,75.0,200.0,1987-03-26,USA,2005.0,1.0,9.0,R,22,"[None, None, None, None, 52]","[None, None, None, None, 32]","[None, None, None, None, 49]","[None, None, None, None, 'OTT']"
2009-2010,Brian Pothier,CAR,D,17.6,14.5,12.8,21.5,57.2,26.9,46.3,75.3,25.6,67.4,55.1,51.5,55.9,53.7,12.3,188,195,199,103.0,81.0,167,123,57,170,41,103,111,101,106,200,227,130,187,Second Pair,61.0,1160.2333333333331,5.0,10.0,15.0,4.513879465102755,55.55555555555556,46.04203842131792,8468427,D,72.0,204.0,1977-04-15,USA,,,,L,32,"[None, None, None, None, 17]","[None, None, None, None, 14]","[None, None, None, None, 12]","[None, None, None, None, 'CAR']"
2009-2010,Brian Rafalski,DET,D,97.8,96.5,85.9,95.4,67.9,5.7,16.7,55.9,87.2,60.1,20.7,21.6,5.3,95.6,93.0,6,9,33,7.0,61.0,215,190,101,30,46,181,179,216,11,17,227,130,187,First Pair,78.0,1889.7166666666667,7.0,35.0,42.0,7.015256500290591,56.481481481481474,55.0742820603488,8467856,D,70.0,194.0,1973-09-28,USA,,,,R,35,"[None, None, None, None, 97]","[None, None, None, None, 96]","[None, None, None, None, 85]","[None, None, None, None, 'DET']"
2009-2010,Brooks Orpik,PIT,D,54.6,50.2,78.9,,91.4,52.0,39.2,23.8,96.0,21.6,97.4,41.9,37.9,92.5,76.7,104,114,49,,17.0,110,139,174,10,87,7,133,142,18,54,227,130,187,Second Pair,73.0,1467.1333333333332,2.0,23.0,25.0,2.4729739959821058,53.84615384615385,53.40661457934034,8468498,D,75.0,217.0,1980-09-26,USA,2000.0,1.0,18.0,L,28,"[None, None, None, None, 54]","[None, None, None, None, 50]","[None, None, None, None, 78]","[None, None, None, None, 'PIT']"
2009-2010,Bruno Gervais,NYI,D,32.2,83.3,8.8,50.8,13.9,17.2,40.5,69.6,63.0,49.8,31.3,47.6,42.3,52.4,64.8,155,39,208,65.0,162.0,189,136,70,85,57,157,120,132,109,81,227,130,187,Second Pair,71.0,1421.05,3.0,13.0,16.0,4.68768172043382,42.10526315789473,49.2515033631915,8470774,D,73.0,200.0,1984-10-03,CAN,2003.0,6.0,182.0,R,24,"[None, None, None, None, 32]","[None, None, None, None, 83]","[None, None, None, None, 8]","[None, None, None, None, 'NYI']"
2009-2010,Bryan Allen,FLA,D,26.9,68.3,9.3,,43.9,7.9,18.5,58.1,59.5,48.2,71.4,14.5,30.8,3.5,49.8,167,73,207,,106.0,210,186,96,93,58,66,195,158,220,115,227,130,187,Second Pair,74.0,1417.9,2.0,10.0,12.0,3.5055406477898097,43.82022471910113,45.59319816580132,8467332,D,77.0,223.0,1980-08-21,CAN,1998.0,1.0,4.0,L,29,"[None, None, None, None, 26]","[None, None, None, None, 68]","[None, None, None, None, 9]","[None, None, None, None, 'FLA']"
2009-2010,Bryan McCabe,FLA,D,0.4,3.1,21.1,2.3,27.8,10.6,49.3,65.6,76.7,14.3,25.6,10.1,11.5,7.5,36.1,227,221,180,128.0,136.0,204,116,79,54,101,170,205,202,211,146,227,130,187,First Pair,82.0,1912.7833333333333,7.0,37.0,44.0,8.71720317227926,49.504950495049506,46.405876788658375,8459462,D,74.0,223.0,1975-06-08,CAN,1993.0,2.0,40.0,L,34,"[None, None, None, None, 0]","[None, None, None, None, 3]","[None, None, None, None, 21]","[None, None, None, None, 'FLA']"
2009-2010,Bryan Rodney,CAR,D,61.7,58.6,44.5,61.5,,49.8,74.4,73.1,53.3,67.4,47.6,97.8,98.2,15.4,5.7,88,95,127,51.0,,115,59,62,107,41,120,6,5,193,215,227,130,187,Third Pair,22.0,368.1,1.0,10.0,11.0,1.7782531584312617,48.148148148148145,48.05804727326308,8470988,D,72.0,195.0,1984-04-22,CAN,,,,R,25,"[None, None, None, None, 61]","[None, None, None, None, 58]","[None, None, None, None, 44]","[None, None, None, None, 'CAR']"
2009-2010,Bryce Salvador,NJD,D,18.9,0.9,96.0,,88.2,89.0,66.5,1.3,4.4,18.7,62.1,12.8,25.1,75.8,58.6,185,226,10,,23.0,26,77,225,218,93,87,199,171,56,95,227,130,187,Second Pair,79.0,1490.2666666666669,4.0,9.0,13.0,1.3006415805428626,50.68493150684932,48.96386019299128,8460626,D,75.0,215.0,1976-02-11,CAN,1994.0,6.0,138.0,L,33,"[None, None, None, None, 18]","[None, None, None, None, 0]","[None, None, None, None, 96]","[None, None, None, None, 'NJD']"
2009-2010,Cam Barker,MIN,D,14.1,61.2,27.8,39.2,,37.4,25.1,67.4,88.5,10.6,49.3,69.2,68.3,94.7,1.3,196,89,165,80.0,,143,171,75,27,108,116,71,73,13,225,227,130,187,Third Pair,70.0,1086.4833333333331,5.0,16.0,21.0,5.426347840012713,55.4054054054054,52.4351357153983,8471216,D,75.0,223.0,1986-04-04,CAN,2004.0,1.0,3.0,L,23,"[None, None, None, None, 14]","[None, None, None, None, 61]","[None, None, None, None, 27]","[None, None, None, None, 'MIN']"
2009-2010,Carl Gunnarsson,TOR,D,50.7,21.1,63.0,37.7,16.6,62.1,62.1,25.1,76.2,77.3,48.5,79.7,80.2,64.8,40.1,113,180,85,82.0,157.0,87,87,171,55,34,118,47,46,81,137,227,130,187,Second Pair,43.0,921.95,3.0,12.0,15.0,1.860046806777284,54.23728813559322,49.048841774978115,8474125,D,74.0,198.0,1986-11-09,SWE,2007.0,7.0,194.0,L,22,"[None, None, None, None, 50]","[None, None, None, None, 21]","[None, None, None, None, 63]","[None, None, None, None, 'TOR']"
2009-2010,Carlo Colaiacovo,STL,D,91.6,93.0,83.7,16.9,,31.7,51.1,92.1,98.2,55.9,51.1,77.1,62.6,32.2,48.5,20,17,38,109.0,,156,112,19,5,50,112,53,86,155,118,227,130,187,Third Pair,67.0,1159.2666666666669,7.0,24.0,31.0,5.528376131867756,56.00000000000001,55.435725286601134,8469470,D,73.0,202.0,1983-01-27,CAN,2001.0,1.0,17.0,L,26,"[None, None, None, None, 91]","[None, None, None, None, 93]","[None, None, None, None, 83]","[None, None, None, None, 'STL']"
2009-2010,Chris Butler,BUF,D,80.2,73.1,50.7,86.2,73.3,18.5,26.0,51.1,44.5,71.6,18.1,63.9,66.1,47.6,52.0,46,62,113,19.0,51.0,186,169,112,127,39,187,83,78,120,110,227,130,187,Second Pair,59.0,1181.4333333333334,1.0,20.0,21.0,3.024712830770366,43.66197183098591,51.065440858194066,8471761,D,73.0,196.0,1986-10-27,USA,2005.0,4.0,96.0,L,22,"[None, None, None, None, 80]","[None, None, None, None, 73]","[None, None, None, None, 50]","[None, None, None, None, 'BUF']"
2009-2010,Chris Campoli,OTT,D,86.3,70.9,86.8,5.4,,16.7,45.8,87.7,79.3,87.4,76.2,65.2,50.7,60.8,1.8,32,67,31,124.0,,190,124,29,48,23,55,80,113,90,224,227,130,187,Third Pair,67.0,1195.9333333333334,4.0,14.0,18.0,5.0192680089836745,45.07042253521127,56.20630510955024,8470329,D,72.0,200.0,1984-07-09,CAN,2004.0,7.0,227.0,L,25,"[None, None, None, None, 86]","[None, None, None, None, 70]","[None, None, None, None, 86]","[None, None, None, None, 'OTT']"
