Season,Player,Team,Position,all_rank,evs_rank,gpk_rank,ldg_rank,mdg_rank,hdg_rank,rbd_rank,tmd_rank,gre_rank,qal_rank,bad_rank,awf_rank,fan_rank,Role,GP,TOI,SV%,GAA,xG Against,Goals Against,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,W,L,OT/SO,Shutouts
2013-2014,Carey Price,MTL,G,22.0,19.0,35.0,11.0,36.0,27.0,57.0,36.0,13.0,23.0,23.0,40.0,13.0,Starter,59,3464.3666666667,0.927,2.32,156.16,134,26,1987-08-16,CAN,CAN,75,217,2005,1,5,8471679,34,20,5,6
2013-2014,Carter Hutton,NSH,G,50.0,54.0,60.0,17.0,41.0,62.0,20.0,24.0,42.0,41.0,42.0,45.0,39.0,Tandem (1B),40,2085.2833333333,0.91,2.62,78.58,91,27,1985-12-19,CAN,CAN,72,211,-,-,-,8475622,20,11,4,1
2013-2014,Chad Johnson,BOS,G,3.0,2.0,9.0,9.0,40.0,6.0,24.0,28.0,4.0,3.0,3.0,3.0,5.0,Backup,27,1510.8166666667,0.925,2.1,59.54,53,27,1986-06-10,CAN,CAN,75,197,2006,5,125,8473434,17,4,3,2
2013-2014,Corey Crawford,CHI,G,19.0,21.0,44.0,46.0,44.0,10.0,6.0,14.0,16.0,9.0,9.0,23.0,17.0,Starter,59,3395.0166666667,0.917,2.26,126.71,128,28,1984-12-31,CAN,CAN,74,216,2003,2,52,8470645,32,16,10,2
2013-2014,Cory Schneider,NJD,G,6.0,24.0,3.0,45.0,16.0,25.0,9.0,10.0,10.0,10.0,11.0,18.0,15.0,Tandem (1A),45,2680.0833333333,0.921,1.97,94.82,88,27,1986-03-18,USA,USA,75,214,2004,1,26,8471239,16,15,12,3
2013-2014,Craig Anderson,OTT,G,29.0,17.0,56.0,7.0,13.0,41.0,49.0,47.0,17.0,32.0,33.0,44.0,19.0,Starter,53,2999.7333333333,0.911,3.0,137.92,150,32,1981-05-21,USA,USA,74,187,2001,3,73,8467950,25,16,8,4
2013-2014,Curtis McElhinney,CBJ,G,52.0,60.0,49.0,60.0,60.0,49.0,27.0,6.0,28.0,38.0,27.0,42.0,53.0,Backup,28,1424.25,0.909,2.7,52.53,64,30,1983-05-23,CAN,CAN,74,210,2002,6,176,8470147,10,11,1,2
2013-2014,Dan Ellis,DAL,G,66.0,66.0,62.0,59.0,57.0,65.0,66.0,62.0,64.0,60.0,61.0,65.0,66.0,Backup,20,1027.3166666667,0.879,3.62,49.64,62,33,1980-06-19,CAN,CAN,73,195,2000,2,60,8468540,5,11,0,1
2013-2014,Dan Ellis,FLA,G,66.0,66.0,62.0,59.0,57.0,65.0,66.0,62.0,64.0,60.0,61.0,65.0,66.0,Backup,20,1027.3166666667,0.879,3.62,49.64,62,33,1980-06-19,CAN,CAN,73,195,2000,2,60,8468540,5,11,0,1
2013-2014,Darcy Kuemper,MIN,G,46.0,27.0,65.0,10.0,50.0,22.0,44.0,8.0,55.0,49.0,50.0,17.0,33.0,Backup,26,1480.2333333333,0.915,2.43,53.94,60,23,1990-05-05,CAN,CAN,77,215,2009,6,161,8475311,12,8,4,2
2013-2014,Devan Dubnyk,EDM,G,51.0,49.0,16.0,64.0,32.0,32.0,58.0,64.0,47.0,54.0,55.0,58.0,58.0,Tandem (1B),34,1801.6166666667,0.891,3.43,83.65,103,27,1986-05-04,CAN,CAN,78,224,2004,1,14,8471227,11,18,3,2
2013-2014,Devan Dubnyk,NSH,G,51.0,49.0,16.0,64.0,32.0,32.0,58.0,64.0,47.0,54.0,55.0,58.0,58.0,Tandem (1B),34,1801.6166666667,0.891,3.43,83.65,103,27,1986-05-04,CAN,CAN,78,224,2004,1,14,8471227,11,18,3,2
2013-2014,Eddie Lack,VAN,G,41.0,30.0,32.0,39.0,19.0,31.0,32.0,26.0,27.0,45.0,46.0,14.0,43.0,Tandem (1A),41,2319.55,0.912,2.41,91.26,93,25,1988-01-05,SWE,SWE,76,187,-,-,-,8475663,16,17,5,4
2013-2014,Evgeni Nabokov,NYI,G,32.0,31.0,57.0,40.0,9.0,44.0,42.0,56.0,48.0,46.0,47.0,53.0,44.0,Tandem (1B),40,2235.6833333333,0.905,2.76,103.94,103,38,1975-07-25,KAZ,RUS,72,202,1994,9,219,8460705,15,14,8,4
2013-2014,Frederik Andersen,ANA,G,5.0,16.0,4.0,1.0,1.0,57.0,33.0,58.0,42.0,38.0,39.0,42.0,6.0,Backup,28,1569.4333333333,0.923,2.29,69.69,60,23,1989-10-02,DNK,DNK,76,238,2012,3,87,8475883,20,5,0,0
2013-2014,Henrik Lundqvist,NYR,G,7.0,8.0,31.0,29.0,18.0,8.0,29.0,38.0,11.0,22.0,22.0,13.0,11.0,Starter,63,3635.3166666667,0.92,2.38,163.47,144,31,1982-03-02,SWE,SWE,73,182,2000,7,205,8468685,33,24,5,5
2013-2014,Ilya Bryzgalov,EDM,G,49.0,33.0,46.0,52.0,46.0,18.0,37.0,29.0,44.0,42.0,43.0,51.0,46.0,Backup,32,1814.0166666667,0.909,2.68,79.82,81,33,1980-06-22,RUS,RUS,75,213,2000,2,44,8468524,12,9,8,4
2013-2014,Ilya Bryzgalov,MIN,G,49.0,33.0,46.0,52.0,46.0,18.0,37.0,29.0,44.0,42.0,43.0,51.0,46.0,Backup,32,1814.0166666667,0.909,2.68,79.82,81,33,1980-06-22,RUS,RUS,75,213,2000,2,44,8468524,12,9,8,4
2013-2014,Jacob Markstrom,FLA,G,67.0,67.0,48.0,65.0,58.0,64.0,53.0,35.0,63.0,62.0,63.0,63.0,67.0,Backup,16,813.35,0.873,3.39,33.07,46,23,1990-01-31,SWE,SWE,78,207,2008,2,31,8474593,2,8,3,0
2013-2014,Jacob Markstrom,VAN,G,67.0,67.0,48.0,65.0,58.0,64.0,53.0,35.0,63.0,62.0,63.0,63.0,67.0,Backup,16,813.35,0.873,3.39,33.07,46,23,1990-01-31,SWE,SWE,78,207,2008,2,31,8474593,2,8,3,0
2013-2014,James Reimer,TOR,G,44.0,35.0,53.0,14.0,64.0,23.0,59.0,66.0,49.0,33.0,35.0,34.0,38.0,Tandem (1B),36,1784.65,0.911,3.29,91.52,98,25,1988-03-15,CAN,CAN,75,205,2006,4,99,8473503,12,16,1,1
2013-2014,Jaroslav Halak,STL,G,31.0,40.0,13.0,44.0,30.0,33.0,13.0,5.0,15.0,35.0,37.0,48.0,22.0,Starter,52,2938.9,0.921,2.25,117.34,110,28,1985-05-13,SVK,SVK,71,189,2003,9,271,8470860,29,13,7,5
2013-2014,Jaroslav Halak,WSH,G,31.0,40.0,13.0,44.0,30.0,33.0,13.0,5.0,15.0,35.0,37.0,48.0,22.0,Starter,52,2938.9,0.921,2.25,117.34,110,28,1985-05-13,SVK,SVK,71,189,2003,9,271,8470860,29,13,7,5
2013-2014,Jean-Sebastien Giguere,COL,G,39.0,37.0,37.0,31.0,7.0,56.0,56.0,41.0,22.0,28.0,29.0,9.0,40.0,Backup,22,1211.85,0.913,2.62,54.81,53,36,1977-05-16,CAN,CAN,73,202,1995,1,13,8462044,11,6,1,2
2013-2014,Jeff Zatkoff,PIT,G,40.0,56.0,6.0,38.0,62.0,35.0,21.0,25.0,50.0,41.0,42.0,50.0,23.0,Backup,20,1171.3666666667,0.912,2.61,49.85,51,26,1987-06-09,USA,USA,74,186,2006,3,74,8473553,12,6,2,1
2013-2014,Jhonas Enroth,BUF,G,30.0,11.0,33.0,41.0,15.0,12.0,19.0,59.0,34.0,26.0,26.0,39.0,60.0,Backup,28,1574.2333333333,0.911,2.82,71.14,74,25,1988-06-25,SWE,SWE,70,175,2006,2,46,8473523,4,17,5,0
2013-2014,Jimmy Howard,DET,G,25.0,12.0,27.0,16.0,28.0,19.0,15.0,30.0,32.0,29.0,30.0,25.0,31.0,Starter,51,3004.2666666667,0.91,2.66,120.33,133,29,1984-03-26,USA,USA,73,218,2003,2,64,8470657,21,19,11,2
2013-2014,Jonas Gustavsson,DET,G,54.0,61.0,34.0,26.0,55.0,63.0,16.0,15.0,56.0,51.0,52.0,43.0,37.0,Backup,27,1550.6666666667,0.907,2.63,58.26,68,28,1984-10-24,SWE,SWE,76,201,-,-,-,8475361,16,5,4,0
2013-2014,Jonas Hiller,ANA,G,35.0,18.0,61.0,27.0,27.0,15.0,46.0,27.0,45.0,40.0,41.0,27.0,25.0,Starter,50,2908.8,0.911,2.48,127.87,120,31,1982-02-12,CHE,CHE,74,191,-,-,-,8473972,29,13,7,5
2013-2014,Jonathan Bernier,TOR,G,24.0,23.0,28.0,8.0,14.0,38.0,30.0,34.0,8.0,8.0,8.0,12.0,20.0,Starter,55,3083.55,0.923,2.69,145.29,138,25,1988-08-07,CAN,CAN,72,185,2006,1,11,8473541,26,19,7,1
2013-2014,Jonathan Quick,LAK,G,45.0,43.0,45.0,37.0,34.0,37.0,31.0,4.0,40.0,36.0,38.0,41.0,26.0,Tandem (1A),49,2904.75,0.915,2.07,107.53,100,27,1986-01-21,USA,USA,73,220,2005,3,72,8471734,27,17,4,6
2013-2014,Josh Harding,MIN,G,15.0,28.0,14.0,5.0,42.0,34.0,14.0,2.0,2.0,2.0,2.0,2.0,4.0,Backup,29,1663.2166666667,0.933,1.66,53.18,46,29,1984-06-18,CAN,CAN,74,194,2002,2,38,8470216,18,7,3,3
2013-2014,Justin Peters,CAR,G,38.0,45.0,24.0,4.0,6.0,66.0,67.0,65.0,54.0,37.0,34.0,38.0,54.0,Backup,21,1225.3333333333,0.918,2.5,53.66,51,27,1986-08-30,CAN,CAN,73,210,2004,2,38,8471251,7,9,4,1
2013-2014,Kari Lehtonen,DAL,G,12.0,14.0,25.0,49.0,22.0,7.0,62.0,52.0,23.0,27.0,28.0,19.0,24.0,Starter,65,3804.3333333333,0.919,2.41,175.15,153,29,1983-11-16,FIN,FIN,76,209,2002,1,2,8470140,33,20,10,5
2013-2014,Karri Ramo,CGY,G,36.0,42.0,43.0,21.0,49.0,47.0,40.0,50.0,33.0,50.0,51.0,55.0,45.0,Tandem (1B),40,2193.7666666667,0.911,2.65,94.78,97,27,1986-07-01,FIN,FIN,74,206,2004,6,191,8471403,17,15,4,2
2013-2014,Kevin Poulin,NYI,G,65.0,64.0,64.0,36.0,47.0,67.0,23.0,60.0,65.0,63.0,64.0,66.0,63.0,Backup,28,1626.3666666667,0.891,3.28,71.51,89,23,1990-04-12,CAN,CAN,74,206,2008,5,126,8474690,11,16,1,0
2013-2014,Marc-Andre Fleury,PIT,G,34.0,44.0,10.0,22.0,51.0,42.0,45.0,21.0,39.0,24.0,24.0,16.0,14.0,Starter,64,3792.8666666667,0.915,2.37,146.6,150,28,1984-11-28,CAN,CAN,74,185,2003,1,1,8470594,39,18,5,5
2013-2014,Marek Mazanec,NSH,G,62.0,62.0,41.0,61.0,61.0,45.0,3.0,20.0,36.0,41.0,42.0,60.0,59.0,Backup,25,1349.5333333333,0.902,2.85,51.94,64,22,1991-07-18,CZE,CZE,76,202,2012,6,179,8476992,8,10,4,2
2013-2014,Martin Brodeur,NJD,G,55.0,59.0,29.0,66.0,54.0,36.0,1.0,1.0,53.0,59.0,60.0,56.0,48.0,Tandem (1B),39,2296.8166666667,0.901,2.51,78.66,96,41,1972-05-06,CAN,CAN,74,220,1990,1,20,8455710,19,14,6,3
2013-2014,Martin Jones,LAK,G,2.0,1.0,42.0,47.0,11.0,1.0,25.0,12.0,3.0,4.0,4.0,5.0,2.0,Backup,19,1094.6666666667,0.934,1.81,45.4,33,23,1990-01-10,CAN,CAN,76,203,-,-,-,8474889,12,6,0,4
2013-2014,Michal Neuvirth,BUF,G,18.0,34.0,7.0,55.0,59.0,11.0,43.0,46.0,25.0,16.0,17.0,4.0,51.0,Backup,15,885.55,0.921,2.78,44.91,41,25,1988-03-23,CZE,CZE,73,209,2006,2,34,8473607,4,8,2,0
2013-2014,Michal Neuvirth,WSH,G,18.0,34.0,7.0,55.0,59.0,11.0,43.0,46.0,25.0,16.0,17.0,4.0,51.0,Backup,15,885.55,0.921,2.78,44.91,41,25,1988-03-23,CZE,CZE,73,209,2006,2,34,8473607,4,8,2,0
2013-2014,Mike Smith,PHX,G,17.0,15.0,50.0,30.0,53.0,2.0,63.0,53.0,31.0,31.0,32.0,28.0,30.0,Starter,62,3609.9666666667,0.915,2.64,162.14,159,31,1982-03-22,CAN,CAN,77,220,2001,5,161,8469608,27,21,10,3
2013-2014,Niklas Backstrom,MIN,G,59.0,55.0,55.0,35.0,48.0,55.0,38.0,22.0,60.0,47.0,48.0,35.0,57.0,Backup,21,1095.8666666667,0.899,3.01,45.49,55,35,1978-02-13,FIN,FIN,74,192,-,-,-,8473404,5,11,2,0
2013-2014,Ondrej Pavelec,WPG,G,56.0,57.0,47.0,51.0,23.0,60.0,52.0,44.0,58.0,53.0,54.0,52.0,55.0,Starter,57,3247.9666666667,0.901,3.01,154.44,163,26,1987-08-31,CZE,CZE,75,212,2005,2,41,8471715,22,26,7,1
2013-2014,Pekka Rinne,NSH,G,53.0,63.0,36.0,13.0,63.0,61.0,2.0,17.0,38.0,52.0,53.0,62.0,47.0,Backup,24,1366.8166666667,0.902,2.77,49.17,63,30,1982-11-03,FIN,FIN,77,217,2004,8,258,8471469,10,10,3,2
2013-2014,Peter Budaj,MTL,G,48.0,51.0,19.0,12.0,31.0,58.0,28.0,13.0,46.0,39.0,40.0,47.0,42.0,Backup,24,1338.2833333333,0.909,2.51,54.33,56,30,1982-09-18,SVK,SVK,73,196,2001,2,63,8469514,10,8,3,1
2013-2014,Philipp Grubauer,WSH,G,14.0,29.0,1.0,3.0,66.0,9.0,51.0,39.0,6.0,7.0,7.0,11.0,27.0,Backup,17,883.38333333333,0.925,2.38,37.63,35,21,1991-11-25,DEU,DEU,73,188,2010,4,112,8475831,6,5,5,0
2013-2014,Ray Emery,PHI,G,47.0,39.0,38.0,62.0,35.0,20.0,12.0,33.0,43.0,44.0,45.0,49.0,41.0,Backup,28,1398.4166666667,0.903,2.96,63.44,69,30,1982-09-28,CAN,CAN,74,196,2001,4,99,8469548,9,12,2,2
2013-2014,Reto Berra,CGY,G,63.0,58.0,54.0,67.0,56.0,30.0,5.0,32.0,62.0,56.0,58.0,57.0,65.0,Backup,31,1720.2333333333,0.893,3.07,69.49,88,26,1987-01-03,CHE,CHE,76,218,2006,4,106,8473499,9,18,3,0
2013-2014,Reto Berra,COL,G,63.0,58.0,54.0,67.0,56.0,30.0,5.0,32.0,62.0,56.0,58.0,57.0,65.0,Backup,31,1720.2333333333,0.893,3.07,69.49,88,26,1987-01-03,CHE,CHE,76,218,2006,4,106,8473499,9,18,3,0
2013-2014,Roberto Luongo,FLA,G,27.0,25.0,51.0,33.0,10.0,39.0,47.0,40.0,35.0,30.0,31.0,24.0,28.0,Starter,56,3222.3333333333,0.919,2.4,130.72,129,34,1979-04-04,CAN,CAN,75,215,1997,1,4,8466141,25,23,7,4
2013-2014,Roberto Luongo,VAN,G,27.0,25.0,51.0,33.0,10.0,39.0,47.0,40.0,35.0,30.0,31.0,24.0,28.0,Starter,56,3222.3333333333,0.919,2.4,130.72,129,34,1979-04-04,CAN,CAN,75,215,1997,1,4,8466141,25,23,7,4
2013-2014,Robin Lehner,OTT,G,37.0,46.0,12.0,43.0,65.0,16.0,60.0,67.0,7.0,20.0,20.0,37.0,50.0,Tandem (1B),36,1925.3166666667,0.913,3.09,94.38,99,22,1991-07-24,SWE,SWE,76,250,2009,2,46,8475215,12,15,6,1
2013-2014,Ryan Miller,STL,G,16.0,26.0,21.0,18.0,20.0,46.0,26.0,61.0,14.0,17.0,18.0,32.0,34.0,Starter,59,3500.2833333333,0.918,2.64,154.35,154,33,1980-07-17,USA,USA,75,170,1999,5,138,8468011,25,30,4,1
2013-2014,Ryan Miller,BUF,G,16.0,26.0,21.0,18.0,20.0,46.0,26.0,61.0,14.0,17.0,18.0,32.0,34.0,Starter,59,3500.2833333333,0.918,2.64,154.35,154,33,1980-07-17,USA,USA,75,170,1999,5,138,8468011,25,30,4,1
2013-2014,Scott Clemmensen,FLA,G,64.0,50.0,67.0,50.0,37.0,53.0,50.0,49.0,59.0,57.0,56.0,61.0,64.0,Backup,17,914.18333333333,0.896,3.08,38.15,47,36,1977-07-23,USA,USA,74,200,1997,8,215,8466339,6,7,1,0
2013-2014,Semyon Varlamov,COL,G,13.0,9.0,22.0,28.0,4.0,28.0,64.0,63.0,12.0,15.0,16.0,21.0,18.0,Starter,63,3639.7666666667,0.927,2.41,168.51,146,25,1988-04-27,RUS,RUS,74,206,2006,1,23,8473575,41,14,6,2
2013-2014,Sergei Bobrovsky,CBJ,G,10.0,7.0,18.0,32.0,8.0,17.0,34.0,37.0,21.0,13.0,13.0,7.0,9.0,Starter,58,3299.4333333333,0.923,2.38,133.19,131,24,1988-09-20,RUS,RUS,74,182,-,-,-,8475683,32,20,5,5
2013-2014,Steve Mason,PHI,G,43.0,47.0,17.0,42.0,26.0,54.0,61.0,42.0,37.0,43.0,44.0,46.0,35.0,Starter,61,3485.6,0.917,2.5,140.02,145,25,1988-05-29,CAN,CAN,76,188,2006,3,69,8473461,33,18,7,4
2013-2014,Thomas Greiss,PHX,G,20.0,5.0,52.0,63.0,3.0,5.0,41.0,23.0,20.0,21.0,21.0,31.0,32.0,Backup,25,1292.3333333333,0.92,2.32,51.81,50,27,1986-01-29,DEU,DEU,74,219,2004,3,94,8471306,10,8,5,2
2013-2014,Tim Thomas,DAL,G,42.0,52.0,39.0,25.0,43.0,59.0,39.0,45.0,24.0,18.0,15.0,36.0,49.0,Tandem (1A),48,2637.4833333333,0.908,2.91,112.12,128,39,1974-04-15,USA,USA,71,201,1994,9,217,8460703,18,24,4,0
2013-2014,Tim Thomas,FLA,G,42.0,52.0,39.0,25.0,43.0,59.0,39.0,45.0,24.0,18.0,15.0,36.0,49.0,Tandem (1A),48,2637.4833333333,0.908,2.91,112.12,128,39,1974-04-15,USA,USA,71,201,1994,9,217,8460703,18,24,4,0
2013-2014,Tuukka Rask,BOS,G,4.0,4.0,30.0,19.0,39.0,3.0,17.0,19.0,5.0,6.0,6.0,10.0,3.0,Starter,58,3386.45,0.93,2.04,122.61,115,26,1987-03-10,FIN,FIN,75,176,2005,1,21,8471695,36,15,6,7
