Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2010-2011,Alexander Burmistrov,ATL,F,392.0,383.0,,116.0,388.0,385.0,377.0,397.0,211.0,385.0,97.0,264.0,152.0,362.0,Bottom 6,74,978.06666666667,6,5,33,1991-10-21,RUS,RUS,73,180,2010,1,8,8
2010-2011,Alexander Semin,WSH,F,3.0,290.0,17.0,154.0,36.0,230.0,8.0,4.0,114.0,25.0,318.0,381.0,,12.0,Second Line,65,1167.6,28,17,41,1984-03-03,RUS,RUS,74,211,2002,1,13,13
2010-2011,Alexander Steen,STL,F,100.0,109.0,82.0,78.0,196.0,111.0,54.0,112.0,253.0,140.0,36.0,371.0,,67.0,First Line,72,1407.7,20,17,41,1984-03-01,CAN,SWE,72,211,2002,1,24,24
2010-2011,Alexandre Bolduc,VAN,F,314.0,344.0,,,423.0,432.0,312.0,281.0,424.0,262.0,106.0,76.0,145.0,395.0,Fringe,24,178.41666666667,2,2,40,1985-06-26,CAN,CAN,75,200,2003,4,26,127
2010-2011,Alexandre Burrows,VAN,F,22.0,180.0,212.0,11.0,51.0,200.0,160.0,20.0,3.0,238.0,168.0,215.0,,77.0,Second Line,72,1226.2833333333,26,6,44,1981-04-11,CAN,CAN,73,197,-,-,-,-
2010-2011,Alexei Ponikarovsky,LAK,F,107.0,46.0,241.0,224.0,54.0,32.0,134.0,236.0,100.0,148.0,354.0,92.0,,182.0,Bottom 6,61,768.56666666667,5,6,45,1980-04-09,UKR,UKR,76,225,1998,4,1,87
2010-2011,Andreas Nodl,PHI,F,363.0,339.0,,,198.0,295.0,362.0,354.0,373.0,338.0,144.0,161.0,,360.0,Bottom 6,67,889.33333333333,11,7,38,1987-02-28,AUT,AUT,73,196,2006,2,9,39
2010-2011,Andrei Kostitsyn,MTL,F,112.0,362.0,105.0,,234.0,296.0,73.0,92.0,290.0,102.0,304.0,151.0,,132.0,Second Line,81,1286.9666666667,20,17,40,1985-02-03,BLR,BLR,72,214,2003,1,10,10
2010-2011,Andrew Brunette,MIN,F,323.0,124.0,57.0,,245.0,60.0,389.0,120.0,90.0,62.0,52.0,415.0,,164.0,Second Line,82,1377.55,18,19,52,1973-08-24,CAN,CAN,73,215,1993,7,18,174
2010-2011,Andrew Cogliano,EDM,F,278.0,399.0,153.0,136.0,243.0,377.0,305.0,307.0,307.0,163.0,119.0,243.0,104.0,238.0,Second Line,82,1415.0333333333,11,20,38,1987-06-14,CAN,CAN,70,179,2005,1,25,25
2010-2011,Andrew Ebbett,PHX,F,354.0,147.0,268.0,,172.0,163.0,359.0,316.0,185.0,326.0,51.0,309.0,86.0,342.0,Bottom 6,33,330.5,2,1,42,1983-01-02,CAN,CAN,69,174,-,-,-,-
2010-2011,Andrew Ladd,ATL,F,77.0,174.0,234.0,143.0,43.0,211.0,159.0,99.0,263.0,172.0,215.0,227.0,,113.0,First Line,81,1625.8333333333,29,16,39,1985-12-12,CAN,CAN,75,205,2004,1,4,4
2010-2011,Andrew Murray,CBJ,F,297.0,2.0,,227.0,350.0,2.0,124.0,248.0,419.0,387.0,30.0,52.0,,304.0,Bottom 6,29,330.05,4,2,43,1981-11-06,CAN,CAN,74,210,2001,8,15,242
2010-2011,Andy McDonald,STL,F,74.0,204.0,56.0,216.0,79.0,208.0,102.0,69.0,157.0,68.0,196.0,372.0,32.0,41.0,First Line,58,1162.0166666667,20,15,48,1977-08-25,CAN,CAN,70,175,-,-,-,-
2010-2011,Anthony Stewart,ATL,F,359.0,349.0,223.0,,353.0,352.0,244.0,343.0,325.0,261.0,232.0,125.0,,313.0,Bottom 6,80,1197.8333333333,14,15,40,1985-01-05,CAN,CAN,75,230,2003,1,25,25
2010-2011,Antoine Vermette,CBJ,F,194.0,199.0,154.0,24.0,228.0,181.0,267.0,167.0,189.0,171.0,323.0,230.0,13.0,111.0,First Line,82,1542.7666666667,19,13,43,1982-07-20,CAN,CAN,73,197,2000,2,25,55
2010-2011,Antti Miettinen,MIN,F,261.0,117.0,92.0,37.0,322.0,43.0,153.0,192.0,123.0,226.0,331.0,223.0,,152.0,Second Line,73,1242.8666666667,16,7,45,1980-07-03,FIN,FIN,72,190,2000,7,27,224
2010-2011,Anze Kopitar,LAK,F,41.0,62.0,45.0,57.0,58.0,54.0,97.0,72.0,192.0,35.0,37.0,293.0,67.0,17.0,First Line,75,1618.9333333333,25,30,38,1987-08-24,SVN,SVN,75,225,2005,1,11,11
2010-2011,Arron Asham,PIT,F,145.0,159.0,,,249.0,159.0,181.0,203.0,56.0,167.0,292.0,34.0,,328.0,Bottom 6,44,420.28333333333,5,4,47,1978-04-13,CAN,CAN,71,210,1996,3,19,71
2010-2011,Artem Anisimov,NYR,F,158.0,194.0,236.0,146.0,121.0,307.0,172.0,234.0,282.0,273.0,313.0,303.0,126.0,205.0,Second Line,82,1329.0333333333,18,14,37,1988-05-24,RUS,RUS,76,199,2006,2,24,54
2010-2011,B.J. Crombeen,STL,F,345.0,314.0,,81.0,308.0,262.0,233.0,345.0,280.0,409.0,397.0,147.0,,349.0,Bottom 6,80,1023.8,7,1,40,1985-07-10,USA,USA,74,209,2003,2,24,54
2010-2011,Ben Eager,"ATL, SJS",F,193.0,189.0,,,191.0,145.0,197.0,216.0,21.0,271.0,415.0,82.0,,352.0,Bottom 6,68,723.48333333333,7,7,41,1984-01-22,CAN,CAN,74,226,2002,1,23,23
2010-2011,Benn Ferriero,SJS,F,231.0,77.0,,,106.0,44.0,126.0,309.0,285.0,355.0,222.0,200.0,,320.0,Bottom 6,33,431.9,5,3,38,1987-04-29,USA,USA,71,195,2006,7,13,196
2010-2011,Benoit Pouliot,MTL,F,85.0,251.0,129.0,,94.0,231.0,171.0,97.0,252.0,177.0,402.0,158.0,196.0,228.0,Bottom 6,79,911.31666666667,13,12,38,1986-09-29,CAN,CAN,75,200,2005,1,4,4
2010-2011,Bill Thomas,FLA,F,157.0,115.0,,,406.0,289.0,117.0,59.0,413.0,386.0,272.0,193.0,,318.0,Bottom 6,24,204.16666666667,4,1,42,1983-06-20,USA,USA,73,185,-,-,-,-
2010-2011,Blair Betts,PHI,F,421.0,38.0,,10.0,432.0,206.0,407.0,339.0,434.0,389.0,182.0,154.0,57.0,346.0,Bottom 6,75,783.83333333333,5,3,45,1980-02-16,CAN,CAN,75,210,1998,2,6,33
2010-2011,Blake Comeau,NYI,F,106.0,410.0,221.0,51.0,259.0,392.0,163.0,105.0,297.0,129.0,279.0,165.0,,127.0,First Line,77,1439.2333333333,24,16,39,1986-02-18,CAN,CAN,73,200,2004,2,17,47
2010-2011,Blake Wheeler,"ATL, BOS",F,46.0,215.0,145.0,29.0,25.0,227.0,156.0,133.0,172.0,138.0,341.0,267.0,,156.0,Second Line,81,1316.0333333333,18,16,38,1986-08-31,USA,USA,77,220,2004,1,5,5
2010-2011,Bobby Butler,OTT,F,119.0,426.0,192.0,,137.0,421.0,220.0,94.0,256.0,190.0,368.0,313.0,,171.0,Bottom 6,36,555.45,10,6,38,1987-04-26,USA,USA,72,189,-,-,-,-
2010-2011,Bobby Ryan,ANA,F,23.0,305.0,21.0,202.0,157.0,280.0,38.0,12.0,57.0,76.0,45.0,182.0,,32.0,First Line,82,1654.7333333333,34,25,38,1987-03-17,USA,USA,74,208,2005,1,2,2
2010-2011,Boyd Gordon,WSH,F,351.0,11.0,,19.0,365.0,42.0,339.0,371.0,400.0,346.0,335.0,315.0,7.0,333.0,Bottom 6,60,782.83333333333,3,4,41,1983-10-19,CAN,CAN,72,200,2002,1,17,17
2010-2011,Brad Boyes,"BUF, STL",F,139.0,332.0,131.0,,75.0,311.0,127.0,202.0,268.0,89.0,213.0,300.0,80.0,114.0,Second Line,83,1410.45,17,20,43,1982-04-17,CAN,CAN,72,199,2000,1,24,24
2010-2011,Brad Marchand,BOS,F,114.0,422.0,,115.0,149.0,415.0,200.0,58.0,387.0,216.0,390.0,209.0,,191.0,Bottom 6,77,1076.7833333333,21,12,37,1988-05-11,CAN,CAN,69,176,2006,3,8,71
2010-2011,Brad Richards,DAL,F,40.0,381.0,13.0,235.0,190.0,325.0,22.0,102.0,140.0,8.0,175.0,434.0,53.0,9.0,First Line,72,1564.1666666667,28,32,45,1980-05-02,CAN,CAN,72,199,1998,3,6,64
2010-2011,Brad Richardson,LAK,F,220.0,126.0,,118.0,263.0,56.0,144.0,335.0,104.0,233.0,63.0,150.0,173.0,310.0,Bottom 6,68,799.63333333333,7,7,40,1985-02-04,CAN,CAN,72,190,2003,5,27,163
2010-2011,Brad Staubitz,MIN,F,409.0,102.0,,,434.0,48.0,406.0,320.0,136.0,358.0,429.0,8.0,,420.0,Fringe,71,462.61666666667,4,3,41,1984-07-28,CAN,CAN,73,207,-,-,-,-
2010-2011,Brad Winchester,"ANA, STL",F,368.0,214.0,220.0,,358.0,197.0,249.0,272.0,107.0,381.0,320.0,28.0,,370.0,Bottom 6,76,796.73333333333,10,2,44,1981-03-01,USA,USA,77,230,2000,2,5,35
2010-2011,Brandon Dubinsky,NYR,F,88.0,411.0,114.0,45.0,11.0,402.0,170.0,142.0,244.0,112.0,199.0,145.0,44.0,89.0,First Line,77,1557.4666666667,24,19,39,1986-04-29,USA,USA,74,208,2004,2,30,60
2010-2011,Brandon McMillan,ANA,F,410.0,429.0,,117.0,433.0,426.0,387.0,233.0,155.0,342.0,395.0,270.0,149.0,297.0,Bottom 6,60,844.36666666667,11,6,35,1990-03-22,CAN,CAN,71,190,2008,3,24,85
2010-2011,Brandon Prust,NYR,F,304.0,178.0,,195.0,55.0,132.0,396.0,295.0,228.0,298.0,281.0,67.0,,367.0,Bottom 6,82,1132.75,13,7,41,1984-03-16,CAN,CAN,72,195,2004,3,5,70
2010-2011,Brandon Segal,DAL,F,260.0,264.0,,,373.0,150.0,206.0,159.0,262.0,364.0,409.0,29.0,,381.0,Fringe,46,381.26666666667,5,2,42,1983-07-12,CAN,CAN,74,215,2002,4,6,102
2010-2011,Brandon Sutter,CAR,F,204.0,326.0,264.0,50.0,279.0,393.0,215.0,239.0,300.0,186.0,13.0,284.0,103.0,192.0,Second Line,82,1382.3666666667,14,13,36,1989-02-14,USA,CAN,75,190,2007,1,11,11
2010-2011,Brandon Yip,COL,F,274.0,393.0,249.0,,397.0,365.0,177.0,77.0,334.0,220.0,400.0,192.0,,212.0,Bottom 6,71,975.03333333333,12,6,40,1985-04-25,CAN,CAN,73,198,2004,8,12,239
2010-2011,Brendan Morrison,CGY,F,221.0,219.0,141.0,175.0,111.0,174.0,381.0,290.0,130.0,59.0,141.0,397.0,64.0,204.0,Second Line,66,1101.8833333333,9,17,50,1975-08-15,CAN,CAN,71,176,1993,2,13,39
2010-2011,Brenden Morrow,DAL,F,232.0,236.0,172.0,207.0,251.0,183.0,230.0,85.0,258.0,266.0,352.0,90.0,,102.0,First Line,82,1577.3166666667,33,14,46,1979-01-16,CAN,CAN,71,212,1997,1,25,25
2010-2011,Brian Boyle,NYR,F,226.0,217.0,,126.0,305.0,353.0,94.0,214.0,374.0,404.0,302.0,37.0,99.0,227.0,Second Line,82,1290.6,21,7,40,1984-12-18,USA,USA,78,245,2003,1,26,26
2010-2011,Brian Gionta,MTL,F,30.0,285.0,49.0,38.0,73.0,254.0,10.0,47.0,327.0,230.0,134.0,331.0,,39.0,First Line,82,1608.75,29,14,46,1979-01-18,USA,USA,67,178,1998,3,24,82
2010-2011,Brian Rolston,NJD,F,265.0,17.0,73.0,119.0,357.0,4.0,50.0,161.0,152.0,236.0,280.0,259.0,,130.0,Second Line,65,1144.4,14,11,52,1973-02-21,USA,USA,74,215,1991,1,11,11
2010-2011,Brian Sutherby,DAL,F,361.0,155.0,,237.0,425.0,117.0,331.0,311.0,66.0,359.0,357.0,39.0,194.0,406.0,Fringe,51,378.01666666667,2,2,43,1982-03-01,CAN,CAN,74,208,2000,1,26,26
2010-2011,Brooks Laich,WSH,F,142.0,229.0,41.0,46.0,88.0,237.0,109.0,160.0,99.0,98.0,137.0,225.0,66.0,73.0,First Line,82,1504.25,16,19,42,1983-06-23,CAN,CAN,74,200,2001,6,28,193
2010-2011,Bryan Bickell,CHI,F,258.0,333.0,197.0,,394.0,336.0,269.0,139.0,316.0,274.0,344.0,86.0,,258.0,Bottom 6,78,1079.3666666667,17,10,39,1986-03-09,CAN,CAN,76,223,2004,2,11,41
2010-2011,Bryan Little,ATL,F,161.0,216.0,149.0,201.0,134.0,283.0,201.0,169.0,322.0,121.0,26.0,377.0,179.0,147.0,First Line,76,1402.9833333333,18,16,37,1987-11-12,CAN,CAN,72,191,2006,1,12,12
2010-2011,Cal Clutterbuck,MIN,F,218.0,164.0,245.0,124.0,390.0,136.0,90.0,153.0,408.0,330.0,75.0,18.0,,203.0,Second Line,76,1204.4166666667,19,11,37,1987-11-18,CAN,CAN,72,212,2006,3,9,72
2010-2011,Cal O'Reilly,NSH,F,384.0,186.0,183.0,,178.0,242.0,428.0,367.0,219.0,252.0,268.0,437.0,123.0,312.0,Second Line,38,642.28333333333,6,7,38,1986-09-30,CAN,CAN,72,188,2005,5,25,150
2010-2011,Cam Janssen,STL,F,426.0,222.0,,,367.0,144.0,421.0,428.0,4.0,396.0,428.0,4.0,,434.0,Fringe,54,263.45,1,2,41,1984-04-15,USA,USA,72,215,2002,4,21,117
2010-2011,Chad LaRose,CAR,F,152.0,390.0,,96.0,165.0,378.0,101.0,199.0,199.0,283.0,160.0,99.0,,186.0,Second Line,82,1316.4833333333,16,8,43,1982-03-27,USA,USA,70,181,-,-,-,-
2010-2011,Chris Clark,CBJ,F,366.0,278.0,,183.0,355.0,221.0,271.0,377.0,365.0,296.0,301.0,134.0,,326.0,Bottom 6,53,776.05,5,6,49,1976-03-08,USA,USA,72,191,1994,3,25,77
2010-2011,Chris Conner,PIT,F,305.0,88.0,,,240.0,76.0,303.0,331.0,142.0,225.0,177.0,220.0,,347.0,Bottom 6,60,709.06666666667,7,4,41,1983-12-23,USA,USA,67,181,-,-,-,-
2010-2011,Chris Drury,NYR,F,271.0,368.0,237.0,188.0,107.0,430.0,282.0,359.0,432.0,258.0,319.0,279.0,21.0,220.0,Bottom 6,24,288.38333333333,1,2,49,1976-08-20,USA,USA,70,191,1994,3,20,72
2010-2011,Chris Higgins,"FLA, VAN",F,97.0,149.0,166.0,47.0,140.0,245.0,80.0,273.0,354.0,297.0,162.0,187.0,,163.0,Second Line,62,1010.5333333333,13,10,42,1983-06-02,USA,USA,72,205,2002,1,14,14
2010-2011,Chris Kelly,"BOS, OTT",F,299.0,70.0,,75.0,294.0,65.0,351.0,243.0,205.0,321.0,178.0,247.0,77.0,259.0,Bottom 6,81,1248.85,14,8,44,1980-11-11,CAN,CAN,72,190,1999,3,28,94
2010-2011,Chris Kunitz,PIT,F,28.0,299.0,104.0,231.0,8.0,209.0,143.0,60.0,210.0,95.0,277.0,100.0,,104.0,First Line,66,1206.4666666667,23,14,45,1979-09-26,CAN,CAN,72,188,-,-,-,-
2010-2011,Chris Neil,OTT,F,311.0,98.0,,,252.0,93.0,274.0,341.0,153.0,295.0,386.0,17.0,,350.0,Bottom 6,80,1021.0,6,5,46,1979-06-18,CAN,CAN,73,209,1998,6,16,161
2010-2011,Chris Porter,STL,F,371.0,330.0,,,377.0,284.0,291.0,392.0,181.0,370.0,327.0,66.0,,401.0,Bottom 6,45,467.31666666667,3,3,41,1984-05-29,CAN,CAN,73,206,2003,9,21,282
2010-2011,Chris Stewart,"COL, STL",F,34.0,372.0,202.0,,169.0,316.0,74.0,11.0,122.0,36.0,201.0,213.0,,59.0,Second Line,62,1084.2,28,19,37,1987-10-30,CAN,CAN,74,242,2006,1,18,18
2010-2011,Chris Thorburn,ATL,F,364.0,85.0,,132.0,320.0,264.0,350.0,356.0,288.0,339.0,217.0,94.0,172.0,343.0,Bottom 6,82,1131.2666666667,9,6,42,1983-06-03,CAN,CAN,75,235,2001,2,20,50
2010-2011,Chuck Kobasew,MIN,F,330.0,208.0,269.0,,419.0,256.0,298.0,150.0,381.0,363.0,53.0,236.0,,277.0,Bottom 6,63,745.71666666667,9,2,43,1982-04-17,CAN,CAN,72,192,2001,1,14,14
2010-2011,Clarke MacArthur,TOR,F,131.0,308.0,109.0,,49.0,261.0,261.0,125.0,261.0,53.0,85.0,221.0,195.0,165.0,Second Line,82,1403.4,21,30,40,1985-04-06,CAN,CAN,72,192,2003,3,6,74
2010-2011,Claude Giroux,PHI,F,76.0,205.0,203.0,122.0,10.0,255.0,280.0,144.0,175.0,23.0,19.0,242.0,69.0,88.0,First Line,82,1590.6166666667,25,34,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22
2010-2011,Cody McCormick,BUF,F,321.0,37.0,,,379.0,114.0,239.0,401.0,251.0,127.0,411.0,60.0,177.0,348.0,Bottom 6,81,887.28333333333,8,8,42,1983-04-18,CAN,CAN,74,222,2001,5,13,144
2010-2011,Cody McLeod,COL,F,349.0,181.0,,157.0,335.0,176.0,250.0,325.0,237.0,391.0,419.0,26.0,,361.0,Bottom 6,71,694.38333333333,5,1,41,1984-06-26,CAN,CAN,74,204,-,-,-,-
2010-2011,Colby Armstrong,TOR,F,203.0,260.0,274.0,65.0,215.0,309.0,367.0,220.0,336.0,246.0,72.0,179.0,,243.0,Second Line,50,806.23333333333,8,9,42,1982-11-23,CAN,CAN,74,185,2001,1,21,21
2010-2011,Colin Fraser,EDM,F,340.0,34.0,,71.0,325.0,64.0,344.0,365.0,362.0,368.0,95.0,152.0,91.0,371.0,Bottom 6,67,688.48333333333,3,2,40,1985-01-28,CAN,CAN,73,190,2003,3,1,69
2010-2011,Colin Greening,OTT,F,66.0,423.0,,,258.0,419.0,112.0,127.0,392.0,286.0,346.0,97.0,,177.0,Bottom 6,24,362.08333333333,6,3,39,1986-03-09,CAN,CAN,74,210,2005,7,10,204
2010-2011,Colin Wilson,NSH,F,198.0,151.0,178.0,,255.0,80.0,346.0,141.0,187.0,178.0,131.0,366.0,181.0,262.0,Bottom 6,82,1090.1166666667,16,15,35,1989-10-20,USA,USA,73,215,2008,1,7,7
2010-2011,Colton Orr,TOR,F,425.0,223.0,,,418.0,253.0,416.0,358.0,74.0,430.0,434.0,19.0,,426.0,Fringe,46,233.31666666667,2,0,43,1982-03-03,CAN,CAN,75,222,-,-,-,-
2010-2011,Corey Perry,ANA,F,36.0,376.0,19.0,185.0,250.0,341.0,51.0,15.0,151.0,30.0,219.0,269.0,,5.0,First Line,82,1829.6666666667,50,29,40,1985-05-16,CAN,CAN,75,208,2003,1,28,28
2010-2011,Cory Stillman,"CAR, FLA",F,149.0,386.0,134.0,,212.0,401.0,224.0,185.0,269.0,37.0,223.0,252.0,,137.0,Second Line,65,1099.1666666667,12,18,51,1973-12-20,CAN,CAN,72,193,1992,1,6,6
2010-2011,Craig Adams,PIT,F,416.0,19.0,,120.0,363.0,41.0,349.0,425.0,106.0,353.0,208.0,50.0,166.0,365.0,Bottom 6,80,974.93333333333,4,5,48,1977-04-26,BRN,CAN,72,200,1996,9,8,223
2010-2011,Curtis Glencross,CGY,F,122.0,54.0,208.0,28.0,115.0,19.0,217.0,98.0,110.0,184.0,187.0,189.0,,157.0,Second Line,79,1283.3666666667,24,12,42,1982-12-28,CAN,CAN,73,197,-,-,-,-
2010-2011,Dainius Zubrus,NJD,F,283.0,8.0,163.0,,242.0,3.0,357.0,264.0,201.0,213.0,265.0,207.0,47.0,224.0,Second Line,79,1354.9833333333,13,10,47,1978-06-16,LTU,LTU,77,225,1996,1,15,15
2010-2011,Dan Sexton,ANA,F,242.0,324.0,,,318.0,331.0,103.0,258.0,47.0,247.0,113.0,285.0,,247.0,Bottom 6,47,544.78333333333,4,6,38,1987-04-29,USA,USA,69,180,-,-,-,-
2010-2011,Dana Tyrell,TBL,F,396.0,39.0,,108.0,309.0,25.0,414.0,386.0,418.0,405.0,224.0,323.0,,396.0,Bottom 6,78,940.38333333333,6,4,36,1989-04-23,CAN,CAN,70,192,2007,2,17,47
2010-2011,Daniel Alfredsson,OTT,F,253.0,245.0,96.0,39.0,203.0,248.0,258.0,146.0,50.0,81.0,140.0,360.0,,72.0,First Line,54,1040.9,14,9,52,1972-12-11,SWE,SWE,71,203,1994,6,3,133
2010-2011,Daniel Briere,PHI,F,10.0,406.0,74.0,,28.0,388.0,62.0,13.0,72.0,61.0,233.0,332.0,167.0,47.0,First Line,77,1408.95,34,19,47,1977-10-06,CAN,CAN,69,174,1996,1,24,24
2010-2011,Daniel Carcillo,PHI,F,328.0,301.0,271.0,,359.0,276.0,185.0,286.0,348.0,382.0,163.0,27.0,,372.0,Fringe,57,442.55,4,1,40,1985-01-28,CAN,CAN,72,200,2003,3,5,73
2010-2011,Daniel Cleary,DET,F,32.0,282.0,67.0,35.0,38.0,194.0,89.0,56.0,125.0,149.0,111.0,169.0,,103.0,Second Line,68,1131.25,26,15,46,1978-12-18,CAN,CAN,73,205,1997,1,13,13
2010-2011,Daniel Paille,BOS,F,255.0,100.0,,177.0,316.0,101.0,322.0,235.0,306.0,270.0,127.0,234.0,,303.0,Bottom 6,43,486.15,6,6,41,1984-04-15,CAN,CAN,73,188,2002,1,20,20
2010-2011,Daniel Sedin,VAN,F,4.0,321.0,9.0,,16.0,190.0,19.0,7.0,2.0,2.0,239.0,435.0,,3.0,First Line,82,1521.35,41,34,44,1980-09-26,SWE,SWE,73,190,1999,1,2,2
2010-2011,Daniel Winnik,COL,F,318.0,60.0,,66.0,260.0,95.0,283.0,379.0,395.0,336.0,89.0,212.0,,272.0,Second Line,80,1323.85,11,10,40,1985-03-06,CAN,CAN,74,210,2004,9,7,265
2010-2011,Dany Heatley,SJS,F,86.0,358.0,2.0,127.0,93.0,274.0,70.0,35.0,223.0,51.0,322.0,254.0,,30.0,First Line,80,1572.1166666667,26,25,44,1981-01-21,DEU,CAN,75,212,2000,1,2,2
2010-2011,Darcy Hordichuk,FLA,F,423.0,201.0,,,405.0,97.0,392.0,414.0,277.0,423.0,380.0,7.0,,430.0,Fringe,64,324.4,1,1,45,1980-08-10,CAN,CAN,73,215,2000,6,13,180
2010-2011,Darren Helm,DET,F,120.0,220.0,,101.0,153.0,251.0,81.0,288.0,229.0,278.0,5.0,108.0,108.0,218.0,Bottom 6,82,1091.15,12,12,38,1987-01-21,CAN,CAN,72,192,2005,5,7,132
2010-2011,Darroll Powe,PHI,F,338.0,72.0,,128.0,348.0,169.0,270.0,308.0,397.0,343.0,231.0,41.0,174.0,314.0,Bottom 6,81,995.2,7,8,40,1985-06-22,CAN,CAN,71,212,-,-,-,-
2010-2011,Darryl Boyce,TOR,F,385.0,378.0,,,369.0,368.0,434.0,322.0,394.0,360.0,406.0,126.0,147.0,388.0,Bottom 6,46,523.58333333333,5,3,41,1984-07-07,CAN,CAN,72,200,-,-,-,-
2010-2011,Dave Bolland,CHI,F,249.0,130.0,132.0,88.0,175.0,164.0,380.0,217.0,396.0,119.0,275.0,302.0,96.0,185.0,Second Line,61,1076.2,15,17,39,1986-06-05,CAN,CAN,72,188,2004,2,2,32
2010-2011,David Backes,STL,F,94.0,93.0,113.0,26.0,97.0,135.0,183.0,71.0,225.0,150.0,282.0,77.0,92.0,69.0,First Line,82,1615.8833333333,31,19,41,1984-05-01,USA,USA,75,215,2003,2,32,62
2010-2011,David Booth,FLA,F,55.0,354.0,150.0,,108.0,315.0,11.0,86.0,243.0,288.0,14.0,190.0,,61.0,First Line,82,1549.75,23,11,40,1984-11-24,USA,USA,72,212,2004,2,23,53
2010-2011,David Clarkson,NJD,F,235.0,53.0,155.0,,408.0,13.0,45.0,162.0,134.0,312.0,287.0,70.0,,213.0,Bottom 6,82,1116.9666666667,12,3,41,1984-03-31,CAN,CAN,72,207,-,-,-,-
2010-2011,David Desharnais,MTL,F,275.0,303.0,187.0,,83.0,334.0,378.0,184.0,382.0,187.0,349.0,390.0,137.0,252.0,Bottom 6,43,553.43333333333,8,6,38,1986-09-14,CAN,CAN,67,180,-,-,-,-
2010-2011,David Jones,COL,F,150.0,309.0,256.0,180.0,286.0,302.0,310.0,26.0,115.0,250.0,109.0,224.0,,141.0,Second Line,77,1361.0666666667,27,10,41,1984-08-10,CAN,CAN,75,208,2003,9,27,288
2010-2011,David Koci,COL,F,431.0,369.0,,,385.0,300.0,432.0,364.0,49.0,436.0,433.0,10.0,,435.0,Fringe,35,143.05,1,0,44,1981-05-12,CZE,CZE,78,238,2000,5,16,146
2010-2011,David Krejci,BOS,F,87.0,182.0,133.0,40.0,47.0,170.0,279.0,253.0,312.0,16.0,81.0,301.0,72.0,92.0,First Line,75,1414.2333333333,13,32,39,1986-04-28,CZE,CZE,72,192,2004,2,33,63
