Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2018-2019,Alex Killorn,TBL,F,74.0,174.0,150.0,16.0,72.0,62.0,182.0,179.0,232.0,136.0,389.0,220.0,,175.0,Bottom 6,82,1219.7,18,15,35,1989-09-14,CAN,CAN,73,194,2007,3,16,77,,
2018-2019,Alex Ovechkin,WSH,F,8.0,443.0,19.0,,189.0,431.0,2.0,2.0,58.0,72.0,215.0,115.0,,4.0,First Line,81,1694.6166666667,51,26,39,1985-09-17,RUS,RUS,75,238,2004,1,1,1,,
2018-2019,Alex Tuch,VGK,F,119.0,73.0,177.0,,153.0,156.0,89.0,172.0,242.0,125.0,305.0,214.0,,127.0,Second Line,74,1237.7833333333,20,13,29,1996-05-10,USA,USA,76,219,2014,1,18,18,,
2018-2019,Alexander Kerfoot,COL,F,259.0,171.0,179.0,,263.0,180.0,395.0,150.0,179.0,130.0,348.0,376.0,125.0,208.0,Bottom 6,78,1160.8333333333,15,12,30,1994-08-11,CAN,CAN,71,186,2012,5,29,150,,
2018-2019,Alexander Radulov,DAL,F,65.0,122.0,60.0,,53.0,189.0,99.0,83.0,25.0,34.0,393.0,282.0,,22.0,First Line,70,1384.8,29,23,39,1986-07-05,RUS,RUS,73,200,2004,1,15,15,,
2018-2019,Alexander Steen,STL,F,271.0,22.0,105.0,20.0,188.0,26.0,258.0,282.0,306.0,159.0,49.0,312.0,208.0,144.0,Second Line,65,1029.6833333333,10,9,41,1984-03-01,CAN,SWE,72,211,2002,1,24,24,,
2018-2019,Alexander Wennberg,CBJ,F,370.0,149.0,156.0,114.0,29.0,187.0,445.0,430.0,80.0,103.0,203.0,388.0,90.0,270.0,Bottom 6,75,1130.8,2,13,30,1994-09-22,SWE,SWE,74,190,2013,1,14,14,,
2018-2019,Alexandre Fortin,CHI,F,240.0,446.0,,,79.0,447.0,246.0,266.0,402.0,333.0,57.0,218.0,,387.0,Bottom 6,24,254.18333333333,3,2,28,1997-02-25,CAN,CAN,72,184,-,-,-,-,,
2018-2019,Anders Lee,NYI,F,95.0,360.0,35.0,,134.0,387.0,81.0,11.0,182.0,191.0,331.0,174.0,,77.0,Second Line,82,1401.2,28,14,35,1990-07-03,USA,USA,75,235,2009,6,1,152,,
2018-2019,Andre Burakovsky,WSH,F,151.0,284.0,260.0,,201.0,277.0,204.0,147.0,215.0,196.0,186.0,306.0,,253.0,Bottom 6,76,845.53333333333,12,8,30,1995-02-09,AUT,SWE,75,209,2013,1,23,23,,
2018-2019,Andreas Athanasiou,DET,F,77.0,399.0,136.0,,404.0,379.0,37.0,41.0,59.0,182.0,12.0,389.0,174.0,106.0,Second Line,76,1290.0666666667,30,17,30,1994-08-06,CAN,CAN,74,190,2012,4,19,110,,
2018-2019,Andreas Johnsson,TOR,F,43.0,320.0,189.0,,49.0,384.0,203.0,85.0,307.0,124.0,415.0,261.0,,171.0,Bottom 6,73,997.8,20,13,30,1994-11-21,SWE,SWE,70,195,2013,7,21,202,,
2018-2019,Andreas Martinsen,CHI,F,394.0,319.0,,,444.0,385.0,260.0,429.0,405.0,218.0,438.0,6.0,,434.0,Fringe,24,190.43333333333,1,3,35,1990-06-13,NOR,NOR,75,225,-,-,-,-,,
2018-2019,Andrei Svechnikov,CAR,F,123.0,374.0,201.0,,8.0,291.0,79.0,151.0,276.0,331.0,440.0,141.0,,195.0,Bottom 6,82,1201.0333333333,20,8,25,2000-03-26,RUS,RUS,74,195,2018,1,2,2,,
2018-2019,Andrew Cogliano,"ANA, DAL",F,221.0,372.0,,56.0,158.0,318.0,172.0,359.0,374.0,208.0,188.0,228.0,,268.0,Bottom 6,78,982.08333333333,6,8,38,1987-06-14,CAN,CAN,70,179,2005,1,25,25,,
2018-2019,Andrew Copp,WPG,F,263.0,50.0,,40.0,247.0,19.0,363.0,255.0,314.0,285.0,183.0,172.0,43.0,300.0,Bottom 6,69,839.06666666667,11,7,31,1994-07-08,USA,USA,73,199,2013,4,13,104,,
2018-2019,Andrew Ladd,NYI,F,267.0,364.0,268.0,189.0,274.0,350.0,327.0,265.0,287.0,260.0,371.0,163.0,,244.0,Bottom 6,26,359.9,3,3,39,1985-12-12,CAN,CAN,75,205,2004,1,4,4,,
2018-2019,Andrew Mangiapane,CGY,F,130.0,10.0,,,241.0,9.0,168.0,124.0,240.0,376.0,430.0,179.0,,325.0,Bottom 6,44,463.93333333333,8,3,29,1996-04-04,CAN,CAN,70,184,2015,6,15,166,,
2018-2019,Andrew Shaw,MTL,F,79.0,268.0,126.0,,67.0,252.0,169.0,125.0,218.0,97.0,353.0,94.0,65.0,133.0,Second Line,63,1002.65,19,18,33,1991-07-20,CAN,CAN,71,182,2011,5,18,139,,
2018-2019,Anthony Beauvillier,NYI,F,143.0,377.0,218.0,,209.0,397.0,165.0,110.0,108.0,360.0,98.0,207.0,211.0,205.0,Bottom 6,81,1186.0166666667,18,4,28,1997-06-08,CAN,CAN,71,180,2015,1,28,28,,
2018-2019,Anthony Cirelli,TBL,F,214.0,95.0,,106.0,154.0,93.0,360.0,161.0,420.0,203.0,120.0,221.0,137.0,216.0,Bottom 6,82,1217.45,19,14,27,1997-07-15,CAN,CAN,72,189,2015,3,11,72,,
2018-2019,Anthony Duclair,"CBJ, OTT",F,176.0,300.0,114.0,,205.0,378.0,137.0,109.0,33.0,275.0,28.0,313.0,,210.0,Bottom 6,74,939.86666666667,19,5,29,1995-08-26,CAN,CAN,71,197,2013,3,19,80,,
2018-2019,Anthony Mantha,DET,F,110.0,249.0,63.0,,128.0,143.0,58.0,56.0,67.0,151.0,224.0,246.0,,82.0,Second Line,67,1194.4166666667,25,15,30,1994-09-16,CAN,CAN,77,234,2013,1,20,20,,
2018-2019,Antoine Roussel,VAN,F,178.0,71.0,286.0,160.0,184.0,97.0,344.0,333.0,355.0,73.0,394.0,107.0,,264.0,Bottom 6,65,894.33333333333,9,18,35,1989-11-21,FRA,FRA,71,200,-,-,-,-,,
2018-2019,Antti Suomela,SJS,F,168.0,286.0,,,97.0,280.0,150.0,350.0,105.0,206.0,330.0,383.0,158.0,328.0,Bottom 6,27,305.56666666667,3,3,31,1994-03-17,FIN,FIN,72,180,-,-,-,-,,
2018-2019,Anze Kopitar,LAK,F,194.0,237.0,82.0,55.0,170.0,263.0,331.0,159.0,347.0,61.0,96.0,364.0,16.0,57.0,First Line,81,1806.1833333333,22,27,37,1987-08-24,SVN,SVN,75,225,2005,1,11,11,,
2018-2019,Artem Anisimov,CHI,F,229.0,413.0,138.0,134.0,193.0,434.0,256.0,154.0,155.0,240.0,236.0,433.0,104.0,169.0,Second Line,78,1274.7333333333,15,13,37,1988-05-24,RUS,RUS,76,199,2006,2,24,54,,
2018-2019,Artemi Panarin,CBJ,F,23.0,323.0,75.0,,3.0,190.0,122.0,91.0,1.0,7.0,54.0,441.0,,34.0,First Line,79,1568.6666666667,28,44,33,1991-10-30,RUS,RUS,72,173,-,-,-,-,,
2018-2019,Artturi Lehkonen,MTL,F,84.0,153.0,256.0,139.0,94.0,91.0,76.0,263.0,139.0,294.0,233.0,194.0,,200.0,Second Line,82,1275.7166666667,11,13,30,1995-07-04,FIN,FIN,71,179,2013,2,25,55,,
2018-2019,Austin Czarnik,CGY,F,288.0,14.0,184.0,,162.0,17.0,295.0,357.0,147.0,269.0,72.0,415.0,,329.0,Bottom 6,54,611.96666666667,6,6,32,1992-12-12,USA,USA,69,170,-,-,-,-,,
2018-2019,Austin Wagner,LAK,F,92.0,428.0,,,397.0,380.0,224.0,49.0,233.0,220.0,281.0,20.0,,368.0,Bottom 6,62,553.6,12,6,28,1997-06-23,CAN,CAN,73,195,2015,4,8,99,,
2018-2019,Austin Watson,NSH,F,315.0,48.0,,4.0,419.0,104.0,251.0,202.0,442.0,320.0,398.0,31.0,,224.0,Bottom 6,37,536.25,7,6,33,1992-01-13,USA,USA,76,204,2010,1,18,18,,
2018-2019,Auston Matthews,TOR,F,1.0,334.0,4.0,,73.0,424.0,9.0,1.0,43.0,40.0,37.0,431.0,44.0,7.0,First Line,68,1261.7333333333,37,23,27,1997-09-17,USA,USA,75,208,2016,1,1,1,,
2018-2019,Barclay Goodrow,SJS,F,331.0,3.0,,193.0,231.0,24.0,323.0,289.0,237.0,406.0,422.0,86.0,114.0,341.0,Bottom 6,82,902.73333333333,7,3,32,1993-02-26,CAN,CAN,74,204,-,-,-,-,,
2018-2019,Ben Street,ANA,F,425.0,449.0,,,450.0,449.0,417.0,257.0,319.0,364.0,379.0,236.0,,402.0,Bottom 6,21,253.41666666667,3,2,38,1987-02-13,CAN,CAN,71,190,-,-,-,-,,
2018-2019,Blake Coleman,NJD,F,226.0,93.0,,118.0,376.0,107.0,109.0,200.0,426.0,343.0,350.0,41.0,95.0,183.0,Second Line,78,1326.95,22,9,33,1991-11-28,USA,USA,71,199,2011,3,14,75,,
2018-2019,Blake Comeau,DAL,F,353.0,227.0,,59.0,285.0,176.0,375.0,376.0,407.0,323.0,276.0,73.0,192.0,306.0,Second Line,77,1210.9333333333,7,5,39,1986-02-18,CAN,CAN,73,200,2004,2,17,47,,
2018-2019,Blake Wheeler,WPG,F,89.0,254.0,15.0,44.0,127.0,248.0,87.0,183.0,129.0,3.0,316.0,267.0,201.0,16.0,First Line,82,1698.2,20,47,38,1986-08-31,USA,USA,77,220,2004,1,5,5,,
2018-2019,Bo Horvat,VAN,F,169.0,333.0,104.0,195.0,203.0,361.0,171.0,115.0,320.0,150.0,114.0,358.0,24.0,71.0,First Line,82,1708.5166666667,27,15,30,1995-04-05,CAN,CAN,72,215,2013,1,9,9,,
2018-2019,Bobby Ryan,OTT,F,202.0,292.0,122.0,,233.0,394.0,157.0,222.0,206.0,105.0,130.0,187.0,,146.0,Second Line,78,1223.2166666667,15,18,38,1987-03-17,USA,USA,74,208,2005,1,2,2,,
2018-2019,Boo Nieves,NYR,F,404.0,423.0,,,368.0,443.0,427.0,402.0,331.0,199.0,336.0,168.0,136.0,394.0,Bottom 6,43,415.18333333333,4,3,31,1994-01-23,USA,USA,75,214,2012,2,29,59,,
2018-2019,Boone Jenner,CBJ,F,107.0,116.0,166.0,21.0,202.0,307.0,90.0,229.0,408.0,176.0,200.0,76.0,168.0,120.0,Second Line,77,1313.9666666667,16,16,32,1993-06-15,CAN,CAN,74,203,2011,2,7,37,,
2018-2019,Brad Marchand,BOS,F,10.0,280.0,17.0,10.0,22.0,96.0,73.0,10.0,41.0,13.0,205.0,342.0,,13.0,First Line,79,1550.2666666667,36,35,37,1988-05-11,CAN,CAN,69,176,2006,3,8,71,,
2018-2019,Brad Richardson,ARI,F,275.0,107.0,,96.0,222.0,159.0,288.0,283.0,441.0,371.0,401.0,247.0,113.0,252.0,Second Line,66,1053.4166666667,19,7,40,1985-02-04,CAN,CAN,72,190,2003,5,27,163,,
2018-2019,Brady Tkachuk,OTT,F,45.0,397.0,195.0,,253.0,375.0,33.0,102.0,388.0,89.0,370.0,74.0,,102.0,Second Line,71,1137.7666666667,22,16,25,1999-09-16,USA,USA,76,221,2018,1,4,4,,
2018-2019,Brandon Dubinsky,CBJ,F,396.0,182.0,289.0,23.0,271.0,240.0,398.0,380.0,449.0,310.0,302.0,43.0,8.0,318.0,Bottom 6,61,753.68333333333,6,5,39,1986-04-29,USA,USA,74,208,2004,2,30,60,,
2018-2019,Brandon Pirri,VGK,F,138.0,160.0,271.0,,160.0,147.0,44.0,82.0,197.0,276.0,214.0,250.0,196.0,176.0,Bottom 6,31,447.86666666667,12,4,34,1991-04-10,CAN,CAN,72,180,2009,2,29,59,,
2018-2019,Brandon Saad,CHI,F,57.0,371.0,163.0,141.0,65.0,348.0,66.0,138.0,158.0,175.0,68.0,396.0,,118.0,Second Line,80,1415.0833333333,23,17,32,1992-10-27,USA,USA,73,215,2011,2,13,43,,
2018-2019,Brandon Sutter,VAN,F,409.0,395.0,285.0,45.0,429.0,413.0,343.0,297.0,445.0,389.0,44.0,248.0,58.0,234.0,Second Line,26,454.15,4,1,36,1989-02-14,USA,CAN,75,190,2007,1,11,11,,
2018-2019,Brandon Tanev,WPG,F,307.0,13.0,,37.0,373.0,22.0,279.0,272.0,375.0,365.0,4.0,16.0,,258.0,Bottom 6,80,1128.8166666667,14,11,33,1991-12-31,CAN,CAN,72,189,-,-,-,-,,
2018-2019,Brayden Point,TBL,F,32.0,192.0,83.0,200.0,80.0,215.0,159.0,17.0,113.0,69.0,66.0,417.0,82.0,32.0,First Line,79,1494.6,41,28,29,1996-03-13,CAN,CAN,71,180,2014,3,19,79,,
2018-2019,Brayden Schenn,STL,F,147.0,219.0,65.0,,36.0,191.0,185.0,139.0,48.0,51.0,241.0,148.0,88.0,78.0,First Line,72,1337.3833333333,17,25,33,1991-08-22,CAN,CAN,73,199,2009,1,5,5,,
2018-2019,Brendan Gallagher,MTL,F,2.0,126.0,130.0,,38.0,141.0,1.0,26.0,330.0,212.0,117.0,181.0,,60.0,Second Line,82,1343.4,33,9,33,1992-05-06,CAN,CAN,69,186,2010,5,27,147,,
2018-2019,Brendan Leipsic,"LAK, VAN",F,254.0,261.0,265.0,,323.0,289.0,234.0,392.0,115.0,83.0,194.0,278.0,,283.0,Bottom 6,62,854.6,7,11,31,1994-05-19,CAN,CAN,70,180,2012,3,28,89,,
2018-2019,Brendan Lemieux,"NYR, WPG",F,175.0,363.0,,,364.0,429.0,264.0,59.0,256.0,433.0,167.0,18.0,,363.0,Bottom 6,63,570.0,12,2,29,1996-03-15,USA,USA,73,215,2014,2,1,31,,
2018-2019,Brendan Perlini,"ARI, CHI",F,237.0,425.0,239.0,,343.0,427.0,105.0,104.0,96.0,390.0,306.0,225.0,,229.0,Bottom 6,68,788.91666666667,14,4,29,1996-04-27,GBR,GBR,75,211,2014,1,12,12,,
2018-2019,Brett Connolly,WSH,F,81.0,352.0,225.0,,232.0,352.0,238.0,45.0,136.0,170.0,372.0,205.0,,221.0,Bottom 6,81,1079.7333333333,22,13,33,1992-05-02,CAN,CAN,75,198,2010,1,6,6,,
2018-2019,Brett Howden,NYR,F,347.0,448.0,204.0,107.0,345.0,,433.0,417.0,353.0,183.0,368.0,255.0,152.0,322.0,Bottom 6,66,985.95,6,12,27,1998-03-29,CAN,CAN,74,203,2016,1,27,27,,
2018-2019,Brett Ritchie,DAL,F,356.0,154.0,259.0,,331.0,35.0,112.0,312.0,223.0,444.0,445.0,17.0,,390.0,Bottom 6,53,509.05,4,0,32,1993-07-01,CAN,CAN,76,215,2011,2,14,44,,
2018-2019,Brett Seney,NJD,F,374.0,367.0,,,431.0,364.0,399.0,348.0,373.0,268.0,63.0,164.0,165.0,408.0,Bottom 6,51,526.73333333333,5,5,29,1996-02-28,CAN,CAN,69,156,2015,6,6,157,,
2018-2019,Brian Boyle,"NJD, NSH",F,268.0,68.0,103.0,147.0,333.0,98.0,161.0,113.0,398.0,386.0,313.0,79.0,56.0,217.0,Bottom 6,73,980.8,18,4,40,1984-12-18,USA,USA,78,245,2003,1,26,26,,
2018-2019,Brian Gibbons,"ANA, OTT",F,262.0,310.0,,197.0,381.0,400.0,431.0,212.0,338.0,172.0,266.0,289.0,,302.0,Bottom 6,64,699.0,8,8,37,1988-02-26,USA,USA,68,175,-,-,-,-,,
2018-2019,Brock Boeser,VAN,F,109.0,378.0,168.0,,272.0,388.0,38.0,24.0,4.0,129.0,312.0,427.0,,54.0,First Line,69,1322.3,26,16,28,1997-02-25,USA,USA,73,208,2015,1,23,23,,
2018-2019,Brock McGinn,CAR,F,251.0,230.0,,125.0,238.0,194.0,183.0,273.0,91.0,348.0,5.0,112.0,,274.0,Bottom 6,82,1173.3833333333,10,7,31,1994-02-02,CAN,CAN,72,187,2012,2,17,47,,
2018-2019,Brock Nelson,NYI,F,198.0,302.0,160.0,,322.0,370.0,198.0,108.0,254.0,290.0,198.0,330.0,92.0,130.0,Second Line,82,1473.7166666667,25,13,33,1991-10-15,USA,USA,76,210,2010,1,30,30,,
2018-2019,Bryan Little,WPG,F,252.0,274.0,113.0,74.0,198.0,253.0,339.0,193.0,166.0,138.0,142.0,320.0,21.0,178.0,Second Line,82,1298.2833333333,15,16,37,1987-11-12,CAN,CAN,72,191,2006,1,12,12,,
2018-2019,Bryan Rust,PIT,F,136.0,258.0,,116.0,76.0,250.0,201.0,146.0,184.0,149.0,32.0,136.0,,147.0,Second Line,72,1145.1166666667,18,10,33,1992-05-11,USA,USA,71,192,2010,3,20,80,,
2018-2019,Cal Clutterbuck,NYI,F,364.0,196.0,264.0,83.0,389.0,186.0,302.0,379.0,430.0,301.0,297.0,24.0,,309.0,Bottom 6,73,1020.0,8,9,37,1987-11-18,CAN,CAN,72,212,2006,3,9,72,,
2018-2019,Calle Jarnkrok,NSH,F,306.0,109.0,236.0,67.0,264.0,37.0,357.0,252.0,289.0,330.0,118.0,338.0,70.0,259.0,Bottom 6,79,1219.0,10,7,33,1991-09-25,SWE,SWE,72,192,2010,2,21,51,,
2018-2019,Cam Atkinson,CBJ,F,19.0,346.0,84.0,19.0,146.0,303.0,14.0,13.0,22.0,173.0,232.0,419.0,,24.0,First Line,80,1550.2333333333,41,11,36,1989-06-05,USA,USA,68,176,2008,6,6,157,,
2018-2019,Carl Hagelin,"LAK, PIT, WSH",F,192.0,94.0,,27.0,81.0,46.0,188.0,401.0,92.0,273.0,223.0,195.0,,250.0,Bottom 6,58,854.3,5,6,36,1988-08-23,SWE,SWE,72,183,2007,6,17,168,,
2018-2019,Carl Soderberg,COL,F,205.0,143.0,149.0,124.0,319.0,223.0,194.0,188.0,368.0,225.0,123.0,253.0,86.0,134.0,Second Line,82,1430.8166666667,23,15,39,1985-10-12,SWE,SWE,75,210,2004,2,19,49,,
2018-2019,Carter Rowney,ANA,F,368.0,215.0,,123.0,197.0,228.0,443.0,371.0,376.0,308.0,235.0,32.0,63.0,399.0,Bottom 6,62,778.16666666667,7,8,36,1989-05-10,CAN,CAN,74,208,-,-,-,-,,
2018-2019,Casey Cizikas,NYI,F,238.0,103.0,,66.0,365.0,238.0,336.0,157.0,436.0,253.0,110.0,78.0,55.0,215.0,Bottom 6,73,1023.7333333333,20,10,34,1991-02-27,CAN,CAN,71,190,2009,4,1,92,,
2018-2019,Casey Mittelstadt,BUF,F,381.0,402.0,191.0,,362.0,340.0,285.0,274.0,10.0,384.0,137.0,402.0,160.0,320.0,Bottom 6,77,1035.7833333333,12,6,26,1998-11-22,USA,USA,73,195,2017,1,8,8,,
2018-2019,Cedric Paquette,TBL,F,354.0,65.0,,146.0,377.0,142.0,322.0,260.0,393.0,431.0,346.0,14.0,75.0,358.0,Bottom 6,80,960.26666666667,13,3,31,1993-08-13,CAN,CAN,72,205,2012,4,10,101,,
2018-2019,Chandler Stephenson,WSH,F,424.0,283.0,,97.0,344.0,356.0,449.0,396.0,396.0,332.0,144.0,350.0,,430.0,Bottom 6,64,775.45,5,4,31,1994-04-22,CAN,CAN,72,209,2012,3,16,77,,
2018-2019,Charles Hudon,MTL,F,247.0,282.0,272.0,,225.0,293.0,68.0,358.0,282.0,326.0,365.0,59.0,198.0,275.0,Bottom 6,32,373.53333333333,3,1,31,1994-06-23,CAN,CAN,70,190,2012,5,1,122,,
2018-2019,Charlie Coyle,"BOS, MIN",F,216.0,41.0,165.0,112.0,194.0,71.0,244.0,294.0,225.0,120.0,69.0,242.0,83.0,151.0,Second Line,81,1358.9333333333,12,11,33,1992-03-02,USA,USA,75,223,2010,1,28,28,,
2018-2019,Chris Kreider,NYR,F,85.0,236.0,68.0,,125.0,182.0,71.0,51.0,142.0,169.0,414.0,111.0,,85.0,Second Line,79,1375.0666666667,28,11,34,1991-04-30,USA,USA,75,230,2009,1,19,19,,
2018-2019,Chris Kunitz,CHI,F,273.0,184.0,284.0,,213.0,124.0,371.0,258.0,300.0,307.0,374.0,53.0,,373.0,Bottom 6,56,507.3,5,3,45,1979-09-26,CAN,CAN,72,188,-,-,-,-,,
2018-2019,Chris Tierney,OTT,F,303.0,410.0,217.0,61.0,152.0,423.0,407.0,318.0,238.0,98.0,59.0,412.0,59.0,203.0,Second Line,81,1379.4833333333,9,23,31,1994-07-01,CAN,CAN,73,191,2012,2,25,55,,
2018-2019,Chris Wagner,BOS,F,358.0,235.0,,130.0,415.0,207.0,242.0,275.0,356.0,419.0,208.0,15.0,190.0,323.0,Bottom 6,76,1022.4,12,4,34,1991-05-27,USA,USA,72,192,2010,5,2,122,,
2018-2019,Christian Fischer,ARI,F,255.0,277.0,185.0,,297.0,243.0,170.0,223.0,189.0,342.0,243.0,127.0,,278.0,Bottom 6,71,935.03333333333,11,4,28,1997-04-15,USA,USA,74,212,2015,2,2,32,,
2018-2019,Christoffer Ehn,DET,F,445.0,350.0,,,436.0,418.0,429.0,433.0,423.0,436.0,219.0,152.0,,427.0,Bottom 6,60,637.01666666667,3,2,29,1996-04-05,SWE,SWE,75,195,2014,4,16,106,,
2018-2019,Claude Giroux,PHI,F,53.0,325.0,27.0,113.0,43.0,208.0,153.0,144.0,161.0,18.0,116.0,418.0,7.0,29.0,First Line,82,1759.45,22,37,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22,,
2018-2019,Clayton Keller,ARI,F,207.0,427.0,175.0,,237.0,417.0,121.0,234.0,29.0,79.0,52.0,447.0,,111.0,First Line,82,1495.2833333333,14,19,26,1998-07-29,USA,USA,70,178,2016,1,7,7,,
2018-2019,Cody Eakin,VGK,F,210.0,223.0,234.0,36.0,196.0,256.0,346.0,191.0,199.0,267.0,179.0,235.0,46.0,225.0,Bottom 6,78,1198.4,22,13,34,1991-05-24,CAN,CAN,72,196,2009,3,24,85,,
2018-2019,Cody McLeod,"NSH, NYR",F,449.0,408.0,,,448.0,441.0,391.0,428.0,229.0,447.0,446.0,2.0,,450.0,Fringe,38,246.43333333333,1,0,41,1984-06-26,CAN,CAN,74,204,-,-,-,-,,
2018-2019,Colby Cave,"BOS, EDM",F,433.0,128.0,,,303.0,130.0,405.0,438.0,409.0,438.0,441.0,139.0,144.0,432.0,Bottom 6,53,652.58333333333,3,2,30,1994-12-26,CAN,CAN,73,200,-,-,-,-,,
2018-2019,Colin White,OTT,F,308.0,331.0,250.0,,283.0,345.0,348.0,316.0,323.0,228.0,259.0,369.0,191.0,237.0,Second Line,71,1150.1,14,13,28,1997-01-30,USA,USA,73,194,2015,1,21,21,,
2018-2019,Colin Wilson,COL,F,313.0,115.0,135.0,,248.0,139.0,265.0,243.0,170.0,270.0,26.0,274.0,,243.0,Bottom 6,65,881.56666666667,12,4,35,1989-10-20,USA,USA,73,215,2008,1,7,7,,
2018-2019,Colton Sceviour,FLA,F,196.0,46.0,288.0,6.0,336.0,123.0,77.0,363.0,220.0,219.0,125.0,134.0,,207.0,Bottom 6,59,725.41666666667,5,8,36,1989-04-20,CAN,CAN,72,190,2007,4,21,112,,
2018-2019,Colton Sissons,NSH,F,359.0,57.0,229.0,128.0,314.0,55.0,387.0,269.0,439.0,382.0,294.0,131.0,31.0,269.0,Second Line,75,1203.3166666667,15,8,31,1993-11-05,CAN,CAN,73,200,2012,2,20,50,,
2018-2019,Connor Brown,TOR,F,246.0,281.0,262.0,31.0,132.0,288.0,386.0,300.0,198.0,213.0,193.0,392.0,,290.0,Bottom 6,82,1130.95,8,14,31,1994-01-14,CAN,CAN,72,181,2012,6,5,156,,
2018-2019,Connor McDavid,EDM,F,6.0,394.0,16.0,168.0,47.0,411.0,83.0,21.0,81.0,1.0,2.0,424.0,102.0,2.0,First Line,78,1781.3,41,57,28,1997-01-13,CAN,CAN,73,193,2015,1,1,1,,
2018-2019,Conor Garland,ARI,F,108.0,75.0,192.0,,219.0,134.0,23.0,53.0,140.0,449.0,386.0,287.0,,191.0,Bottom 6,47,601.13333333333,13,0,29,1996-03-11,USA,USA,70,165,2015,5,2,123,,
2018-2019,Conor Sheary,BUF,F,127.0,285.0,140.0,,69.0,285.0,130.0,126.0,11.0,250.0,103.0,399.0,,177.0,Bottom 6,78,1140.4,14,10,33,1992-06-08,USA,USA,69,179,-,-,-,-,,
2018-2019,Corban Knight,PHI,F,446.0,312.0,,,446.0,433.0,444.0,434.0,427.0,416.0,376.0,361.0,140.0,438.0,Bottom 6,23,221.81666666667,1,1,34,1990-09-10,CAN,CAN,74,195,2009,5,14,135,,
2018-2019,Corey Perry,ANA,F,211.0,313.0,240.0,,315.0,282.0,126.0,189.0,54.0,114.0,227.0,269.0,,145.0,Bottom 6,31,459.5,6,4,40,1985-05-16,CAN,CAN,75,208,2003,1,28,28,,
