Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2020-2021,Alexis Lafreniere,NYR,F,232.0,441.0,209.0,,268.0,433.0,406.0,174.0,225.0,358.0,357.0,308.0,,342.0,Bottom 6,56,777.41666666667,12,6,23,2001-10-11,CAN,CAN,73,195,2020,1,1,1
2020-2021,Anders Bjork,"BOS, BUF",F,354.0,110.0,,149.0,285.0,85.0,418.0,326.0,279.0,372.0,347.0,246.0,,388.0,Bottom 6,45,624.68333333333,5,4,28,1996-08-05,USA,USA,72,190,2014,5,26,146
2020-2021,Anders Lee,NYI,F,38.0,240.0,102.0,,46.0,272.0,40.0,36.0,67.0,178.0,216.0,185.0,186.0,60.0,Second Line,27,473.2,12,5,35,1990-07-03,USA,USA,75,235,2009,6,1,152
2020-2021,Andre Burakovsky,COL,F,15.0,192.0,214.0,,10.0,177.0,159.0,27.0,141.0,45.0,188.0,382.0,,102.0,Bottom 6,53,799.85,19,15,30,1995-02-09,AUT,SWE,75,209,2013,1,23,23
2020-2021,Andreas Athanasiou,LAK,F,135.0,426.0,157.0,,353.0,421.0,88.0,142.0,154.0,133.0,43.0,383.0,215.0,151.0,Bottom 6,47,702.61666666667,10,9,30,1994-08-06,CAN,CAN,74,190,2012,4,19,110
2020-2021,Andreas Johnsson,NJD,F,245.0,180.0,154.0,,30.0,210.0,275.0,286.0,50.0,277.0,154.0,265.0,,258.0,Bottom 6,50,696.7,5,4,30,1994-11-21,SWE,SWE,70,195,2013,7,21,202
2020-2021,Andrei Svechnikov,CAR,F,69.0,330.0,20.0,,9.0,227.0,34.0,86.0,136.0,83.0,381.0,111.0,,67.0,Second Line,55,964.65,15,13,25,2000-03-26,RUS,RUS,74,195,2018,1,2,2
2020-2021,Andrew Cogliano,DAL,F,365.0,77.0,,26.0,280.0,43.0,291.0,419.0,384.0,331.0,173.0,142.0,,374.0,Bottom 6,54,752.01666666667,5,4,38,1987-06-14,CAN,CAN,70,179,2005,1,25,25
2020-2021,Andrew Copp,WPG,F,209.0,313.0,213.0,49.0,178.0,312.0,254.0,220.0,319.0,162.0,79.0,252.0,53.0,137.0,First Line,55,1003.1333333333,15,13,31,1994-07-08,USA,USA,73,199,2013,4,13,104
2020-2021,Andrew Mangiapane,CGY,F,39.0,45.0,255.0,139.0,64.0,40.0,229.0,66.0,275.0,150.0,133.0,228.0,,187.0,Second Line,56,933.31666666667,18,12,29,1996-04-04,CAN,CAN,70,184,2015,6,15,166
2020-2021,Andrew Shaw,CHI,F,384.0,364.0,89.0,,256.0,351.0,189.0,301.0,254.0,209.0,241.0,81.0,70.0,215.0,Bottom 6,14,211.55,2,2,33,1991-07-20,CAN,CAN,71,182,2011,5,18,139
2020-2021,Anthony Angello,PIT,F,315.0,19.0,,,393.0,4.0,242.0,243.0,360.0,159.0,451.0,4.0,,430.0,Fringe,19,151.68333333333,2,2,29,1996-03-06,USA,USA,77,210,2014,5,25,145
2020-2021,Anthony Beauvillier,NYI,F,161.0,343.0,128.0,,298.0,291.0,133.0,89.0,262.0,249.0,50.0,258.0,,130.0,Second Line,47,770.85,15,6,28,1997-06-08,CAN,CAN,71,180,2015,1,28,28
2020-2021,Anthony Cirelli,TBL,F,273.0,71.0,218.0,30.0,114.0,79.0,363.0,246.0,278.0,221.0,10.0,217.0,75.0,173.0,Second Line,50,887.35,9,4,27,1997-07-15,CAN,CAN,72,189,2015,3,11,72
2020-2021,Anthony Duclair,FLA,F,32.0,262.0,140.0,188.0,50.0,225.0,37.0,77.0,61.0,61.0,41.0,314.0,,99.0,Second Line,43,674.43333333333,10,14,29,1995-08-26,CAN,CAN,71,197,2013,3,19,80
2020-2021,Anthony Mantha,"DET, WSH",F,122.0,182.0,111.0,,137.0,118.0,52.0,85.0,102.0,107.0,258.0,277.0,,71.0,First Line,56,1014.9333333333,15,10,30,1994-09-16,CAN,CAN,77,234,2013,1,20,20
2020-2021,Antoine Roussel,VAN,F,320.0,429.0,281.0,171.0,132.0,425.0,358.0,370.0,247.0,274.0,449.0,84.0,,383.0,Bottom 6,35,402.7,1,3,35,1989-11-21,FRA,FRA,71,200,-,-,-,-
2020-2021,Anze Kopitar,LAK,F,188.0,234.0,39.0,107.0,143.0,260.0,328.0,228.0,338.0,28.0,56.0,368.0,7.0,56.0,First Line,56,1186.2333333333,13,24,37,1987-08-24,SVN,SVN,75,225,2005,1,11,11
2020-2021,Artem Anisimov,OTT,F,141.0,369.0,237.0,200.0,203.0,416.0,118.0,183.0,188.0,117.0,308.0,412.0,106.0,205.0,Bottom 6,19,228.48333333333,2,4,37,1988-05-24,RUS,RUS,76,199,2006,2,24,54
2020-2021,Artemi Panarin,NYR,F,14.0,396.0,16.0,,56.0,279.0,78.0,37.0,100.0,2.0,66.0,440.0,,11.0,First Line,42,825.0,17,25,33,1991-10-30,RUS,RUS,72,173,-,-,-,-
2020-2021,Arttu Ruotsalainen,BUF,F,131.0,454.0,,,329.0,452.0,252.0,56.0,318.0,420.0,435.0,249.0,,287.0,Bottom 6,17,237.68333333333,5,1,27,1997-10-29,FIN,FIN,68,187,-,-,-,-
2020-2021,Artturi Lehkonen,MTL,F,163.0,53.0,,97.0,181.0,25.0,138.0,276.0,176.0,346.0,58.0,108.0,,233.0,Bottom 6,47,630.91666666667,7,2,30,1995-07-04,FIN,FIN,71,179,2013,2,25,55
2020-2021,Austin Wagner,LAK,F,239.0,275.0,,,343.0,203.0,67.0,306.0,166.0,373.0,88.0,28.0,,369.0,Bottom 6,44,462.03333333333,4,3,28,1997-06-23,CAN,CAN,73,195,2015,4,8,99
2020-2021,Austin Watson,OTT,F,355.0,60.0,,20.0,391.0,354.0,313.0,340.0,444.0,308.0,301.0,19.0,,257.0,Bottom 6,34,408.08333333333,3,3,33,1992-01-13,USA,USA,76,204,2010,1,18,18
2020-2021,Auston Matthews,TOR,F,2.0,84.0,12.0,,83.0,185.0,6.0,1.0,74.0,81.0,45.0,359.0,43.0,3.0,First Line,52,1120.7666666667,41,15,27,1997-09-17,USA,USA,75,208,2016,1,1,1
2020-2021,Barclay Goodrow,TBL,F,352.0,22.0,,74.0,98.0,38.0,373.0,384.0,310.0,333.0,420.0,74.0,66.0,279.0,Bottom 6,55,831.63333333333,6,6,32,1993-02-26,CAN,CAN,74,204,-,-,-,-
2020-2021,Barrett Hayton,ARI,F,322.0,427.0,,,74.0,409.0,361.0,360.0,12.0,414.0,186.0,199.0,137.0,422.0,Bottom 6,14,160.85,2,0,25,2000-06-09,CAN,CAN,73,207,2018,1,5,5
2020-2021,Blake Coleman,TBL,F,85.0,101.0,,33.0,198.0,101.0,45.0,91.0,364.0,321.0,287.0,69.0,213.0,114.0,Bottom 6,55,850.58333333333,14,7,33,1991-11-28,USA,USA,71,199,2011,3,14,75
2020-2021,Blake Comeau,DAL,F,371.0,141.0,,85.0,269.0,66.0,346.0,392.0,417.0,370.0,359.0,82.0,,322.0,Second Line,51,802.75,4,6,39,1986-02-18,CAN,CAN,73,200,2004,2,17,47
2020-2021,Blake Lizotte,LAK,F,392.0,273.0,276.0,111.0,71.0,300.0,370.0,415.0,289.0,349.0,130.0,289.0,132.0,364.0,Bottom 6,41,520.95,3,1,27,1997-12-13,USA,USA,69,170,-,-,-,-
2020-2021,Blake Wheeler,WPG,F,95.0,404.0,48.0,201.0,173.0,434.0,149.0,128.0,75.0,14.0,386.0,216.0,205.0,30.0,First Line,50,917.03333333333,15,20,38,1986-08-31,USA,USA,77,220,2004,1,5,5
2020-2021,Bo Horvat,VAN,F,199.0,395.0,109.0,,142.0,438.0,162.0,104.0,381.0,169.0,190.0,305.0,10.0,55.0,First Line,56,1113.8166666667,19,9,30,1995-04-05,CAN,CAN,72,215,2013,1,9,9
2020-2021,Bobby Ryan,DET,F,139.0,153.0,153.0,,187.0,215.0,74.0,169.0,55.0,195.0,352.0,162.0,,181.0,Bottom 6,33,505.71666666667,7,6,38,1987-03-17,USA,USA,74,208,2005,1,2,2
2020-2021,Boone Jenner,CBJ,F,215.0,162.0,176.0,10.0,263.0,352.0,180.0,305.0,427.0,324.0,185.0,150.0,17.0,129.0,Second Line,41,737.96666666667,8,5,32,1993-06-15,CAN,CAN,74,203,2011,2,7,37
2020-2021,Brad Marchand,BOS,F,6.0,134.0,21.0,29.0,11.0,20.0,84.0,12.0,68.0,5.0,225.0,266.0,,10.0,First Line,53,1002.25,29,26,37,1988-05-11,CAN,CAN,69,176,2006,3,8,71
2020-2021,Brad Richardson,NSH,F,282.0,59.0,,169.0,228.0,165.0,340.0,371.0,451.0,233.0,367.0,203.0,34.0,330.0,Bottom 6,17,208.48333333333,1,3,40,1985-02-04,CAN,CAN,72,190,2003,5,27,163
2020-2021,Brady Tkachuk,OTT,F,35.0,402.0,129.0,,160.0,405.0,7.0,111.0,190.0,111.0,36.0,23.0,173.0,37.0,First Line,56,1020.8666666667,17,11,25,1999-09-16,USA,USA,76,221,2018,1,4,4
2020-2021,Brandon Hagel,CHI,F,275.0,285.0,,,418.0,406.0,209.0,309.0,401.0,129.0,108.0,227.0,,237.0,Bottom 6,51,709.68333333333,8,10,26,1998-08-27,CAN,CAN,74,179,2016,6,8,159
2020-2021,Brandon Saad,COL,F,34.0,388.0,167.0,157.0,33.0,340.0,145.0,29.0,145.0,342.0,181.0,379.0,,139.0,Bottom 6,44,619.5,15,2,32,1992-10-27,USA,USA,73,215,2011,2,13,43
2020-2021,Brandon Sutter,VAN,F,291.0,428.0,,93.0,306.0,443.0,300.0,217.0,425.0,406.0,21.0,367.0,46.0,259.0,Bottom 6,43,648.35,9,2,36,1989-02-14,USA,CAN,75,190,2007,1,11,11
2020-2021,Brandon Tanev,PIT,F,271.0,5.0,,13.0,358.0,17.0,338.0,192.0,436.0,266.0,49.0,9.0,,195.0,Bottom 6,32,461.93333333333,7,5,33,1991-12-31,CAN,CAN,72,189,-,-,-,-
2020-2021,Brayden Point,TBL,F,50.0,93.0,66.0,,81.0,93.0,161.0,26.0,30.0,46.0,7.0,425.0,65.0,35.0,First Line,56,1032.4166666667,23,12,29,1996-03-13,CAN,CAN,71,180,2014,3,19,79
2020-2021,Brayden Schenn,STL,F,242.0,222.0,25.0,,253.0,235.0,268.0,112.0,216.0,74.0,362.0,138.0,62.0,91.0,First Line,56,1072.0333333333,16,15,33,1991-08-22,CAN,CAN,73,199,2009,1,5,5
2020-2021,Brendan Gallagher,MTL,F,1.0,44.0,151.0,,15.0,28.0,2.0,18.0,355.0,232.0,170.0,194.0,,40.0,Bottom 6,35,525.33333333333,14,3,33,1992-05-06,CAN,CAN,69,186,2010,5,27,147
2020-2021,Brendan Lemieux,"LAK, NYR",F,306.0,347.0,278.0,,407.0,418.0,239.0,314.0,163.0,252.0,44.0,17.0,,335.0,Bottom 6,49,496.48333333333,4,5,29,1996-03-15,USA,USA,73,215,2014,2,1,31
2020-2021,Brett Connolly,"CHI, FLA",F,277.0,208.0,252.0,,239.0,159.0,316.0,177.0,200.0,314.0,278.0,186.0,,300.0,Bottom 6,30,363.98333333333,3,3,33,1992-05-02,CAN,CAN,75,198,2010,1,6,6
2020-2021,Brett Howden,NYR,F,435.0,361.0,291.0,65.0,356.0,427.0,446.0,421.0,242.0,350.0,139.0,167.0,89.0,372.0,Bottom 6,42,527.5,1,3,27,1998-03-29,CAN,CAN,74,203,2016,1,27,27
2020-2021,Brett Ritchie,CGY,F,341.0,213.0,,,380.0,75.0,227.0,338.0,233.0,320.0,440.0,5.0,,410.0,Bottom 6,32,363.93333333333,4,3,32,1993-07-01,CAN,CAN,76,215,2011,2,14,44
2020-2021,Brock Boeser,VAN,F,108.0,393.0,64.0,,168.0,365.0,61.0,61.0,8.0,86.0,245.0,408.0,,41.0,First Line,56,1081.9,23,16,28,1997-02-25,USA,USA,73,208,2015,1,23,23
2020-2021,Brock McGinn,CAR,F,205.0,184.0,,40.0,82.0,151.0,269.0,271.0,180.0,391.0,31.0,174.0,,294.0,Bottom 6,37,554.46666666667,8,2,31,1994-02-02,CAN,CAN,72,187,2012,2,17,47
2020-2021,Brock Nelson,NYI,F,174.0,339.0,60.0,123.0,316.0,327.0,154.0,68.0,301.0,182.0,237.0,355.0,69.0,82.0,Second Line,56,998.83333333333,18,10,33,1991-10-15,USA,USA,76,210,2010,1,30,30
2020-2021,Bryan Rust,PIT,F,87.0,252.0,211.0,137.0,110.0,248.0,103.0,39.0,6.0,153.0,200.0,235.0,,36.0,First Line,56,1104.55,22,10,33,1992-05-11,USA,USA,71,192,2010,3,20,80
2020-2021,Cal Clutterbuck,NYI,F,423.0,81.0,289.0,90.0,403.0,126.0,421.0,404.0,404.0,327.0,167.0,13.0,,375.0,Bottom 6,50,671.56666666667,4,6,37,1987-11-18,CAN,CAN,72,212,2006,3,9,72
2020-2021,Calle Jarnkrok,NSH,F,227.0,198.0,73.0,59.0,204.0,173.0,216.0,158.0,182.0,231.0,71.0,370.0,209.0,160.0,Second Line,48,802.63333333333,13,7,33,1991-09-25,SWE,SWE,72,192,2010,2,21,51
2020-2021,Cam Atkinson,CBJ,F,114.0,340.0,104.0,5.0,284.0,298.0,23.0,107.0,35.0,176.0,143.0,429.0,,64.0,First Line,56,1059.1333333333,15,12,36,1989-06-05,USA,USA,68,176,2008,6,6,157
2020-2021,Carl Grundstrom,LAK,F,363.0,448.0,,,374.0,450.0,297.0,333.0,335.0,426.0,432.0,63.0,,363.0,Bottom 6,47,584.81666666667,6,2,27,1997-12-01,SWE,SWE,72,195,2016,2,27,57
2020-2021,Carl Hagelin,WSH,F,214.0,185.0,,42.0,211.0,69.0,226.0,367.0,423.0,163.0,293.0,353.0,,278.0,Bottom 6,56,789.65,6,8,36,1988-08-23,SWE,SWE,72,183,2007,6,17,168
2020-2021,Carl Soderberg,"CHI, COL",F,317.0,280.0,130.0,11.0,340.0,371.0,265.0,199.0,375.0,245.0,270.0,178.0,74.0,176.0,Bottom 6,45,648.0,7,6,39,1985-10-12,SWE,SWE,75,210,2004,2,19,49
2020-2021,Carter Rowney,ANA,F,404.0,251.0,,69.0,375.0,391.0,452.0,433.0,433.0,98.0,172.0,45.0,210.0,365.0,Bottom 6,19,271.18333333333,0,5,36,1989-05-10,CAN,CAN,74,208,-,-,-,-
2020-2021,Carter Verhaeghe,FLA,F,51.0,139.0,262.0,,17.0,71.0,160.0,42.0,248.0,261.0,348.0,298.0,,177.0,Second Line,43,762.53333333333,18,10,29,1995-08-14,CAN,CAN,74,180,2013,3,21,82
2020-2021,Casey Cizikas,NYI,F,335.0,62.0,,78.0,429.0,54.0,335.0,219.0,414.0,378.0,264.0,58.0,32.0,286.0,Bottom 6,56,774.48333333333,7,5,34,1991-02-27,CAN,CAN,71,190,2009,4,1,92
2020-2021,Casey Mittelstadt,BUF,F,349.0,375.0,137.0,,266.0,350.0,342.0,205.0,138.0,257.0,120.0,424.0,98.0,255.0,Second Line,41,651.16666666667,10,6,26,1998-11-22,USA,USA,73,195,2017,1,8,8
2020-2021,Cedric Paquette,"CAR, OTT",F,380.0,21.0,,142.0,325.0,76.0,372.0,323.0,240.0,422.0,334.0,6.0,182.0,381.0,Bottom 6,47,439.28333333333,4,0,31,1993-08-13,CAN,CAN,72,205,2012,4,10,101
2020-2021,Chandler Stephenson,VGK,F,194.0,105.0,249.0,9.0,27.0,180.0,416.0,215.0,124.0,160.0,165.0,299.0,174.0,203.0,First Line,51,922.93333333333,14,13,31,1994-04-22,CAN,CAN,72,209,2012,3,16,77
2020-2021,Charlie Coyle,BOS,F,264.0,107.0,173.0,1.0,237.0,108.0,261.0,321.0,198.0,242.0,92.0,232.0,94.0,213.0,Second Line,51,830.75,6,5,33,1992-03-02,USA,USA,75,223,2010,1,28,28
2020-2021,Chris Kreider,NYR,F,138.0,277.0,30.0,,183.0,314.0,129.0,28.0,309.0,222.0,387.0,100.0,,77.0,Second Line,50,869.86666666667,20,7,34,1991-04-30,USA,USA,75,230,2009,1,19,19
2020-2021,Chris Tierney,OTT,F,359.0,386.0,259.0,79.0,207.0,386.0,435.0,368.0,390.0,125.0,182.0,386.0,85.0,248.0,Bottom 6,55,824.45,6,9,31,1994-07-01,CAN,CAN,73,191,2012,2,25,55
2020-2021,Chris Wagner,BOS,F,427.0,79.0,,61.0,438.0,102.0,245.0,403.0,449.0,442.0,372.0,37.0,206.0,391.0,Bottom 6,41,479.16666666667,2,0,34,1991-05-27,USA,USA,72,192,2010,5,2,122
2020-2021,Christian Dvorak,ARI,F,286.0,346.0,185.0,178.0,179.0,385.0,319.0,140.0,283.0,240.0,296.0,352.0,127.0,147.0,First Line,56,1030.7833333333,17,7,29,1996-02-02,USA,USA,73,193,2014,2,28,58
2020-2021,Christian Fischer,ARI,F,382.0,342.0,293.0,136.0,345.0,338.0,311.0,379.0,391.0,387.0,74.0,30.0,,390.0,Bottom 6,52,662.96666666667,3,4,28,1997-04-15,USA,USA,74,212,2015,2,2,32
2020-2021,Claude Giroux,PHI,F,75.0,237.0,71.0,141.0,31.0,97.0,108.0,120.0,220.0,54.0,61.0,381.0,4.0,68.0,First Line,54,977.7,16,15,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22
2020-2021,Clayton Keller,ARI,F,93.0,336.0,126.0,,107.0,287.0,73.0,172.0,26.0,97.0,35.0,426.0,,117.0,Second Line,56,932.86666666667,14,11,26,1998-07-29,USA,USA,70,178,2016,1,7,7
2020-2021,Cody Eakin,BUF,F,393.0,399.0,288.0,76.0,349.0,398.0,424.0,369.0,313.0,366.0,201.0,251.0,48.0,376.0,Bottom 6,46,594.96666666667,3,2,34,1991-05-24,CAN,CAN,72,196,2009,3,24,85
2020-2021,Cody Glass,VGK,F,406.0,111.0,183.0,,260.0,90.0,390.0,327.0,149.0,244.0,248.0,402.0,142.0,340.0,Bottom 6,27,392.58333333333,4,4,26,1999-04-01,CAN,CAN,75,206,2017,1,6,6
2020-2021,Colin Blackwell,NYR,F,198.0,183.0,232.0,,227.0,301.0,318.0,182.0,341.0,136.0,97.0,141.0,,253.0,Bottom 6,47,658.3,12,5,32,1993-03-28,USA,USA,69,190,2011,7,13,193
2020-2021,Colin White,OTT,F,307.0,344.0,145.0,,96.0,323.0,298.0,249.0,267.0,317.0,280.0,240.0,119.0,229.0,Bottom 6,45,661.1,10,4,28,1997-01-30,USA,USA,73,194,2015,1,21,21
2020-2021,Colton Sceviour,PIT,F,218.0,27.0,,24.0,360.0,125.0,166.0,342.0,428.0,297.0,107.0,102.0,,301.0,Bottom 6,46,440.65,5,3,36,1989-04-20,CAN,CAN,72,190,2007,4,21,112
2020-2021,Colton Sissons,NSH,F,373.0,61.0,292.0,47.0,376.0,63.0,434.0,294.0,445.0,392.0,396.0,153.0,40.0,323.0,Bottom 6,53,760.5,7,4,31,1993-11-05,CAN,CAN,73,200,2012,2,20,50
2020-2021,Connor Brown,OTT,F,144.0,297.0,220.0,84.0,171.0,357.0,224.0,132.0,395.0,279.0,198.0,413.0,,122.0,First Line,56,1021.5666666667,21,6,31,1994-01-14,CAN,CAN,72,181,2012,6,5,156
2020-2021,Connor Bunnaman,PHI,F,449.0,125.0,,,446.0,51.0,423.0,449.0,284.0,439.0,290.0,89.0,139.0,447.0,Bottom 6,18,208.13333333333,0,1,27,1998-04-16,CAN,CAN,73,207,2016,4,18,109
2020-2021,Connor McDavid,EDM,F,5.0,419.0,2.0,,32.0,394.0,54.0,11.0,53.0,1.0,6.0,351.0,78.0,1.0,First Line,56,1240.6,33,50,28,1997-01-13,CAN,CAN,73,193,2015,1,1,1
2020-2021,Conor Garland,ARI,F,25.0,200.0,90.0,,70.0,238.0,29.0,73.0,37.0,49.0,11.0,364.0,,87.0,Second Line,49,878.11666666667,12,22,29,1996-03-11,USA,USA,70,165,2015,5,2,123
2020-2021,Conor Sheary,WSH,F,133.0,56.0,164.0,,176.0,60.0,171.0,121.0,105.0,310.0,96.0,377.0,,220.0,Bottom 6,53,726.63333333333,14,4,33,1992-06-08,USA,USA,69,179,-,-,-,-
2020-2021,Corey Perry,MTL,F,321.0,143.0,217.0,,232.0,140.0,289.0,283.0,81.0,173.0,244.0,180.0,,256.0,Bottom 6,49,673.21666666667,9,8,40,1985-05-16,CAN,CAN,75,208,2003,1,28,28
2020-2021,Craig Smith,BOS,F,20.0,176.0,134.0,,28.0,124.0,15.0,84.0,101.0,205.0,291.0,206.0,,125.0,Bottom 6,54,803.25,13,9,35,1989-09-05,USA,USA,72,204,2009,4,7,98
2020-2021,Curtis Lazar,"BOS, BUF",F,399.0,74.0,,112.0,425.0,96.0,425.0,303.0,410.0,369.0,171.0,83.0,134.0,382.0,Bottom 6,50,666.18333333333,7,3,30,1995-02-02,CAN,CAN,72,203,2013,1,17,17
2020-2021,Daniel Sprong,WSH,F,36.0,431.0,275.0,,201.0,389.0,48.0,31.0,25.0,316.0,366.0,301.0,,228.0,Bottom 6,42,490.08333333333,13,4,28,1997-03-17,NLD,NLD,72,202,2015,2,16,46
2020-2021,Danton Heinen,ANA,F,253.0,145.0,242.0,143.0,303.0,286.0,194.0,290.0,203.0,234.0,75.0,326.0,,225.0,Bottom 6,43,634.86666666667,7,6,30,1995-07-05,CAN,CAN,73,188,2014,4,26,116
2020-2021,Darren Helm,DET,F,376.0,263.0,,91.0,328.0,208.0,213.0,396.0,367.0,415.0,137.0,225.0,,332.0,Bottom 6,47,689.85,3,2,38,1987-01-21,CAN,CAN,72,192,2005,5,7,132
2020-2021,David Backes,ANA,F,213.0,16.0,285.0,,311.0,48.0,49.0,291.0,380.0,288.0,438.0,51.0,79.0,242.0,Bottom 6,15,191.01666666667,3,0,41,1984-05-01,USA,USA,75,215,2003,2,32,62
2020-2021,David Kampf,CHI,F,389.0,320.0,,104.0,243.0,358.0,394.0,440.0,409.0,311.0,116.0,292.0,49.0,396.0,Bottom 6,55,804.36666666667,1,6,30,1995-01-12,CZE,CZE,74,197,-,-,-,-
2020-2021,David Krejci,BOS,F,196.0,41.0,68.0,,44.0,18.0,349.0,275.0,14.0,15.0,284.0,384.0,50.0,110.0,Second Line,51,873.91666666667,8,24,39,1986-04-28,CZE,CZE,72,192,2004,2,33,63
2020-2021,David Pastrnak,BOS,F,3.0,115.0,7.0,,69.0,22.0,5.0,3.0,52.0,9.0,23.0,330.0,,6.0,First Line,48,893.66666666667,20,21,29,1996-05-25,CZE,CZE,73,195,2014,1,25,25
