Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2024-2025,Aleksander Barkov,FLA,F,45.0,5.0,16.0,33.0,11.0,9.0,148.0,151.0,160.0,13.0,124.0,253.0,16.0,24.0,First Line,67,1357.2833333333,20,27,29,1995-09-02,FIN,FIN,75,215,2013,1,2,2,6.0,10.0
2024-2025,Alex DeBrincat,DET,F,66.0,315.0,31.0,,193.0,327.0,29.0,28.0,145.0,48.0,26.0,343.0,,48.0,Second Line,82,1465.4333333333,39,23,27,1997-12-18,USA,USA,68,178,2016,2,9,39,,
2024-2025,Alex Iafallo,WPG,F,280.0,7.0,75.0,58.0,233.0,24.0,258.0,241.0,254.0,213.0,136.0,341.0,,233.0,Bottom 6,82,1089.05,15,12,31,1993-12-21,USA,USA,72,200,-,-,-,-,,
2024-2025,Alex Killorn,ANA,F,185.0,385.0,173.0,47.0,169.0,286.0,241.0,158.0,155.0,215.0,367.0,263.0,,176.0,Second Line,81,1416.6333333333,19,11,35,1989-09-14,CAN,CAN,73,194,2007,3,16,77,,
2024-2025,Alex Laferriere,LAK,F,132.0,144.0,254.0,,226.0,112.0,71.0,236.0,226.0,221.0,288.0,164.0,,205.0,Second Line,77,1272.95,19,16,23,2001-10-28,USA,USA,72,173,2020,3,21,83,,
2024-2025,Alex Newhook,MTL,F,267.0,378.0,175.0,,272.0,389.0,290.0,205.0,117.0,349.0,263.0,266.0,115.0,238.0,Bottom 6,82,1240.8333333333,15,6,24,2001-01-28,CAN,CAN,70,190,2019,1,16,16,,
2024-2025,Alex Ovechkin,WSH,F,16.0,442.0,50.0,,128.0,410.0,4.0,1.0,1.0,71.0,301.0,156.0,,15.0,Second Line,65,1152.0833333333,44,19,39,1985-09-17,RUS,RUS,75,238,2004,1,1,1,2.0,9.5
2024-2025,Alex Tuch,BUF,F,39.0,177.0,151.0,24.0,126.0,371.0,119.0,51.0,61.0,126.0,309.0,294.0,,34.0,First Line,82,1578.85,36,15,29,1996-05-10,USA,USA,76,219,2014,1,18,18,,
2024-2025,Alex Turcotte,LAK,F,231.0,115.0,,,224.0,67.0,336.0,316.0,362.0,138.0,426.0,279.0,,331.0,Bottom 6,68,798.1,9,11,24,2001-02-26,USA,USA,71,185,2019,1,5,5,,
2024-2025,Alexander Holtz,VGK,F,263.0,364.0,271.0,,277.0,263.0,178.0,287.0,91.0,344.0,371.0,283.0,,350.0,Bottom 6,53,614.0,4,4,23,2002-01-23,SWE,SWE,72,195,2020,1,7,7,,
2024-2025,Alexander Kerfoot,UTA,F,290.0,90.0,,99.0,196.0,80.0,350.0,372.0,343.0,256.0,178.0,316.0,184.0,279.0,Bottom 6,81,1235.5333333333,11,12,30,1994-08-11,CAN,CAN,71,186,2012,5,29,150,,
2024-2025,Alexander Wennberg,SJS,F,390.0,116.0,262.0,178.0,190.0,316.0,442.0,402.0,353.0,297.0,68.0,414.0,135.0,258.0,First Line,77,1452.0,10,13,30,1994-09-22,SWE,SWE,74,190,2013,1,14,14,,
2024-2025,Alexandre Texier,STL,F,251.0,412.0,,182.0,288.0,414.0,234.0,234.0,274.0,252.0,407.0,287.0,,287.0,Bottom 6,31,387.11666666667,6,4,25,1999-09-13,FRA,FRA,73,186,2017,2,14,45,,
2024-2025,Alexey Toropchenko,STL,F,391.0,75.0,,28.0,438.0,153.0,307.0,362.0,386.0,387.0,205.0,56.0,,330.0,Bottom 6,80,999.4,4,6,26,1999-06-25,RUS,RUS,78,222,2017,4,20,113,,
2024-2025,Alexis Lafreniere,NYR,F,78.0,287.0,148.0,,51.0,256.0,142.0,160.0,23.0,118.0,180.0,202.0,,141.0,Second Line,82,1394.45,17,21,23,2001-10-11,CAN,CAN,73,195,2020,1,1,1,,
2024-2025,Aliaksei Protas,WSH,F,110.0,208.0,,108.0,157.0,154.0,223.0,166.0,253.0,79.0,119.0,402.0,,169.0,Second Line,76,1250.6666666667,30,25,24,2001-01-06,BLR,BLR,78,225,2019,3,29,91,,
2024-2025,Anders Lee,NYI,F,77.0,299.0,139.0,,91.0,303.0,51.0,81.0,136.0,248.0,360.0,150.0,,103.0,Second Line,82,1398.95,29,16,35,1990-07-03,USA,USA,75,235,2009,6,1,152,,
2024-2025,Andre Burakovsky,SEA,F,257.0,320.0,115.0,,225.0,338.0,170.0,306.0,149.0,124.0,87.0,415.0,,223.0,Bottom 6,79,1139.3666666667,10,18,30,1995-02-09,AUT,SWE,75,209,2013,1,23,23,3.0,
2024-2025,Andrei Kuzmenko,"CGY, LAK, PHI",F,175.0,162.0,95.0,,98.0,72.0,270.0,110.0,38.0,106.0,25.0,436.0,,171.0,Second Line,66,1031.5833333333,11,15,29,1996-02-04,RUS,RUS,71,194,-,-,-,-,,
2024-2025,Andrei Svechnikov,CAR,F,49.0,311.0,42.0,,8.0,124.0,48.0,98.0,58.0,52.0,413.0,107.0,,87.0,Second Line,72,1232.1833333333,20,18,25,2000-03-26,RUS,RUS,74,195,2018,1,2,2,,
2024-2025,Andrew Copp,DET,F,329.0,275.0,285.0,177.0,326.0,297.0,392.0,296.0,277.0,190.0,247.0,432.0,52.0,252.0,Bottom 6,56,823.33333333333,10,10,31,1994-07-08,USA,USA,73,199,2013,4,13,104,3.0,
2024-2025,Andrew Mangiapane,WSH,F,209.0,155.0,172.0,197.0,134.0,87.0,259.0,230.0,295.0,177.0,207.0,221.0,,247.0,Bottom 6,81,1055.1333333333,14,9,29,1996-04-04,CAN,CAN,70,184,2015,6,15,166,,
2024-2025,Anthony Beauvillier,"PIT, WSH",F,265.0,190.0,249.0,,268.0,255.0,106.0,274.0,198.0,335.0,80.0,169.0,,255.0,Bottom 6,81,1042.8,15,4,28,1997-06-08,CAN,CAN,71,180,2015,1,28,28,1.0,
2024-2025,Anthony Cirelli,TBL,F,179.0,56.0,220.0,61.0,57.0,79.0,267.0,147.0,372.0,198.0,30.0,380.0,73.0,116.0,First Line,80,1495.2333333333,27,16,27,1997-07-15,CAN,CAN,72,189,2015,3,11,72,7.0,
2024-2025,Anthony Duclair,NYI,F,247.0,429.0,186.0,,149.0,432.0,286.0,172.0,289.0,340.0,198.0,339.0,,246.0,Bottom 6,44,661.83333333333,7,4,29,1995-08-26,CAN,CAN,71,197,2013,3,19,80,,
2024-2025,Anton Lundell,FLA,F,119.0,38.0,124.0,3.0,74.0,25.0,138.0,256.0,90.0,149.0,246.0,235.0,44.0,163.0,Second Line,79,1320.2833333333,17,19,23,2001-10-03,FIN,FIN,73,185,2020,1,12,12,,
2024-2025,Anze Kopitar,LAK,F,171.0,86.0,92.0,69.0,77.0,118.0,415.0,152.0,241.0,45.0,71.0,421.0,9.0,98.0,First Line,81,1535.4166666667,21,29,37,1987-08-24,SVN,SVN,75,225,2005,1,11,11,,
2024-2025,Artemi Panarin,NYR,F,8.0,398.0,8.0,,23.0,192.0,21.0,10.0,13.0,17.0,134.0,443.0,,11.0,First Line,80,1574.65,37,27,33,1991-10-30,RUS,RUS,72,173,-,-,-,-,2.0,11.643
2024-2025,Artturi Lehkonen,COL,F,93.0,125.0,133.0,18.0,30.0,75.0,210.0,79.0,40.0,244.0,342.0,318.0,,97.0,First Line,69,1406.3333333333,27,11,30,1995-07-04,FIN,FIN,71,179,2013,2,25,55,,
2024-2025,Auston Matthews,TOR,F,4.0,30.0,3.0,172.0,109.0,169.0,5.0,3.0,77.0,30.0,39.0,334.0,25.0,2.0,First Line,67,1371.6333333333,33,27,27,1997-09-17,USA,USA,75,208,2016,1,1,1,4.0,13.25
2024-2025,Barclay Goodrow,SJS,F,435.0,323.0,,34.0,397.0,421.0,432.0,426.0,411.0,424.0,414.0,86.0,79.0,391.0,Bottom 6,77,1061.3333333333,5,2,32,1993-02-26,CAN,CAN,74,204,-,-,-,-,,
2024-2025,Barrett Hayton,UTA,F,248.0,76.0,116.0,134.0,81.0,53.0,176.0,276.0,243.0,255.0,63.0,356.0,50.0,185.0,Second Line,82,1320.3166666667,20,13,25,2000-06-09,CAN,CAN,73,207,2018,1,5,5,,
2024-2025,Beck Malenstyn,BUF,F,422.0,143.0,,94.0,447.0,337.0,388.0,428.0,448.0,319.0,130.0,41.0,,365.0,Bottom 6,76,800.35,4,5,27,1998-02-04,CAN,CAN,75,200,2016,5,24,145,,
2024-2025,Ben Jones,MIN,F,449.0,419.0,,,444.0,427.0,225.0,451.0,390.0,452.0,146.0,42.0,,446.0,Fringe,26,217.93333333333,0,0,26,1999-02-26,CAN,CAN,72,187,2017,7,3,189,,
2024-2025,Blake Coleman,CGY,F,123.0,151.0,222.0,56.0,92.0,173.0,85.0,161.0,421.0,209.0,338.0,146.0,,118.0,Second Line,82,1450.15,15,16,33,1991-11-28,USA,USA,71,199,2011,3,14,75,3.0,
2024-2025,Blake Lizotte,PIT,F,310.0,145.0,,43.0,306.0,89.0,375.0,232.0,425.0,262.0,318.0,186.0,76.0,332.0,Bottom 6,59,750.63333333333,11,6,27,1997-12-13,USA,USA,69,170,-,-,-,-,,
2024-2025,Bo Horvat,NYI,F,59.0,360.0,105.0,139.0,47.0,317.0,60.0,67.0,141.0,139.0,186.0,295.0,12.0,56.0,First Line,81,1634.05,28,19,30,1995-04-05,CAN,CAN,72,215,2013,1,9,9,7.0,8.5
2024-2025,Bobby Brink,PHI,F,274.0,240.0,197.0,,313.0,221.0,322.0,265.0,321.0,174.0,195.0,252.0,,267.0,Bottom 6,79,1171.6333333333,12,14,24,2001-07-08,USA,USA,68,166,2019,2,3,34,2.0,
2024-2025,Bobby McMann,TOR,F,69.0,271.0,250.0,,270.0,270.0,45.0,61.0,351.0,363.0,401.0,93.0,,196.0,Bottom 6,74,1072.75,20,7,29,1996-06-15,CAN,CAN,74,208,-,-,-,-,,
2024-2025,Boone Jenner,CBJ,F,81.0,298.0,242.0,192.0,119.0,388.0,72.0,116.0,183.0,220.0,88.0,171.0,38.0,70.0,Second Line,26,467.63333333333,7,6,32,1993-06-15,CAN,CAN,74,203,2011,2,7,37,,
2024-2025,Brad Marchand,"BOS, FLA",F,112.0,390.0,86.0,2.0,102.0,315.0,77.0,101.0,147.0,77.0,103.0,215.0,,78.0,First Line,71,1301.0166666667,23,18,37,1988-05-11,CAN,CAN,69,176,2006,3,8,71,,
2024-2025,Brady Tkachuk,OTT,F,15.0,246.0,43.0,,54.0,213.0,1.0,27.0,93.0,63.0,305.0,55.0,70.0,18.0,First Line,72,1313.1,29,15,25,1999-09-16,USA,USA,76,221,2018,1,4,4,4.0,8.206
2024-2025,Brandon Duhaime,WSH,F,336.0,138.0,,120.0,368.0,205.0,294.0,363.0,445.0,379.0,181.0,46.0,,362.0,Bottom 6,82,1094.1833333333,9,7,28,1997-05-22,USA,USA,74,200,2016,4,15,106,,
2024-2025,Brandon Hagel,TBL,F,29.0,156.0,136.0,51.0,82.0,95.0,140.0,71.0,263.0,19.0,165.0,332.0,,41.0,First Line,82,1700.95,35,34,26,1998-08-27,CAN,CAN,74,179,2016,6,8,159,,
2024-2025,Brandon Saad,"STL, VGK",F,187.0,388.0,259.0,210.0,240.0,348.0,215.0,141.0,247.0,326.0,118.0,442.0,,212.0,Bottom 6,72,1066.9333333333,13,7,32,1992-10-27,USA,USA,73,215,2011,2,13,43,,
2024-2025,Brandon Tanev,"SEA, WPG",F,335.0,54.0,,65.0,338.0,218.0,360.0,332.0,214.0,323.0,54.0,80.0,,277.0,Bottom 6,79,1044.9166666667,10,8,33,1991-12-31,CAN,CAN,72,189,-,-,-,-,,
2024-2025,Brayden Point,TBL,F,36.0,358.0,15.0,,61.0,375.0,112.0,5.0,29.0,67.0,42.0,438.0,91.0,21.0,First Line,77,1499.9,42,23,29,1996-03-13,CAN,CAN,71,180,2014,3,19,79,6.0,9.5
2024-2025,Brayden Schenn,STL,F,288.0,370.0,121.0,196.0,283.0,395.0,244.0,218.0,267.0,122.0,347.0,121.0,65.0,131.0,Second Line,82,1440.0,18,20,33,1991-08-22,CAN,CAN,73,199,2009,1,5,5,,
2024-2025,Brendan Gallagher,MTL,F,102.0,339.0,171.0,,267.0,331.0,65.0,119.0,332.0,228.0,299.0,219.0,,197.0,Bottom 6,82,1140.9833333333,21,10,33,1992-05-06,CAN,CAN,69,186,2010,5,27,147,,
2024-2025,Brennan Othmann,NYR,F,415.0,337.0,,,132.0,307.0,330.0,452.0,18.0,421.0,44.0,70.0,,444.0,Bottom 6,22,219.36666666667,0,1,22,2003-01-05,CAN,CAN,72,188,2021,1,16,16,,
2024-2025,Brett Berard,NYR,F,195.0,421.0,,,362.0,433.0,68.0,177.0,236.0,427.0,109.0,118.0,,302.0,Bottom 6,35,375.01666666667,6,1,22,2002-09-09,USA,,69,174,2020,5,10,134,2.0,
2024-2025,Brett Howden,VGK,F,285.0,193.0,,121.0,287.0,301.0,345.0,193.0,235.0,308.0,303.0,149.0,74.0,260.0,Bottom 6,80,1189.0333333333,23,9,27,1998-03-29,CAN,CAN,74,203,2016,1,27,27,,
2024-2025,Brett Leason,ANA,F,373.0,411.0,,122.0,423.0,436.0,277.0,346.0,379.0,365.0,364.0,199.0,,310.0,Bottom 6,61,804.83333333333,5,5,26,1999-04-30,CAN,CAN,77,218,2019,2,25,56,,
2024-2025,Brock Boeser,VAN,F,184.0,264.0,64.0,,203.0,260.0,144.0,48.0,130.0,142.0,264.0,307.0,,93.0,First Line,75,1362.1,25,12,28,1997-02-25,USA,USA,73,208,2015,1,23,23,1.0,
2024-2025,Brock McGinn,ANA,F,366.0,265.0,,208.0,387.0,415.0,338.0,322.0,398.0,425.0,2.0,84.0,,333.0,Bottom 6,26,304.41666666667,4,2,31,1994-02-02,CAN,CAN,72,187,2012,2,17,47,,
2024-2025,Brock Nelson,"COL, NYI",F,54.0,332.0,108.0,174.0,176.0,368.0,75.0,56.0,80.0,100.0,86.0,409.0,80.0,67.0,First Line,80,1513.0,26,18,33,1991-10-15,USA,USA,76,210,2010,1,30,30,,
2024-2025,Bryan Rust,PIT,F,20.0,423.0,84.0,55.0,21.0,426.0,70.0,41.0,11.0,94.0,219.0,306.0,,35.0,First Line,71,1402.3,31,23,33,1992-05-11,USA,USA,71,192,2010,3,20,80,,
2024-2025,Cam Atkinson,TBL,F,260.0,434.0,,,430.0,418.0,189.0,309.0,139.0,157.0,385.0,335.0,,402.0,Bottom 6,39,350.71666666667,4,5,36,1989-06-05,USA,USA,68,176,2008,6,6,157,1.0,0.9
2024-2025,Carl Grundstrom,SJS,F,165.0,253.0,,,256.0,137.0,37.0,289.0,175.0,311.0,395.0,21.0,,334.0,Bottom 6,56,537.4,3,5,27,1997-12-01,SWE,SWE,72,195,2016,2,27,57,,
2024-2025,Carter Verhaeghe,FLA,F,23.0,192.0,34.0,,32.0,69.0,12.0,60.0,94.0,90.0,354.0,273.0,,58.0,Second Line,81,1447.4,20,18,29,1995-08-14,CAN,CAN,74,180,2013,3,21,82,,
2024-2025,Casey Cizikas,NYI,F,378.0,79.0,,29.0,354.0,190.0,353.0,381.0,424.0,334.0,157.0,72.0,34.0,313.0,Bottom 6,82,1069.3333333333,7,8,34,1991-02-27,CAN,CAN,71,190,2009,4,1,92,3.0,
2024-2025,Casey Mittelstadt,"BOS, COL",F,253.0,273.0,153.0,,155.0,196.0,379.0,252.0,103.0,115.0,332.0,424.0,121.0,190.0,Second Line,81,1382.1666666667,15,16,26,1998-11-22,USA,USA,73,195,2017,1,8,8,,
2024-2025,Chandler Stephenson,SEA,F,308.0,410.0,160.0,79.0,122.0,425.0,443.0,312.0,202.0,127.0,76.0,392.0,41.0,170.0,First Line,78,1521.7333333333,13,18,31,1994-04-22,CAN,CAN,72,209,2012,3,16,77,,
2024-2025,Charlie Coyle,"BOS, COL",F,213.0,261.0,225.0,45.0,201.0,359.0,349.0,199.0,380.0,227.0,140.0,206.0,64.0,167.0,Second Line,83,1410.1166666667,17,10,33,1992-03-02,USA,USA,75,223,2010,1,28,28,,
2024-2025,Chris Kreider,NYR,F,211.0,380.0,51.0,68.0,188.0,334.0,74.0,33.0,138.0,280.0,351.0,226.0,,96.0,Second Line,68,1139.2833333333,22,3,34,1991-04-30,USA,USA,75,230,2009,1,19,19,,
2024-2025,Chris Wagner,COL,F,418.0,216.0,,,443.0,362.0,141.0,434.0,433.0,451.0,127.0,24.0,163.0,441.0,Fringe,28,198.66666666667,1,0,34,1991-05-27,USA,USA,72,192,2010,5,2,122,,
2024-2025,Christian Dvorak,MTL,F,331.0,407.0,284.0,137.0,289.0,422.0,394.0,318.0,408.0,259.0,223.0,386.0,19.0,264.0,Bottom 6,82,1249.9833333333,12,15,29,1996-02-02,USA,USA,73,193,2014,2,28,58,,
2024-2025,Christian Fischer,"CBJ, DET",F,419.0,375.0,,159.0,410.0,378.0,407.0,431.0,323.0,317.0,57.0,78.0,,406.0,Bottom 6,46,511.25,1,3,28,1997-04-15,USA,USA,74,212,2015,2,2,32,,
2024-2025,Claude Giroux,OTT,F,150.0,231.0,93.0,84.0,33.0,187.0,251.0,220.0,82.0,80.0,115.0,351.0,5.0,106.0,First Line,81,1474.6333333333,15,21,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22,,
2024-2025,Clayton Keller,UTA,F,73.0,254.0,71.0,,159.0,167.0,64.0,46.0,118.0,26.0,34.0,444.0,,26.0,First Line,81,1548.5666666667,30,26,26,1998-07-29,USA,USA,70,178,2016,1,7,7,,
2024-2025,Cody Glass,"NJD, PIT",F,226.0,122.0,257.0,166.0,136.0,168.0,163.0,351.0,245.0,197.0,231.0,258.0,77.0,261.0,Bottom 6,65,887.61666666667,6,12,26,1999-04-01,CAN,CAN,75,206,2017,1,6,6,,
2024-2025,Cole Caufield,MTL,F,18.0,431.0,112.0,,178.0,417.0,15.0,19.0,59.0,116.0,28.0,358.0,,40.0,First Line,82,1482.2333333333,37,22,24,2001-01-02,USA,USA,67,174,2019,1,15,15,7.0,
2024-2025,Cole Koepke,BOS,F,377.0,243.0,,,441.0,184.0,306.0,282.0,439.0,401.0,294.0,54.0,,394.0,Bottom 6,73,820.96666666667,10,5,27,1998-05-17,USA,USA,73,196,2018,6,28,183,,
2024-2025,Cole Perfetti,WPG,F,164.0,48.0,104.0,,162.0,37.0,143.0,142.0,6.0,78.0,290.0,314.0,,153.0,Bottom 6,82,1245.5,18,18,23,2002-01-01,CAN,CAN,71,184,2020,1,10,10,,
2024-2025,Cole Schwindt,VGK,F,442.0,274.0,,,374.0,222.0,397.0,449.0,275.0,376.0,3.0,181.0,148.0,433.0,Bottom 6,42,388.76666666667,1,2,24,2001-04-25,CAN,CAN,74,182,2019,3,19,81,,
2024-2025,Cole Sillinger,CBJ,F,294.0,377.0,253.0,127.0,340.0,409.0,179.0,350.0,169.0,201.0,359.0,188.0,117.0,200.0,Second Line,66,1116.3,11,14,22,2003-05-16,USA,USA,73,201,2021,1,12,12,,
2024-2025,Cole Smith,NSH,F,395.0,229.0,,46.0,346.0,171.0,384.0,423.0,436.0,370.0,230.0,51.0,,390.0,Bottom 6,71,966.15,4,4,29,1995-10-28,USA,USA,75,195,-,-,-,-,,
2024-2025,Colin Blackwell,DAL,F,330.0,157.0,,72.0,334.0,127.0,249.0,349.0,344.0,273.0,7.0,174.0,185.0,339.0,Bottom 6,63,728.45,6,7,32,1993-03-28,USA,USA,69,190,2011,7,13,193,1.0,
2024-2025,Collin Graf,SJS,F,437.0,386.0,,105.0,379.0,373.0,430.0,359.0,381.0,371.0,412.0,365.0,,321.0,Second Line,33,523.36666666667,5,4,22,2002-09-21,USA,,73,194,-,-,-,-,,
2024-2025,Colton Dach,CHI,F,416.0,416.0,,,391.0,437.0,390.0,420.0,303.0,357.0,311.0,27.0,,385.0,Bottom 6,25,303.2,2,2,22,2003-01-04,CAN,CAN,76,196,2021,2,30,62,,
2024-2025,Colton Sissons,NSH,F,334.0,104.0,275.0,80.0,271.0,244.0,381.0,361.0,426.0,241.0,261.0,157.0,33.0,268.0,Bottom 6,72,1033.85,7,11,31,1993-11-05,CAN,CAN,73,200,2012,2,20,50,,
2024-2025,Connor Bedard,CHI,F,204.0,448.0,178.0,,363.0,445.0,118.0,183.0,81.0,43.0,322.0,357.0,141.0,79.0,First Line,82,1663.4166666667,23,28,19,2005-07-17,CAN,,70,185,2023,1,1,1,2.0,0.95
2024-2025,Connor Brown,EDM,F,316.0,153.0,,93.0,299.0,128.0,243.0,383.0,375.0,368.0,326.0,418.0,,326.0,Bottom 6,81,1148.8,13,7,31,1994-01-14,CAN,CAN,72,181,2012,6,5,156,1.0,
2024-2025,Connor Dewar,"PIT, TOR",F,394.0,78.0,,48.0,424.0,116.0,309.0,344.0,420.0,418.0,116.0,58.0,190.0,359.0,Bottom 6,48,554.76666666667,4,1,26,1999-06-26,CAN,CAN,70,183,2018,3,30,92,,
2024-2025,Connor McDavid,EDM,F,3.0,146.0,2.0,203.0,1.0,51.0,58.0,45.0,32.0,1.0,15.0,301.0,78.0,4.0,First Line,66,1476.1,26,50,28,1997-01-13,CAN,CAN,73,193,2015,1,1,1,2.0,12.5
2024-2025,Connor McMichael,WSH,F,142.0,359.0,191.0,181.0,212.0,357.0,204.0,143.0,205.0,251.0,399.0,369.0,197.0,168.0,Second Line,82,1378.3,26,13,24,2001-01-15,CAN,CAN,72,180,2019,1,25,25,,
2024-2025,Connor Zary,CGY,F,181.0,259.0,190.0,,103.0,223.0,237.0,190.0,101.0,264.0,164.0,389.0,193.0,198.0,Second Line,54,868.0,13,5,23,2001-09-25,CAN,CAN,72,178,2020,1,24,24,,
2024-2025,Conor Garland,VAN,F,109.0,22.0,138.0,145.0,199.0,23.0,97.0,186.0,300.0,108.0,20.0,336.0,,123.0,First Line,81,1511.0166666667,19,20,29,1996-03-11,USA,USA,70,165,2015,5,2,123,,
2024-2025,Conor Geekie,TBL,F,333.0,201.0,,,310.0,150.0,352.0,270.0,320.0,385.0,239.0,106.0,155.0,366.0,Bottom 6,52,640.91666666667,8,4,21,2004-05-05,CAN,,76,207,2022,1,11,11,,
2024-2025,Corey Perry,EDM,F,210.0,154.0,126.0,,138.0,85.0,226.0,96.0,63.0,315.0,172.0,262.0,,281.0,Bottom 6,80,966.9,19,6,40,1985-05-16,CAN,CAN,75,208,2003,1,28,28,,
2024-2025,Craig Smith,"CHI, DET",F,157.0,303.0,,,255.0,343.0,81.0,200.0,302.0,292.0,427.0,198.0,,304.0,Bottom 6,59,668.98333333333,9,7,35,1989-09-05,USA,USA,72,204,2009,4,7,98,,
2024-2025,Curtis Lazar,NJD,F,423.0,47.0,,183.0,390.0,125.0,429.0,422.0,382.0,367.0,213.0,44.0,68.0,405.0,Bottom 6,48,507.21666666667,2,2,30,1995-02-02,CAN,CAN,72,203,2013,1,17,17,,
2024-2025,Cutter Gauthier,ANA,F,90.0,444.0,207.0,,316.0,443.0,44.0,149.0,336.0,160.0,348.0,281.0,,155.0,Bottom 6,81,1160.75,20,14,21,2004-01-19,SWE,,74,189,2022,1,5,5,,
2024-2025,Dakota Joshua,VAN,F,313.0,136.0,,148.0,337.0,119.0,404.0,208.0,355.0,324.0,274.0,23.0,,309.0,Bottom 6,57,738.76666666667,7,5,29,1996-05-15,USA,USA,75,206,2014,5,8,128,,
2024-2025,Daniel Sprong,"NJD, SEA, VAN",F,130.0,238.0,236.0,,321.0,110.0,24.0,197.0,109.0,88.0,209.0,251.0,,228.0,Bottom 6,30,365.91666666667,2,4,28,1997-03-17,NLD,NLD,72,202,2015,2,16,46,,
2024-2025,Danton Heinen,"PIT, VAN",F,234.0,174.0,,107.0,279.0,180.0,299.0,260.0,264.0,216.0,380.0,195.0,,274.0,Bottom 6,79,1061.9833333333,9,9,30,1995-07-05,CAN,CAN,73,188,2014,4,26,116,,
2024-2025,David Gustafsson,WPG,F,380.0,1.0,,198.0,318.0,3.0,363.0,418.0,427.0,361.0,143.0,238.0,58.0,419.0,Bottom 6,36,323.3,2,2,25,2000-04-11,SWE,SWE,74,212,2018,2,29,60,,
2024-2025,David Kampf,TOR,F,407.0,176.0,,62.0,414.0,144.0,431.0,399.0,438.0,332.0,226.0,227.0,57.0,395.0,Bottom 6,59,731.18333333333,5,7,30,1995-01-12,CZE,CZE,74,197,-,-,-,-,,
2024-2025,David Pastrnak,BOS,F,2.0,373.0,30.0,,154.0,214.0,2.0,4.0,3.0,6.0,31.0,324.0,,5.0,First Line,82,1655.2666666667,43,45,29,1996-05-25,CZE,CZE,73,195,2014,1,25,25,7.0,11.25
2024-2025,David Perron,OTT,F,278.0,279.0,83.0,,296.0,245.0,152.0,156.0,314.0,175.0,324.0,154.0,,186.0,Bottom 6,43,602.86666666667,9,4,37,1988-05-28,CAN,CAN,73,196,2007,1,26,26,,
