Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2009-2010,Bill Guerin,PIT,F,77.0,403.0,126.0,,67.0,352.0,36.0,101.0,166.0,200.0,358.0,255.0,,91.0,Second Line,78,1367.2666666667,21,12,54,1970-11-09,USA,USA,74,220,1989,1,5,5
2009-2010,Blair Betts,PHI,F,386.0,49.0,,6.0,407.0,170.0,381.0,341.0,431.0,383.0,303.0,142.0,62.0,319.0,Bottom 6,63,793.81666666667,8,5,45,1980-02-16,CAN,CAN,75,210,1998,2,6,33
2009-2010,Blake Comeau,NYI,F,144.0,379.0,263.0,148.0,166.0,394.0,201.0,164.0,215.0,135.0,282.0,133.0,,193.0,Bottom 6,61,940.08333333333,17,13,39,1986-02-18,CAN,CAN,73,200,2004,2,17,47
2009-2010,Blake Wheeler,BOS,F,82.0,251.0,182.0,111.0,64.0,231.0,190.0,112.0,248.0,162.0,383.0,287.0,,198.0,Second Line,82,1294.6166666667,18,14,38,1986-08-31,USA,USA,77,220,2004,1,5,5
2009-2010,Bobby Ryan,ANA,F,33.0,217.0,212.0,,98.0,158.0,33.0,6.0,22.0,114.0,31.0,189.0,,55.0,First Line,81,1497.7666666667,35,18,38,1987-03-17,USA,USA,74,208,2005,1,2,2
2009-2010,Boyd Gordon,WSH,F,307.0,2.0,,47.0,349.0,22.0,351.0,328.0,381.0,326.0,313.0,326.0,5.0,312.0,Bottom 6,36,370.43333333333,4,3,41,1983-10-19,CAN,CAN,72,200,2002,1,17,17
2009-2010,Brad Boyes,STL,F,135.0,343.0,87.0,,146.0,300.0,83.0,77.0,305.0,145.0,175.0,317.0,157.0,87.0,Second Line,82,1376.7166666667,14,14,43,1982-04-17,CAN,CAN,72,199,2000,1,24,24
2009-2010,Brad May,DET,F,421.0,272.0,,,373.0,181.0,385.0,427.0,2.0,402.0,401.0,51.0,,423.0,Fringe,40,278.98333333333,0,1,53,1971-11-29,CAN,CAN,73,213,1990,1,14,14
2009-2010,Brad Richards,DAL,F,74.0,370.0,25.0,185.0,124.0,314.0,39.0,167.0,226.0,12.0,139.0,436.0,58.0,17.0,First Line,80,1669.15,24,43,45,1980-05-02,CAN,CAN,72,199,1998,3,6,64
2009-2010,Brad Richardson,LAK,F,290.0,191.0,,174.0,364.0,148.0,168.0,376.0,262.0,227.0,44.0,174.0,153.0,315.0,Bottom 6,81,1040.7166666667,11,9,40,1985-02-04,CAN,CAN,72,190,2003,5,27,163
2009-2010,Brad Staubitz,SJS,F,389.0,94.0,,,416.0,13.0,378.0,354.0,17.0,357.0,433.0,16.0,,418.0,Fringe,47,292.05,3,1,41,1984-07-28,CAN,CAN,73,207,-,-,-,-
2009-2010,Brad Winchester,STL,F,371.0,241.0,262.0,,324.0,203.0,242.0,320.0,65.0,350.0,388.0,39.0,,365.0,Bottom 6,64,580.25,3,4,44,1981-03-01,USA,USA,77,230,2000,2,5,35
2009-2010,Brandon Bochenski,TBL,F,268.0,53.0,258.0,,176.0,64.0,223.0,329.0,334.0,128.0,155.0,345.0,,282.0,Bottom 6,28,343.63333333333,4,5,43,1982-04-04,USA,USA,73,195,2001,7,27,223
2009-2010,Brandon Dubinsky,NYR,F,85.0,388.0,135.0,131.0,9.0,389.0,157.0,214.0,247.0,139.0,104.0,98.0,42.0,132.0,First Line,69,1349.3,20,18,39,1986-04-29,USA,USA,74,208,2004,2,30,60
2009-2010,Brandon Prust,"CGY, NYR",F,349.0,50.0,,,137.0,32.0,399.0,373.0,82.0,319.0,394.0,72.0,,411.0,Fringe,69,524.2,5,6,41,1984-03-16,CAN,CAN,72,195,2004,3,5,70
2009-2010,Brandon Segal,"DAL, LAK",F,213.0,339.0,,,361.0,246.0,143.0,157.0,405.0,370.0,425.0,40.0,,357.0,Bottom 6,44,384.78333333333,6,2,42,1983-07-12,CAN,CAN,74,215,2002,4,6,102
2009-2010,Brandon Sutter,CAR,F,241.0,342.0,233.0,100.0,267.0,405.0,175.0,296.0,216.0,195.0,13.0,262.0,121.0,250.0,Second Line,72,1191.1833333333,21,18,36,1989-02-14,USA,CAN,75,190,2007,1,11,11
2009-2010,Brandon Yip,COL,F,189.0,410.0,,,404.0,368.0,169.0,23.0,394.0,107.0,416.0,186.0,,168.0,Bottom 6,32,469.95,11,7,40,1985-04-25,CAN,CAN,73,198,2004,8,12,239
2009-2010,Brendan Morrison,WSH,F,195.0,355.0,133.0,,109.0,339.0,355.0,217.0,71.0,119.0,317.0,374.0,80.0,224.0,Second Line,74,1164.4833333333,12,19,50,1975-08-15,CAN,CAN,71,176,1993,2,13,39
2009-2010,Brenden Morrow,DAL,F,235.0,120.0,175.0,99.0,200.0,78.0,256.0,105.0,148.0,147.0,252.0,86.0,,85.0,First Line,76,1457.2,20,13,46,1979-01-16,CAN,CAN,71,212,1997,1,25,25
2009-2010,Brian Boyle,NYR,F,344.0,227.0,,168.0,382.0,319.0,217.0,299.0,308.0,430.0,411.0,33.0,122.0,377.0,Fringe,71,598.08333333333,4,2,40,1984-12-18,USA,USA,78,245,2003,1,26,26
2009-2010,Brian Gionta,MTL,F,37.0,234.0,40.0,138.0,83.0,232.0,13.0,56.0,236.0,155.0,201.0,375.0,,37.0,First Line,61,1265.9833333333,28,7,46,1979-01-18,USA,USA,67,178,1998,3,24,82
2009-2010,Brian McGrattan,CGY,F,299.0,244.0,,,244.0,202.0,186.0,403.0,8.0,191.0,412.0,31.0,,425.0,Fringe,34,116.95,1,1,43,1981-09-02,CAN,CAN,76,235,1999,4,8,104
2009-2010,Brian Rolston,NJD,F,212.0,166.0,30.0,154.0,317.0,99.0,19.0,98.0,125.0,250.0,289.0,275.0,,108.0,Second Line,80,1354.2,20,10,52,1973-02-21,USA,USA,74,215,1991,1,11,11
2009-2010,Brian Sutherby,DAL,F,289.0,119.0,,224.0,384.0,113.0,252.0,250.0,23.0,371.0,311.0,47.0,178.0,369.0,Bottom 6,46,396.05,5,3,43,1982-03-01,CAN,CAN,74,208,2000,1,26,26
2009-2010,Brooks Laich,WSH,F,138.0,314.0,6.0,28.0,50.0,320.0,123.0,72.0,73.0,108.0,49.0,229.0,82.0,77.0,First Line,78,1426.4666666667,25,19,42,1983-06-23,CAN,CAN,74,200,2001,6,28,193
2009-2010,Bryan Little,ATL,F,132.0,292.0,161.0,,271.0,323.0,179.0,143.0,396.0,134.0,25.0,377.0,201.0,182.0,Second Line,79,1244.25,13,17,37,1987-11-12,CAN,CAN,72,191,2006,1,12,12
2009-2010,Byron Bitz,"BOS, FLA",F,352.0,39.0,,,376.0,44.0,384.0,303.0,273.0,337.0,223.0,80.0,,362.0,Bottom 6,52,573.96666666667,5,5,41,1984-07-21,CAN,CAN,77,215,2003,4,6,107
2009-2010,Cal Clutterbuck,MIN,F,328.0,130.0,,171.0,395.0,135.0,159.0,251.0,425.0,393.0,18.0,11.0,,285.0,Bottom 6,74,1056.6666666667,13,5,37,1987-11-18,CAN,CAN,72,212,2006,3,9,72
2009-2010,Cal O'Reilly,NSH,F,414.0,260.0,207.0,,219.0,263.0,434.0,404.0,152.0,324.0,385.0,437.0,137.0,363.0,Bottom 6,31,422.61666666667,2,3,38,1986-09-30,CAN,CAN,72,188,2005,5,25,150
2009-2010,Cam Janssen,STL,F,431.0,309.0,,,405.0,204.0,416.0,429.0,38.0,417.0,429.0,1.0,,436.0,Fringe,43,202.51666666667,0,0,41,1984-04-15,USA,USA,72,215,2002,4,21,117
2009-2010,Chad LaRose,CAR,F,103.0,390.0,,65.0,213.0,379.0,79.0,173.0,105.0,214.0,127.0,128.0,,180.0,Second Line,56,879.38333333333,11,9,43,1982-03-27,USA,USA,70,181,-,-,-,-
2009-2010,Chris Bourque,"PIT, WSH",F,426.0,394.0,,,202.0,407.0,340.0,436.0,124.0,270.0,423.0,123.0,,400.0,Bottom 6,21,201.16666666667,0,2,39,1986-01-29,USA,USA,68,174,2004,2,3,33
2009-2010,Chris Clark,"CBJ, WSH",F,376.0,344.0,,,301.0,311.0,291.0,394.0,335.0,329.0,364.0,125.0,,358.0,Bottom 6,74,878.35,7,7,49,1976-03-08,USA,USA,72,191,1994,3,25,77
2009-2010,Chris Drury,NYR,F,217.0,305.0,107.0,70.0,154.0,433.0,193.0,231.0,398.0,199.0,133.0,341.0,30.0,86.0,Second Line,77,1368.6833333333,14,12,49,1976-08-20,USA,USA,70,191,1994,3,20,72
2009-2010,Chris Durno,COL,F,347.0,159.0,,,393.0,182.0,397.0,232.0,237.0,363.0,426.0,58.0,,403.0,Fringe,41,306.0,4,2,44,1980-10-31,CAN,CAN,76,223,-,-,-,-
2009-2010,Chris Higgins,"CGY, NYR",F,185.0,296.0,168.0,33.0,232.0,386.0,74.0,277.0,321.0,331.0,129.0,178.0,,161.0,Second Line,67,1175.3,8,5,42,1983-06-02,USA,USA,72,205,2002,1,14,14
2009-2010,Chris Kelly,OTT,F,265.0,99.0,,55.0,275.0,126.0,361.0,259.0,112.0,293.0,264.0,246.0,160.0,255.0,Bottom 6,81,1212.1833333333,15,10,44,1980-11-11,CAN,CAN,72,190,1999,3,28,94
2009-2010,Chris Kunitz,PIT,F,31.0,215.0,104.0,179.0,7.0,130.0,85.0,90.0,104.0,84.0,253.0,97.0,,105.0,Second Line,50,821.73333333333,13,13,45,1979-09-26,CAN,CAN,72,188,-,-,-,-
2009-2010,Chris Neil,OTT,F,257.0,123.0,278.0,,208.0,129.0,286.0,323.0,54.0,188.0,381.0,12.0,,339.0,Bottom 6,68,814.51666666667,10,10,46,1979-06-18,CAN,CAN,73,209,1998,6,16,161
2009-2010,Chris Stewart,COL,F,88.0,428.0,237.0,,337.0,412.0,71.0,49.0,159.0,112.0,188.0,164.0,,141.0,Second Line,77,1285.7,28,23,37,1987-10-30,CAN,CAN,74,242,2006,1,18,18
2009-2010,Chris Thorburn,ATL,F,356.0,173.0,,194.0,308.0,275.0,362.0,360.0,307.0,295.0,309.0,79.0,,375.0,Bottom 6,76,758.68333333333,4,7,42,1983-06-03,CAN,CAN,75,235,2001,2,20,50
2009-2010,Christian Hanson,TOR,F,374.0,422.0,,,277.0,420.0,299.0,405.0,161.0,291.0,371.0,165.0,126.0,351.0,Bottom 6,31,414.53333333333,2,4,39,1986-03-10,USA,USA,76,228,-,-,-,-
2009-2010,Chuck Kobasew,"BOS, MIN",F,281.0,176.0,229.0,239.0,406.0,239.0,247.0,80.0,287.0,254.0,231.0,179.0,,199.0,Bottom 6,49,681.65,9,3,43,1982-04-17,CAN,CAN,72,192,2001,1,14,14
2009-2010,Clarke MacArthur,"ATL, BUF",F,204.0,303.0,217.0,,151.0,308.0,293.0,121.0,300.0,215.0,260.0,227.0,194.0,230.0,Bottom 6,81,1190.1166666667,16,12,40,1985-04-06,CAN,CAN,72,192,2003,3,6,74
2009-2010,Claude Giroux,PHI,F,152.0,232.0,231.0,161.0,43.0,296.0,307.0,225.0,85.0,67.0,145.0,270.0,109.0,169.0,Second Line,82,1362.3,16,22,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22
2009-2010,Cody McLeod,COL,F,286.0,194.0,,136.0,387.0,205.0,199.0,267.0,264.0,353.0,375.0,36.0,,309.0,Bottom 6,74,956.65,7,8,41,1984-06-26,CAN,CAN,74,204,-,-,-,-
2009-2010,Colby Armstrong,ATL,F,182.0,332.0,267.0,68.0,141.0,357.0,348.0,145.0,388.0,301.0,202.0,214.0,,242.0,Bottom 6,79,1168.6166666667,15,9,42,1982-11-23,CAN,CAN,74,185,2001,1,21,21
2009-2010,Colin Fraser,CHI,F,245.0,16.0,,109.0,228.0,24.0,334.0,331.0,420.0,315.0,59.0,201.0,114.0,350.0,Bottom 6,70,671.98333333333,7,6,40,1985-01-28,CAN,CAN,73,190,2003,3,1,69
2009-2010,Colin Wilson,NSH,F,197.0,186.0,205.0,,185.0,128.0,331.0,171.0,267.0,283.0,89.0,361.0,131.0,252.0,Bottom 6,35,530.65,8,5,35,1989-10-20,USA,USA,73,215,2008,1,7,7
2009-2010,Colton Orr,TOR,F,422.0,142.0,,,377.0,229.0,415.0,401.0,199.0,429.0,432.0,15.0,,421.0,Fringe,82,563.05,4,1,43,1982-03-03,CAN,CAN,75,222,-,-,-,-
2009-2010,Corey Perry,ANA,F,21.0,282.0,51.0,,143.0,222.0,35.0,46.0,90.0,37.0,222.0,213.0,,25.0,First Line,82,1726.95,27,28,40,1985-05-16,CAN,CAN,75,208,2003,1,28,28
2009-2010,Cory Stillman,FLA,F,143.0,413.0,115.0,236.0,220.0,410.0,195.0,106.0,203.0,42.0,203.0,252.0,,103.0,Second Line,58,1018.9333333333,15,16,51,1973-12-20,CAN,CAN,72,193,1992,1,6,6
2009-2010,Craig Adams,PIT,F,397.0,43.0,,155.0,328.0,100.0,325.0,424.0,140.0,333.0,167.0,52.0,180.0,376.0,Bottom 6,82,910.01666666667,0,5,48,1977-04-26,BRN,CAN,72,200,1996,9,8,223
2009-2010,Craig Conroy,CGY,F,246.0,61.0,276.0,74.0,59.0,76.0,414.0,371.0,276.0,129.0,137.0,294.0,31.0,276.0,Bottom 6,63,854.68333333333,3,9,53,1971-09-04,USA,USA,74,193,1990,6,18,123
2009-2010,Curtis Glencross,CGY,F,119.0,70.0,235.0,135.0,48.0,43.0,166.0,137.0,118.0,157.0,209.0,162.0,,194.0,Second Line,67,1053.2833333333,15,10,42,1982-12-28,CAN,CAN,73,197,-,-,-,-
2009-2010,Dainius Zubrus,NJD,F,192.0,44.0,157.0,,123.0,27.0,324.0,240.0,235.0,137.0,205.0,211.0,154.0,208.0,Second Line,51,840.23333333333,10,11,47,1978-06-16,LTU,LTU,77,225,1996,1,15,15
2009-2010,Dan Sexton,ANA,F,126.0,348.0,,,169.0,341.0,75.0,139.0,44.0,316.0,182.0,281.0,,209.0,Bottom 6,41,553.25,9,4,38,1987-04-29,USA,USA,69,180,-,-,-,-
2009-2010,Daniel Alfredsson,OTT,F,108.0,216.0,56.0,29.0,77.0,270.0,162.0,85.0,74.0,24.0,161.0,371.0,,26.0,First Line,70,1376.5833333333,20,25,52,1972-12-11,SWE,SWE,71,203,1994,6,3,133
2009-2010,Daniel Briere,PHI,F,41.0,425.0,47.0,,30.0,415.0,116.0,20.0,40.0,49.0,238.0,322.0,174.0,74.0,Second Line,75,1243.9166666667,26,16,47,1977-10-06,CAN,CAN,69,174,1996,1,24,24
2009-2010,Daniel Carcillo,PHI,F,297.0,316.0,241.0,,313.0,272.0,130.0,257.0,168.0,314.0,184.0,29.0,,302.0,Bottom 6,76,854.88333333333,12,6,40,1985-01-28,CAN,CAN,72,200,2003,3,5,73
2009-2010,Daniel Cleary,DET,F,56.0,210.0,140.0,46.0,11.0,141.0,148.0,185.0,77.0,179.0,239.0,171.0,,135.0,Second Line,64,1102.7666666667,15,12,46,1978-12-18,CAN,CAN,73,205,1997,1,13,13
2009-2010,Daniel Paille,"BOS, BUF",F,249.0,98.0,,48.0,339.0,67.0,301.0,212.0,154.0,306.0,47.0,208.0,,290.0,Bottom 6,76,1042.6166666667,10,3,41,1984-04-15,CAN,CAN,73,188,2002,1,20,20
2009-2010,Daniel Sedin,VAN,F,4.0,313.0,50.0,,25.0,206.0,14.0,21.0,33.0,4.0,189.0,433.0,,10.0,First Line,63,1205.75,29,35,44,1980-09-26,SWE,SWE,73,190,1999,1,2,2
2009-2010,Daniel Winnik,PHX,F,361.0,75.0,,38.0,335.0,138.0,358.0,393.0,358.0,378.0,76.0,143.0,,313.0,Bottom 6,74,972.7,4,7,40,1985-03-06,CAN,CAN,74,210,2004,9,7,265
2009-2010,Dany Heatley,SJS,F,34.0,381.0,9.0,177.0,92.0,355.0,47.0,13.0,184.0,71.0,331.0,282.0,,12.0,First Line,82,1658.7166666667,39,26,44,1981-01-21,DEU,CAN,75,212,2000,1,2,2
2009-2010,Darcy Hordichuk,VAN,F,432.0,308.0,,,434.0,269.0,420.0,381.0,339.0,431.0,50.0,3.0,,427.0,Fringe,56,337.71666666667,1,0,45,1980-08-10,CAN,CAN,73,215,2000,6,13,180
2009-2010,Darcy Tucker,COL,F,370.0,79.0,137.0,,341.0,66.0,346.0,246.0,107.0,292.0,191.0,131.0,,283.0,Bottom 6,71,860.38333333333,10,9,50,1975-03-15,CAN,CAN,70,178,1993,6,21,151
2009-2010,Darren Helm,DET,F,260.0,220.0,,115.0,242.0,265.0,109.0,314.0,253.0,373.0,48.0,90.0,129.0,241.0,Bottom 6,75,1087.0666666667,11,6,38,1987-01-21,CAN,CAN,72,192,2005,5,7,132
2009-2010,Darroll Powe,PHI,F,317.0,93.0,,169.0,346.0,227.0,203.0,287.0,285.0,386.0,280.0,46.0,110.0,314.0,Bottom 6,63,760.41666666667,9,5,40,1985-06-22,CAN,CAN,71,212,-,-,-,-
2009-2010,Dave Bolland,CHI,F,251.0,177.0,222.0,60.0,63.0,198.0,396.0,265.0,351.0,176.0,232.0,251.0,93.0,233.0,Second Line,39,677.15,6,6,39,1986-06-05,CAN,CAN,72,188,2004,2,2,32
2009-2010,David Backes,STL,F,121.0,95.0,127.0,126.0,138.0,153.0,185.0,120.0,336.0,197.0,315.0,59.0,158.0,110.0,First Line,79,1445.75,17,18,41,1984-05-01,USA,USA,75,215,2003,2,32,62
2009-2010,David Booth,FLA,F,19.0,384.0,141.0,,129.0,373.0,11.0,39.0,265.0,205.0,24.0,177.0,,54.0,First Line,28,507.68333333333,8,2,40,1984-11-24,USA,USA,72,212,2004,2,23,53
2009-2010,David Clarkson,NJD,F,200.0,74.0,216.0,,415.0,42.0,56.0,104.0,96.0,171.0,284.0,74.0,,202.0,Bottom 6,46,664.35,11,7,41,1984-03-31,CAN,CAN,72,207,-,-,-,-
2009-2010,David Jones,COL,F,232.0,221.0,,,307.0,230.0,352.0,45.0,97.0,207.0,36.0,182.0,,205.0,Second Line,23,412.31666666667,10,5,41,1984-08-10,CAN,CAN,75,208,2003,9,27,288
2009-2010,David Koci,COL,F,424.0,424.0,,,330.0,342.0,433.0,377.0,32.0,437.0,437.0,8.0,,435.0,Fringe,43,131.2,1,0,44,1981-05-12,CZE,CZE,78,238,2000,5,16,146
2009-2010,David Krejci,BOS,F,124.0,104.0,136.0,142.0,44.0,108.0,320.0,210.0,263.0,30.0,102.0,272.0,66.0,116.0,First Line,79,1441.4666666667,17,22,39,1986-04-28,CZE,CZE,72,192,2004,2,33,63
2009-2010,David Legwand,NSH,F,262.0,278.0,169.0,14.0,191.0,223.0,278.0,275.0,355.0,206.0,235.0,417.0,87.0,163.0,First Line,82,1533.8,11,15,45,1980-08-17,USA,USA,74,207,1998,1,2,2
2009-2010,David Moss,CGY,F,134.0,27.0,214.0,217.0,108.0,23.0,58.0,234.0,193.0,216.0,179.0,185.0,,223.0,Bottom 6,64,877.71666666667,8,8,43,1981-12-28,USA,USA,76,210,2001,7,24,220
2009-2010,David Perron,STL,F,116.0,222.0,139.0,,241.0,168.0,181.0,142.0,55.0,54.0,27.0,223.0,,177.0,Second Line,82,1324.7166666667,20,20,37,1988-05-28,CAN,CAN,73,196,2007,1,26,26
2009-2010,David Steckel,WSH,F,325.0,128.0,,41.0,187.0,93.0,364.0,378.0,418.0,365.0,199.0,156.0,2.0,331.0,Bottom 6,79,979.96666666667,5,6,43,1982-03-15,USA,USA,78,215,2001,1,30,30
2009-2010,Daymond Langkow,CGY,F,183.0,1.0,160.0,172.0,111.0,5.0,264.0,160.0,258.0,180.0,180.0,297.0,101.0,115.0,First Line,72,1361.6833333333,14,10,48,1976-09-27,CAN,CAN,70,181,1995,1,5,5
2009-2010,Dean McAmmond,NJD,F,324.0,58.0,,175.0,311.0,53.0,341.0,308.0,314.0,282.0,226.0,346.0,98.0,324.0,Bottom 6,62,797.13333333333,8,6,52,1973-06-15,CAN,CAN,71,195,1991,1,22,22
