Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2022-2023,Bo Horvat,NYI,F,178.0,203.0,63.0,163.0,190.0,285.0,193.0,114.0,241.0,315.0,205.0,263.0,21.0,49.0,First Line,79,1631.6666666667,38,32,70,29.82,49.07,48.88,27,1995-04-05,CAN,CAN,72,215,2013,1,9,8477500.0
2022-2023,Bo Horvat,VAN,F,178.0,203.0,63.0,163.0,190.0,285.0,193.0,114.0,241.0,315.0,205.0,263.0,21.0,49.0,First Line,79,1631.6666666667,38,32,70,29.82,49.07,48.88,27,1995-04-05,CAN,CAN,72,215,2013,1,9,8477500.0
2022-2023,Boone Jenner,CBJ,F,177.0,315.0,161.0,,259.0,425.0,90.0,108.0,273.0,358.0,204.0,148.0,26.0,71.0,First Line,68,1374.1,26,19,45,30.64,40.38,47.81,29,1993-06-15,CAN,CAN,74,203,2011,2,37,8476432.0
2022-2023,Boris Katchouk,CHI,F,386.0,264.0,,78.0,364.0,259.0,318.0,386.0,321.0,381.0,190.0,76.0,,410.0,Fourth Line,58,701.2,5,11,16,7.51,38.30,43.94,24,1998-06-18,CAN,CAN,74,206,2016,2,44,8479383.0
2022-2023,Brad Marchand,BOS,F,23.0,162.0,29.0,63.0,8.0,10.0,75.0,96.0,19.0,59.0,104.0,231.0,,35.0,First Line,73,1352.55,21,46,67,20.13,70.15,59.11,34,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
2022-2023,Brady Tkachuk,OTT,F,13.0,403.0,17.0,,47.0,304.0,5.0,47.0,33.0,25.0,230.0,40.0,112.0,19.0,First Line,82,1527.8333333333,35,48,83,50.19,49.59,56.63,22,1999-09-16,USA,USA,76,221,2018,1,4,8480801.0
2022-2023,Brandon Duhaime,MIN,F,227.0,105.0,,3.0,323.0,110.0,87.0,125.0,375.0,369.0,218.0,17.0,,371.0,Fourth Line,51,548.6,9,1,10,9.61,60.00,51.63,25,1997-05-22,USA,USA,74,200,2016,4,106,8479520.0
2022-2023,Brandon Hagel,TBL,F,160.0,252.0,207.0,94.0,59.0,303.0,226.0,105.0,271.0,119.0,106.0,290.0,,132.0,First Line,81,1510.4,30,34,64,27.11,56.73,53.54,24,1998-08-27,CAN,CAN,74,179,2016,6,159,8479542.0
2022-2023,Brandon Saad,STL,F,218.0,307.0,173.0,113.0,237.0,321.0,280.0,140.0,242.0,365.0,188.0,420.0,,176.0,Second Line,71,1182.5,19,18,37,15.15,46.59,46.26,29,1992-10-27,USA,USA,73,215,2011,2,43,8476438.0
2022-2023,Brandon Tanev,SEA,F,279.0,16.0,,72.0,350.0,16.0,268.0,222.0,240.0,168.0,119.0,46.0,,213.0,Third Line,82,1166.05,16,19,35,18.44,57.97,53.28,30,1991-12-31,CAN,CAN,72,189,-,-,-,8479293.0
2022-2023,Brayden Point,TBL,F,40.0,360.0,53.0,,26.0,345.0,157.0,16.0,135.0,61.0,47.0,332.0,105.0,29.0,First Line,82,1612.9166666667,51,44,95,36.47,55.22,54.69,26,1996-03-13,CAN,CAN,71,180,2014,3,79,8478010.0
2022-2023,Brayden Schenn,STL,F,284.0,411.0,99.0,,338.0,412.0,396.0,249.0,134.0,312.0,295.0,122.0,138.0,112.0,First Line,82,1511.2,21,44,65,19.17,46.79,41.87,31,1991-08-22,CAN,CAN,73,199,2009,1,5,8475170.0
2022-2023,Brendan Gallagher,MTL,F,44.0,309.0,271.0,,239.0,228.0,9.0,88.0,59.0,295.0,249.0,262.0,,173.0,Third Line,37,528.41666666667,8,6,14,10.0,48.72,49.44,30,1992-05-06,CAN,CAN,69,186,2010,5,147,8475848.0
2022-2023,Brendan Lemieux,LAK,F,270.0,209.0,,,231.0,108.0,270.0,345.0,194.0,93.0,439.0,16.0,,420.0,Fourth Line,45,458.16666666667,2,7,9,3.88,42.86,49.0,26,1996-03-15,USA,USA,73,215,2014,2,31,8477962.0
2022-2023,Brendan Lemieux,PHI,F,270.0,209.0,,,231.0,108.0,270.0,345.0,194.0,93.0,439.0,16.0,,420.0,Fourth Line,45,458.16666666667,2,7,9,3.88,42.86,49.0,26,1996-03-15,USA,USA,73,215,2014,2,31,8477962.0
2022-2023,Brett Howden,VGK,F,362.0,75.0,,104.0,329.0,253.0,407.0,287.0,323.0,266.0,349.0,106.0,81.0,359.0,Fourth Line,54,705.18333333333,6,7,13,7.98,55.00,46.48,24,1998-03-29,CAN,CAN,74,203,2016,1,27,8479353.0
2022-2023,Brett Leason,ANA,F,412.0,425.0,,,402.0,437.0,290.0,291.0,433.0,349.0,289.0,300.0,,425.0,Fourth Line,54,588.16666666667,6,3,9,5.58,27.08,34.73,23,1999-04-30,CAN,CAN,77,218,2019,2,56,8481517.0
2022-2023,Brett Ritchie,ARI,F,271.0,216.0,,,212.0,26.0,109.0,159.0,438.0,166.0,368.0,60.0,,396.0,Fourth Line,50,502.51666666667,8,5,13,5.57,51.43,51.6,29,1993-07-01,CAN,CAN,76,215,2011,2,44,8476439.0
2022-2023,Brett Ritchie,CGY,F,271.0,216.0,,,212.0,26.0,109.0,159.0,438.0,166.0,368.0,60.0,,396.0,Fourth Line,50,502.51666666667,8,5,13,5.57,51.43,51.6,29,1993-07-01,CAN,CAN,76,215,2011,2,44,8476439.0
2022-2023,Brock Boeser,VAN,F,233.0,349.0,70.0,,248.0,368.0,190.0,281.0,219.0,143.0,286.0,358.0,,99.0,Second Line,74,1275.8666666667,18,37,55,22.62,44.17,43.44,25,1997-02-25,USA,USA,73,208,2015,1,23,8478444.0
2022-2023,Brock McGinn,ANA,F,364.0,188.0,,137.0,370.0,227.0,331.0,216.0,407.0,425.0,52.0,158.0,,318.0,Fourth Line,75,977.55,12,7,19,9.81,37.10,44.7,28,1994-02-02,CAN,CAN,72,187,2012,2,47,8476934.0
2022-2023,Brock McGinn,PIT,F,364.0,188.0,,137.0,370.0,227.0,331.0,216.0,407.0,425.0,52.0,158.0,,318.0,Fourth Line,75,977.55,12,7,19,9.81,37.10,44.7,28,1994-02-02,CAN,CAN,72,187,2012,2,47,8476934.0
2022-2023,Brock Nelson,NYI,F,57.0,297.0,60.0,,98.0,372.0,165.0,24.0,74.0,80.0,95.0,380.0,126.0,61.0,First Line,82,1511.7,36,39,75,25.78,61.21,49.24,30,1991-10-15,USA,USA,76,210,2010,1,30,8475754.0
2022-2023,Bryan Rust,PIT,F,71.0,369.0,83.0,67.0,52.0,277.0,61.0,134.0,154.0,5.0,158.0,237.0,,86.0,Second Line,81,1449.8666666667,20,26,46,28.09,54.84,55.0,30,1992-05-11,USA,USA,71,192,2010,3,80,8475810.0
2022-2023,Cal Clutterbuck,NYI,F,426.0,118.0,,126.0,394.0,128.0,401.0,379.0,426.0,429.0,353.0,13.0,,381.0,Fourth Line,49,598.96666666667,6,6,12,5.69,60.00,45.38,34,1987-11-18,CAN,CAN,72,212,2006,3,72,8473504.0
2022-2023,Calle Jarnkrok,TOR,F,242.0,178.0,237.0,110.0,236.0,144.0,298.0,87.0,365.0,253.0,126.0,330.0,,221.0,Third Line,73,1049.9166666667,20,19,39,13.4,55.56,51.89,30,1991-09-25,SWE,SWE,72,192,2010,2,51,8475714.0
2022-2023,Carl Grundstrom,LAK,F,145.0,295.0,,,196.0,175.0,62.0,63.0,300.0,77.0,370.0,43.0,,333.0,Fourth Line,57,612.86666666667,12,7,19,8.53,48.08,53.06,24,1997-12-01,SWE,SWE,72,195,2016,2,57,8479336.0
2022-2023,Carter Verhaeghe,FLA,F,9.0,305.0,104.0,,3.0,215.0,38.0,5.0,84.0,175.0,293.0,387.0,,67.0,Second Line,81,1417.6666666667,42,31,73,31.7,61.82,56.37,27,1995-08-14,CAN,CAN,74,180,2013,3,82,8477409.0
2022-2023,Casey Cizikas,NYI,F,396.0,139.0,,87.0,417.0,152.0,334.0,369.0,348.0,436.0,361.0,69.0,16.0,348.0,Third Line,81,1177.45,6,15,21,12.24,45.90,45.29,31,1991-02-27,CAN,CAN,71,190,2009,4,92,8475231.0
2022-2023,Casey Mittelstadt,BUF,F,243.0,280.0,228.0,,225.0,248.0,302.0,344.0,115.0,190.0,78.0,403.0,148.0,182.0,Second Line,82,1289.7166666667,15,44,59,14.22,50.00,48.04,23,1998-11-22,USA,USA,73,195,2017,1,8,8479999.0
2022-2023,Chandler Stephenson,VGK,F,236.0,144.0,128.0,124.0,114.0,279.0,433.0,380.0,52.0,151.0,115.0,307.0,33.0,123.0,First Line,81,1540.3833333333,16,49,65,18.03,57.28,51.91,28,1994-04-22,CAN,CAN,72,209,2012,3,77,8476905.0
2022-2023,Charlie Coyle,BOS,F,225.0,149.0,,25.0,183.0,201.0,287.0,206.0,236.0,388.0,110.0,264.0,64.0,193.0,Second Line,82,1392.8833333333,16,29,45,14.89,61.45,50.78,30,1992-03-02,USA,USA,75,223,2010,1,28,8475745.0
2022-2023,Chris Kreider,NYR,F,139.0,256.0,12.0,115.0,205.0,130.0,93.0,39.0,304.0,293.0,316.0,131.0,,64.0,First Line,79,1454.6333333333,36,18,54,36.12,62.34,52.66,31,1991-04-30,USA,USA,75,230,2009,1,19,8475184.0
2022-2023,Chris Tierney,FLA,F,433.0,320.0,,173.0,407.0,390.0,440.0,417.0,392.0,344.0,382.0,345.0,130.0,403.0,Fourth Line,36,391.06666666667,3,7,10,1.49,39.02,37.39,28,1994-07-01,CAN,CAN,73,191,2012,2,55,8476919.0
2022-2023,Chris Tierney,MTL,F,433.0,320.0,,173.0,407.0,390.0,440.0,417.0,392.0,344.0,382.0,345.0,130.0,403.0,Fourth Line,36,391.06666666667,3,7,10,1.49,39.02,37.39,28,1994-07-01,CAN,CAN,73,191,2012,2,55,8476919.0
2022-2023,Christian Dvorak,MTL,F,382.0,377.0,244.0,192.0,321.0,429.0,404.0,332.0,358.0,394.0,198.0,409.0,40.0,197.0,Second Line,64,1079.0833333333,10,18,28,13.55,39.68,40.38,26,1996-02-02,USA,USA,73,193,2014,2,58,8477989.0
2022-2023,Christian Fischer,ARI,F,363.0,399.0,,154.0,411.0,369.0,238.0,316.0,339.0,363.0,113.0,108.0,,334.0,Third Line,80,1187.5833333333,13,14,27,11.69,42.86,42.96,25,1997-04-15,USA,USA,74,212,2015,2,32,8478432.0
2022-2023,Claude Giroux,OTT,F,76.0,204.0,81.0,185.0,35.0,154.0,127.0,65.0,191.0,153.0,88.0,301.0,11.0,65.0,First Line,82,1541.2666666667,35,44,79,21.97,50.89,56.19,34,1988-01-12,CAN,CAN,71,190,2006,1,22,8473512.0
2022-2023,Clayton Keller,ARI,F,104.0,329.0,164.0,,276.0,306.0,176.0,60.0,51.0,269.0,72.0,428.0,,48.0,First Line,82,1701.5166666667,37,49,86,22.54,50.39,47.38,24,1998-07-29,USA,USA,70,178,2016,1,7,8479343.0
2022-2023,Cody Glass,NSH,F,286.0,55.0,153.0,,201.0,115.0,326.0,414.0,173.0,163.0,237.0,273.0,133.0,224.0,Third Line,72,1063.2333333333,14,21,35,16.88,61.82,50.46,23,1999-04-01,CAN,CAN,75,206,2017,1,6,8479996.0
2022-2023,Cole Caufield,MTL,F,136.0,422.0,145.0,,345.0,406.0,24.0,4.0,400.0,91.0,22.0,413.0,,59.0,First Line,46,830.28333333333,26,10,36,16.27,51.39,43.52,21,2001-01-02,USA,USA,67,174,2019,1,15,8481540.0
2022-2023,Cole Perfetti,WPG,F,215.0,90.0,159.0,,126.0,93.0,231.0,348.0,158.0,15.0,378.0,331.0,,189.0,Third Line,51,763.43333333333,8,22,30,10.71,60.42,50.69,20,2002-01-01,CAN,CAN,71,184,2020,1,10,8482149.0
2022-2023,Cole Sillinger,CBJ,F,337.0,322.0,183.0,,356.0,389.0,187.0,405.0,298.0,85.0,398.0,127.0,165.0,329.0,Fourth Line,64,851.78333333333,3,8,11,11.23,31.25,44.92,19,2003-05-16,USA,USA,73,201,2021,1,12,8482705.0
2022-2023,Cole Smith,NSH,F,391.0,226.0,,97.0,348.0,239.0,425.0,438.0,202.0,411.0,272.0,21.0,,413.0,Fourth Line,69,879.23333333333,4,13,17,9.91,40.91,46.02,26,1995-10-28,USA,USA,75,195,-,-,-,8482062.0
2022-2023,Colin Blackwell,CHI,F,400.0,294.0,,30.0,418.0,269.0,370.0,381.0,314.0,352.0,7.0,157.0,,382.0,Fourth Line,53,625.45,2,8,10,5.27,31.82,40.2,29,1993-03-28,USA,USA,69,190,2011,7,193,8476278.0
2022-2023,Colin White,FLA,F,369.0,137.0,,,291.0,94.0,325.0,362.0,382.0,201.0,279.0,179.0,,343.0,Fourth Line,68,655.2,8,7,15,6.43,50.00,47.16,25,1997-01-30,USA,USA,73,194,2015,1,21,8478400.0
2022-2023,Colton Sissons,NSH,F,407.0,237.0,,175.0,307.0,296.0,421.0,370.0,398.0,414.0,248.0,83.0,19.0,322.0,Second Line,82,1297.85,12,18,30,12.54,46.05,45.03,28,1993-11-05,CAN,CAN,73,200,2012,2,50,8476925.0
2022-2023,Connor Dewar,MIN,F,393.0,7.0,,36.0,393.0,21.0,246.0,433.0,333.0,379.0,300.0,82.0,150.0,385.0,Fourth Line,81,887.91666666667,6,12,18,9.42,39.53,47.65,23,1999-06-26,CAN,CAN,70,183,2018,3,92,8480980.0
2022-2023,Connor McDavid,EDM,F,6.0,183.0,2.0,46.0,10.0,167.0,56.0,14.0,16.0,79.0,10.0,291.0,63.0,1.0,First Line,82,1835.6166666667,64,89,153,43.97,54.74,57.72,25,1997-01-13,CAN,CAN,73,193,2015,1,1,8478402.0
2022-2023,Conor Garland,VAN,F,111.0,171.0,202.0,,187.0,169.0,79.0,162.0,100.0,222.0,11.0,342.0,,140.0,Third Line,81,1224.2166666667,17,29,46,17.5,49.38,48.68,26,1996-03-11,USA,USA,70,165,2015,5,123,8478856.0
2022-2023,Conor Sheary,WSH,F,174.0,180.0,230.0,172.0,158.0,302.0,146.0,156.0,222.0,74.0,121.0,335.0,,195.0,Second Line,82,1292.7666666667,15,22,37,17.43,53.93,49.99,30,1992-06-08,USA,USA,69,179,-,-,-,8477839.0
