Season,Player ID,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2014-2015,8477444,Andre Burakovsky,WSH,F,73.0,58.8,69.6,33.3,,72.5,53.0,35.4,39.0,72.0,24.6,95.9,90.8,73.3,18.1,113,172,127,175.0,,115,196,269,254,117,314,18,39,112,341,415,261,195,Fourth Line,53.0,684.8,9.0,13.0,22.0,6.6,61.11,56.67,L,75.0,203.0,1995-02-09,AUT,2013.0,1.0,23.0,L,19,"[None, None, None, None, 73]","[None, None, None, None, 61]","[None, None, None, None, 67]","[None, None, None, None, 'WSH']"
2014-2015,8475250,Andrej Nestrasil,CAR,F,29.9,53.5,58.1,29.5,,8.0,27.2,57.3,60.5,50.1,50.8,88.2,28.2,43.1,44.1,292,194,175,185.0,,383,299,178,165,208,205,50,299,237,233,415,261,195,Fourth Line,54.0,720.98,7.0,13.0,20.0,9.55,52.5,54.77,C,75.0,200.0,1991-02-22,CZE,2009.0,3.0,75.0,L,23,"[None, None, None, None, 34]","[None, None, None, None, 58]","[None, None, None, None, 59]","[None, None, None, None, 'CAR']"
2014-2015,8471699,Andrew Cogliano,ANA,F,72.5,56.4,43.4,,81.0,81.9,76.1,57.8,57.6,75.2,48.9,35.4,66.5,56.4,70.4,115,182,236,,38.0,76,100,176,177,104,213,269,140,182,124,415,261,195,Third Line,82.0,1197.28,15.0,14.0,29.0,15.52,47.44,51.72,C,70.0,179.0,1987-06-14,CAN,2005.0,1.0,25.0,L,27,"[6, 46, 80, 66, 71]","[51, 24, 60, 47, 59]","[11, 21, 48, 31, 57]","['EDM', 'ANA', 'ANA', 'ANA', 'ANA']"
2014-2015,8471956,Andrew Desjardins,CHI,F,19.0,9.9,71.3,,74.9,25.8,9.4,9.9,6.3,41.2,69.4,11.8,17.8,68.9,5.1,337,375,120,,50.0,309,373,375,389,245,128,367,342,130,395,415,261,195,Fourth Line,69.0,741.0,5.0,5.0,10.0,4.43,43.75,42.79,L,73.0,195.0,1986-07-27,CAN,,,,L,28,"[None, 40, 45, 24, 14]","[None, 39, 32, 10, 3]","[None, 58, 65, 79, 68]","[None, 'SJS', 'SJS', 'SJS', 'CHI']"
2014-2015,8471217,Andrew Ladd,WPG,F,88.0,93.5,40.0,79.7,20.0,83.4,84.6,82.9,88.7,6.5,79.5,45.1,80.0,79.3,96.6,51,28,250,54.0,157.0,70,65,72,48,386,86,229,84,87,15,415,261,195,First Line,81.0,1625.87,24.0,38.0,62.0,23.64,57.14,53.22,L,75.0,205.0,1985-12-12,CAN,2004.0,1.0,4.0,L,28,"[71, 60, 89, 86, 82]","[84, 89, 95, 92, 90]","[22, 15, 17, 39, 62]","['ATL', 'WPG', 'WPG', 'WPG', 'WPG']"
2014-2015,8476381,Andrew Shaw,CHI,F,32.0,64.3,30.6,38.7,,21.7,55.4,80.7,16.1,33.7,86.5,96.9,36.1,79.5,21.0,283,149,289,161.0,,326,186,81,348,273,57,14,266,86,329,415,261,195,Third Line,79.0,1180.87,15.0,11.0,26.0,18.74,40.32,50.7,R,71.0,182.0,1991-07-20,CAN,2011.0,5.0,139.0,R,23,"[None, 86, 54, 59, 13]","[None, 40, 40, 63, 69]","[None, 59, 64, 43, 16]","[None, 'CHI', 'CHI', 'CHI', 'CHI']"
2014-2015,8474849,Antoine Roussel,DAL,F,46.7,68.0,41.7,,12.8,71.1,66.5,53.7,29.6,5.3,76.4,8.0,21.2,53.0,74.7,222,134,243,,171.0,121,140,193,293,391,99,383,328,196,106,415,261,195,Third Line,80.0,1161.75,13.0,12.0,25.0,13.4,39.29,50.99,L,71.0,200.0,1989-11-21,FRA,,,,L,24,"[None, None, 53, 46, 48]","[None, None, 44, 71, 72]","[None, None, 51, 53, 33]","[None, None, 'DAL', 'DAL', 'DAL']"
2014-2015,8468535,Antoine Vermette,CHI,F,56.6,68.7,34.9,45.6,25.6,74.7,47.2,37.8,50.8,9.2,45.8,61.0,35.2,17.8,93.7,181,131,271,143.0,146.0,106,219,259,205,375,226,163,270,342,27,415,261,195,Second Line,82.0,1463.03,13.0,25.0,38.0,11.54,38.71,42.89,C,73.0,197.0,1982-07-20,CAN,2000.0,2.0,55.0,L,32,"[45, 74, 70, 80, 17]","[82, 92, 78, 74, 48]","[53, 50, 32, 53, 28]","['CBJ', 'PHX', 'PHX', 'PHX', 'CHI']"
2014-2015,8475165,Anton Lander,EDM,F,18.1,32.3,31.6,42.9,55.9,11.3,1.2,15.2,27.2,67.2,51.1,24.6,1.2,3.4,21.7,341,282,285,150.0,87.0,369,407,353,302,137,204,314,411,402,326,415,261,195,Third Line,38.0,570.45,6.0,14.0,20.0,7.19,36.84,44.48,C,72.0,184.0,1991-04-24,SWE,2009.0,2.0,40.0,L,23,"[None, 17, None, 37, 16]","[None, 25, None, 11, 56]","[None, 45, None, 52, 21]","[None, 'EDM', None, 'EDM', 'EDM']"
2014-2015,8471685,Anze Kopitar,LAK,F,98.6,94.9,99.3,85.1,19.5,87.7,80.5,62.7,89.4,80.5,52.8,57.1,63.6,96.6,93.3,7,22,4,40.0,158.0,52,82,156,45,82,197,179,152,15,29,415,261,195,First Line,79.0,1531.82,16.0,48.0,64.0,14.05,54.88,57.49,C,75.0,225.0,1987-08-24,SVN,2005.0,1.0,11.0,L,27,"[95, 94, 97, 98, 95]","[88, 93, 97, 96, 90]","[84, 94, 98, 99, 98]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2014-2015,8473573,Artem Anisimov,CBJ,F,84.6,49.9,98.3,57.9,12.3,81.0,79.5,48.0,58.6,55.4,16.4,20.0,28.4,28.4,60.7,65,209,8,111.0,172.0,80,86,217,173,186,348,333,298,298,164,415,261,195,Second Line,52.0,851.8,7.0,20.0,27.0,10.2,41.67,51.51,C,76.0,199.0,1988-05-24,RUS,2006.0,2.0,54.0,L,26,"[72, 77, 93, 88, 58]","[76, 69, 48, 45, 53]","[97, 94, 96, 98, 96]","['NYR', 'NYR', 'CBJ', 'CBJ', 'CBJ']"
2014-2015,8470647,B.J. Crombeen,ARI,F,3.4,3.6,60.0,,,31.8,6.3,4.8,8.2,4.1,46.7,8.9,41.4,18.8,10.4,402,401,167,,,284,386,396,381,396,222,379,244,338,373,415,261,195,Fringe,58.0,469.48,3.0,3.0,6.0,3.55,37.04,39.52,R,74.0,209.0,1985-07-10,USA,2003.0,2.0,54.0,R,29,"[3, 7, 2, 15, 5]","[8, 8, 7, 4, 5]","[39, 77, 78, 72, 38]","['STL', 'STL', 'TBL', 'TBL', 'ARI']"
2014-2015,8476624,Barclay Goodrow,SJS,F,8.2,10.8,55.9,,,26.0,14.2,18.8,39.5,16.4,61.4,40.5,51.1,57.1,2.4,382,371,184,,,308,353,338,252,345,161,248,204,179,406,415,261,195,Fourth Line,60.0,664.3,4.0,8.0,12.0,5.91,45.95,47.9,C,74.0,210.0,1993-02-26,CAN,,,,L,21,"[None, None, None, None, 14]","[None, None, None, None, 15]","[None, None, None, None, 56]","[None, None, None, None, 'SJS']"
2014-2015,8475761,Beau Bennett,PIT,F,22.9,26.5,62.9,28.0,,29.6,20.0,24.8,68.7,25.3,62.2,70.8,90.6,76.4,67.7,321,306,155,189.0,,293,329,313,131,308,158,122,40,99,135,415,261,195,Fourth Line,49.0,611.88,4.0,8.0,12.0,6.35,51.28,54.02,R,74.0,195.0,1991-11-27,USA,2010.0,1.0,20.0,R,22,"[None, None, 29, None, 27]","[None, None, 26, None, 28]","[None, None, 33, None, 81]","[None, None, 'PIT', None, 'PIT']"
2014-2015,8474727,Ben Smith,SJS,F,52.3,27.5,88.7,,54.9,33.5,40.0,50.4,15.7,73.0,37.8,1.9,44.8,80.2,30.8,199,302,48,,89.0,277,249,207,350,113,259,408,230,83,288,415,261,195,Fourth Line,80.0,1044.17,7.0,7.0,14.0,11.38,51.35,52.61,R,71.0,203.0,1988-07-11,USA,2008.0,6.0,169.0,R,26,"[None, None, None, 72, 32]","[None, None, None, 43, 19]","[None, None, None, 82, 91]","[None, None, None, 'CHI', 'SJS']"
2014-2015,8471678,Benoit Pouliot,EDM,F,75.2,79.5,25.1,55.9,63.1,77.1,76.4,66.7,58.1,30.6,50.1,75.4,85.3,23.1,45.1,104,86,312,116.0,73.0,96,99,139,175,286,208,103,62,320,229,415,261,195,Second Line,58.0,964.08,19.0,15.0,34.0,12.59,50.0,44.64,L,75.0,200.0,1986-09-29,CAN,2005.0,1.0,4.0,L,27,"[58, 82, 78, 51, 80]","[73, 69, 79, 79, 79]","[59, 53, 49, 59, 8]","['MTL', 'BOS', 'TBL', 'NYR', 'EDM']"
2014-2015,8471260,Blake Comeau,PIT,F,17.8,28.0,31.8,24.5,,70.1,67.2,58.3,52.5,3.1,93.7,48.4,43.4,83.1,43.1,342,300,284,198.0,,125,137,174,198,400,27,215,236,71,237,415,261,195,Third Line,61.0,932.33,16.0,15.0,31.0,13.58,54.69,52.7,L,73.0,200.0,1986-02-18,CAN,2004.0,2.0,47.0,R,28,"[34, 0, 14, 22, 31]","[21, 10, 23, 31, 31]","[17, 36, 20, 67, 24]","['NYI', 'CGY', 'CBJ', 'CBJ', 'PIT']"
2014-2015,8471218,Blake Wheeler,WPG,F,93.5,97.6,76.1,73.6,80.0,65.3,91.1,92.0,94.0,38.6,74.9,50.4,80.2,62.4,91.1,28,11,100,70.0,40.0,145,38,34,26,256,105,207,83,157,38,415,261,195,First Line,79.0,1553.27,26.0,35.0,61.0,25.88,64.47,57.5,R,77.0,222.0,1986-08-31,USA,2004.0,1.0,5.0,R,28,"[85, 67, 96, 91, 88]","[93, 99, 98, 93, 97]","[43, 23, 44, 44, 94]","['ATL', 'WPG', 'WPG', 'WPG', 'WPG']"
2014-2015,8477500,Bo Horvat,VAN,F,54.2,63.9,14.2,,,82.2,80.0,61.7,27.8,28.2,34.7,50.8,39.3,8.4,31.6,191,151,357,,,75,84,160,300,296,272,205,253,381,285,415,261,195,Fourth Line,68.0,833.93,13.0,12.0,25.0,11.94,43.75,44.88,C,73.0,225.0,1995-04-05,CAN,2013.0,1.0,9.0,L,19,"[None, None, None, None, 54]","[None, None, None, None, 64]","[None, None, None, None, 15]","[None, None, None, None, 'VAN']"
2014-2015,8471676,Bobby Ryan,OTT,F,64.6,85.3,15.7,29.1,,54.2,77.6,86.0,81.4,54.9,59.5,68.4,85.8,63.6,71.6,148,62,351,186.0,,191,94,59,78,188,169,132,60,152,119,415,261,195,Second Line,78.0,1362.87,18.0,36.0,54.0,19.95,51.16,51.14,R,74.0,208.0,1987-03-17,USA,2005.0,1.0,2.0,R,27,"[96, 94, 86, 58, 51]","[95, 87, 84, 76, 86]","[53, 21, 41, 25, 8]","['ANA', 'ANA', 'ANA', 'OTT', 'OTT']"
2014-2015,8476432,Boone Jenner,CBJ,F,77.3,39.8,78.1,61.3,34.4,71.8,78.3,77.6,38.1,95.4,97.6,31.8,63.1,36.4,58.3,95,251,92,102.0,129.0,118,91,94,258,20,11,284,154,265,174,415,261,195,First Line,31.0,566.37,9.0,8.0,17.0,9.2,48.78,50.54,C,74.0,204.0,1993-06-15,CAN,2011.0,2.0,37.0,L,21,"[None, None, None, 68, 80]","[None, None, None, 22, 56]","[None, None, None, 65, 82]","[None, None, None, 'CBJ', 'CBJ']"
2014-2015,8470159,Boyd Gordon,EDM,F,48.4,22.7,96.4,,28.7,38.8,12.0,9.2,17.8,32.3,18.1,1.0,10.6,11.1,79.3,215,322,16,,140.0,255,362,378,341,279,341,412,372,370,87,415,261,195,Fourth Line,68.0,906.13,6.0,7.0,13.0,5.9,36.84,42.48,C,72.0,200.0,1983-10-19,CAN,2002.0,1.0,17.0,R,30,"[15, 48, 63, 35, 52]","[12, 20, 42, 20, 16]","[87, 92, 93, 95, 94]","['WSH', 'PHX', 'PHX', 'EDM', 'EDM']"
2014-2015,8468504,Brad Boyes,FLA,F,51.8,80.5,19.5,59.0,,37.6,70.1,85.8,66.7,19.0,27.7,54.7,38.6,84.8,55.7,201,82,335,108.0,,260,125,60,139,334,301,189,256,64,185,415,261,195,Second Line,78.0,1220.73,14.0,24.0,38.0,15.13,58.33,52.77,R,72.0,199.0,1982-04-17,CAN,2000.0,1.0,24.0,R,32,"[27, 45, 41, 63, 48]","[85, 73, 77, 82, 74]","[7, 9, 28, 8, 45]","['BUF', 'BUF', 'NYI', 'FLA', 'FLA']"
2014-2015,8474089,Brad Malone,CAR,F,36.1,14.7,72.5,,,74.0,35.4,14.2,28.2,12.8,92.3,19.8,14.5,7.0,1.0,266,355,115,,,109,267,357,299,360,33,334,356,387,412,415,261,195,Fourth Line,65.0,659.78,7.0,8.0,15.0,5.92,42.86,46.53,C,74.0,212.0,1989-05-20,CAN,2007.0,4.0,105.0,L,25,"[None, None, None, None, 38]","[None, None, None, None, 18]","[None, None, None, None, 69]","[None, None, None, None, 'CAR']"
2014-2015,8473419,Brad Marchand,BOS,F,83.6,82.2,47.0,28.4,84.1,92.0,89.2,73.0,90.6,8.2,41.9,47.7,70.6,100.0,78.6,69,75,221,188.0,32.0,34,46,113,40,379,242,218,123,1,90,415,261,195,Second Line,77.0,1301.33,24.0,18.0,42.0,16.28,50.59,57.04,L,69.0,180.0,1988-05-11,CAN,2006.0,3.0,71.0,L,26,"[60, 91, 89, 82, 74]","[67, 72, 84, 73, 83]","[21, 48, 19, 47, 67]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2014-2015,8467389,Brad Richards,CHI,F,63.1,81.9,4.6,88.9,,52.3,69.6,70.1,76.6,50.6,5.8,99.5,62.7,85.8,46.5,154,76,397,30.0,,199,127,125,98,206,392,3,156,60,223,415,261,195,Third Line,76.0,1131.48,12.0,25.0,37.0,13.04,58.75,47.64,C,72.0,199.0,1980-05-02,CAN,1998.0,3.0,64.0,L,34,"[96, 70, 75, 74, 38]","[69, 78, 86, 85, 68]","[4, 6, 9, 4, 3]","['DAL', 'NYR', 'NYR', 'NYR', 'CHI']"
2014-2015,8470755,Brad Richardson,VAN,F,48.2,69.6,29.9,,99.5,37.1,34.0,41.4,57.1,20.7,43.1,19.3,50.6,12.5,11.3,216,127,292,,2.0,262,273,244,179,327,237,336,206,364,369,415,261,195,Third Line,45.0,651.22,8.0,13.0,21.0,7.45,47.62,49.42,R,72.0,190.0,1985-02-04,CAN,2003.0,5.0,163.0,L,29,"[41, 41, None, 59, 43]","[70, 77, None, 60, 76]","[35, 47, None, 40, 27]","['LAK', 'LAK', None, 'VAN', 'VAN']"
2014-2015,8475650,Brandon Bollig,CGY,F,7.0,18.3,79.0,,,15.7,4.8,6.3,2.4,2.7,84.3,4.6,9.4,58.3,35.2,387,340,88,,,351,392,390,401,402,66,397,377,174,270,415,261,195,Fringe,62.0,533.12,1.0,4.0,5.0,3.41,33.33,41.49,L,74.0,220.0,1987-01-31,USA,,,,L,27,"[None, None, 9, 28, 7]","[None, None, 27, 32, 10]","[None, None, 60, 84, 76]","[None, None, 'CHI', 'CHI', 'CGY']"
2014-2015,8471273,Brandon Dubinsky,CBJ,F,86.0,95.2,35.9,69.0,45.1,68.7,62.4,47.5,84.1,11.1,91.3,26.7,88.4,24.6,84.6,59,21,267,82.0,108.0,131,157,219,67,367,37,305,49,314,65,415,261,195,First Line,47.0,848.88,13.0,23.0,36.0,9.69,58.49,48.54,C,74.0,208.0,1986-04-29,USA,2004.0,2.0,60.0,L,28,"[64, 53, 66, 80, 90]","[99, 98, 93, 95, 93]","[1, 33, 40, 55, 26]","['NYR', 'NYR', 'CBJ', 'CBJ', 'CBJ']"
2014-2015,8474646,Brandon McMillan,VAN,F,11.6,25.8,66.5,,32.3,2.2,2.2,22.9,0.2,75.9,77.1,2.9,0.5,10.8,22.7,368,309,140,,133.0,407,403,321,410,101,96,404,414,371,322,415,261,195,Fourth Line,58.0,607.15,1.0,3.0,4.0,5.4,22.86,44.81,L,71.0,190.0,1990-03-22,CAN,2008.0,3.0,85.0,L,24,"[8, None, None, None, 17]","[7, None, None, None, 29]","[35, None, None, None, 65]","['ANA', None, None, None, 'VAN']"
2014-2015,8475204,Brandon Pirri,FLA,F,85.8,34.9,36.1,43.3,,98.8,92.3,56.4,14.7,82.2,19.0,93.3,88.9,68.4,3.6,60,271,266,149.0,,6,33,182,354,75,337,29,47,132,401,415,261,195,Third Line,49.0,723.72,22.0,2.0,24.0,12.38,58.82,52.58,C,73.0,180.0,1991-04-10,CAN,2009.0,2.0,59.0,L,23,"[None, None, None, 70, 91]","[None, None, None, 33, 42]","[None, None, None, 28, 46]","[None, None, None, 'FLA', 'FLA']"
2014-2015,8471283,Brandon Prust,MTL,F,45.3,60.2,85.1,,56.9,48.9,26.0,13.3,47.7,2.4,67.0,10.1,89.4,26.0,25.8,228,166,63,,85.0,213,304,361,218,403,138,374,45,308,309,415,261,195,Fourth Line,82.0,1063.23,4.0,14.0,18.0,8.09,55.81,50.02,L,72.0,195.0,1984-03-16,CAN,2004.0,3.0,70.0,L,30,"[75, 32, 56, 49, 37]","[83, 53, 75, 46, 53]","[56, 51, 87, 51, 91]","['NYR', 'NYR', 'MTL', 'MTL', 'MTL']"
2014-2015,8476438,Brandon Saad,CHI,F,80.0,79.3,58.8,11.1,59.0,56.9,87.7,91.6,85.3,90.1,26.3,84.6,81.0,99.3,79.5,84,87,172,233.0,81.0,180,52,36,62,42,307,65,80,4,86,415,261,195,Second Line,82.0,1414.77,23.0,29.0,52.0,22.41,55.29,55.45,L,73.0,207.0,1992-10-27,USA,2011.0,2.0,43.0,L,21,"[None, None, 76, 77, 80]","[None, None, 66, 82, 81]","[None, None, 76, 61, 46]","[None, None, 'CHI', 'CHI', 'CHI']"
2014-2015,8474091,Brandon Sutter,PIT,F,27.2,5.3,37.6,14.2,48.7,60.5,43.1,41.7,18.6,82.4,36.6,9.9,44.6,61.2,65.5,303,394,260,225.0,101.0,165,236,243,338,74,264,375,231,162,144,415,261,195,Second Line,80.0,1385.92,21.0,12.0,33.0,17.11,51.85,49.19,C,75.0,188.0,1989-02-14,USA,2007.0,1.0,11.0,R,25,"[33, 36, 23, 20, 40]","[23, 44, 12, 5, 6]","[33, 27, 22, 35, 54]","['CAR', 'CAR', 'PIT', 'PIT', 'PIT']"
2014-2015,8475170,Brayden Schenn,PHI,F,49.2,53.7,42.9,70.9,,15.2,54.5,62.2,50.1,85.3,90.8,72.8,58.1,39.8,50.8,212,193,238,77.0,,353,190,158,208,62,39,114,175,251,205,415,261,195,Second Line,82.0,1400.57,18.0,29.0,47.0,22.64,50.0,48.09,C,73.0,200.0,1991-08-22,CAN,2009.0,1.0,5.0,L,23,"[None, 56, 57, 67, 30]","[None, 54, 47, 54, 55]","[None, 15, 37, 60, 38]","[None, 'PHI', 'PHI', 'PHI', 'PHI']"
