Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2009-2010,Andy McDonald,STL,F,79.9,64.6,19.4,78.8,51.2,84.3,72.0,59.0,38.8,85.0,16.2,84.0,34.4,45.9,57.7,83,145,329,56.0,102.0,65,115,168,250,20,342,66,268,221,173,407,260,207,First Line,79.0,1432.4,24.0,31.0,55.0,20.1121570790242,47.12643678160919,48.59166026021491,8468434,C,70.0,175.0,1977-08-25,CAN,,,,L,32,"[None, None, None, None, 79]","[None, None, None, None, 64]","[None, None, None, None, 19]","[None, None, None, None, 'STL']"
2009-2010,Antoine Vermette,CBJ,F,70.8,81.1,64.9,61.2,90.3,74.7,56.5,38.6,91.6,12.3,36.4,25.3,58.7,16.7,99.0,120,78,144,102.0,21.0,104,178,251,35,44,260,301,169,340,5,407,260,207,First Line,82.0,1651.8333333333333,27.0,36.0,63.0,17.45443760839581,48.113207547169814,48.57477577407395,8468535,C,73.0,197.0,1982-07-20,CAN,2000.0,2.0,55.0,L,27,"[None, None, None, None, 70]","[None, None, None, None, 81]","[None, None, None, None, 64]","[None, None, None, None, 'CBJ']"
2009-2010,Antti Miettinen,MIN,F,63.4,61.2,92.9,26.5,58.0,90.4,72.7,44.2,66.6,7.2,34.9,75.9,74.0,57.0,64.1,150,159,30,192.0,88.0,40,112,228,137,48,266,99,107,176,147,407,260,207,Second Line,80.0,1425.6833333333334,20.0,20.0,40.0,16.71880294717053,52.94117647058824,51.0377764596001,8468704,R,72.0,190.0,1980-07-03,FIN,2000.0,7.0,224.0,R,29,"[None, None, None, None, 63]","[None, None, None, None, 61]","[None, None, None, None, 92]","[None, None, None, None, 'MIN']"
2009-2010,Anze Kopitar,LAK,F,97.5,95.6,69.3,95.0,22.2,79.9,77.9,79.9,33.4,83.8,42.3,74.0,36.4,70.8,88.7,11,19,126,14.0,162.0,83,91,83,272,21,236,107,260,120,47,407,260,207,First Line,82.0,1786.4166666666667,34.0,47.0,81.0,24.865522294865272,52.12765957446809,54.38739027600559,8471685,C,75.0,225.0,1987-08-24,SVN,2005.0,1.0,11.0,L,22,"[None, None, None, None, 97]","[None, None, None, None, 95]","[None, None, None, None, 69]","[None, None, None, None, 'LAK']"
2009-2010,Arron Asham,PHI,F,49.4,78.6,34.4,,,52.8,75.2,89.2,86.7,34.2,64.1,52.3,27.8,87.5,14.7,207,88,268,,,193,102,45,55,37,147,194,295,52,348,407,260,207,Fourth Line,72.0,725.3333333333334,10.0,14.0,24.0,10.758754340225172,50.0,55.496359759523216,8465025,R,71.0,210.0,1978-04-13,CAN,1996.0,3.0,71.0,R,31,"[None, None, None, None, 49]","[None, None, None, None, 78]","[None, None, None, None, 34]","[None, None, None, None, 'PHI']"
2009-2010,Artem Anisimov,NYR,F,54.5,51.1,80.3,43.1,,61.9,60.7,62.7,38.3,34.2,38.3,44.0,51.8,45.5,15.5,186,200,81,149.0,,156,161,153,252,37,252,227,197,223,345,407,260,207,Fourth Line,82.0,1057.9666666666667,12.0,15.0,27.0,12.689083210306139,50.70422535211267,50.74958207437717,8473573,C,76.0,199.0,1988-05-24,RUS,2006.0,2.0,54.0,L,21,"[None, None, None, None, 54]","[None, None, None, None, 51]","[None, None, None, None, 80]","[None, None, None, None, 'NYR']"
2009-2010,B.J. Crombeen,STL,F,9.3,21.6,65.1,,93.7,22.6,23.3,34.6,15.2,3.1,67.3,30.5,43.0,19.9,77.6,370,320,143,,14.0,316,313,267,346,52,134,281,233,327,92,407,260,207,Fourth Line,79.0,1033.15,7.0,8.0,15.0,9.425049821830871,45.65217391304348,46.42902778520158,8470647,R,74.0,209.0,1985-07-10,USA,2003.0,2.0,54.0,R,24,"[None, None, None, None, 9]","[None, None, None, None, 21]","[None, None, None, None, 65]","[None, None, None, None, 'STL']"
2009-2010,Ben Eager,CHI,F,15.5,60.9,41.5,,,52.6,74.4,88.7,50.9,4.7,63.9,99.5,71.7,95.3,0.5,345,160,239,,,194,105,47,201,50,148,3,116,20,406,407,260,207,Fringe,60.0,499.71666666666664,7.0,9.0,16.0,7.1009483911142075,62.16216216216216,56.86959320114593,8470280,L,74.0,226.0,1984-01-22,CAN,2002.0,1.0,23.0,L,25,"[None, None, None, None, 15]","[None, None, None, None, 60]","[None, None, None, None, 41]","[None, None, None, None, 'CHI']"
2009-2010,Benoit Pouliot,MTL,F,58.7,78.1,35.1,50.4,,90.7,94.8,62.9,33.7,16.6,45.0,18.2,85.3,22.9,35.9,169,90,265,130.0,,39,22,152,271,43,225,330,61,315,262,407,260,207,Third Line,53.0,819.5666666666667,17.0,11.0,28.0,10.927111113576514,59.61538461538461,49.212239598408296,8471678,L,75.0,200.0,1986-09-29,CAN,2005.0,1.0,4.0,L,22,"[None, None, None, None, 58]","[None, None, None, None, 78]","[None, None, None, None, 35]","[None, None, None, None, 'MTL']"
2009-2010,Bill Guerin,PIT,F,35.6,41.8,63.6,96.2,,8.6,38.1,70.0,66.8,9.7,30.0,87.0,19.2,94.6,75.9,263,238,149,11.0,,373,253,123,136,46,286,54,330,23,99,407,260,207,Second Line,78.0,1367.2666666666669,20.0,23.0,43.0,22.912998175210102,50.56179775280899,52.87549146748602,8456464,R,74.0,220.0,1970-11-09,USA,1989.0,1.0,5.0,R,38,"[None, None, None, None, 35]","[None, None, None, None, 41]","[None, None, None, None, 63]","[None, None, None, None, 'PIT']"
2009-2010,Blair Betts,PHI,F,6.1,2.2,54.8,,92.3,51.4,20.6,9.1,54.8,16.6,79.1,1.5,86.7,72.2,47.2,383,399,185,,17.0,199,324,371,185,43,86,397,55,114,216,407,260,207,Fourth Line,63.0,794.5666666666666,8.0,10.0,18.0,6.181093742643356,54.285714285714285,40.44747820600166,8467361,C,75.0,210.0,1980-02-16,CAN,1998.0,2.0,33.0,L,29,"[None, None, None, None, 6]","[None, None, None, None, 2]","[None, None, None, None, 54]","[None, None, None, None, 'PHI']"
2009-2010,Blake Comeau,NYI,F,60.2,68.1,56.5,,30.9,85.7,95.3,90.4,54.1,38.2,71.3,47.9,37.6,45.2,38.6,163,131,178,,144.0,59,20,40,188,36,118,212,255,224,251,407,260,207,Third Line,61.0,940.0833333333334,17.0,18.0,35.0,13.470296910077778,47.82608695652174,51.615470495958085,8471260,L,73.0,200.0,1986-02-18,CAN,2004.0,2.0,47.0,R,23,"[None, None, None, None, 60]","[None, None, None, None, 68]","[None, None, None, None, 56]","[None, None, None, None, 'NYI']"
2009-2010,Blake Wheeler,BOS,F,78.6,92.6,82.1,54.2,59.4,76.2,75.4,72.2,45.2,4.7,31.0,78.4,33.9,85.0,36.4,88,31,74,120.0,85.0,98,101,114,224,50,282,89,270,62,260,407,260,207,Second Line,82.0,1294.6166666666666,18.0,20.0,38.0,17.662510075079254,47.5609756097561,56.085334317583616,8471218,R,77.0,222.0,1986-08-31,USA,2004.0,1.0,5.0,R,23,"[None, None, None, None, 78]","[None, None, None, None, 92]","[None, None, None, None, 82]","[None, None, None, None, 'BOS']"
2009-2010,Bobby Ryan,ANA,F,95.6,93.4,9.3,62.3,,92.4,91.2,91.2,39.6,96.8,63.4,82.3,85.7,49.9,86.7,19,28,370,99.0,,32,37,37,247,10,150,73,59,205,55,407,260,207,First Line,81.0,1497.7666666666669,35.0,29.0,64.0,29.269385834421364,57.798165137614674,51.14143794367633,8471676,R,74.0,208.0,1987-03-17,USA,2005.0,1.0,2.0,R,22,"[None, None, None, None, 95]","[None, None, None, None, 93]","[None, None, None, None, 9]","[None, None, None, None, 'ANA']"
2009-2010,Boyd Gordon,WSH,F,22.1,21.1,64.6,,73.4,56.0,55.5,44.0,49.1,16.6,56.5,35.1,60.2,73.2,17.9,318,322,145,,56.0,180,182,229,208,43,178,262,163,110,335,407,260,207,Fourth Line,36.0,370.43333333333334,4.0,6.0,10.0,3.64056970742173,52.63157894736842,52.147201693490864,8470159,C,72.0,200.0,1983-10-19,CAN,2002.0,1.0,17.0,R,25,"[None, None, None, None, 22]","[None, None, None, None, 21]","[None, None, None, None, 64]","[None, None, None, None, 'WSH']"
2009-2010,Brad Boyes,STL,F,44.0,89.2,3.2,84.2,,8.8,41.3,68.8,53.6,62.2,35.1,66.6,74.7,36.4,63.6,229,45,395,42.0,,372,240,128,190,30,265,136,104,260,149,407,260,207,Second Line,82.0,1376.7166666666667,14.0,28.0,42.0,22.85215558508608,53.76344086021505,48.74988070808976,8468504,R,72.0,199.0,1982-04-17,CAN,2000.0,1.0,24.0,R,27,"[None, None, None, None, 44]","[None, None, None, None, 89]","[None, None, None, None, 3]","[None, None, None, None, 'STL']"
2009-2010,Brad Richards,DAL,F,52.6,80.8,8.6,98.5,,6.4,21.6,37.6,99.5,16.6,2.0,51.8,72.7,48.2,74.2,194,79,373,5.0,,382,320,255,3,43,400,196,112,212,106,407,260,207,First Line,80.0,1669.15,23.0,68.0,91.0,22.39277785426955,49.137931034482754,49.50173691991743,8467389,C,72.0,199.0,1980-05-02,CAN,1998.0,3.0,64.0,L,29,"[None, None, None, None, 52]","[None, None, None, None, 80]","[None, None, None, None, 8]","[None, None, None, None, 'DAL']"
2009-2010,Brad Richardson,LAK,F,51.1,55.5,26.0,,90.8,17.9,56.0,81.3,43.2,78.7,82.1,64.9,38.6,54.1,50.1,200,182,302,,20.0,335,180,77,232,24,74,143,251,188,204,407,260,207,Fourth Line,81.0,1040.7166666666667,11.0,16.0,27.0,13.117691401298067,49.275362318840585,51.60911371538395,8470755,R,72.0,190.0,1985-02-04,CAN,2003.0,5.0,163.0,L,24,"[None, None, None, None, 51]","[None, None, None, None, 55]","[None, None, None, None, 26]","[None, None, None, None, 'LAK']"
2009-2010,Brad Winchester,STL,F,8.6,29.7,65.6,,,14.5,2.5,46.7,25.1,4.7,95.1,61.4,67.1,37.3,5.9,373,287,141,,,349,398,218,306,50,21,157,135,256,384,407,260,207,Fourth Line,64.0,580.25,2.0,5.0,7.0,7.213358527189693,54.83870967741935,51.08361642419854,8468515,L,77.0,230.0,1981-03-01,USA,2000.0,2.0,35.0,L,28,"[None, None, None, None, 8]","[None, None, None, None, 29]","[None, None, None, None, 65]","[None, None, None, None, 'STL']"
2009-2010,Brandon Bochenski,TBL,F,51.6,38.6,63.4,44.2,,53.8,48.9,48.2,73.5,62.2,31.2,4.4,28.7,30.2,2.7,198,251,150,146.0,,189,209,212,109,30,281,385,291,285,397,407,260,207,Fourth Line,28.0,343.6333333333333,4.0,9.0,13.0,4.267595801196978,50.0,50.12206060849023,8469666,R,73.0,195.0,1982-04-04,USA,2001.0,7.0,223.0,R,27,"[None, None, None, None, 51]","[None, None, None, None, 38]","[None, None, None, None, 63]","[None, None, None, None, 'TBL']"
2009-2010,Brandon Dubinsky,NYR,F,74.9,96.1,6.6,22.7,91.3,45.5,46.4,49.4,89.9,42.6,67.1,36.6,62.7,58.2,92.1,103,17,381,202.0,19.0,223,219,207,42,35,135,256,153,171,33,407,260,207,First Line,69.0,1349.3,20.0,25.0,45.0,17.942167185443743,52.5,50.35327138854154,8471273,C,74.0,208.0,1986-04-29,USA,2004.0,2.0,60.0,L,23,"[None, None, None, None, 74]","[None, None, None, None, 96]","[None, None, None, None, 6]","[None, None, None, None, 'NYR']"
2009-2010,Brandon Prust,NYR,F,60.9,73.7,74.4,,,48.2,26.3,26.5,74.9,34.2,76.2,61.9,89.7,48.6,1.5,160,108,105,,,212,301,300,103,37,98,155,43,210,402,407,260,207,Fringe,69.0,524.2,5.0,9.0,14.0,4.749717461353404,62.857142857142854,56.13039102053876,8471283,L,72.0,195.0,1984-03-16,CAN,2004.0,3.0,70.0,L,25,"[None, None, None, None, 60]","[None, None, None, None, 73]","[None, None, None, None, 74]","[None, None, None, None, 'NYR']"
2009-2010,Brandon Segal,DAL,F,17.2,36.9,36.1,,,69.0,85.3,51.6,28.3,12.3,96.3,17.7,81.6,48.4,87.5,338,258,261,,,127,61,198,293,44,16,332,76,211,52,407,260,207,Fringe,44.0,384.78333333333336,6.0,6.0,12.0,4.0981104730340965,53.333333333333336,46.64072382612673,8469755,R,74.0,215.0,1983-07-12,CAN,2002.0,4.0,102.0,R,26,"[None, None, None, None, 17]","[None, None, None, None, 36]","[None, None, None, None, 36]","[None, None, None, None, 'DAL']"
2009-2010,Brandon Sutter,CAR,F,71.5,50.4,8.8,50.8,88.4,73.5,78.6,76.2,76.4,94.0,39.6,25.8,77.1,8.8,77.1,117,203,372,129.0,25.0,109,88,98,97,14,247,299,94,372,94,407,260,207,Second Line,72.0,1191.1833333333334,21.0,19.0,40.0,18.84886537311596,50.0,43.93455512351913,8474091,C,75.0,188.0,1989-02-14,USA,2007.0,1.0,11.0,R,20,"[None, None, None, None, 71]","[None, None, None, None, 50]","[None, None, None, None, 8]","[None, None, None, None, 'CAR']"
2009-2010,Brandon Yip,COL,F,9.6,31.7,40.8,20.8,,59.0,63.4,49.6,83.3,7.2,62.7,20.9,96.8,20.4,6.1,369,279,242,207.0,,168,150,206,69,48,153,319,14,325,383,407,260,207,Third Line,32.0,469.95,11.0,8.0,19.0,7.6617886603813306,57.14285714285714,46.6181539342172,8471450,R,73.0,198.0,1985-04-25,CAN,2004.0,8.0,239.0,R,24,"[None, None, None, None, 9]","[None, None, None, None, 31]","[None, None, None, None, 40]","[None, None, None, None, 'COL']"
2009-2010,Brendan Morrison,WSH,F,14.0,48.6,27.3,47.3,,43.5,25.3,17.2,96.6,12.3,5.9,62.9,98.0,64.4,11.5,351,210,297,138.0,,231,305,338,15,44,384,151,9,146,361,407,260,207,Second Line,74.0,1164.4833333333331,12.0,28.0,40.0,11.571804175001205,64.38356164383562,48.737706974879,8459461,C,71.0,176.0,1975-08-15,CAN,1993.0,2.0,39.0,L,34,"[None, None, None, None, 14]","[None, None, None, None, 48]","[None, None, None, None, 27]","[None, None, None, None, 'WSH']"
2009-2010,Brenden Morrow,DAL,F,68.8,61.7,79.4,88.1,44.9,28.7,20.4,16.7,40.8,34.2,86.5,26.9,40.3,60.9,93.6,128,157,85,32.0,115.0,291,325,340,242,37,56,295,244,160,27,407,260,207,First Line,76.0,1457.2,20.0,25.0,45.0,19.846425596094104,50.0,51.58475243389762,8466160,L,71.0,212.0,1979-01-16,CAN,1997.0,1.0,25.0,L,30,"[None, None, None, None, 68]","[None, None, None, None, 61]","[None, None, None, None, 79]","[None, None, None, None, 'DAL']"
2009-2010,Brian Boyle,NYR,F,19.9,39.1,25.6,,32.9,19.4,31.7,86.0,2.0,49.1,98.3,2.7,24.6,31.9,8.1,327,249,304,,140.0,329,279,58,400,33,8,392,308,278,375,407,260,207,Fringe,71.0,598.0833333333334,4.0,2.0,6.0,7.853585520351937,41.66666666666667,45.13648006112086,8470619,C,78.0,245.0,1984-12-18,USA,2003.0,1.0,26.0,L,24,"[None, None, None, None, 19]","[None, None, None, None, 39]","[None, None, None, None, 25]","[None, None, None, None, 'NYR']"
2009-2010,Brian Gionta,MTL,F,81.3,93.1,8.4,66.9,44.0,62.4,84.5,92.9,24.1,69.0,13.8,53.1,74.9,14.0,87.2,77,29,374,87.0,117.0,154,64,30,310,28,352,191,103,351,53,407,260,207,First Line,61.0,1265.7666666666669,28.0,18.0,46.0,27.08768578009521,55.12820512820513,49.86247170216975,8467407,R,67.0,178.0,1979-01-18,USA,1998.0,3.0,82.0,R,30,"[None, None, None, None, 81]","[None, None, None, None, 93]","[None, None, None, None, 8]","[None, None, None, None, 'MTL']"
2009-2010,Brian Rolston,NJD,F,30.5,5.2,80.6,3.1,96.6,23.6,44.7,59.2,36.1,54.4,35.9,79.6,54.3,50.4,50.4,284,387,80,253.0,8.0,312,226,167,261,32,262,84,187,203,203,407,260,207,Second Line,80.0,1354.2,19.0,17.0,36.0,18.020151333180934,50.74626865671642,47.6219470532333,8458525,R,74.0,215.0,1973-02-21,USA,1991.0,1.0,11.0,L,36,"[None, None, None, None, 30]","[None, None, None, None, 5]","[None, None, None, None, 80]","[None, None, None, None, 'NJD']"
2009-2010,Brian Sutherby,DAL,F,18.7,22.4,52.1,,,65.1,70.5,16.0,36.6,16.6,95.3,89.2,99.5,23.1,10.8,332,317,196,,,143,121,343,259,43,20,45,3,314,364,407,260,207,Fringe,46.0,396.05,5.0,4.0,9.0,3.264958173381335,71.42857142857143,46.82906180635938,8468506,C,74.0,208.0,1982-03-01,CAN,2000.0,1.0,26.0,L,27,"[None, None, None, None, 18]","[None, None, None, None, 22]","[None, None, None, None, 52]","[None, None, None, None, 'DAL']"
2009-2010,Brooks Laich,WSH,F,48.4,81.6,12.3,94.6,30.0,2.2,37.8,87.5,83.5,42.6,52.8,43.0,92.1,68.3,20.1,211,76,358,15.0,146.0,399,254,52,68,35,193,231,33,130,326,407,260,207,First Line,78.0,1426.4666666666667,24.0,34.0,58.0,28.464318531062293,59.34065934065934,50.84327900765815,8469639,C,74.0,200.0,1983-06-23,CAN,2001.0,6.0,193.0,L,26,"[None, None, None, None, 48]","[None, None, None, None, 81]","[None, None, None, None, 12]","[None, None, None, None, 'WSH']"
2009-2010,Bryan Little,ATL,F,74.0,73.2,23.8,8.8,,21.9,46.9,68.3,89.2,96.2,24.1,12.3,43.5,26.3,43.0,107,110,311,238.0,,319,217,130,45,11,310,354,231,301,233,407,260,207,Second Line,79.0,1244.25,13.0,21.0,34.0,17.68271987791775,49.382716049382715,48.08634588164371,8473412,C,72.0,191.0,1987-11-12,CAN,2006.0,1.0,12.0,R,21,"[None, None, None, None, 74]","[None, None, None, None, 73]","[None, None, None, None, 23]","[None, None, None, None, 'ATL']"
