Season,Player ID,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2021-2022,8475314,Anders Lee,NYI,F,82.0,95.8,7.3,72.6,,73.1,93.6,96.0,47.3,32.4,61.8,86.2,81.1,78.0,58.4,82,20,418,81.0,,122,30,19,238,301,173,63,86,100,188,450,292,197,Second Line,76.0,1263.73,28.0,18.0,46.0,24.58,50.0,46.87,L,75.0,234.0,1990-07-03,USA,2009.0,6.0,152.0,L,31,"[92, 78, 61, 93, 71]","[81, 91, 95, 97, 88]","[19, 34, 17, 38, 2]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2021-2022,8477444,Andre Burakovsky,COL,F,89.3,71.8,40.0,2.4,,98.2,92.9,43.8,92.7,72.0,27.1,80.7,63.6,93.1,47.6,49,128,271,286.0,,9,33,254,34,127,329,88,165,32,237,450,292,197,Second Line,80.0,1300.67,22.0,39.0,61.0,14.69,54.26,52.92,L,75.0,203.0,1995-02-09,AUT,2013.0,1.0,23.0,L,26,"[64, 55, 90, 89, 85]","[57, 46, 71, 59, 75]","[50, 41, 26, 70, 27]","['WSH', 'WSH', 'COL', 'COL', 'COL']"
2021-2022,8476960,Andreas Athanasiou,LAK,F,54.0,75.3,2.0,46.2,,64.2,77.3,76.7,52.2,96.9,12.0,62.4,42.2,40.7,20.0,208,112,442,158.0,,162,103,106,216,15,397,170,261,268,361,450,292,197,Third Line,28.0,426.55,11.0,6.0,17.0,10.39,60.71,51.82,C,74.0,190.0,1994-08-06,CAN,2012.0,4.0,110.0,L,27,"[55, 82, 9, 51, 70]","[60, 72, 70, 75, 71]","[12, 2, 3, 1, 3]","['DET', 'DET', 'EDM', 'LAK', 'LAK']"
2021-2022,8477341,Andreas Johnsson,NJD,F,50.4,68.0,40.7,56.2,,16.9,29.3,54.0,76.9,79.6,42.4,65.3,58.7,69.8,70.9,224,145,268,129.0,,375,315,208,105,93,260,157,187,137,132,450,292,197,Third Line,71.0,1019.57,13.0,22.0,35.0,13.02,53.54,50.87,L,70.0,195.0,1994-11-21,SWE,2013.0,7.0,202.0,L,26,"[None, 76, 24, 39, 65]","[None, 60, 43, 68, 73]","[None, 47, 45, 69, 18]","[None, 'TOR', 'TOR', 'NJD', 'NJD']"
2021-2022,8480830,Andrei Svechnikov,CAR,F,67.8,98.2,14.0,88.0,,1.6,69.6,97.1,80.0,4.7,89.1,62.7,75.3,93.6,74.4,146,9,388,36.0,,444,138,14,91,425,50,169,112,30,116,450,292,197,Second Line,78.0,1346.27,30.0,39.0,69.0,34.42,59.14,55.44,R,75.0,200.0,2000-03-26,RUS,2018.0,1.0,2.0,L,21,"[None, 25, 74, 41, 71]","[None, 89, 97, 97, 98]","[None, 30, 24, 11, 16]","[None, 'CAR', 'CAR', 'CAR', 'CAR']"
2021-2022,8471699,Andrew Cogliano,COL,F,24.4,39.1,70.9,,71.6,10.0,2.9,11.1,20.9,44.0,62.0,10.2,2.4,32.9,32.7,341,275,132,,57.0,406,428,401,357,253,172,405,440,303,304,450,292,197,Fourth Line,74.0,937.57,4.0,12.0,16.0,7.09,32.84,41.91,C,70.0,179.0,1987-06-14,CAN,2005.0,1.0,25.0,L,34,"[7, 23, 21, 50, 15]","[76, 67, 47, 57, 20]","[23, 45, 61, 80, 62]","['ANA', 'DAL', 'DAL', 'DAL', 'COL']"
2021-2022,8477429,Andrew Copp,NYR,F,79.3,63.1,94.4,64.0,98.0,38.2,60.9,65.3,64.4,46.0,37.3,46.0,55.6,26.9,59.3,94,167,26,106.0,5.0,279,176,157,161,244,283,244,201,330,184,450,292,197,First Line,72.0,1380.87,21.0,32.0,53.0,23.88,54.76,51.85,C,73.0,200.0,1994-07-08,USA,2013.0,4.0,104.0,L,27,"[49, 68, 83, 67, 78]","[35, 53, 55, 58, 70]","[94, 93, 96, 89, 91]","['WPG', 'WPG', 'WPG', 'WPG', 'NYR']"
2021-2022,8471217,Andrew Ladd,ARI,F,4.0,19.3,54.7,15.4,62.4,45.8,15.1,8.0,2.9,0.2,64.9,20.0,4.2,1.3,56.9,433,364,205,248.0,75.0,245,375,415,437,445,159,361,432,445,195,450,292,197,Third Line,51.0,720.13,7.0,5.0,12.0,6.86,32.65,41.15,L,75.0,205.0,1985-12-12,CAN,2004.0,1.0,4.0,L,35,"[58, 26, None, None, 6]","[62, 46, None, None, 21]","[75, 41, None, None, 54]","['NYI', 'NYI', None, None, 'ARI']"
2021-2022,8478233,Andrew Mangiapane,CGY,F,95.8,88.9,93.6,54.5,79.2,94.2,95.3,89.1,67.3,74.7,35.6,54.4,56.0,83.1,54.0,20,51,30,134.0,42.0,27,22,50,148,115,291,206,199,77,208,450,292,197,Second Line,82.0,1289.62,35.0,20.0,55.0,25.13,59.04,58.91,L,70.0,183.0,1996-04-04,CAN,2015.0,6.0,166.0,L,25,"[None, 65, 81, 92, 98]","[None, 55, 79, 85, 94]","[None, 71, 74, 94, 94]","[None, 'CGY', 'CGY', 'CGY', 'CGY']"
2021-2022,8478463,Anthony Beauvillier,NYI,F,42.9,66.7,21.3,44.5,,22.7,57.3,76.0,70.4,78.9,45.3,40.0,87.6,41.3,82.4,258,151,355,163.0,,349,192,109,134,96,247,271,57,265,80,450,292,197,Second Line,75.0,1262.5,12.0,22.0,34.0,18.75,47.67,46.19,R,71.0,181.0,1997-06-08,CAN,2015.0,1.0,28.0,L,24,"[69, 53, 60, 72, 9]","[58, 64, 64, 69, 63]","[8, 24, 26, 54, 9]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2021-2022,8478519,Anthony Cirelli,TBL,F,74.2,64.4,91.8,36.0,33.5,18.4,36.4,57.1,63.6,98.4,57.1,41.3,67.6,83.8,67.8,117,161,38,188.0,132.0,368,284,194,165,8,194,265,147,74,146,450,292,197,First Line,76.0,1391.73,17.0,26.0,43.0,18.9,54.22,53.94,C,73.0,193.0,1997-07-15,CAN,2015.0,3.0,72.0,L,24,"[None, 79, 88, 41, 76]","[None, 67, 75, 65, 59]","[None, 77, 92, 47, 98]","[None, 'TBL', 'TBL', 'TBL', 'TBL']"
2021-2022,8477407,Anthony Duclair,FLA,F,64.2,84.9,1.8,53.1,,74.0,84.2,87.6,89.6,91.8,30.0,73.1,95.1,97.6,60.0,162,69,443,138.0,,118,72,57,48,38,316,122,23,12,181,450,292,197,Third Line,74.0,1109.75,31.0,27.0,58.0,23.86,61.29,54.27,L,72.0,198.0,1995-08-26,CAN,2013.0,3.0,80.0,L,26,"[50, 48, 22, 35, 81]","[52, 33, 65, 86, 88]","[31, 7, 1, 4, 1]","['CHI', 'OTT', 'OTT', 'FLA', 'FLA']"
2021-2022,8477511,Anthony Mantha,WSH,F,84.0,91.8,94.0,30.8,,42.2,68.4,81.1,91.1,24.2,41.6,44.2,46.0,36.4,80.7,73,38,28,203.0,,261,143,86,41,338,264,252,244,287,88,450,292,197,Third Line,37.0,561.25,9.0,14.0,23.0,9.15,57.45,52.76,R,77.0,240.0,1994-09-16,CAN,2013.0,1.0,20.0,L,26,"[81, 91, 86, 83, 79]","[85, 88, 94, 92, 86]","[83, 92, 97, 82, 91]","['DET', 'DET', 'DET', 'WSH', 'WSH']"
2021-2022,8474849,Antoine Roussel,ARI,F,34.4,71.3,48.0,,9.1,30.2,14.4,16.9,15.6,7.3,71.8,20.7,54.7,2.2,54.7,296,130,235,,180.0,315,378,375,381,414,128,358,205,441,205,450,292,197,Fourth Line,53.0,643.57,4.0,4.0,8.0,6.28,32.43,40.92,L,71.0,200.0,1989-11-21,FRA,,,,L,31,"[48, 57, 58, 33, 24]","[79, 80, 77, 71, 62]","[58, 90, 64, 68, 25]","['DAL', 'VAN', 'VAN', 'VAN', 'ARI']"
2021-2022,8477320,Anton Blidh,BOS,F,18.0,3.8,59.8,,56.9,44.7,8.2,3.3,62.4,36.0,94.7,5.6,58.2,69.1,57.3,370,434,182,,86.0,250,405,436,170,287,25,426,189,140,193,450,292,197,Fourth Line,32.0,343.22,2.0,7.0,9.0,2.47,43.48,40.91,L,73.0,191.0,1995-03-14,SWE,2013.0,6.0,180.0,L,26,"[None, None, None, None, 23]","[None, None, None, None, 7]","[None, None, None, None, 59]","[None, None, None, None, 'BOS']"
2021-2022,8482113,Anton Lundell,FLA,F,75.3,60.0,60.2,,46.7,86.7,78.4,61.3,77.1,45.3,13.6,44.7,99.8,99.1,30.7,112,181,180,,106.0,61,98,175,104,247,390,250,2,5,313,450,292,197,Third Line,66.0,1022.92,18.0,26.0,44.0,15.28,64.77,57.11,C,73.0,196.0,2001-10-03,FIN,2020.0,1.0,12.0,L,19,"[None, None, None, None, 73]","[None, None, None, None, 61]","[None, None, None, None, 59]","[None, None, None, None, 'FLA']"
2021-2022,8471685,Anze Kopitar,LAK,F,93.1,90.7,93.3,82.5,23.4,67.1,62.9,62.9,86.4,84.9,31.8,36.7,27.1,33.8,98.7,32,43,31,52.0,152.0,149,167,168,62,69,308,286,329,299,7,450,292,197,First Line,81.0,1682.32,19.0,48.0,67.0,21.84,47.42,54.45,C,75.0,225.0,1987-08-24,SVN,2005.0,1.0,11.0,L,34,"[99, 91, 95, 91, 91]","[92, 89, 85, 89, 93]","[93, 64, 93, 67, 97]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2021-2022,8478550,Artemi Panarin,NYR,F,95.6,92.0,22.0,92.8,,94.4,87.1,57.3,99.3,84.7,2.0,68.4,99.1,54.7,79.1,21,37,352,22.0,,26,59,193,4,70,442,143,5,205,95,450,292,197,First Line,75.0,1441.12,22.0,74.0,96.0,19.56,60.87,47.51,L,72.0,176.0,1991-10-30,RUS,,,,R,29,"[83, 94, 98, 95, 86]","[91, 91, 94, 92, 88]","[27, 45, 57, 29, 10]","['CBJ', 'CBJ', 'NYR', 'NYR', 'NYR']"
2021-2022,8481560,Arthur Kaliyev,LAK,F,40.9,58.4,88.2,52.1,,12.4,27.4,54.4,29.8,9.3,19.3,84.2,9.8,62.0,18.0,267,188,54,141.0,,395,323,206,317,405,364,72,407,172,370,450,292,197,Fourth Line,80.0,1011.93,14.0,13.0,27.0,16.16,53.12,55.57,R,74.0,212.0,2001-06-26,UZB,2019.0,2.0,33.0,L,20,"[None, None, None, None, 44]","[None, None, None, None, 59]","[None, None, None, None, 86]","[None, None, None, None, 'LAK']"
2021-2022,8477476,Artturi Lehkonen,COL,F,71.6,70.9,96.2,26.4,35.5,27.1,63.1,77.3,55.6,62.0,71.3,37.1,32.0,58.7,50.9,129,132,18,216.0,128.0,329,166,103,201,172,130,284,307,187,222,450,292,197,Third Line,74.0,1117.15,19.0,19.0,38.0,19.77,50.0,54.73,L,71.0,179.0,1995-07-04,FIN,2013.0,2.0,55.0,L,26,"[16, 56, 73, 70, 69]","[69, 71, 68, 58, 74]","[79, 87, 91, 94, 95]","['MTL', 'MTL', 'MTL', 'MTL', 'COL']"
2021-2022,8475766,Austin Watson,OTT,F,22.0,1.3,74.4,,87.3,63.3,28.2,9.1,9.6,15.1,94.0,1.3,8.2,24.4,27.1,352,445,116,,26.0,166,320,410,408,379,28,445,414,341,329,450,292,197,Fourth Line,67.0,803.43,10.0,6.0,16.0,7.82,40.91,43.55,L,76.0,203.0,1992-01-13,USA,2010.0,1.0,18.0,R,29,"[38, 7, 12, 40, 24]","[3, 2, 0, 4, 3]","[88, 71, 63, 72, 75]","['NSH', 'NSH', 'NSH', 'OTT', 'OTT']"
2021-2022,8479318,Auston Matthews,TOR,F,100.0,99.6,42.2,76.4,,100.0,100.0,100.0,94.0,79.1,45.8,88.7,86.2,95.8,61.1,1,3,261,70.0,,1,1,1,28,95,245,52,63,20,176,450,292,197,First Line,73.0,1504.47,60.0,46.0,106.0,42.53,59.46,62.89,C,75.0,215.0,1997-09-17,USA,2016.0,1.0,1.0,L,23,"[98, 95, 100, 100, 100]","[96, 97, 98, 99, 99]","[5, 3, 12, 28, 72]","['TOR', 'TOR', 'TOR', 'TOR', 'TOR']"
2021-2022,8476624,Barclay Goodrow,NYR,F,12.0,15.1,85.3,,91.9,18.2,22.9,37.8,48.9,2.0,82.2,22.4,76.9,67.1,49.1,397,383,67,,17.0,369,342,281,231,437,81,350,105,149,230,450,292,197,Second Line,79.0,1320.27,13.0,20.0,33.0,16.59,56.96,45.26,C,74.0,210.0,1993-02-26,CAN,,,,L,28,"[48, 46, 26, 4, 29]","[33, 16, 9, 38, 10]","[57, 92, 86, 93, 66]","['SJS', 'SJS', 'TBL', 'TBL', 'NYR']"
2021-2022,8480849,Barrett Hayton,ARI,F,51.8,38.2,58.2,14.7,11.7,51.6,37.8,27.8,43.6,93.1,77.1,19.8,47.3,2.4,62.0,218,279,189,250.0,175.0,219,278,326,255,32,104,362,238,440,172,450,292,197,Second Line,60.0,967.03,10.0,14.0,24.0,10.98,44.78,44.4,C,73.0,200.0,2000-06-09,CAN,2018.0,1.0,5.0,L,21,"[None, None, None, None, 53]","[None, None, None, None, 37]","[None, None, None, None, 57]","[None, None, None, None, 'ARI']"
2021-2022,8476399,Blake Coleman,CGY,F,68.2,73.1,94.9,,91.4,28.2,76.4,91.6,39.3,9.6,86.7,31.3,33.8,76.7,68.7,144,122,24,,18.0,324,107,39,274,404,61,310,299,106,142,450,292,197,Third Line,81.0,1200.47,16.0,17.0,33.0,21.58,55.41,56.87,L,71.0,199.0,1991-11-28,USA,2011.0,3.0,75.0,L,29,"[49, 22, 79, 72, 54]","[30, 56, 48, 69, 76]","[91, 64, 96, 87, 92]","['NJD', 'NJD', 'TBL', 'TBL', 'CGY']"
