Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2014-2015,Ben Chiarot,WPG,D,56.0,60.0,,32.0,23.0,36.0,162.0,87.0,28.0,164.0,114.0,64.0,,180.0,Third Pair,40,680.91666666667,2,6,8,1.5,55.81,56.16,23,1991-05-09,CAN,CAN,75,232,2009,4,120,8475279.0
2014-2015,Ben Lovejoy,ANA,D,88.0,40.0,,45.0,63.0,95.0,66.0,122.0,136.0,114.0,153.0,24.0,,93.0,Second Pair,60,1165.8833333333,2,12,14,3.21,45.90,52.56,30,1984-02-20,USA,USA,73,205,-,-,-,8473933.0
2014-2015,Ben Lovejoy,PIT,D,88.0,40.0,,45.0,63.0,95.0,66.0,122.0,136.0,114.0,153.0,24.0,,93.0,Second Pair,60,1165.8833333333,2,12,14,3.21,45.90,52.56,30,1984-02-20,USA,USA,73,205,-,-,-,8473933.0
2014-2015,Brad Stuart,COL,D,187.0,94.0,,126.0,189.0,168.0,181.0,135.0,161.0,200.0,36.0,49.0,,125.0,Second Pair,65,1321.0,3,10,13,2.93,50.70,41.3,34,1979-11-06,CAN,CAN,74,215,1998,1,3,8467331.0
2014-2015,Brandon Gormley,ARI,D,96.0,135.0,,165.0,149.0,175.0,13.0,93.0,164.0,8.0,85.0,121.0,,154.0,Third Pair,27,413.7,2,2,4,1.21,41.67,46.68,22,1992-02-18,CAN,CAN,74,188,2010,1,13,8475759.0
2014-2015,Brayden McNabb,LAK,D,61.0,131.0,84.0,,53.0,10.0,87.0,143.0,17.0,40.0,66.0,17.0,,160.0,Third Pair,71,1128.8333333333,2,22,24,3.32,60.94,54.73,23,1991-01-21,CAN,CAN,76,215,2009,3,66,8475188.0
2014-2015,Braydon Coburn,TBL,D,142.0,122.0,,82.0,191.0,70.0,135.0,138.0,74.0,184.0,162.0,96.0,,134.0,Second Pair,43,857.4,1,10,11,2.39,46.81,49.55,29,1985-02-27,CAN,CAN,77,224,2003,1,8,8470601.0
2014-2015,Braydon Coburn,PHI,D,142.0,122.0,,82.0,191.0,70.0,135.0,138.0,74.0,184.0,162.0,96.0,,134.0,Second Pair,43,857.4,1,10,11,2.39,46.81,49.55,29,1985-02-27,CAN,CAN,77,224,2003,1,8,8470601.0
2014-2015,Brendan Smith,DET,D,150.0,87.0,,43.0,135.0,4.0,128.0,117.0,157.0,12.0,132.0,175.0,,182.0,Third Pair,76,1359.7166666667,4,9,13,3.56,45.33,54.5,25,1989-02-08,CAN,CAN,74,200,2007,1,27,8474090.0
2014-2015,Brenden Dillon,DAL,D,120.0,140.0,,144.0,47.0,160.0,110.0,162.0,170.0,177.0,123.0,62.0,,137.0,Second Pair,80,1565.6833333333,2,8,10,4.29,40.78,49.89,23,1990-11-13,CAN,CAN,76,224,-,-,-,8475455.0
2014-2015,Brenden Dillon,SJS,D,120.0,140.0,,144.0,47.0,160.0,110.0,162.0,170.0,177.0,123.0,62.0,,137.0,Second Pair,80,1565.6833333333,2,8,10,4.29,40.78,49.89,23,1990-11-13,CAN,CAN,76,224,-,-,-,8475455.0
2014-2015,Brent Burns,SJS,D,1.0,191.0,2.0,149.0,10.0,127.0,1.0,1.0,1.0,110.0,138.0,61.0,,5.0,First Pair,82,1964.3666666667,17,43,60,15.24,47.93,52.8,29,1985-03-09,CAN,CAN,77,230,2003,1,20,8470613.0
2014-2015,Brent Seabrook,CHI,D,24.0,129.0,42.0,65.0,15.0,132.0,58.0,81.0,43.0,27.0,80.0,82.0,,31.0,First Pair,82,1818.7,8,23,31,8.88,49.49,50.89,29,1985-04-20,CAN,CAN,75,220,2003,1,14,8470607.0
2014-2015,Brett Bellemore,CAR,D,168.0,132.0,,2.0,156.0,79.0,212.0,119.0,81.0,166.0,108.0,10.0,,208.0,Third Pair,49,802.48333333333,2,8,10,1.79,50.00,50.13,26,1988-06-25,CAN,CAN,76,225,2007,6,162,8474135.0
2014-2015,Brian Campbell,FLA,D,174.0,70.0,85.0,63.0,99.0,29.0,200.0,157.0,179.0,33.0,58.0,220.0,,81.0,First Pair,82,1903.0833333333,3,24,27,5.75,52.94,53.84,35,1979-05-23,CAN,CAN,70,192,1997,6,156,8466285.0
2014-2015,Brian Strait,NYI,D,123.0,202.0,,171.0,25.0,221.0,125.0,105.0,217.0,140.0,142.0,43.0,,150.0,Second Pair,52,955.25,2,5,7,2.68,47.37,49.23,26,1988-01-04,USA,USA,73,188,2006,3,65,8473565.0
2014-2015,Brooks Orpik,WSH,D,190.0,52.0,,154.0,95.0,148.0,214.0,215.0,159.0,146.0,177.0,7.0,,113.0,Second Pair,78,1699.8166666667,0,19,19,1.7,50.00,51.3,33,1980-09-26,USA,USA,75,217,2000,1,18,8468498.0
2014-2015,Calvin de Haan,NYI,D,43.0,71.0,,138.0,11.0,140.0,62.0,193.0,55.0,139.0,46.0,54.0,,83.0,Second Pair,65,1235.6666666667,1,11,12,3.72,49.37,53.67,23,1991-05-09,CAN,CAN,73,195,2009,1,12,8475177.0
2014-2015,Cam Fowler,ANA,D,151.0,154.0,49.0,88.0,74.0,119.0,210.0,172.0,110.0,125.0,42.0,205.0,,68.0,Second Pair,80,1690.95,7,27,34,5.4,47.52,50.94,22,1991-12-05,CAN,USA,74,215,2010,1,12,8475764.0
2014-2015,Carl Gunnarsson,STL,D,191.0,36.0,,10.0,154.0,133.0,218.0,150.0,150.0,130.0,49.0,124.0,,132.0,Second Pair,61,1101.95,2,10,12,2.52,53.33,53.24,27,1986-11-09,SWE,SWE,74,198,2007,7,194,8474125.0
2014-2015,Carlo Colaiacovo,PHI,D,74.0,29.0,,,117.0,6.0,86.0,43.0,54.0,63.0,166.0,94.0,,177.0,Third Pair,33,544.0,2,6,8,2.58,56.00,52.5,31,1983-01-27,CAN,CAN,73,202,2001,1,17,8469470.0
2014-2015,Chris Butler,STL,D,128.0,79.0,,,165.0,137.0,67.0,111.0,123.0,102.0,105.0,152.0,,102.0,Third Pair,33,567.3,3,6,9,1.97,54.39,50.17,27,1986-10-27,USA,USA,73,196,2005,4,96,8471761.0
2014-2015,Chris Phillips,OTT,D,178.0,210.0,,116.0,136.0,185.0,164.0,202.0,151.0,118.0,140.0,89.0,,175.0,Second Pair,36,752.26666666667,0,3,3,0.87,47.37,43.38,36,1978-03-09,CAN,CAN,75,219,1996,1,1,8464956.0
2014-2015,Chris Tanev,VAN,D,188.0,6.0,,8.0,111.0,44.0,208.0,151.0,197.0,173.0,6.0,222.0,,90.0,Second Pair,70,1477.0666666667,2,18,20,2.98,49.33,52.52,24,1989-12-20,CAN,CAN,74,193,-,-,-,8475690.0
2014-2015,Christian Ehrhoff,PIT,D,51.0,165.0,93.0,150.0,121.0,135.0,22.0,80.0,41.0,142.0,98.0,150.0,,55.0,Second Pair,49,1066.1833333333,3,11,14,5.23,57.58,50.15,32,1982-07-06,DEU,DEU,74,201,2001,4,106,8469555.0
2014-2015,Christian Folin,MIN,D,82.0,63.0,,,181.0,47.0,114.0,76.0,12.0,97.0,61.0,99.0,,179.0,Third Pair,40,608.0,2,8,10,1.27,54.17,50.87,23,1991-02-09,SWE,SWE,75,204,-,-,-,8477850.0
2014-2015,Clayton Stoner,ANA,D,143.0,88.0,,12.0,123.0,48.0,141.0,199.0,103.0,127.0,171.0,52.0,,217.0,Third Pair,69,1214.2333333333,1,7,8,2.15,44.59,54.4,29,1985-02-19,CAN,CAN,76,216,2004,3,79,8470886.0
2014-2015,Cody Ceci,OTT,D,38.0,156.0,76.0,112.0,58.0,164.0,27.0,75.0,48.0,90.0,54.0,141.0,,110.0,Second Pair,81,1562.4833333333,5,16,21,5.11,46.59,50.56,20,1993-12-21,CAN,CAN,74,210,2012,1,15,8476879.0
2014-2015,Cody Franson,NSH,D,87.0,163.0,30.0,74.0,96.0,193.0,104.0,136.0,42.0,204.0,106.0,27.0,,47.0,Second Pair,78,1531.0,7,29,36,5.95,49.52,50.07,27,1987-08-08,CAN,CAN,77,224,2005,3,79,8471742.0
2014-2015,Cody Franson,TOR,D,87.0,163.0,30.0,74.0,96.0,193.0,104.0,136.0,42.0,204.0,106.0,27.0,,47.0,Second Pair,78,1531.0,7,29,36,5.95,49.52,50.07,27,1987-08-08,CAN,CAN,77,224,2005,3,79,8471742.0
2014-2015,Cody Goloubef,CBJ,D,101.0,125.0,,61.0,92.0,64.0,196.0,218.0,7.0,218.0,184.0,95.0,,215.0,Third Pair,36,560.35,0,9,9,1.15,65.71,51.86,24,1989-11-30,CAN,CAN,73,190,2008,2,37,8474597.0
2014-2015,Connor Murphy,ARI,D,161.0,99.0,,87.0,178.0,169.0,134.0,82.0,173.0,66.0,76.0,58.0,,153.0,Third Pair,73,1226.45,4,3,7,3.41,34.62,44.77,21,1993-03-26,USA,USA,76,212,2011,1,20,8476473.0
2014-2015,Dalton Prout,CBJ,D,179.0,76.0,,128.0,185.0,90.0,154.0,198.0,139.0,196.0,99.0,35.0,,192.0,Second Pair,63,1160.1666666667,0,8,8,2.29,39.13,47.7,24,1990-03-13,CAN,CAN,75,215,2010,6,154,8474774.0
2014-2015,Damon Severson,NJD,D,156.0,194.0,104.0,132.0,190.0,65.0,53.0,35.0,222.0,178.0,157.0,221.0,,99.0,Second Pair,51,1120.1166666667,5,12,17,4.48,42.59,49.22,20,1994-08-07,CAN,CAN,74,205,2012,2,60,8476923.0
2014-2015,Dan Boyle,NYR,D,65.0,59.0,21.0,16.0,18.0,49.0,84.0,30.0,198.0,11.0,65.0,190.0,,52.0,Second Pair,65,1315.8833333333,9,11,20,7.99,63.33,54.54,38,1976-07-12,CAN,CAN,71,194,-,-,-,8467096.0
2014-2015,Dan Girardi,NYR,D,111.0,111.0,90.0,49.0,43.0,191.0,187.0,152.0,100.0,197.0,44.0,50.0,,61.0,First Pair,82,1860.75,4,16,20,6.21,51.30,47.66,30,1984-04-29,CAN,CAN,73,212,-,-,-,8471958.0
2014-2015,Dan Hamhuis,VAN,D,75.0,169.0,87.0,71.0,93.0,121.0,78.0,174.0,31.0,149.0,71.0,149.0,,78.0,Second Pair,59,1270.3666666667,1,22,23,3.74,45.78,48.2,31,1982-12-13,CAN,CAN,73,204,2001,1,12,8469465.0
2014-2015,Danny DeKeyser,DET,D,154.0,65.0,73.0,40.0,152.0,9.0,160.0,169.0,101.0,72.0,94.0,170.0,,101.0,Second Pair,80,1674.2,2,29,31,3.86,55.32,54.26,24,1990-03-07,USA,USA,75,183,-,-,-,8477215.0
2014-2015,David Rundblad,CHI,D,7.0,152.0,,,20.0,58.0,24.0,29.0,8.0,1.0,59.0,185.0,,169.0,Fringe,49,627.16666666667,3,11,14,2.02,67.39,52.79,23,1990-10-08,SWE,SWE,74,187,2009,1,17,8475182.0
2014-2015,David Savard,CBJ,D,163.0,117.0,39.0,124.0,173.0,107.0,143.0,51.0,200.0,171.0,203.0,47.0,,88.0,First Pair,82,1881.4,11,25,36,4.86,46.85,48.48,23,1990-10-22,CAN,CAN,73,235,2009,4,94,8475233.0
2014-2015,David Schlemko,ARI,D,131.0,39.0,,13.0,65.0,151.0,83.0,160.0,196.0,56.0,185.0,105.0,,144.0,Third Pair,44,674.56666666667,1,3,4,1.42,49.02,49.36,27,1987-05-07,CAN,CAN,73,191,-,-,-,8473673.0
2014-2015,David Schlemko,CGY,D,131.0,39.0,,13.0,65.0,151.0,83.0,160.0,196.0,56.0,185.0,105.0,,144.0,Third Pair,44,674.56666666667,1,3,4,1.42,49.02,49.36,27,1987-05-07,CAN,CAN,73,191,-,-,-,8473673.0
2014-2015,David Schlemko,DAL,D,131.0,39.0,,13.0,65.0,151.0,83.0,160.0,196.0,56.0,185.0,105.0,,144.0,Third Pair,44,674.56666666667,1,3,4,1.42,49.02,49.36,27,1987-05-07,CAN,CAN,73,191,-,-,-,8473673.0
2014-2015,Dennis Seidenberg,BOS,D,153.0,96.0,,20.0,176.0,112.0,118.0,145.0,130.0,165.0,109.0,63.0,,87.0,First Pair,82,1812.2666666667,3,11,14,3.57,45.87,46.91,33,1981-07-18,DEU,DEU,72,199,2001,6,172,8469619.0
2014-2015,Dennis Wideman,CGY,D,117.0,185.0,18.0,100.0,167.0,217.0,80.0,53.0,106.0,24.0,8.0,154.0,,10.0,First Pair,80,1971.4,15,41,56,10.71,52.38,44.08,31,1983-03-20,CAN,CAN,72,202,2002,8,241,8469770.0
2014-2015,Derrick Pouliot,PIT,D,135.0,181.0,25.0,,126.0,98.0,64.0,131.0,188.0,9.0,13.0,212.0,,161.0,Third Pair,34,596.58333333333,2,5,7,3.32,40.63,48.05,20,1994-01-16,CAN,CAN,72,196,2012,1,8,8476884.0
2014-2015,Deryk Engelland,CGY,D,199.0,82.0,,56.0,215.0,177.0,151.0,54.0,213.0,155.0,144.0,29.0,,181.0,Third Pair,76,1093.1833333333,2,9,11,1.62,35.71,43.72,32,1982-04-03,CAN,CAN,74,212,2000,6,194,8468674.0
2014-2015,Dion Phaneuf,TOR,D,115.0,217.0,50.0,161.0,160.0,223.0,75.0,118.0,83.0,221.0,97.0,34.0,,32.0,First Pair,70,1660.2333333333,3,26,29,8.09,46.73,42.55,29,1985-04-10,CAN,CAN,75,222,2003,1,9,8470602.0
2014-2015,Dmitry Kulikov,FLA,D,165.0,127.0,82.0,145.0,128.0,105.0,168.0,153.0,171.0,158.0,130.0,85.0,,114.0,Second Pair,73,1555.7333333333,3,19,22,4.12,51.72,51.57,23,1990-10-29,RUS,RUS,73,201,2009,1,14,8475179.0
2014-2015,Dougie Hamilton,BOS,D,32.0,147.0,11.0,170.0,48.0,53.0,11.0,67.0,73.0,132.0,201.0,103.0,,43.0,Second Pair,72,1536.1833333333,10,32,42,8.29,48.48,52.16,21,1993-06-17,CAN,CAN,78,230,2011,1,9,8476462.0
2014-2015,Drew Doughty,LAK,D,30.0,124.0,41.0,117.0,45.0,20.0,43.0,72.0,23.0,99.0,151.0,90.0,,20.0,First Pair,82,2377.6666666667,7,39,46,11.62,53.97,54.31,24,1989-12-08,CAN,CAN,73,210,2008,1,2,8474563.0
2014-2015,Duncan Keith,CHI,D,19.0,145.0,37.0,103.0,8.0,94.0,59.0,56.0,37.0,35.0,124.0,224.0,,21.0,First Pair,80,2045.1166666667,10,35,45,10.25,53.91,52.71,31,1983-07-16,CAN,CAN,73,192,2002,2,54,8470281.0
2014-2015,Dustin Byfuglien,WPG,D,4.0,192.0,6.0,84.0,68.0,124.0,2.0,2.0,80.0,77.0,213.0,26.0,,8.0,First Pair,69,1565.4666666667,18,27,45,18.49,53.57,53.29,29,1985-03-27,USA,USA,77,260,2003,8,245,8470834.0
2014-2015,Dylan Olsen,FLA,D,99.0,55.0,,113.0,171.0,110.0,69.0,58.0,99.0,134.0,86.0,40.0,,166.0,Third Pair,44,699.73333333333,2,6,8,1.37,42.22,46.87,23,1991-01-03,USA,CAN,74,223,2009,1,28,8475153.0
2014-2015,Eric Brewer,TOR,D,145.0,148.0,,167.0,162.0,167.0,178.0,83.0,109.0,190.0,214.0,56.0,,143.0,Second Pair,44,822.13333333333,3,8,11,1.72,42.67,44.95,35,1979-04-17,CAN,CAN,76,216,1997,1,5,8466142.0
2014-2015,Eric Brewer,TBL,D,145.0,148.0,,167.0,162.0,167.0,178.0,83.0,109.0,190.0,214.0,56.0,,143.0,Second Pair,44,822.13333333333,3,8,11,1.72,42.67,44.95,35,1979-04-17,CAN,CAN,76,216,1997,1,5,8466142.0
2014-2015,Eric Brewer,ANA,D,145.0,148.0,,167.0,162.0,167.0,178.0,83.0,109.0,190.0,214.0,56.0,,143.0,Second Pair,44,822.13333333333,3,8,11,1.72,42.67,44.95,35,1979-04-17,CAN,CAN,76,216,1997,1,5,8466142.0
2014-2015,Eric Gelinas,NJD,D,81.0,118.0,15.0,,197.0,59.0,21.0,70.0,68.0,7.0,204.0,75.0,,82.0,Third Pair,61,1004.1166666667,6,13,19,4.8,56.00,47.42,23,1991-05-08,CAN,CAN,76,215,2009,2,54,8475199.0
2014-2015,Eric Gryba,OTT,D,138.0,212.0,,95.0,161.0,118.0,105.0,189.0,88.0,205.0,212.0,18.0,,213.0,Third Pair,75,1174.1166666667,0,12,12,2.43,49.30,46.66,26,1988-04-14,CAN,CAN,76,222,2006,3,68,8473468.0
2014-2015,Erik Gudbranson,FLA,D,137.0,174.0,105.0,137.0,144.0,128.0,40.0,88.0,215.0,161.0,82.0,13.0,,159.0,Second Pair,76,1414.9666666667,4,9,13,4.34,48.24,48.52,22,1992-01-07,CAN,CAN,77,222,2010,1,3,8475790.0
2014-2015,Erik Johnson,COL,D,57.0,160.0,63.0,34.0,138.0,205.0,33.0,7.0,95.0,194.0,125.0,81.0,,17.0,First Pair,47,1147.7166666667,12,11,23,5.79,51.56,41.91,26,1988-03-21,USA,USA,76,225,2006,1,1,8473446.0
2014-2015,Erik Karlsson,OTT,D,2.0,206.0,19.0,,32.0,129.0,4.0,3.0,36.0,89.0,20.0,161.0,,1.0,First Pair,82,2234.9166666667,21,45,66,16.89,53.52,51.9,24,1990-05-31,SWE,SWE,72,190,2008,1,15,8474578.0
2014-2015,Fedor Tyutin,CBJ,D,197.0,110.0,,90.0,206.0,87.0,197.0,106.0,162.0,187.0,186.0,118.0,,121.0,Second Pair,67,1334.9,3,12,15,2.19,48.68,45.83,31,1983-07-19,RUS,RUS,74,221,2001,2,40,8469492.0
2014-2015,Francois Beauchemin,ANA,D,78.0,114.0,70.0,122.0,61.0,139.0,121.0,17.0,167.0,107.0,143.0,107.0,,49.0,First Pair,64,1455.3,11,12,23,5.75,59.49,52.2,34,1980-06-04,CAN,CAN,71,208,1998,3,75,8467400.0
2014-2015,Hampus Lindholm,ANA,D,37.0,205.0,75.0,162.0,36.0,116.0,146.0,48.0,9.0,100.0,112.0,186.0,,92.0,Second Pair,78,1697.3,7,27,34,6.23,60.19,50.86,20,1994-01-20,SWE,SWE,76,215,2012,1,6,8476854.0
2014-2015,Ian Cole,PIT,D,92.0,3.0,,,76.0,15.0,96.0,69.0,133.0,94.0,122.0,144.0,,146.0,Third Pair,74,1182.7,5,12,17,4.18,60.87,55.42,25,1989-02-21,USA,USA,73,225,2007,1,18,8474013.0
2014-2015,Ian Cole,STL,D,92.0,3.0,,,76.0,15.0,96.0,69.0,133.0,94.0,122.0,144.0,,146.0,Third Pair,74,1182.7,5,12,17,4.18,60.87,55.42,25,1989-02-21,USA,USA,73,225,2007,1,18,8474013.0
2014-2015,Jack Hillen,CAR,D,205.0,25.0,,,168.0,156.0,179.0,221.0,192.0,5.0,68.0,101.0,,216.0,Fringe,38,488.7,0,5,5,0.84,46.88,45.81,28,1986-01-24,USA,USA,70,190,-,-,-,8474519.0
2014-2015,Jack Hillen,WSH,D,205.0,25.0,,,168.0,156.0,179.0,221.0,192.0,5.0,68.0,101.0,,216.0,Fringe,38,488.7,0,5,5,0.84,46.88,45.81,28,1986-01-24,USA,USA,70,190,-,-,-,8474519.0
2014-2015,Jack Johnson,CBJ,D,146.0,133.0,45.0,123.0,166.0,134.0,99.0,149.0,152.0,186.0,116.0,86.0,,33.0,First Pair,79,1909.1,8,32,40,7.88,45.08,47.31,27,1987-01-13,USA,USA,73,227,2005,1,3,8471677.0
2014-2015,Jacob Trouba,WPG,D,33.0,175.0,72.0,130.0,38.0,115.0,31.0,41.0,67.0,129.0,45.0,109.0,,36.0,First Pair,65,1515.5666666667,7,15,22,8.81,48.53,53.7,20,1994-02-26,USA,USA,75,203,2012,1,9,8476885.0
2014-2015,Jake Gardiner,TOR,D,133.0,190.0,101.0,,139.0,154.0,138.0,57.0,143.0,181.0,43.0,115.0,,109.0,Second Pair,79,1656.9166666667,4,20,24,6.01,42.86,49.01,24,1990-07-04,USA,USA,74,203,2008,1,17,8474581.0
2014-2015,Jake Muzzin,LAK,D,11.0,35.0,35.0,22.0,28.0,1.0,20.0,44.0,10.0,41.0,84.0,45.0,,37.0,First Pair,76,1725.1833333333,10,31,41,8.76,51.04,57.28,25,1989-02-21,CAN,CAN,75,227,2007,5,141,8474162.0
2014-2015,Jakub Kindl,DET,D,62.0,113.0,34.0,,85.0,3.0,65.0,28.0,107.0,2.0,191.0,137.0,,116.0,Third Pair,35,556.88333333333,5,8,13,2.72,58.62,57.68,27,1987-02-10,CZE,CZE,75,199,2005,1,19,8471693.0
2014-2015,James Wisniewski,ANA,D,55.0,179.0,23.0,46.0,66.0,149.0,50.0,164.0,30.0,137.0,56.0,88.0,,28.0,Second Pair,69,1462.1333333333,8,26,34,8.14,44.21,47.38,30,1984-02-21,USA,USA,71,203,2002,5,156,8470222.0
