Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2016-2017,Alex Ovechkin,WSH,F,21.0,387.0,8.0,,103.0,308.0,9.0,38.0,74.0,118.0,238.0,58.0,,3.0,First Line,82,1506.0166666667,33,36,69,27.54,57.84,49.17,30,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2016-2017,Alexander Burmistrov,ARI,F,412.0,403.0,131.0,112.0,398.0,396.0,409.0,417.0,313.0,240.0,151.0,151.0,166.0,329.0,Fourth Line,49,654.43333333333,5,11,16,4.24,36.11,35.07,24,1991-10-21,RUS,RUS,73,180,2010,1,8,8475788.0
2016-2017,Alexander Burmistrov,WPG,F,412.0,403.0,131.0,112.0,398.0,396.0,409.0,417.0,313.0,240.0,151.0,151.0,166.0,329.0,Fourth Line,49,654.43333333333,5,11,16,4.24,36.11,35.07,24,1991-10-21,RUS,RUS,73,180,2010,1,8,8475788.0
2016-2017,Alexander Radulov,MTL,F,88.0,191.0,206.0,,49.0,121.0,232.0,305.0,21.0,8.0,365.0,264.0,,96.0,First Line,76,1390.0833333333,18,36,54,17.27,59.77,55.31,30,1986-07-05,RUS,RUS,73,200,2004,1,15,8471228.0
2016-2017,Alexander Steen,STL,F,258.0,100.0,90.0,120.0,248.0,149.0,334.0,225.0,198.0,186.0,210.0,367.0,110.0,70.0,First Line,76,1467.2333333333,16,35,51,14.52,52.56,49.46,32,1984-03-01,CAN,SWE,72,211,2002,1,24,8470257.0
2016-2017,Alexander Wennberg,CBJ,F,277.0,64.0,60.0,,130.0,192.0,410.0,357.0,81.0,50.0,72.0,317.0,150.0,148.0,First Line,80,1470.2,13,46,59,10.15,54.88,51.53,21,1994-09-22,SWE,SWE,74,190,2013,1,14,8477505.0
2016-2017,Alexandre Burrows,OTT,F,220.0,218.0,,174.0,271.0,306.0,114.0,213.0,250.0,208.0,198.0,229.0,,209.0,Third Line,75,1098.0833333333,15,16,31,12.65,51.39,48.48,35,1981-04-11,CAN,CAN,73,197,-,-,-,8470358.0
2016-2017,Alexandre Burrows,VAN,F,220.0,218.0,,174.0,271.0,306.0,114.0,213.0,250.0,208.0,198.0,229.0,,209.0,Third Line,75,1098.0833333333,15,16,31,12.65,51.39,48.48,35,1981-04-11,CAN,CAN,73,197,-,-,-,8470358.0
2016-2017,Anders Lee,NYI,F,35.0,325.0,54.0,,18.0,346.0,53.0,18.0,216.0,149.0,383.0,77.0,,100.0,Second Line,81,1262.65,34,18,52,23.82,57.29,53.32,26,1990-07-03,USA,USA,75,235,2009,6,152,8475314.0
2016-2017,Andre Burakovsky,WSH,F,86.0,226.0,224.0,,70.0,248.0,129.0,96.0,130.0,98.0,287.0,347.0,,186.0,Fourth Line,64,848.85,12,23,35,9.47,61.82,48.44,21,1995-02-09,AUT,SWE,75,209,2013,1,23,8477444.0
2016-2017,Andreas Athanasiou,DET,F,65.0,312.0,236.0,,293.0,302.0,48.0,5.0,261.0,10.0,7.0,333.0,,196.0,Fourth Line,64,861.71666666667,18,11,29,10.95,50.00,46.4,22,1994-08-06,CAN,CAN,74,190,2012,4,110,8476960.0
2016-2017,Andreas Martinsen,COL,F,401.0,89.0,,7.0,417.0,245.0,215.0,366.0,390.0,296.0,400.0,10.0,,387.0,Fourth Line,64,637.0,3,4,7,5.74,27.27,39.94,26,1990-06-13,NOR,NOR,75,225,-,-,-,8478561.0
2016-2017,Andreas Martinsen,MTL,F,401.0,89.0,,7.0,417.0,245.0,215.0,366.0,390.0,296.0,400.0,10.0,,387.0,Fourth Line,64,637.0,3,4,7,5.74,27.27,39.94,26,1990-06-13,NOR,NOR,75,225,-,-,-,8478561.0
2016-2017,Andrew Cogliano,ANA,F,105.0,361.0,,104.0,30.0,222.0,93.0,262.0,132.0,323.0,208.0,184.0,,203.0,Third Line,82,1241.3166666667,16,19,35,16.56,54.05,53.8,29,1987-06-14,CAN,CAN,70,179,2005,1,25,8471699.0
2016-2017,Andrew Copp,WPG,F,279.0,99.0,,38.0,284.0,22.0,321.0,142.0,285.0,329.0,290.0,116.0,92.0,359.0,Fourth Line,64,789.95,9,8,17,8.38,56.10,55.72,22,1994-07-08,USA,USA,73,199,2013,4,104,8477429.0
2016-2017,Andrew Desjardins,CHI,F,387.0,263.0,,,256.0,268.0,280.0,410.0,407.0,394.0,155.0,74.0,,400.0,Fourth Line,46,432.46666666667,0,1,1,4.01,38.46,49.78,30,1986-07-27,CAN,CAN,73,195,-,-,-,8471956.0
2016-2017,Andrew Ladd,NYI,F,202.0,352.0,165.0,127.0,225.0,367.0,154.0,100.0,309.0,165.0,364.0,130.0,,128.0,Second Line,78,1261.7,23,8,31,16.58,42.11,47.19,30,1985-12-12,CAN,CAN,75,205,2004,1,4,8471217.0
2016-2017,Andrew Shaw,MTL,F,170.0,168.0,253.0,,91.0,146.0,110.0,196.0,281.0,297.0,137.0,82.0,60.0,191.0,Third Line,68,1033.7166666667,12,17,29,14.48,51.56,55.18,25,1991-07-20,CAN,CAN,71,182,2011,5,139,8476381.0
2016-2017,Andy Andreoff,LAK,F,332.0,315.0,,,135.0,153.0,294.0,377.0,366.0,60.0,415.0,48.0,,415.0,Fourth Line,36,381.46666666667,0,2,2,4.32,42.86,52.28,25,1991-05-17,CAN,CAN,73,208,2011,3,80,8476404.0
2016-2017,Anthony Beauvillier,NYI,F,237.0,419.0,,,333.0,419.0,205.0,182.0,182.0,93.0,264.0,173.0,140.0,253.0,Fourth Line,66,859.38333333333,9,15,24,8.53,51.43,42.3,19,1997-06-08,CAN,CAN,71,180,2015,1,28,8478463.0
2016-2017,Anthony Duclair,ARI,F,253.0,286.0,240.0,,183.0,348.0,361.0,263.0,131.0,29.0,194.0,387.0,,289.0,Fourth Line,58,771.36666666667,5,10,15,8.8,49.06,49.67,21,1995-08-26,CAN,CAN,71,197,2013,3,80,8477407.0
2016-2017,Anthony Mantha,DET,F,119.0,88.0,257.0,,182.0,36.0,66.0,37.0,300.0,136.0,142.0,292.0,,110.0,Second Line,60,954.7,17,19,36,13.28,58.46,54.68,21,1994-09-16,CAN,CAN,77,234,2013,1,20,8477511.0
2016-2017,Antoine Roussel,DAL,F,94.0,321.0,213.0,87.0,13.0,290.0,275.0,97.0,138.0,337.0,368.0,147.0,,213.0,Second Line,60,931.1,12,15,27,8.95,52.17,54.56,26,1989-11-21,FRA,FRA,71,200,-,-,-,8474849.0
2016-2017,Antoine Vermette,ANA,F,353.0,301.0,135.0,182.0,221.0,321.0,384.0,394.0,293.0,270.0,409.0,273.0,2.0,211.0,Second Line,72,1145.05,9,19,28,11.52,46.77,50.79,34,1982-07-20,CAN,CAN,73,197,2000,2,55,8468535.0
2016-2017,Anton Slepyshev,EDM,F,301.0,186.0,,,353.0,280.0,136.0,282.0,282.0,246.0,257.0,103.0,,338.0,Fourth Line,41,455.7,4,6,10,3.65,63.16,42.49,22,1994-05-13,RUS,RUS,74,221,2013,3,88,8477415.0
2016-2017,Anze Kopitar,LAK,F,164.0,83.0,56.0,123.0,24.0,49.0,356.0,309.0,71.0,204.0,41.0,275.0,33.0,60.0,First Line,76,1578.2333333333,12,40,52,18.35,47.56,55.5,29,1987-08-24,SVN,SVN,75,225,2005,1,11,8471685.0
2016-2017,Artem Anisimov,CHI,F,229.0,283.0,205.0,164.0,243.0,329.0,360.0,112.0,170.0,22.0,267.0,397.0,156.0,129.0,Second Line,64,1142.15,22,23,45,14.25,55.13,45.0,28,1988-05-24,RUS,RUS,76,199,2006,2,54,8473573.0
2016-2017,Artemi Panarin,CHI,F,93.0,355.0,116.0,,127.0,243.0,175.0,104.0,63.0,3.0,112.0,408.0,,29.0,First Line,82,1596.6333333333,31,43,74,20.78,58.33,48.65,24,1991-10-30,RUS,RUS,72,173,-,-,-,8478550.0
2016-2017,Artturi Lehkonen,MTL,F,54.0,177.0,260.0,,118.0,143.0,29.0,25.0,244.0,341.0,154.0,238.0,,181.0,Third Line,73,1011.7,18,10,28,16.37,50.00,53.92,21,1995-07-04,FIN,FIN,71,179,2013,2,55,8477476.0
2016-2017,Austin Czarnik,BOS,F,311.0,17.0,152.0,1.0,229.0,21.0,297.0,219.0,389.0,43.0,59.0,346.0,,307.0,Fourth Line,49,637.78333333333,5,8,13,6.22,38.71,53.8,23,1992-12-12,USA,USA,69,170,-,-,-,8478512.0
2016-2017,Austin Watson,NSH,F,369.0,1.0,,59.0,413.0,14.0,271.0,374.0,235.0,417.0,351.0,68.0,,334.0,Fourth Line,77,956.8,5,12,17,7.55,58.54,46.77,24,1992-01-13,USA,USA,76,204,2010,1,18,8475766.0
2016-2017,Auston Matthews,TOR,F,4.0,156.0,19.0,,44.0,378.0,7.0,1.0,220.0,12.0,56.0,414.0,147.0,10.0,Second Line,82,1445.75,40,29,69,32.2,51.58,51.8,18,1997-09-17,USA,USA,75,208,2016,1,1,8479318.0
2016-2017,Beau Bennett,NJD,F,234.0,220.0,258.0,,239.0,92.0,140.0,192.0,289.0,271.0,325.0,124.0,,288.0,Third Line,65,881.26666666667,8,11,19,8.9,50.00,50.28,24,1991-11-27,USA,USA,74,195,2010,1,20,8475761.0
2016-2017,Ben Smith,COL,F,399.0,53.0,,119.0,376.0,279.0,369.0,352.0,402.0,411.0,173.0,225.0,27.0,378.0,Fourth Line,40,458.65,2,2,4,3.74,37.50,45.85,28,1988-07-11,USA,USA,71,203,2008,6,169,8474727.0
2016-2017,Ben Smith,TOR,F,399.0,53.0,,119.0,376.0,279.0,369.0,352.0,402.0,411.0,173.0,225.0,27.0,378.0,Fourth Line,40,458.65,2,2,4,3.74,37.50,45.85,28,1988-07-11,USA,USA,71,203,2008,6,169,8474727.0
2016-2017,Benoit Pouliot,EDM,F,252.0,330.0,176.0,29.0,232.0,320.0,352.0,200.0,191.0,88.0,305.0,293.0,,233.0,Third Line,67,941.61666666667,8,6,14,7.67,44.90,45.71,29,1986-09-29,CAN,CAN,75,200,2005,1,4,8471678.0
2016-2017,Blake Comeau,COL,F,337.0,207.0,,137.0,345.0,173.0,260.0,353.0,290.0,335.0,321.0,109.0,95.0,267.0,Third Line,77,1153.8166666667,8,12,20,9.26,34.67,46.78,30,1986-02-18,CAN,CAN,73,200,2004,2,47,8471260.0
2016-2017,Blake Wheeler,WPG,F,15.0,144.0,71.0,169.0,37.0,98.0,38.0,91.0,15.0,228.0,203.0,209.0,,13.0,First Line,82,1651.65,26,48,74,24.65,50.49,57.43,30,1986-08-31,USA,USA,77,220,2004,1,5,8471218.0
2016-2017,Bo Horvat,VAN,F,181.0,327.0,169.0,190.0,249.0,380.0,223.0,118.0,136.0,294.0,188.0,278.0,61.0,137.0,First Line,81,1460.6,20,32,52,18.99,52.94,49.4,21,1995-04-05,CAN,CAN,72,215,2013,1,9,8477500.0
2016-2017,Bobby Ryan,OTT,F,139.0,329.0,201.0,,211.0,361.0,141.0,133.0,118.0,156.0,29.0,140.0,,145.0,Second Line,62,963.35,13,12,25,11.07,50.79,47.6,29,1987-03-17,USA,USA,74,208,2005,1,2,8471676.0
2016-2017,Boone Jenner,CBJ,F,51.0,183.0,204.0,62.0,98.0,402.0,28.0,64.0,212.0,357.0,179.0,50.0,,85.0,Second Line,82,1317.0333333333,18,16,34,20.39,57.65,47.98,23,1993-06-15,CAN,CAN,74,203,2011,2,37,8476432.0
2016-2017,Brad Marchand,BOS,F,14.0,229.0,88.0,51.0,7.0,35.0,42.0,33.0,58.0,267.0,363.0,308.0,,14.0,First Line,80,1554.9166666667,39,46,85,26.17,54.90,59.64,28,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
2016-2017,Brandon Dubinsky,CBJ,F,126.0,346.0,254.0,146.0,41.0,379.0,341.0,253.0,42.0,377.0,308.0,33.0,41.0,149.0,Second Line,80,1431.6333333333,12,29,41,11.61,55.56,47.58,30,1986-04-29,USA,USA,74,208,2004,2,60,8471273.0
2016-2017,Brandon Pirri,NYR,F,296.0,350.0,45.0,,315.0,332.0,193.0,271.0,294.0,193.0,199.0,247.0,37.0,212.0,Fourth Line,60,736.63333333333,8,10,18,10.49,43.14,45.82,25,1991-04-10,CAN,CAN,72,180,2009,2,59,8475204.0
2016-2017,Brandon Saad,CBJ,F,23.0,182.0,231.0,,64.0,142.0,36.0,15.0,97.0,79.0,71.0,399.0,,73.0,Second Line,82,1396.4333333333,24,29,53,22.08,62.35,56.05,23,1992-10-27,USA,USA,73,215,2011,2,43,8476438.0
2016-2017,Brandon Sutter,VAN,F,338.0,216.0,209.0,111.0,367.0,299.0,261.0,243.0,349.0,339.0,30.0,261.0,24.0,163.0,First Line,81,1523.0333333333,17,17,34,16.24,41.03,43.76,27,1989-02-14,USA,CAN,75,190,2007,1,11,8474091.0
2016-2017,Brandon Tanev,WPG,F,416.0,46.0,,128.0,415.0,100.0,218.0,392.0,421.0,328.0,6.0,15.0,,393.0,Fourth Line,51,544.51666666667,2,2,4,4.16,35.00,44.26,24,1991-12-31,CAN,CAN,72,189,-,-,-,8479293.0
2016-2017,Brayden Point,TBL,F,270.0,145.0,115.0,,139.0,144.0,355.0,151.0,345.0,23.0,157.0,363.0,132.0,136.0,Second Line,68,1164.9666666667,18,22,40,14.16,54.05,51.21,20,1996-03-13,CAN,CAN,71,180,2014,3,79,8478010.0
2016-2017,Brayden Schenn,PHI,F,248.0,328.0,12.0,,224.0,293.0,343.0,325.0,103.0,96.0,171.0,66.0,122.0,69.0,Second Line,79,1405.6833333333,25,30,55,24.83,46.75,49.02,25,1991-08-22,CAN,CAN,73,199,2009,1,5,8475170.0
2016-2017,Brendan Gallagher,MTL,F,5.0,169.0,199.0,,21.0,213.0,3.0,62.0,11.0,41.0,35.0,235.0,,83.0,Third Line,64,966.08333333333,10,19,29,19.68,58.49,55.22,24,1992-05-06,CAN,CAN,69,186,2010,5,147,8475848.0
2016-2017,Brendan Gaunce,VAN,F,406.0,141.0,,,298.0,101.0,309.0,421.0,394.0,320.0,403.0,57.0,,420.0,Fourth Line,57,541.0,0,5,5,3.85,44.00,47.99,22,1994-03-25,CAN,CAN,75,219,2012,1,26,8476867.0
2016-2017,Brendan Perlini,ARI,F,345.0,404.0,156.0,,375.0,403.0,285.0,111.0,393.0,276.0,262.0,290.0,,234.0,Third Line,57,845.78333333333,14,7,21,8.25,53.33,40.49,20,1996-04-27,GBR,GBR,75,211,2014,1,12,8477943.0
2016-2017,Brett Connolly,WSH,F,129.0,173.0,,,138.0,88.0,248.0,57.0,176.0,146.0,410.0,99.0,,279.0,Fourth Line,66,705.51666666667,15,8,23,6.77,70.21,51.88,24,1992-05-02,CAN,CAN,75,198,2010,1,6,8475792.0
2016-2017,Brett Ritchie,DAL,F,45.0,269.0,227.0,,102.0,137.0,14.0,19.0,338.0,314.0,282.0,53.0,,215.0,Fourth Line,78,1005.9166666667,16,8,24,15.47,61.82,53.07,23,1993-07-01,CAN,CAN,76,215,2011,2,44,8476439.0
2016-2017,Brian Boyle,TBL,F,194.0,27.0,118.0,177.0,276.0,19.0,73.0,124.0,286.0,340.0,280.0,105.0,54.0,235.0,Fourth Line,75,977.48333333333,13,12,25,13.64,55.56,54.09,31,1984-12-18,USA,USA,78,245,2003,1,26,8470619.0
2016-2017,Brian Boyle,TOR,F,194.0,27.0,118.0,177.0,276.0,19.0,73.0,124.0,286.0,340.0,280.0,105.0,54.0,235.0,Fourth Line,75,977.48333333333,13,12,25,13.64,55.56,54.09,31,1984-12-18,USA,USA,78,245,2003,1,26,8470619.0
2016-2017,Brian Flynn,MTL,F,366.0,39.0,,83.0,391.0,34.0,314.0,301.0,328.0,414.0,190.0,343.0,,357.0,Fourth Line,51,615.35,6,4,10,4.04,54.29,52.58,28,1988-07-26,USA,USA,73,185,-,-,-,8476808.0
2016-2017,Brian Gionta,BUF,F,214.0,331.0,225.0,183.0,310.0,318.0,169.0,244.0,115.0,373.0,297.0,318.0,,183.0,Second Line,82,1361.6333333333,15,20,35,13.86,42.11,47.01,37,1979-01-18,USA,USA,67,178,1998,3,82,8467407.0
2016-2017,Brock McGinn,CAR,F,166.0,227.0,,5.0,181.0,340.0,204.0,194.0,121.0,233.0,4.0,101.0,,315.0,Fourth Line,57,683.85,7,9,16,7.98,38.00,47.72,22,1994-02-02,CAN,CAN,72,187,2012,2,47,8476934.0
2016-2017,Brock Nelson,NYI,F,140.0,308.0,141.0,,207.0,405.0,119.0,42.0,277.0,229.0,98.0,302.0,148.0,122.0,Second Line,81,1267.5,20,25,45,15.95,48.28,45.52,24,1991-10-15,USA,USA,76,210,2010,1,30,8475754.0
2016-2017,Bryan Little,WPG,F,109.0,302.0,69.0,176.0,88.0,303.0,227.0,51.0,199.0,188.0,178.0,314.0,15.0,64.0,Second Line,59,1035.8666666667,21,26,47,13.95,49.35,51.77,28,1987-11-12,CAN,CAN,72,191,2006,1,12,8473412.0
2016-2017,Bryan Rust,PIT,F,79.0,203.0,,,59.0,221.0,75.0,102.0,158.0,299.0,12.0,114.0,,187.0,Third Line,57,777.26666666667,15,13,28,12.21,50.00,51.59,24,1992-05-11,USA,USA,71,192,2010,3,80,8475810.0
2016-2017,Cal Clutterbuck,NYI,F,217.0,267.0,,167.0,274.0,260.0,134.0,247.0,154.0,374.0,221.0,5.0,,283.0,Third Line,66,923.81666666667,5,15,20,11.71,53.70,49.19,28,1987-11-18,CAN,CAN,72,212,2006,3,72,8473504.0
2016-2017,Calle Jarnkrok,NSH,F,295.0,71.0,248.0,116.0,265.0,18.0,239.0,167.0,384.0,260.0,77.0,339.0,76.0,245.0,Second Line,81,1273.8,15,16,31,12.79,49.35,55.33,24,1991-09-25,SWE,SWE,72,192,2010,2,51,8475714.0
2016-2017,Cam Atkinson,CBJ,F,30.0,376.0,47.0,97.0,94.0,404.0,27.0,44.0,87.0,331.0,240.0,383.0,,36.0,First Line,82,1482.8666666667,35,27,62,25.83,57.53,47.73,27,1989-06-05,USA,USA,68,176,2008,6,157,8474715.0
2016-2017,Carl Hagelin,PIT,F,73.0,275.0,,39.0,19.0,158.0,63.0,235.0,110.0,91.0,192.0,222.0,,193.0,Third Line,61,944.88333333333,6,16,22,11.78,56.45,55.42,28,1988-08-23,SWE,SWE,72,183,2007,6,168,8474176.0
2016-2017,Carl Soderberg,COL,F,350.0,122.0,181.0,,386.0,259.0,224.0,383.0,242.0,307.0,90.0,375.0,68.0,223.0,Fourth Line,80,1075.6166666667,6,8,14,10.44,31.51,43.44,30,1985-10-12,SWE,SWE,75,210,2004,2,49,8471262.0
2016-2017,Carter Rowney,PIT,F,183.0,29.0,,8.0,195.0,180.0,366.0,160.0,73.0,362.0,385.0,31.0,108.0,355.0,Fourth Line,27,296.21666666667,3,4,7,2.91,55.56,50.05,27,1989-05-10,CAN,CAN,74,208,-,-,-,8477240.0
2016-2017,Casey Cizikas,NYI,F,210.0,125.0,,90.0,281.0,334.0,290.0,183.0,88.0,391.0,285.0,46.0,69.0,226.0,Third Line,59,820.5,8,17,25,9.11,55.10,46.35,25,1991-02-27,CAN,CAN,71,190,2009,4,92,8475231.0
2016-2017,Cedric Paquette,TBL,F,336.0,18.0,,57.0,314.0,56.0,284.0,289.0,350.0,380.0,229.0,23.0,87.0,347.0,Fourth Line,58,668.36666666667,4,6,10,6.93,41.94,48.0,23,1993-08-13,CAN,CAN,72,205,2012,4,101,8476975.0
2016-2017,Charlie Coyle,MIN,F,138.0,45.0,184.0,,246.0,62.0,237.0,186.0,29.0,293.0,26.0,171.0,105.0,120.0,Second Line,82,1369.5666666667,18,38,56,17.75,54.26,55.22,24,1992-03-02,USA,USA,75,223,2010,1,28,8475745.0
2016-2017,Chris Kelly,OTT,F,403.0,213.0,,110.0,405.0,210.0,320.0,412.0,346.0,126.0,330.0,180.0,107.0,360.0,Fourth Line,82,979.0,5,7,12,7.67,20.51,42.69,35,1980-11-11,CAN,CAN,72,190,1999,3,94,8467967.0
2016-2017,Chris Kreider,NYR,F,55.0,311.0,74.0,,79.0,220.0,85.0,30.0,135.0,125.0,357.0,108.0,,87.0,Second Line,75,1275.3666666667,28,25,53,25.7,52.27,55.72,25,1991-04-30,USA,USA,75,230,2009,1,19,8475184.0
2016-2017,Chris Kunitz,PIT,F,120.0,278.0,159.0,,33.0,258.0,171.0,195.0,178.0,52.0,322.0,36.0,,184.0,Second Line,71,1101.4666666667,9,20,29,14.63,49.28,51.74,36,1979-09-26,CAN,CAN,72,188,-,-,-,8470543.0
2016-2017,Chris Neil,OTT,F,398.0,178.0,,,360.0,223.0,328.0,404.0,391.0,66.0,412.0,7.0,,414.0,Fringe,53,401.28333333333,1,3,4,3.28,27.27,43.86,37,1979-06-18,CAN,CAN,73,209,1998,6,161,8467493.0
2016-2017,Chris Stewart,MIN,F,293.0,358.0,,,374.0,286.0,258.0,101.0,311.0,49.0,380.0,123.0,,319.0,Fourth Line,79,820.73333333333,13,8,21,6.96,53.19,43.4,28,1987-10-30,CAN,CAN,74,242,2006,1,18,8473485.0
2016-2017,Chris Thorburn,WPG,F,408.0,142.0,,,382.0,186.0,379.0,371.0,404.0,200.0,418.0,34.0,,416.0,Fringe,64,446.46666666667,3,1,4,3.14,33.33,45.05,33,1983-06-03,CAN,CAN,75,235,2001,2,50,8469501.0
2016-2017,Chris Tierney,SJS,F,294.0,332.0,,163.0,160.0,265.0,381.0,318.0,208.0,283.0,28.0,353.0,119.0,310.0,Third Line,80,1168.3,11,12,23,10.07,50.75,50.49,22,1994-07-01,CAN,CAN,73,191,2012,2,55,8476919.0
2016-2017,Chris VandeVelde,PHI,F,382.0,55.0,,74.0,379.0,133.0,364.0,370.0,326.0,182.0,175.0,86.0,,367.0,Fourth Line,81,936.45,6,9,15,6.04,40.54,48.46,29,1987-03-15,USA,USA,74,190,2005,4,97,8471762.0
2016-2017,Chris Wagner,ANA,F,307.0,214.0,,4.0,411.0,141.0,150.0,53.0,382.0,38.0,243.0,8.0,111.0,368.0,Fourth Line,43,402.36666666667,6,1,7,4.31,56.25,44.81,25,1991-05-27,USA,USA,72,192,2010,5,122,8475780.0
2016-2017,Christian Dvorak,ARI,F,322.0,386.0,226.0,175.0,305.0,417.0,400.0,126.0,316.0,249.0,140.0,248.0,133.0,227.0,Second Line,78,1218.1,15,18,33,10.67,53.52,42.85,20,1996-02-02,USA,USA,73,193,2014,2,58,8477989.0
2016-2017,Claude Giroux,PHI,F,278.0,294.0,14.0,,146.0,272.0,207.0,327.0,308.0,168.0,107.0,276.0,8.0,42.0,First Line,82,1566.9833333333,14,44,58,15.96,41.98,48.17,28,1988-01-12,CAN,CAN,71,190,2006,1,22,8473512.0
2016-2017,Cody Eakin,DAL,F,303.0,339.0,194.0,133.0,113.0,354.0,330.0,355.0,302.0,274.0,292.0,216.0,50.0,262.0,Second Line,60,1008.9166666667,3,9,12,10.0,44.90,49.92,25,1991-05-24,CAN,CAN,72,196,2009,3,85,8475236.0
2016-2017,Cody McLeod,COL,F,417.0,212.0,,,418.0,264.0,390.0,233.0,420.0,343.0,420.0,3.0,,412.0,Fringe,59,422.76666666667,5,1,6,2.44,43.48,35.98,32,1984-06-26,CAN,CAN,74,204,-,-,-,8471657.0
2016-2017,Cody McLeod,NSH,F,417.0,212.0,,,418.0,264.0,390.0,233.0,420.0,343.0,420.0,3.0,,412.0,Fringe,59,422.76666666667,5,1,6,2.44,43.48,35.98,32,1984-06-26,CAN,CAN,74,204,-,-,-,8471657.0
2016-2017,Colin Wilson,NSH,F,144.0,104.0,186.0,,134.0,54.0,264.0,326.0,19.0,174.0,247.0,277.0,,201.0,Third Line,70,1047.0166666667,12,23,35,13.1,58.23,53.37,26,1989-10-20,USA,USA,73,215,2008,1,7,8474569.0
2016-2017,Colton Sceviour,FLA,F,163.0,61.0,263.0,50.0,259.0,188.0,57.0,245.0,168.0,332.0,209.0,154.0,,198.0,Third Line,80,1170.6833333333,9,15,24,14.22,35.48,46.85,27,1989-04-20,CAN,CAN,72,190,2007,4,112,8474098.0
2016-2017,Colton Sissons,NSH,F,392.0,52.0,,44.0,355.0,41.0,403.0,191.0,414.0,412.0,172.0,80.0,52.0,391.0,Fourth Line,58,645.13333333333,8,2,10,6.24,64.52,44.96,22,1993-11-05,CAN,CAN,73,200,2012,2,50,8476925.0
