Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2025-2026,Blake Coleman,CGY,F,108.0,207.0,260.0,143.0,180.0,138.0,32.0,102.0,182.0,447.0,298.0,98.0,,129.0,Second Line,44,748.16666666667,13,8,21,13.58,51.02,54.51,33,1991-11-28,USA,USA,71,199,2011,3,75,8476399.0
2025-2026,Blake Lizotte,PIT,F,328.0,165.0,,40.0,266.0,86.0,402.0,317.0,299.0,456.0,366.0,230.0,57.0,328.0,Third Line,45,620.9,6,11,17,5.48,56.25,54.8,27,1997-12-13,USA,USA,69,170,-,-,-,8481481.0
2025-2026,Bo Horvat,NYI,F,46.0,408.0,92.0,186.0,130.0,329.0,48.0,30.0,100.0,275.0,331.0,272.0,16.0,42.0,First Line,42,854.11666666667,21,14,35,17.29,54.35,45.91,30,1995-04-05,CAN,CAN,72,215,2013,1,9,8477500.0
2025-2026,Bobby Brink,PHI,F,269.0,93.0,180.0,,361.0,80.0,282.0,186.0,222.0,227.0,308.0,203.0,,207.0,Third Line,48,728.31666666667,13,10,23,11.94,46.67,48.85,24,2001-07-08,USA,USA,68,166,2019,2,34,8481553.0
2025-2026,Bobby McMann,TOR,F,120.0,250.0,115.0,,255.0,332.0,41.0,83.0,178.0,261.0,373.0,105.0,,162.0,Third Line,55,841.65,18,13,31,14.26,48.61,47.6,29,1996-06-15,CAN,CAN,74,208,-,-,-,8482259.0
2025-2026,Boone Jenner,CBJ,F,29.0,355.0,181.0,134.0,50.0,427.0,58.0,136.0,12.0,194.0,175.0,121.0,89.0,94.0,Second Line,40,667.35,8,18,26,12.59,50.00,48.47,32,1993-06-15,CAN,CAN,74,203,2011,2,37,8476432.0
2025-2026,Brad Marchand,FLA,F,17.0,450.0,63.0,4.0,57.0,444.0,43.0,6.0,88.0,238.0,30.0,260.0,,31.0,First Line,45,826.0,25,25,50,17.36,47.76,48.49,37,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
2025-2026,Brady Tkachuk,OTT,F,6.0,161.0,21.0,,14.0,124.0,1.0,56.0,78.0,12.0,120.0,56.0,77.0,13.0,Second Line,35,596.61666666667,14,22,36,18.25,46.67,58.54,25,1999-09-16,USA,USA,76,221,2018,1,4,8480801.0
2025-2026,Braeden Bowman,VGK,F,186.0,191.0,30.0,,184.0,299.0,322.0,228.0,97.0,69.0,227.0,429.0,,235.0,Third Line,39,548.71666666667,7,12,19,10.6,40.98,52.63,22,2003-06-26,CAN,,73,205,-,-,-,8483890.0
2025-2026,Brandon Duhaime,WSH,F,426.0,70.0,,163.0,357.0,182.0,400.0,385.0,436.0,457.0,413.0,63.0,,407.0,Fourth Line,57,627.18333333333,4,2,6,6.9,37.93,50.42,28,1997-05-22,USA,USA,74,200,2016,4,106,8479520.0
2025-2026,Brandon Hagel,TBL,F,2.0,195.0,140.0,97.0,8.0,99.0,29.0,4.0,5.0,191.0,129.0,313.0,,21.0,First Line,48,940.7,26,26,52,24.89,67.21,60.05,27,1998-08-27,CAN,CAN,74,179,2016,6,159,8479542.0
2025-2026,Brandon Saad,VGK,F,230.0,266.0,,81.0,211.0,183.0,122.0,300.0,242.0,205.0,370.0,436.0,,307.0,Third Line,39,541.18333333333,2,5,7,7.56,50.00,50.78,32,1992-10-27,USA,USA,73,215,2011,2,43,8476438.0
2025-2026,Brandon Tanev,UTA,F,428.0,112.0,,,400.0,240.0,339.0,439.0,402.0,329.0,195.0,42.0,,398.0,Fourth Line,43,406.95,0,2,2,3.31,22.73,43.71,33,1991-12-31,CAN,CAN,72,189,-,-,-,8479293.0
2025-2026,Brayden Point,TBL,F,62.0,261.0,88.0,,109.0,308.0,250.0,51.0,28.0,15.0,62.0,454.0,141.0,56.0,First Line,37,667.33333333333,11,19,30,12.67,58.18,48.98,29,1996-03-13,CAN,CAN,71,180,2014,3,79,8478010.0
2025-2026,Brayden Schenn,STL,F,311.0,278.0,237.0,,283.0,307.0,392.0,287.0,256.0,248.0,389.0,102.0,75.0,198.0,Second Line,56,938.68333333333,12,12,24,13.46,40.00,49.48,34,1991-08-22,CAN,CAN,73,199,2009,1,5,8475170.0
2025-2026,Brendan Gallagher,MTL,F,173.0,339.0,259.0,,189.0,369.0,57.0,241.0,206.0,300.0,281.0,192.0,,274.0,Fourth Line,56,718.4,5,11,16,12.77,51.85,47.7,33,1992-05-06,CAN,CAN,69,186,2010,5,147,8475848.0
2025-2026,Brendan Gaunce,CBJ,F,329.0,9.0,,58.0,379.0,121.0,257.0,456.0,65.0,417.0,450.0,81.0,13.0,327.0,Fourth Line,25,297.56666666667,2,4,6,4.02,42.11,46.74,31,1994-03-25,CAN,CAN,75,219,2012,1,26,8476867.0
2025-2026,Brennan Othmann,NYR,F,443.0,238.0,,,363.0,430.0,374.0,371.0,458.0,193.0,1.0,41.0,,443.0,Fourth Line,16,158.53333333333,1,0,1,1.77,33.33,45.61,22,2003-01-05,CAN,CAN,72,188,2021,1,16,8482747.0
2025-2026,Brett Howden,VGK,F,279.0,256.0,,114.0,246.0,191.0,327.0,92.0,399.0,306.0,350.0,152.0,80.0,276.0,Third Line,39,580.25,9,6,15,6.16,47.83,50.99,27,1998-03-29,CAN,CAN,74,203,2016,1,27,8479353.0
2025-2026,Brock Boeser,VAN,F,258.0,358.0,70.0,,306.0,406.0,206.0,191.0,309.0,204.0,228.0,322.0,,126.0,First Line,50,951.71666666667,12,13,25,15.72,33.93,43.64,28,1997-02-25,USA,USA,73,208,2015,1,23,8478444.0
2025-2026,Brock Nelson,COL,F,38.0,176.0,171.0,72.0,34.0,254.0,112.0,7.0,168.0,229.0,142.0,379.0,102.0,59.0,First Line,54,1036.5333333333,28,20,48,19.22,58.44,58.2,33,1991-10-15,USA,USA,76,210,2010,1,30,8475754.0
2025-2026,Bryan Rust,PIT,F,60.0,427.0,11.0,66.0,53.0,449.0,76.0,27.0,243.0,30.0,275.0,370.0,,33.0,First Line,47,945.23333333333,18,21,39,20.55,52.11,47.34,33,1992-05-11,USA,USA,71,192,2010,3,80,8475810.0
2025-2026,Calle Jarnkrok,TOR,F,399.0,282.0,,182.0,439.0,267.0,333.0,180.0,427.0,429.0,332.0,256.0,,389.0,Fourth Line,36,415.1,6,1,7,3.14,34.62,42.82,33,1991-09-25,SWE,SWE,72,192,2010,2,51,8475714.0
2025-2026,Calum Ritchie,NYI,F,330.0,392.0,111.0,,384.0,387.0,275.0,127.0,417.0,65.0,435.0,397.0,187.0,277.0,Fourth Line,40,487.91666666667,7,8,15,6.24,41.67,42.07,20,2005-01-21,CAN,,74,185,2023,1,27,8484221.0
2025-2026,Carl Grundstrom,PHI,F,335.0,175.0,,157.0,434.0,164.0,105.0,101.0,432.0,320.0,383.0,30.0,,316.0,Fourth Line,25,317.2,7,2,9,3.68,55.00,39.99,27,1997-12-01,SWE,SWE,72,195,2016,2,57,8479336.0
2025-2026,Carter Verhaeghe,FLA,F,41.0,273.0,46.0,,48.0,167.0,65.0,105.0,52.0,96.0,296.0,279.0,,85.0,Second Line,54,957.21666666667,16,26,42,16.08,52.78,50.56,30,1995-08-14,CAN,CAN,74,180,2013,3,82,8477409.0
2025-2026,Casey Cizikas,NYI,F,379.0,75.0,,103.0,407.0,104.0,383.0,383.0,240.0,355.0,261.0,71.0,41.0,346.0,Fourth Line,55,637.61666666667,6,8,14,7.91,45.71,47.99,34,1991-02-27,CAN,CAN,71,190,2009,4,92,8475231.0
2025-2026,Casey Mittelstadt,BOS,F,316.0,414.0,223.0,,269.0,261.0,433.0,162.0,363.0,283.0,131.0,431.0,124.0,219.0,Third Line,46,688.48333333333,11,16,27,7.42,55.36,48.14,26,1998-11-22,USA,USA,73,195,2017,1,8,8479999.0
2025-2026,Chandler Stephenson,SEA,F,437.0,444.0,201.0,180.0,393.0,457.0,457.0,401.0,377.0,411.0,160.0,419.0,52.0,163.0,First Line,52,1024.9166666667,13,21,34,7.15,44.44,33.28,31,1994-04-22,CAN,CAN,72,209,2012,3,77,8476905.0
2025-2026,Charlie Coyle,CBJ,F,132.0,183.0,87.0,177.0,142.0,293.0,274.0,150.0,64.0,399.0,51.0,200.0,68.0,148.0,Second Line,54,957.1,15,24,39,17.04,60.00,54.7,33,1992-03-02,USA,USA,75,223,2010,1,28,8475745.0
2025-2026,Chris Kreider,ANA,F,243.0,404.0,67.0,,90.0,359.0,196.0,184.0,412.0,125.0,399.0,229.0,,123.0,Second Line,49,829.0,19,11,30,17.09,47.69,50.68,34,1991-04-30,USA,USA,75,230,2009,1,19,8475184.0
2025-2026,Christian Dvorak,PHI,F,182.0,391.0,81.0,179.0,221.0,429.0,256.0,222.0,80.0,341.0,174.0,366.0,30.0,173.0,Second Line,53,948.68333333333,12,22,34,18.45,50.00,48.8,29,1996-02-02,USA,USA,73,193,2014,2,58,8477989.0
2025-2026,Claude Giroux,OTT,F,215.0,136.0,152.0,75.0,138.0,77.0,254.0,279.0,188.0,309.0,319.0,275.0,17.0,140.0,Second Line,55,945.6,11,28,39,10.71,61.54,54.22,37,1988-01-12,CAN,CAN,71,190,2006,1,22,8473512.0
2025-2026,Clayton Keller,UTA,F,50.0,199.0,167.0,,68.0,79.0,82.0,201.0,22.0,34.0,53.0,455.0,,43.0,First Line,56,1067.6666666667,16,36,52,18.36,62.82,55.98,27,1998-07-29,USA,USA,70,178,2016,1,7,8479343.0
2025-2026,Cody Glass,NJD,F,164.0,92.0,,,252.0,98.0,107.0,55.0,291.0,331.0,178.0,284.0,50.0,226.0,Third Line,43,586.4,13,6,19,9.09,53.19,49.62,26,1999-04-01,CAN,CAN,75,206,2017,1,6,8479996.0
2025-2026,Cole Caufield,MTL,F,19.0,284.0,68.0,,134.0,234.0,20.0,3.0,115.0,108.0,156.0,318.0,,29.0,First Line,56,1022.5333333333,32,25,57,23.79,62.12,56.42,24,2001-01-02,USA,USA,67,174,2019,1,15,8481540.0
2025-2026,Cole Koepke,WPG,F,268.0,360.0,,73.0,426.0,396.0,136.0,104.0,272.0,432.0,315.0,17.0,,370.0,Fourth Line,39,390.83333333333,5,6,11,5.74,52.17,43.02,27,1998-05-17,USA,USA,73,196,2018,6,183,8481043.0
2025-2026,Cole Perfetti,WPG,F,185.0,104.0,212.0,,217.0,53.0,119.0,322.0,108.0,23.0,353.0,285.0,,184.0,Third Line,41,595.81666666667,6,12,18,9.92,50.00,52.96,23,2002-01-01,CAN,CAN,71,184,2020,1,10,8482149.0
2025-2026,Cole Reinhardt,VGK,F,441.0,167.0,,,445.0,18.0,434.0,424.0,392.0,363.0,32.0,67.0,,445.0,Fourth Line,38,365.13333333333,2,4,6,2.89,42.86,50.2,25,2000-02-01,CAN,CAN,72,200,2020,6,181,8481133.0
2025-2026,Cole Schwindt,FLA,F,322.0,4.0,,,354.0,2.0,409.0,138.0,358.0,67.0,81.0,137.0,169.0,421.0,Fringe,19,164.11666666667,3,1,4,2.1,57.14,62.82,24,2001-04-25,CAN,CAN,74,182,2019,3,81,8481655.0
2025-2026,Cole Sillinger,CBJ,F,276.0,351.0,,147.0,223.0,402.0,176.0,384.0,233.0,282.0,429.0,213.0,,206.0,Third Line,53,819.15,6,18,24,10.18,50.77,50.81,22,2003-05-16,USA,USA,73,201,2021,1,12,8482705.0
2025-2026,Cole Smith,NSH,F,364.0,155.0,,96.0,296.0,118.0,306.0,355.0,406.0,444.0,433.0,53.0,,363.0,Third Line,36,521.3,6,3,9,8.89,35.48,54.73,29,1995-10-28,USA,USA,75,195,-,-,-,8482062.0
2025-2026,Colin Blackwell,DAL,F,417.0,86.0,,113.0,430.0,102.0,358.0,422.0,346.0,395.0,217.0,124.0,116.0,403.0,Fourth Line,46,530.71666666667,2,5,7,4.0,41.94,40.65,32,1993-03-28,USA,USA,69,190,2011,7,193,8476278.0
2025-2026,Collin Graf,SJS,F,367.0,359.0,,124.0,397.0,392.0,422.0,164.0,394.0,267.0,101.0,270.0,,220.0,Second Line,53,877.05,15,16,31,10.72,50.00,43.7,22,2002-09-21,USA,,73,194,-,-,-,8484911.0
2025-2026,Colton Dach,CHI,F,419.0,163.0,280.0,,447.0,314.0,360.0,428.0,273.0,314.0,285.0,19.0,,394.0,Fourth Line,51,605.55,3,6,9,6.58,32.35,38.23,22,2003-01-04,CAN,CAN,76,196,2021,2,62,8482703.0
2025-2026,Colton Sissons,VGK,F,406.0,74.0,,99.0,417.0,159.0,307.0,361.0,380.0,414.0,329.0,135.0,26.0,350.0,Fourth Line,41,484.06666666667,3,3,6,5.08,36.36,42.29,31,1993-11-05,CAN,CAN,73,200,2012,2,50,8476925.0
2025-2026,Connor Bedard,CHI,F,110.0,453.0,66.0,,348.0,455.0,90.0,100.0,31.0,63.0,411.0,382.0,161.0,23.0,First Line,43,901.16666666667,23,30,53,16.45,49.35,42.27,20,2005-07-17,CAN,,70,185,2023,1,1,8484144.0
2025-2026,Connor Brown,NJD,F,324.0,185.0,172.0,127.0,334.0,139.0,273.0,290.0,300.0,368.0,318.0,410.0,,256.0,Second Line,48,794.8,10,12,22,11.06,44.90,46.61,31,1994-01-14,CAN,CAN,72,181,2012,6,156,8477015.0
2025-2026,Connor Dewar,PIT,F,292.0,177.0,,68.0,342.0,101.0,134.0,218.0,360.0,453.0,59.0,76.0,,283.0,Third Line,54,734.4,13,10,23,10.74,55.32,52.58,26,1999-06-26,CAN,CAN,70,183,2018,3,92,8480980.0
