Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2013-2014,Blake Wheeler,WPG,F,43.0,225.0,49.0,22.0,77.0,342.0,67.0,74.0,26.0,205.0,119.0,167.0,,32.0,First Line,82,1532.4666666667,28,27,27,1986-08-31,USA,USA,77,220,2004,1,5,5,8471218.0
2013-2014,Bobby Ryan,OTT,F,57.0,315.0,98.0,,104.0,363.0,66.0,32.0,67.0,207.0,239.0,179.0,,73.0,Second Line,70,1180.8333333333,23,15,26,1987-03-17,USA,USA,74,208,2005,1,2,2,8471676.0
2013-2014,Boone Jenner,CBJ,F,257.0,73.0,3.0,,274.0,76.0,220.0,194.0,312.0,279.0,34.0,38.0,,199.0,Third Line,72,1013.7166666667,16,8,20,1993-06-15,CAN,CAN,74,203,2011,2,7,37,8476432.0
2013-2014,Boyd Gordon,EDM,F,349.0,46.0,,159.0,318.0,220.0,347.0,362.0,280.0,419.0,328.0,373.0,4.0,266.0,Third Line,74,1091.85,8,7,29,1983-10-19,CAN,CAN,72,200,2002,1,17,17,8470159.0
2013-2014,Bracken Kearns,SJS,F,265.0,19.0,211.0,,150.0,43.0,236.0,315.0,350.0,215.0,257.0,101.0,,295.0,Fourth Line,25,329.81666666667,3,2,32,1981-05-12,CAN,CAN,72,188,-,-,-,-,8471996.0
2013-2014,Brad Boyes,FLA,F,128.0,331.0,153.0,,79.0,294.0,132.0,72.0,326.0,171.0,290.0,319.0,,134.0,Second Line,78,1329.4333333333,21,5,31,1982-04-17,CAN,CAN,72,199,2000,1,24,24,8468504.0
2013-2014,Brad Malone,COL,F,402.0,353.0,,,417.0,228.0,374.0,153.0,419.0,2.0,382.0,6.0,117.0,400.0,Fringe,32,216.56666666667,3,0,24,1989-05-20,CAN,CAN,74,217,2007,4,14,105,8474089.0
2013-2014,Brad Marchand,BOS,F,39.0,126.0,,29.0,8.0,25.0,201.0,55.0,30.0,241.0,279.0,275.0,,99.0,Second Line,82,1307.7333333333,25,18,25,1988-05-11,CAN,CAN,69,176,2006,3,8,71,8473419.0
2013-2014,Brad Richards,NYR,F,63.0,266.0,80.0,,9.0,309.0,97.0,123.0,110.0,8.0,266.0,394.0,79.0,58.0,First Line,82,1532.05,20,22,33,1980-05-02,CAN,CAN,72,199,1998,3,6,64,8467389.0
2013-2014,Brad Richardson,VAN,F,299.0,146.0,,59.0,243.0,237.0,333.0,313.0,203.0,400.0,186.0,254.0,13.0,291.0,Third Line,73,1087.8,11,10,28,1985-02-04,CAN,CAN,72,190,2003,5,27,163,8470755.0
2013-2014,Brandon Bollig,CHI,F,304.0,44.0,,,328.0,14.0,73.0,352.0,323.0,410.0,366.0,27.0,,366.0,Fourth Line,82,842.55,7,6,26,1987-01-31,USA,USA,74,220,-,-,-,-,8475650.0
2013-2014,Brandon Dubinsky,CBJ,F,138.0,134.0,168.0,49.0,130.0,84.0,206.0,310.0,50.0,336.0,336.0,55.0,25.0,103.0,First Line,76,1426.95,16,22,27,1986-04-29,USA,USA,74,208,2004,2,30,60,8471273.0
2013-2014,Brandon Pirri,FLA,F,151.0,145.0,78.0,,151.0,190.0,209.0,45.0,250.0,22.0,66.0,348.0,172.0,182.0,Fourth Line,49,635.83333333333,13,4,22,1991-04-10,CAN,CAN,72,180,2009,2,29,59,8475204.0
2013-2014,Brandon Pirri,CHI,F,151.0,145.0,78.0,,151.0,190.0,209.0,45.0,250.0,22.0,66.0,348.0,172.0,182.0,Fourth Line,49,635.83333333333,13,4,22,1991-04-10,CAN,CAN,72,180,2009,2,29,59,8475204.0
2013-2014,Brandon Prust,MTL,F,311.0,203.0,,58.0,307.0,242.0,375.0,248.0,216.0,327.0,407.0,71.0,,322.0,Fourth Line,52,666.78333333333,6,5,29,1984-03-16,CAN,CAN,72,195,2004,3,5,70,8471283.0
2013-2014,Brandon Saad,CHI,F,38.0,75.0,242.0,,17.0,51.0,141.0,107.0,19.0,20.0,52.0,309.0,,131.0,Second Line,78,1270.65,19,20,20,1992-10-27,USA,USA,73,215,2011,2,13,43,8476438.0
2013-2014,Brandon Sutter,PIT,F,329.0,208.0,212.0,106.0,373.0,253.0,197.0,318.0,314.0,389.0,55.0,296.0,84.0,221.0,Second Line,81,1277.25,13,8,24,1989-02-14,USA,CAN,75,190,2007,1,11,11,8474091.0
2013-2014,Brayden Schenn,PHI,F,173.0,227.0,123.0,,175.0,301.0,163.0,126.0,212.0,128.0,67.0,66.0,158.0,152.0,Second Line,82,1291.35,20,11,22,1991-08-22,CAN,CAN,73,199,2009,1,5,5,8475170.0
2013-2014,Brendan Gallagher,MTL,F,29.0,96.0,162.0,,24.0,213.0,14.0,44.0,61.0,90.0,107.0,300.0,,95.0,Second Line,81,1293.1166666667,19,9,21,1992-05-06,CAN,CAN,69,186,2010,5,27,147,8475848.0
2013-2014,Brenden Morrow,STL,F,312.0,287.0,131.0,,324.0,199.0,398.0,148.0,264.0,179.0,371.0,106.0,,275.0,Fourth Line,71,845.08333333333,13,8,34,1979-01-16,CAN,CAN,71,212,1997,1,25,25,8466160.0
2013-2014,Brian Boyle,NYR,F,294.0,168.0,,116.0,220.0,246.0,105.0,344.0,368.0,411.0,333.0,36.0,40.0,284.0,Fourth Line,82,1046.5,6,6,28,1984-12-18,USA,USA,78,245,2003,1,26,26,8470619.0
2013-2014,Brian Flynn,BUF,F,360.0,202.0,,41.0,385.0,297.0,276.0,300.0,337.0,242.0,145.0,327.0,95.0,282.0,Third Line,79,1139.1,6,5,25,1988-07-26,USA,USA,73,185,-,-,-,-,8476808.0
2013-2014,Brian Gibbons,PIT,F,286.0,29.0,,,208.0,17.0,410.0,296.0,90.0,204.0,2.0,311.0,,305.0,Fourth Line,41,489.73333333333,5,7,25,1988-02-26,USA,USA,68,175,-,-,-,-,8476207.0
2013-2014,Brian Gionta,MTL,F,167.0,220.0,203.0,61.0,278.0,276.0,93.0,164.0,156.0,343.0,76.0,325.0,,115.0,Second Line,81,1445.5166666667,18,16,34,1979-01-18,USA,USA,67,178,1998,3,24,82,8467407.0
2013-2014,Brian McGrattan,CGY,F,334.0,283.0,,,394.0,358.0,95.0,357.0,293.0,50.0,322.0,65.0,,394.0,Fringe,76,510.5,4,3,31,1981-09-02,CAN,CAN,76,235,1999,4,8,104,8467977.0
2013-2014,Brock Nelson,NYI,F,217.0,124.0,99.0,69.0,109.0,158.0,151.0,128.0,372.0,231.0,37.0,223.0,157.0,214.0,Third Line,72,1026.8833333333,14,4,21,1991-10-15,USA,USA,76,210,2010,1,30,30,8475754.0
2013-2014,Brooks Laich,WSH,F,339.0,241.0,70.0,140.0,332.0,234.0,316.0,283.0,362.0,228.0,292.0,204.0,156.0,226.0,Second Line,51,879.83333333333,8,5,30,1983-06-23,CAN,CAN,74,200,2001,6,28,193,8469639.0
2013-2014,Bryan Bickell,CHI,F,113.0,95.0,,,155.0,40.0,92.0,81.0,193.0,15.0,256.0,83.0,,279.0,Fourth Line,59,669.65,11,4,27,1986-03-09,CAN,CAN,76,223,2004,2,11,41,8471254.0
2013-2014,Bryan Little,WPG,F,103.0,355.0,182.0,161.0,38.0,367.0,305.0,234.0,33.0,304.0,134.0,288.0,136.0,94.0,First Line,82,1640.3,23,24,25,1987-11-12,CAN,CAN,72,191,2006,1,12,12,8473412.0
2013-2014,Cal Clutterbuck,NYI,F,241.0,332.0,231.0,144.0,256.0,261.0,43.0,262.0,354.0,317.0,127.0,15.0,,249.0,Third Line,73,1046.2,12,3,25,1987-11-18,CAN,CAN,72,212,2006,3,9,72,8473504.0
2013-2014,Cam Atkinson,CBJ,F,71.0,38.0,136.0,,219.0,75.0,21.0,34.0,152.0,320.0,208.0,308.0,,100.0,Second Line,79,1247.3333333333,21,13,24,1989-06-05,USA,USA,68,176,2008,6,6,157,8474715.0
2013-2014,Carl Hagelin,NYR,F,50.0,329.0,,45.0,6.0,255.0,57.0,96.0,139.0,85.0,192.0,266.0,,140.0,Second Line,72,1118.15,17,7,25,1988-08-23,SWE,SWE,72,183,2007,6,17,168,8474176.0
2013-2014,Carl Soderberg,BOS,F,124.0,7.0,1.0,,279.0,39.0,215.0,144.0,37.0,114.0,340.0,290.0,141.0,113.0,Third Line,73,1040.8833333333,16,23,27,1985-10-12,SWE,SWE,75,210,2004,2,19,49,8471262.0
2013-2014,Carter Ashton,TOR,F,368.0,298.0,,,395.0,251.0,241.0,414.0,217.0,48.0,19.0,33.0,,405.0,Fringe,32,200.75,0,2,22,1991-04-01,CAN,CAN,75,215,2009,1,29,29,8475154.0
2013-2014,Casey Cizikas,NYI,F,337.0,245.0,,160.0,301.0,325.0,357.0,328.0,282.0,220.0,263.0,98.0,67.0,336.0,Fourth Line,80,1069.8833333333,6,7,22,1991-02-27,CAN,CAN,71,190,2009,4,1,92,8475231.0
2013-2014,Charlie Coyle,MIN,F,233.0,64.0,244.0,,218.0,53.0,234.0,212.0,273.0,78.0,77.0,193.0,159.0,218.0,Second Line,70,1196.3833333333,12,9,21,1992-03-02,USA,USA,75,223,2010,1,28,28,8475745.0
2013-2014,Chris Higgins,VAN,F,115.0,285.0,251.0,10.0,190.0,337.0,85.0,91.0,166.0,331.0,304.0,236.0,,125.0,First Line,78,1495.6333333333,17,16,30,1983-06-02,USA,USA,72,205,2002,1,14,14,8470274.0
2013-2014,Chris Kelly,BOS,F,322.0,41.0,,44.0,281.0,86.0,366.0,307.0,232.0,385.0,335.0,196.0,48.0,288.0,Third Line,57,837.55,9,6,32,1980-11-11,CAN,CAN,72,190,1999,3,28,94,8467967.0
2013-2014,Chris Kreider,NYR,F,78.0,319.0,64.0,,3.0,235.0,135.0,101.0,233.0,36.0,395.0,86.0,,135.0,Second Line,66,1038.1,17,12,22,1991-04-30,USA,USA,75,230,2009,1,19,19,8475184.0
2013-2014,Chris Kunitz,PIT,F,34.0,291.0,33.0,,19.0,152.0,120.0,22.0,62.0,216.0,314.0,130.0,,31.0,First Line,78,1494.2833333333,35,17,33,1979-09-26,CAN,CAN,72,188,-,-,-,-,8470543.0
2013-2014,Chris Neil,OTT,F,283.0,313.0,,,213.0,265.0,202.0,241.0,367.0,275.0,413.0,12.0,,326.0,Fourth Line,76,897.01666666667,8,4,34,1979-06-18,CAN,CAN,73,209,1998,6,16,161,8467493.0
2013-2014,Chris Stewart,STL,F,137.0,362.0,159.0,,262.0,290.0,140.0,71.0,192.0,63.0,383.0,191.0,,168.0,Third Line,63,862.31666666667,15,9,25,1987-10-30,CAN,CAN,74,242,2006,1,18,18,8473485.0
2013-2014,Chris Stewart,BUF,F,137.0,362.0,159.0,,262.0,290.0,140.0,71.0,192.0,63.0,383.0,191.0,,168.0,Third Line,63,862.31666666667,15,9,25,1987-10-30,CAN,CAN,74,242,2006,1,18,18,8473485.0
2013-2014,Chris Thorburn,WPG,F,380.0,69.0,,,341.0,201.0,415.0,378.0,307.0,291.0,409.0,28.0,,391.0,Fringe,55,492.36666666667,2,4,30,1983-06-03,CAN,CAN,75,235,2001,2,20,50,8469501.0
2013-2014,Chuck Kobasew,PIT,F,352.0,67.0,,,368.0,109.0,264.0,247.0,390.0,288.0,278.0,155.0,,358.0,Fourth Line,33,369.95,2,0,31,1982-04-17,CAN,CAN,72,192,2001,1,14,14,8469467.0
2013-2014,Clarke MacArthur,OTT,F,90.0,377.0,148.0,151.0,64.0,284.0,242.0,97.0,72.0,247.0,338.0,216.0,,126.0,Second Line,79,1391.4333333333,24,22,28,1985-04-06,CAN,CAN,72,192,2003,3,6,74,8470667.0
2013-2014,Claude Giroux,PHI,F,79.0,295.0,10.0,120.0,80.0,313.0,173.0,149.0,29.0,164.0,30.0,269.0,38.0,13.0,First Line,82,1675.6333333333,28,26,25,1988-01-12,CAN,CAN,71,190,2006,1,22,22,8473512.0
2013-2014,Cody Eakin,DAL,F,213.0,181.0,208.0,148.0,164.0,268.0,292.0,249.0,121.0,224.0,203.0,214.0,116.0,193.0,Second Line,81,1403.85,16,9,22,1991-05-24,CAN,CAN,72,196,2009,3,24,85,8475236.0
2013-2014,Cody Hodgson,BUF,F,182.0,415.0,73.0,,280.0,415.0,160.0,178.0,140.0,311.0,162.0,339.0,147.0,91.0,First Line,72,1306.2833333333,20,18,23,1990-02-18,CAN,CAN,72,191,2008,1,10,10,8474570.0
2013-2014,Cody McCormick,BUF,F,397.0,163.0,,185.0,414.0,208.0,373.0,386.0,287.0,383.0,101.0,37.0,138.0,392.0,Fringe,43,383.13333333333,2,4,30,1983-04-18,CAN,CAN,74,222,2001,5,13,144,8469591.0
2013-2014,Cody McCormick,MIN,F,397.0,163.0,,185.0,414.0,208.0,373.0,386.0,287.0,383.0,101.0,37.0,138.0,392.0,Fringe,43,383.13333333333,2,4,30,1983-04-18,CAN,CAN,74,222,2001,5,13,144,8469591.0
2013-2014,Cody McLeod,COL,F,328.0,186.0,,179.0,389.0,222.0,191.0,252.0,322.0,92.0,391.0,30.0,,341.0,Fourth Line,71,733.25,5,4,29,1984-06-26,CAN,CAN,74,204,-,-,-,-,8471657.0
2013-2014,Colin Fraser,LAK,F,381.0,36.0,,,353.0,54.0,385.0,406.0,257.0,156.0,75.0,34.0,121.0,395.0,Fringe,33,296.61666666667,0,2,28,1985-01-28,CAN,CAN,73,190,2003,3,1,69,8470662.0
2013-2014,Colin Greening,OTT,F,270.0,324.0,,18.0,127.0,319.0,226.0,360.0,300.0,254.0,180.0,49.0,,277.0,Third Line,76,1044.5,6,7,27,1986-03-09,CAN,CAN,74,210,2005,7,10,204,8471862.0
2013-2014,Colin McDonald,NYI,F,198.0,401.0,,,203.0,383.0,142.0,206.0,206.0,276.0,28.0,26.0,,303.0,Fourth Line,70,867.16666666667,8,6,28,1984-09-30,USA,USA,74,219,2003,2,21,51,8470644.0
2013-2014,Colin Wilson,NSH,F,253.0,127.0,223.0,,224.0,103.0,362.0,243.0,141.0,111.0,123.0,356.0,112.0,210.0,Third Line,81,1232.5,11,14,23,1989-10-20,USA,USA,73,215,2008,1,7,7,8474569.0
2013-2014,Colton Orr,TOR,F,420.0,179.0,,,416.0,133.0,420.0,417.0,412.0,122.0,420.0,4.0,,420.0,Fringe,54,290.46666666667,0,0,31,1982-03-03,CAN,CAN,75,222,-,-,-,-,8468778.0
2013-2014,Colton Sceviour,DAL,F,82.0,351.0,113.0,,144.0,343.0,16.0,9.0,239.0,299.0,258.0,295.0,,102.0,Third Line,26,386.88333333333,8,1,24,1989-04-20,CAN,CAN,72,190,2007,4,21,112,8474098.0
2013-2014,Corey Perry,ANA,F,5.0,344.0,37.0,,54.0,210.0,30.0,4.0,18.0,244.0,105.0,262.0,,16.0,First Line,81,1577.9833333333,43,27,28,1985-05-16,CAN,CAN,75,208,2003,1,28,28,8470621.0
2013-2014,Corey Tropp,BUF,F,369.0,48.0,,,359.0,181.0,379.0,375.0,303.0,108.0,276.0,39.0,,365.0,Fringe,53,473.88333333333,2,4,24,1989-07-25,USA,USA,72,192,2007,3,28,89,8474130.0
2013-2014,Corey Tropp,CBJ,F,369.0,48.0,,,359.0,181.0,379.0,375.0,303.0,108.0,276.0,39.0,,365.0,Fringe,53,473.88333333333,2,4,24,1989-07-25,USA,USA,72,192,2007,3,28,89,8474130.0
2013-2014,Cory Conacher,BUF,F,209.0,292.0,257.0,,226.0,272.0,287.0,298.0,101.0,54.0,9.0,271.0,,276.0,Fourth Line,79,1022.3666666667,7,10,23,1989-12-14,CAN,CAN,68,185,-,-,-,-,8476195.0
2013-2014,Cory Conacher,OTT,F,209.0,292.0,257.0,,226.0,272.0,287.0,298.0,101.0,54.0,9.0,271.0,,276.0,Fourth Line,79,1022.3666666667,7,10,23,1989-12-14,CAN,CAN,68,185,-,-,-,-,8476195.0
2013-2014,Craig Adams,PIT,F,392.0,79.0,,113.0,403.0,94.0,336.0,388.0,345.0,356.0,295.0,32.0,,355.0,Fourth Line,82,1021.7833333333,5,5,36,1977-04-26,BRN,CAN,72,200,1996,9,8,223,8465166.0
2013-2014,Craig Smith,NSH,F,126.0,193.0,121.0,,273.0,139.0,52.0,174.0,124.0,196.0,230.0,297.0,,121.0,Second Line,79,1295.55,24,15,23,1989-09-05,USA,USA,72,204,2009,4,7,98,8475225.0
2013-2014,Curtis Glencross,CGY,F,204.0,388.0,145.0,,292.0,396.0,171.0,58.0,325.0,312.0,302.0,194.0,,89.0,Second Line,38,669.43333333333,12,5,30,1982-12-28,CAN,CAN,73,197,-,-,-,-,8471185.0
2013-2014,Dainius Zubrus,NJD,F,323.0,40.0,,124.0,270.0,9.0,353.0,265.0,346.0,173.0,360.0,220.0,90.0,263.0,Second Line,82,1439.5,13,5,35,1978-06-16,LTU,LTU,77,225,1996,1,15,15,8464977.0
2013-2014,Dale Weise,MTL,F,350.0,165.0,,,360.0,227.0,361.0,309.0,274.0,360.0,201.0,40.0,,369.0,Fringe,61,513.43333333333,6,5,25,1988-08-05,CAN,CAN,74,196,2008,4,20,111,8474668.0
2013-2014,Dale Weise,VAN,F,350.0,165.0,,,360.0,227.0,361.0,309.0,274.0,360.0,201.0,40.0,,369.0,Fringe,61,513.43333333333,6,5,25,1988-08-05,CAN,CAN,74,196,2008,4,20,111,8474668.0
2013-2014,Damien Brunner,NJD,F,136.0,257.0,68.0,,205.0,118.0,76.0,138.0,211.0,30.0,250.0,385.0,,179.0,Third Line,60,812.05,11,12,27,1986-03-09,CHE,CHE,71,185,-,-,-,-,8477059.0
2013-2014,Daniel Alfredsson,DET,F,210.0,169.0,100.0,,185.0,91.0,277.0,197.0,218.0,86.0,170.0,302.0,,86.0,Second Line,68,1151.0666666667,18,16,40,1972-12-11,SWE,SWE,71,203,1994,6,3,133,8460621.0
2013-2014,Daniel Briere,MTL,F,168.0,387.0,172.0,,170.0,362.0,128.0,202.0,168.0,250.0,130.0,369.0,105.0,200.0,Fourth Line,69,881.01666666667,13,9,35,1977-10-06,CAN,CAN,69,174,1996,1,24,24,
2013-2014,Daniel Carcillo,NYR,F,364.0,180.0,,,253.0,74.0,354.0,327.0,396.0,326.0,305.0,31.0,,383.0,Fourth Line,57,529.01666666667,4,0,28,1985-01-28,CAN,CAN,72,200,2003,3,5,73,8470666.0
2013-2014,Daniel Carcillo,LAK,F,364.0,180.0,,,253.0,74.0,354.0,327.0,396.0,326.0,305.0,31.0,,383.0,Fourth Line,57,529.01666666667,4,0,28,1985-01-28,CAN,CAN,72,200,2003,3,5,73,8470666.0
2013-2014,Daniel Cleary,DET,F,341.0,213.0,250.0,96.0,302.0,142.0,249.0,338.0,383.0,75.0,355.0,213.0,,301.0,Third Line,52,722.75,4,3,34,1978-12-18,CAN,CAN,73,205,1997,1,13,13,8466149.0
2013-2014,Daniel Paille,BOS,F,251.0,58.0,,32.0,323.0,73.0,294.0,141.0,190.0,132.0,62.0,207.0,,319.0,Fourth Line,72,789.35,9,6,29,1984-04-15,CAN,CAN,73,188,2002,1,20,20,8470230.0
2013-2014,Daniel Sedin,VAN,F,54.0,115.0,71.0,23.0,40.0,29.0,60.0,163.0,45.0,10.0,57.0,387.0,,56.0,First Line,73,1504.2,16,20,32,1980-09-26,SWE,SWE,73,190,1999,1,2,2,8467875.0
2013-2014,Daniel Winnik,ANA,F,197.0,251.0,,109.0,244.0,281.0,166.0,353.0,51.0,313.0,210.0,243.0,,219.0,Third Line,76,1169.5833333333,6,19,28,1985-03-06,CAN,CAN,74,210,2004,9,7,265,8471476.0
2013-2014,Dany Heatley,MIN,F,308.0,272.0,102.0,,344.0,286.0,343.0,203.0,278.0,260.0,178.0,342.0,,174.0,Third Line,76,1126.2166666667,12,12,32,1981-01-21,DEU,CAN,75,212,2000,1,2,2,8468482.0
