Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2023-2024,Alex Killorn,ANA,F,169.0,411.0,216.0,87.0,205.0,314.0,268.0,133.0,145.0,231.0,414.0,254.0,,135.0,First Line,63,1180.1166666667,18,18,36,18.65,42.68,48.54,33,1989-09-14,CAN,CAN,73,194,2007,3,77,8473986.0
2023-2024,Alex Laferriere,LAK,F,163.0,303.0,,,187.0,220.0,76.0,166.0,319.0,116.0,321.0,145.0,,306.0,Fourth Line,81,1070.8333333333,12,11,23,16.51,42.31,50.64,21,2001-10-28,USA,USA,72,173,2020,3,83,8482155.0
2023-2024,Alex Newhook,MTL,F,274.0,316.0,260.0,,256.0,315.0,371.0,136.0,329.0,296.0,263.0,324.0,172.0,206.0,Second Line,55,930.95,15,19,34,12.01,50.72,46.54,22,2001-01-28,CAN,CAN,70,190,2019,1,16,8481618.0
2023-2024,Alex Ovechkin,WSH,F,63.0,446.0,62.0,,130.0,406.0,47.0,84.0,95.0,1.0,281.0,103.0,,27.0,First Line,79,1518.4666666667,31,34,65,29.89,40.20,45.9,37,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2023-2024,Alex Tuch,BUF,F,47.0,116.0,202.0,39.0,98.0,358.0,69.0,51.0,45.0,43.0,241.0,315.0,,46.0,First Line,75,1462.7833333333,22,37,59,23.49,54.55,48.15,27,1996-05-10,USA,USA,76,219,2014,1,18,8477949.0
2023-2024,Alexander Barabanov,SJS,F,299.0,444.0,234.0,,203.0,429.0,351.0,333.0,254.0,304.0,264.0,364.0,,277.0,Second Line,46,730.13333333333,4,9,13,9.51,28.85,42.5,29,1994-06-17,RUS,RUS,70,195,-,-,-,
2023-2024,Alexander Holtz,NJD,F,155.0,380.0,283.0,,301.0,245.0,105.0,55.0,238.0,26.0,339.0,318.0,,317.0,Fourth Line,82,954.06666666667,16,12,28,11.37,47.06,47.76,21,2002-01-23,SWE,SWE,72,195,2020,1,7,8482125.0
2023-2024,Alexander Kerfoot,ARI,F,272.0,114.0,187.0,122.0,232.0,206.0,390.0,372.0,122.0,331.0,214.0,293.0,83.0,210.0,Second Line,82,1429.6,13,32,45,17.66,46.74,47.21,29,1994-08-11,CAN,CAN,71,186,2012,5,150,
2023-2024,Alexander Nylander,CBJ,F,43.0,445.0,64.0,,40.0,444.0,93.0,30.0,139.0,128.0,268.0,411.0,,119.0,Second Line,28,454.96666666667,11,4,15,10.45,51.22,49.18,25,1998-03-02,CAN,CAN,73,192,2016,1,8,
2023-2024,Alexander Wennberg,NYR,F,404.0,35.0,192.0,128.0,270.0,124.0,449.0,431.0,311.0,287.0,174.0,371.0,135.0,253.0,Second Line,79,1421.1166666667,10,20,30,12.39,52.94,48.66,28,1994-09-22,SWE,SWE,74,190,2013,1,14,
2023-2024,Alexandre Texier,CBJ,F,260.0,439.0,,175.0,188.0,439.0,309.0,303.0,212.0,338.0,375.0,323.0,,263.0,Third Line,78,1184.1,12,18,30,10.81,44.71,43.24,23,1999-09-13,FRA,FRA,73,186,2017,2,45,8480074.0
2023-2024,Alexey Toropchenko,STL,F,370.0,199.0,,66.0,426.0,307.0,230.0,218.0,383.0,340.0,155.0,75.0,,330.0,Fourth Line,82,1026.8,14,7,21,14.42,43.64,41.98,24,1999-06-25,RUS,RUS,78,222,2017,4,113,8480281.0
2023-2024,Alexis Lafrenière,NYR,F,118.0,248.0,214.0,,78.0,208.0,123.0,117.0,223.0,34.0,131.0,204.0,,149.0,Second Line,82,1415.9,28,29,57,24.95,52.67,52.65,21,2001-10-11,CAN,CAN,73,195,2020,1,1,8482109.0
2023-2024,Aliaksei Protas,WSH,F,229.0,177.0,,18.0,236.0,151.0,234.0,385.0,115.0,405.0,209.0,355.0,,329.0,Third Line,78,1072.2,6,23,29,13.49,50.00,50.92,22,2001-01-06,BLR,BLR,78,225,2019,3,91,8481656.0
2023-2024,Anders Lee,NYI,F,91.0,278.0,203.0,,62.0,325.0,75.0,58.0,334.0,82.0,351.0,116.0,,130.0,Second Line,81,1260.9333333333,20,17,37,33.93,56.04,55.67,33,1990-07-03,USA,USA,75,235,2009,6,152,8475314.0
2023-2024,Andre Burakovsky,SEA,F,259.0,246.0,130.0,,194.0,299.0,208.0,389.0,216.0,162.0,188.0,422.0,,189.0,Third Line,49,713.68333333333,7,9,16,8.74,37.84,46.95,28,1995-02-09,AUT,SWE,75,209,2013,1,23,8477444.0
2023-2024,Andreas Athanasiou,CHI,F,318.0,329.0,231.0,,401.0,436.0,165.0,294.0,256.0,238.0,26.0,402.0,139.0,222.0,Fourth Line,28,366.73333333333,2,7,9,3.41,35.71,36.57,29,1994-08-06,CAN,CAN,74,190,2012,4,110,8476960.0
2023-2024,Andrei Kuzmenko,CGY,F,109.0,234.0,66.0,,113.0,134.0,324.0,44.0,109.0,29.0,44.0,445.0,,126.0,Third Line,72,1071.6666666667,22,24,46,19.29,51.85,52.81,27,1996-02-04,RUS,RUS,71,194,-,-,-,8483808.0
2023-2024,Andrei Svechnikov,CAR,F,23.0,227.0,32.0,,12.0,43.0,68.0,76.0,39.0,97.0,434.0,85.0,,67.0,Second Line,59,1001.8,19,33,52,18.84,58.73,56.64,23,2000-03-26,RUS,RUS,74,195,2018,1,2,8480830.0
2023-2024,Andrew Cogliano,COL,F,393.0,50.0,,159.0,374.0,41.0,382.0,371.0,350.0,426.0,195.0,276.0,,391.0,Fourth Line,75,795.73333333333,6,13,19,5.19,56.41,48.14,36,1987-06-14,CAN,CAN,70,179,2005,1,25,
2023-2024,Andrew Copp,DET,F,365.0,370.0,246.0,191.0,375.0,331.0,396.0,337.0,248.0,345.0,379.0,403.0,55.0,223.0,Second Line,79,1285.6666666667,13,20,33,13.27,47.92,43.67,29,1994-07-08,USA,USA,73,199,2013,4,104,8477429.0
2023-2024,Andrew Mangiapane,CGY,F,120.0,287.0,225.0,,51.0,210.0,218.0,201.0,94.0,321.0,292.0,221.0,,183.0,Second Line,75,1199.65,14,26,40,20.67,50.00,52.52,27,1996-04-04,CAN,CAN,70,184,2015,6,166,8478233.0
2023-2024,Anthony Beauvillier,CHI,F,268.0,267.0,190.0,,230.0,372.0,163.0,386.0,284.0,176.0,210.0,272.0,,241.0,Third Line,60,814.85,5,12,17,11.57,42.31,47.63,26,1997-06-08,CAN,CAN,71,180,2015,1,28,
2023-2024,Anthony Cirelli,TBL,F,212.0,118.0,175.0,77.0,122.0,194.0,284.0,276.0,200.0,376.0,30.0,317.0,77.0,170.0,First Line,79,1462.9833333333,20,25,45,17.72,47.57,52.06,26,1997-07-15,CAN,CAN,72,189,2015,3,72,8478519.0
2023-2024,Anthony Duclair,SJS,F,156.0,435.0,132.0,,177.0,442.0,273.0,25.0,269.0,239.0,190.0,337.0,,141.0,Second Line,73,1151.4833333333,24,18,42,18.04,50.00,45.22,28,1995-08-26,CAN,CAN,71,197,2013,3,80,
2023-2024,Anthony Mantha,VGK,F,147.0,107.0,258.0,,197.0,57.0,212.0,49.0,176.0,292.0,286.0,264.0,,195.0,Third Line,74,1052.5833333333,23,21,44,13.97,58.14,55.16,28,1994-09-16,CAN,CAN,77,234,2013,1,20,
2023-2024,Anton Lundell,FLA,F,170.0,98.0,120.0,10.0,85.0,48.0,118.0,265.0,259.0,139.0,326.0,332.0,81.0,182.0,Third Line,78,1199.35,13,22,35,18.21,57.63,53.3,21,2001-10-03,FIN,FIN,73,185,2020,1,12,8482113.0
2023-2024,Anze Kopitar,LAK,F,208.0,95.0,107.0,148.0,135.0,91.0,361.0,193.0,195.0,251.0,164.0,374.0,11.0,84.0,First Line,81,1592.3166666667,26,44,70,16.76,56.04,52.81,36,1987-08-24,SVN,SVN,75,225,2005,1,11,8471685.0
2023-2024,Artemi Panarin,NYR,F,30.0,428.0,8.0,,27.0,173.0,104.0,20.0,72.0,23.0,111.0,441.0,,11.0,First Line,82,1649.75,49,71,120,28.49,55.81,55.5,31,1991-10-30,RUS,RUS,72,173,-,-,-,8478550.0
2023-2024,Arthur Kaliyev,LAK,F,61.0,233.0,55.0,,42.0,77.0,25.0,262.0,100.0,83.0,340.0,284.0,,242.0,Fourth Line,51,601.91666666667,7,8,15,10.49,50.00,59.71,22,2001-06-26,USA,USA,74,210,2019,2,33,8481560.0
2023-2024,Artturi Lehkonen,COL,F,135.0,124.0,91.0,48.0,37.0,83.0,194.0,212.0,172.0,69.0,369.0,233.0,,92.0,First Line,45,831.21666666667,16,18,34,16.16,58.21,56.86,28,1995-07-04,FIN,FIN,71,179,2013,2,55,8477476.0
2023-2024,Austin Czarnik,DET,F,441.0,53.0,,,434.0,136.0,354.0,443.0,437.0,229.0,426.0,267.0,138.0,443.0,Fringe,34,286.91666666667,0,1,1,2.89,42.11,44.3,30,1992-12-12,USA,USA,69,170,-,-,-,
2023-2024,Austin Watson,TBL,F,432.0,7.0,,,444.0,92.0,368.0,345.0,414.0,409.0,448.0,7.0,,418.0,Fringe,33,239.73333333333,2,2,4,1.62,58.33,39.95,31,1992-01-13,USA,USA,76,204,2010,1,18,
2023-2024,Auston Matthews,TOR,F,1.0,15.0,7.0,,20.0,154.0,2.0,1.0,19.0,68.0,72.0,286.0,45.0,3.0,First Line,81,1698.2833333333,69,38,107,44.73,60.45,56.41,25,1997-09-17,USA,USA,75,208,2016,1,1,8479318.0
2023-2024,Axel Jonsson-Fjallby,WPG,F,262.0,41.0,,,351.0,7.0,199.0,257.0,178.0,385.0,173.0,131.0,,413.0,Fringe,26,210.93333333333,2,3,5,2.09,77.78,53.26,25,1998-02-10,SWE,SWE,73,189,2016,5,147,8479536.0
2023-2024,Barclay Goodrow,NYR,F,425.0,209.0,,30.0,393.0,394.0,436.0,420.0,362.0,436.0,410.0,76.0,61.0,362.0,Fourth Line,80,1005.1333333333,4,8,12,8.27,36.84,40.3,30,1993-02-26,CAN,CAN,74,204,-,-,-,8476624.0
2023-2024,Barrett Hayton,ARI,F,300.0,239.0,169.0,188.0,146.0,167.0,291.0,356.0,373.0,351.0,52.0,312.0,88.0,232.0,Second Line,33,561.45,3,7,10,11.4,35.14,55.2,23,2000-06-09,CAN,CAN,73,207,2018,1,5,
2023-2024,Beck Malenstyn,WSH,F,402.0,172.0,,165.0,441.0,410.0,329.0,402.0,265.0,451.0,74.0,37.0,,311.0,Third Line,81,1153.7333333333,6,15,21,10.68,47.76,41.11,25,1998-02-04,CAN,CAN,75,200,2016,5,145,8479359.0
2023-2024,Blake Coleman,CGY,F,67.0,142.0,126.0,37.0,57.0,133.0,49.0,98.0,180.0,400.0,363.0,148.0,,114.0,Second Line,78,1336.3833333333,30,24,54,27.18,52.63,54.29,31,1991-11-28,USA,USA,71,199,2011,3,75,8476399.0
2023-2024,Blake Lizotte,LAK,F,230.0,123.0,,90.0,186.0,37.0,266.0,324.0,156.0,191.0,152.0,170.0,94.0,356.0,Fourth Line,62,732.9,7,8,15,8.09,57.89,52.51,25,1997-12-13,USA,USA,69,170,-,-,-,
2023-2024,Blake Wheeler,NYR,F,236.0,260.0,240.0,,176.0,290.0,239.0,295.0,239.0,28.0,421.0,310.0,,186.0,Fourth Line,54,686.75,9,12,21,9.03,50.98,46.36,37,1986-08-31,USA,USA,77,220,2004,1,5,
2023-2024,Bo Groulx,ANA,F,450.0,240.0,,186.0,430.0,326.0,446.0,451.0,449.0,375.0,445.0,57.0,159.0,445.0,Fourth Line,45,548.48333333333,0,2,2,3.66,26.32,41.56,23,2000-02-06,CAN,CAN,74,200,2018,2,54,
2023-2024,Bo Horvat,NYI,F,101.0,335.0,58.0,,71.0,320.0,102.0,113.0,189.0,185.0,216.0,313.0,27.0,43.0,First Line,81,1595.2,33,35,68,25.1,55.45,53.39,28,1995-04-05,CAN,CAN,72,215,2013,1,9,8477500.0
2023-2024,Bobby Brink,PHI,F,214.0,250.0,257.0,,304.0,234.0,356.0,240.0,50.0,101.0,11.0,308.0,,276.0,Third Line,57,786.2,11,12,23,11.02,55.10,47.98,22,2001-07-08,USA,USA,68,166,2019,2,34,
2023-2024,Bobby McMann,TOR,F,96.0,141.0,,,308.0,168.0,5.0,13.0,309.0,397.0,394.0,60.0,,203.0,Fourth Line,56,647.31666666667,15,9,24,10.49,61.70,49.7,27,1996-06-15,CAN,CAN,74,208,-,-,-,8482259.0
2023-2024,Boone Jenner,CBJ,F,151.0,251.0,151.0,116.0,198.0,412.0,103.0,46.0,356.0,290.0,201.0,129.0,35.0,70.0,First Line,58,1165.5666666667,22,13,35,22.05,48.75,48.45,30,1993-06-15,CAN,CAN,74,203,2011,2,37,8476432.0
2023-2024,Boris Katchouk,CHI,F,384.0,315.0,,32.0,319.0,246.0,292.0,341.0,412.0,326.0,266.0,109.0,,398.0,Fourth Line,59,677.25,7,6,13,6.46,38.46,48.07,25,1998-06-18,CAN,CAN,74,206,2016,2,44,
2023-2024,Brad Marchand,BOS,F,110.0,342.0,56.0,78.0,64.0,148.0,119.0,135.0,177.0,134.0,41.0,202.0,,66.0,First Line,82,1566.35,29,38,67,25.28,54.35,49.81,35,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
2023-2024,Brady Tkachuk,OTT,F,4.0,375.0,29.0,,19.0,296.0,3.0,17.0,7.0,115.0,146.0,43.0,103.0,16.0,First Line,81,1550.5166666667,37,37,74,44.52,52.03,55.15,23,1999-09-16,USA,USA,76,221,2018,1,4,8480801.0
2023-2024,Brandon Duhaime,COL,F,286.0,236.0,,72.0,345.0,251.0,135.0,281.0,301.0,387.0,199.0,22.0,,395.0,Fourth Line,80,868.78333333333,5,8,13,9.41,43.33,45.2,26,1997-05-22,USA,USA,74,200,2016,4,106,
2023-2024,Brandon Hagel,TBL,F,87.0,247.0,148.0,65.0,77.0,222.0,181.0,120.0,64.0,172.0,215.0,329.0,,87.0,First Line,82,1578.9833333333,26,49,75,27.29,49.24,53.76,25,1998-08-27,CAN,CAN,74,179,2016,6,159,8479542.0
2023-2024,Brandon Saad,STL,F,249.0,427.0,233.0,,295.0,418.0,283.0,107.0,315.0,336.0,229.0,437.0,,191.0,Second Line,82,1271.25,26,16,42,19.62,47.47,43.88,30,1992-10-27,USA,USA,73,215,2011,2,43,8476438.0
2023-2024,Brandon Tanev,SEA,F,355.0,52.0,,104.0,358.0,103.0,328.0,289.0,348.0,147.0,159.0,71.0,,293.0,Third Line,66,962.75,7,9,16,10.25,48.94,45.83,31,1991-12-31,CAN,CAN,72,189,-,-,-,8479293.0
2023-2024,Brayden Point,TBL,F,42.0,386.0,28.0,,31.0,359.0,152.0,8.0,155.0,49.0,61.0,429.0,121.0,25.0,First Line,81,1623.1666666667,46,44,90,33.7,48.28,50.66,27,1996-03-13,CAN,CAN,71,180,2014,3,79,8478010.0
2023-2024,Brayden Schenn,STL,F,307.0,407.0,125.0,196.0,346.0,428.0,367.0,267.0,194.0,314.0,338.0,115.0,130.0,123.0,Second Line,82,1458.0333333333,20,26,46,22.91,46.39,42.4,32,1991-08-22,CAN,CAN,73,199,2009,1,5,8475170.0
2023-2024,Brendan Gallagher,MTL,F,51.0,382.0,276.0,,204.0,351.0,30.0,56.0,67.0,297.0,349.0,268.0,,205.0,Third Line,77,1061.8833333333,16,15,31,21.87,41.98,51.6,31,1992-05-06,CAN,CAN,69,186,2010,5,147,8475848.0
2023-2024,Brendan Lemieux,CAR,F,276.0,226.0,,,293.0,75.0,226.0,270.0,264.0,56.0,450.0,18.0,,430.0,Fringe,32,256.21666666667,3,2,5,3.08,50.00,48.44,27,1996-03-15,USA,USA,73,215,2014,2,31,8477962.0
2023-2024,Brett Howden,VGK,F,356.0,212.0,,154.0,317.0,364.0,402.0,343.0,286.0,267.0,355.0,135.0,102.0,361.0,Fourth Line,72,952.36666666667,8,11,19,9.7,42.67,44.93,25,1998-03-29,CAN,CAN,74,203,2016,1,27,8479353.0
2023-2024,Brett Leason,ANA,F,364.0,349.0,,177.0,424.0,404.0,233.0,253.0,351.0,284.0,318.0,195.0,,338.0,Fourth Line,68,884.6,11,11,22,7.88,40.82,42.67,24,1999-04-30,CAN,CAN,77,218,2019,2,56,
2023-2024,Brock Boeser,VAN,F,179.0,324.0,47.0,,184.0,289.0,245.0,163.0,161.0,165.0,287.0,354.0,,77.0,First Line,81,1506.7833333333,40,33,73,32.71,62.89,50.02,26,1997-02-25,USA,USA,73,208,2015,1,23,8478444.0
2023-2024,Brock Nelson,NYI,F,39.0,372.0,69.0,,110.0,382.0,83.0,16.0,54.0,72.0,127.0,400.0,146.0,47.0,First Line,82,1482.85,34,35,69,28.0,52.88,49.34,31,1991-10-15,USA,USA,76,210,2010,1,30,8475754.0
2023-2024,Bryan Rust,PIT,F,19.0,395.0,114.0,76.0,10.0,383.0,34.0,26.0,108.0,18.0,219.0,301.0,,56.0,First Line,62,1213.85,28,28,56,25.96,51.72,55.7,31,1992-05-11,USA,USA,71,192,2010,3,80,8475810.0
2023-2024,Cal Clutterbuck,NYI,F,414.0,120.0,,168.0,425.0,177.0,425.0,352.0,347.0,434.0,293.0,10.0,,393.0,Fourth Line,82,974.11666666667,7,12,19,7.75,55.77,44.97,35,1987-11-18,CAN,CAN,72,212,2006,3,72,
2023-2024,Calle Jarnkrok,TOR,F,185.0,258.0,262.0,115.0,147.0,181.0,241.0,140.0,246.0,146.0,182.0,245.0,,239.0,Third Line,52,793.43333333333,10,11,21,11.48,60.00,51.96,31,1991-09-25,SWE,SWE,72,192,2010,2,51,8475714.0
2023-2024,Cam Atkinson,PHI,F,158.0,280.0,241.0,42.0,231.0,321.0,45.0,145.0,274.0,80.0,239.0,401.0,,146.0,Second Line,70,1116.1833333333,13,15,28,17.41,39.19,49.12,34,1989-06-05,USA,USA,68,176,2008,6,157,
2023-2024,Carl Grundstrom,LAK,F,95.0,263.0,,,115.0,117.0,19.0,108.0,250.0,90.0,342.0,44.0,,320.0,Fourth Line,50,546.85,8,4,12,9.14,43.24,55.25,25,1997-12-01,SWE,SWE,72,195,2016,2,57,8479336.0
2023-2024,Carter Verhaeghe,FLA,F,13.0,286.0,43.0,,8.0,152.0,21.0,9.0,71.0,100.0,343.0,338.0,,38.0,Second Line,76,1365.15,34,38,72,28.96,59.38,56.84,28,1995-08-14,CAN,CAN,74,180,2013,3,82,8477409.0
2023-2024,Casey Cizikas,NYI,F,372.0,130.0,,153.0,397.0,216.0,330.0,286.0,326.0,444.0,310.0,81.0,38.0,312.0,Third Line,70,975.86666666667,10,13,23,9.89,49.12,46.63,32,1991-02-27,CAN,CAN,71,190,2009,4,92,8475231.0
2023-2024,Casey Mittelstadt,COL,F,213.0,228.0,254.0,,158.0,165.0,389.0,292.0,87.0,160.0,249.0,425.0,156.0,161.0,Second Line,80,1418.3666666667,18,39,57,14.07,56.20,51.54,24,1998-11-22,USA,USA,73,195,2017,1,8,8479999.0
2023-2024,Chandler Stephenson,VGK,F,310.0,307.0,220.0,120.0,140.0,386.0,444.0,401.0,171.0,117.0,65.0,351.0,50.0,153.0,First Line,75,1386.2666666667,16,35,51,11.27,48.78,45.75,29,1994-04-22,CAN,CAN,72,209,2012,3,77,
2023-2024,Charlie Coyle,BOS,F,209.0,290.0,154.0,88.0,207.0,346.0,312.0,161.0,184.0,406.0,166.0,199.0,59.0,132.0,First Line,82,1481.45,25,35,60,20.08,51.14,47.48,31,1992-03-02,USA,USA,75,223,2010,1,28,8475745.0
2023-2024,Chris Kreider,NYR,F,140.0,358.0,11.0,107.0,162.0,198.0,82.0,60.0,318.0,112.0,322.0,176.0,,49.0,First Line,82,1540.25,39,36,75,39.05,57.95,50.38,32,1991-04-30,USA,USA,75,230,2009,1,19,8475184.0
2023-2024,Chris Tierney,NJD,F,442.0,189.0,,,439.0,203.0,451.0,421.0,394.0,254.0,388.0,349.0,68.0,428.0,Fourth Line,52,469.3,4,8,12,2.85,50.00,43.3,29,1994-07-01,CAN,CAN,73,191,2012,2,55,
2023-2024,Christian Dvorak,MTL,F,398.0,419.0,218.0,182.0,352.0,435.0,430.0,369.0,378.0,396.0,285.0,406.0,26.0,278.0,Second Line,30,465.93333333333,5,4,9,4.26,44.44,41.99,27,1996-02-02,USA,USA,73,193,2014,2,58,8477989.0
2023-2024,Christian Fischer,DET,F,348.0,400.0,,106.0,391.0,363.0,267.0,388.0,207.0,317.0,208.0,101.0,,368.0,Fourth Line,79,901.13333333333,5,14,19,9.43,48.44,46.7,26,1997-04-15,USA,USA,74,212,2015,2,32,
2023-2024,Claude Giroux,OTT,F,106.0,298.0,115.0,183.0,32.0,244.0,162.0,128.0,175.0,228.0,121.0,368.0,23.0,82.0,First Line,82,1647.55,21,43,64,18.59,44.07,51.83,35,1988-01-12,CAN,CAN,71,190,2006,1,22,8473512.0
2023-2024,Clayton Keller,ARI,F,116.0,347.0,103.0,,278.0,256.0,132.0,67.0,83.0,271.0,53.0,439.0,,35.0,First Line,78,1501.1666666667,33,43,76,23.03,46.15,48.04,25,1998-07-29,USA,USA,70,178,2016,1,7,
2023-2024,Cody Glass,NSH,F,255.0,357.0,183.0,,192.0,399.0,169.0,256.0,354.0,270.0,234.0,258.0,117.0,234.0,Fourth Line,41,550.71666666667,6,7,13,10.01,37.84,43.48,24,1999-04-01,CAN,CAN,75,206,2017,1,6,8479996.0
2023-2024,Cole Caufield,MTL,F,64.0,437.0,146.0,,264.0,387.0,16.0,37.0,151.0,74.0,43.0,394.0,,45.0,First Line,82,1592.4833333333,28,37,65,32.66,56.86,49.22,22,2001-01-02,USA,USA,67,174,2019,1,15,8481540.0
2023-2024,Cole Guttman,CHI,F,375.0,448.0,266.0,,433.0,451.0,46.0,370.0,426.0,110.0,8.0,384.0,73.0,264.0,Fourth Line,27,340.73333333333,4,4,8,4.65,22.22,36.56,24,1999-04-06,USA,USA,69,167,2017,6,180,
2023-2024,Cole Perfetti,WPG,F,133.0,66.0,178.0,,196.0,23.0,130.0,188.0,60.0,10.0,357.0,386.0,,174.0,Third Line,71,964.78333333333,19,19,38,15.85,61.90,53.93,21,2002-01-01,CAN,CAN,71,184,2020,1,10,8482149.0
2023-2024,Cole Sillinger,CBJ,F,246.0,333.0,189.0,164.0,307.0,411.0,143.0,314.0,206.0,171.0,418.0,128.0,161.0,229.0,Second Line,77,1241.2,13,19,32,18.23,48.86,43.83,20,2003-05-16,USA,USA,73,201,2021,1,12,8482705.0
2023-2024,Cole Smith,NSH,F,345.0,252.0,,126.0,310.0,178.0,336.0,379.0,305.0,413.0,335.0,36.0,,365.0,Third Line,80,1095.15,9,14,23,14.53,49.23,51.6,27,1995-10-28,USA,USA,75,195,-,-,-,8482062.0
2023-2024,Colin Blackwell,CHI,F,324.0,279.0,,114.0,399.0,254.0,166.0,306.0,281.0,377.0,9.0,193.0,,328.0,Third Line,44,637.66666666667,8,4,12,8.45,43.33,46.59,30,1993-03-28,USA,USA,69,190,2011,7,193,
2023-2024,Colin White,MTL,F,444.0,126.0,,,380.0,114.0,415.0,444.0,445.0,307.0,267.0,184.0,185.0,448.0,Fourth Line,28,266.63333333333,0,0,0,2.27,33.33,46.35,26,1997-01-30,USA,USA,73,194,2015,1,21,
2023-2024,Colton Sissons,NSH,F,335.0,243.0,111.0,189.0,242.0,316.0,410.0,375.0,287.0,430.0,250.0,106.0,21.0,244.0,Second Line,81,1342.4666666667,15,20,35,22.92,47.89,50.94,29,1993-11-05,CAN,CAN,73,200,2012,2,50,8476925.0
2023-2024,Connor Bedard,CHI,F,149.0,451.0,44.0,,349.0,449.0,96.0,85.0,86.0,52.0,103.0,314.0,183.0,52.0,First Line,68,1345.25,22,39,61,24.02,35.58,43.31,18,2005-07-17,CAN,,70,185,2023,1,1,8484144.0
2023-2024,Connor Brown,EDM,F,254.0,119.0,,19.0,249.0,132.0,171.0,392.0,192.0,311.0,302.0,388.0,,342.0,Fourth Line,71,908.76666666667,4,8,12,11.44,41.03,50.42,29,1994-01-14,CAN,CAN,72,181,2012,6,156,
2023-2024,Connor Dewar,TOR,F,377.0,36.0,,100.0,388.0,80.0,265.0,290.0,369.0,412.0,390.0,95.0,142.0,376.0,Fourth Line,74,862.1,11,8,19,8.18,42.00,48.27,24,1999-06-26,CAN,CAN,70,183,2018,3,92,8480980.0
2023-2024,Connor McDavid,EDM,F,3.0,200.0,1.0,,2.0,112.0,62.0,31.0,1.0,33.0,6.0,229.0,65.0,2.0,First Line,76,1623.3,32,100,132,33.15,61.22,61.88,26,1997-01-13,CAN,CAN,73,193,2015,1,1,8478402.0
