Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2009-2010,Alexandre Burrows,VAN,F,28.0,75.0,130.0,17.0,48.0,175.0,87.0,20.0,94.0,152.0,194.0,212.0,,74.0,Second Line,82,1464.6,35,20,28,1981-04-11,CAN,CAN,73,197,-,-,-,-,8470358.0
2009-2010,Alexei Ponikarovsky,PIT,F,13.0,149.0,191.0,,6.0,159.0,73.0,36.0,37.0,151.0,354.0,161.0,,87.0,Second Line,77,1267.75,21,19,29,1980-04-09,UKR,UKR,76,225,1998,4,1,87,8467412.0
2009-2010,Alexei Ponikarovsky,TOR,F,13.0,149.0,191.0,,6.0,159.0,73.0,36.0,37.0,151.0,354.0,161.0,,87.0,Second Line,77,1267.75,21,19,29,1980-04-09,UKR,UKR,76,225,1998,4,1,87,8467412.0
2009-2010,Andrei Kostitsyn,MTL,F,110.0,353.0,87.0,,253.0,243.0,121.0,142.0,48.0,367.0,159.0,140.0,,137.0,Second Line,59,943.33333333333,15,13,24,1985-02-03,BLR,BLR,72,214,2003,1,10,10,8470603.0
2009-2010,Andrew Brunette,MIN,F,263.0,234.0,68.0,,228.0,90.0,403.0,218.0,130.0,124.0,86.0,404.0,,147.0,Second Line,82,1396.2166666667,25,22,36,1973-08-24,CAN,CAN,73,215,1993,7,18,174,8459596.0
2009-2010,Andrew Cogliano,EDM,F,251.0,411.0,249.0,191.0,274.0,396.0,257.0,195.0,221.0,250.0,45.0,261.0,160.0,252.0,Third Line,82,1162.35,10,10,22,1987-06-14,CAN,CAN,70,179,2005,1,25,25,8471699.0
2009-2010,Andrew Ebbett,ANA,F,231.0,164.0,,88.0,192.0,160.0,244.0,336.0,112.0,166.0,28.0,292.0,119.0,236.0,Fourth Line,61,774.66666666667,9,4,26,1983-01-02,CAN,CAN,69,174,-,-,-,-,8473682.0
2009-2010,Andrew Ebbett,CHI,F,231.0,164.0,,88.0,192.0,160.0,244.0,336.0,112.0,166.0,28.0,292.0,119.0,236.0,Fourth Line,61,774.66666666667,9,4,26,1983-01-02,CAN,CAN,69,174,-,-,-,-,8473682.0
2009-2010,Andrew Ebbett,MIN,F,231.0,164.0,,88.0,192.0,160.0,244.0,336.0,112.0,166.0,28.0,292.0,119.0,236.0,Fourth Line,61,774.66666666667,9,4,26,1983-01-02,CAN,CAN,69,174,-,-,-,-,8473682.0
2009-2010,Andrew Ladd,CHI,F,57.0,77.0,,,88.0,110.0,77.0,53.0,126.0,264.0,218.0,167.0,,190.0,Third Line,82,1122.95,17,9,23,1985-12-12,CAN,CAN,75,205,2004,1,4,4,8471217.0
2009-2010,Andrew Murray,CBJ,F,307.0,20.0,,139.0,361.0,8.0,100.0,148.0,398.0,413.0,129.0,73.0,,336.0,Fourth Line,46,476.51666666667,5,2,27,1981-11-06,CAN,CAN,74,210,2001,8,15,242,8469685.0
2009-2010,Andrew Peters,NJD,F,420.0,290.0,,,423.0,38.0,347.0,420.0,416.0,6.0,420.0,47.0,,419.0,Fringe,29,150.73333333333,0,0,29,1980-05-05,CAN,CAN,76,240,1998,2,7,34,8467355.0
2009-2010,Andy McDonald,STL,F,164.0,303.0,86.0,109.0,180.0,290.0,150.0,109.0,223.0,229.0,104.0,354.0,41.0,63.0,First Line,79,1432.4,24,18,32,1977-08-25,CAN,CAN,70,175,-,-,-,-,8468434.0
2009-2010,Antoine Vermette,CBJ,F,175.0,306.0,181.0,162.0,252.0,259.0,271.0,144.0,83.0,348.0,275.0,248.0,16.0,106.0,First Line,82,1651.8333333333,27,21,27,1982-07-20,CAN,CAN,73,197,2000,2,25,55,8468535.0
2009-2010,Antti Miettinen,MIN,F,178.0,248.0,158.0,25.0,315.0,83.0,146.0,170.0,96.0,174.0,340.0,258.0,,158.0,First Line,79,1425.6833333333,20,20,29,1980-07-03,FIN,FIN,72,190,2000,7,27,224,8468704.0
2009-2010,Anze Kopitar,LAK,F,108.0,186.0,26.0,137.0,60.0,156.0,126.0,82.0,236.0,217.0,47.0,290.0,120.0,22.0,First Line,82,1786.4166666667,34,22,22,1987-08-24,SVN,SVN,75,225,2005,1,11,11,8471685.0
2009-2010,Arron Asham,PHI,F,121.0,224.0,,,117.0,223.0,241.0,121.0,66.0,104.0,280.0,78.0,,340.0,Fourth Line,72,725.33333333333,10,10,31,1978-04-13,CAN,CAN,71,210,1996,3,19,71,8465025.0
2009-2010,Artem Anisimov,NYR,F,181.0,105.0,,,30.0,286.0,238.0,152.0,322.0,317.0,322.0,319.0,159.0,268.0,Fourth Line,82,1057.9666666667,12,7,21,1988-05-24,RUS,RUS,76,199,2006,2,24,54,8473573.0
2009-2010,B.J. Crombeen,STL,F,323.0,223.0,,82.0,329.0,188.0,160.0,298.0,370.0,359.0,374.0,162.0,,315.0,Fourth Line,79,1033.15,7,5,24,1985-07-10,USA,USA,74,209,2003,2,24,54,8470647.0
2009-2010,Ben Eager,CHI,F,190.0,166.0,,,222.0,66.0,164.0,97.0,264.0,7.0,406.0,114.0,,366.0,Fringe,60,499.71666666667,7,4,25,1984-01-22,CAN,CAN,74,226,2002,1,23,23,8470280.0
2009-2010,Benoit Pouliot,MIN,F,265.0,338.0,134.0,,286.0,280.0,309.0,92.0,315.0,286.0,398.0,234.0,,229.0,Third Line,53,819.56666666667,17,8,22,1986-09-29,CAN,CAN,75,200,2005,1,4,4,8471678.0
2009-2010,Benoit Pouliot,MTL,F,265.0,338.0,134.0,,286.0,280.0,309.0,92.0,315.0,286.0,398.0,234.0,,229.0,Third Line,53,819.56666666667,17,8,22,1986-09-29,CAN,CAN,75,200,2005,1,4,4,8471678.0
2009-2010,Bill Guerin,PIT,F,87.0,400.0,155.0,,91.0,330.0,37.0,180.0,138.0,157.0,352.0,249.0,,89.0,Second Line,78,1367.2666666667,21,12,38,1970-11-09,USA,USA,74,220,1989,1,5,5,8456464.0
2009-2010,Blair Betts,PHI,F,376.0,38.0,,18.0,402.0,155.0,324.0,359.0,347.0,419.0,345.0,115.0,32.0,312.0,Fourth Line,63,793.81666666667,8,5,29,1980-02-16,CAN,CAN,75,210,1998,2,6,33,8467361.0
2009-2010,Blake Comeau,NYI,F,150.0,375.0,,168.0,139.0,393.0,188.0,79.0,195.0,221.0,305.0,129.0,,179.0,Third Line,61,940.08333333333,17,13,23,1986-02-18,CAN,CAN,73,200,2004,2,17,47,8471260.0
2009-2010,Blake Wheeler,BOS,F,73.0,240.0,145.0,157.0,56.0,182.0,152.0,61.0,146.0,202.0,351.0,289.0,,186.0,Second Line,82,1294.6166666667,18,14,23,1986-08-31,USA,USA,77,220,2004,1,5,5,8471218.0
2009-2010,Bobby Ryan,ANA,F,27.0,287.0,6.0,,62.0,217.0,52.0,16.0,200.0,39.0,39.0,193.0,,41.0,First Line,81,1497.7666666667,35,18,22,1987-03-17,USA,USA,74,208,2005,1,2,2,8471676.0
2009-2010,Boyd Gordon,WSH,F,293.0,7.0,,114.0,351.0,33.0,190.0,275.0,273.0,369.0,357.0,287.0,6.0,310.0,Fourth Line,36,370.43333333333,4,3,25,1983-10-19,CAN,CAN,72,200,2002,1,17,17,8470159.0
2009-2010,Brad Boyes,STL,F,166.0,334.0,109.0,,129.0,314.0,153.0,140.0,220.0,324.0,151.0,282.0,117.0,98.0,Second Line,82,1376.7166666667,14,14,27,1982-04-17,CAN,CAN,72,199,2000,1,24,24,8468504.0
2009-2010,Brad May,DET,F,409.0,292.0,,,376.0,167.0,377.0,416.0,396.0,5.0,394.0,62.0,,413.0,Fringe,40,278.98333333333,0,1,37,1971-11-29,CAN,CAN,73,213,1990,1,14,14,8457261.0
2009-2010,Brad Richards,DAL,F,72.0,397.0,27.0,,179.0,363.0,139.0,266.0,9.0,241.0,260.0,421.0,90.0,14.0,First Line,80,1669.15,24,43,29,1980-05-02,CAN,CAN,72,199,1998,3,6,64,8467389.0
2009-2010,Brad Richardson,LAK,F,244.0,219.0,,39.0,324.0,170.0,117.0,332.0,116.0,248.0,120.0,163.0,82.0,311.0,Fourth Line,81,1040.7166666667,11,9,24,1985-02-04,CAN,CAN,72,190,2003,5,27,163,8470755.0
2009-2010,Brad Staubitz,SJS,F,391.0,125.0,,,413.0,6.0,361.0,329.0,323.0,15.0,422.0,16.0,,407.0,Fringe,47,292.05,3,1,25,1984-07-28,CAN,CAN,73,207,-,-,-,-,8471521.0
2009-2010,Brad Winchester,STL,F,357.0,254.0,,,303.0,164.0,325.0,354.0,351.0,82.0,387.0,30.0,,365.0,Fourth Line,64,580.25,3,4,28,1981-03-01,USA,USA,77,230,2000,2,5,35,8468515.0
2009-2010,Brandon Bochenski,TBL,F,186.0,24.0,40.0,,196.0,52.0,195.0,201.0,107.0,351.0,30.0,306.0,,232.0,Fourth Line,28,343.63333333333,4,5,27,1982-04-04,USA,USA,73,195,2001,7,27,223,8469666.0
2009-2010,Brandon Dubinsky,NYR,F,65.0,371.0,151.0,23.0,4.0,380.0,183.0,238.0,85.0,271.0,183.0,94.0,56.0,128.0,First Line,69,1349.3,20,18,23,1986-04-29,USA,USA,74,208,2004,2,30,60,8471273.0
2009-2010,Brandon Prust,CGY,F,302.0,67.0,,,114.0,26.0,379.0,335.0,302.0,58.0,378.0,111.0,,398.0,Fringe,69,524.2,5,6,25,1984-03-16,CAN,CAN,72,195,2004,3,5,70,8471283.0
2009-2010,Brandon Prust,NYR,F,302.0,67.0,,,114.0,26.0,379.0,335.0,302.0,58.0,378.0,111.0,,398.0,Fringe,69,524.2,5,6,25,1984-03-16,CAN,CAN,72,195,2004,3,5,70,8471283.0
2009-2010,Brandon Segal,DAL,F,201.0,322.0,,,334.0,181.0,81.0,60.0,325.0,376.0,404.0,25.0,,333.0,Fringe,44,384.78333333333,6,2,26,1983-07-12,CAN,CAN,74,215,2002,4,6,102,8469755.0
2009-2010,Brandon Segal,LAK,F,201.0,322.0,,,334.0,181.0,81.0,60.0,325.0,376.0,404.0,25.0,,333.0,Fringe,44,384.78333333333,6,2,26,1983-07-12,CAN,CAN,74,215,2002,4,6,102,8469755.0
2009-2010,Brandon Sutter,CAR,F,167.0,238.0,51.0,32.0,227.0,387.0,102.0,290.0,76.0,185.0,17.0,238.0,127.0,216.0,Second Line,72,1191.1833333333,21,18,20,1989-02-14,USA,CAN,75,190,2007,1,11,11,8474091.0
2009-2010,Brandon Yip,COL,F,115.0,372.0,124.0,,345.0,309.0,176.0,146.0,8.0,353.0,401.0,174.0,,140.0,Third Line,32,469.95,11,7,24,1985-04-25,CAN,CAN,73,198,2004,8,12,239,8471450.0
2009-2010,Brendan Morrison,WSH,F,199.0,317.0,200.0,,98.0,311.0,365.0,248.0,69.0,93.0,336.0,373.0,76.0,223.0,Second Line,74,1164.4833333333,12,19,34,1975-08-15,CAN,CAN,71,176,1993,2,13,39,8459461.0
2009-2010,Brenden Morrow,DAL,F,312.0,195.0,41.0,135.0,170.0,101.0,369.0,325.0,244.0,240.0,317.0,64.0,,116.0,First Line,76,1457.2,20,13,30,1979-01-16,CAN,CAN,71,212,1997,1,25,25,8466160.0
2009-2010,Brian Boyle,NYR,F,297.0,198.0,,12.0,299.0,333.0,97.0,171.0,419.0,307.0,397.0,15.0,163.0,368.0,Fringe,71,598.08333333333,4,2,24,1984-12-18,USA,USA,78,245,2003,1,26,26,8470619.0
2009-2010,Brian Gionta,MTL,F,34.0,257.0,38.0,108.0,75.0,262.0,17.0,59.0,132.0,254.0,125.0,376.0,,35.0,First Line,61,1265.9833333333,28,7,30,1979-01-18,USA,USA,67,178,1998,3,24,82,8467407.0
2009-2010,Brian McGrattan,CGY,F,105.0,214.0,,,134.0,74.0,42.0,302.0,17.0,1.0,415.0,54.0,,408.0,Fringe,34,116.95,1,1,27,1981-09-02,CAN,CAN,76,235,1999,4,8,104,8467977.0
2009-2010,Brian Rolston,NJD,F,236.0,162.0,83.0,29.0,336.0,79.0,70.0,191.0,306.0,126.0,283.0,260.0,,119.0,Second Line,80,1354.2,20,10,36,1973-02-21,USA,USA,74,215,1991,1,11,11,8458525.0
2009-2010,Brian Sutherby,DAL,F,303.0,109.0,,,365.0,82.0,215.0,168.0,333.0,36.0,311.0,42.0,,363.0,Fringe,46,396.05,5,3,27,1982-03-01,CAN,CAN,74,208,2000,1,26,26,8468506.0
2009-2010,Brooks Laich,WSH,F,98.0,331.0,5.0,78.0,41.0,332.0,125.0,207.0,145.0,94.0,97.0,224.0,103.0,70.0,First Line,78,1426.4666666667,25,19,26,1983-06-23,CAN,CAN,74,200,2001,6,28,193,8469639.0
2009-2010,Bryan Little,ATL,F,120.0,243.0,229.0,,206.0,328.0,169.0,128.0,62.0,387.0,25.0,346.0,,191.0,Second Line,79,1244.25,13,17,21,1987-11-12,CAN,CAN,72,191,2006,1,12,12,8473412.0
2009-2010,Byron Bitz,BOS,F,344.0,51.0,,,373.0,42.0,349.0,270.0,266.0,265.0,149.0,77.0,,354.0,Fourth Line,52,573.96666666667,5,5,25,1984-07-21,CAN,CAN,77,215,2003,4,6,107,8470700.0
2009-2010,Byron Bitz,FLA,F,344.0,51.0,,,373.0,42.0,349.0,270.0,266.0,265.0,149.0,77.0,,354.0,Fourth Line,52,573.96666666667,5,5,25,1984-07-21,CAN,CAN,77,215,2003,4,6,107,8470700.0
2009-2010,Cal Clutterbuck,MIN,F,332.0,137.0,,20.0,387.0,117.0,107.0,272.0,360.0,407.0,8.0,3.0,,272.0,Third Line,74,1056.6666666667,13,5,21,1987-11-18,CAN,CAN,72,212,2006,3,9,72,8473504.0
2009-2010,Cal O'Reilly,NSH,F,405.0,172.0,214.0,,271.0,198.0,423.0,408.0,374.0,68.0,318.0,424.0,129.0,347.0,Third Line,31,422.61666666667,2,3,22,1986-09-30,CAN,CAN,72,188,2005,5,25,150,8471811.0
2009-2010,Cam Janssen,STL,F,415.0,329.0,,,399.0,208.0,405.0,418.0,412.0,32.0,418.0,1.0,,423.0,Fringe,43,202.51666666667,0,0,25,1984-04-15,USA,USA,72,215,2002,4,21,117,8470123.0
2009-2010,Chad LaRose,CAR,F,93.0,383.0,,121.0,175.0,381.0,53.0,108.0,106.0,139.0,234.0,136.0,,180.0,Second Line,56,879.38333333333,11,9,27,1982-03-27,USA,USA,70,181,-,-,-,-,8469812.0
2009-2010,Chris Clark,CBJ,F,346.0,305.0,,,256.0,287.0,283.0,345.0,363.0,303.0,328.0,141.0,,344.0,Fourth Line,74,878.35,7,7,33,1976-03-08,USA,USA,72,191,1994,3,25,77,8460567.0
2009-2010,Chris Clark,WSH,F,346.0,305.0,,,256.0,287.0,283.0,345.0,363.0,303.0,328.0,141.0,,344.0,Fourth Line,74,878.35,7,7,33,1976-03-08,USA,USA,72,191,1994,3,25,77,8460567.0
2009-2010,Chris Drury,NYR,F,212.0,180.0,114.0,113.0,101.0,418.0,227.0,194.0,280.0,402.0,203.0,302.0,37.0,93.0,Second Line,77,1368.6833333333,14,12,33,1976-08-20,USA,USA,70,191,1994,3,20,72,8460562.0
2009-2010,Chris Durno,COL,F,355.0,72.0,,,379.0,84.0,375.0,154.0,355.0,125.0,409.0,59.0,,388.0,Fringe,41,306.0,4,2,28,1980-10-31,CAN,CAN,76,223,-,-,-,-,8472263.0
2009-2010,Chris Higgins,NYR,F,154.0,217.0,232.0,56.0,105.0,366.0,44.0,223.0,279.0,316.0,134.0,151.0,,174.0,Second Line,67,1175.3,8,5,26,1983-06-02,USA,USA,72,205,2002,1,14,14,8470274.0
2009-2010,Chris Higgins,CGY,F,154.0,217.0,232.0,56.0,105.0,366.0,44.0,223.0,279.0,316.0,134.0,151.0,,174.0,Second Line,67,1175.3,8,5,26,1983-06-02,USA,USA,72,205,2002,1,14,14,8470274.0
2009-2010,Chris Kelly,OTT,F,267.0,122.0,,140.0,285.0,149.0,323.0,185.0,222.0,99.0,342.0,242.0,116.0,259.0,Third Line,81,1212.1833333333,15,10,28,1980-11-11,CAN,CAN,72,190,1999,3,28,94,8467967.0
2009-2010,Chris Kunitz,PIT,F,35.0,264.0,82.0,,12.0,134.0,116.0,74.0,84.0,138.0,229.0,104.0,,107.0,Second Line,50,821.73333333333,13,13,29,1979-09-26,CAN,CAN,72,188,-,-,-,-,8470543.0
2009-2010,Chris Neil,OTT,F,198.0,99.0,,,157.0,129.0,254.0,276.0,68.0,61.0,391.0,8.0,,326.0,Fourth Line,68,814.51666666667,10,10,30,1979-06-18,CAN,CAN,73,209,1998,6,16,161,8467493.0
2009-2010,Chris Stewart,COL,F,69.0,418.0,62.0,,291.0,409.0,68.0,24.0,113.0,115.0,141.0,160.0,,114.0,Second Line,77,1285.7,28,23,21,1987-10-30,CAN,CAN,74,242,2006,1,18,18,8473485.0
2009-2010,Chris Thorburn,ATL,F,351.0,97.0,,155.0,314.0,241.0,341.0,388.0,202.0,308.0,319.0,90.0,,373.0,Fourth Line,76,758.68333333333,4,7,26,1983-06-03,CAN,CAN,75,235,2001,2,20,50,8469501.0
2009-2010,Christian Hanson,TOR,F,329.0,365.0,252.0,128.0,223.0,395.0,264.0,399.0,314.0,76.0,270.0,130.0,61.0,323.0,Fourth Line,31,414.53333333333,2,4,23,1986-03-10,USA,USA,76,228,-,-,-,-,8475087.0
2009-2010,Chuck Kobasew,BOS,F,316.0,183.0,150.0,3.0,398.0,263.0,272.0,163.0,233.0,293.0,253.0,191.0,,211.0,Third Line,49,681.65,9,3,27,1982-04-17,CAN,CAN,72,192,2001,1,14,14,8469467.0
2009-2010,Chuck Kobasew,MIN,F,316.0,183.0,150.0,3.0,398.0,263.0,272.0,163.0,233.0,293.0,253.0,191.0,,211.0,Third Line,49,681.65,9,3,27,1982-04-17,CAN,CAN,72,192,2001,1,14,14,8469467.0
2009-2010,Clarke MacArthur,BUF,F,260.0,316.0,208.0,,189.0,323.0,314.0,166.0,260.0,310.0,259.0,244.0,,231.0,Third Line,81,1190.1166666667,16,12,24,1985-04-06,CAN,CAN,72,192,2003,3,6,74,8470667.0
2009-2010,Clarke MacArthur,ATL,F,260.0,316.0,208.0,,189.0,323.0,314.0,166.0,260.0,310.0,259.0,244.0,,231.0,Third Line,81,1190.1166666667,16,12,24,1985-04-06,CAN,CAN,72,192,2003,3,6,74,8470667.0
2009-2010,Claude Giroux,PHI,F,104.0,176.0,90.0,6.0,39.0,274.0,310.0,228.0,42.0,63.0,69.0,245.0,108.0,163.0,Second Line,82,1362.3,16,22,21,1988-01-12,CAN,CAN,71,190,2006,1,22,22,8473512.0
2009-2010,Cody McLeod,COL,F,278.0,222.0,,107.0,359.0,242.0,167.0,174.0,288.0,257.0,381.0,32.0,,305.0,Fourth Line,74,956.65,7,8,25,1984-06-26,CAN,CAN,74,204,-,-,-,-,8471657.0
2009-2010,Colby Armstrong,ATL,F,227.0,272.0,,156.0,162.0,357.0,321.0,69.0,359.0,378.0,262.0,216.0,,251.0,Third Line,79,1168.6166666667,15,9,26,1982-11-23,CAN,CAN,74,185,2001,1,21,21,8469474.0
2009-2010,Colin Fraser,CHI,F,214.0,18.0,,165.0,216.0,15.0,144.0,231.0,224.0,403.0,21.0,176.0,111.0,331.0,Fourth Line,70,671.98333333333,7,6,24,1985-01-28,CAN,CAN,73,190,2003,3,1,69,8470662.0
2009-2010,Colin Wilson,NSH,F,179.0,155.0,177.0,,156.0,72.0,258.0,65.0,265.0,176.0,15.0,361.0,86.0,227.0,Third Line,35,530.65,8,5,19,1989-10-20,USA,USA,73,215,2008,1,7,7,8474569.0
2009-2010,Colton Orr,TOR,F,407.0,141.0,,,367.0,229.0,399.0,379.0,417.0,160.0,419.0,23.0,,409.0,Fringe,82,563.05,4,1,27,1982-03-03,CAN,CAN,75,222,-,-,-,-,8468778.0
2009-2010,Corey Perry,ANA,F,17.0,320.0,48.0,,69.0,256.0,40.0,32.0,23.0,119.0,230.0,228.0,,24.0,First Line,82,1726.95,27,28,24,1985-05-16,CAN,CAN,75,208,2003,1,28,28,8470621.0
2009-2010,Cory Stillman,FLA,F,180.0,391.0,175.0,,263.0,399.0,243.0,141.0,74.0,214.0,228.0,254.0,,110.0,Second Line,58,1018.9333333333,15,16,35,1973-12-20,CAN,CAN,72,193,1992,1,6,6,8458943.0
2009-2010,Craig Adams,PIT,F,387.0,47.0,,31.0,362.0,94.0,315.0,414.0,339.0,199.0,298.0,33.0,154.0,374.0,Fourth Line,82,910.01666666667,0,5,32,1977-04-26,BRN,CAN,72,200,1996,9,8,223,8465166.0
2009-2010,Craig Conroy,CGY,F,269.0,102.0,,152.0,169.0,87.0,391.0,357.0,73.0,300.0,208.0,284.0,28.0,294.0,Third Line,63,854.68333333333,3,9,37,1971-09-04,USA,USA,74,193,1990,6,18,123,8455919.0
2009-2010,Curtis Glencross,CGY,F,170.0,82.0,104.0,61.0,124.0,43.0,172.0,220.0,156.0,129.0,277.0,188.0,,196.0,Second Line,67,1053.2833333333,15,10,26,1982-12-28,CAN,CAN,73,197,-,-,-,-,8471185.0
2009-2010,Dainius Zubrus,NJD,F,204.0,70.0,222.0,,167.0,37.0,336.0,157.0,153.0,262.0,297.0,213.0,112.0,206.0,Second Line,51,840.23333333333,10,11,31,1978-06-16,LTU,LTU,77,225,1996,1,15,15,8464977.0
2009-2010,Dan Sexton,ANA,F,61.0,321.0,218.0,,89.0,315.0,41.0,70.0,218.0,25.0,36.0,273.0,,183.0,Fourth Line,41,553.25,9,4,22,1987-04-29,USA,USA,69,180,-,-,-,-,8475105.0
2009-2010,Daniel Alfredsson,OTT,F,162.0,167.0,85.0,73.0,127.0,276.0,286.0,143.0,155.0,88.0,189.0,345.0,,29.0,First Line,70,1376.5833333333,20,25,36,1972-12-11,SWE,SWE,71,203,1994,6,3,133,8460621.0
2009-2010,Daniel Briere,PHI,F,38.0,404.0,59.0,,24.0,403.0,191.0,37.0,50.0,56.0,292.0,334.0,,76.0,Second Line,75,1243.9166666667,26,16,31,1977-10-06,CAN,CAN,69,174,1996,1,24,24,
2009-2010,Daniel Carcillo,PHI,F,283.0,291.0,,,294.0,224.0,142.0,280.0,342.0,207.0,131.0,36.0,,301.0,Fourth Line,76,854.88333333333,12,6,24,1985-01-28,CAN,CAN,72,200,2003,3,5,73,8470666.0
2009-2010,Daniel Cleary,DET,F,66.0,275.0,166.0,119.0,26.0,186.0,120.0,77.0,213.0,84.0,224.0,158.0,,146.0,Second Line,64,1102.7666666667,15,12,30,1978-12-18,CAN,CAN,73,205,1997,1,13,13,8466149.0
2009-2010,Daniel Paille,BOS,F,286.0,126.0,,116.0,326.0,78.0,265.0,156.0,312.0,172.0,76.0,203.0,,288.0,Third Line,76,1042.6166666667,10,3,25,1984-04-15,CAN,CAN,73,188,2002,1,20,20,8470230.0
2009-2010,Daniel Paille,BUF,F,286.0,126.0,,116.0,326.0,78.0,265.0,156.0,312.0,172.0,76.0,203.0,,288.0,Third Line,76,1042.6166666667,10,3,25,1984-04-15,CAN,CAN,73,188,2002,1,20,20,8470230.0
2009-2010,Daniel Sedin,VAN,F,3.0,341.0,44.0,,11.0,205.0,26.0,7.0,1.0,37.0,278.0,422.0,,9.0,First Line,63,1205.75,29,35,28,1980-09-26,SWE,SWE,73,190,1999,1,2,2,8467875.0
2009-2010,Daniel Winnik,PHX,F,366.0,61.0,,86.0,349.0,153.0,305.0,362.0,341.0,363.0,109.0,118.0,,314.0,Fourth Line,74,972.7,4,7,24,1985-03-06,CAN,CAN,74,210,2004,9,7,265,8471476.0
2009-2010,Dany Heatley,SJS,F,33.0,382.0,10.0,63.0,67.0,358.0,103.0,47.0,24.0,208.0,304.0,277.0,,13.0,First Line,82,1658.7166666667,39,26,28,1981-01-21,DEU,CAN,75,212,2000,1,2,2,8468482.0
2009-2010,Darcy Hordichuk,VAN,F,422.0,324.0,,,424.0,278.0,415.0,397.0,423.0,356.0,82.0,6.0,,418.0,Fringe,56,337.71666666667,1,0,29,1980-08-10,CAN,CAN,73,215,2000,6,13,180,8468660.0
2009-2010,Darcy Tucker,COL,F,374.0,106.0,169.0,,368.0,65.0,374.0,305.0,375.0,112.0,162.0,143.0,,287.0,Fourth Line,71,860.38333333333,10,9,34,1975-03-15,CAN,CAN,70,178,1993,6,21,151,8459574.0
2009-2010,Darren Helm,DET,F,188.0,130.0,,77.0,225.0,221.0,31.0,297.0,282.0,164.0,12.0,52.0,42.0,213.0,Third Line,75,1087.0666666667,11,6,22,1987-01-21,CAN,CAN,72,192,2005,5,7,132,8471794.0
2009-2010,Darroll Powe,PHI,F,277.0,48.0,,146.0,296.0,204.0,134.0,214.0,350.0,278.0,139.0,27.0,110.0,300.0,Fourth Line,63,760.41666666667,9,5,24,1985-06-22,CAN,CAN,71,212,-,-,-,-,8473932.0
