Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2020-2021,Alexandre Carrier,NSH,D,164.0,43.0,,,206.0,59.0,102.0,156.0,203.0,203.0,44.0,140.0,,114.0,Second Pair,19,380.9,1,1,28,1996-10-08,CAN,CAN,71,174,2015,4,24,115
2020-2021,Andrej Sekera,DAL,D,184.0,72.0,,117.0,163.0,42.0,187.0,131.0,89.0,199.0,77.0,155.0,,190.0,Third Pair,46,719.43333333333,3,1,39,1986-06-08,SVK,SVK,72,200,2004,3,6,71
2020-2021,Andy Greene,NYI,D,206.0,52.0,,5.0,165.0,164.0,203.0,190.0,121.0,177.0,71.0,192.0,,106.0,Third Pair,55,967.03333333333,1,2,42,1982-10-30,USA,USA,71,190,-,-,-,-
2020-2021,Anthony Bitetto,NYR,D,183.0,224.0,,167.0,213.0,226.0,149.0,145.0,29.0,155.0,195.0,10.0,,195.0,Third Pair,14,202.16666666667,1,1,34,1990-07-15,USA,USA,73,222,2010,6,18,168
2020-2021,Anton Stralman,FLA,D,133.0,167.0,,64.0,111.0,154.0,189.0,91.0,112.0,166.0,45.0,153.0,,135.0,Second Pair,38,720.08333333333,3,2,38,1986-08-01,SWE,SWE,71,193,2005,7,22,216
2020-2021,Artem Zub,OTT,D,163.0,154.0,,105.0,186.0,159.0,227.0,112.0,225.0,99.0,211.0,53.0,,139.0,Second Pair,47,863.96666666667,3,6,29,1995-10-03,RUS,RUS,74,200,-,-,-,-
2020-2021,Ben Chiarot,MTL,D,60.0,98.0,,80.0,41.0,57.0,73.0,120.0,96.0,143.0,216.0,46.0,,77.0,Second Pair,41,893.28333333333,1,4,34,1991-05-09,CAN,CAN,75,232,2009,4,29,120
2020-2021,Ben Harpur,NSH,D,220.0,210.0,,94.0,225.0,198.0,199.0,219.0,191.0,156.0,132.0,60.0,,204.0,Third Pair,33,541.13333333333,0,3,30,1995-01-12,CAN,CAN,78,231,2013,4,17,108
2020-2021,Ben Hutton,"ANA, TOR",D,115.0,178.0,93.0,45.0,96.0,179.0,86.0,150.0,215.0,186.0,87.0,146.0,,122.0,Second Pair,38,701.25,1,1,32,1993-04-20,CAN,CAN,75,201,2012,5,26,147
2020-2021,Bowen Byram,COL,D,200.0,95.0,,,71.0,40.0,174.0,232.0,13.0,200.0,233.0,45.0,,228.0,Third Pair,19,332.71666666667,0,1,24,2001-06-13,CAN,CAN,73,190,2019,1,4,4
2020-2021,Brady Skjei,CAR,D,55.0,170.0,,43.0,64.0,166.0,55.0,73.0,172.0,188.0,179.0,86.0,,78.0,Second Pair,52,1078.0833333333,3,2,31,1994-03-26,USA,USA,75,210,2012,1,28,28
2020-2021,Brandon Carlo,BOS,D,86.0,26.0,,10.0,108.0,14.0,90.0,71.0,72.0,226.0,114.0,69.0,,111.0,Second Pair,27,505.15,3,0,28,1996-11-26,USA,USA,78,218,2015,2,7,37
2020-2021,Brandon Montour,"BUF, FLA",D,65.0,157.0,96.0,88.0,162.0,156.0,71.0,32.0,73.0,87.0,190.0,127.0,,71.0,Second Pair,50,1024.4,7,7,31,1994-04-11,CAN,CAN,72,194,2014,2,25,55
2020-2021,Brayden McNabb,VGK,D,137.0,30.0,,34.0,27.0,68.0,197.0,162.0,79.0,204.0,109.0,23.0,,123.0,Second Pair,41,791.25,2,1,34,1991-01-21,CAN,CAN,76,215,2009,3,5,66
2020-2021,Braydon Coburn,"NYI, OTT",D,166.0,200.0,,130.0,105.0,196.0,122.0,206.0,114.0,191.0,231.0,48.0,,210.0,Third Pair,19,304.85,0,1,40,1985-02-27,CAN,CAN,77,224,2003,1,8,8
2020-2021,Brendan Smith,NYR,D,147.0,191.0,,42.0,227.0,177.0,134.0,38.0,57.0,146.0,84.0,24.0,,201.0,Third Pair,48,788.83333333333,5,3,36,1989-02-08,CAN,CAN,74,200,2007,1,27,27
2020-2021,Brenden Dillon,WSH,D,142.0,64.0,,20.0,61.0,27.0,213.0,197.0,55.0,89.0,210.0,14.0,,164.0,Second Pair,56,1060.8333333333,2,7,34,1990-11-13,CAN,CAN,76,224,-,-,-,-
2020-2021,Brent Burns,SJS,D,12.0,164.0,10.0,62.0,42.0,173.0,10.0,28.0,95.0,19.0,150.0,197.0,,7.0,First Pair,56,1463.3333333333,7,14,40,1985-03-09,CAN,CAN,77,230,2003,1,20,20
2020-2021,Brett Kulak,MTL,D,58.0,32.0,,,20.0,13.0,63.0,157.0,59.0,142.0,148.0,129.0,,142.0,Third Pair,46,740.95,2,4,31,1994-01-06,CAN,CAN,73,197,2012,4,14,105
2020-2021,Brett Pesce,CAR,D,23.0,62.0,74.0,18.0,10.0,105.0,107.0,108.0,141.0,38.0,16.0,229.0,,65.0,First Pair,55,1253.5666666667,4,13,30,1994-11-15,USA,USA,75,206,2013,3,5,66
2020-2021,Brian Dumoulin,PIT,D,103.0,49.0,,3.0,37.0,36.0,177.0,116.0,50.0,138.0,48.0,96.0,,99.0,First Pair,41,916.78333333333,4,3,33,1991-09-06,USA,USA,76,207,2009,2,21,51
2020-2021,Cal Foote,TBL,D,173.0,124.0,,,211.0,147.0,88.0,171.0,24.0,217.0,208.0,64.0,,224.0,Fringe,35,451.11666666667,1,1,26,1998-12-13,USA,USA,77,224,2017,1,14,14
2020-2021,Cale Makar,COL,D,6.0,29.0,66.0,,13.0,17.0,31.0,8.0,8.0,1.0,8.0,185.0,,9.0,First Pair,44,1068.8833333333,8,22,26,1998-10-30,CAN,CAN,71,187,2017,1,4,4
2020-2021,Caleb Jones,EDM,D,154.0,138.0,,,185.0,117.0,185.0,121.0,126.0,102.0,11.0,138.0,,211.0,Third Pair,33,449.03333333333,0,3,28,1997-06-06,USA,USA,73,194,2015,4,26,117
2020-2021,Calvin de Haan,CHI,D,98.0,85.0,,37.0,80.0,170.0,111.0,196.0,147.0,131.0,23.0,20.0,,90.0,Second Pair,43,815.31666666667,1,4,34,1991-05-09,CAN,CAN,73,195,2009,1,12,12
2020-2021,Cam Fowler,ANA,D,94.0,172.0,56.0,129.0,94.0,148.0,120.0,45.0,87.0,113.0,121.0,223.0,,79.0,Second Pair,56,1218.5833333333,5,5,33,1991-12-05,CAN,USA,74,215,2010,1,12,12
2020-2021,Carson Soucy,MIN,D,119.0,58.0,,95.0,219.0,52.0,166.0,69.0,222.0,59.0,161.0,73.0,,157.0,Third Pair,50,764.26666666667,1,7,30,1994-07-27,CAN,CAN,77,208,2013,5,16,137
2020-2021,Chad Ruhwedel,PIT,D,196.0,18.0,,,193.0,4.0,137.0,192.0,125.0,213.0,225.0,28.0,,226.0,Third Pair,17,249.78333333333,0,1,35,1990-05-07,USA,USA,71,191,-,-,-,-
2020-2021,Charlie McAvoy,BOS,D,35.0,9.0,63.0,1.0,9.0,15.0,129.0,76.0,109.0,28.0,97.0,99.0,,36.0,First Pair,51,1223.7833333333,5,12,27,1997-12-21,USA,USA,73,209,2016,1,14,14
2020-2021,Chris Tanev,CGY,D,189.0,11.0,,41.0,99.0,30.0,226.0,185.0,180.0,159.0,54.0,216.0,,96.0,Second Pair,56,1216.9333333333,2,2,35,1989-12-20,CAN,CAN,74,193,-,-,-,-
2020-2021,Christian Djoos,DET,D,150.0,195.0,81.0,,182.0,183.0,162.0,141.0,6.0,43.0,100.0,220.0,,196.0,Third Pair,36,543.05,2,5,30,1994-08-06,SWE,SWE,72,180,2012,7,14,195
2020-2021,Christian Wolanin,"LAK, OTT",D,77.0,229.0,,,50.0,219.0,148.0,103.0,67.0,73.0,205.0,230.0,,181.0,Third Pair,18,238.85,0,2,30,1995-03-17,CAN,CAN,74,190,2015,4,16,107
2020-2021,Cody Ceci,PIT,D,123.0,102.0,,60.0,133.0,141.0,190.0,122.0,93.0,133.0,70.0,89.0,,118.0,Second Pair,53,981.46666666667,4,5,31,1993-12-21,CAN,CAN,74,210,2012,1,15,15
2020-2021,Colin Miller,BUF,D,138.0,117.0,59.0,,150.0,81.0,69.0,119.0,63.0,98.0,74.0,39.0,,116.0,Third Pair,48,864.0,4,3,32,1992-10-29,CAN,CAN,73,200,2012,5,30,151
2020-2021,Colton Parayko,STL,D,92.0,31.0,92.0,49.0,204.0,78.0,43.0,56.0,167.0,107.0,80.0,130.0,,35.0,Second Pair,32,682.6,2,5,32,1993-05-12,CAN,CAN,78,228,2012,3,25,86
2020-2021,Connor Clifton,BOS,D,222.0,37.0,,137.0,220.0,72.0,201.0,136.0,173.0,231.0,98.0,9.0,,215.0,Second Pair,44,801.35,1,2,30,1995-04-28,USA,USA,71,190,2013,5,12,133
2020-2021,Connor Murphy,CHI,D,116.0,81.0,,46.0,148.0,176.0,92.0,92.0,223.0,130.0,7.0,40.0,,45.0,First Pair,49,1086.45,3,5,32,1993-03-26,USA,USA,76,212,2011,1,20,20
2020-2021,Conor Timmins,COL,D,134.0,48.0,,,30.0,21.0,124.0,231.0,166.0,117.0,168.0,184.0,,216.0,Third Pair,31,420.15,0,2,26,1998-09-18,CAN,CAN,74,202,2017,2,1,32
2020-2021,Damon Severson,NJD,D,84.0,171.0,55.0,77.0,74.0,131.0,118.0,82.0,196.0,46.0,129.0,152.0,,72.0,First Pair,56,1259.1333333333,3,10,30,1994-08-07,CAN,CAN,74,205,2012,2,30,60
2020-2021,Dan Renouf,COL,D,96.0,113.0,,,23.0,11.0,188.0,225.0,231.0,97.0,221.0,35.0,,233.0,Fringe,18,182.95,0,1,31,1994-06-01,CAN,CAN,73,198,-,-,-,-
2020-2021,Danny DeKeyser,DET,D,155.0,142.0,,98.0,208.0,178.0,211.0,68.0,210.0,95.0,188.0,122.0,,97.0,Second Pair,47,850.68333333333,4,3,35,1990-03-07,USA,USA,75,183,-,-,-,-
2020-2021,Dante Fabbro,NSH,D,141.0,90.0,,141.0,125.0,112.0,123.0,114.0,137.0,153.0,141.0,170.0,,110.0,Second Pair,40,772.6,2,5,27,1998-06-20,CAN,CAN,72,189,2016,1,17,17
2020-2021,Darnell Nurse,EDM,D,16.0,181.0,38.0,83.0,40.0,190.0,21.0,16.0,69.0,80.0,143.0,56.0,,13.0,First Pair,56,1435.0,16,8,30,1995-02-04,CAN,CAN,76,221,2013,1,7,7
2020-2021,David Savard,"CBJ, TBL",D,216.0,13.0,,16.0,198.0,92.0,146.0,203.0,189.0,221.0,112.0,36.0,,94.0,Second Pair,54,1071.6833333333,1,0,34,1990-10-22,CAN,CAN,73,235,2009,4,3,94
2020-2021,Dean Kukan,CBJ,D,188.0,22.0,,,176.0,22.0,140.0,183.0,31.0,152.0,111.0,121.0,,200.0,Third Pair,35,496.61666666667,1,1,32,1993-07-08,CHE,CHE,74,190,-,-,-,-
2020-2021,Dennis Cholowski,DET,D,191.0,206.0,89.0,,194.0,220.0,184.0,72.0,3.0,120.0,123.0,227.0,,167.0,Third Pair,16,254.35,1,2,27,1998-02-15,CAN,CAN,74,210,2016,1,20,20
2020-2021,Derek Forbort,WPG,D,193.0,118.0,,127.0,157.0,142.0,164.0,208.0,156.0,210.0,174.0,79.0,,124.0,Second Pair,56,1161.15,2,4,33,1992-03-04,USA,USA,76,208,2010,1,15,15
2020-2021,Devon Toews,COL,D,32.0,17.0,47.0,146.0,19.0,6.0,57.0,29.0,36.0,65.0,22.0,193.0,,40.0,First Pair,53,1312.3166666667,9,9,31,1994-02-21,CAN,CAN,73,191,2014,4,18,108
2020-2021,Dmitry Kulikov,"EDM, NJD",D,202.0,116.0,,122.0,87.0,69.0,193.0,218.0,213.0,214.0,214.0,38.0,,194.0,Second Pair,48,920.05,0,1,34,1990-10-29,RUS,RUS,73,201,2009,1,14,14
2020-2021,Dmitry Orlov,WSH,D,50.0,103.0,88.0,135.0,38.0,99.0,117.0,42.0,49.0,63.0,124.0,78.0,,82.0,Second Pair,51,1010.5,8,6,33,1991-07-23,RUS,RUS,71,214,2009,2,25,55
2020-2021,Dougie Hamilton,CAR,D,1.0,66.0,3.0,116.0,1.0,43.0,2.0,2.0,92.0,12.0,198.0,132.0,,3.0,First Pair,55,1249.7166666667,10,16,32,1993-06-17,CAN,CAN,78,230,2011,1,9,9
2020-2021,Drew Doughty,LAK,D,205.0,160.0,7.0,72.0,160.0,103.0,110.0,61.0,129.0,44.0,120.0,115.0,,29.0,First Pair,56,1477.3333333333,8,11,35,1989-12-08,CAN,CAN,73,210,2008,1,2,2
2020-2021,Duncan Keith,CHI,D,120.0,215.0,49.0,84.0,113.0,228.0,93.0,133.0,51.0,86.0,184.0,219.0,,46.0,First Pair,53,1237.7166666667,4,7,41,1983-07-16,CAN,CAN,73,192,2002,2,24,54
2020-2021,Dylan Coghlan,VGK,D,95.0,194.0,,,49.0,187.0,100.0,21.0,77.0,192.0,91.0,114.0,,214.0,Third Pair,29,391.15,3,1,27,1998-02-19,CAN,CAN,74,208,-,-,-,-
2020-2021,Dylan DeMelo,WPG,D,152.0,126.0,,81.0,44.0,98.0,183.0,221.0,104.0,108.0,163.0,61.0,,162.0,Third Pair,52,882.48333333333,0,5,32,1993-05-01,CAN,CAN,72,195,2011,6,28,179
2020-2021,Erik Brannstrom,OTT,D,118.0,207.0,75.0,,129.0,188.0,77.0,172.0,123.0,50.0,185.0,161.0,,141.0,Third Pair,30,490.73333333333,2,5,25,1999-09-02,SWE,SWE,70,185,2017,1,15,15
2020-2021,Erik Cernak,TBL,D,28.0,65.0,,6.0,114.0,16.0,51.0,51.0,186.0,79.0,137.0,22.0,,86.0,Second Pair,46,910.08333333333,5,10,28,1997-05-28,SVK,SVK,76,224,2015,2,13,43
2020-2021,Erik Gudbranson,"NSH, OTT",D,139.0,221.0,,36.0,97.0,213.0,113.0,154.0,182.0,218.0,192.0,25.0,,155.0,Third Pair,44,786.83333333333,1,1,33,1992-01-07,CAN,CAN,77,222,2010,1,3,3
2020-2021,Erik Gustafsson,"MTL, PHI",D,104.0,179.0,32.0,,151.0,137.0,89.0,78.0,5.0,21.0,37.0,148.0,,81.0,Third Pair,29,484.66666666667,1,6,33,1992-03-14,SWE,SWE,72,197,2012,4,2,93
2020-2021,Erik Karlsson,SJS,D,25.0,188.0,20.0,67.0,24.0,203.0,34.0,44.0,83.0,24.0,32.0,228.0,,24.0,First Pair,52,1226.8166666667,8,7,35,1990-05-31,SWE,SWE,72,190,2008,1,15,15
2020-2021,Esa Lindell,DAL,D,146.0,74.0,54.0,61.0,158.0,60.0,139.0,104.0,113.0,122.0,58.0,97.0,,63.0,First Pair,56,1298.1166666667,5,6,31,1994-05-23,FIN,FIN,75,220,2012,3,13,74
2020-2021,Ethan Bear,EDM,D,126.0,150.0,,100.0,82.0,107.0,160.0,134.0,84.0,174.0,64.0,187.0,,120.0,Third Pair,43,772.35,2,2,28,1997-06-26,CAN,CAN,71,197,2015,5,3,124
2020-2021,Evan Bouchard,EDM,D,5.0,202.0,,,117.0,186.0,1.0,5.0,17.0,121.0,89.0,165.0,,66.0,Third Pair,14,207.68333333333,2,1,25,1999-10-20,CAN,CAN,75,194,2018,1,10,10
2020-2021,Filip Hronek,DET,D,180.0,208.0,60.0,123.0,200.0,168.0,81.0,97.0,127.0,67.0,31.0,120.0,,60.0,First Pair,56,1309.6166666667,2,7,27,1997-11-02,CZE,CZE,72,190,2016,2,23,53
2020-2021,Gabriel Carlsson,CBJ,D,221.0,27.0,,,231.0,47.0,156.0,65.0,103.0,232.0,169.0,157.0,,172.0,Third Pair,14,208.06666666667,1,0,28,1997-01-02,SWE,SWE,77,195,2015,1,29,29
2020-2021,Gustav Forsling,FLA,D,52.0,185.0,,159.0,83.0,165.0,67.0,52.0,183.0,106.0,165.0,173.0,,100.0,Second Pair,43,857.55,5,8,29,1996-06-12,SWE,SWE,72,186,2014,5,6,126
2020-2021,Hampus Lindholm,ANA,D,101.0,168.0,76.0,156.0,56.0,129.0,95.0,99.0,209.0,137.0,219.0,200.0,,73.0,First Pair,18,396.53333333333,2,1,31,1994-01-20,SWE,SWE,76,215,2012,1,6,6
2020-2021,Haydn Fleury,"ANA, CAR",D,39.0,60.0,,154.0,124.0,64.0,44.0,46.0,74.0,144.0,13.0,81.0,,149.0,Third Pair,47,723.68333333333,3,0,29,1996-07-08,CAN,CAN,76,208,2014,1,7,7
2020-2021,Henri Jokiharju,BUF,D,124.0,131.0,,120.0,130.0,119.0,145.0,124.0,91.0,132.0,135.0,124.0,,159.0,Second Pair,46,845.5,3,3,26,1999-06-17,FIN,FIN,72,200,2017,1,29,29
2020-2021,Ian Cole,"COL, MIN",D,169.0,15.0,,47.0,149.0,102.0,200.0,165.0,232.0,123.0,226.0,112.0,,105.0,Third Pair,54,857.45,1,3,36,1989-02-21,USA,USA,73,225,2007,1,18,18
2020-2021,Ian Mitchell,CHI,D,231.0,222.0,,,228.0,227.0,231.0,57.0,111.0,227.0,175.0,205.0,,222.0,Third Pair,39,586.08333333333,3,1,26,1999-01-18,CAN,CAN,71,193,2017,2,26,57
2020-2021,Ilya Lyubushkin,ARI,D,214.0,28.0,,,136.0,133.0,196.0,215.0,82.0,201.0,76.0,5.0,,213.0,Third Pair,42,658.78333333333,1,1,31,1994-04-06,RUS,RUS,74,200,-,-,-,-
2020-2021,Ivan Provorov,PHI,D,132.0,87.0,37.0,29.0,134.0,62.0,76.0,34.0,175.0,100.0,79.0,166.0,,27.0,First Pair,56,1399.9166666667,7,7,28,1997-01-13,RUS,RUS,73,201,2015,1,7,7
2020-2021,Jaccob Slavin,CAR,D,29.0,42.0,79.0,2.0,3.0,61.0,72.0,113.0,131.0,78.0,10.0,211.0,,47.0,First Pair,52,1195.0833333333,3,5,31,1994-05-01,USA,USA,75,207,2012,4,29,120
2020-2021,Jacob Bryson,BUF,D,230.0,204.0,,109.0,205.0,205.0,233.0,201.0,205.0,134.0,133.0,180.0,,199.0,Second Pair,38,723.73333333333,1,4,27,1997-11-18,CAN,CAN,69,176,2017,4,6,99
2020-2021,Jacob Larsson,ANA,D,195.0,211.0,,124.0,178.0,218.0,173.0,194.0,187.0,182.0,153.0,174.0,,189.0,Third Pair,46,799.8,1,2,28,1997-04-29,SWE,SWE,74,193,2015,1,27,27
2020-2021,Jacob MacDonald,COL,D,18.0,3.0,,,5.0,3.0,35.0,181.0,120.0,71.0,155.0,103.0,,143.0,Third Pair,33,493.36666666667,1,3,32,1993-02-26,USA,,72,204,-,-,-,-
2020-2021,Jacob Trouba,NYR,D,56.0,93.0,50.0,74.0,107.0,184.0,41.0,105.0,152.0,75.0,117.0,32.0,,33.0,Second Pair,38,816.66666666667,2,5,31,1994-02-26,USA,USA,75,203,2012,1,9,9
2020-2021,Jake Bean,CAR,D,125.0,165.0,,,131.0,123.0,75.0,195.0,22.0,31.0,107.0,215.0,,179.0,Third Pair,42,610.58333333333,1,6,27,1998-06-09,CAN,CAN,73,196,2016,1,13,13
2020-2021,Jake Gardiner,CAR,D,97.0,137.0,35.0,,16.0,77.0,136.0,188.0,30.0,36.0,181.0,182.0,,148.0,Third Pair,26,417.23333333333,0,4,35,1990-07-04,USA,USA,74,203,2008,1,17,17
2020-2021,Jake Muzzin,TOR,D,22.0,94.0,94.0,11.0,18.0,86.0,70.0,64.0,194.0,56.0,142.0,55.0,,34.0,Second Pair,53,1141.7666666667,4,9,36,1989-02-21,CAN,CAN,75,227,2007,5,20,141
2020-2021,Jake Walman,STL,D,88.0,209.0,,,214.0,192.0,7.0,146.0,61.0,215.0,9.0,104.0,,174.0,Third Pair,24,347.1,1,1,29,1996-02-20,CAN,CAN,74,215,2014,3,22,82
2020-2021,Jakob Chychrun,ARI,D,11.0,122.0,18.0,114.0,66.0,157.0,6.0,1.0,53.0,45.0,138.0,135.0,,11.0,First Pair,56,1309.7333333333,18,13,27,1998-03-31,USA,USA,74,220,2016,1,16,16
2020-2021,Jakub Zboril,BOS,D,207.0,125.0,,,174.0,90.0,221.0,226.0,33.0,128.0,103.0,75.0,,220.0,Third Pair,42,716.21666666667,0,4,28,1997-02-21,CZE,CZE,73,201,2015,1,13,13
2020-2021,Jalen Chatfield,VAN,D,225.0,231.0,,,212.0,230.0,206.0,224.0,233.0,195.0,227.0,156.0,,232.0,Third Pair,18,241.86666666667,0,1,29,1996-05-15,USA,USA,73,188,-,-,-,-
2020-2021,Jamie Drysdale,ANA,D,218.0,233.0,71.0,,222.0,233.0,171.0,30.0,94.0,216.0,116.0,233.0,,129.0,Second Pair,24,469.98333333333,3,1,23,2002-04-08,CAN,CAN,71,183,2020,1,6,6
2020-2021,Jamie Oleksiak,DAL,D,90.0,21.0,,133.0,78.0,9.0,138.0,70.0,153.0,178.0,146.0,17.0,,132.0,Second Pair,56,1146.7333333333,6,3,32,1992-12-21,CAN,CAN,79,257,2011,1,14,14
2020-2021,Jan Rutta,TBL,D,82.0,159.0,,152.0,84.0,104.0,87.0,205.0,108.0,81.0,187.0,150.0,,173.0,Third Pair,35,561.13333333333,0,4,34,1990-07-29,CZE,CZE,75,204,-,-,-,-
2020-2021,Jani Hakanpaa,"ANA, CAR",D,226.0,143.0,,107.0,221.0,138.0,209.0,180.0,195.0,229.0,220.0,4.0,,206.0,Second Pair,57,1027.2,2,2,33,1992-03-31,FIN,FIN,78,225,2010,4,14,104
2020-2021,Jared Spurgeon,MIN,D,49.0,5.0,42.0,12.0,59.0,19.0,98.0,20.0,66.0,66.0,40.0,176.0,,32.0,First Pair,54,1192.7666666667,7,7,35,1989-11-29,CAN,CAN,69,166,2008,6,5,156
2020-2021,Jarred Tinordi,"BOS, NSH",D,204.0,184.0,,147.0,201.0,202.0,159.0,209.0,151.0,168.0,96.0,13.0,,186.0,Third Pair,21,359.1,0,1,33,1992-02-20,USA,USA,78,229,2010,1,22,22
2020-2021,Jason Demers,ARI,D,198.0,177.0,,75.0,137.0,172.0,179.0,220.0,149.0,165.0,166.0,62.0,,192.0,Third Pair,41,706.76666666667,0,2,37,1988-06-09,CAN,CAN,73,195,2008,7,5,186
2020-2021,Jeff Petry,MTL,D,17.0,148.0,21.0,85.0,6.0,44.0,25.0,9.0,110.0,26.0,46.0,58.0,,17.0,First Pair,55,1250.5666666667,12,13,37,1987-12-09,USA,USA,75,209,2006,2,15,45
2020-2021,Jeremy Davies,NSH,D,224.0,201.0,,,226.0,149.0,125.0,234.0,145.0,194.0,158.0,168.0,,230.0,Third Pair,16,240.65,0,1,28,1996-12-04,CAN,CAN,71,180,2016,7,11,192
2020-2021,Jeremy Lauzon,BOS,D,161.0,57.0,,139.0,142.0,35.0,167.0,158.0,143.0,196.0,229.0,27.0,,178.0,Second Pair,41,767.13333333333,1,5,28,1997-04-28,CAN,CAN,73,204,2015,2,22,52
2020-2021,Joel Edmundson,MTL,D,81.0,151.0,,68.0,46.0,94.0,112.0,96.0,133.0,158.0,172.0,50.0,,104.0,Second Pair,55,1102.6,3,3,32,1993-06-28,CAN,CAN,77,221,2011,2,16,46
2020-2021,Joel Hanley,DAL,D,175.0,1.0,,,89.0,1.0,198.0,229.0,37.0,129.0,15.0,84.0,,218.0,Third Pair,35,455.61666666667,0,2,34,1991-06-08,CAN,CAN,71,190,-,-,-,-
2020-2021,John Carlson,WSH,D,3.0,115.0,17.0,35.0,36.0,145.0,17.0,10.0,27.0,2.0,78.0,188.0,,2.0,First Pair,52,1236.6666666667,10,17,35,1990-01-10,USA,USA,75,215,2008,1,27,27
2020-2021,John Klingberg,DAL,D,59.0,112.0,4.0,,54.0,51.0,38.0,37.0,28.0,20.0,27.0,198.0,,26.0,First Pair,53,1202.8833333333,7,13,32,1992-08-14,SWE,SWE,75,190,2010,5,11,131
2020-2021,John Marino,PIT,D,172.0,45.0,82.0,96.0,188.0,37.0,207.0,84.0,138.0,74.0,39.0,151.0,,113.0,Second Pair,52,1078.15,3,5,28,1997-05-21,USA,USA,73,181,2015,6,3,154
2020-2021,Jon Merrill,"DET, MTL",D,209.0,10.0,,22.0,147.0,7.0,215.0,202.0,71.0,180.0,201.0,141.0,,183.0,Second Pair,49,894.56666666667,0,4,33,1992-02-03,USA,USA,75,204,2010,2,8,38
2020-2021,Jonas Brodin,MIN,D,127.0,2.0,86.0,8.0,189.0,10.0,141.0,58.0,198.0,83.0,68.0,206.0,,62.0,First Pair,53,1189.0166666667,9,7,31,1993-07-12,SWE,SWE,74,196,2011,1,10,10
2020-2021,Jonas Siegenthaler,"NJD, WSH",D,213.0,24.0,,166.0,91.0,25.0,229.0,216.0,140.0,212.0,122.0,87.0,,225.0,Third Pair,15,234.25,0,0,28,1997-05-06,CHE,CHE,74,218,2015,2,27,57
2020-2021,Jordan Oesterle,ARI,D,168.0,156.0,64.0,125.0,141.0,195.0,168.0,149.0,44.0,82.0,86.0,143.0,,117.0,Third Pair,43,769.75,1,5,33,1992-06-25,USA,USA,72,187,-,-,-,-
