Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2012-2013,Alexei Emelin,MTL,D,133.0,186.0,,101.0,110.0,123.0,166.0,100.0,154.0,141.0,48.0,6.0,,168.0,Second Pair,38,747.33333333333,3,4,39,1986-04-25,RUS,RUS,74,218,2004,3,19,84
2012-2013,Andre Benoit,OTT,D,28.0,35.0,85.0,,14.0,100.0,31.0,45.0,36.0,137.0,192.0,153.0,,89.0,Third Pair,33,541.78333333333,3,2,41,1984-01-06,CAN,CAN,71,190,-,-,-,-
2012-2013,Andrei Markov,MTL,D,144.0,188.0,82.0,115.0,76.0,110.0,111.0,12.0,112.0,16.0,149.0,226.0,,35.0,First Pair,48,1158.2166666667,10,12,46,1978-12-20,RUS,RUS,72,200,1998,6,17,162
2012-2013,Andrej Sekera,BUF,D,135.0,179.0,100.0,46.0,169.0,189.0,153.0,128.0,167.0,108.0,20.0,181.0,,106.0,Second Pair,37,784.7,2,4,39,1986-06-08,SVK,SVK,72,200,2004,3,6,71
2012-2013,Andrew Alberts,VAN,D,220.0,150.0,,171.0,219.0,151.0,205.0,174.0,226.0,215.0,175.0,17.0,,227.0,Third Pair,24,364.3,0,1,44,1981-06-30,USA,USA,77,218,2001,6,14,179
2012-2013,Andrew Ference,BOS,D,66.0,167.0,,23.0,111.0,102.0,71.0,72.0,60.0,100.0,109.0,94.0,,110.0,Second Pair,48,935.5,4,5,46,1979-03-17,CAN,CAN,71,182,1997,8,18,208
2012-2013,Andrew MacDonald,NYI,D,180.0,74.0,62.0,90.0,91.0,203.0,192.0,114.0,122.0,180.0,44.0,214.0,,57.0,First Pair,48,1129.15,3,3,38,1986-09-07,CAN,CAN,73,204,2006,6,7,160
2012-2013,Andy Greene,NJD,D,190.0,2.0,99.0,3.0,201.0,6.0,151.0,120.0,103.0,103.0,28.0,185.0,,92.0,First Pair,48,1105.9666666667,4,4,42,1982-10-30,USA,USA,71,190,-,-,-,-
2012-2013,Anton Stralman,NYR,D,48.0,77.0,67.0,138.0,22.0,57.0,79.0,101.0,28.0,89.0,91.0,90.0,,136.0,Second Pair,48,866.3,4,2,39,1986-08-01,SWE,SWE,71,193,2005,7,22,216
2012-2013,Anton Volchenkov,NJD,D,132.0,7.0,,19.0,141.0,8.0,141.0,173.0,128.0,187.0,173.0,41.0,,162.0,Third Pair,37,593.95,1,1,43,1982-02-25,RUS,RUS,73,220,2000,1,21,21
2012-2013,Barret Jackman,STL,D,151.0,31.0,,6.0,155.0,67.0,182.0,149.0,179.0,117.0,72.0,97.0,,118.0,Second Pair,46,888.78333333333,3,6,44,1981-03-05,CAN,CAN,72,203,1999,1,17,17
2012-2013,Ben Lovejoy,"ANA, PIT",D,42.0,25.0,,,56.0,27.0,22.0,177.0,37.0,73.0,159.0,55.0,,119.0,Third Pair,35,623.91666666667,0,3,41,1984-02-20,USA,USA,73,205,-,-,-,-
2012-2013,Bobby Sanguinetti,CAR,D,9.0,192.0,,105.0,1.0,198.0,61.0,98.0,5.0,86.0,15.0,88.0,,176.0,Third Pair,37,545.85,2,3,37,1988-02-29,USA,USA,75,188,2006,1,21,21
2012-2013,Brad Stuart,SJS,D,128.0,106.0,,64.0,65.0,95.0,164.0,169.0,160.0,168.0,30.0,59.0,,129.0,Second Pair,48,981.96666666667,0,2,45,1979-11-06,CAN,CAN,74,215,1998,1,3,3
2012-2013,Braydon Coburn,PHI,D,108.0,189.0,,34.0,119.0,173.0,129.0,164.0,172.0,116.0,207.0,49.0,,112.0,First Pair,33,746.33333333333,1,3,40,1985-02-27,CAN,CAN,77,224,2003,1,8,8
2012-2013,Brendan Smith,DET,D,213.0,60.0,91.0,114.0,154.0,11.0,158.0,227.0,48.0,207.0,74.0,184.0,,188.0,Second Pair,34,625.63333333333,0,1,36,1989-02-08,CAN,CAN,74,200,2007,1,27,27
2012-2013,Brenden Dillon,DAL,D,107.0,200.0,,113.0,101.0,178.0,99.0,116.0,223.0,222.0,218.0,27.0,,130.0,Second Pair,48,1026.2333333333,3,1,34,1990-11-13,CAN,CAN,76,224,-,-,-,-
2012-2013,Brent Burns,SJS,D,1.0,174.0,6.0,156.0,41.0,68.0,3.0,1.0,83.0,9.0,180.0,85.0,,14.0,Third Pair,30,488.45,9,6,40,1985-03-09,CAN,CAN,77,230,2003,1,20,20
2012-2013,Brent Seabrook,CHI,D,52.0,63.0,37.0,77.0,35.0,78.0,84.0,27.0,63.0,82.0,60.0,50.0,,23.0,Second Pair,47,1033.95,8,5,40,1985-04-20,CAN,CAN,75,220,2003,1,14,14
2012-2013,Brian Campbell,FLA,D,145.0,95.0,33.0,40.0,96.0,56.0,149.0,63.0,53.0,40.0,11.0,229.0,,31.0,First Pair,48,1268.0,8,6,46,1979-05-23,CAN,CAN,70,192,1997,6,22,156
2012-2013,Brian Lashoff,DET,D,208.0,212.0,,109.0,221.0,187.0,198.0,160.0,70.0,176.0,214.0,104.0,,195.0,Third Pair,31,551.28333333333,1,2,35,1990-07-16,USA,USA,75,215,-,-,-,-
2012-2013,Brian Lee,TBL,D,202.0,118.0,,153.0,166.0,136.0,196.0,210.0,91.0,188.0,211.0,12.0,,220.0,Third Pair,22,306.26666666667,0,0,38,1987-03-26,USA,USA,75,200,2005,1,9,9
2012-2013,Brian Strait,NYI,D,169.0,225.0,,,60.0,227.0,209.0,222.0,32.0,169.0,226.0,63.0,,216.0,Third Pair,19,325.93333333333,0,1,37,1988-01-04,USA,USA,73,188,2006,3,2,65
2012-2013,Brooks Orpik,PIT,D,172.0,54.0,,66.0,67.0,125.0,223.0,204.0,100.0,167.0,138.0,20.0,,126.0,First Pair,46,1025.3166666667,0,3,44,1980-09-26,USA,USA,75,217,2000,1,18,18
2012-2013,Bruno Gervais,PHI,D,89.0,134.0,,172.0,167.0,141.0,65.0,85.0,67.0,164.0,93.0,157.0,,152.0,Third Pair,37,633.73333333333,1,1,40,1984-10-03,CAN,CAN,73,200,2003,6,15,182
2012-2013,Bryan Allen,ANA,D,187.0,130.0,,36.0,153.0,167.0,181.0,202.0,148.0,186.0,177.0,81.0,,151.0,Second Pair,41,768.28333333333,0,1,45,1980-08-21,CAN,CAN,77,223,1998,1,4,4
2012-2013,Bryce Salvador,NJD,D,222.0,73.0,,98.0,218.0,44.0,218.0,220.0,159.0,206.0,189.0,141.0,,204.0,Second Pair,39,831.81666666667,0,2,49,1976-02-11,CAN,CAN,75,215,1994,6,8,138
2012-2013,Cam Barker,VAN,D,167.0,215.0,132.0,,188.0,206.0,51.0,163.0,44.0,183.0,155.0,83.0,,184.0,Third Pair,14,198.78333333333,0,1,39,1986-04-04,CAN,CAN,75,223,2004,1,3,3
2012-2013,Cam Fowler,ANA,D,205.0,183.0,21.0,,165.0,135.0,95.0,122.0,79.0,122.0,17.0,217.0,,86.0,Second Pair,37,756.25,1,1,33,1991-12-05,CAN,USA,74,215,2010,1,12,12
2012-2013,Carl Gunnarsson,TOR,D,171.0,127.0,111.0,51.0,162.0,154.0,189.0,146.0,221.0,163.0,52.0,87.0,,80.0,Second Pair,37,787.45,1,2,38,1986-11-09,SWE,SWE,74,198,2007,7,13,194
2012-2013,Chris Butler,CGY,D,166.0,146.0,,128.0,114.0,182.0,170.0,172.0,171.0,172.0,103.0,128.0,,145.0,Third Pair,44,749.15,1,3,38,1986-10-27,USA,USA,73,196,2005,4,5,96
2012-2013,Chris Phillips,OTT,D,62.0,143.0,109.0,70.0,36.0,155.0,91.0,84.0,84.0,166.0,89.0,76.0,,82.0,Second Pair,48,1010.1333333333,5,3,47,1978-03-09,CAN,CAN,75,219,1996,1,1,1
2012-2013,Chris Tanev,VAN,D,209.0,5.0,,144.0,126.0,16.0,211.0,168.0,209.0,218.0,3.0,220.0,,197.0,Third Pair,38,656.98333333333,2,1,35,1989-12-20,CAN,CAN,74,193,-,-,-,-
2012-2013,Christian Ehrhoff,BUF,D,32.0,152.0,19.0,49.0,47.0,150.0,25.0,64.0,137.0,17.0,115.0,189.0,,21.0,First Pair,47,1184.0,5,12,43,1982-07-06,DEU,DEU,74,201,2001,4,10,106
2012-2013,Clayton Stoner,MIN,D,210.0,65.0,,7.0,205.0,54.0,176.0,199.0,220.0,203.0,188.0,47.0,,179.0,Second Pair,48,874.3,0,2,40,1985-02-19,CAN,CAN,76,216,2004,3,14,79
2012-2013,Cody Franson,TOR,D,31.0,166.0,20.0,135.0,84.0,122.0,38.0,37.0,96.0,18.0,34.0,35.0,,53.0,Second Pair,45,845.48333333333,4,8,38,1987-08-08,CAN,CAN,77,224,2005,3,18,79
2012-2013,Colby Robak,FLA,D,179.0,176.0,,,82.0,176.0,121.0,231.0,193.0,179.0,194.0,216.0,,228.0,Third Pair,16,242.81666666667,0,1,35,1990-04-24,CAN,CAN,75,194,2008,2,16,46
2012-2013,Corey Potter,EDM,D,146.0,211.0,72.0,157.0,206.0,202.0,86.0,73.0,168.0,139.0,63.0,98.0,,135.0,Third Pair,33,575.98333333333,3,1,41,1984-01-05,USA,USA,75,204,2003,4,21,122
2012-2013,Cory Sarich,CGY,D,194.0,50.0,,168.0,128.0,25.0,203.0,197.0,191.0,199.0,119.0,26.0,,223.0,Third Pair,28,416.11666666667,0,1,47,1978-08-16,CAN,CAN,76,207,1996,2,1,27
2012-2013,Dalton Prout,CBJ,D,229.0,137.0,,,228.0,117.0,221.0,156.0,231.0,226.0,201.0,64.0,,183.0,Second Pair,28,518.8,1,0,35,1990-03-13,CAN,CAN,75,215,2010,6,4,154
2012-2013,Dan Boyle,SJS,D,45.0,38.0,2.0,37.0,9.0,29.0,12.0,36.0,97.0,48.0,76.0,199.0,,8.0,First Pair,46,1048.7,7,6,49,1976-07-12,CAN,CAN,71,194,-,-,-,-
2012-2013,Dan Girardi,NYR,D,100.0,86.0,60.0,75.0,18.0,168.0,117.0,150.0,182.0,151.0,50.0,71.0,,29.0,First Pair,46,1169.2,2,2,41,1984-04-29,CAN,CAN,73,212,-,-,-,-
2012-2013,Dan Hamhuis,VAN,D,56.0,94.0,41.0,50.0,77.0,55.0,87.0,103.0,155.0,33.0,39.0,155.0,,50.0,First Pair,47,1099.3333333333,4,8,42,1982-12-13,CAN,CAN,73,204,2001,1,12,12
2012-2013,David Schlemko,PHX,D,80.0,170.0,101.0,120.0,66.0,220.0,88.0,137.0,68.0,190.0,106.0,106.0,,104.0,Third Pair,30,516.51666666667,1,0,38,1987-05-07,CAN,CAN,73,191,-,-,-,-
2012-2013,Davis Drewiske,"LAK, MTL",D,88.0,12.0,,100.0,103.0,9.0,137.0,132.0,46.0,95.0,208.0,160.0,,169.0,Third Pair,29,440.73333333333,2,2,40,1984-11-22,USA,USA,74,222,-,-,-,-
2012-2013,Dennis Seidenberg,BOS,D,38.0,53.0,57.0,13.0,19.0,90.0,48.0,97.0,146.0,127.0,82.0,68.0,,26.0,First Pair,46,1094.5833333333,4,4,44,1981-07-18,DEU,DEU,72,199,2001,6,7,172
2012-2013,Dennis Wideman,CGY,D,75.0,145.0,26.0,38.0,88.0,164.0,35.0,35.0,126.0,47.0,36.0,164.0,,11.0,First Pair,46,1150.9666666667,6,6,42,1983-03-20,CAN,CAN,72,202,2002,8,12,241
2012-2013,Derek Meech,WPG,D,228.0,222.0,,,227.0,208.0,230.0,223.0,152.0,153.0,195.0,73.0,,230.0,Third Pair,16,235.15,0,1,41,1984-04-21,CAN,CAN,71,200,2002,7,32,229
2012-2013,Derek Morris,PHX,D,92.0,191.0,108.0,86.0,80.0,199.0,76.0,187.0,7.0,125.0,200.0,53.0,,96.0,Second Pair,39,834.45,0,4,47,1978-08-24,CAN,CAN,72,210,1996,1,13,13
2012-2013,Derek Smith,CGY,D,153.0,100.0,,,123.0,115.0,130.0,182.0,54.0,148.0,165.0,195.0,,211.0,Fringe,22,269.4,0,0,40,1984-10-13,CAN,CAN,73,197,-,-,-,-
2012-2013,Deryk Engelland,PIT,D,101.0,96.0,,119.0,93.0,107.0,132.0,157.0,35.0,136.0,116.0,14.0,,185.0,Third Pair,42,584.63333333333,0,2,43,1982-04-03,CAN,CAN,74,212,2000,6,27,194
2012-2013,Dion Phaneuf,TOR,D,67.0,214.0,18.0,52.0,133.0,221.0,29.0,21.0,203.0,38.0,112.0,42.0,,9.0,First Pair,48,1208.55,9,10,40,1985-04-10,CAN,CAN,75,222,2003,1,9,9
2012-2013,Dmitry Kulikov,FLA,D,127.0,156.0,32.0,155.0,124.0,140.0,67.0,81.0,101.0,58.0,102.0,52.0,,62.0,Second Pair,34,713.2,3,3,34,1990-10-29,RUS,RUS,73,201,2009,1,14,14
2012-2013,Dougie Hamilton,BOS,D,8.0,195.0,83.0,,33.0,111.0,17.0,26.0,49.0,14.0,210.0,99.0,,88.0,Third Pair,42,719.38333333333,5,8,32,1993-06-17,CAN,CAN,78,230,2011,1,9,9
2012-2013,Douglas Murray,"PIT, SJS",D,168.0,48.0,,20.0,122.0,153.0,159.0,198.0,185.0,211.0,101.0,31.0,,124.0,Third Pair,43,756.21666666667,1,1,45,1980-03-12,SWE,SWE,75,240,1999,8,26,241
2012-2013,Drew Doughty,LAK,D,51.0,83.0,28.0,73.0,63.0,13.0,32.0,44.0,59.0,42.0,78.0,79.0,,37.0,First Pair,48,1266.9333333333,6,8,35,1989-12-08,CAN,CAN,73,210,2008,1,2,2
2012-2013,Duncan Keith,CHI,D,44.0,128.0,22.0,71.0,31.0,92.0,49.0,121.0,55.0,19.0,99.0,221.0,,19.0,First Pair,47,1133.1,3,10,42,1983-07-16,CAN,CAN,73,192,2002,2,24,54
2012-2013,Dustin Byfuglien,WPG,D,6.0,217.0,5.0,,42.0,184.0,2.0,9.0,82.0,5.0,198.0,91.0,,3.0,First Pair,43,1049.3333333333,8,10,40,1985-03-27,USA,USA,77,260,2003,8,16,245
2012-2013,Eric Brewer,TBL,D,117.0,117.0,122.0,92.0,131.0,160.0,150.0,106.0,218.0,134.0,185.0,57.0,,87.0,Second Pair,48,984.63333333333,4,5,46,1979-04-17,CAN,CAN,76,216,1997,1,5,5
2012-2013,Eric Gryba,OTT,D,125.0,213.0,,107.0,194.0,169.0,100.0,115.0,74.0,193.0,224.0,29.0,,161.0,Second Pair,33,669.15,2,2,37,1988-04-14,CAN,CAN,76,222,2006,3,5,68
2012-2013,Erik Gudbranson,FLA,D,178.0,184.0,,160.0,195.0,148.0,72.0,195.0,78.0,210.0,203.0,15.0,,191.0,Second Pair,32,599.95,0,0,33,1992-01-07,CAN,CAN,77,222,2010,1,3,3
2012-2013,Erik Gustafsson,PHI,D,95.0,178.0,116.0,,109.0,157.0,160.0,86.0,89.0,72.0,31.0,222.0,,153.0,Second Pair,27,543.98333333333,3,4,36,1988-12-15,SWE,SWE,70,180,-,-,-,-
2012-2013,Erik Johnson,COL,D,69.0,109.0,39.0,83.0,43.0,131.0,20.0,171.0,51.0,84.0,75.0,103.0,,55.0,Second Pair,31,643.36666666667,0,2,37,1988-03-21,USA,USA,76,225,2006,1,1,1
2012-2013,Erik Karlsson,OTT,D,2.0,139.0,7.0,177.0,10.0,64.0,1.0,2.0,24.0,2.0,14.0,215.0,,1.0,First Pair,17,461.63333333333,6,6,35,1990-05-31,SWE,SWE,72,190,2008,1,15,15
2012-2013,Fedor Tyutin,CBJ,D,130.0,72.0,63.0,25.0,189.0,35.0,120.0,95.0,210.0,31.0,108.0,131.0,,61.0,First Pair,48,1156.5833333333,4,13,42,1983-07-19,RUS,RUS,74,221,2001,2,10,40
2012-2013,Filip Kuba,FLA,D,152.0,140.0,59.0,85.0,85.0,174.0,171.0,145.0,123.0,115.0,120.0,192.0,,85.0,Second Pair,44,933.83333333333,1,4,48,1976-12-29,CZE,CZE,76,225,1995,8,10,192
2012-2013,Francis Bouillon,MTL,D,140.0,141.0,113.0,159.0,92.0,77.0,178.0,147.0,153.0,144.0,32.0,54.0,,193.0,Second Pair,48,867.65,1,4,49,1975-10-17,USA,USA,68,194,-,-,-,-
2012-2013,Francois Beauchemin,ANA,D,103.0,104.0,24.0,28.0,94.0,149.0,112.0,60.0,124.0,140.0,92.0,105.0,,30.0,First Pair,48,1125.9833333333,6,5,45,1980-06-04,CAN,CAN,71,208,1998,3,17,75
2012-2013,Grant Clitsome,WPG,D,81.0,201.0,23.0,136.0,129.0,147.0,70.0,54.0,75.0,36.0,137.0,65.0,,91.0,Second Pair,44,828.76666666667,4,7,40,1985-04-14,CAN,CAN,71,211,2004,9,13,271
2012-2013,Greg Zanon,COL,D,214.0,14.0,,15.0,185.0,144.0,197.0,185.0,197.0,214.0,174.0,58.0,,103.0,Second Pair,44,850.53333333333,0,3,45,1980-06-05,CAN,CAN,71,201,2000,5,26,156
2012-2013,Hal Gill,NSH,D,225.0,36.0,,17.0,211.0,41.0,229.0,207.0,213.0,228.0,134.0,122.0,,214.0,Third Pair,32,428.31666666667,0,0,50,1975-04-06,USA,USA,79,243,1993,8,25,207
2012-2013,Henrik Tallinder,NJD,D,148.0,13.0,,146.0,105.0,4.0,147.0,170.0,88.0,160.0,107.0,182.0,,207.0,Third Pair,25,439.26666666667,1,1,46,1979-01-10,SWE,SWE,76,209,1997,2,22,48
2012-2013,Ian Cole,STL,D,191.0,24.0,,,118.0,22.0,186.0,181.0,27.0,212.0,151.0,165.0,,203.0,Third Pair,15,266.18333333333,0,1,36,1989-02-21,USA,USA,73,225,2007,1,18,18
2012-2013,Ian White,DET,D,68.0,52.0,64.0,158.0,44.0,33.0,43.0,83.0,30.0,138.0,46.0,206.0,,79.0,Second Pair,25,489.58333333333,2,1,41,1984-06-04,CAN,CAN,70,191,2002,6,25,191
2012-2013,Jack Hillen,WSH,D,14.0,116.0,,170.0,112.0,152.0,93.0,39.0,156.0,46.0,156.0,171.0,,107.0,Third Pair,23,405.08333333333,3,4,39,1986-01-24,USA,USA,70,190,-,-,-,-
2012-2013,Jack Johnson,CBJ,D,122.0,120.0,46.0,16.0,213.0,139.0,41.0,52.0,194.0,66.0,56.0,140.0,,18.0,First Pair,44,1142.85,5,5,38,1987-01-13,USA,USA,73,227,2005,1,3,3
2012-2013,Jake Gardiner,TOR,D,114.0,224.0,118.0,162.0,69.0,219.0,162.0,152.0,202.0,41.0,71.0,179.0,,125.0,Second Pair,12,245.76666666667,0,2,35,1990-07-04,USA,USA,74,203,2008,1,17,17
2012-2013,Jake Muzzin,LAK,D,17.0,18.0,79.0,,34.0,5.0,34.0,10.0,13.0,43.0,199.0,82.0,,114.0,Third Pair,45,805.28333333333,7,7,36,1989-02-21,CAN,CAN,75,227,2007,5,20,141
2012-2013,Jakub Kindl,DET,D,29.0,114.0,106.0,,50.0,39.0,23.0,91.0,9.0,87.0,161.0,102.0,,139.0,Second Pair,41,760.8,4,3,38,1987-02-10,CZE,CZE,75,199,2005,1,19,19
2012-2013,James Wisniewski,CBJ,D,83.0,132.0,17.0,26.0,127.0,161.0,30.0,24.0,127.0,22.0,38.0,120.0,,16.0,First Pair,30,684.91666666667,5,5,41,1984-02-21,USA,USA,71,203,2002,5,25,156
2012-2013,Jamie McBain,CAR,D,34.0,198.0,65.0,,2.0,226.0,77.0,99.0,40.0,75.0,12.0,219.0,,93.0,Second Pair,40,736.96666666667,1,3,37,1988-02-25,USA,USA,73,195,2006,2,33,63
2012-2013,Jamie Oleksiak,DAL,D,206.0,205.0,,,204.0,210.0,172.0,226.0,2.0,155.0,145.0,25.0,,224.0,Third Pair,16,237.33333333333,0,1,32,1992-12-21,CAN,CAN,79,257,2011,1,14,14
2012-2013,Jan Hejda,COL,D,131.0,75.0,,27.0,146.0,121.0,156.0,140.0,214.0,154.0,79.0,56.0,,102.0,Second Pair,46,906.16666666667,1,3,47,1978-06-18,CZE,CZE,76,230,2003,4,5,106
2012-2013,Jared Spurgeon,MIN,D,174.0,45.0,15.0,121.0,143.0,34.0,98.0,61.0,77.0,59.0,1.0,177.0,,77.0,Second Pair,39,840.2,5,6,35,1989-11-29,CAN,CAN,69,166,2008,6,5,156
2012-2013,Jason Demers,SJS,D,86.0,153.0,104.0,176.0,73.0,108.0,74.0,111.0,121.0,171.0,70.0,107.0,,155.0,Second Pair,22,409.81666666667,1,1,37,1988-06-09,CAN,CAN,73,195,2008,7,5,186
2012-2013,Jason Garrison,VAN,D,55.0,43.0,25.0,60.0,108.0,26.0,27.0,14.0,87.0,120.0,153.0,136.0,,41.0,Second Pair,47,1019.4333333333,8,4,40,1984-11-13,CAN,CAN,73,218,-,-,-,-
2012-2013,Jay Bouwmeester,"CGY, STL",D,109.0,149.0,31.0,81.0,186.0,72.0,133.0,70.0,198.0,53.0,68.0,190.0,,54.0,First Pair,47,1157.8,7,11,41,1983-09-27,CAN,CAN,76,206,2002,1,3,3
2012-2013,Jay Harrison,CAR,D,36.0,173.0,121.0,79.0,16.0,223.0,97.0,69.0,56.0,109.0,186.0,61.0,,69.0,Second Pair,47,935.66666666667,3,4,42,1982-11-03,CAN,CAN,76,188,2001,3,19,82
2012-2013,Jeff Petry,EDM,D,99.0,209.0,105.0,127.0,151.0,209.0,103.0,144.0,143.0,97.0,45.0,69.0,,83.0,Second Pair,48,1051.6333333333,3,4,37,1987-12-09,USA,USA,75,209,2006,2,15,45
2012-2013,Jeff Schultz,WSH,D,198.0,125.0,,80.0,142.0,97.0,224.0,205.0,162.0,142.0,141.0,146.0,,226.0,Third Pair,26,370.66666666667,0,2,39,1986-02-25,CAN,CAN,78,225,2004,1,27,27
2012-2013,Joe Corvo,CAR,D,12.0,223.0,9.0,182.0,5.0,222.0,18.0,33.0,22.0,34.0,41.0,208.0,,51.0,Second Pair,40,750.38333333333,6,4,48,1977-06-20,USA,USA,72,204,1997,4,3,83
2012-2013,Joe Finley,NYI,D,231.0,177.0,,,229.0,193.0,,219.0,133.0,231.0,227.0,24.0,,230.0,Fringe,16,191.31666666667,0,0,38,1987-06-29,USA,USA,80,245,2005,1,27,27
2012-2013,John Carlson,WSH,D,33.0,69.0,36.0,63.0,157.0,89.0,45.0,43.0,181.0,74.0,25.0,151.0,,17.0,First Pair,48,1105.0,6,6,35,1990-01-10,USA,USA,75,215,2008,1,27,27
2012-2013,John Erskine,WSH,D,119.0,101.0,,132.0,125.0,142.0,145.0,96.0,132.0,205.0,223.0,10.0,,157.0,Second Pair,30,553.86666666667,3,1,45,1980-06-26,CAN,CAN,76,220,1998,2,12,39
2012-2013,John Moore,"CBJ, NYR",D,141.0,71.0,,164.0,226.0,79.0,105.0,141.0,94.0,79.0,81.0,116.0,,198.0,Third Pair,30,399.81666666667,1,4,34,1990-11-19,USA,USA,75,207,2009,1,21,21
2012-2013,John-Michael Liles,TOR,D,97.0,126.0,56.0,169.0,136.0,171.0,53.0,77.0,99.0,26.0,2.0,132.0,,44.0,Second Pair,32,600.56666666667,2,5,44,1980-11-25,USA,USA,70,185,2000,5,29,159
2012-2013,Johnny Boychuk,BOS,D,11.0,30.0,128.0,31.0,8.0,63.0,21.0,151.0,134.0,146.0,33.0,74.0,,68.0,Second Pair,44,898.0,1,3,41,1984-01-19,CAN,CAN,74,227,2002,2,31,61
2012-2013,Johnny Oduya,CHI,D,134.0,40.0,115.0,9.0,117.0,43.0,154.0,124.0,109.0,158.0,35.0,197.0,,116.0,Second Pair,48,985.0,3,3,43,1981-10-01,SWE,SWE,72,191,2001,7,25,221
2012-2013,Jonas Brodin,MIN,D,219.0,26.0,90.0,111.0,196.0,10.0,191.0,158.0,174.0,191.0,148.0,230.0,,154.0,First Pair,45,1044.5833333333,2,3,32,1993-07-12,SWE,SWE,74,196,2011,1,10,10
2012-2013,Jonathan Ericsson,DET,D,96.0,163.0,,53.0,45.0,31.0,183.0,135.0,20.0,110.0,150.0,75.0,,200.0,Second Pair,45,959.6,3,5,41,1984-03-02,SWE,SWE,76,218,2002,9,31,291
2012-2013,Jonathon Blum,NSH,D,163.0,23.0,114.0,,224.0,70.0,179.0,79.0,188.0,93.0,51.0,152.0,,143.0,Third Pair,35,500.48333333333,1,3,36,1989-01-30,USA,USA,73,188,2007,1,23,23
2012-2013,Joni Pitkanen,CAR,D,13.0,204.0,51.0,180.0,25.0,212.0,63.0,74.0,71.0,21.0,133.0,180.0,,36.0,First Pair,22,501.98333333333,1,5,41,1983-09-19,FIN,FIN,75,220,2002,1,4,4
2012-2013,Jordan Leopold,"BUF, STL",D,91.0,142.0,52.0,89.0,138.0,130.0,82.0,59.0,47.0,107.0,96.0,172.0,,66.0,Second Pair,39,781.98333333333,2,4,45,1980-08-03,USA,USA,73,206,1999,2,16,44
2012-2013,Jordie Benn,DAL,D,104.0,194.0,88.0,112.0,190.0,137.0,96.0,148.0,175.0,68.0,196.0,142.0,,164.0,Third Pair,26,450.21666666667,1,3,38,1987-07-26,CAN,CAN,74,201,-,-,-,-
