Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2011-2012,Brian Lee,"OTT, TBL",D,186.0,125.0,,123.0,189.0,98.0,196.0,189.0,73.0,142.0,199.0,29.0,,195.0,Third Pair,55,854.4,1,6,38,1987-03-26,USA,USA,75,200,2005,1,9,9
2011-2012,Brooks Orpik,PIT,D,125.0,76.0,,26.0,32.0,85.0,223.0,203.0,60.0,128.0,190.0,8.0,,141.0,First Pair,73,1646.3333333333,2,7,44,1980-09-26,USA,USA,75,217,2000,1,18,18
2011-2012,Bruno Gervais,TBL,D,74.0,113.0,142.0,151.0,161.0,187.0,85.0,50.0,35.0,121.0,99.0,153.0,,153.0,Third Pair,50,713.36666666667,6,4,40,1984-10-03,CAN,CAN,73,200,2003,6,15,182
2011-2012,Bryan Allen,CAR,D,129.0,124.0,,73.0,118.0,198.0,160.0,169.0,208.0,147.0,210.0,70.0,,119.0,Second Pair,82,1571.15,1,6,45,1980-08-21,CAN,CAN,77,223,1998,1,4,4
2011-2012,Bryce Salvador,NJD,D,235.0,53.0,,101.0,229.0,17.0,232.0,196.0,122.0,215.0,191.0,120.0,,214.0,Second Pair,82,1656.85,0,5,49,1976-02-11,CAN,CAN,75,215,1994,6,8,138
2011-2012,Cam Barker,EDM,D,225.0,231.0,116.0,,225.0,213.0,71.0,84.0,143.0,227.0,201.0,78.0,,191.0,Second Pair,25,459.01666666667,2,0,39,1986-04-04,CAN,CAN,75,223,2004,1,3,3
2011-2012,Cam Fowler,ANA,D,199.0,204.0,74.0,,186.0,195.0,93.0,63.0,86.0,53.0,82.0,220.0,,64.0,First Pair,82,1907.3666666667,5,11,33,1991-12-05,CAN,USA,74,215,2010,1,12,12
2011-2012,Carl Gunnarsson,TOR,D,128.0,97.0,64.0,68.0,132.0,153.0,152.0,110.0,227.0,169.0,15.0,141.0,,84.0,Second Pair,76,1649.4333333333,4,4,38,1986-11-09,SWE,SWE,74,198,2007,7,13,194
2011-2012,Carlo Colaiacovo,STL,D,84.0,36.0,58.0,,61.0,30.0,97.0,77.0,109.0,48.0,89.0,134.0,,104.0,Second Pair,64,1216.25,2,8,42,1983-01-27,CAN,CAN,73,202,2001,1,17,17
2011-2012,Chris Butler,CGY,D,170.0,161.0,135.0,132.0,82.0,124.0,169.0,186.0,192.0,192.0,130.0,165.0,,149.0,Second Pair,68,1469.3333333333,2,2,38,1986-10-27,USA,USA,73,196,2005,4,5,96
2011-2012,Chris Campoli,MTL,D,135.0,110.0,67.0,175.0,133.0,92.0,135.0,113.0,132.0,146.0,8.0,123.0,,138.0,Third Pair,43,739.63333333333,2,2,41,1984-07-09,CAN,CAN,72,200,2004,7,34,227
2011-2012,Chris Phillips,OTT,D,159.0,181.0,,58.0,103.0,175.0,173.0,129.0,97.0,178.0,41.0,94.0,,121.0,Second Pair,80,1528.6833333333,5,6,47,1978-03-09,CAN,CAN,75,219,1996,1,1,1
2011-2012,Chris Summers,PHX,D,185.0,58.0,,,90.0,67.0,202.0,231.0,3.0,159.0,167.0,6.0,,233.0,Fringe,21,261.48333333333,0,1,37,1988-02-05,USA,USA,74,207,2006,1,29,29
2011-2012,Chris Tanev,VAN,D,208.0,3.0,,,80.0,10.0,215.0,232.0,231.0,229.0,4.0,226.0,,229.0,Third Pair,25,418.1,0,1,35,1989-12-20,CAN,CAN,74,193,-,-,-,-
2011-2012,Christian Ehrhoff,BUF,D,33.0,162.0,1.0,25.0,21.0,107.0,20.0,36.0,46.0,23.0,58.0,198.0,,16.0,First Pair,66,1521.8166666667,5,12,43,1982-07-06,DEU,DEU,74,201,2001,4,10,106
2011-2012,Clayton Stoner,MIN,D,222.0,46.0,,105.0,230.0,68.0,191.0,187.0,235.0,220.0,223.0,47.0,,192.0,Third Pair,51,897.31666666667,1,1,40,1985-02-19,CAN,CAN,76,216,2004,3,14,79
2011-2012,Cody Franson,TOR,D,10.0,157.0,17.0,,56.0,88.0,23.0,15.0,37.0,31.0,148.0,69.0,,100.0,Third Pair,57,922.85,5,5,38,1987-08-08,CAN,CAN,77,224,2005,3,18,79
2011-2012,Colin White,SJS,D,218.0,5.0,,20.0,179.0,4.0,219.0,214.0,155.0,226.0,88.0,75.0,,200.0,Third Pair,54,807.16666666667,1,1,47,1977-12-12,CAN,CAN,76,215,1996,2,23,49
2011-2012,Colten Teubert,EDM,D,196.0,222.0,,,123.0,234.0,200.0,234.0,49.0,190.0,233.0,2.0,,234.0,Fringe,24,303.4,0,1,35,1990-03-08,CAN,CAN,76,195,2008,1,13,13
2011-2012,Corey Potter,EDM,D,133.0,203.0,84.0,,197.0,207.0,66.0,109.0,126.0,60.0,94.0,113.0,,92.0,Second Pair,62,1236.75,4,9,41,1984-01-05,USA,USA,75,204,2003,4,21,122
2011-2012,Cory Sarich,CGY,D,156.0,47.0,,135.0,106.0,13.0,189.0,178.0,128.0,201.0,200.0,16.0,,207.0,Third Pair,62,998.73333333333,1,2,47,1978-08-16,CAN,CAN,76,207,1996,2,1,27
2011-2012,Dan Boyle,SJS,D,24.0,73.0,2.0,56.0,23.0,55.0,10.0,45.0,52.0,25.0,90.0,204.0,,3.0,First Pair,81,2071.5,9,13,49,1976-07-12,CAN,CAN,71,194,-,-,-,-
2011-2012,Dan Girardi,NYR,D,109.0,178.0,100.0,54.0,29.0,222.0,140.0,137.0,164.0,96.0,62.0,58.0,,35.0,First Pair,82,2152.2666666667,5,10,41,1984-04-29,CAN,CAN,73,212,-,-,-,-
2011-2012,Dan Hamhuis,VAN,D,42.0,152.0,98.0,45.0,28.0,87.0,60.0,106.0,181.0,58.0,49.0,135.0,,60.0,First Pair,82,1921.1833333333,4,16,42,1982-12-13,CAN,CAN,73,204,2001,1,12,12
2011-2012,David Rundblad,"OTT, PHX",D,51.0,194.0,88.0,,22.0,160.0,63.0,168.0,6.0,71.0,139.0,111.0,,188.0,Third Pair,30,450.28333333333,1,3,34,1990-10-08,SWE,SWE,74,187,2009,1,17,17
2011-2012,David Savard,CBJ,D,206.0,151.0,87.0,,218.0,35.0,121.0,74.0,102.0,137.0,222.0,147.0,,189.0,Third Pair,31,513.81666666667,2,2,34,1990-10-22,CAN,CAN,73,235,2009,4,3,94
2011-2012,David Schlemko,PHX,D,61.0,163.0,125.0,156.0,70.0,188.0,100.0,87.0,148.0,155.0,174.0,104.0,,109.0,Second Pair,46,844.41666666667,1,3,38,1987-05-07,CAN,CAN,73,191,-,-,-,-
2011-2012,Dennis Seidenberg,BOS,D,46.0,66.0,43.0,50.0,41.0,134.0,39.0,108.0,129.0,85.0,101.0,80.0,,28.0,First Pair,80,1923.1333333333,5,7,44,1981-07-18,DEU,DEU,72,199,2001,6,7,172
2011-2012,Dennis Wideman,WSH,D,76.0,156.0,25.0,72.0,97.0,120.0,33.0,37.0,114.0,43.0,85.0,146.0,,14.0,First Pair,82,1960.2666666667,11,19,42,1983-03-20,CAN,CAN,72,202,2002,8,12,241
2011-2012,Derek Joslin,CAR,D,96.0,230.0,,,126.0,227.0,74.0,76.0,24.0,148.0,56.0,71.0,,217.0,Fringe,44,465.68333333333,2,2,38,1987-03-17,CAN,CAN,73,210,2005,5,24,149
2011-2012,Derek Morris,PHX,D,126.0,201.0,131.0,98.0,122.0,203.0,113.0,139.0,39.0,150.0,192.0,89.0,,118.0,Second Pair,59,1120.35,2,3,47,1978-08-24,CAN,CAN,72,210,1996,1,13,13
2011-2012,Derek Smith,CGY,D,123.0,134.0,,,195.0,148.0,136.0,136.0,137.0,52.0,68.0,197.0,,182.0,Third Pair,47,748.98333333333,2,6,40,1984-10-13,CAN,CAN,73,197,-,-,-,-
2011-2012,Deryk Engelland,PIT,D,72.0,148.0,,138.0,120.0,133.0,102.0,81.0,18.0,143.0,154.0,10.0,,197.0,Third Pair,73,1178.8333333333,4,5,43,1982-04-03,CAN,CAN,74,212,2000,6,27,194
2011-2012,Dion Phaneuf,TOR,D,40.0,191.0,19.0,63.0,92.0,174.0,12.0,30.0,189.0,63.0,64.0,37.0,,8.0,First Pair,82,2073.7166666667,12,14,40,1985-04-10,CAN,CAN,75,222,2003,1,9,9
2011-2012,Dmitry Kulikov,FLA,D,79.0,104.0,55.0,,147.0,83.0,61.0,80.0,142.0,29.0,132.0,85.0,,70.0,Second Pair,58,1267.6333333333,4,13,34,1990-10-29,RUS,RUS,73,201,2009,1,14,14
2011-2012,Dmitry Orlov,WSH,D,142.0,207.0,,,185.0,155.0,188.0,122.0,113.0,68.0,75.0,72.0,,186.0,Third Pair,60,1012.4833333333,3,7,34,1991-07-23,RUS,RUS,71,214,2009,2,25,55
2011-2012,Douglas Murray,SJS,D,121.0,37.0,,16.0,77.0,93.0,96.0,223.0,144.0,198.0,114.0,25.0,,112.0,Second Pair,60,1102.15,0,3,45,1980-03-12,SWE,SWE,75,240,1999,8,26,241
2011-2012,Drew Doughty,LAK,D,32.0,100.0,30.0,78.0,43.0,14.0,49.0,25.0,138.0,30.0,91.0,97.0,,31.0,First Pair,77,1916.6833333333,10,15,35,1989-12-08,CAN,CAN,73,210,2008,1,2,2
2011-2012,Duncan Keith,CHI,D,23.0,146.0,24.0,81.0,12.0,117.0,38.0,99.0,54.0,27.0,80.0,221.0,,9.0,First Pair,74,1990.2,4,17,42,1983-07-16,CAN,CAN,73,192,2002,2,24,54
2011-2012,Dustin Byfuglien,WPG,D,1.0,183.0,6.0,,46.0,110.0,1.0,1.0,57.0,4.0,211.0,68.0,,1.0,First Pair,66,1591.6,12,19,40,1985-03-27,USA,USA,77,260,2003,8,16,245
2011-2012,Dylan Olsen,CHI,D,228.0,228.0,,,171.0,204.0,206.0,233.0,9.0,235.0,92.0,45.0,,235.0,Third Pair,28,364.76666666667,0,0,34,1991-01-03,USA,CAN,74,223,2009,1,28,28
2011-2012,Dylan Reese,NYI,D,81.0,227.0,,,64.0,210.0,148.0,211.0,165.0,79.0,146.0,169.0,,201.0,Third Pair,28,478.38333333333,1,2,40,1984-08-29,USA,USA,73,205,2003,7,12,209
2011-2012,Ed Jovanovski,FLA,D,100.0,172.0,104.0,97.0,178.0,171.0,107.0,59.0,84.0,122.0,79.0,90.0,,106.0,Third Pair,66,1101.85,3,5,49,1976-06-26,CAN,CAN,75,220,1994,1,1,1
2011-2012,Eric Brewer,TBL,D,117.0,139.0,119.0,94.0,138.0,178.0,146.0,91.0,228.0,181.0,165.0,64.0,,87.0,First Pair,82,1907.9833333333,1,8,46,1979-04-17,CAN,CAN,76,216,1997,1,5,5
2011-2012,Erik Gudbranson,FLA,D,175.0,120.0,,,211.0,113.0,83.0,176.0,63.0,175.0,188.0,15.0,,219.0,Third Pair,72,1022.25,2,4,33,1992-01-07,CAN,CAN,77,222,2010,1,3,3
2011-2012,Erik Gustafsson,PHI,D,188.0,208.0,,,98.0,179.0,211.0,172.0,23.0,118.0,35.0,234.0,,222.0,Third Pair,30,503.98333333333,1,3,36,1988-12-15,SWE,SWE,70,180,-,-,-,-
2011-2012,Erik Johnson,COL,D,54.0,144.0,9.0,71.0,37.0,151.0,25.0,70.0,15.0,46.0,44.0,106.0,,41.0,Second Pair,73,1521.4,4,13,37,1988-03-21,USA,USA,76,225,2006,1,1,1
2011-2012,Erik Karlsson,OTT,D,2.0,212.0,10.0,178.0,26.0,147.0,5.0,3.0,34.0,1.0,59.0,212.0,,5.0,First Pair,81,2050.6666666667,19,36,35,1990-05-31,SWE,SWE,72,190,2008,1,15,15
2011-2012,Fedor Tyutin,CBJ,D,144.0,33.0,26.0,22.0,154.0,12.0,67.0,82.0,217.0,84.0,103.0,129.0,,54.0,First Pair,66,1592.8833333333,5,8,42,1983-07-19,RUS,RUS,74,221,2001,2,10,40
2011-2012,Filip Kuba,OTT,D,99.0,123.0,45.0,93.0,20.0,162.0,147.0,123.0,40.0,69.0,133.0,218.0,,56.0,First Pair,73,1723.8,6,8,48,1976-12-29,CZE,CZE,76,225,1995,8,10,192
2011-2012,Francis Bouillon,NSH,D,204.0,187.0,132.0,179.0,203.0,152.0,195.0,134.0,175.0,156.0,16.0,34.0,,196.0,Third Pair,66,1158.0333333333,4,2,49,1975-10-17,USA,USA,68,194,-,-,-,-
2011-2012,Francois Beauchemin,ANA,D,137.0,84.0,36.0,36.0,110.0,103.0,94.0,86.0,121.0,203.0,39.0,114.0,,47.0,First Pair,82,2095.3833333333,8,7,45,1980-06-04,CAN,CAN,71,208,1998,3,17,75
2011-2012,Grant Clitsome,"CBJ, WPG",D,141.0,189.0,78.0,,200.0,129.0,55.0,49.0,22.0,47.0,195.0,74.0,,82.0,Third Pair,63,1071.2,4,5,40,1985-04-14,CAN,CAN,71,211,2004,9,13,271
2011-2012,Greg Zanon,"BOS, MIN",D,231.0,4.0,,9.0,220.0,50.0,218.0,179.0,225.0,230.0,136.0,43.0,,115.0,Third Pair,56,996.65,3,0,45,1980-06-05,CAN,CAN,71,201,2000,5,26,156
2011-2012,Hal Gill,"MTL, NSH",D,215.0,67.0,,12.0,191.0,96.0,213.0,202.0,162.0,214.0,160.0,137.0,,147.0,Third Pair,76,1302.35,1,3,50,1975-04-06,USA,USA,79,243,1993,8,25,207
2011-2012,Henrik Tallinder,NJD,D,172.0,75.0,,15.0,160.0,9.0,176.0,195.0,171.0,136.0,131.0,183.0,,187.0,Second Pair,39,831.06666666667,0,5,46,1979-01-10,SWE,SWE,76,209,1997,2,22,48
2011-2012,Ian Cole,STL,D,149.0,93.0,,,39.0,97.0,183.0,151.0,44.0,231.0,209.0,116.0,,198.0,Third Pair,26,413.66666666667,1,0,36,1989-02-21,USA,USA,73,225,2007,1,18,18
2011-2012,Ian White,DET,D,16.0,50.0,39.0,85.0,17.0,57.0,19.0,67.0,72.0,70.0,83.0,201.0,,38.0,First Pair,77,1769.6333333333,7,10,41,1984-06-04,CAN,CAN,70,191,2002,6,25,191
2011-2012,Jack Hillen,NSH,D,78.0,177.0,140.0,145.0,144.0,228.0,95.0,116.0,100.0,81.0,119.0,156.0,,124.0,Third Pair,55,773.48333333333,2,2,39,1986-01-24,USA,USA,70,190,-,-,-,-
2011-2012,Jack Johnson,"CBJ, LAK",D,91.0,170.0,44.0,29.0,149.0,166.0,41.0,47.0,117.0,37.0,100.0,148.0,,29.0,First Pair,82,1948.5833333333,12,13,38,1987-01-13,USA,USA,73,227,2005,1,3,3
2011-2012,Jake Gardiner,TOR,D,62.0,235.0,92.0,113.0,52.0,224.0,181.0,66.0,91.0,51.0,73.0,213.0,,117.0,Second Pair,75,1618.85,7,13,35,1990-07-04,USA,USA,74,203,2008,1,17,17
2011-2012,Jakub Kindl,DET,D,58.0,142.0,,,99.0,65.0,46.0,161.0,13.0,112.0,204.0,92.0,,208.0,Third Pair,55,772.95,1,7,38,1987-02-10,CZE,CZE,75,199,2005,1,19,19
2011-2012,James Wisniewski,CBJ,D,83.0,206.0,18.0,42.0,100.0,206.0,35.0,43.0,191.0,13.0,20.0,145.0,,11.0,First Pair,48,1190.2833333333,6,10,41,1984-02-21,USA,USA,71,203,2002,5,25,156
2011-2012,Jamie McBain,CAR,D,53.0,217.0,80.0,,24.0,230.0,59.0,42.0,101.0,57.0,60.0,233.0,,72.0,Second Pair,76,1503.7666666667,8,11,37,1988-02-25,USA,USA,73,195,2006,2,33,63
2011-2012,Jan Hejda,COL,D,167.0,82.0,,10.0,187.0,109.0,179.0,103.0,218.0,168.0,69.0,73.0,,108.0,Second Pair,81,1675.3,5,6,47,1978-06-18,CZE,CZE,76,230,2003,4,5,106
2011-2012,Jared Cowen,OTT,D,190.0,216.0,,117.0,131.0,163.0,222.0,105.0,89.0,216.0,182.0,28.0,,218.0,Second Pair,82,1549.2,5,3,34,1991-01-25,CAN,CAN,77,238,2009,1,9,9
2011-2012,Jared Spurgeon,MIN,D,210.0,112.0,79.0,142.0,223.0,71.0,164.0,85.0,167.0,75.0,2.0,205.0,,154.0,Second Pair,70,1511.95,3,10,35,1989-11-29,CAN,CAN,69,166,2008,6,5,156
2011-2012,Jaroslav Spacek,"CAR, MTL",D,59.0,149.0,29.0,147.0,18.0,199.0,116.0,62.0,51.0,54.0,46.0,168.0,,103.0,Third Pair,46,739.85,5,7,51,1974-02-11,CZE,CZE,72,210,1998,5,3,117
2011-2012,Jason Demers,SJS,D,57.0,133.0,14.0,177.0,13.0,66.0,65.0,83.0,79.0,87.0,33.0,131.0,,132.0,Third Pair,57,960.08333333333,4,1,37,1988-06-09,CAN,CAN,73,195,2008,7,5,186
2011-2012,Jason Garrison,FLA,D,110.0,43.0,99.0,126.0,158.0,43.0,57.0,17.0,118.0,114.0,126.0,95.0,,53.0,First Pair,77,1824.8333333333,16,8,40,1984-11-13,CAN,CAN,73,218,-,-,-,-
2011-2012,Jay Bouwmeester,CGY,D,183.0,145.0,50.0,75.0,180.0,56.0,149.0,158.0,166.0,94.0,78.0,196.0,,75.0,First Pair,82,2128.5166666667,5,13,41,1983-09-27,CAN,CAN,76,206,2002,1,3,3
2011-2012,Jay Harrison,CAR,D,50.0,171.0,105.0,129.0,68.0,205.0,79.0,55.0,198.0,109.0,177.0,51.0,,93.0,Second Pair,72,1479.0166666667,9,8,42,1982-11-03,CAN,CAN,76,188,2001,3,19,82
2011-2012,Jeff Petry,EDM,D,134.0,167.0,83.0,157.0,155.0,154.0,98.0,201.0,193.0,125.0,87.0,102.0,,111.0,Second Pair,73,1588.5166666667,2,15,37,1987-12-09,USA,USA,75,209,2006,2,15,45
2011-2012,Jeff Schultz,WSH,D,202.0,140.0,,66.0,94.0,135.0,235.0,198.0,81.0,200.0,117.0,161.0,,203.0,Third Pair,54,825.75,1,3,39,1986-02-25,CAN,CAN,78,225,2004,1,27,27
2011-2012,Jeff Woywitka,NYR,D,131.0,30.0,,,165.0,34.0,122.0,133.0,8.0,130.0,157.0,149.0,,193.0,Fringe,27,281.08333333333,1,2,41,1983-09-01,CAN,CAN,75,227,2001,1,27,27
2011-2012,Jim Vandermeer,SJS,D,102.0,174.0,,153.0,143.0,75.0,101.0,94.0,61.0,177.0,221.0,49.0,,213.0,Fringe,25,260.36666666667,1,0,45,1980-02-21,CAN,CAN,73,210,-,-,-,-
2011-2012,Joe Corvo,BOS,D,29.0,205.0,16.0,160.0,14.0,173.0,14.0,64.0,85.0,33.0,12.0,222.0,,46.0,Second Pair,75,1410.7333333333,4,13,48,1977-06-20,USA,USA,72,204,1997,4,3,83
2011-2012,John Carlson,WSH,D,47.0,72.0,101.0,121.0,111.0,77.0,54.0,56.0,182.0,83.0,51.0,157.0,,42.0,Second Pair,82,1792.3833333333,9,9,35,1990-01-10,USA,USA,75,215,2008,1,27,27
2011-2012,John Erskine,WSH,D,138.0,49.0,,173.0,87.0,82.0,138.0,188.0,43.0,206.0,234.0,11.0,,205.0,Fringe,28,338.75,0,1,45,1980-06-26,CAN,CAN,76,220,1998,2,12,39
2011-2012,John Moore,CBJ,D,219.0,190.0,,118.0,235.0,181.0,143.0,182.0,179.0,222.0,93.0,184.0,,224.0,Third Pair,67,1060.05,2,2,34,1990-11-19,USA,USA,75,207,2009,1,21,21
