Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2024-2025,Alexander Romanov,NYI,D,70.0,135.0,,60.0,73.0,216.0,89.0,119.0,168.0,119.0,47.0,40.0,,59.0,First Pair,64,1427.65,4,8,25.0,2000-01-06,RUS,RUS,73.0,215.0,2018,2,7,38,,
2024-2025,Alexandre Carrier,"MTL, NSH",D,156.0,74.0,,16.0,133.0,160.0,183.0,171.0,227.0,102.0,115.0,135.0,,97.0,Second Pair,79,1626.3666666667,3,11,28.0,1996-10-08,CAN,CAN,71.0,174.0,2015,4,24,115,,
2024-2025,Andreas Englund,"LAK, NSH",D,231.0,19.0,,162.0,198.0,28.0,229.0,215.0,178.0,224.0,87.0,6.0,,238.0,Third Pair,35,464.15,1,1,29.0,1996-01-21,SWE,SWE,75.0,189.0,2014,2,10,40,,
2024-2025,Andrew Peeke,BOS,D,183.0,99.0,,124.0,207.0,177.0,151.0,214.0,146.0,88.0,83.0,45.0,,115.0,Second Pair,76,1414.1166666667,1,9,27.0,1998-03-17,USA,USA,75.0,210.0,2016,2,4,34,,
2024-2025,Arber Xhekaj,MTL,D,103.0,230.0,,151.0,148.0,197.0,54.0,128.0,60.0,149.0,238.0,5.0,,196.0,Third Pair,70,1023.6833333333,1,2,24.0,2001-01-30,CAN,CAN,76.0,238.0,-,-,-,-,,
2024-2025,Artem Zub,OTT,D,160.0,17.0,,38.0,91.0,23.0,197.0,159.0,197.0,156.0,136.0,79.0,,103.0,Second Pair,56,1155.4666666667,2,4,29.0,1995-10-03,RUS,RUS,74.0,200.0,-,-,-,-,,
2024-2025,Ben Chiarot,DET,D,185.0,183.0,,98.0,209.0,225.0,109.0,136.0,157.0,168.0,183.0,55.0,,93.0,Second Pair,81,1719.8166666667,4,7,34.0,1991-05-09,CAN,CAN,75.0,232.0,2009,4,29,120,,
2024-2025,Bowen Byram,BUF,D,76.0,200.0,60.0,115.0,104.0,193.0,172.0,25.0,75.0,84.0,165.0,112.0,,70.0,First Pair,82,1861.1666666667,7,14,24.0,2001-06-13,CAN,CAN,73.0,190.0,2019,1,4,4,,
2024-2025,Braden Schneider,NYR,D,129.0,165.0,,113.0,168.0,220.0,100.0,77.0,164.0,154.0,38.0,31.0,,109.0,Third Pair,80,1429.35,6,6,23.0,2001-09-20,CAN,CAN,75.0,208.0,2020,1,19,19,,
2024-2025,Brady Skjei,NSH,D,28.0,163.0,5.0,20.0,40.0,93.0,22.0,16.0,63.0,68.0,144.0,169.0,,48.0,Second Pair,82,1795.0666666667,10,10,31.0,1994-03-26,USA,USA,75.0,210.0,2012,1,28,28,,
2024-2025,Brandon Carlo,"BOS, TOR",D,216.0,128.0,,36.0,216.0,166.0,185.0,210.0,241.0,216.0,168.0,84.0,,137.0,Second Pair,83,1568.7,1,1,28.0,1996-11-26,USA,USA,78.0,218.0,2015,2,7,37,,
2024-2025,Brandon Montour,SEA,D,36.0,196.0,34.0,169.0,92.0,131.0,5.0,10.0,93.0,75.0,131.0,118.0,,22.0,First Pair,81,1861.0666666667,18,10,31.0,1994-04-11,CAN,CAN,72.0,194.0,2014,2,25,55,,
2024-2025,Brandt Clarke,LAK,D,25.0,33.0,57.0,,34.0,98.0,32.0,103.0,17.0,21.0,210.0,223.0,,65.0,Third Pair,78,1269.7666666667,5,15,22.0,2003-02-09,CAN,CAN,74.0,185.0,2021,1,8,8,,
2024-2025,Brayden McNabb,VGK,D,105.0,9.0,,23.0,79.0,52.0,157.0,155.0,97.0,146.0,125.0,59.0,,78.0,Second Pair,82,1649.25,5,7,34.0,1991-01-21,CAN,CAN,76.0,215.0,2009,3,5,66,,
2024-2025,Brayden Pachal,CGY,D,141.0,104.0,,128.0,162.0,108.0,106.0,149.0,67.0,175.0,224.0,13.0,,204.0,Third Pair,76,1082.2666666667,3,5,25.0,1999-08-23,CAN,CAN,74.0,203.0,-,-,-,-,,
2024-2025,Brendan Smith,DAL,D,106.0,207.0,,133.0,93.0,168.0,119.0,132.0,151.0,182.0,110.0,27.0,,207.0,Third Pair,32,422.68333333333,1,2,36.0,1989-02-08,CAN,CAN,74.0,200.0,2007,1,27,27,,
2024-2025,Brenden Dillon,NJD,D,134.0,132.0,,95.0,70.0,105.0,213.0,135.0,69.0,212.0,203.0,14.0,,169.0,Second Pair,82,1523.2,2,1,34.0,1990-11-13,CAN,CAN,76.0,224.0,-,-,-,-,,
2024-2025,Brent Burns,CAR,D,4.0,60.0,26.0,21.0,3.0,19.0,8.0,45.0,21.0,42.0,101.0,234.0,,41.0,Second Pair,82,1718.3666666667,6,10,40.0,1985-03-09,CAN,CAN,77.0,230.0,2003,1,20,20,,
2024-2025,Brett Kulak,EDM,D,79.0,31.0,,8.0,66.0,16.0,67.0,113.0,80.0,181.0,119.0,160.0,,119.0,Second Pair,81,1683.8666666667,7,7,31.0,1994-01-06,CAN,CAN,73.0,197.0,2012,4,14,105,,
2024-2025,Brett Pesce,NJD,D,71.0,13.0,92.0,3.0,29.0,15.0,82.0,181.0,77.0,131.0,16.0,230.0,,96.0,Second Pair,72,1535.0166666667,3,9,30.0,1994-11-15,USA,USA,75.0,206.0,2013,3,5,66,,
2024-2025,Brian Dumoulin,"ANA, NJD",D,181.0,106.0,,53.0,150.0,101.0,206.0,148.0,120.0,122.0,11.0,138.0,,158.0,Second Pair,79,1563.5,3,10,33.0,1991-09-06,USA,USA,76.0,207.0,2009,2,21,51,,
2024-2025,Brock Faber,MIN,D,145.0,176.0,53.0,110.0,174.0,163.0,135.0,69.0,128.0,105.0,113.0,216.0,,53.0,First Pair,78,1990.95,10,6,22.0,2002-08-22,USA,USA,73.0,200.0,2020,2,14,45,,
2024-2025,Cale Makar,COL,D,1.0,39.0,1.0,85.0,14.0,41.0,3.0,1.0,1.0,3.0,1.0,209.0,,1.0,First Pair,80,2057.3,30,34,26.0,1998-10-30,CAN,CAN,71.0,187.0,2017,1,4,4,3.0,9.0
2024-2025,Calvin de Haan,"COL, NYR",D,120.0,10.0,,160.0,151.0,4.0,79.0,213.0,174.0,137.0,130.0,42.0,,182.0,Third Pair,47,703.76666666667,0,4,34.0,1991-05-09,CAN,CAN,73.0,195.0,2009,1,12,12,,
2024-2025,Cam Fowler,"ANA, STL",D,116.0,205.0,29.0,102.0,154.0,178.0,150.0,51.0,135.0,30.0,92.0,240.0,,54.0,Second Pair,68,1464.9333333333,9,17,33.0,1991-12-05,CAN,USA,74.0,215.0,2010,1,12,12,,
2024-2025,Cam York,PHI,D,168.0,52.0,74.0,116.0,125.0,60.0,170.0,94.0,150.0,162.0,105.0,153.0,,80.0,Second Pair,66,1371.6833333333,4,6,24.0,2001-01-05,USA,USA,71.0,175.0,2019,1,14,14,,
2024-2025,Carson Soucy,"NYR, VAN",D,210.0,42.0,,64.0,217.0,54.0,161.0,134.0,183.0,211.0,152.0,52.0,,166.0,Third Pair,75,1343.6333333333,4,3,30.0,1994-07-27,CAN,CAN,77.0,208.0,2013,5,16,137,,
2024-2025,Charlie McAvoy,BOS,D,52.0,79.0,31.0,13.0,48.0,107.0,73.0,31.0,6.0,46.0,107.0,75.0,,31.0,First Pair,50,1183.5166666667,7,7,27.0,1997-12-21,USA,USA,73.0,209.0,2016,1,14,14,,
2024-2025,Chris Tanev,TOR,D,196.0,3.0,,30.0,82.0,22.0,237.0,204.0,239.0,164.0,74.0,213.0,,94.0,Second Pair,75,1481.2,3,7,35.0,1989-12-20,CAN,CAN,74.0,193.0,-,-,-,-,,
2024-2025,Cody Ceci,"DAL, SJS",D,148.0,228.0,,79.0,99.0,228.0,180.0,170.0,156.0,189.0,63.0,133.0,,114.0,Second Pair,85,1803.0,4,6,31.0,1993-12-21,CAN,CAN,74.0,210.0,2012,1,15,15,,
2024-2025,Colin Miller,WPG,D,47.0,77.0,,,76.0,24.0,38.0,49.0,42.0,98.0,86.0,33.0,,165.0,Third Pair,60,871.08333333333,4,6,32.0,1992-10-29,CAN,CAN,73.0,200.0,2012,5,30,151,,
2024-2025,Colton Parayko,STL,D,100.0,49.0,,92.0,215.0,159.0,69.0,13.0,229.0,126.0,37.0,115.0,,30.0,First Pair,64,1520.1666666667,16,10,32.0,1993-05-12,CAN,CAN,78.0,228.0,2012,3,25,86,,
2024-2025,Connor Clifton,BUF,D,175.0,144.0,,35.0,200.0,189.0,154.0,186.0,191.0,106.0,162.0,12.0,,140.0,Third Pair,73,1171.55,1,6,30.0,1995-04-28,USA,USA,71.0,190.0,2013,5,12,133,,
2024-2025,Connor Murphy,CHI,D,226.0,73.0,,42.0,225.0,206.0,162.0,177.0,234.0,221.0,66.0,37.0,,82.0,Second Pair,68,1401.8166666667,2,3,32.0,1993-03-26,USA,USA,76.0,212.0,2011,1,20,20,,
2024-2025,Conor Timmins,"PIT, TOR",D,43.0,53.0,,137.0,13.0,38.0,129.0,129.0,43.0,33.0,202.0,105.0,,136.0,Third Pair,68,1150.7,3,6,26.0,1998-09-18,CAN,CAN,74.0,202.0,2017,2,1,32,,
2024-2025,Damon Severson,CBJ,D,55.0,186.0,78.0,50.0,61.0,157.0,118.0,46.0,103.0,54.0,195.0,175.0,,92.0,Second Pair,70,1333.8333333333,6,13,30.0,1994-08-07,CAN,CAN,74.0,205.0,2012,2,30,60,,
2024-2025,Daniil Miromanov,CGY,D,56.0,97.0,,,80.0,113.0,57.0,83.0,203.0,172.0,185.0,225.0,,116.0,Third Pair,44,777.9,2,3,27.0,1997-07-11,RUS,RUS,76.0,200.0,-,-,-,-,,
2024-2025,Dante Fabbro,"CBJ, NSH",D,45.0,76.0,,33.0,23.0,135.0,107.0,58.0,46.0,143.0,166.0,121.0,,84.0,Second Pair,68,1420.9,9,5,27.0,1998-06-20,CAN,CAN,72.0,189.0,2016,1,17,17,,
2024-2025,Darnell Nurse,EDM,D,18.0,91.0,47.0,31.0,31.0,94.0,13.0,67.0,70.0,52.0,198.0,48.0,,32.0,First Pair,75,1700.1833333333,5,16,30.0,1995-02-04,CAN,CAN,76.0,221.0,2013,1,7,7,,
2024-2025,Darren Raddysh,TBL,D,50.0,124.0,71.0,156.0,55.0,104.0,71.0,76.0,9.0,57.0,55.0,173.0,,88.0,Third Pair,73,1262.8833333333,6,12,29.0,1996-02-28,CAN,CAN,73.0,200.0,-,-,-,-,,
2024-2025,David Savard,MTL,D,194.0,158.0,,101.0,190.0,236.0,231.0,157.0,161.0,161.0,120.0,139.0,,74.0,Third Pair,75,1244.2,1,5,34.0,1990-10-22,CAN,CAN,73.0,235.0,2009,4,3,94,,
2024-2025,Declan Chisholm,MIN,D,192.0,28.0,,,140.0,14.0,156.0,100.0,144.0,103.0,193.0,204.0,,171.0,Third Pair,66,1121.5166666667,2,6,25.0,2000-01-12,CAN,CAN,73.0,185.0,2018,5,26,150,,
2024-2025,Dennis Cholowski,"NJD, NYI",D,162.0,153.0,,,230.0,83.0,159.0,41.0,20.0,174.0,229.0,238.0,,208.0,Third Pair,39,509.75,3,2,27.0,1998-02-15,CAN,CAN,74.0,210.0,2016,1,20,20,,
2024-2025,Dennis Gilbert,"BUF, OTT",D,201.0,12.0,,,165.0,109.0,221.0,216.0,47.0,138.0,132.0,4.0,,215.0,Fringe,29,303.85,0,2,28.0,1996-10-30,USA,USA,74.0,216.0,2015,3,30,91,,
2024-2025,Denton Mateychuk,CBJ,D,165.0,174.0,,,234.0,205.0,191.0,63.0,181.0,80.0,207.0,190.0,,146.0,Second Pair,45,811.58333333333,4,7,20.0,2004-07-12,CAN,,71.0,188.0,2022,1,12,12,,
2024-2025,Derek Forbort,VAN,D,232.0,36.0,,11.0,231.0,49.0,224.0,191.0,237.0,198.0,80.0,53.0,,187.0,Third Pair,54,923.48333333333,2,4,33.0,1992-03-04,USA,USA,76.0,208.0,2010,1,15,15,,
2024-2025,Devon Toews,COL,D,21.0,45.0,48.0,88.0,15.0,29.0,61.0,43.0,5.0,47.0,20.0,193.0,,35.0,First Pair,76,1868.8,10,14,31.0,1994-02-21,CAN,CAN,73.0,191.0,2014,4,18,108,,
2024-2025,Dmitry Kulikov,FLA,D,113.0,119.0,,25.0,71.0,57.0,173.0,182.0,32.0,145.0,104.0,49.0,,183.0,Second Pair,70,1348.7833333333,4,2,34.0,1990-10-29,RUS,RUS,73.0,201.0,2009,1,14,14,,
2024-2025,Dmitry Orlov,CAR,D,40.0,51.0,91.0,18.0,22.0,3.0,44.0,75.0,49.0,90.0,9.0,85.0,,102.0,Second Pair,76,1519.7333333333,6,9,33.0,1991-07-23,RUS,RUS,71.0,214.0,2009,2,25,55,,
2024-2025,Dougie Hamilton,NJD,D,5.0,234.0,49.0,,26.0,144.0,1.0,4.0,25.0,8.0,211.0,146.0,,14.0,Second Pair,64,1270.7666666667,9,14,32.0,1993-06-17,CAN,CAN,78.0,230.0,2011,1,9,9,,
2024-2025,Drew Doughty,LAK,D,96.0,140.0,35.0,153.0,53.0,62.0,120.0,32.0,94.0,96.0,187.0,148.0,,37.0,First Pair,30,724.1,4,3,35.0,1989-12-08,CAN,CAN,73.0,210.0,2008,1,2,2,,
2024-2025,Drew Helleson,ANA,D,146.0,239.0,,,238.0,240.0,113.0,82.0,182.0,120.0,236.0,39.0,,156.0,Third Pair,55,915.66666666667,4,6,24.0,2001-03-26,USA,USA,75.0,190.0,2019,2,16,47,,
2024-2025,Dylan DeMelo,WPG,D,97.0,115.0,,76.0,38.0,66.0,209.0,183.0,37.0,123.0,93.0,67.0,,126.0,Second Pair,82,1765.65,3,7,32.0,1993-05-01,CAN,CAN,72.0,195.0,2011,6,28,179,,
2024-2025,Dylan Samberg,WPG,D,72.0,11.0,,27.0,83.0,17.0,98.0,121.0,172.0,78.0,109.0,119.0,,101.0,Second Pair,60,1268.25,6,10,26.0,1999-01-24,USA,USA,76.0,219.0,2017,2,12,43,,
2024-2025,Egor Zamula,PHI,D,188.0,16.0,79.0,,124.0,34.0,199.0,90.0,105.0,115.0,173.0,199.0,,160.0,Third Pair,63,1040.9166666667,3,5,25.0,2000-03-30,RUS,RUS,75.0,177.0,-,-,-,-,,
2024-2025,Elias Pettersson,VAN,D,180.0,216.0,,,132.0,80.0,146.0,162.0,14.0,220.0,2.0,43.0,,241.0,Fringe,28,359.01666666667,1,1,21.0,2004-02-16,SWE,,74.0,185.0,2022,3,15,80,,
2024-2025,Emil Andrae,PHI,D,157.0,62.0,,,135.0,37.0,95.0,221.0,78.0,153.0,219.0,114.0,,192.0,Third Pair,42,728.48333333333,1,4,23.0,2002-02-23,SWE,,69.0,189.0,2020,2,23,54,,
2024-2025,Emil Lilleberg,TBL,D,214.0,96.0,,,218.0,59.0,202.0,237.0,118.0,113.0,228.0,20.0,,219.0,Third Pair,76,1161.4166666667,1,8,24.0,2001-02-02,NOR,,74.0,192.0,2021,4,11,107,,
2024-2025,Erik Brannstrom,VAN,D,62.0,20.0,,145.0,123.0,44.0,84.0,55.0,12.0,97.0,85.0,162.0,,128.0,Third Pair,28,418.2,3,3,25.0,1999-09-02,SWE,SWE,70.0,185.0,2017,1,15,15,,
2024-2025,Erik Cernak,TBL,D,187.0,143.0,,61.0,131.0,120.0,204.0,193.0,213.0,141.0,151.0,19.0,,173.0,Second Pair,76,1387.8,3,8,28.0,1997-05-28,SVK,SVK,76.0,224.0,2015,2,13,43,,
2024-2025,Erik Gustafsson,DET,D,63.0,142.0,16.0,,77.0,40.0,70.0,108.0,11.0,16.0,114.0,166.0,,122.0,Third Pair,60,978.86666666667,2,12,33.0,1992-03-14,SWE,SWE,72.0,197.0,2012,4,2,93,,
2024-2025,Erik Johnson,"COL, PHI",D,142.0,92.0,,154.0,102.0,110.0,99.0,88.0,160.0,236.0,97.0,22.0,,202.0,Third Pair,36,525.16666666667,2,0,37.0,1988-03-21,USA,USA,76.0,225.0,2006,1,1,1,,
2024-2025,Erik Karlsson,PIT,D,9.0,231.0,11.0,147.0,6.0,188.0,11.0,19.0,35.0,14.0,53.0,231.0,,16.0,First Pair,82,1905.3333333333,11,17,35.0,1990-05-31,SWE,SWE,72.0,190.0,2008,1,15,15,,
2024-2025,Esa Lindell,DAL,D,111.0,57.0,,47.0,116.0,118.0,138.0,115.0,236.0,111.0,18.0,174.0,,66.0,First Pair,80,1774.45,5,12,31.0,1994-05-23,FIN,FIN,75.0,220.0,2012,3,13,74,,
2024-2025,Ethan Del Mastro,CHI,D,230.0,170.0,,,237.0,69.0,226.0,74.0,215.0,107.0,175.0,74.0,,210.0,Second Pair,24,439.41666666667,2,3,22.0,2003-01-15,CAN,CAN,76.0,210.0,2021,4,9,105,,
2024-2025,Evan Bouchard,EDM,D,7.0,29.0,7.0,,1.0,12.0,7.0,11.0,33.0,22.0,19.0,187.0,,6.0,First Pair,81,1923.5833333333,14,14,25.0,1999-10-20,CAN,CAN,75.0,194.0,2018,1,10,10,,
2024-2025,Filip Hronek,VAN,D,60.0,138.0,42.0,78.0,50.0,64.0,83.0,96.0,52.0,41.0,124.0,109.0,,52.0,First Pair,61,1457.55,5,12,27.0,1997-11-02,CZE,CZE,72.0,190.0,2016,2,23,53,,
2024-2025,Gustav Forsling,FLA,D,8.0,103.0,87.0,41.0,7.0,39.0,16.0,29.0,64.0,61.0,35.0,140.0,,43.0,First Pair,80,1835.8166666667,11,10,29.0,1996-06-12,SWE,SWE,72.0,186.0,2014,5,6,126,,
2024-2025,Haydn Fleury,WPG,D,195.0,134.0,,,220.0,121.0,96.0,231.0,200.0,134.0,75.0,76.0,,186.0,Third Pair,39,621.18333333333,0,4,29.0,1996-07-08,CAN,CAN,76.0,208.0,2014,1,7,7,,
2024-2025,Henri Jokiharju,"BOS, BUF",D,131.0,201.0,,149.0,97.0,154.0,144.0,154.0,117.0,180.0,129.0,130.0,,178.0,Third Pair,60,1069.55,3,3,26.0,1999-06-17,FIN,FIN,72.0,200.0,2017,1,29,29,,
2024-2025,Henry Thrun,SJS,D,235.0,241.0,,109.0,224.0,238.0,214.0,173.0,163.0,214.0,171.0,181.0,,190.0,Third Pair,60,1050.8166666667,2,2,24.0,2001-03-12,USA,USA,74.0,190.0,2019,4,8,101,,
2024-2025,Ian Cole,UTA,D,158.0,24.0,,49.0,63.0,47.0,210.0,225.0,179.0,192.0,222.0,98.0,,127.0,Second Pair,82,1663.1333333333,1,8,36.0,1989-02-21,USA,USA,73.0,225.0,2007,1,18,18,,
2024-2025,Ilya Lyubushkin,DAL,D,217.0,137.0,,82.0,142.0,186.0,233.0,233.0,198.0,204.0,176.0,50.0,,176.0,Third Pair,80,1390.95,1,4,31.0,1994-04-06,RUS,RUS,74.0,200.0,-,-,-,-,,
2024-2025,Isaiah George,NYI,D,227.0,219.0,,,210.0,192.0,193.0,197.0,89.0,240.0,212.0,207.0,,226.0,Third Pair,33,516.33333333333,1,0,21.0,2004-02-15,CAN,,73.0,196.0,2022,4,1,98,,
2024-2025,Ivan Provorov,CBJ,D,163.0,222.0,46.0,89.0,160.0,194.0,160.0,111.0,136.0,89.0,22.0,203.0,,68.0,First Pair,82,1915.0166666667,7,12,28.0,1997-01-13,RUS,RUS,73.0,201.0,2015,1,7,7,,
2024-2025,Jaccob Slavin,CAR,D,20.0,4.0,,6.0,4.0,6.0,63.0,97.0,22.0,94.0,7.0,229.0,,62.0,Second Pair,80,1725.8166666667,6,7,31.0,1994-05-01,USA,USA,75.0,207.0,2012,4,29,120,,
2024-2025,Jack Johnson,CBJ,D,206.0,210.0,,75.0,192.0,217.0,178.0,223.0,187.0,163.0,39.0,131.0,,221.0,Fringe,41,527.73333333333,0,2,38.0,1987-01-13,USA,USA,73.0,227.0,2005,1,3,3,,
2024-2025,Jack Thompson,SJS,D,51.0,160.0,,,199.0,212.0,59.0,12.0,104.0,67.0,230.0,211.0,,90.0,Third Pair,31,489.5,4,4,23.0,2002-03-19,CAN,,73.0,178.0,2020,3,31,93,,
2024-2025,Jackson LaCombe,ANA,D,112.0,184.0,66.0,106.0,187.0,215.0,158.0,50.0,223.0,51.0,154.0,168.0,,61.0,First Pair,74,1672.55,14,18,24.0,2001-01-09,USA,USA,73.0,171.0,2019,2,8,39,,
2024-2025,Jacob Bernard-Docker,"BUF, OTT",D,154.0,23.0,,159.0,191.0,125.0,174.0,102.0,72.0,129.0,179.0,123.0,,162.0,Third Pair,40,544.6,2,3,25.0,2000-06-30,CAN,CAN,72.0,190.0,2018,1,26,26,,
2024-2025,Jacob Bryson,BUF,D,220.0,149.0,,,194.0,156.0,241.0,230.0,186.0,93.0,51.0,201.0,,230.0,Third Pair,48,690.83333333333,0,5,27.0,1997-11-18,CAN,CAN,69.0,176.0,2017,4,6,99,,
2024-2025,Jacob Moverare,LAK,D,170.0,2.0,,,74.0,21.0,203.0,142.0,195.0,228.0,206.0,141.0,,236.0,Fringe,49,581.08333333333,1,2,26.0,1998-08-31,SWE,SWE,75.0,210.0,2016,4,21,112,,
2024-2025,Jacob Trouba,"ANA, NYR",D,82.0,83.0,88.0,43.0,130.0,226.0,53.0,205.0,143.0,76.0,150.0,23.0,,49.0,Second Pair,76,1579.9,1,11,31.0,1994-02-26,USA,USA,75.0,203.0,2012,1,9,9,,
2024-2025,Jake Bean,CGY,D,122.0,141.0,,158.0,115.0,150.0,92.0,151.0,106.0,203.0,153.0,214.0,,205.0,Third Pair,64,965.7,2,2,27.0,1998-06-09,CAN,CAN,73.0,196.0,2016,1,13,13,,
2024-2025,Jake Christiansen,CBJ,D,223.0,212.0,,,222.0,209.0,112.0,235.0,116.0,155.0,46.0,132.0,,223.0,Fringe,68,852.71666666667,1,4,25.0,1999-09-12,CAN,CAN,72.0,193.0,-,-,-,-,,
2024-2025,Jake McCabe,TOR,D,90.0,64.0,,56.0,87.0,90.0,188.0,130.0,217.0,86.0,76.0,30.0,,76.0,Second Pair,66,1419.8333333333,2,10,31.0,1993-10-12,USA,USA,73.0,204.0,2012,2,14,44,,
2024-2025,Jake Middleton,MIN,D,123.0,47.0,,69.0,189.0,139.0,149.0,56.0,152.0,142.0,59.0,73.0,,64.0,Second Pair,67,1465.5833333333,8,7,29.0,1996-01-02,CAN,CAN,75.0,219.0,2014,7,30,210,,
2024-2025,Jake Sanderson,OTT,D,67.0,56.0,18.0,67.0,62.0,76.0,35.0,47.0,175.0,37.0,13.0,220.0,,17.0,First Pair,80,1955.3666666667,11,20,23.0,2002-07-08,USA,USA,75.0,195.0,2020,1,5,5,,
2024-2025,Jake Walman,"EDM, SJS",D,30.0,131.0,65.0,80.0,96.0,223.0,14.0,17.0,208.0,74.0,91.0,163.0,,23.0,First Pair,65,1480.1333333333,7,16,29.0,1996-02-20,CAN,CAN,74.0,215.0,2014,3,22,82,,
2024-2025,Jakob Chychrun,WSH,D,27.0,157.0,8.0,,89.0,146.0,6.0,2.0,44.0,44.0,197.0,152.0,,15.0,Second Pair,74,1558.75,20,15,27.0,1998-03-31,USA,USA,74.0,220.0,2016,1,16,16,,
2024-2025,Jalen Chatfield,CAR,D,26.0,15.0,,122.0,12.0,1.0,51.0,35.0,27.0,188.0,135.0,127.0,,152.0,Second Pair,79,1491.35,7,4,29.0,1996-05-15,USA,USA,73.0,188.0,-,-,-,-,,
2024-2025,Jamie Drysdale,PHI,D,128.0,180.0,55.0,,95.0,196.0,121.0,60.0,28.0,159.0,149.0,208.0,,118.0,Second Pair,70,1394.1833333333,7,5,23.0,2002-04-08,CAN,CAN,71.0,183.0,2020,1,6,6,,
2024-2025,Jamie Oleksiak,SEA,D,167.0,87.0,,83.0,164.0,171.0,189.0,147.0,238.0,183.0,94.0,111.0,,113.0,Second Pair,82,1539.65,4,8,32.0,1992-12-21,CAN,CAN,79.0,257.0,2011,1,14,14,,
2024-2025,Jan Rutta,SJS,D,208.0,224.0,,94.0,223.0,224.0,140.0,104.0,210.0,205.0,190.0,128.0,,142.0,Third Pair,54,931.83333333333,3,2,34.0,1990-07-29,CZE,CZE,75.0,204.0,-,-,-,-,,
2024-2025,Janis Moser,TBL,D,159.0,164.0,,130.0,127.0,149.0,201.0,168.0,196.0,170.0,174.0,150.0,,145.0,Second Pair,54,1018.05,2,4,,,,,,,,,,,,
2024-2025,Jared Spurgeon,MIN,D,68.0,5.0,56.0,157.0,152.0,30.0,64.0,39.0,153.0,70.0,121.0,176.0,,42.0,Second Pair,66,1349.7666666667,7,11,35.0,1989-11-29,CAN,CAN,69.0,166.0,2008,6,5,156,,
2024-2025,Jayden Struble,MTL,D,144.0,192.0,,,129.0,179.0,163.0,143.0,84.0,157.0,221.0,16.0,,214.0,Third Pair,56,837.45,2,5,23.0,2001-09-08,USA,,72.0,202.0,2019,2,15,46,,
