Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2014-2015,Connor Murphy,ARI,D,140.0,116.0,,145.0,153.0,158.0,156.0,141.0,82.0,180.0,89.0,73.0,,165.0,Third Pair,73,1226.45,4,1,32,1993-03-26,USA,USA,76,212,2011,1,20,20
2014-2015,Dalton Prout,CBJ,D,200.0,63.0,,121.0,190.0,79.0,166.0,200.0,200.0,196.0,69.0,33.0,,191.0,Second Pair,63,1160.1666666667,0,4,35,1990-03-13,CAN,CAN,75,215,2010,6,4,154
2014-2015,Damon Severson,NJD,D,164.0,195.0,91.0,,202.0,93.0,71.0,74.0,208.0,205.0,219.0,228.0,,121.0,Second Pair,51,1120.1166666667,5,2,30,1994-08-07,CAN,CAN,74,205,2012,2,30,60
2014-2015,Dan Boyle,NYR,D,51.0,60.0,19.0,168.0,14.0,55.0,35.0,18.0,15.0,96.0,60.0,198.0,,47.0,Second Pair,65,1315.8833333333,9,3,48,1976-07-12,CAN,CAN,71,194,-,-,-,-
2014-2015,Dan Girardi,NYR,D,110.0,123.0,68.0,28.0,39.0,188.0,145.0,148.0,196.0,140.0,28.0,55.0,,59.0,First Pair,82,1860.75,4,9,41,1984-04-29,CAN,CAN,73,212,-,-,-,-
2014-2015,Dan Hamhuis,VAN,D,75.0,144.0,65.0,42.0,101.0,111.0,98.0,175.0,155.0,40.0,30.0,142.0,,73.0,Second Pair,59,1270.3666666667,1,10,42,1982-12-13,CAN,CAN,73,204,2001,1,12,12
2014-2015,Danny DeKeyser,DET,D,182.0,53.0,80.0,97.0,191.0,28.0,163.0,172.0,92.0,89.0,123.0,172.0,,96.0,Second Pair,80,1674.2,2,10,35,1990-03-07,USA,USA,75,183,-,-,-,-
2014-2015,David Rundblad,CHI,D,8.0,156.0,,,32.0,103.0,43.0,64.0,3.0,19.0,175.0,197.0,,188.0,Fringe,49,627.16666666667,3,7,34,1990-10-08,SWE,SWE,74,187,2009,1,17,17
2014-2015,David Savard,CBJ,D,174.0,121.0,103.0,106.0,195.0,101.0,172.0,56.0,176.0,134.0,210.0,52.0,,118.0,First Pair,82,1881.4,11,10,34,1990-10-22,CAN,CAN,73,235,2009,4,3,94
2014-2015,David Schlemko,"ARI, CGY, DAL",D,109.0,54.0,130.0,143.0,49.0,152.0,90.0,193.0,54.0,203.0,153.0,107.0,,138.0,Third Pair,44,674.56666666667,1,0,38,1987-05-07,CAN,CAN,73,191,-,-,-,-
2014-2015,Dennis Seidenberg,BOS,D,118.0,98.0,128.0,5.0,119.0,112.0,125.0,173.0,162.0,153.0,84.0,64.0,,78.0,First Pair,82,1812.2666666667,3,3,43,1981-07-18,DEU,DEU,72,199,2001,6,7,172
2014-2015,Dennis Wideman,CGY,D,89.0,186.0,20.0,129.0,167.0,216.0,30.0,34.0,16.0,48.0,5.0,160.0,,11.0,First Pair,80,1971.4,15,15,42,1983-03-20,CAN,CAN,72,202,2002,8,12,241
2014-2015,Derrick Pouliot,PIT,D,171.0,196.0,86.0,,179.0,129.0,52.0,117.0,18.0,123.0,124.0,223.0,,181.0,Third Pair,34,596.58333333333,2,3,31,1994-01-16,CAN,CAN,72,196,2012,1,8,8
2014-2015,Deryk Engelland,CGY,D,187.0,84.0,,126.0,217.0,164.0,155.0,79.0,152.0,202.0,102.0,24.0,,177.0,Third Pair,76,1093.1833333333,2,3,43,1982-04-03,CAN,CAN,74,212,2000,6,27,194
2014-2015,Dion Phaneuf,TOR,D,111.0,226.0,43.0,87.0,174.0,228.0,61.0,97.0,228.0,39.0,115.0,42.0,,29.0,First Pair,70,1660.2333333333,3,14,40,1985-04-10,CAN,CAN,75,222,2003,1,9,9
2014-2015,Dmitry Kulikov,FLA,D,157.0,133.0,58.0,81.0,100.0,99.0,131.0,106.0,163.0,144.0,94.0,88.0,,102.0,Second Pair,73,1555.7333333333,3,7,34,1990-10-29,RUS,RUS,73,201,2009,1,14,14
2014-2015,Dougie Hamilton,BOS,D,16.0,128.0,7.0,157.0,37.0,45.0,10.0,26.0,114.0,42.0,166.0,111.0,,43.0,Second Pair,72,1536.1833333333,10,11,32,1993-06-17,CAN,CAN,78,230,2011,1,9,9
2014-2015,Drew Doughty,LAK,D,33.0,88.0,34.0,60.0,35.0,19.0,32.0,81.0,93.0,25.0,116.0,93.0,,22.0,First Pair,82,2377.6666666667,7,21,35,1989-12-08,CAN,CAN,73,210,2008,1,2,2
2014-2015,Duncan Keith,CHI,D,14.0,134.0,26.0,61.0,5.0,82.0,37.0,78.0,30.0,15.0,73.0,231.0,,17.0,First Pair,80,2045.1166666667,10,19,41,1983-07-16,CAN,CAN,73,192,2002,2,24,54
2014-2015,Dustin Byfuglien,WPG,D,5.0,200.0,4.0,117.0,112.0,134.0,3.0,2.0,75.0,30.0,189.0,37.0,,6.0,First Pair,69,1565.4666666667,18,8,40,1985-03-27,USA,USA,77,260,2003,8,16,245
2014-2015,Dylan Olsen,FLA,D,74.0,74.0,,148.0,143.0,107.0,102.0,96.0,118.0,129.0,130.0,35.0,,163.0,Third Pair,44,699.73333333333,2,2,34,1991-01-03,USA,CAN,74,223,2009,1,28,28
2014-2015,Eric Brewer,"ANA, TBL, TOR",D,133.0,124.0,,91.0,168.0,139.0,178.0,92.0,189.0,126.0,213.0,54.0,,139.0,Second Pair,44,822.13333333333,3,3,46,1979-04-17,CAN,CAN,76,216,1997,1,5,5
2014-2015,Eric Gelinas,NJD,D,96.0,135.0,74.0,,214.0,59.0,7.0,31.0,6.0,12.0,206.0,80.0,,84.0,Third Pair,61,1004.1166666667,6,10,34,1991-05-08,CAN,CAN,76,215,2009,2,24,54
2014-2015,Eric Gryba,OTT,D,127.0,208.0,,47.0,132.0,126.0,143.0,199.0,207.0,141.0,191.0,13.0,,206.0,Third Pair,75,1174.1166666667,0,7,37,1988-04-14,CAN,CAN,76,222,2006,3,5,68
2014-2015,Erik Gudbranson,FLA,D,117.0,151.0,112.0,71.0,123.0,120.0,66.0,146.0,150.0,221.0,96.0,19.0,,161.0,Second Pair,76,1414.9666666667,4,1,33,1992-01-07,CAN,CAN,77,222,2010,1,3,3
2014-2015,Erik Johnson,COL,D,50.0,187.0,45.0,13.0,135.0,213.0,33.0,19.0,198.0,79.0,105.0,96.0,,21.0,First Pair,47,1147.7166666667,12,5,37,1988-03-21,USA,USA,76,225,2006,1,1,1
2014-2015,Erik Karlsson,OTT,D,2.0,182.0,17.0,162.0,18.0,106.0,2.0,3.0,60.0,3.0,14.0,175.0,,1.0,First Pair,82,2234.9166666667,21,25,35,1990-05-31,SWE,SWE,72,190,2008,1,15,15
2014-2015,Fedor Tyutin,CBJ,D,191.0,99.0,110.0,56.0,207.0,76.0,191.0,134.0,188.0,114.0,169.0,108.0,,107.0,Second Pair,67,1334.9,3,4,41,1983-07-19,RUS,RUS,74,221,2001,2,10,40
2014-2015,Francois Beauchemin,ANA,D,63.0,122.0,48.0,64.0,55.0,159.0,104.0,37.0,108.0,158.0,128.0,104.0,,45.0,First Pair,64,1455.3,11,4,45,1980-06-04,CAN,CAN,71,208,1998,3,17,75
2014-2015,Grant Clitsome,WPG,D,57.0,185.0,123.0,167.0,33.0,109.0,128.0,177.0,91.0,51.0,154.0,62.0,,158.0,Third Pair,24,392.75,0,3,40,1985-04-14,CAN,CAN,71,211,2004,9,13,271
2014-2015,Hampus Lindholm,ANA,D,35.0,218.0,78.0,156.0,40.0,160.0,116.0,82.0,130.0,27.0,159.0,194.0,,105.0,Second Pair,78,1697.3,7,15,31,1994-01-20,SWE,SWE,76,215,2012,1,6,6
2014-2015,Ian Cole,"PIT, STL",D,113.0,2.0,,,96.0,14.0,119.0,86.0,73.0,161.0,103.0,151.0,,154.0,Third Pair,74,1182.7,5,4,36,1989-02-21,USA,USA,73,225,2007,1,18,18
2014-2015,Jack Hillen,"CAR, WSH",D,80.0,69.0,,,152.0,137.0,140.0,102.0,51.0,86.0,192.0,150.0,,156.0,Fringe,38,488.7,0,1,39,1986-01-24,USA,USA,70,190,-,-,-,-
2014-2015,Jack Johnson,CBJ,D,166.0,118.0,36.0,68.0,188.0,114.0,82.0,89.0,190.0,85.0,76.0,89.0,,32.0,First Pair,79,1909.1,8,11,38,1987-01-13,USA,USA,73,227,2005,1,3,3
2014-2015,Jacob Trouba,WPG,D,49.0,178.0,82.0,107.0,71.0,154.0,51.0,41.0,154.0,82.0,90.0,123.0,,38.0,First Pair,65,1515.5666666667,7,8,31,1994-02-26,USA,USA,75,203,2012,1,9,9
2014-2015,Jake Gardiner,TOR,D,124.0,203.0,98.0,,128.0,177.0,106.0,104.0,201.0,88.0,21.0,131.0,,97.0,Second Pair,79,1656.9166666667,4,7,35,1990-07-04,USA,USA,74,203,2008,1,17,17
2014-2015,Jake Muzzin,LAK,D,7.0,16.0,31.0,139.0,12.0,1.0,13.0,39.0,35.0,38.0,75.0,49.0,,39.0,First Pair,76,1725.1833333333,10,12,36,1989-02-21,CAN,CAN,75,227,2007,5,20,141
2014-2015,Jakub Kindl,DET,D,55.0,73.0,27.0,,82.0,10.0,31.0,33.0,1.0,78.0,161.0,136.0,,111.0,Third Pair,35,556.88333333333,5,3,38,1987-02-10,CZE,CZE,75,199,2005,1,19,19
2014-2015,James Wisniewski,"ANA, CBJ",D,56.0,150.0,13.0,21.0,72.0,119.0,23.0,44.0,136.0,14.0,51.0,102.0,,26.0,Second Pair,69,1462.1333333333,8,13,41,1984-02-21,USA,USA,71,203,2002,5,25,156
2014-2015,Jamie McBain,LAK,D,82.0,114.0,116.0,166.0,64.0,171.0,110.0,24.0,20.0,143.0,35.0,174.0,,120.0,Fringe,26,329.86666666667,3,1,37,1988-02-25,USA,USA,73,195,2006,2,33,63
2014-2015,Jamie Oleksiak,DAL,D,154.0,210.0,,,140.0,207.0,141.0,204.0,10.0,132.0,80.0,20.0,,207.0,Third Pair,36,482.36666666667,1,2,32,1992-12-21,CAN,CAN,79,257,2011,1,14,14
2014-2015,Jan Hejda,COL,D,197.0,181.0,,65.0,194.0,203.0,195.0,185.0,213.0,197.0,162.0,63.0,,134.0,Second Pair,81,1672.95,1,4,47,1978-06-18,CZE,CZE,76,230,2003,4,5,106
2014-2015,Jared Cowen,OTT,D,136.0,201.0,,101.0,77.0,187.0,202.0,90.0,181.0,201.0,204.0,17.0,,172.0,Second Pair,54,979.78333333333,3,2,34,1991-01-25,CAN,CAN,77,238,2009,1,9,9
2014-2015,Jared Spurgeon,MIN,D,47.0,15.0,33.0,4.0,41.0,16.0,76.0,48.0,37.0,54.0,8.0,183.0,,46.0,First Pair,66,1493.1,9,9,35,1989-11-29,CAN,CAN,69,166,2008,6,5,156
2014-2015,Jason Demers,"DAL, SJS",D,38.0,81.0,97.0,114.0,16.0,51.0,93.0,107.0,144.0,65.0,87.0,112.0,,104.0,Second Pair,81,1549.2,5,8,37,1988-06-09,CAN,CAN,73,195,2008,7,5,186
2014-2015,Jason Garrison,TBL,D,52.0,67.0,35.0,55.0,66.0,69.0,36.0,73.0,129.0,33.0,135.0,192.0,,48.0,Second Pair,70,1400.6833333333,4,9,40,1984-11-13,CAN,CAN,73,218,-,-,-,-
2014-2015,Jay Bouwmeester,STL,D,97.0,104.0,57.0,50.0,73.0,71.0,126.0,152.0,89.0,84.0,83.0,210.0,,81.0,First Pair,72,1631.8833333333,2,6,41,1983-09-27,CAN,CAN,76,206,2002,1,3,3
2014-2015,Jay Harrison,"CAR, WPG",D,87.0,211.0,121.0,135.0,59.0,218.0,86.0,99.0,41.0,135.0,215.0,50.0,,144.0,Third Pair,55,876.28333333333,3,4,42,1982-11-03,CAN,CAN,76,188,2001,3,19,82
2014-2015,Jeff Petry,"EDM, MTL",D,105.0,213.0,99.0,77.0,186.0,194.0,101.0,75.0,191.0,119.0,92.0,68.0,,88.0,Second Pair,78,1657.45,7,10,37,1987-12-09,USA,USA,75,209,2006,2,15,45
2014-2015,John Carlson,WSH,D,15.0,87.0,1.0,86.0,84.0,136.0,24.0,35.0,143.0,17.0,38.0,188.0,,8.0,First Pair,82,1891.9666666667,12,24,35,1990-01-10,USA,USA,75,215,2008,1,27,27
2014-2015,John Klingberg,DAL,D,6.0,199.0,87.0,,10.0,168.0,112.0,17.0,216.0,8.0,152.0,191.0,,52.0,Second Pair,65,1419.7,11,18,32,1992-08-14,SWE,SWE,75,190,2010,5,11,131
2014-2015,John Moore,"ARI, NYR",D,67.0,170.0,96.0,,70.0,135.0,40.0,137.0,2.0,103.0,42.0,99.0,,171.0,Third Pair,57,929.48333333333,2,3,34,1990-11-19,USA,USA,75,207,2009,1,21,21
2014-2015,John-Michael Liles,CAR,D,95.0,32.0,47.0,,53.0,67.0,72.0,150.0,52.0,71.0,4.0,124.0,,75.0,Second Pair,57,1091.4833333333,2,6,44,1980-11-25,USA,USA,70,185,2000,5,29,159
2014-2015,Johnny Boychuk,NYI,D,4.0,31.0,102.0,44.0,2.0,91.0,16.0,70.0,142.0,44.0,41.0,65.0,,25.0,Second Pair,72,1561.0,9,13,41,1984-01-19,CAN,CAN,74,227,2002,2,31,61
2014-2015,Johnny Oduya,CHI,D,148.0,39.0,,30.0,103.0,38.0,176.0,176.0,100.0,178.0,68.0,189.0,,150.0,Second Pair,76,1541.7333333333,2,5,43,1981-10-01,SWE,SWE,72,191,2001,7,25,221
2014-2015,Jon Merrill,NJD,D,223.0,97.0,84.0,138.0,219.0,47.0,217.0,186.0,87.0,159.0,107.0,195.0,,203.0,Second Pair,66,1356.5833333333,2,4,33,1992-02-03,USA,USA,75,204,2010,2,8,38
2014-2015,Jonas Brodin,MIN,D,209.0,7.0,70.0,46.0,181.0,5.0,194.0,128.0,102.0,210.0,16.0,230.0,,109.0,First Pair,71,1716.3,3,4,31,1993-07-12,SWE,SWE,74,196,2011,1,10,10
2014-2015,Jonathan Ericsson,DET,D,142.0,164.0,,80.0,129.0,48.0,174.0,180.0,84.0,131.0,171.0,91.0,,197.0,Second Pair,82,1605.6,3,8,41,1984-03-02,SWE,SWE,76,218,2002,9,31,291
2014-2015,Jordan Leopold,"CBJ, MIN, STL",D,196.0,26.0,127.0,171.0,220.0,35.0,87.0,165.0,46.0,128.0,57.0,180.0,,176.0,Third Pair,43,641.68333333333,1,2,44,1980-08-03,USA,USA,73,206,1999,2,16,44
2014-2015,Jordie Benn,DAL,D,70.0,79.0,124.0,59.0,21.0,102.0,133.0,179.0,140.0,100.0,125.0,106.0,,136.0,Second Pair,73,1318.8,2,7,37,1987-07-26,CAN,CAN,74,201,-,-,-,-
2014-2015,Josh Gorges,BUF,D,230.0,61.0,,12.0,226.0,195.0,231.0,217.0,231.0,186.0,45.0,114.0,,85.0,First Pair,46,1028.7166666667,0,1,40,1984-08-14,CAN,CAN,73,204,-,-,-,-
2014-2015,Josh Manson,ANA,D,176.0,202.0,,,30.0,133.0,198.0,228.0,167.0,219.0,231.0,82.0,,230.0,Second Pair,28,516.15,0,1,33,1991-10-07,USA,CAN,75,218,2011,6,9,160
2014-2015,Justin Braun,SJS,D,84.0,51.0,115.0,41.0,38.0,75.0,107.0,201.0,166.0,110.0,36.0,148.0,,87.0,Second Pair,70,1472.25,1,8,38,1987-02-10,USA,USA,74,205,2007,7,20,201
