Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2021-2022,Alexandre Carrier,NSH,D,176.0,46.0,79.0,147.0,195.0,59.0,146.0,186.0,209.0,125.0,79.0,142.0,,102.0,Second Pair,77,1615.55,3,13,28,1996-10-08,CAN,CAN,71,174,2015,4,24,115
2021-2022,Andrej Sekera,DAL,D,205.0,95.0,,141.0,209.0,61.0,194.0,123.0,161.0,222.0,163.0,172.0,,215.0,Third Pair,32,438.86666666667,1,1,39,1986-06-08,SVK,SVK,72,200,2004,3,6,71
2021-2022,Andrej Sustr,"ANA, TBL",D,218.0,212.0,,,228.0,217.0,225.0,206.0,185.0,197.0,231.0,170.0,,231.0,Third Pair,38,559.48333333333,1,2,34,1990-11-29,CZE,CZE,79,217,-,-,-,-
2021-2022,Andrew Peeke,CBJ,D,210.0,44.0,,155.0,185.0,80.0,177.0,184.0,206.0,223.0,132.0,66.0,,175.0,Second Pair,82,1759.8166666667,2,4,27,1998-03-17,USA,USA,75,210,2016,2,4,34
2021-2022,Andy Greene,NYI,D,217.0,81.0,,14.0,192.0,198.0,221.0,215.0,79.0,205.0,72.0,207.0,,150.0,Third Pair,69,1201.3833333333,2,5,42,1982-10-30,USA,USA,71,190,-,-,-,-
2021-2022,Anton Stralman,ARI,D,144.0,192.0,,80.0,179.0,194.0,184.0,56.0,192.0,172.0,42.0,149.0,,128.0,Second Pair,74,1577.6333333333,8,7,38,1986-08-01,SWE,SWE,71,193,2005,7,22,216
2021-2022,Artem Zub,OTT,D,161.0,128.0,,96.0,162.0,152.0,223.0,102.0,183.0,152.0,230.0,61.0,,124.0,Second Pair,81,1704.2333333333,6,6,29,1995-10-03,RUS,RUS,74,200,-,-,-,-
2021-2022,Ben Chiarot,"FLA, MTL",D,58.0,147.0,85.0,85.0,56.0,136.0,75.0,86.0,144.0,128.0,228.0,59.0,,65.0,First Pair,74,1690.8166666667,9,11,34,1991-05-09,CAN,CAN,75,232,2009,4,29,120
2021-2022,Ben Hutton,VGK,D,83.0,104.0,,145.0,97.0,127.0,76.0,138.0,157.0,158.0,77.0,145.0,,145.0,Third Pair,58,897.0,3,6,32,1993-04-20,CAN,CAN,75,201,2012,5,26,147
2021-2022,Bowen Byram,COL,D,71.0,100.0,,,52.0,62.0,117.0,65.0,18.0,86.0,235.0,56.0,,132.0,Second Pair,30,564.23333333333,5,6,24,2001-06-13,CAN,CAN,73,190,2019,1,4,4
2021-2022,Brad Hunt,VAN,D,46.0,115.0,91.0,,89.0,124.0,36.0,28.0,65.0,39.0,127.0,233.0,,113.0,Third Pair,50,762.65,3,8,36,1988-08-24,CAN,CAN,69,177,-,-,-,-
2021-2022,Braden Schneider,NYR,D,238.0,184.0,,,242.0,204.0,241.0,133.0,131.0,166.0,101.0,90.0,,208.0,Third Pair,43,665.48333333333,2,3,23,2001-09-20,CAN,CAN,75,208,2020,1,19,19
2021-2022,Brady Skjei,CAR,D,14.0,145.0,,8.0,30.0,119.0,31.0,67.0,109.0,108.0,202.0,131.0,,67.0,Second Pair,82,1733.6666666667,9,16,31,1994-03-26,USA,USA,75,210,2012,1,28,28
2021-2022,Brandon Carlo,BOS,D,89.0,18.0,,4.0,106.0,12.0,95.0,59.0,120.0,230.0,110.0,78.0,,115.0,Second Pair,79,1556.5333333333,6,5,28,1996-11-26,USA,USA,78,218,2015,2,7,37
2021-2022,Brandon Montour,FLA,D,27.0,134.0,77.0,158.0,41.0,125.0,37.0,21.0,5.0,77.0,188.0,153.0,,69.0,Third Pair,81,1450.3666666667,11,10,31,1994-04-11,CAN,CAN,72,194,2014,2,25,55
2021-2022,Brayden McNabb,VGK,D,145.0,19.0,,39.0,57.0,77.0,169.0,170.0,116.0,202.0,111.0,35.0,,98.0,Second Pair,69,1359.3,3,5,34,1991-01-21,CAN,CAN,76,215,2009,3,5,66
2021-2022,Brendan Smith,CAR,D,67.0,114.0,,143.0,118.0,92.0,72.0,25.0,34.0,177.0,115.0,30.0,,185.0,Third Pair,45,626.31666666667,4,2,36,1989-02-08,CAN,CAN,74,200,2007,1,27,27
2021-2022,Brenden Dillon,WPG,D,143.0,148.0,,57.0,66.0,148.0,193.0,198.0,55.0,142.0,213.0,21.0,,154.0,Second Pair,79,1487.7833333333,3,5,34,1990-11-13,CAN,CAN,76,224,-,-,-,-
2021-2022,Brent Burns,SJS,D,37.0,220.0,6.0,86.0,73.0,210.0,24.0,47.0,168.0,17.0,168.0,221.0,,19.0,First Pair,82,2144.0333333333,10,25,40,1985-03-09,CAN,CAN,77,230,2003,1,20,20
2021-2022,Brett Kulak,"EDM, MTL",D,95.0,55.0,,153.0,74.0,21.0,106.0,127.0,90.0,129.0,159.0,130.0,,161.0,Third Pair,74,1313.85,5,7,31,1994-01-06,CAN,CAN,73,197,2012,4,14,105
2021-2022,Brett Pesce,CAR,D,19.0,65.0,93.0,2.0,12.0,101.0,62.0,87.0,126.0,49.0,33.0,230.0,,53.0,Second Pair,70,1519.05,7,10,30,1994-11-15,USA,USA,75,206,2013,3,5,66
2021-2022,Brian Dumoulin,PIT,D,148.0,42.0,,9.0,71.0,68.0,192.0,136.0,27.0,182.0,63.0,136.0,,105.0,Second Pair,76,1658.1666666667,3,4,33,1991-09-06,USA,USA,76,207,2009,2,21,51
2021-2022,Cal Foote,TBL,D,132.0,133.0,,,127.0,126.0,110.0,164.0,30.0,179.0,207.0,50.0,,227.0,Third Pair,56,733.83333333333,2,4,26,1998-12-13,USA,USA,77,224,2017,1,14,14
2021-2022,Cale Makar,COL,D,2.0,20.0,1.0,163.0,5.0,10.0,9.0,1.0,4.0,1.0,9.0,177.0,,2.0,First Pair,77,1976.4333333333,28,29,26,1998-10-30,CAN,CAN,71,187,2017,1,4,4
2021-2022,Caleb Jones,CHI,D,179.0,97.0,,,216.0,82.0,168.0,85.0,142.0,143.0,22.0,100.0,,176.0,Third Pair,51,852.56666666667,5,3,28,1997-06-06,USA,USA,73,194,2015,4,26,117
2021-2022,Calvin de Haan,CHI,D,160.0,33.0,,38.0,178.0,150.0,98.0,168.0,152.0,207.0,68.0,36.0,,82.0,Second Pair,69,1308.0833333333,4,2,34,1991-05-09,CAN,CAN,73,195,2009,1,12,12
2021-2022,Cam Dineen,ARI,D,141.0,208.0,,,221.0,229.0,43.0,242.0,143.0,130.0,28.0,200.0,,152.0,Third Pair,34,531.71666666667,0,3,27,1998-06-19,USA,USA,71,188,2016,3,7,68
2021-2022,Cam Fowler,ANA,D,126.0,140.0,20.0,127.0,101.0,110.0,131.0,49.0,162.0,81.0,93.0,234.0,,58.0,First Pair,76,1854.1,9,16,33,1991-12-05,CAN,USA,74,215,2010,1,12,12
2021-2022,Cam York,PHI,D,170.0,116.0,63.0,,154.0,174.0,190.0,51.0,173.0,58.0,100.0,213.0,,118.0,Second Pair,30,572.43333333333,3,5,24,2001-01-05,USA,USA,71,175,2019,1,14,14
2021-2022,Carson Soucy,SEA,D,90.0,35.0,,33.0,210.0,34.0,127.0,24.0,218.0,65.0,226.0,55.0,,117.0,Third Pair,64,1130.2333333333,10,7,30,1994-07-27,CAN,CAN,77,208,2013,5,16,137
2021-2022,Casey Fitzgerald,BUF,D,207.0,202.0,,,204.0,173.0,170.0,239.0,28.0,170.0,64.0,26.0,,213.0,Third Pair,36,604.16666666667,0,3,28,1997-02-25,USA,USA,71,188,2016,3,25,86
2021-2022,Chad Ruhwedel,PIT,D,136.0,4.0,,137.0,98.0,2.0,132.0,171.0,93.0,212.0,190.0,31.0,,202.0,Third Pair,78,1195.7833333333,4,3,35,1990-05-07,USA,USA,71,191,-,-,-,-
2021-2022,Charlie McAvoy,BOS,D,34.0,5.0,38.0,18.0,2.0,3.0,103.0,62.0,75.0,30.0,107.0,99.0,,21.0,First Pair,78,1923.4833333333,10,16,27,1997-12-21,USA,USA,73,209,2016,1,14,14
2021-2022,Chris Tanev,CGY,D,115.0,7.0,,16.0,40.0,9.0,222.0,141.0,166.0,145.0,35.0,220.0,,94.0,Second Pair,82,1677.25,6,11,35,1989-12-20,CAN,CAN,74,193,-,-,-,-
2021-2022,Chris Wideman,MTL,D,73.0,233.0,64.0,,115.0,207.0,116.0,89.0,36.0,16.0,238.0,154.0,,135.0,Third Pair,64,952.06666666667,4,12,35,1990-01-07,USA,USA,70,181,2009,4,9,100
2021-2022,Cody Ceci,EDM,D,114.0,72.0,,72.0,99.0,78.0,176.0,114.0,128.0,154.0,78.0,106.0,,107.0,Second Pair,78,1629.9166666667,5,7,31,1993-12-21,CAN,CAN,74,210,2012,1,15,15
2021-2022,Colin Miller,BUF,D,162.0,80.0,84.0,,205.0,57.0,112.0,113.0,89.0,73.0,91.0,73.0,,116.0,Second Pair,38,721.31666666667,2,7,32,1992-10-29,CAN,CAN,73,200,2012,5,30,151
2021-2022,Colton Parayko,STL,D,149.0,60.0,,34.0,225.0,128.0,93.0,95.0,204.0,106.0,31.0,176.0,,40.0,First Pair,80,1883.6,6,10,32,1993-05-12,CAN,CAN,78,228,2012,3,25,86
2021-2022,Colton White,NJD,D,209.0,237.0,,,121.0,202.0,215.0,241.0,208.0,194.0,225.0,133.0,,240.0,Third Pair,27,357.63333333333,0,1,28,1997-05-03,CAN,CAN,73,187,2015,4,6,97
2021-2022,Connor Clifton,BOS,D,181.0,10.0,,114.0,181.0,13.0,140.0,173.0,159.0,221.0,94.0,16.0,,191.0,Third Pair,60,962.56666666667,2,3,30,1995-04-28,USA,USA,71,190,2013,5,12,133
2021-2022,Connor Murphy,CHI,D,198.0,29.0,,44.0,215.0,145.0,148.0,110.0,229.0,193.0,60.0,48.0,,56.0,Second Pair,57,1240.2166666667,4,2,32,1993-03-26,USA,USA,76,212,2011,1,20,20
2021-2022,Corey Schueneman,MTL,D,98.0,238.0,,,139.0,243.0,125.0,57.0,91.0,99.0,98.0,203.0,,127.0,Third Pair,24,398.38333333333,2,3,29,1995-09-02,USA,USA,71,197,-,-,-,-
2021-2022,Damon Severson,NJD,D,61.0,175.0,37.0,71.0,55.0,98.0,101.0,64.0,202.0,41.0,182.0,158.0,,60.0,First Pair,80,1888.35,11,18,30,1994-08-07,CAN,CAN,74,205,2012,2,30,60
2021-2022,Danny DeKeyser,DET,D,213.0,195.0,,91.0,234.0,222.0,219.0,175.0,215.0,168.0,227.0,167.0,,153.0,Second Pair,59,1091.75,0,6,35,1990-03-07,USA,USA,75,183,-,-,-,-
2021-2022,Dante Fabbro,NSH,D,76.0,40.0,,118.0,62.0,64.0,122.0,134.0,31.0,83.0,85.0,156.0,,91.0,Second Pair,66,1256.8833333333,3,11,27,1998-06-20,CAN,CAN,72,189,2016,1,17,17
2021-2022,Darnell Nurse,EDM,D,12.0,154.0,28.0,79.0,20.0,164.0,13.0,22.0,58.0,90.0,184.0,49.0,,12.0,First Pair,71,1778.45,9,12,30,1995-02-04,CAN,CAN,76,221,2013,1,7,7
2021-2022,David Savard,MTL,D,223.0,126.0,,51.0,200.0,205.0,185.0,216.0,189.0,217.0,157.0,42.0,,103.0,Second Pair,62,1289.0166666667,3,5,34,1990-10-22,CAN,CAN,73,235,2009,4,3,94
2021-2022,Dean Kukan,CBJ,D,192.0,139.0,,,189.0,162.0,158.0,107.0,94.0,219.0,108.0,128.0,,184.0,Third Pair,41,667.96666666667,3,1,32,1993-07-08,CHE,CHE,74,190,-,-,-,-
2021-2022,Derek Forbort,BOS,D,190.0,52.0,,117.0,147.0,47.0,197.0,177.0,210.0,225.0,140.0,72.0,,148.0,Second Pair,76,1375.9666666667,4,3,33,1992-03-04,USA,USA,76,208,2010,1,15,15
2021-2022,Devon Toews,COL,D,17.0,17.0,49.0,120.0,9.0,5.0,56.0,19.0,29.0,57.0,46.0,208.0,,16.0,First Pair,66,1674.3666666667,13,11,31,1994-02-21,CAN,CAN,73,191,2014,4,18,108
2021-2022,Dmitry Kulikov,MIN,D,158.0,34.0,,78.0,103.0,19.0,198.0,135.0,220.0,157.0,172.0,75.0,,169.0,Second Pair,80,1455.6666666667,7,11,34,1990-10-29,RUS,RUS,73,201,2009,1,14,14
2021-2022,Dmitry Orlov,WSH,D,43.0,38.0,72.0,173.0,75.0,41.0,102.0,18.0,135.0,53.0,126.0,89.0,,66.0,Second Pair,76,1593.1666666667,12,14,33,1991-07-23,RUS,RUS,71,214,2009,2,25,55
2021-2022,Dougie Hamilton,NJD,D,1.0,124.0,9.0,138.0,11.0,102.0,1.0,11.0,92.0,18.0,215.0,144.0,,9.0,Second Pair,62,1315.1166666667,9,10,32,1993-06-17,CAN,CAN,78,230,2011,1,9,9
2021-2022,Drew Doughty,LAK,D,87.0,130.0,5.0,87.0,44.0,30.0,73.0,29.0,74.0,32.0,170.0,132.0,,23.0,First Pair,39,1004.05,7,10,35,1989-12-08,CAN,CAN,73,210,2008,1,2,2
2021-2022,Duncan Keith,EDM,D,113.0,157.0,78.0,73.0,93.0,206.0,120.0,197.0,113.0,82.0,193.0,229.0,,68.0,Second Pair,64,1262.5166666667,1,10,41,1983-07-16,CAN,CAN,73,192,2002,2,24,54
2021-2022,Dylan Coghlan,VGK,D,64.0,125.0,,,51.0,155.0,20.0,38.0,63.0,167.0,87.0,116.0,,166.0,Third Pair,59,837.81666666667,3,4,27,1998-02-19,CAN,CAN,74,208,-,-,-,-
2021-2022,Dylan DeMelo,WPG,D,175.0,68.0,,88.0,58.0,50.0,208.0,234.0,122.0,149.0,158.0,81.0,,180.0,Second Pair,76,1405.9333333333,1,6,32,1993-05-01,CAN,CAN,72,195,2011,6,28,179
2021-2022,Dysin Mayo,ARI,D,235.0,232.0,,108.0,239.0,241.0,213.0,143.0,233.0,238.0,149.0,86.0,,136.0,Second Pair,67,1400.1166666667,4,2,28,1996-08-17,CAN,CAN,74,183,2014,5,13,133
2021-2022,Erik Brannstrom,OTT,D,135.0,205.0,66.0,,122.0,171.0,77.0,219.0,38.0,54.0,189.0,168.0,,119.0,Second Pair,53,1048.0,0,6,25,1999-09-02,SWE,SWE,70,185,2017,1,15,15
2021-2022,Erik Cernak,TBL,D,35.0,96.0,,30.0,69.0,24.0,67.0,122.0,230.0,78.0,96.0,24.0,,111.0,Second Pair,55,1053.4166666667,1,7,28,1997-05-28,SVK,SVK,76,224,2015,2,13,43
2021-2022,Erik Gudbranson,CGY,D,60.0,161.0,,31.0,42.0,131.0,80.0,112.0,70.0,218.0,183.0,38.0,,139.0,Second Pair,78,1414.15,6,5,33,1992-01-07,CAN,CAN,77,222,2010,1,3,3
2021-2022,Erik Gustafsson,CHI,D,131.0,123.0,47.0,,165.0,72.0,87.0,124.0,1.0,27.0,69.0,169.0,,114.0,Third Pair,59,956.86666666667,3,8,33,1992-03-14,SWE,SWE,72,197,2012,4,2,93
2021-2022,Erik Johnson,COL,D,47.0,66.0,,99.0,79.0,139.0,59.0,84.0,170.0,141.0,173.0,58.0,,78.0,Third Pair,77,1330.4333333333,8,7,37,1988-03-21,USA,USA,76,225,2006,1,1,1
2021-2022,Erik Karlsson,SJS,D,16.0,228.0,21.0,47.0,24.0,223.0,33.0,15.0,98.0,26.0,11.0,242.0,,34.0,First Pair,50,1173.5166666667,10,13,35,1990-05-31,SWE,SWE,72,190,2008,1,15,15
2021-2022,Esa Lindell,DAL,D,140.0,36.0,86.0,29.0,161.0,45.0,121.0,130.0,130.0,98.0,29.0,113.0,,55.0,First Pair,76,1675.4333333333,4,13,31,1994-05-23,FIN,FIN,75,220,2012,3,13,74
2021-2022,Ethan Bear,CAR,D,42.0,112.0,,161.0,25.0,43.0,79.0,82.0,50.0,144.0,104.0,160.0,,134.0,Third Pair,58,932.65,5,6,28,1997-06-26,CAN,CAN,71,197,2015,5,3,124
2021-2022,Evan Bouchard,EDM,D,3.0,179.0,74.0,157.0,34.0,170.0,2.0,10.0,26.0,87.0,90.0,166.0,,42.0,Second Pair,81,1604.1666666667,12,12,25,1999-10-20,CAN,CAN,75,194,2018,1,10,10
2021-2022,Filip Hronek,DET,D,163.0,218.0,55.0,70.0,188.0,196.0,88.0,131.0,148.0,46.0,18.0,163.0,,63.0,First Pair,78,1718.0166666667,5,18,27,1997-11-02,CZE,CZE,72,190,2016,2,23,53
2021-2022,Gabriel Carlsson,CBJ,D,185.0,58.0,,,224.0,93.0,217.0,68.0,61.0,171.0,112.0,152.0,,199.0,Fringe,38,466.15,2,3,28,1997-01-02,SWE,SWE,77,195,2015,1,29,29
2021-2022,Gavin Bayreuther,CBJ,D,171.0,152.0,,,158.0,208.0,123.0,240.0,85.0,137.0,161.0,82.0,,208.0,Third Pair,43,561.41666666667,0,3,31,1994-05-12,USA,USA,73,196,-,-,-,-
2021-2022,Gustav Forsling,FLA,D,11.0,103.0,,100.0,29.0,86.0,32.0,30.0,225.0,47.0,40.0,216.0,,54.0,Second Pair,71,1506.4833333333,10,13,29,1996-06-12,SWE,SWE,72,186,2014,5,6,126
2021-2022,Gustav Lindstrom,DET,D,237.0,185.0,,105.0,201.0,203.0,242.0,227.0,211.0,204.0,194.0,151.0,,220.0,Third Pair,63,1015.1166666667,1,3,26,1998-10-20,SWE,SWE,74,186,2017,2,7,38
2021-2022,Hampus Lindholm,"ANA, BOS",D,96.0,153.0,70.0,132.0,87.0,122.0,78.0,100.0,137.0,116.0,212.0,192.0,,70.0,First Pair,71,1597.2,5,11,31,1994-01-20,SWE,SWE,76,215,2012,1,6,6
2021-2022,Haydn Fleury,SEA,D,105.0,12.0,,170.0,182.0,28.0,49.0,78.0,111.0,224.0,51.0,65.0,,142.0,Third Pair,36,585.93333333333,2,1,29,1996-07-08,CAN,CAN,76,208,2014,1,7,7
2021-2022,Henri Jokiharju,BUF,D,159.0,162.0,90.0,66.0,140.0,142.0,166.0,125.0,54.0,163.0,121.0,148.0,,141.0,Second Pair,60,1314.65,3,6,26,1999-06-17,FIN,FIN,72,200,2017,1,29,29
2021-2022,Ian Cole,CAR,D,125.0,14.0,,7.0,59.0,31.0,195.0,202.0,165.0,139.0,241.0,95.0,,140.0,Third Pair,75,1286.5166666667,2,6,36,1989-02-21,USA,USA,73,225,2007,1,18,18
2021-2022,Ilya Lyubushkin,"ARI, TOR",D,228.0,31.0,,162.0,171.0,60.0,233.0,221.0,195.0,213.0,154.0,17.0,,200.0,Third Pair,77,1342.6166666667,2,5,31,1994-04-06,RUS,RUS,74,200,-,-,-,-
2021-2022,Ivan Provorov,PHI,D,142.0,99.0,44.0,53.0,159.0,105.0,69.0,39.0,177.0,127.0,105.0,186.0,,27.0,First Pair,79,1966.3666666667,9,8,28,1997-01-13,RUS,RUS,73,201,2015,1,7,7
2021-2022,Jaccob Slavin,CAR,D,31.0,25.0,71.0,1.0,8.0,35.0,58.0,155.0,78.0,64.0,16.0,227.0,,43.0,First Pair,79,1858.8666666667,4,14,31,1994-05-01,USA,USA,75,207,2012,4,29,120
2021-2022,Jack Johnson,COL,D,222.0,164.0,,95.0,150.0,159.0,230.0,213.0,186.0,227.0,164.0,51.0,,209.0,Third Pair,74,1239.6166666667,1,2,38,1987-01-13,USA,USA,73,227,2005,1,3,3
2021-2022,Jacob Bryson,BUF,D,242.0,143.0,73.0,166.0,199.0,143.0,243.0,226.0,178.0,147.0,49.0,188.0,,217.0,Second Pair,73,1338.9833333333,1,8,27,1997-11-18,CAN,CAN,69,176,2017,4,6,99
2021-2022,Jacob Middleton,"MIN, SJS",D,180.0,182.0,,106.0,105.0,199.0,209.0,126.0,203.0,186.0,217.0,60.0,,194.0,Second Pair,66,1233.1666666667,4,5,29,1996-01-02,CAN,CAN,75,219,2014,7,30,210
2021-2022,Jacob Trouba,NYR,D,45.0,88.0,51.0,43.0,138.0,179.0,25.0,63.0,175.0,66.0,129.0,33.0,,29.0,First Pair,81,1816.4166666667,11,14,31,1994-02-26,USA,USA,75,203,2012,1,9,9
2021-2022,Jake Bean,CBJ,D,133.0,197.0,89.0,142.0,131.0,183.0,105.0,109.0,33.0,72.0,148.0,219.0,,133.0,Second Pair,67,1378.3833333333,7,6,27,1998-06-09,CAN,CAN,73,196,2016,1,13,13
2021-2022,Jake McCabe,CHI,D,200.0,86.0,,93.0,227.0,141.0,191.0,157.0,232.0,165.0,143.0,70.0,,112.0,Second Pair,75,1522.8,4,7,31,1993-10-12,USA,USA,73,204,2012,2,14,44
2021-2022,Jake Muzzin,TOR,D,41.0,98.0,,19.0,23.0,76.0,81.0,99.0,172.0,94.0,136.0,52.0,,57.0,Second Pair,47,974.16666666667,3,5,36,1989-02-21,CAN,CAN,75,227,2007,5,20,141
2021-2022,Jake Walman,"DET, STL",D,97.0,186.0,,,190.0,187.0,7.0,106.0,76.0,215.0,52.0,121.0,,162.0,Third Pair,51,713.96666666667,3,2,29,1996-02-20,CAN,CAN,74,215,2014,3,22,82
2021-2022,Jakob Chychrun,ARI,D,23.0,108.0,34.0,54.0,186.0,123.0,4.0,4.0,141.0,52.0,186.0,155.0,,13.0,First Pair,47,1079.2666666667,7,7,27,1998-03-31,USA,USA,74,220,2016,1,16,16
2021-2022,Jamie Drysdale,ANA,D,184.0,235.0,59.0,,197.0,235.0,118.0,81.0,107.0,111.0,38.0,235.0,,109.0,Second Pair,81,1610.7,4,15,23,2002-04-08,CAN,CAN,71,183,2020,1,6,6
2021-2022,Jamie Oleksiak,SEA,D,137.0,26.0,,115.0,129.0,11.0,147.0,149.0,134.0,150.0,146.0,27.0,,123.0,Second Pair,72,1391.9666666667,1,9,32,1992-12-21,CAN,CAN,79,257,2011,1,14,14
2021-2022,Jan Rutta,TBL,D,77.0,136.0,,116.0,60.0,71.0,99.0,214.0,106.0,112.0,199.0,124.0,,188.0,Third Pair,76,1243.25,3,5,34,1990-07-29,CZE,CZE,75,204,-,-,-,-
2021-2022,Jani Hakanpaa,DAL,D,233.0,87.0,,94.0,233.0,85.0,207.0,158.0,191.0,232.0,222.0,8.0,,197.0,Third Pair,80,1296.6666666667,4,3,33,1992-03-31,FIN,FIN,78,225,2010,4,14,104
2021-2022,Janis Moser,ARI,D,178.0,240.0,,111.0,237.0,242.0,218.0,60.0,243.0,88.0,102.0,194.0,,147.0,Second Pair,43,802.91666666667,4,6,25,2000-06-06,CHE,CHE,73,173,2021,2,28,60
2021-2022,Jared Spurgeon,MIN,D,40.0,8.0,35.0,46.0,64.0,8.0,85.0,17.0,64.0,33.0,39.0,201.0,,35.0,Second Pair,65,1375.2166666667,10,16,35,1989-11-29,CAN,CAN,69,166,2008,6,5,156
2021-2022,Jaycob Megna,SJS,D,155.0,230.0,,110.0,67.0,225.0,236.0,172.0,236.0,195.0,216.0,96.0,,225.0,Second Pair,44,841.3,2,3,32,1992-12-10,USA,USA,78,220,2012,7,29,210
2021-2022,Jeff Petry,MTL,D,38.0,167.0,43.0,76.0,49.0,83.0,42.0,23.0,151.0,45.0,84.0,71.0,,30.0,First Pair,68,1504.2333333333,6,9,37,1987-12-09,USA,USA,75,209,2006,2,15,45
2021-2022,Jeremy Lauzon,"NSH, SEA",D,183.0,67.0,,122.0,180.0,33.0,156.0,196.0,153.0,196.0,221.0,11.0,,192.0,Third Pair,66,1166.55,2,3,28,1997-04-28,CAN,CAN,73,204,2015,2,22,52
2021-2022,Joel Edmundson,MTL,D,111.0,226.0,,156.0,102.0,219.0,135.0,43.0,219.0,178.0,197.0,39.0,,97.0,Second Pair,24,470.0,3,2,32,1993-06-28,CAN,CAN,77,221,2011,2,16,46
2021-2022,Joel Hanley,DAL,D,189.0,6.0,,,148.0,4.0,232.0,190.0,46.0,146.0,27.0,63.0,,229.0,Fringe,44,525.38333333333,2,3,34,1991-06-08,CAN,CAN,71,190,-,-,-,-
2021-2022,John Carlson,WSH,D,8.0,93.0,18.0,37.0,81.0,108.0,19.0,7.0,13.0,7.0,43.0,191.0,,3.0,First Pair,78,1857.25,17,25,35,1990-01-10,USA,USA,75,215,2008,1,27,27
2021-2022,John Klingberg,DAL,D,55.0,172.0,12.0,,46.0,111.0,40.0,58.0,15.0,9.0,47.0,198.0,,32.0,First Pair,74,1642.95,6,24,32,1992-08-14,SWE,SWE,75,190,2010,5,11,131
2021-2022,John Marino,PIT,D,187.0,32.0,68.0,52.0,135.0,26.0,204.0,182.0,150.0,103.0,10.0,175.0,,130.0,Second Pair,81,1671.5833333333,1,10,28,1997-05-21,USA,USA,73,181,2015,6,3,154
2021-2022,Jon Merrill,MIN,D,194.0,23.0,,41.0,168.0,22.0,229.0,181.0,129.0,155.0,175.0,183.0,,167.0,Third Pair,69,1179.9,4,7,33,1992-02-03,USA,USA,75,204,2010,2,8,38
2021-2022,Jonas Brodin,MIN,D,128.0,3.0,67.0,10.0,134.0,7.0,138.0,70.0,182.0,101.0,75.0,226.0,,48.0,First Pair,73,1710.95,5,9,31,1993-07-12,SWE,SWE,74,196,2011,1,10,10
